Date,EM (EMERGING MARKETS) GROWTH Standard (Large+Mid Cap)
2008-03-31,271.979
2008-04-30,291.973
2008-05-30,299.673
2008-06-30,267.822
2008-07-31,257.451
2008-08-29,234.855
2008-09-30,192.207
2008-10-31,139.155
2008-11-28,126.613
2008-12-31,136.188
2009-01-30,128.399
2009-02-27,122.516
2009-03-31,139.323
2009-04-30,161.425
2009-05-29,187.765
2009-06-30,184.889
2009-07-31,205.569
2009-08-31,204.711
2009-09-30,223.038
2009-10-30,222.827
2009-11-30,233.539
2009-12-31,242.931
2010-01-29,228.323
2010-02-26,229.388
2010-03-31,248.975
2010-04-30,251.829
2010-05-31,229.581
2010-06-30,227.127
2010-07-30,247.006
2010-08-31,243.217
2010-09-30,271.221
2010-10-29,279.516
2010-11-30,272.662
2010-12-31,290.497
2011-01-31,281.381
2011-02-28,277.319
2011-03-31,294.202
2011-04-29,305.592
2011-05-31,298.501
2011-06-30,293.893
2011-07-29,293.56
2011-08-31,266.665
2011-09-30,225.586
2011-10-31,256.512
2011-11-30,238.879
2011-12-30,235.969
2012-01-31,258.141
2012-02-29,274.78
2012-03-30,268.611
2012-04-30,268.624
2012-05-31,238.469
2012-06-29,247.154
2012-07-31,253.486
2012-08-31,253.289
2012-09-28,267.933
2012-10-31,267.163
2012-11-30,273.508
2012-12-31,285.186
2013-01-31,288.261
2013-02-28,287.201
2013-03-29,282.789
2013-04-30,286.917
2013-05-31,281.976
2013-06-28,264.877
2013-07-31,265.599
2013-08-30,260.09
2013-09-30,276.734
2013-10-31,292.088
2013-11-29,289.306
2013-12-31,285.372
2014-01-31,267.072
2014-02-28,279.452
2014-03-31,285.384
2014-04-30,285.503
2014-05-30,295.724
2014-06-30,303.147
2014-07-31,306.619
2014-08-29,313.304
2014-09-30,292.606
2014-10-31,298.31
2014-11-28,297.306
2014-12-31,285.115
2015-01-30,290.12
2015-02-27,298.388
2015-03-31,296.509
2015-04-30,314.803
2015-05-29,303.654
2015-06-30,295.923
2015-07-31,276.647
2015-08-31,253.081
2015-09-30,246.716
2015-10-30,264.643
2015-11-30,258.072
2015-12-31,253.404
2016-01-29,236.947
2016-02-29,234.944
2016-03-31,262.725
2016-04-29,262.039
2016-05-31,257.821
2016-06-30,267.527
2016-07-29,280.202
2016-08-31,288.896
2016-09-30,294.105
2016-10-31,291.307
2016-11-30,274.166
2016-12-30,273.341
2017-01-31,290.909
2017-02-28,298.133
2017-03-31,308.397
2017-04-28,319.495
2017-05-31,331.368
2017-06-30,337.871
2017-07-31,360.251
2017-08-31,368.659
2017-09-29,372.518
2017-10-31,386.221
2017-11-30,390.376
2017-12-29,402.133
2018-01-31,434.145
2018-02-28,414.412
2018-03-30,407.193
2018-04-30,400.1
2018-05-31,391.124
2018-06-29,379.026
2018-07-31,380.822
2018-08-31,368.393
2018-09-28,358.871
2018-10-31,322.514
2018-11-30,339.867
2018-12-31,329.593
2019-01-31,360.764
2019-02-28,363.674
2019-03-29,369.38
2019-04-30,380.556
2019-05-31,345.734
2019-06-28,370.742
2019-07-31,371.704
2019-08-30,357.507
2019-09-30,363.458
2019-10-31,381.469
2019-11-29,383.083
2019-12-31,413.435
2020-01-31,402.531
2020-02-28,385.475
2020-03-31,333.612
2020-04-30,366.158
2020-05-29,372.511
2020-06-30,407.497
2020-07-31,453.902
2020-08-31,469.953
2020-09-30,465.422
2020-10-30,481.519
2020-11-30,512.0
2020-12-31,544.001
2021-01-29,572.785
2021-02-26,566.726
2021-03-31,547.475
2021-04-30,562.177
2021-05-31,566.739
2021-06-30,571.915
2021-07-30,522.712
2021-08-31,535.773
2021-09-30,509.549
2021-10-29,518.001
2021-11-30,497.198
2021-12-31,499.179
2022-01-31,484.432
2022-02-28,463.809
2022-03-31,448.154
2022-04-29,423.581
2022-05-31,423.713
2022-06-30,394.52
2022-07-29,396.095
2022-08-31,398.932
2022-09-30,346.971
2022-10-31,331.86
2022-11-30,385.494
2022-12-30,380.655
2023-01-31,413.258
2023-02-28,382.218
2023-03-31,396.084
2023-04-28,385.802
2023-05-31,380.131
2023-06-30,393.782
2023-07-31,417.254
2023-08-31,390.562
2023-09-29,374.629
2023-10-31,360.339
2023-11-30,393.528
2023-12-29,403.759
2024-01-31,381.163
2024-02-29,401.968
2024-03-29,417.479
2024-04-30,418.626
2024-05-31,419.283
2024-06-28,438.404
2024-07-31,438.435
2024-08-30,445.806
2024-09-30,479.288
2024-10-31,461.8
2024-11-29,444.401
2024-12-31,446.338
2025-01-31,455.573
2025-02-28,454.873
2025-03-31,454.0
2025-04-30,462.733
2025-05-30,483.536
2025-06-30,517.75
2025-07-31,529.651
2025-08-29,541.748
2025-09-30,582.108
2025-10-31,607.099
2025-11-28,585.884
2025-12-31,601.555
