Date,EM (EMERGING MARKETS) SMALL CAP Small Cap
2001-11-07,204.337
2001-11-08,206.155
2001-11-09,206.038
2001-11-12,207.18
2001-11-13,207.613
2001-11-14,209.729
2001-11-15,211.707
2001-11-16,212.483
2001-11-19,215.499
2001-11-20,214.756
2001-11-21,215.397
2001-11-22,216.566
2001-11-23,218.937
2001-11-26,222.509
2001-11-27,221.826
2001-11-28,218.666
2001-11-29,218.862
2001-11-30,220.359
2001-12-03,222.569
2001-12-04,223.905
2001-12-05,226.239
2001-12-06,229.098
2001-12-07,230.662
2001-12-10,232.565
2001-12-11,231.884
2001-12-12,234.983
2001-12-13,230.66
2001-12-14,230.732
2001-12-17,231.023
2001-12-18,228.024
2001-12-19,225.582
2001-12-20,225.68
2001-12-21,224.135
2001-12-24,225.95
2001-12-25,228.315
2001-12-26,229.7
2001-12-27,229.81
2001-12-28,231.794
2001-12-31,234.02
2002-01-01,234.008
2002-01-02,236.2
2002-01-03,238.071
2002-01-04,240.426
2002-01-07,243.274
2002-01-08,242.424
2002-01-09,243.226
2002-01-10,243.034
2002-01-11,241.091
2002-01-14,240.18
2002-01-15,238.561
2002-01-16,237.199
2002-01-17,238.475
2002-01-18,239.294
2002-01-21,241.01
2002-01-22,240.789
2002-01-23,242.25
2002-01-24,243.163
2002-01-25,245.631
2002-01-28,247.13
2002-01-29,245.7
2002-01-30,244.568
2002-01-31,246.822
2002-02-01,246.329
2002-02-04,244.541
2002-02-05,244.146
2002-02-06,246.001
2002-02-07,243.879
2002-02-08,243.965
2002-02-11,243.855
2002-02-12,244.408
2002-02-13,245.354
2002-02-14,248.112
2002-02-15,248.54
2002-02-18,249.282
2002-02-19,247.956
2002-02-20,246.63
2002-02-21,246.637
2002-02-22,245.423
2002-02-25,244.368
2002-02-26,244.802
2002-02-27,248.457
2002-02-28,247.853
2002-03-01,249.436
2002-03-04,254.127
2002-03-05,254.331
2002-03-06,256.346
2002-03-07,257.043
2002-03-08,257.857
2002-03-11,260.34
2002-03-12,259.362
2002-03-13,260.018
2002-03-14,260.7
2002-03-15,261.181
2002-03-18,262.356
2002-03-19,262.688
2002-03-20,264.175
2002-03-21,265.389
2002-03-22,267.621
2002-03-25,267.154
2002-03-26,267.27
2002-03-27,267.983
2002-03-28,268.282
2002-03-29,267.541
2002-04-01,266.624
2002-04-02,268.533
2002-04-03,269.579
2002-04-04,270.235
2002-04-05,272.488
2002-04-08,273.119
2002-04-09,271.157
2002-04-10,271.519
2002-04-11,272.725
2002-04-12,273.63
2002-04-15,275.361
2002-04-16,276.808
2002-04-17,279.939
2002-04-18,280.088
2002-04-19,280.56
2002-04-22,280.143
2002-04-23,278.447
2002-04-24,277.511
2002-04-25,274.761
2002-04-26,275.19
2002-04-29,272.087
2002-04-30,270.617
2002-05-01,270.448
2002-05-02,270.069
2002-05-03,271.153
2002-05-06,268.631
2002-05-07,268.797
2002-05-08,270.86
2002-05-09,270.503
2002-05-10,269.841
2002-05-13,268.81
2002-05-14,268.91
2002-05-15,271.089
2002-05-16,270.353
2002-05-17,271.071
2002-05-20,267.86
2002-05-21,263.624
2002-05-22,264.475
2002-05-23,263.776
2002-05-24,267.461
2002-05-27,268.286
2002-05-28,266.906
2002-05-29,265.747
2002-05-30,266.068
2002-05-31,264.998
2002-06-03,262.53
2002-06-04,262.434
2002-06-05,262.321
2002-06-06,262.461
2002-06-07,259.11
2002-06-10,261.827
2002-06-11,260.923
2002-06-12,260.732
2002-06-13,262.574
2002-06-14,260.431
2002-06-17,259.855
2002-06-18,259.984
2002-06-19,252.987
2002-06-20,252.534
2002-06-21,251.384
2002-06-24,248.901
2002-06-25,245.867
2002-06-26,236.108
2002-06-27,238.41
2002-06-28,245.113
2002-07-01,243.018
2002-07-02,241.958
2002-07-03,243.661
2002-07-04,247.136
2002-07-05,250.645
2002-07-08,251.915
2002-07-09,254.454
2002-07-10,253.906
2002-07-11,250.417
2002-07-12,255.747
2002-07-15,254.984
2002-07-16,252.419
2002-07-17,253.251
2002-07-18,254.388
2002-07-19,252.076
2002-07-22,244.167
2002-07-23,246.242
2002-07-24,240.745
2002-07-25,241.577
2002-07-26,235.318
2002-07-29,236.511
2002-07-30,240.321
2002-07-31,238.49
2002-08-01,237.642
2002-08-02,238.253
2002-08-05,229.546
2002-08-06,226.434
2002-08-07,230.838
2002-08-08,232.046
2002-08-09,233.259
2002-08-12,232.861
2002-08-13,232.251
2002-08-14,234.827
2002-08-15,235.067
2002-08-16,236.797
2002-08-19,237.228
2002-08-20,238.234
2002-08-21,239.395
2002-08-22,240.574
2002-08-23,239.498
2002-08-26,239.596
2002-08-27,239.607
2002-08-28,237.817
2002-08-29,237.262
2002-08-30,238.268
2002-09-02,236.589
2002-09-03,233.362
2002-09-04,231.98
2002-09-05,230.998
2002-09-06,229.621
2002-09-09,228.669
2002-09-10,231.66
2002-09-11,233.436
2002-09-12,234.285
2002-09-13,231.44
2002-09-16,227.116
2002-09-17,231.054
2002-09-18,226.661
2002-09-19,225.888
2002-09-20,224.29
2002-09-23,219.421
2002-09-24,216.541
2002-09-25,213.518
2002-09-26,214.142
2002-09-27,214.066
2002-09-30,210.908
2002-10-01,212.498
2002-10-02,212.721
2002-10-03,211.404
2002-10-04,210.95
2002-10-07,206.105
2002-10-08,206.743
2002-10-09,204.732
2002-10-10,202.183
2002-10-11,201.899
2002-10-14,202.837
2002-10-15,208.1
2002-10-16,209.691
2002-10-17,213.109
2002-10-18,217.829
2002-10-21,217.911
2002-10-22,216.285
2002-10-23,220.998
2002-10-24,220.622
2002-10-25,220.153
2002-10-28,222.358
2002-10-29,220.397
2002-10-30,219.611
2002-10-31,221.911
2002-11-01,220.591
2002-11-04,224.19
2002-11-05,224.282
2002-11-06,226.818
2002-11-07,228.255
2002-11-08,229.204
2002-11-11,226.962
2002-11-12,225.751
2002-11-13,225.404
2002-11-14,226.104
2002-11-15,229.213
2002-11-18,229.849
2002-11-19,228.748
2002-11-20,228.171
2002-11-21,229.019
2002-11-22,231.371
2002-11-25,233.263
2002-11-26,233.111
2002-11-27,233.878
2002-11-28,234.66
2002-11-29,236.385
2002-12-02,238.294
2002-12-03,239.986
2002-12-04,237.656
2002-12-05,237.878
2002-12-06,238.005
2002-12-09,238.426
2002-12-10,237.989
2002-12-11,237.585
2002-12-12,238.729
2002-12-13,238.018
2002-12-16,237.485
2002-12-17,237.077
2002-12-18,236.61
2002-12-19,237.077
2002-12-20,237.56
2002-12-23,235.115
2002-12-24,233.377
2002-12-25,232.498
2002-12-26,232.721
2002-12-27,232.572
2002-12-30,230.001
2002-12-31,231.08
2003-01-01,230.983
2003-01-02,233.049
2003-01-03,236.385
2003-01-06,238.927
2003-01-07,237.577
2003-01-08,239.148
2003-01-09,240.112
2003-01-10,240.996
2003-01-13,244.141
2003-01-14,244.574
2003-01-15,245.564
2003-01-16,244.989
2003-01-17,242.117
2003-01-20,242.341
2003-01-21,241.334
2003-01-22,240.826
2003-01-23,242.799
2003-01-24,240.002
2003-01-27,235.52
2003-01-28,236.782
2003-01-29,236.443
2003-01-30,237.559
2003-01-31,238.432
2003-02-03,238.969
2003-02-04,239.477
2003-02-05,239.35
2003-02-06,237.314
2003-02-07,234.674
2003-02-10,232.16
2003-02-11,231.856
2003-02-12,233.501
2003-02-13,230.78
2003-02-14,230.132
2003-02-17,235.449
2003-02-18,235.299
2003-02-19,233.977
2003-02-20,234.524
2003-02-21,235.102
2003-02-24,235.974
2003-02-25,232.633
2003-02-26,232.716
2003-02-27,232.47
2003-02-28,231.743
2003-03-03,233.083
2003-03-04,231.777
2003-03-05,228.927
2003-03-06,225.976
2003-03-07,223.134
2003-03-10,219.653
2003-03-11,217.921
2003-03-12,219.296
2003-03-13,220.02
2003-03-14,222.672
2003-03-17,217.315
2003-03-18,222.368
2003-03-19,222.516
2003-03-20,226.454
2003-03-21,227.336
2003-03-24,225.702
2003-03-25,224.471
2003-03-26,225.741
2003-03-27,225.731
2003-03-28,226.038
2003-03-31,222.904
2003-04-01,224.303
2003-04-02,225.3
2003-04-03,226.647
2003-04-04,230.009
2003-04-07,234.513
2003-04-08,234.256
2003-04-09,233.997
2003-04-10,235.632
2003-04-11,236.491
2003-04-14,237.342
2003-04-15,240.248
2003-04-16,242.735
2003-04-17,243.327
2003-04-18,245.738
2003-04-21,245.994
2003-04-22,242.846
2003-04-23,241.994
2003-04-24,239.341
2003-04-25,234.842
2003-04-28,234.694
2003-04-29,239.142
2003-04-30,238.823
2003-05-01,238.976
2003-05-02,239.758
2003-05-05,242.586
2003-05-06,243.135
2003-05-07,246.13
2003-05-08,245.23
2003-05-09,247.208
2003-05-12,248.993
2003-05-13,248.733
2003-05-14,248.491
2003-05-15,247.978
2003-05-16,247.909
2003-05-19,245.572
2003-05-20,246.434
2003-05-21,246.985
2003-05-22,248.851
2003-05-23,253.487
2003-05-26,257.555
2003-05-27,256.853
2003-05-28,258.382
2003-05-29,259.622
2003-05-30,260.947
2003-06-02,264.103
2003-06-03,263.299
2003-06-04,264.233
2003-06-05,266.285
2003-06-06,266.701
2003-06-09,268.355
2003-06-10,268.432
2003-06-11,269.626
2003-06-12,272.579
2003-06-13,274.345
2003-06-16,276.36
2003-06-17,278.943
2003-06-18,278.379
2003-06-19,279.654
2003-06-20,278.916
2003-06-23,275.194
2003-06-24,274.446
2003-06-25,276.797
2003-06-26,275.398
2003-06-27,276.86
2003-06-30,277.459
2003-07-01,281.163
2003-07-02,284.922
2003-07-03,285.648
2003-07-04,287.966
2003-07-07,291.297
2003-07-08,290.833
2003-07-09,291.798
2003-07-10,291.117
2003-07-11,290.465
2003-07-14,294.757
2003-07-15,293.665
2003-07-16,293.533
2003-07-17,290.585
2003-07-18,288.89
2003-07-21,287.236
2003-07-22,287.185
2003-07-23,287.969
2003-07-24,290.385
2003-07-25,292.641
2003-07-28,295.644
2003-07-29,294.369
2003-07-30,293.602
2003-07-31,293.902
2003-08-01,294.85
2003-08-04,294.366
2003-08-05,292.32
2003-08-06,291.308
2003-08-07,294.08
2003-08-08,293.531
2003-08-11,294.34
2003-08-12,295.778
2003-08-13,299.628
2003-08-14,301.517
2003-08-15,302.372
2003-08-18,305.239
2003-08-19,304.549
2003-08-20,304.802
2003-08-21,307.414
2003-08-22,308.083
2003-08-25,307.526
2003-08-26,307.47
2003-08-27,307.713
2003-08-28,306.072
2003-08-29,309.753
2003-09-01,312.001
2003-09-02,313.254
2003-09-03,313.971
2003-09-04,313.008
2003-09-05,313.102
2003-09-08,312.309
2003-09-09,311.407
2003-09-10,310.398
2003-09-11,311.434
2003-09-12,312.68
2003-09-15,312.019
2003-09-16,313.693
2003-09-17,315.175
2003-09-18,314.662
2003-09-19,314.985
2003-09-22,312.285
2003-09-23,314.47
2003-09-24,315.966
2003-09-25,313.921
2003-09-26,311.913
2003-09-29,311.534
2003-09-30,312.744
2003-10-01,313.877
2003-10-02,317.642
2003-10-03,319.823
2003-10-06,322.721
2003-10-07,323.975
2003-10-08,325.139
2003-10-09,328.987
2003-10-10,331.692
2003-10-13,333.016
2003-10-14,331.532
2003-10-15,332.344
2003-10-16,335.374
2003-10-17,333.755
2003-10-20,335.033
2003-10-21,334.525
2003-10-22,334.599
2003-10-23,329.496
2003-10-24,330.164
2003-10-27,330.797
2003-10-28,333.773
2003-10-29,334.625
2003-10-30,336.78
2003-10-31,336.903
2003-11-03,341.845
2003-11-04,342.593
2003-11-05,344.352
2003-11-06,342.024
2003-11-07,344.594
2003-11-10,344.245
2003-11-11,342.575
2003-11-12,344.735
2003-11-13,348.432
2003-11-14,349.967
2003-11-17,346.64
2003-11-18,346.638
2003-11-19,341.585
2003-11-20,339.879
2003-11-21,340.188
2003-11-24,337.497
2003-11-25,339.967
2003-11-26,343.399
2003-11-27,343.095
2003-11-28,347.318
2003-12-01,353.698
2003-12-02,355.703
2003-12-03,357.79
2003-12-04,358.13
2003-12-05,357.274
2003-12-08,356.717
2003-12-09,359.751
2003-12-10,358.035
2003-12-11,359.033
2003-12-12,361.074
2003-12-15,364.155
2003-12-16,362.139
2003-12-17,360.383
2003-12-18,361.099
2003-12-19,360.53
2003-12-22,360.919
2003-12-23,361.879
2003-12-24,363.011
2003-12-25,362.635
2003-12-26,363.683
2003-12-29,366.565
2003-12-30,370.52
2003-12-31,371.552
2004-01-01,371.841
2004-01-02,377.29
2004-01-05,385.216
2004-01-06,383.272
2004-01-07,383.147
2004-01-08,385.386
2004-01-09,387.83
2004-01-12,387.184
2004-01-13,387.352
2004-01-14,386.1
2004-01-15,382.615
2004-01-16,383.259
2004-01-19,384.148
2004-01-20,386.529
2004-01-21,384.319
2004-01-22,383.646
2004-01-23,385.162
2004-01-26,385.559
2004-01-27,387.938
2004-01-28,387.506
2004-01-29,381.309
2004-01-30,381.621
2004-02-02,381.827
2004-02-03,381.893
2004-02-04,381.812
2004-02-05,381.759
2004-02-06,384.874
2004-02-09,390.099
2004-02-10,392.251
2004-02-11,394.079
2004-02-12,396.316
2004-02-13,399.465
2004-02-16,399.948
2004-02-17,402.548
2004-02-18,403.91
2004-02-19,401.301
2004-02-20,399.493
2004-02-23,398.733
2004-02-24,397.146
2004-02-25,397.267
2004-02-26,397.193
2004-02-27,399.577
2004-03-01,403.452
2004-03-02,405.228
2004-03-03,401.66
2004-03-04,404.569
2004-03-05,407.972
2004-03-08,406.877
2004-03-09,407.56
2004-03-10,403.191
2004-03-11,399.643
2004-03-12,396.435
2004-03-15,395.531
2004-03-16,394.723
2004-03-17,397.085
2004-03-18,401.198
2004-03-19,402.324
2004-03-22,394.141
2004-03-23,389.823
2004-03-24,389.381
2004-03-25,387.03
2004-03-26,388.364
2004-03-29,394.815
2004-03-30,397.708
2004-03-31,401.354
2004-04-01,404.998
2004-04-02,406.998
2004-04-05,411.067
2004-04-06,411.878
2004-04-07,412.152
2004-04-08,412.346
2004-04-09,411.24
2004-04-12,414.045
2004-04-13,411.829
2004-04-14,408.087
2004-04-15,405.123
2004-04-16,407.165
2004-04-19,406.945
2004-04-20,406.834
2004-04-21,403.063
2004-04-22,400.273
2004-04-23,403.124
2004-04-26,401.512
2004-04-27,398.945
2004-04-28,393.199
2004-04-29,382.313
2004-04-30,376.674
2004-05-03,373.105
2004-05-04,378.592
2004-05-05,375.683
2004-05-06,370.283
2004-05-07,366.102
2004-05-10,348.57
2004-05-11,350.629
2004-05-12,355.827
2004-05-13,351.37
2004-05-14,346.135
2004-05-17,332.137
2004-05-18,334.914
2004-05-19,347.291
2004-05-20,343.036
2004-05-21,348.93
2004-05-24,352.094
2004-05-25,351.698
2004-05-26,353.961
2004-05-27,358.754
2004-05-28,361.59
2004-05-31,358.967
2004-06-01,358.825
2004-06-02,358.061
2004-06-03,351.542
2004-06-04,352.703
2004-06-07,359.848
2004-06-08,359.404
2004-06-09,358.272
2004-06-10,357.307
2004-06-11,352.631
2004-06-14,345.472
2004-06-15,347.791
2004-06-16,347.312
2004-06-17,347.103
2004-06-18,345.489
2004-06-21,344.955
2004-06-22,344.36
2004-06-23,346.065
2004-06-24,350.901
2004-06-25,352.945
2004-06-28,353.32
2004-06-29,354.212
2004-06-30,357.985
2004-07-01,359.362
2004-07-02,358.841
2004-07-05,357.695
2004-07-06,357.062
2004-07-07,359.04
2004-07-08,356.998
2004-07-09,358.525
2004-07-12,359.332
2004-07-13,358.577
2004-07-14,356.312
2004-07-15,354.855
2004-07-16,357.249
2004-07-19,357.952
2004-07-20,353.988
2004-07-21,354.236
2004-07-22,352.302
2004-07-23,350.665
2004-07-26,348.389
2004-07-27,347.648
2004-07-28,348.217
2004-07-29,347.92
2004-07-30,350.211
2004-08-02,347.613
2004-08-03,347.372
2004-08-04,345.87
2004-08-05,348.994
2004-08-06,348.956
2004-08-09,350.06
2004-08-10,350.069
2004-08-11,347.281
2004-08-12,346.198
2004-08-13,347.315
2004-08-16,346.658
2004-08-17,348.159
2004-08-18,349.542
2004-08-19,353.332
2004-08-20,354.936
2004-08-23,354.5
2004-08-24,355.553
2004-08-25,357.065
2004-08-26,361.14
2004-08-27,360.9
2004-08-30,361.728
2004-08-31,363.973
2004-09-01,368.165
2004-09-02,371.132
2004-09-03,370.194
2004-09-06,370.962
2004-09-07,372.095
2004-09-08,373.531
2004-09-09,374.861
2004-09-10,376.977
2004-09-13,379.385
2004-09-14,381.074
2004-09-15,381.083
2004-09-16,384.353
2004-09-17,384.093
2004-09-20,386.4
2004-09-21,387.649
2004-09-22,385.452
2004-09-23,385.406
2004-09-24,385.37
2004-09-27,384.319
2004-09-28,384.651
2004-09-29,384.792
2004-09-30,386.646
2004-10-01,391.063
2004-10-04,397.835
2004-10-05,397.246
2004-10-06,396.679
2004-10-07,396.828
2004-10-08,399.083
2004-10-11,400.004
2004-10-12,394.878
2004-10-13,393.078
2004-10-14,390.121
2004-10-15,390.74
2004-10-18,391.137
2004-10-19,393.429
2004-10-20,389.974
2004-10-21,391.001
2004-10-22,391.831
2004-10-25,389.116
2004-10-26,388.801
2004-10-27,392.08
2004-10-28,395.832
2004-10-29,396.51
2004-11-01,397.071
2004-11-02,400.191
2004-11-03,406.614
2004-11-04,408.247
2004-11-05,410.94
2004-11-08,409.646
2004-11-09,410.612
2004-11-10,413.106
2004-11-11,413.997
2004-11-12,418.403
2004-11-15,420.358
2004-11-16,420.63
2004-11-17,427.042
2004-11-18,426.184
2004-11-19,426.292
2004-11-22,423.865
2004-11-23,426.587
2004-11-24,430.206
2004-11-25,431.94
2004-11-26,432.802
2004-11-29,435.261
2004-11-30,437.469
2004-12-01,439.567
2004-12-02,441.959
2004-12-03,441.257
2004-12-06,443.407
2004-12-07,441.342
2004-12-08,437.099
2004-12-09,435.014
2004-12-10,432.299
2004-12-13,435.346
2004-12-14,437.803
2004-12-15,441.937
2004-12-16,443.66
2004-12-17,443.839
2004-12-20,446.616
2004-12-21,447.649
2004-12-22,448.821
2004-12-23,450.539
2004-12-24,452.108
2004-12-27,453.191
2004-12-28,454.572
2004-12-29,457.219
2004-12-30,460.824
2004-12-31,464.52
2005-01-03,464.498
2005-01-04,458.31
2005-01-05,453.303
2005-01-06,448.821
2005-01-07,450.029
2005-01-10,450.813
2005-01-11,452.795
2005-01-12,450.912
2005-01-13,453.378
2005-01-14,453.837
2005-01-17,455.846
2005-01-18,453.882
2005-01-19,455.633
2005-01-20,451.685
2005-01-21,452.557
2005-01-24,453.941
2005-01-25,452.866
2005-01-26,456.629
2005-01-27,458.007
2005-01-28,461.229
2005-01-31,466.277
2005-02-01,464.519
2005-02-02,467.065
2005-02-03,468.838
2005-02-04,471.362
2005-02-07,473.269
2005-02-08,471.537
2005-02-09,472.298
2005-02-10,472.242
2005-02-11,475.083
2005-02-14,480.606
2005-02-15,481.962
2005-02-16,483.427
2005-02-17,485.125
2005-02-18,488.443
2005-02-21,491.01
2005-02-22,492.766
2005-02-23,493.898
2005-02-24,497.226
2005-02-25,498.314
2005-02-28,503.353
2005-03-01,503.852
2005-03-02,503.702
2005-03-03,505.813
2005-03-04,508.508
2005-03-07,510.179
2005-03-08,509.133
2005-03-09,511.196
2005-03-10,509.418
2005-03-11,511.911
2005-03-14,506.909
2005-03-15,497.062
2005-03-16,495.813
2005-03-17,491.871
2005-03-18,490.861
2005-03-21,488.151
2005-03-22,485.076
2005-03-23,477.606
2005-03-24,474.87
2005-03-25,477.585
2005-03-28,475.664
2005-03-29,467.702
2005-03-30,468.883
2005-03-31,475.219
2005-04-01,480.785
2005-04-04,476.529
2005-04-05,476.057
2005-04-06,478.299
2005-04-07,479.707
2005-04-08,479.918
2005-04-11,478.151
2005-04-12,476.597
2005-04-13,479.705
2005-04-14,471.935
2005-04-15,466.47
2005-04-18,456.692
2005-04-19,463.184
2005-04-20,463.6
2005-04-21,465.294
2005-04-22,467.283
2005-04-25,467.317
2005-04-26,467.881
2005-04-27,464.472
2005-04-28,460.521
2005-04-29,460.805
2005-05-02,461.492
2005-05-03,462.149
2005-05-04,468.16
2005-05-05,472.262
2005-05-06,474.275
2005-05-09,472.596
2005-05-10,470.049
2005-05-11,467.332
2005-05-12,465.412
2005-05-13,463.995
2005-05-16,461.123
2005-05-17,460.258
2005-05-18,462.775
2005-05-19,467.122
2005-05-20,465.048
2005-05-23,464.152
2005-05-24,465.2
2005-05-25,463.815
2005-05-26,464.924
2005-05-27,470.159
2005-05-30,471.421
2005-05-31,470.807
2005-06-01,470.319
2005-06-02,474.296
2005-06-03,478.903
2005-06-06,480.082
2005-06-07,480.562
2005-06-08,482.851
2005-06-09,480.936
2005-06-10,483.087
2005-06-13,481.609
2005-06-14,480.919
2005-06-15,484.743
2005-06-16,486.703
2005-06-17,489.242
2005-06-20,487.883
2005-06-21,487.991
2005-06-22,491.769
2005-06-23,491.992
2005-06-24,491.585
2005-06-27,489.487
2005-06-28,488.042
2005-06-29,488.396
2005-06-30,488.762
2005-07-01,490.518
2005-07-04,489.033
2005-07-05,486.173
2005-07-06,487.951
2005-07-07,484.705
2005-07-08,485.36
2005-07-11,493.387
2005-07-12,499.184
2005-07-13,500.135
2005-07-14,504.81
2005-07-15,503.204
2005-07-18,504.269
2005-07-19,505.582
2005-07-20,506.696
2005-07-21,508.401
2005-07-22,510.467
2005-07-25,510.969
2005-07-26,508.111
2005-07-27,509.83
2005-07-28,514.448
2005-07-29,515.182
2005-08-01,516.328
2005-08-02,519.347
2005-08-03,523.365
2005-08-04,524.606
2005-08-05,523.291
2005-08-08,521.633
2005-08-09,524.469
2005-08-10,527.766
2005-08-11,527.581
2005-08-12,527.094
2005-08-15,524.571
2005-08-16,522.982
2005-08-17,523.371
2005-08-18,518.409
2005-08-19,516.222
2005-08-22,522.301
2005-08-23,521.324
2005-08-24,517.771
2005-08-25,518.548
2005-08-26,517.802
2005-08-29,512.334
2005-08-30,512.841
2005-08-31,514.952
2005-09-01,520.339
2005-09-02,523.893
2005-09-05,525.612
2005-09-06,525.777
2005-09-07,527.974
2005-09-08,528.783
2005-09-09,530.841
2005-09-12,531.997
2005-09-13,530.926
2005-09-14,532.627
2005-09-15,533.074
2005-09-16,534.054
2005-09-19,534.43
2005-09-20,538.543
2005-09-21,538.378
2005-09-22,536.31
2005-09-23,533.319
2005-09-26,536.504
2005-09-27,537.402
2005-09-28,539.817
2005-09-29,545.333
2005-09-30,549.527
2005-10-03,550.001
2005-10-04,553.095
2005-10-05,548.751
2005-10-06,540.865
2005-10-07,541.624
2005-10-10,544.947
2005-10-11,546.181
2005-10-12,540.744
2005-10-13,532.761
2005-10-14,530.851
2005-10-17,526.902
2005-10-18,525.374
2005-10-19,515.617
2005-10-20,515.698
2005-10-21,518.486
2005-10-24,519.186
2005-10-25,518.268
2005-10-26,516.961
2005-10-27,513.116
2005-10-28,510.006
2005-10-31,517.985
2005-11-01,523.22
2005-11-02,529.17
2005-11-03,530.812
2005-11-04,529.288
2005-11-07,529.126
2005-11-08,530.039
