Date,IRELAND MID GROWTH Mid Cap
2002-05-23,383.201
2002-05-24,383.057
2002-05-27,385.732
2002-05-28,384.815
2002-05-29,392.571
2002-05-30,397.329
2002-05-31,393.851
2002-06-03,395.432
2002-06-04,409.746
2002-06-05,405.842
2002-06-06,415.653
2002-06-07,412.415
2002-06-10,441.95
2002-06-11,461.032
2002-06-12,452.948
2002-06-13,438.635
2002-06-14,428.495
2002-06-17,445.56
2002-06-18,447.803
2002-06-19,440.467
2002-06-20,430.973
2002-06-21,436.483
2002-06-24,423.177
2002-06-25,411.737
2002-06-26,416.065
2002-06-27,407.795
2002-06-28,434.413
2002-07-01,428.722
2002-07-02,422.606
2002-07-03,393.417
2002-07-04,403.193
2002-07-05,417.184
2002-07-08,430.654
2002-07-09,434.08
2002-07-10,428.787
2002-07-11,417.754
2002-07-12,418.998
2002-07-15,415.664
2002-07-16,401.875
2002-07-17,414.783
2002-07-18,416.428
2002-07-19,404.854
2002-07-22,371.964
2002-07-23,373.495
2002-07-24,349.466
2002-07-25,380.577
2002-07-26,382.729
2002-07-29,404.599
2002-07-30,419.519
2002-07-31,421.586
2002-08-01,424.477
2002-08-02,409.048
2002-08-05,423.45
2002-08-06,420.771
2002-08-07,420.104
2002-08-08,415.873
2002-08-09,414.04
2002-08-12,399.155
2002-08-13,419.715
2002-08-14,418.803
2002-08-15,430.85
2002-08-16,437.633
2002-08-19,427.381
2002-08-20,425.015
2002-08-21,431.422
2002-08-22,427.727
2002-08-23,423.045
2002-08-26,423.067
2002-08-27,434.474
2002-08-28,428.879
2002-08-29,408.612
2002-08-30,396.868
2002-09-02,406.679
2002-09-03,375.265
2002-09-04,375.572
2002-09-05,380.419
2002-09-06,379.178
2002-09-09,388.942
2002-09-10,400.97
2002-09-11,396.665
2002-09-12,384.78
2002-09-13,378.78
2002-09-16,376.245
2002-09-17,392.194
2002-09-18,380.418
2002-09-19,387.322
2002-09-20,391.059
2002-09-23,382.87
2002-09-24,379.632
2002-09-25,372.14
2002-09-26,367.659
2002-09-27,401.649
2002-09-30,392.968
2002-10-01,401.89
2002-10-02,419.234
2002-10-03,405.241
2002-10-04,387.145
2002-10-07,372.703
2002-10-08,373.271
2002-10-09,361.102
2002-10-10,367.468
2002-10-11,388.525
2002-10-14,384.135
2002-10-15,401.074
2002-10-16,397.515
2002-10-17,400.373
2002-10-18,403.484
2002-10-21,417.998
2002-10-22,433.211
2002-10-23,456.857
2002-10-24,452.423
2002-10-25,426.4
2002-10-28,442.812
2002-10-29,429.956
2002-10-30,446.521
2002-10-31,453.025
2002-11-01,462.851
2002-11-04,528.756
2002-11-05,517.517
2002-11-06,515.887
2002-11-07,519.926
2002-11-08,521.767
2002-11-11,527.824
2002-11-12,533.172
2002-11-13,521.733
2002-11-14,519.482
2002-11-15,519.23
2002-11-18,528.883
2002-11-19,534.201
2002-11-20,529.847
2002-11-21,549.256
2002-11-22,566.039
2002-11-25,572.662
2002-11-26,551.989
2002-11-27,535.611
2002-11-28,551.784
2002-11-29,539.071
2002-12-02,526.878
2002-12-03,519.397
2002-12-04,513.765
2002-12-05,514.048
2002-12-06,517.824
2002-12-09,517.593
2002-12-10,515.727
2002-12-11,496.937
2002-12-12,498.241
2002-12-13,481.841
2002-12-16,502.381
2002-12-17,503.537
2002-12-18,501.714
2002-12-19,505.165
2002-12-20,498.676
2002-12-23,498.628
2002-12-24,500.692
2002-12-25,500.692
2002-12-26,501.954
2002-12-27,505.329
2002-12-30,492.898
2002-12-31,498.524
2003-01-01,498.524
2003-01-02,503.678
2003-01-03,530.032
2003-01-06,527.387
2003-01-07,526.289
2003-01-08,514.765
2003-01-09,527.312
2003-01-10,522.542
2003-01-13,508.754
2003-01-14,504.576
2003-01-15,491.836
2003-01-16,488.278
2003-01-17,485.267
2003-01-20,480.648
2003-01-21,482.511
2003-01-22,479.143
2003-01-23,475.459
2003-01-24,468.801
2003-01-27,444.982
2003-01-28,449.969
2003-01-29,458.841
2003-01-30,497.986
2003-01-31,505.44
2003-02-03,511.484
2003-02-04,481.85
2003-02-05,495.454
2003-02-06,484.132
2003-02-07,483.596
2003-02-10,487.403
2003-02-11,496.818
2003-02-12,483.53
2003-02-13,480.143
2003-02-14,471.732
2003-02-17,483.575
2003-02-18,500.195
2003-02-19,494.384
2003-02-20,500.281
2003-02-21,505.952
2003-02-24,492.618
2003-02-25,469.162
2003-02-26,467.847
2003-02-27,440.202
2003-02-28,449.057
2003-03-03,454.18
2003-03-04,429.828
2003-03-05,431.121
2003-03-06,428.842
2003-03-07,423.474
2003-03-10,431.85
2003-03-11,415.528
2003-03-12,395.632
2003-03-13,423.58
2003-03-14,458.301
2003-03-17,462.738
2003-03-18,468.459
2003-03-19,454.64
2003-03-20,467.029
2003-03-21,500.852
2003-03-24,496.657
2003-03-25,501.887
2003-03-26,503.437
2003-03-27,499.429
2003-03-28,488.125
2003-03-31,475.375
2003-04-01,471.849
2003-04-02,474.639
2003-04-03,476.042
2003-04-04,466.893
2003-04-07,483.199
2003-04-08,500.808
2003-04-09,502.687
2003-04-10,498.874
2003-04-11,500.28
2003-04-14,504.969
2003-04-15,508.766
2003-04-16,526.939
2003-04-17,521.815
2003-04-18,521.815
2003-04-21,519.566
2003-04-22,516.782
2003-04-23,519.855
2003-04-24,498.626
2003-04-25,476.891
2003-04-28,487.592
2003-04-29,484.734
2003-04-30,481.467
2003-05-01,479.548
2003-05-02,480.128
2003-05-05,482.61
2003-05-06,490.16
2003-05-07,494.653
2003-05-08,504.52
2003-05-09,486.745
2003-05-12,487.577
2003-05-13,478.205
2003-05-14,469.99
2003-05-15,465.597
2003-05-16,475.953
2003-05-19,468.814
2003-05-20,455.149
2003-05-21,465.963
2003-05-22,462.057
2003-05-23,462.023
2003-05-26,466.072
2003-05-27,478.783
2003-05-28,494.117
2003-05-29,502.773
2003-05-30,480.928
2003-06-02,479.129
2003-06-03,468.289
2003-06-04,469.275
2003-06-05,501.934
2003-06-06,514.469
2003-06-09,504.848
2003-06-10,490.853
2003-06-11,471.582
2003-06-12,470.58
2003-06-13,463.363
2003-06-16,460.634
2003-06-17,476.464
2003-06-18,475.598
2003-06-19,489.314
2003-06-20,487.514
2003-06-23,481.991
2003-06-24,487.163
2003-06-25,484.414
2003-06-26,471.291
2003-06-27,490.466
2003-06-30,506.738
2003-07-01,510.886
2003-07-02,504.142
2003-07-03,471.176
2003-07-04,481.001
2003-07-07,476.61
2003-07-08,472.271
2003-07-09,460.668
2003-07-10,457.47
2003-07-11,473.359
2003-07-14,491.385
2003-07-15,492.038
2003-07-16,480.64
2003-07-17,477.758
2003-07-18,471.895
2003-07-21,474.113
2003-07-22,473.855
2003-07-23,467.12
2003-07-24,472.856
2003-07-25,483.263
2003-07-28,487.532
2003-07-29,488.19
2003-07-30,496.112
2003-07-31,491.132
2003-08-01,485.501
2003-08-04,473.187
2003-08-05,487.139
2003-08-06,479.535
2003-08-07,482.489
2003-08-08,480.594
2003-08-11,486.237
2003-08-12,490.514
2003-08-13,485.895
2003-08-14,487.474
2003-08-15,481.583
2003-08-18,485.416
2003-08-19,495.528
2003-08-20,500.939
2003-08-21,501.516
2003-08-22,512.043
2003-08-25,506.351
2003-08-26,502.428
2003-08-27,498.405
2003-08-28,478.996
2003-08-29,481.385
2003-09-01,482.666
2003-09-02,497.032
2003-09-03,499.82
2003-09-04,504.724
2003-09-05,518.554
2003-09-08,524.946
2003-09-09,521.094
2003-09-10,507.315
2003-09-11,497.546
2003-09-12,507.434
2003-09-15,509.617
2003-09-16,511.923
2003-09-17,518.004
2003-09-18,511.231
2003-09-19,488.779
2003-09-22,480.645
2003-09-23,476.856
2003-09-24,489.169
2003-09-25,484.047
2003-09-26,478.014
2003-09-29,470.916
2003-09-30,467.17
2003-10-01,480.656
2003-10-02,493.594
2003-10-03,491.019
2003-10-06,489.234
2003-10-07,489.58
2003-10-08,501.219
2003-10-09,528.595
2003-10-10,542.503
2003-10-13,548.971
2003-10-14,541.748
2003-10-15,546.271
2003-10-16,551.416
2003-10-17,546.949
2003-10-20,551.643
2003-10-21,559.24
2003-10-22,563.291
2003-10-23,545.064
2003-10-24,550.866
2003-10-27,559.308
2003-10-28,570.004
2003-10-29,578.477
2003-10-30,583.987
2003-10-31,597.252
2003-11-03,578.088
2003-11-04,568.217
2003-11-05,561.793
2003-11-06,560.03
2003-11-07,557.193
2003-11-10,557.103
2003-11-11,553.944
2003-11-12,537.193
2003-11-13,546.215
2003-11-14,554.976
2003-11-17,529.301
2003-11-18,531.527
2003-11-19,530.35
2003-11-20,522.512
2003-11-21,528.187
2003-11-24,542.759
2003-11-25,545.341
2003-11-26,545.409
2003-11-27,546.823
2003-11-28,539.923
2003-12-01,540.968
2003-12-02,548.666
2003-12-03,563.208
2003-12-04,574.483
2003-12-05,578.395
2003-12-08,586.533
2003-12-09,590.112
2003-12-10,570.915
2003-12-11,576.801
2003-12-12,590.947
2003-12-15,596.008
2003-12-16,601.315
2003-12-17,608.001
2003-12-18,623.672
2003-12-19,618.244
2003-12-22,611.246
2003-12-23,602.299
2003-12-24,603.996
2003-12-25,603.996
2003-12-26,603.754
2003-12-29,615.307
2003-12-30,623.763
2003-12-31,623.791
2004-01-01,623.791
2004-01-02,638.691
2004-01-05,631.31
2004-01-06,635.832
2004-01-07,633.322
2004-01-08,640.11
2004-01-09,645.937
2004-01-12,650.984
2004-01-13,651.956
2004-01-14,664.265
2004-01-15,668.518
2004-01-16,670.792
2004-01-19,682.024
2004-01-20,687.526
2004-01-21,686.769
2004-01-22,695.364
2004-01-23,700.177
2004-01-26,686.991
2004-01-27,682.202
2004-01-28,629.465
2004-01-29,620.798
2004-01-30,618.162
2004-02-02,614.499
2004-02-03,617.035
2004-02-04,611.236
2004-02-05,622.68
2004-02-06,643.771
2004-02-09,644.339
2004-02-10,629.255
2004-02-11,621.258
2004-02-12,617.633
2004-02-13,616.834
2004-02-16,611.478
2004-02-17,610.679
2004-02-18,606.176
2004-02-19,594.158
2004-02-20,583.023
2004-02-23,584.659
2004-02-24,587.486
2004-02-25,605.999
2004-02-26,604.884
2004-02-27,617.545
2004-03-01,623.023
2004-03-02,621.939
2004-03-03,615.769
2004-03-04,624.789
2004-03-05,639.156
2004-03-08,633.67
2004-03-09,633.438
2004-03-10,607.509
2004-03-11,592.606
2004-03-12,587.119
2004-03-15,578.418
2004-03-16,579.999
2004-03-17,573.044
2004-03-18,574.452
2004-03-19,568.945
2004-03-22,554.009
2004-03-23,563.447
2004-03-24,556.915
2004-03-25,570.983
2004-03-26,570.585
2004-03-29,569.979
2004-03-30,574.49
2004-03-31,582.905
2004-04-01,588.476
2004-04-02,601.91
2004-04-05,585.303
2004-04-06,594.741
2004-04-07,590.805
2004-04-08,599.737
2004-04-09,599.737
2004-04-12,595.123
2004-04-13,590.708
2004-04-14,586.655
2004-04-15,582.703
2004-04-16,587.06
2004-04-19,585.077
2004-04-20,583.361
2004-04-21,577.733
2004-04-22,587.018
2004-04-23,584.676
2004-04-26,590.765
2004-04-27,595.671
2004-04-28,590.71
2004-04-29,599.742
2004-04-30,596.846
2004-05-03,595.203
2004-05-04,595.061
2004-05-05,592.323
2004-05-06,585.091
2004-05-07,573.304
2004-05-10,537.268
2004-05-11,552.237
2004-05-12,551.302
2004-05-13,550.246
2004-05-14,541.359
2004-05-17,530.476
2004-05-18,541.832
2004-05-19,562.925
2004-05-20,558.065
2004-05-21,568.364
2004-05-24,569.177
2004-05-25,569.224
2004-05-26,575.656
2004-05-27,589.349
2004-05-28,576.955
2004-05-31,575.947
2004-06-01,573.103
2004-06-02,573.583
2004-06-03,578.475
2004-06-04,578.395
2004-06-07,581.655
2004-06-08,586.894
2004-06-09,575.223
2004-06-10,565.67
2004-06-11,570.615
2004-06-14,558.146
2004-06-15,558.439
2004-06-16,555.342
2004-06-17,559.814
2004-06-18,571.281
2004-06-21,560.487
2004-06-22,559.557
2004-06-23,559.341
2004-06-24,576.197
2004-06-25,577.429
2004-06-28,598.63
2004-06-29,588.635
2004-06-30,589.462
2004-07-01,590.034
2004-07-02,596.879
2004-07-05,591.825
2004-07-06,588.943
2004-07-07,596.748
2004-07-08,601.929
2004-07-09,600.263
2004-07-12,596.096
2004-07-13,590.697
2004-07-14,601.466
2004-07-15,599.717
2004-07-16,599.651
2004-07-19,601.577
2004-07-20,590.504
2004-07-21,589.529
2004-07-22,558.511
2004-07-23,557.195
2004-07-26,560.626
2004-07-27,531.081
2004-07-28,546.581
2004-07-29,535.278
2004-07-30,542.768
2004-08-02,543.015
2004-08-03,542.518
2004-08-04,534.266
2004-08-05,531.306
2004-08-06,520.548
2004-08-09,518.575
2004-08-10,510.981
2004-08-11,534.367
2004-08-12,557.058
2004-08-13,553.038
2004-08-16,559.295
2004-08-17,572.194
2004-08-18,566.171
2004-08-19,570.818
2004-08-20,572.173
2004-08-23,570.541
2004-08-24,567.133
2004-08-25,564.455
2004-08-26,571.149
2004-08-27,570.936
2004-08-30,569.65
2004-08-31,574.628
2004-09-01,592.846
2004-09-02,590.987
2004-09-03,592.688
2004-09-06,593.217
2004-09-07,594.987
2004-09-08,600.411
2004-09-09,598.296
2004-09-10,604.035
2004-09-13,605.295
2004-09-14,615.737
2004-09-15,612.514
2004-09-16,613.982
2004-09-17,617.762
2004-09-20,615.311
2004-09-21,626.738
2004-09-22,613.318
2004-09-23,611.427
2004-09-24,614.848
2004-09-27,615.453
2004-09-28,618.612
2004-09-29,620.911
2004-09-30,619.137
2004-10-01,626.587
2004-10-04,623.141
2004-10-05,617.513
2004-10-06,616.439
2004-10-07,615.427
2004-10-08,607.598
2004-10-11,612.014
2004-10-12,603.492
2004-10-13,599.012
2004-10-14,597.515
2004-10-15,604.914
2004-10-18,616.329
2004-10-19,626.069
2004-10-20,629.57
2004-10-21,634.236
2004-10-22,650.062
2004-10-25,651.421
2004-10-26,655.097
2004-10-27,657.305
2004-10-28,660.075
2004-10-29,652.981
2004-11-01,659.143
2004-11-02,666.569
2004-11-03,679.72
2004-11-04,679.091
2004-11-05,698.636
2004-11-08,717.086
2004-11-09,715.692
2004-11-10,716.698
2004-11-11,712.576
2004-11-12,721.221
2004-11-15,740.543
2004-11-16,728.048
2004-11-17,730.814
2004-11-18,724.884
2004-11-19,709.442
2004-11-22,708.428
2004-11-23,698.457
2004-11-24,713.925
2004-11-25,723.315
2004-11-26,727.564
2004-11-29,732.878
2004-11-30,712.03
2004-12-01,720.479
2004-12-02,725.768
2004-12-03,734.045
2004-12-06,734.492
2004-12-07,731.258
2004-12-08,730.35
2004-12-09,744.811
2004-12-10,749.01
2004-12-13,744.017
2004-12-14,740.715
2004-12-15,751.987
2004-12-16,741.705
2004-12-17,741.972
2004-12-20,740.792
2004-12-21,733.164
2004-12-22,734.02
2004-12-23,737.17
2004-12-24,739.081
2004-12-27,743.694
2004-12-28,742.629
2004-12-29,749.683
2004-12-30,751.953
2004-12-31,749.01
2005-01-03,741.763
2005-01-04,756.339
2005-01-05,756.193
2005-01-06,755.918
2005-01-07,758.54
2005-01-10,770.357
2005-01-11,770.231
2005-01-12,778.103
2005-01-13,781.455
2005-01-14,766.293
2005-01-17,782.337
2005-01-18,775.095
2005-01-19,780.082
2005-01-20,771.733
2005-01-21,759.248
2005-01-24,750.677
2005-01-25,750.042
2005-01-26,746.524
2005-01-27,754.872
2005-01-28,750.18
2005-01-31,741.486
2005-02-01,759.513
2005-02-02,757.473
2005-02-03,757.066
2005-02-04,762.781
2005-02-07,762.249
2005-02-08,753.749
2005-02-09,756.1
2005-02-10,755.727
2005-02-11,762.008
2005-02-14,777.273
2005-02-15,779.233
2005-02-16,781.782
2005-02-17,790.943
2005-02-18,788.794
2005-02-21,788.642
2005-02-22,799.176
2005-02-23,782.026
2005-02-24,777.052
2005-02-25,777.603
2005-02-28,590.451
2005-03-01,586.603
2005-03-02,581.511
2005-03-03,577.103
2005-03-04,570.627
2005-03-07,571.981
2005-03-08,581.538
2005-03-09,578.56
2005-03-10,583.17
2005-03-11,581.646
2005-03-14,574.946
2005-03-15,581.707
2005-03-16,579.439
2005-03-17,582.12
2005-03-18,573.654
2005-03-21,574.764
2005-03-22,573.011
2005-03-23,568.065
2005-03-24,566.894
2005-03-25,566.894
2005-03-28,562.916
2005-03-29,555.861
2005-03-30,544.215
2005-03-31,512.603
2005-04-01,514.736
2005-04-04,517.855
2005-04-05,525.118
2005-04-06,528.321
2005-04-07,528.631
2005-04-08,526.452
2005-04-11,528.536
2005-04-12,525.434
2005-04-13,531.133
2005-04-14,523.134
2005-04-15,521.164
2005-04-18,515.349
2005-04-19,526.592
2005-04-20,531.295
2005-04-21,530.33
2005-04-22,526.144
2005-04-25,517.159
2005-04-26,510.968
2005-04-27,509.458
2005-04-28,508.556
2005-04-29,510.28
2005-05-02,507.474
2005-05-03,519.517
2005-05-04,547.59
2005-05-05,560.181
2005-05-06,552.569
2005-05-09,544.304
2005-05-10,551.469
2005-05-11,542.69
2005-05-12,544.376
2005-05-13,544.384
2005-05-16,539.722
2005-05-17,542.94
2005-05-18,547.762
2005-05-19,554.123
2005-05-20,558.159
2005-05-23,560.197
2005-05-24,558.052
2005-05-25,558.424
2005-05-26,561.164
2005-05-27,556.215
2005-05-30,559.164
2005-05-31,541.383
2005-06-01,547.529
2005-06-02,540.203
2005-06-03,543.539
2005-06-06,543.938
2005-06-07,547.935
2005-06-08,544.915
2005-06-09,545.318
2005-06-10,553.434
2005-06-13,546.369
2005-06-14,541.005
2005-06-15,543.388
2005-06-16,542.325
2005-06-17,546.234
2005-06-20,539.001
2005-06-21,539.288
2005-06-22,540.77
2005-06-23,541.459
2005-06-24,543.062
2005-06-27,545.703
2005-06-28,545.9
2005-06-29,545.986
2005-06-30,555.222
2005-07-01,549.236
2005-07-04,548.178
2005-07-05,547.473
2005-07-06,553.874
2005-07-07,553.587
2005-07-08,553.636
2005-07-11,559.585
2005-07-12,572.683
2005-07-13,566.272
2005-07-14,562.536
2005-07-15,561.875
2005-07-18,567.16
2005-07-19,583.43
2005-07-20,588.024
2005-07-21,599.687
2005-07-22,602.196
2005-07-25,600.674
2005-07-26,591.574
2005-07-27,592.14
2005-07-28,590.844
2005-07-29,591.88
2005-08-01,603.178
2005-08-02,595.208
2005-08-03,600.286
2005-08-04,599.808
2005-08-05,602.56
2005-08-08,605.74
2005-08-09,619.408
2005-08-10,621.375
2005-08-11,619.04
2005-08-12,609.405
2005-08-15,605.189
2005-08-16,600.309
2005-08-17,599.02
2005-08-18,592.499
2005-08-19,589.402
2005-08-22,593.552
2005-08-23,596.135
2005-08-24,599.82
2005-08-25,604.233
2005-08-26,608.094
2005-08-29,605.225
2005-08-30,596.467
2005-08-31,601.332
2005-09-01,603.53
2005-09-02,616.827
2005-09-05,610.908
2005-09-06,619.619
2005-09-07,612.398
2005-09-08,608.454
2005-09-09,610.047
2005-09-12,596.519
2005-09-13,593.643
2005-09-14,597.449
2005-09-15,588.713
2005-09-16,582.209
2005-09-19,581.666
2005-09-20,584.665
2005-09-21,582.468
2005-09-22,574.665
2005-09-23,577.907
2005-09-26,585.66
2005-09-27,584.97
2005-09-28,598.205
2005-09-29,598.355
2005-09-30,602.975
2005-10-03,588.01
2005-10-04,595.854
2005-10-05,604.179
2005-10-06,605.254
2005-10-07,601.237
2005-10-10,595.094
2005-10-11,595.803
2005-10-12,596.634
2005-10-13,583.624
2005-10-14,589.194
2005-10-17,587.64
2005-10-18,585.698
2005-10-19,572.997
2005-10-20,587.112
2005-10-21,569.425
2005-10-24,573.588
2005-10-25,580.403
2005-10-26,577.096
2005-10-27,569.786
2005-10-28,573.005
2005-10-31,577.193
2005-11-01,585.925
2005-11-02,588.136
2005-11-03,594.568
2005-11-04,582.723
2005-11-07,576.533
2005-11-08,582.861
2005-11-09,581.886
