Date,USA IMI IMI (Large+Mid+Small Cap)
2014-09-30,1477.809
2014-10-31,1517.589
2014-11-28,1552.929
2014-12-31,1551.231
2015-01-30,1507.929
2015-02-27,1595.483
2015-03-31,1577.729
2015-04-30,1585.708
2015-05-29,1607.447
2015-06-30,1579.374
2015-07-31,1604.49
2015-08-31,1506.672
2015-09-30,1461.825
2015-10-30,1576.755
2015-11-30,1584.822
2015-12-31,1551.745
2016-01-29,1463.577
2016-02-29,1461.369
2016-03-31,1563.671
2016-04-29,1573.472
2016-05-31,1601.611
2016-06-30,1604.581
2016-07-29,1667.903
2016-08-31,1670.912
2016-09-30,1673.055
2016-10-31,1635.668
2016-11-30,1705.503
2016-12-30,1737.24
2017-01-31,1771.162
2017-02-28,1835.793
2017-03-31,1837.067
2017-04-28,1855.934
2017-05-31,1873.44
2017-06-30,1889.044
2017-07-31,1924.925
2017-08-31,1927.258
2017-09-29,1973.02
2017-10-31,2015.56
2017-11-30,2074.975
2017-12-29,2094.959
2018-01-31,2206.304
2018-02-28,2123.038
2018-03-30,2079.467
2018-04-30,2087.273
2018-05-31,2144.909
2018-06-29,2159.013
2018-07-31,2230.559
2018-08-31,2306.207
2018-09-28,2308.752
2018-10-31,2138.298
2018-11-30,2178.281
2018-12-31,1975.044
2019-01-31,2144.926
2019-02-28,2219.281
2019-03-29,2251.415
2019-04-30,2339.353
2019-05-31,2186.867
2019-06-28,2338.944
2019-07-31,2373.734
2019-08-30,2324.221
2019-09-30,2364.441
2019-10-31,2414.053
2019-11-29,2504.004
2019-12-31,2575.328
2020-01-31,2571.302
2020-02-28,2358.644
2020-03-31,2032.897
2020-04-30,2302.852
2020-05-29,2425.528
2020-06-30,2482.144
2020-07-31,2623.639
2020-08-31,2811.478
2020-09-30,2707.924
2020-10-30,2650.315
2020-11-30,2969.27
2020-12-31,3102.246
2021-01-29,3088.624
2021-02-26,3181.687
2021-03-31,3293.924
2021-04-30,3465.753
2021-05-31,3478.758
2021-06-30,3569.156
2021-07-30,3633.937
2021-08-31,3737.047
2021-09-30,3567.032
2021-10-29,3805.972
2021-11-30,3752.278
2021-12-31,3896.889
2022-01-31,3665.555
2022-02-28,3571.67
2022-03-31,3687.205
2022-04-29,3354.844
2022-05-31,3347.102
2022-06-30,3065.823
2022-07-29,3355.1
2022-08-31,3227.012
2022-09-30,2925.831
2022-10-31,3164.48
2022-11-30,3330.335
2022-12-30,3132.845
2023-01-31,3350.369
2023-02-28,3271.118
2023-03-31,3358.878
2023-04-28,3391.827
2023-05-31,3404.363
2023-06-30,3636.247
2023-07-31,3766.415
2023-08-31,3692.392
2023-09-29,3514.495
2023-10-31,3419.783
2023-11-30,3739.109
2023-12-29,3936.132
2024-01-31,3977.645
2024-02-29,4189.239
2024-03-29,4323.529
2024-04-30,4134.322
2024-05-31,4329.689
2024-06-28,4463.881
2024-07-31,4543.683
2024-08-30,4639.983
2024-09-30,4734.947
2024-10-31,4698.852
2024-11-29,5007.714
2024-12-31,4854.078
2025-01-31,5003.303
2025-02-28,4907.682
2025-03-31,4616.515
2025-04-30,4584.095
2025-05-30,4875.486
2025-06-30,5123.388
2025-07-31,5238.284
2025-08-29,5354.963
2025-09-30,5540.874
2025-10-31,5663.145
2025-11-28,5671.349
2025-12-31,5670.087
2026-01-30,5762.7
