Date,HONG KONG VALUE Standard (Large+Mid Cap)
2001-08-20,11569.886
2001-08-21,11672.418
2001-08-22,11621.132
2001-08-23,11626.851
2001-08-24,11538.886
2001-08-27,11621.622
2001-08-28,11500.788
2001-08-29,11466.596
2001-08-30,11453.912
2001-08-31,11363.208
2001-09-03,11400.779
2001-09-04,11433.075
2001-09-05,11189.083
2001-09-06,10828.045
2001-09-07,10488.012
2001-09-10,10530.532
2001-09-11,10581.012
2001-09-12,9619.934
2001-09-13,9793.694
2001-09-14,9635.261
2001-09-17,9068.032
2001-09-18,8849.094
2001-09-19,8861.737
2001-09-20,8695.887
2001-09-21,8303.716
2001-09-24,8499.765
2001-09-25,8499.059
2001-09-26,8420.345
2001-09-27,8799.85
2001-09-28,8923.238
2001-10-01,8924.211
2001-10-02,8923.925
2001-10-03,9051.611
2001-10-04,9373.378
2001-10-05,9338.323
2001-10-08,9016.651
2001-10-09,9299.661
2001-10-10,9306.31
2001-10-11,9453.912
2001-10-12,9246.995
2001-10-15,9232.496
2001-10-16,9312.059
2001-10-17,9420.124
2001-10-18,9087.6
2001-10-19,9112.604
2001-10-22,9021.07
2001-10-23,9223.622
2001-10-24,9207.111
2001-10-25,9207.229
2001-10-26,9392.161
2001-10-29,9104.446
2001-10-30,9025.192
2001-10-31,9115.862
2001-11-01,9104.887
2001-11-02,9052.186
2001-11-05,9279.501
2001-11-06,9248.602
2001-11-07,9199.569
2001-11-08,9493.734
2001-11-09,9749.491
2001-11-12,9851.566
2001-11-13,9818.717
2001-11-14,10078.523
2001-11-15,10314.975
2001-11-16,10355.668
2001-11-19,10305.945
2001-11-20,10330.438
2001-11-21,10469.582
2001-11-22,10476.116
2001-11-23,10546.889
2001-11-26,10661.323
2001-11-27,10480.176
2001-11-28,10229.399
2001-11-29,10400.819
2001-11-30,10558.07
2001-12-03,10570.896
2001-12-04,10943.915
2001-12-05,11461.368
2001-12-06,11449.864
2001-12-07,11574.007
2001-12-10,11599.072
2001-12-11,11387.767
2001-12-12,11618.258
2001-12-13,11303.929
2001-12-14,11234.828
2001-12-17,11259.941
2001-12-18,11354.978
2001-12-19,11484.83
2001-12-20,11552.253
2001-12-21,11116.185
2001-12-24,11140.89
2001-12-25,11140.89
2001-12-26,11140.747
2001-12-27,11319.358
2001-12-28,11407.686
2001-12-31,11427.634
2002-01-01,11427.634
2002-01-02,11381.713
2002-01-03,11393.402
2002-01-04,11705.207
2002-01-07,12079.24
2002-01-08,12023.499
2002-01-09,11890.692
2002-01-10,11679.971
2002-01-11,11433.725
2002-01-14,11455.568
2002-01-15,11272.118
2002-01-16,11176.093
2002-01-17,11283.242
2002-01-18,11204.464
2002-01-21,11423.746
2002-01-22,11200.041
2002-01-23,11133.935
2002-01-24,11100.321
2002-01-25,11103.344
2002-01-28,11088.494
2002-01-29,11398.868
2002-01-30,11087.273
2002-01-31,11057.015
2002-02-01,10875.849
2002-02-04,10985.757
2002-02-05,10817.834
2002-02-06,10856.904
2002-02-07,10678.063
2002-02-08,10638.988
2002-02-11,10902.604
2002-02-12,10902.464
2002-02-13,10902.604
2002-02-14,10902.604
2002-02-15,10958.972
2002-02-18,11113.793
2002-02-19,10857.303
2002-02-20,10871.535
2002-02-21,10894.304
2002-02-22,10704.514
2002-02-25,10401.907
2002-02-26,10252.719
2002-02-27,10350.33
2002-02-28,10123.469
2002-03-01,10087.218
2002-03-04,10411.181
2002-03-05,10798.582
2002-03-06,10736.22
2002-03-07,10914.701
2002-03-08,10888.868
2002-03-11,10978.761
2002-03-12,10941.822
2002-03-13,10875.419
2002-03-14,10923.144
2002-03-15,10859.77
2002-03-18,10878.697
2002-03-19,10866.749
2002-03-20,10724.132
2002-03-21,10464.584
2002-03-22,10488.138
2002-03-25,10550.408
2002-03-26,10525.633
2002-03-27,10746.447
2002-03-28,10746.776
2002-03-29,10746.776
2002-04-01,10746.913
2002-04-02,10546.83
2002-04-03,10452.077
2002-04-04,10512.741
2002-04-05,10512.741
2002-04-08,10349.745
2002-04-09,10354.204
2002-04-10,10281.71
2002-04-11,10386.713
2002-04-12,10411.187
2002-04-15,10453.452
2002-04-16,10492.365
2002-04-17,10868.596
2002-04-18,11053.642
2002-04-19,11144.957
2002-04-22,11087.262
2002-04-23,11288.855
2002-04-24,11477.952
2002-04-25,11408.089
2002-04-26,11369.067
2002-04-29,11351.832
2002-04-30,11567.662
2002-05-01,11567.958
2002-05-02,11977.627
2002-05-03,11832.496
2002-05-06,11754.324
2002-05-07,11827.143
2002-05-08,11682.464
2002-05-09,11590.705
2002-05-10,11570.253
2002-05-13,11653.873
2002-05-14,11565.966
2002-05-15,11757.279
2002-05-16,11763.913
2002-05-17,11879.791
2002-05-20,11879.562
2002-05-21,11621.292
2002-05-22,11656.557
2002-05-23,11444.619
2002-05-24,11408.176
2002-05-27,11337.154
2002-05-28,11292.357
2002-05-29,11105.512
2002-05-30,10988.093
2002-05-31,10838.6
2002-06-03,10850.05
2002-06-04,10851.65
2002-06-05,10974.546
2002-06-06,10931.929
2002-06-07,10911.212
2002-06-10,10947.604
2002-06-11,10848.552
2002-06-12,10752.947
2002-06-13,10738.279
2002-06-14,10602.842
2002-06-17,10493.331
2002-06-18,10431.586
2002-06-19,10188.52
2002-06-20,10287.97
2002-06-21,10137.136
2002-06-24,10122.297
2002-06-25,10052.778
2002-06-26,9795.236
2002-06-27,9982.799
2002-06-28,9964.985
2002-07-01,9965.176
2002-07-02,9834.901
2002-07-03,9955.828
2002-07-04,10174.418
2002-07-05,10278.568
2002-07-08,10210.33
2002-07-09,10191.21
2002-07-10,10183.921
2002-07-11,9927.512
2002-07-12,10030.267
2002-07-15,10036.245
2002-07-16,9812.656
2002-07-17,9678.579
2002-07-18,9774.74
2002-07-19,9652.763
2002-07-22,9384.599
2002-07-23,9675.164
2002-07-24,9351.286
2002-07-25,9156.223
2002-07-26,8974.527
2002-07-29,9228.612
2002-07-30,9372.212
2002-07-31,9419.24
2002-08-01,9295.225
2002-08-02,9109.945
2002-08-05,8901.076
2002-08-06,8658.771
2002-08-07,8939.788
2002-08-08,8889.829
2002-08-09,8726.615
2002-08-12,8571.621
2002-08-13,8761.353
2002-08-14,8599.089
2002-08-15,8832.265
2002-08-16,8891.261
2002-08-19,8784.018
2002-08-20,9051.339
2002-08-21,9139.858
2002-08-22,9155.236
2002-08-23,9112.206
2002-08-26,9084.53
2002-08-27,8933.354
2002-08-28,8836.936
2002-08-29,8748.613
2002-08-30,8746.104
2002-09-02,8590.783
2002-09-03,8560.811
2002-09-04,8652.905
2002-09-05,8520.03
2002-09-06,8535.999
2002-09-09,8487.523
2002-09-10,8626.781
2002-09-11,8627.651
2002-09-12,8644.682
2002-09-13,8426.177
2002-09-16,8137.573
2002-09-17,8340.239
2002-09-18,8124.283
2002-09-19,8071.16
2002-09-20,7889.088
2002-09-23,7791.715
2002-09-24,7685.774
2002-09-25,7698.901
2002-09-26,7928.566
2002-09-27,7973.956
2002-09-30,7669.936
2002-10-01,7670.133
2002-10-02,7589.722
2002-10-03,7384.328
2002-10-04,7365.247
2002-10-07,7253.681
2002-10-08,7311.731
2002-10-09,7325.752
2002-10-10,7168.449
2002-10-11,7243.367
2002-10-14,7243.46
2002-10-15,7688.972
2002-10-16,7779.545
2002-10-17,7987.105
2002-10-18,8120.809
2002-10-21,8054.621
2002-10-22,8062.126
2002-10-23,8334.987
2002-10-24,8382.727
2002-10-25,8422.522
2002-10-28,8611.599
2002-10-29,8321.136
2002-10-30,8201.7
2002-10-31,8125.033
2002-11-01,8076.046
2002-11-04,8463.734
2002-11-05,8346.552
2002-11-06,8404.317
2002-11-07,8533.997
2002-11-08,8449.994
2002-11-11,8234.881
2002-11-12,8253.554
2002-11-13,8267.137
2002-11-14,8462.983
2002-11-15,8691.021
2002-11-18,8578.97
2002-11-19,8654.359
2002-11-20,8693.581
2002-11-21,8719.766
2002-11-22,8809.021
2002-11-25,8858.869
2002-11-26,8775.329
2002-11-27,8728.544
2002-11-28,8968.772
2002-11-29,8913.918
2002-12-02,9019.883
2002-12-03,8990.547
2002-12-04,8683.771
2002-12-05,8661.812
2002-12-06,8653.004
2002-12-09,8488.85
2002-12-10,8488.689
2002-12-11,8410.45
2002-12-12,8386.794
2002-12-13,8343.944
2002-12-16,8371.112
2002-12-17,8389.963
2002-12-18,8170.865
2002-12-19,8179.927
2002-12-20,8277.259
2002-12-23,8246.65
2002-12-24,8210.707
2002-12-25,8210.707
2002-12-26,8210.812
2002-12-27,8051.756
2002-12-30,7886.961
2002-12-31,7969.195
2003-01-01,7969.195
2003-01-02,7976.725
2003-01-03,8260.054
2003-01-06,8271.908
2003-01-07,8211.987
2003-01-08,8257.891
2003-01-09,8267.059
2003-01-10,8306.619
2003-01-13,8427.729
2003-01-14,8411.338
2003-01-15,8506.687
2003-01-16,8360.739
2003-01-17,8182.987
2003-01-20,8099.49
2003-01-21,8113.364
2003-01-22,8151.468
2003-01-23,8220.807
2003-01-24,8140.529
2003-01-27,7959.174
2003-01-28,8042.112
2003-01-29,7964.047
2003-01-30,8010.212
2003-01-31,8010.315
2003-02-03,8010.212
2003-02-04,7953.455
2003-02-05,7835.203
2003-02-06,7793.816
2003-02-07,7786.49
2003-02-10,7919.241
2003-02-11,7912.829
2003-02-12,8097.298
2003-02-13,7892.934
2003-02-14,7905.958
2003-02-17,8154.853
2003-02-18,8200.989
2003-02-19,8240.206
2003-02-20,8114.647
2003-02-21,7964.827
2003-02-24,7906.454
2003-02-25,7744.595
2003-02-26,7719.068
2003-02-27,7762.182
2003-02-28,7780.155
2003-03-03,7917.584
2003-03-04,7808.121
2003-03-05,7790.113
2003-03-06,7633.314
2003-03-07,7501.917
2003-03-10,7324.398
2003-03-11,7285.813
2003-03-12,7303.551
2003-03-13,7218.072
2003-03-14,7382.663
2003-03-17,7251.908
2003-03-18,7436.244
2003-03-19,7774.888
2003-03-20,7788.844
2003-03-21,7705.084
2003-03-24,7578.35
2003-03-25,7542.369
2003-03-26,7528.76
2003-03-27,7345.765
2003-03-28,7329.483
2003-03-31,7024.357
2003-04-01,7008.674
2003-04-02,7070.103
2003-04-03,6983.233
2003-04-04,7187.211
2003-04-07,7305.68
2003-04-08,7096.98
2003-04-09,6824.597
2003-04-10,6818.824
2003-04-11,6861.597
2003-04-14,6707.191
2003-04-15,6803.489
2003-04-16,6820.167
2003-04-17,6719.809
2003-04-18,6719.809
2003-04-21,6719.723
2003-04-22,6718.092
2003-04-23,6662.217
2003-04-24,6621.985
2003-04-25,6656.101
2003-04-28,6741.903
2003-04-29,7081.08
2003-04-30,6995.405
2003-05-01,6995.495
2003-05-02,7105.278
2003-05-05,7250.444
2003-05-06,7221.205
2003-05-07,7143.4
2003-05-08,7143.4
2003-05-09,7298.265
2003-05-12,7458.258
2003-05-13,7516.015
2003-05-14,7458.64
2003-05-15,7475.734
2003-05-16,7437.84
2003-05-19,7366.771
2003-05-20,7322.959
2003-05-21,7307.991
2003-05-22,7396.361
2003-05-23,7612.285
2003-05-26,7833.78
2003-05-27,7735.39
2003-05-28,7788.304
2003-05-29,7741.513
2003-05-30,7732.473
2003-06-02,7892.914
2003-06-03,7916.764
2003-06-04,7916.56
2003-06-05,7904.479
2003-06-06,7953.24
2003-06-09,7995.56
2003-06-10,8011.192
2003-06-11,8010.784
2003-06-12,8019.457
2003-06-13,8080.574
2003-06-16,8084.089
2003-06-17,8150.684
2003-06-18,8076.752
2003-06-19,8070.635
2003-06-20,8011.492
2003-06-23,7855.918
2003-06-24,7745.356
2003-06-25,7746.178
2003-06-26,7816.401
2003-06-27,7827.655
2003-06-30,7736.152
2003-07-01,7735.855
2003-07-02,7759.975
2003-07-03,7782.743
2003-07-04,7798.422
2003-07-07,7989.755
2003-07-08,8107.072
2003-07-09,8173.859
2003-07-10,8135.994
2003-07-11,8057.322
2003-07-14,8274.622
2003-07-15,8275.025
2003-07-16,8359.702
2003-07-17,8295.721
2003-07-18,8396.21
2003-07-21,8339.968
2003-07-22,8240.805
2003-07-23,8141.401
2003-07-24,8176.534
2003-07-25,8181.898
2003-07-28,8337.506
2003-07-29,8367.573
2003-07-30,8295.74
2003-07-31,8341.855
2003-08-01,8513.756
2003-08-04,8534.292
2003-08-05,8457.622
2003-08-06,8229.569
2003-08-07,8168.398
2003-08-08,8207.604
2003-08-11,8304.452
2003-08-12,8451.096
2003-08-13,8593.166
2003-08-14,8673.087
2003-08-15,8678.454
2003-08-18,8851.026
2003-08-19,8865.404
2003-08-20,8913.215
2003-08-21,9171.044
2003-08-22,9434.3
2003-08-25,9517.429
2003-08-26,9468.265
2003-08-27,9429.815
2003-08-28,9442.8
2003-08-29,9590.148
2003-09-01,9715.618
2003-09-02,9771.553
2003-09-03,10016.282
2003-09-04,10046.209
2003-09-05,9995.522
2003-09-08,9992.919
2003-09-09,9823.301
2003-09-10,9498.09
2003-09-11,9628.089
2003-09-12,9627.966
2003-09-15,9789.813
2003-09-16,9832.289
2003-09-17,9950.145
2003-09-18,9793.074
2003-09-19,9532.404
2003-09-22,9507.319
2003-09-23,9695.181
2003-09-24,10188.148
2003-09-25,10088.495
2003-09-26,10090.273
2003-09-29,9909.645
2003-09-30,9992.961
2003-10-01,10000.516
2003-10-02,10474.267
2003-10-03,10507.551
2003-10-06,10689.699
2003-10-07,10442.116
2003-10-08,10245.57
2003-10-09,10390.321
2003-10-10,10592.229
2003-10-13,10612.286
2003-10-14,10452.748
2003-10-15,10583.673
2003-10-16,10500.932
2003-10-17,10485.405
2003-10-20,10564.996
2003-10-21,10658.932
2003-10-22,10564.641
2003-10-23,10210.11
2003-10-24,10138.556
2003-10-27,10112.382
2003-10-28,10360.162
2003-10-29,10374.793
2003-10-30,10310.074
2003-10-31,10361.119
2003-11-03,10443.317
2003-11-04,10423.414
2003-11-05,10430.558
2003-11-06,10212.143
2003-11-07,10276.948
2003-11-10,10188.2
2003-11-11,10093.024
2003-11-12,9970.951
2003-11-13,10159.925
2003-11-14,10166.577
2003-11-17,9883.885
2003-11-18,9739.625
2003-11-19,9594.263
2003-11-20,9637.415
2003-11-21,9615.201
2003-11-24,9541.124
2003-11-25,9684.702
2003-11-26,9773.109
2003-11-27,9790.618
2003-11-28,9996.872
2003-12-01,10159.724
2003-12-02,10128.51
2003-12-03,10070.487
2003-12-04,10011.151
2003-12-05,10042.683
2003-12-08,9848.707
2003-12-09,10018.5
2003-12-10,9972.206
2003-12-11,10221.041
2003-12-12,10242.392
2003-12-15,10206.604
2003-12-16,10028.075
2003-12-17,9959.885
2003-12-18,9887.023
2003-12-19,9953.258
2003-12-22,10017.264
2003-12-23,10013.62
2003-12-24,10057.263
2003-12-25,10057.263
2003-12-26,10056.68
2003-12-29,10053.274
2003-12-30,10151.314
2003-12-31,10200.134
2004-01-01,10200.134
2004-01-02,10364.252
2004-01-05,10737.364
2004-01-06,10814.573
2004-01-07,10793.146
2004-01-08,10670.704
2004-01-09,10957.372
2004-01-12,11161.028
2004-01-13,11215.878
2004-01-14,11375.223
2004-01-15,11302.081
2004-01-16,11281.802
2004-01-19,11385.269
2004-01-20,11725.185
2004-01-21,11911.373
2004-01-22,11912.294
2004-01-23,11912.601
2004-01-26,12027.34
2004-01-27,11913.183
2004-01-28,11539.906
2004-01-29,11436.643
2004-01-30,11482.108
2004-02-02,11190.839
2004-02-03,11349.179
2004-02-04,11392.215
2004-02-05,11349.363
2004-02-06,11590.943
2004-02-09,11789.193
2004-02-10,11747.392
2004-02-11,11705.082
2004-02-12,11672.067
2004-02-13,11694.394
2004-02-16,11723.995
2004-02-17,11710.978
2004-02-18,11786.467
2004-02-19,11817.658
2004-02-20,11790.189
2004-02-23,11638.814
2004-02-24,11614.635
2004-02-25,11481.032
2004-02-26,11513.559
2004-02-27,11747.554
2004-03-01,11772.725
2004-03-02,11636.514
2004-03-03,11438.841
2004-03-04,11492.747
2004-03-05,11422.602
2004-03-08,11506.496
2004-03-09,11365.523
2004-03-10,11260.691
2004-03-11,11113.618
2004-03-12,11005.936
2004-03-15,10959.498
2004-03-16,11047.312
2004-03-17,11109.829
2004-03-18,11043.643
2004-03-19,11131.978
2004-03-22,10883.139
2004-03-23,10928.315
2004-03-24,11056.657
2004-03-25,10930.356
2004-03-26,10941.022
2004-03-29,10887.423
2004-03-30,11134.963
2004-03-31,11105.24
2004-04-01,11189.697
2004-04-02,11300.932
2004-04-05,11298.974
2004-04-06,11398.468
2004-04-07,11399.371
2004-04-08,11380.99
2004-04-09,11380.99
2004-04-12,11380.625
2004-04-13,11491.159
2004-04-14,11150.685
2004-04-15,10964.236
2004-04-16,10932.394
2004-04-19,10856.284
2004-04-20,10903.074
2004-04-21,10697.73
2004-04-22,10564.529
2004-04-23,10824.28
2004-04-26,10601.831
2004-04-27,10637.042
2004-04-28,10653.106
2004-04-29,10532.593
2004-04-30,10527.048
2004-05-03,10524.877
2004-05-04,10614.495
2004-05-05,10404.407
2004-05-06,10450.923
2004-05-07,10319.468
2004-05-10,9929.644
2004-05-11,10001.566
2004-05-12,10048.482
2004-05-13,9905.675
2004-05-14,9762.397
2004-05-17,9361.848
2004-05-18,9394.822
2004-05-19,9774.901
2004-05-20,9726.292
2004-05-21,10058.651
2004-05-24,10195.313
2004-05-25,10235.682
2004-05-26,10235.026
2004-05-27,10474.522
2004-05-28,10503.028
2004-05-31,10492.458
2004-06-01,10446.227
2004-06-02,10496.705
2004-06-03,10275.105
2004-06-04,10355.255
2004-06-07,10681.398
2004-06-08,10688.953
2004-06-09,10633.275
2004-06-10,10711.199
2004-06-11,10713.936
2004-06-14,10430.927
2004-06-15,10409.343
2004-06-16,10476.353
2004-06-17,10393.152
2004-06-18,10121.604
2004-06-21,10122.87
2004-06-22,10122.481
2004-06-23,10128.444
2004-06-24,10375.649
2004-06-25,10355.245
2004-06-28,10419.258
2004-06-29,10372.344
2004-06-30,10537.513
2004-07-01,10537.716
2004-07-02,10503.094
2004-07-05,10596.099
2004-07-06,10717.12
2004-07-07,10777.899
2004-07-08,10621.889
2004-07-09,10637.558
2004-07-12,10687.688
2004-07-13,10566.666
2004-07-14,10422.5
2004-07-15,10453.129
2004-07-16,10558.174
2004-07-19,10636.596
2004-07-20,10622.256
2004-07-21,10886.055
2004-07-22,10817.55
2004-07-23,10870.981
2004-07-26,10862.427
2004-07-27,10839.7
2004-07-28,10851.711
2004-07-29,10699.773
2004-07-30,10707.298
2004-08-02,10681.396
2004-08-03,10767.726
2004-08-04,10768.581
2004-08-05,10944.627
2004-08-06,11037.896
2004-08-09,11098.811
2004-08-10,11098.194
2004-08-11,10997.47
2004-08-12,11069.326
2004-08-13,11037.655
2004-08-16,10938.793
2004-08-17,10987.196
2004-08-18,10983.036
2004-08-19,11149.654
2004-08-20,11188.451
2004-08-23,11346.807
2004-08-24,11583.9
2004-08-25,11708.226
2004-08-26,11710.542
2004-08-27,11657.394
2004-08-30,11742.255
2004-08-31,11765.192
2004-09-01,11898.51
2004-09-02,11918.408
2004-09-03,11809.258
2004-09-06,12037.427
2004-09-07,12119.313
2004-09-08,12004.46
2004-09-09,11914.657
2004-09-10,11966.752
2004-09-13,12068.349
2004-09-14,12082.117
2004-09-15,11994.79
2004-09-16,12152.603
2004-09-17,12103.148
2004-09-20,12038.956
2004-09-21,12070.266
2004-09-22,12062.502
2004-09-23,11972.99
2004-09-24,11729.919
2004-09-27,11722.936
2004-09-28,11674.625
2004-09-29,11675.448
2004-09-30,11815.1
2004-10-01,11816.236
2004-10-04,12062.704
2004-10-05,12030.582
2004-10-06,11940.411
2004-10-07,11916.186
2004-10-08,11813.641
2004-10-11,11819.095
2004-10-12,11855.638
2004-10-13,11761.76
2004-10-14,11636.329
2004-10-15,11688.678
2004-10-18,11643.952
2004-10-19,11735.083
2004-10-20,11600.258
2004-10-21,11582.938
2004-10-22,11580.782
2004-10-25,11410.498
2004-10-26,11432.176
2004-10-27,11452.728
2004-10-28,11735.276
2004-10-29,11691.53
2004-11-01,11680.276
2004-11-02,11869.924
2004-11-03,11986.731
2004-11-04,11941.801
2004-11-05,12071.338
2004-11-08,12076.2
2004-11-09,12029.753
2004-11-10,12134.246
2004-11-11,12085.974
2004-11-12,12271.675
2004-11-15,12399.191
2004-11-16,12275.344
2004-11-17,12394.379
2004-11-18,12455.964
2004-11-19,12460.413
2004-11-22,12498.472
2004-11-23,12791.83
2004-11-24,12849.584
2004-11-25,12849.509
2004-11-26,12841.846
2004-11-29,13058.259
2004-11-30,13040.717
2004-12-01,13097.097
2004-12-02,13166.266
2004-12-03,13080.936
2004-12-06,13124.114
2004-12-07,13142.953
2004-12-08,12971.533
2004-12-09,12894.735
2004-12-10,12806.729
2004-12-13,12822.107
2004-12-14,12955.725
2004-12-15,12994.133
2004-12-16,12951.9
2004-12-17,12943.446
2004-12-20,13124.683
2004-12-21,13113.189
2004-12-22,13087.413
2004-12-23,13205.433
2004-12-24,13157.917
2004-12-27,13157.917
2004-12-28,13225.264
2004-12-29,13258.397
2004-12-30,13225.19
2004-12-31,13312.943
2005-01-03,13288.329
2005-01-04,13149.251
2005-01-05,12817.41
2005-01-06,12769.453
2005-01-07,12605.751
2005-01-10,12632.558
2005-01-11,12542.472
2005-01-12,12576.89
2005-01-13,12649.666
2005-01-14,12521.075
2005-01-17,12615.978
2005-01-18,12616.671
2005-01-19,12639.272
2005-01-20,12498.954
2005-01-21,12430.686
2005-01-24,12283.579
2005-01-25,12514.676
2005-01-26,12570.567
2005-01-27,12564.176
2005-01-28,12599.394
2005-01-31,12660.071
2005-02-01,12533.697
2005-02-02,12508.873
2005-02-03,12504.7
2005-02-04,12544.734
2005-02-07,12694.785
2005-02-08,12736.445
2005-02-09,12736.445
2005-02-10,12736.445
2005-02-11,12736.037
2005-02-14,12865.829
2005-02-15,12847.554
2005-02-16,12862.454
2005-02-17,12802.086
2005-02-18,12928.862
2005-02-21,12966.797
2005-02-22,12904.818
2005-02-23,12791.068
2005-02-24,12845.746
2005-02-25,12947.225
2005-02-28,12972.722
2005-03-01,12942.24
2005-03-02,12780.891
2005-03-03,12769.909
2005-03-04,12655.146
2005-03-07,12661.516
2005-03-08,12739.932
2005-03-09,12838.248
2005-03-10,12764.007
2005-03-11,12803.164
2005-03-14,12781.407
2005-03-15,12711.62
2005-03-16,12833.655
2005-03-17,12833.303
2005-03-18,12829.337
2005-03-21,12835.039
2005-03-22,12782.105
2005-03-23,12614.516
2005-03-24,12584.825
2005-03-25,12584.825
2005-03-28,12584.825
2005-03-29,12455.827
2005-03-30,12474.776
2005-03-31,12525.771
2005-04-01,12512.16
2005-04-04,12563.423
2005-04-05,12562.94
2005-04-06,12563.874
2005-04-07,12619.242
2005-04-08,12681.123
2005-04-11,12695.115
2005-04-12,12697.845
2005-04-13,12830.22
2005-04-14,12874.303
2005-04-15,12762.515
2005-04-18,12529.08
2005-04-19,12629.325
2005-04-20,12639.656
2005-04-21,12724.251
2005-04-22,12843.831
2005-04-25,12879.432
2005-04-26,13012.136
2005-04-27,13007.848
2005-04-28,13055.32
2005-04-29,13070.625
2005-05-02,13068.949
2005-05-03,13082.007
2005-05-04,13148.885
2005-05-05,13222.046
2005-05-06,13214.396
2005-05-09,13260.031
2005-05-10,13212.969
2005-05-11,13132.834
2005-05-12,13196.035
2005-05-13,13135.673
2005-05-16,13133.989
2005-05-17,12988.338
2005-05-18,12954.73
2005-05-19,12962.375
2005-05-20,12939.205
2005-05-23,12928.962
2005-05-24,12974.249
2005-05-25,12833.875
2005-05-26,12853.099
2005-05-27,13012.906
2005-05-30,13152.707
2005-05-31,13143.959
2005-06-01,13165.733
2005-06-02,13125.179
2005-06-03,13147.503
2005-06-06,13193.415
2005-06-07,13157.415
2005-06-08,13225.636
2005-06-09,13216.714
2005-06-10,13239.735
2005-06-13,13305.65
2005-06-14,13313.117
