Date,ISRAEL SMALL CAP Small Cap
2020-06-30,2424.24
2020-07-31,2597.941
2020-08-31,2817.821
2020-09-30,2667.021
2020-10-30,2750.581
2020-11-30,3165.17
2020-12-31,3376.718
2021-01-29,3385.834
2021-02-26,3428.241
2021-03-31,3481.886
2021-04-30,3717.947
2021-05-31,3842.024
2021-06-30,3930.095
2021-07-30,3915.346
2021-08-31,4021.449
2021-09-30,4079.084
2021-10-29,4351.41
2021-11-30,4400.152
2021-12-31,4637.112
2022-01-31,4541.584
2022-02-28,4514.252
2022-03-31,4597.637
2022-04-29,4363.07
2022-05-31,3998.699
2022-06-30,3628.363
2022-07-29,3968.076
2022-08-31,4238.289
2022-09-30,3560.412
2022-10-31,3639.193
2022-11-30,3654.009
2022-12-30,3353.45
2023-01-31,3489.43
2023-02-28,3083.086
2023-03-31,3071.566
2023-04-28,3034.951
2023-05-31,3052.538
2023-06-30,3165.238
2023-07-31,3414.063
2023-08-31,3216.104
2023-09-29,3115.203
2023-10-31,2581.009
2023-11-30,3053.146
2023-12-29,3310.315
2024-01-31,3289.105
2024-02-29,3517.692
2024-03-29,3475.061
2024-04-30,3282.419
2024-05-31,3408.685
2024-06-28,3326.998
2024-07-31,3371.973
2024-08-30,3608.788
2024-09-30,3639.44
2024-10-31,3716.877
2024-11-29,4023.867
2024-12-31,4229.023
2025-01-31,4445.799
2025-02-28,4447.229
2025-03-31,3996.015
2025-04-30,4289.271
2025-05-30,4719.892
2025-06-30,5558.037
2025-07-31,5679.796
2025-08-29,5822.88
2025-09-30,6103.743
2025-10-31,6448.399
2025-11-28,6687.355
2025-12-31,7261.354
2026-01-30,7970.169
