Date,ISRAEL SMALL CAP Small Cap
2010-04-30,1031.888
2010-05-31,874.302
2010-06-30,849.814
2010-07-30,902.039
2010-08-31,905.764
2010-09-30,1022.967
2010-10-29,1095.547
2010-11-30,1045.46
2010-12-31,1171.041
2011-01-31,1107.667
2011-02-28,1112.471
2011-03-31,1168.884
2011-04-29,1188.273
2011-05-31,1098.133
2011-06-30,1048.887
2011-07-29,1041.639
2011-08-31,855.714
2011-09-30,785.2
2011-10-31,877.892
2011-11-30,808.38
2011-12-30,775.551
2012-01-31,832.448
2012-02-29,802.019
2012-03-30,854.266
2012-04-30,897.924
2012-05-31,802.423
2012-06-29,771.182
2012-07-31,798.936
2012-08-31,827.3
2012-09-28,933.801
2012-10-31,1019.919
2012-11-30,1101.774
2012-12-31,1136.75
2013-01-31,1142.216
2013-02-28,1183.95
2013-03-29,1231.13
2013-04-30,1272.711
2013-05-31,1284.035
2013-06-28,1261.773
2013-07-31,1376.932
2013-08-30,1332.809
2013-09-30,1437.658
2013-10-31,1449.499
2013-11-29,1485.697
2013-12-31,1532.917
2014-01-31,1465.738
2014-02-28,1546.808
2014-03-31,1562.482
2014-04-30,1537.42
2014-05-30,1535.82
2014-06-30,1534.84
2014-07-31,1516.434
2014-08-29,1478.171
2014-09-30,1469.323
2014-10-31,1357.341
2014-11-28,1318.643
2014-12-31,1285.862
2015-01-30,1265.294
2015-02-27,1346.815
2015-03-31,1395.752
2015-04-30,1469.28
2015-05-29,1430.15
2015-06-30,1446.122
2015-07-31,1518.789
2015-08-31,1419.207
2015-09-30,1375.686
2015-10-30,1449.538
2015-11-30,1461.038
2015-12-31,1431.192
2016-01-29,1357.607
2016-02-29,1366.774
2016-03-31,1457.11
2016-04-29,1506.812
2016-05-31,1496.844
2016-06-30,1453.201
2016-07-29,1571.352
2016-08-31,1619.783
2016-09-30,1613.483
2016-10-31,1582.427
2016-11-30,1653.036
2016-12-30,1661.444
2017-01-31,1770.746
2017-02-28,1886.058
2017-03-31,1948.749
2017-04-28,2016.83
2017-05-31,2087.944
2017-06-30,2061.371
2017-07-31,2042.911
2017-08-31,2059.813
2017-09-29,2131.661
2017-10-31,2197.741
2017-11-30,2266.377
2017-12-29,2250.577
2018-01-31,2347.533
2018-02-28,2286.528
2018-03-30,2236.571
2018-04-30,2199.484
2018-05-31,2286.505
2018-06-29,2218.778
2018-07-31,2256.754
2018-08-31,2515.592
2018-09-28,2541.317
2018-10-31,2345.328
2018-11-30,2403.089
2018-12-31,2257.324
2019-01-31,2462.509
2019-02-28,2596.746
2019-03-29,2576.686
2019-04-30,2758.912
2019-05-31,2747.71
2019-06-28,2859.352
2019-07-31,2983.192
2019-08-30,2955.347
2019-09-30,3117.957
2019-10-31,3137.661
2019-11-29,3310.071
2019-12-31,3348.192
2020-01-31,3352.114
2020-02-28,3157.194
2020-03-31,2481.954
2020-04-30,2816.129
2020-05-29,2798.181
2020-06-30,2621.638
2020-07-31,2809.484
2020-08-31,3048.023
2020-09-30,2885.952
2020-10-30,2976.372
2020-11-30,3426.018
2020-12-31,3655.917
2021-01-29,3666.379
2021-02-26,3713.735
2021-03-31,3774.35
2021-04-30,4033.125
2021-05-31,4168.587
2021-06-30,4265.472
2021-07-30,4249.566
2021-08-31,4366.803
2021-09-30,4430.971
2021-10-29,4726.851
2021-11-30,4780.72
2021-12-31,5043.237
2022-01-31,4940.034
2022-02-28,4911.486
2022-03-31,5015.03
2022-04-29,4764.241
2022-05-31,4369.633
2022-06-30,3967.219
2022-07-29,4339.487
2022-08-31,4637.678
2022-09-30,3898.57
2022-10-31,3984.883
2022-11-30,4003.343
2022-12-30,3675.151
2023-01-31,3824.4
2023-02-28,3379.56
2023-03-31,3372.875
2023-04-28,3342.507
2023-05-31,3362.955
2023-06-30,3488.589
2023-07-31,3763.157
2023-08-31,3551.465
2023-09-29,3441.394
2023-10-31,2852.264
2023-11-30,3374.743
2023-12-29,3661.294
2024-01-31,3637.985
2024-02-29,3891.226
2024-03-29,3847.418
2024-04-30,3639.542
2024-05-31,3780.837
2024-06-28,3693.17
2024-07-31,3743.183
2024-08-30,4009.353
2024-09-30,4048.17
2024-10-31,4134.342
2024-11-29,4476.521
2024-12-31,4713.275
2025-01-31,4954.871
2025-02-28,4957.242
2025-03-31,4465.668
2025-04-30,4797.054
2025-05-30,5281.843
2025-06-30,6224.454
2025-07-31,6365.102
2025-08-29,6528.286
2025-09-30,6849.925
2025-10-31,7237.672
