Date,HONG KONG MID VALUE Mid Cap
2011-09-30,1028.254
2011-10-31,1137.949
2011-11-30,1073.712
2011-12-30,1103.487
2012-01-31,1245.683
2012-02-29,1433.158
2012-03-30,1352.411
2012-04-30,1376.426
2012-05-31,1245.034
2012-06-29,1324.948
2012-07-31,1411.304
2012-08-31,1398.319
2012-09-28,1560.829
2012-10-31,1576.755
2012-11-30,1651.64
2012-12-31,1687.022
2013-01-31,1810.883
2013-02-28,1828.465
2013-03-29,1738.787
2013-04-30,1788.101
2013-05-31,1722.856
2013-06-28,1573.625
2013-07-31,1602.864
2013-08-30,1583.797
2013-09-30,1665.403
2013-10-31,1663.625
2013-11-29,1670.957
2013-12-31,1638.007
2014-01-31,1531.066
2014-02-28,1588.677
2014-03-31,1599.252
2014-04-30,1634.074
2014-05-30,1713.006
2014-06-30,1768.028
2014-07-31,1859.327
2014-08-29,1889.81
2014-09-30,1799.628
2014-10-31,1862.12
2014-11-28,1936.242
2014-12-31,1896.106
2015-01-30,2004.085
2015-02-27,1946.044
2015-03-31,1884.92
2015-04-30,2003.637
2015-05-29,1945.03
2015-06-30,1845.192
2015-07-31,1790.516
2015-08-31,1556.8
2015-09-30,1536.723
2015-10-30,1677.967
2015-11-30,1572.631
2015-12-31,1567.438
2016-01-29,1409.413
2016-02-29,1452.476
2016-03-31,1610.593
2016-04-29,1626.284
2016-05-31,1589.642
2016-06-30,1630.59
2016-07-29,1762.748
2016-08-31,1823.292
2016-09-30,1862.179
2016-10-31,1838.732
2016-11-30,1779.331
2016-12-30,1702.151
2017-01-31,1825.807
2017-02-28,1914.909
2017-03-31,1979.963
2017-04-28,2005.559
2017-05-31,2012.443
2017-06-30,2026.093
2017-07-31,2032.833
2017-08-31,2073.223
2017-09-29,2096.805
2017-10-31,2127.628
2017-11-30,2109.925
2017-12-29,2179.74
2018-01-31,2298.919
2018-02-28,2216.462
2018-03-30,2121.636
2018-04-30,2184.812
2018-05-31,2221.992
2018-06-29,2098.096
2018-07-31,2131.775
2018-08-31,1976.382
2018-09-28,1964.103
2018-10-31,1827.892
2018-11-30,1953.237
2018-12-31,1923.421
2019-01-31,2108.79
2019-02-28,2190.842
2019-03-29,2238.927
2019-04-30,2171.15
2019-05-31,2036.452
2019-06-28,2113.065
2019-07-31,2044.987
2019-08-30,1884.081
2019-09-30,1903.54
2019-10-31,1978.689
2019-11-29,1910.015
2019-12-31,1944.128
2020-01-31,1851.608
2020-02-28,1875.526
2020-03-31,1614.94
2020-04-30,1778.691
2020-05-29,1621.151
2020-06-30,1773.428
2020-07-31,1778.114
2020-08-31,1920.457
2020-09-30,1825.401
2020-10-30,1786.198
2020-11-30,1895.338
2020-12-31,1937.299
2021-01-29,1951.617
2021-02-26,2103.708
2021-03-31,2101.859
2021-04-30,2198.375
2021-05-31,2188.805
2021-06-30,2195.642
2021-07-30,2097.033
2021-08-31,2086.774
2021-09-30,1915.317
2021-10-29,1994.126
2021-11-30,1846.745
2021-12-31,1858.213
2022-01-31,1890.18
2022-02-28,1879.533
2022-03-31,1866.395
2022-04-29,1847.219
2022-05-31,1903.658
2022-06-30,1888.946
2022-07-29,1870.773
2022-08-31,1826.981
2022-09-30,1669.684
2022-10-31,1451.539
2022-11-30,1681.548
2022-12-30,1826.691
2023-01-31,1894.542
2023-02-28,1795.4
2023-03-31,1813.505
2023-04-28,1838.211
2023-05-31,1698.635
2023-06-30,1692.589
2023-07-31,1734.401
2023-08-31,1578.423
2023-09-29,1531.067
2023-10-31,1455.038
2023-11-30,1504.563
2023-12-29,1662.805
2024-01-31,1534.672
2024-02-29,1617.295
2024-03-29,1555.42
2024-04-30,1594.282
2024-05-31,1583.177
2024-06-28,1520.24
2024-07-31,1579.505
2024-08-30,1730.289
2024-09-30,1816.461
2024-10-31,1765.281
2024-11-29,1757.596
2024-12-31,1751.341
2025-01-31,1695.659
2025-02-28,1760.698
2025-03-31,1812.898
2025-04-30,1865.66
2025-05-30,1958.481
2025-06-30,2082.058
2025-07-31,2196.955
2025-08-29,2228.468
2025-09-30,2262.775
2025-10-31,2232.434
2025-11-28,2329.065
2025-12-31,2340.219
2026-01-30,2614.628
