Date,HONG KONG MID VALUE Mid Cap
2001-07-26,277.588
2001-07-27,277.342
2001-07-30,275.286
2001-07-31,278.434
2001-08-01,281.351
2001-08-02,279.491
2001-08-03,276.934
2001-08-06,274.433
2001-08-07,273.101
2001-08-08,269.896
2001-08-09,268.207
2001-08-10,269.968
2001-08-13,269.695
2001-08-14,272.787
2001-08-15,272.61
2001-08-16,272.14
2001-08-17,274.719
2001-08-20,273.229
2001-08-21,274.862
2001-08-22,274.507
2001-08-23,275.121
2001-08-24,274.969
2001-08-27,276.863
2001-08-28,275.684
2001-08-29,273.648
2001-08-30,274.566
2001-08-31,272.578
2001-09-03,273.156
2001-09-04,274.604
2001-09-05,272.753
2001-09-06,268.22
2001-09-07,264.181
2001-09-10,264.002
2001-09-11,263.802
2001-09-12,247.267
2001-09-13,248.179
2001-09-14,248.406
2001-09-17,236.379
2001-09-18,235.33
2001-09-19,235.147
2001-09-20,231.697
2001-09-21,226.453
2001-09-24,229.437
2001-09-25,230.164
2001-09-26,233.547
2001-09-27,237.296
2001-09-28,239.104
2001-10-01,239.13
2001-10-02,239.122
2001-10-03,242.615
2001-10-04,246.501
2001-10-05,244.244
2001-10-08,238.874
2001-10-09,246.034
2001-10-10,243.754
2001-10-11,244.7
2001-10-12,241.745
2001-10-15,242.603
2001-10-16,243.365
2001-10-17,246.219
2001-10-18,239.235
2001-10-19,240.095
2001-10-22,240.412
2001-10-23,246.765
2001-10-24,248.616
2001-10-25,248.619
2001-10-26,248.385
2001-10-29,245.108
2001-10-30,245.077
2001-10-31,246.237
2001-11-01,245.423
2001-11-02,244.727
2001-11-05,249.877
2001-11-06,246.474
2001-11-07,244.422
2001-11-08,247.9
2001-11-09,250.48
2001-11-12,250.341
2001-11-13,252.119
2001-11-14,254.846
2001-11-15,258.22
2001-11-16,258.247
2001-11-19,259.555
2001-11-20,258.211
2001-11-21,260.318
2001-11-22,261.053
2001-11-23,263.161
2001-11-26,264.212
2001-11-27,262.615
2001-11-28,256.671
2001-11-29,258.132
2001-11-30,259.801
2001-12-03,258.144
2001-12-04,260.847
2001-12-05,268.635
2001-12-06,271.457
2001-12-07,274.784
2001-12-10,274.852
2001-12-11,277.692
2001-12-12,275.412
2001-12-13,269.038
2001-12-14,269.672
2001-12-17,266.82
2001-12-18,267.315
2001-12-19,272.437
2001-12-20,274.595
2001-12-21,267.995
2001-12-24,268.695
2001-12-25,268.695
2001-12-26,268.692
2001-12-27,270.045
2001-12-28,269.793
2001-12-31,269.647
2002-01-01,269.647
2002-01-02,269.35
2002-01-03,270.249
2002-01-04,274.635
2002-01-07,279.562
2002-01-08,279.887
2002-01-09,276.415
2002-01-10,276.481
2002-01-11,274.571
2002-01-14,273.754
2002-01-15,271.373
2002-01-16,269.317
2002-01-17,268.326
2002-01-18,266.239
2002-01-21,267.138
2002-01-22,266.219
2002-01-23,266.662
2002-01-24,267.649
2002-01-25,267.444
2002-01-28,268.655
2002-01-29,270.66
2002-01-30,265.434
2002-01-31,265.16
2002-02-01,265.332
2002-02-04,267.902
2002-02-05,268.369
2002-02-06,270.23
2002-02-07,267.614
2002-02-08,270.171
2002-02-11,275.945
2002-02-12,275.942
2002-02-13,275.945
2002-02-14,275.945
2002-02-15,274.793
2002-02-18,275.875
2002-02-19,274.63
2002-02-20,275.764
2002-02-21,276.629
2002-02-22,274.919
2002-02-25,271.394
2002-02-26,271.837
2002-02-27,272.681
2002-02-28,268.487
2002-03-01,266.711
2002-03-04,271.289
2002-03-05,274.77
2002-03-06,275.857
2002-03-07,276.257
2002-03-08,276.979
2002-03-11,277.745
2002-03-12,278.314
2002-03-13,277.356
2002-03-14,277.085
2002-03-15,277.06
2002-03-18,275.612
2002-03-19,276.065
2002-03-20,274.547
2002-03-21,273.05
2002-03-22,271.959
2002-03-25,271.554
2002-03-26,269.554
2002-03-27,272.266
2002-03-28,273.413
2002-03-29,273.413
2002-04-01,273.416
2002-04-02,272.254
2002-04-03,271.174
2002-04-04,272.642
2002-04-05,272.642
2002-04-08,271.944
2002-04-09,271.826
2002-04-10,268.453
2002-04-11,270.013
2002-04-12,271.442
2002-04-15,275.735
2002-04-16,275.547
2002-04-17,280.622
2002-04-18,283.008
2002-04-19,284.583
2002-04-22,286.754
2002-04-23,290.448
2002-04-24,290.464
2002-04-25,290.22
2002-04-26,291.848
2002-04-29,293.188
2002-04-30,295.363
2002-05-01,295.371
2002-05-02,306.317
2002-05-03,304.76
2002-05-06,302.02
2002-05-07,306.879
2002-05-08,305.986
2002-05-09,303.19
2002-05-10,301.928
2002-05-13,303.535
2002-05-14,304.294
2002-05-15,306.279
2002-05-16,306.763
2002-05-17,311.169
2002-05-20,311.163
2002-05-21,309.064
2002-05-22,307.789
2002-05-23,303.923
2002-05-24,303.339
2002-05-27,303.421
2002-05-28,302.853
2002-05-29,301.211
2002-05-30,299.774
2002-05-31,296.406
2002-06-03,300.264
2002-06-04,302.614
2002-06-05,301.589
2002-06-06,303.662
2002-06-07,303.402
2002-06-10,303.146
2002-06-11,300.524
2002-06-12,301.054
2002-06-13,300.028
2002-06-14,292.785
2002-06-17,284.268
2002-06-18,286.362
2002-06-19,284.013
2002-06-20,287.592
2002-06-21,287.848
2002-06-24,283.153
2002-06-25,288.317
2002-06-26,287.271
2002-06-27,290.149
2002-06-28,294.077
2002-07-01,294.083
2002-07-02,292.52
2002-07-03,294.054
2002-07-04,294.569
2002-07-05,292.288
2002-07-08,288.985
2002-07-09,289.731
2002-07-10,285.245
2002-07-11,277.465
2002-07-12,277.458
2002-07-15,279.039
2002-07-16,275.692
2002-07-17,273.879
2002-07-18,273.344
2002-07-19,272.577
2002-07-22,267.974
2002-07-23,269.256
2002-07-24,267.44
2002-07-25,266.958
2002-07-26,262.535
2002-07-29,263.001
2002-07-30,271.03
2002-07-31,274.413
2002-08-01,275.715
2002-08-02,270.02
2002-08-05,266.371
2002-08-06,264.023
2002-08-07,265.069
2002-08-08,266.603
2002-08-09,266.099
2002-08-12,263.489
2002-08-13,260.63
2002-08-14,257.515
2002-08-15,262.233
2002-08-16,265.115
2002-08-19,263.024
2002-08-20,263.024
2002-08-21,263.791
2002-08-22,266.882
2002-08-23,269.718
2002-08-26,268.161
2002-08-27,268.184
2002-08-28,268.951
2002-08-29,259.793
2002-08-30,264.767
2002-09-02,264.512
2002-09-03,264.767
2002-09-04,260.584
2002-09-05,260.049
2002-09-06,258.492
2002-09-09,257.98
2002-09-10,259.282
2002-09-11,259.282
2002-09-12,259.817
2002-09-13,255.679
2002-09-16,251.277
2002-09-17,249.695
2002-09-18,245.505
2002-09-19,241.324
2002-09-20,240.807
2002-09-23,238.712
2002-09-24,234.556
2002-09-25,235.858
2002-09-26,242.497
2002-09-27,241.727
2002-09-30,238.578
2002-10-01,238.584
2002-10-02,235.937
2002-10-03,234.933
2002-10-04,233.088
2002-10-07,231.8
2002-10-08,230.774
2002-10-09,224.84
2002-10-10,221.22
2002-10-11,226.448
2002-10-14,226.451
2002-10-15,231.148
2002-10-16,232.745
2002-10-17,234.05
2002-10-18,238.485
2002-10-21,236.66
2002-10-22,234.316
2002-10-23,238.807
2002-10-24,241.677
2002-10-25,242.475
2002-10-28,244.574
2002-10-29,241.156
2002-10-30,242.201
2002-10-31,242.997
2002-11-01,235.914
2002-11-04,242.741
2002-11-05,237.774
2002-11-06,240.127
2002-11-07,240.641
2002-11-08,242.997
2002-11-11,241.986
2002-11-12,243.879
2002-11-13,242.544
2002-11-14,246.029
2002-11-15,246.038
2002-11-18,246.011
2002-11-19,246.254
2002-11-20,246.518
2002-11-21,250.286
2002-11-22,249.46
2002-11-25,249.71
2002-11-26,250.767
2002-11-27,253.133
2002-11-28,253.184
2002-11-29,249.155
2002-12-02,252.806
2002-12-03,252.33
2002-12-04,252.475
2002-12-05,253.478
2002-12-06,251.443
2002-12-09,251.889
2002-12-10,253.702
2002-12-11,251.725
2002-12-12,251.796
2002-12-13,251.037
2002-12-16,252.169
2002-12-17,253.541
2002-12-18,251.019
2002-12-19,251.133
2002-12-20,252.209
2002-12-23,251.23
2002-12-24,250.431
2002-12-25,250.431
2002-12-26,250.434
2002-12-27,248.331
2002-12-30,246.536
2002-12-31,248.345
2003-01-01,248.345
2003-01-02,248.659
2003-01-03,244.303
2003-01-06,245.086
2003-01-07,245.465
2003-01-08,246.823
2003-01-09,248.425
2003-01-10,248.111
2003-01-13,249.952
2003-01-14,248.548
2003-01-15,254.201
2003-01-16,252.046
2003-01-17,249.596
2003-01-20,248.857
2003-01-21,249.178
2003-01-22,248.09
2003-01-23,249.224
2003-01-24,246.134
2003-01-27,241.978
2003-01-28,243.982
2003-01-29,243.88
2003-01-30,244.947
2003-01-31,244.95
2003-02-03,244.947
2003-02-04,247.403
2003-02-05,245.235
2003-02-06,244.126
2003-02-07,244.888
2003-02-10,245.708
2003-02-11,243.91
2003-02-12,245.996
2003-02-13,241.633
2003-02-14,242.61
2003-02-17,248.471
2003-02-18,247.803
2003-02-19,250.306
2003-02-20,248.393
2003-02-21,244.439
2003-02-24,243.592
2003-02-25,241.252
2003-02-26,244.289
2003-02-27,244.86
2003-02-28,244.237
2003-03-03,248.631
2003-03-04,250.029
2003-03-05,249.976
2003-03-06,246.286
2003-03-07,244.71
2003-03-10,244.029
2003-03-11,249.009
2003-03-12,246.402
2003-03-13,245.338
2003-03-14,248.92
2003-03-17,246.049
2003-03-18,250.634
2003-03-19,255.937
2003-03-20,258.097
2003-03-21,258.352
2003-03-24,259.08
2003-03-25,257.487
2003-03-26,260.272
2003-03-27,255.001
2003-03-28,255.917
2003-03-31,252.257
2003-04-01,246.607
2003-04-02,246.161
2003-04-03,248.717
2003-04-04,255.55
2003-04-07,253.793
2003-04-08,250.151
2003-04-09,244.767
2003-04-10,243.888
2003-04-11,245.887
2003-04-14,244.961
2003-04-15,245.013
2003-04-16,247.89
2003-04-17,245.022
2003-04-18,245.022
2003-04-21,245.019
2003-04-22,244.453
2003-04-23,244.406
2003-04-24,244.114
2003-04-25,243.124
2003-04-28,243.814
2003-04-29,252.525
2003-04-30,249.386
2003-05-01,249.389
2003-05-02,253.064
2003-05-05,253.925
2003-05-06,256.034
2003-05-07,255.22
2003-05-08,255.22
2003-05-09,258.425
2003-05-12,259.444
2003-05-13,259.627
2003-05-14,259.542
2003-05-15,261.405
2003-05-16,261.746
2003-05-19,261.993
2003-05-20,261.136
2003-05-21,260.776
2003-05-22,262.371
2003-05-23,264.449
2003-05-26,268.273
2003-05-27,268.808
2003-05-28,268.528
2003-05-29,268.586
2003-05-30,269.049
2003-06-02,274.574
2003-06-03,278.271
2003-06-04,278.263
2003-06-05,278.267
2003-06-06,276.424
2003-06-09,280.121
2003-06-10,280.113
2003-06-11,276.421
2003-06-12,276.414
2003-06-13,280.092
2003-06-16,278.26
2003-06-17,276.421
2003-06-18,280.11
2003-06-19,276.414
2003-06-20,274.571
2003-06-23,270.892
2003-06-24,270.899
2003-06-25,269.06
2003-06-26,269.063
2003-06-27,263.551
2003-06-30,259.855
2003-07-01,259.845
2003-07-02,269.074
2003-07-03,272.753
2003-07-04,269.063
2003-07-07,278.278
2003-07-08,283.792
2003-07-09,287.474
2003-07-10,285.624
2003-07-11,280.088
2003-07-14,287.444
2003-07-15,280.081
2003-07-16,291.133
2003-07-17,291.141
2003-07-18,289.302
2003-07-21,291.141
2003-07-22,292.983
2003-07-23,283.774
2003-07-24,289.305
2003-07-25,289.302
2003-07-28,289.309
2003-07-29,292.995
2003-07-30,298.519
2003-07-31,302.201
2003-08-01,304.043
2003-08-04,305.89
2003-08-05,300.354
2003-08-06,296.665
2003-08-07,294.822
2003-08-08,296.661
2003-08-11,307.721
2003-08-12,316.938
2003-08-13,315.099
2003-08-14,315.099
2003-08-15,313.257
2003-08-18,318.785
2003-08-19,320.646
2003-08-20,326.185
2003-08-21,340.923
2003-08-22,337.246
2003-08-25,342.753
2003-08-26,342.744
2003-08-27,333.526
2003-08-28,331.684
2003-08-29,331.679
2003-09-01,342.74
2003-09-02,339.05
2003-09-03,351.953
2003-09-04,357.477
2003-09-05,350.106
2003-09-08,350.104
2003-09-09,348.259
2003-09-10,346.429
2003-09-11,339.059
2003-09-12,339.054
2003-09-15,342.74
2003-09-16,342.735
2003-09-17,346.416
2003-09-18,344.578
2003-09-19,335.386
2003-09-22,339.407
2003-09-23,343.413
2003-09-24,357.481
2003-09-25,353.907
2003-09-26,363.232
2003-09-29,357.774
2003-09-30,363.753
2003-10-01,364.028
2003-10-02,377.688
2003-10-03,381.953
2003-10-06,383.997
2003-10-07,378.253
2003-10-08,379.217
2003-10-09,385.042
2003-10-10,379.246
2003-10-13,378.974
2003-10-14,374.69
2003-10-15,374.878
2003-10-16,373.206
2003-10-17,371.1
2003-10-20,372.823
2003-10-21,376.265
2003-10-22,374.581
2003-10-23,367.014
2003-10-24,363.284
2003-10-27,368.868
2003-10-28,372.364
2003-10-29,370.416
2003-10-30,372.112
2003-10-31,375.681
2003-11-03,379.003
2003-11-04,380.809
2003-11-05,378.939
2003-11-06,376.996
2003-11-07,371.236
2003-11-10,368.606
2003-11-11,364.184
2003-11-12,356.217
2003-11-13,360.161
2003-11-14,354.705
2003-11-17,352.453
2003-11-18,352.675
2003-11-19,348.881
2003-11-20,348.759
2003-11-21,350.606
2003-11-24,342.79
2003-11-25,357.924
2003-11-26,361.787
2003-11-27,358.057
2003-11-28,365.652
2003-12-01,374.793
2003-12-02,368.907
2003-12-03,372.097
2003-12-04,370.012
2003-12-05,366.785
2003-12-08,363.54
2003-12-09,364.913
2003-12-10,365.539
2003-12-11,373.924
2003-12-12,380.41
2003-12-15,379.928
2003-12-16,370.773
2003-12-17,372.569
2003-12-18,362.233
2003-12-19,370.611
2003-12-22,368.85
2003-12-23,371.958
2003-12-24,376.954
2003-12-25,376.954
2003-12-26,376.932
2003-12-29,375.764
2003-12-30,377.1
2003-12-31,372.68
2004-01-01,372.68
2004-01-02,380.413
2004-01-05,393.919
2004-01-06,391.25
2004-01-07,396.318
2004-01-08,393.104
2004-01-09,398.21
2004-01-12,402.699
2004-01-13,402.002
2004-01-14,412.516
2004-01-15,415.127
2004-01-16,428.558
2004-01-19,445.717
2004-01-20,466.812
2004-01-21,454.829
2004-01-22,454.864
2004-01-23,454.876
2004-01-26,454.155
2004-01-27,448.528
2004-01-28,441.876
2004-01-29,435.713
2004-01-30,435.082
2004-02-02,428.02
2004-02-03,424.088
2004-02-04,421.392
2004-02-05,417.764
2004-02-06,428.648
2004-02-09,440.34
2004-02-10,436.526
2004-02-11,434.481
2004-02-12,436.483
2004-02-13,434.588
2004-02-16,437.877
2004-02-17,429.53
2004-02-18,425.054
2004-02-19,419.359
2004-02-20,420.518
2004-02-23,416.545
2004-02-24,420.347
2004-02-25,414.384
2004-02-26,414.819
2004-02-27,418.686
2004-03-01,420.02
2004-03-02,421.103
2004-03-03,416.207
2004-03-04,417.566
2004-03-05,422.914
2004-03-08,437.367
2004-03-09,426.456
2004-03-10,412.216
2004-03-11,411.709
2004-03-12,407.936
2004-03-15,410.55
2004-03-16,412.035
2004-03-17,414.566
2004-03-18,412.41
2004-03-19,417.11
2004-03-22,411.326
2004-03-23,410.593
2004-03-24,408.55
2004-03-25,412.961
2004-03-26,416.856
2004-03-29,412.424
2004-03-30,418.312
2004-03-31,414.032
2004-04-01,420.582
2004-04-02,429.57
2004-04-05,429.495
2004-04-06,425.386
2004-04-07,430.551
2004-04-08,432.444
2004-04-09,432.444
2004-04-12,432.43
2004-04-13,441.474
2004-04-14,423.282
2004-04-15,418.062
2004-04-16,419.344
2004-04-19,414.267
2004-04-20,413.078
2004-04-21,405.908
2004-04-22,407.819
2004-04-23,414.984
2004-04-26,413.057
2004-04-27,414.318
2004-04-28,411.738
2004-04-29,396.861
2004-04-30,400.225
2004-05-03,398.274
2004-05-04,401.512
2004-05-05,389.193
2004-05-06,389.262
2004-05-07,380.92
2004-05-10,356.272
2004-05-11,361.389
2004-05-12,361.933
2004-05-13,355.605
2004-05-14,349.152
2004-05-17,339.998
2004-05-18,342.364
2004-05-19,362.488
2004-05-20,351.111
2004-05-21,368.207
2004-05-24,366.716
2004-05-25,369.902
2004-05-26,369.878
2004-05-27,378.999
2004-05-28,383.564
2004-05-31,382.226
2004-06-01,374.092
2004-06-02,372.357
2004-06-03,365.287
2004-06-04,373.829
2004-06-07,388.269
2004-06-08,389.597
2004-06-09,387.118
2004-06-10,389.562
2004-06-11,393.752
2004-06-14,380.293
2004-06-15,380.356
2004-06-16,377.325
2004-06-17,368.272
2004-06-18,364.426
2004-06-21,365.675
2004-06-22,365.661
2004-06-23,368.039
2004-06-24,378.55
2004-06-25,375.331
2004-06-28,378.791
2004-06-29,373.352
2004-06-30,379.109
2004-07-01,379.116
2004-07-02,377.363
2004-07-05,383.382
2004-07-06,390.659
2004-07-07,399.913
2004-07-08,391.377
2004-07-09,393.064
2004-07-12,392.537
2004-07-13,388.901
2004-07-14,383.529
2004-07-15,383.566
2004-07-16,388.534
2004-07-19,396.086
2004-07-20,393.613
2004-07-21,405.709
2004-07-22,404.717
2004-07-23,414.542
2004-07-26,412.695
2004-07-27,411.324
2004-07-28,412.433
2004-07-29,403.843
2004-07-30,402.317
2004-08-02,400.172
2004-08-03,402.149
2004-08-04,401.643
2004-08-05,413.149
2004-08-06,413.562
2004-08-09,410.434
2004-08-10,406.671
2004-08-11,406.689
2004-08-12,407.736
2004-08-13,400.898
2004-08-16,390.769
2004-08-17,389.707
2004-08-18,393.901
2004-08-19,405.348
2004-08-20,403.74
2004-08-23,405.929
2004-08-24,421.814
2004-08-25,425.203
2004-08-26,425.252
2004-08-27,422.028
2004-08-30,426.5
2004-08-31,430.805
2004-09-01,438.211
2004-09-02,438.046
2004-09-03,428.831
2004-09-06,445.186
2004-09-07,452.047
2004-09-08,443.065
2004-09-09,441.201
2004-09-10,442.996
2004-09-13,448.454
2004-09-14,442.893
2004-09-15,444.337
2004-09-16,450.32
2004-09-17,442.866
2004-09-20,439.21
2004-09-21,444.388
2004-09-22,442.915
2004-09-23,439.541
2004-09-24,431.369
2004-09-27,435.212
2004-09-28,431.734
2004-09-29,431.764
2004-09-30,438.435
2004-10-01,438.477
2004-10-04,448.191
2004-10-05,450.451
2004-10-06,441.55
2004-10-07,442.517
2004-10-08,437.767
2004-10-11,439.795
2004-10-12,439.993
2004-10-13,437.105
2004-10-14,432.881
2004-10-15,433.397
2004-10-18,429.029
2004-10-19,433.577
2004-10-20,428.077
2004-10-21,426.765
2004-10-22,426.686
2004-10-25,420.478
2004-10-26,423.438
2004-10-27,425.517
2004-10-28,432.151
2004-10-29,428.727
2004-11-01,430.62
2004-11-02,443.133
2004-11-03,451.131
2004-11-04,446.715
2004-11-05,456.451
2004-11-08,461.167
2004-11-09,462.289
2004-11-10,462.827
2004-11-11,458.8
2004-11-12,465.561
2004-11-15,474.118
2004-11-16,472.255
2004-11-17,481.016
2004-11-18,483.462
2004-11-19,485.211
2004-11-22,486.1
2004-11-23,496.26
2004-11-24,503.358
2004-11-25,502.985
2004-11-26,498.688
2004-11-29,499.992
2004-11-30,489.368
2004-12-01,483.273
2004-12-02,485.526
2004-12-03,483.71
2004-12-06,477.31
2004-12-07,475.907
2004-12-08,474.29
2004-12-09,471.728
2004-12-10,470.51
2004-12-13,467.183
2004-12-14,476.679
2004-12-15,480.704
2004-12-16,478.144
2004-12-17,475.109
2004-12-20,481.488
2004-12-21,480.688
2004-12-22,482.955
2004-12-23,483.366
2004-12-24,482.178
2004-12-27,482.178
2004-12-28,485.458
2004-12-29,487.414
2004-12-30,485.172
2004-12-31,488.698
2005-01-03,488.96
2005-01-04,481.774
2005-01-05,468.696
2005-01-06,465.987
2005-01-07,467.551
2005-01-10,469.369
2005-01-11,466.348
2005-01-12,465.931
2005-01-13,465.167
2005-01-14,461.475
2005-01-17,463.259
2005-01-18,460.022
2005-01-19,455.295
2005-01-20,448.719
2005-01-21,444.467
2005-01-24,442.819
2005-01-25,455.294
2005-01-26,456.643
2005-01-27,458.216
2005-01-28,455.618
2005-01-31,458.071
2005-02-01,453.817
2005-02-02,452.947
2005-02-03,452.752
2005-02-04,454.262
2005-02-07,461.613
2005-02-08,465.594
2005-02-09,465.594
2005-02-10,465.594
2005-02-11,465.579
2005-02-14,469.18
2005-02-15,467.682
2005-02-16,467.756
2005-02-17,467.761
2005-02-18,474.795
2005-02-21,474.288
2005-02-22,470.494
2005-02-23,467.174
2005-02-24,470.373
2005-02-25,474.814
2005-02-28,478.529
2005-03-01,479.29
2005-03-02,473.298
2005-03-03,472.883
2005-03-04,467.22
2005-03-07,472.468
2005-03-08,474.271
2005-03-09,477.184
2005-03-10,470.358
2005-03-11,470.571
2005-03-14,468.518
2005-03-15,466.608
2005-03-16,471.924
2005-03-17,469.026
2005-03-18,468.886
2005-03-21,469.511
2005-03-22,469.285
2005-03-23,465.742
2005-03-24,466.986
2005-03-25,466.986
2005-03-28,466.986
2005-03-29,459.953
2005-03-30,462.275
2005-03-31,465.282
2005-04-01,466.222
2005-04-04,464.126
2005-04-05,464.108
2005-04-06,463.758
2005-04-07,467.08
2005-04-08,471.222
2005-04-11,472.609
2005-04-12,472.596
2005-04-13,476.873
2005-04-14,477.663
2005-04-15,475.391
2005-04-18,463.69
2005-04-19,465.499
2005-04-20,466.432
2005-04-21,467.94
2005-04-22,471.223
2005-04-25,474.423
2005-04-26,477.704
2005-04-27,478.19
2005-04-28,484.219
2005-04-29,483.97
2005-05-02,483.908
2005-05-03,484.471
2005-05-04,484.817
2005-05-05,488.139
2005-05-06,486.896
2005-05-09,488.516
2005-05-10,487.269
2005-05-11,482.396
2005-05-12,482.306
2005-05-13,479.873
2005-05-16,479.812
2005-05-17,474.98
2005-05-18,476.575
2005-05-19,479.269
2005-05-20,478.207
2005-05-23,476.695
2005-05-24,478.924
2005-05-25,474.427
2005-05-26,472.236
2005-05-27,476.939
2005-05-30,480.598
2005-05-31,480.603
2005-06-01,476.58
2005-06-02,472.95
2005-06-03,474.832
2005-06-06,475.141
2005-06-07,475.892
2005-06-08,478.711
2005-06-09,478.579
2005-06-10,478.791
2005-06-13,479.878
2005-06-14,482.627
2005-06-15,484.385
2005-06-16,482.191
2005-06-17,487.754
2005-06-20,489.353
2005-06-21,488.892
2005-06-22,496.774
2005-06-23,500.755
2005-06-24,507.39
2005-06-27,504.976
2005-06-28,506.637
2005-06-29,507.146
2005-06-30,507.452
2005-07-01,507.507
2005-07-04,507.374
2005-07-05,502.632
2005-07-06,500.886
2005-07-07,495.277
2005-07-08,492.532
2005-07-11,502.946
2005-07-12,504.805
2005-07-13,508.634
2005-07-14,510.914
2005-07-15,516.98
2005-07-18,528.084
2005-07-19,527.451
2005-07-20,531.015
2005-07-21,528.529
2005-07-22,537.149
2005-07-25,532.487
2005-07-26,529.309
2005-07-27,533.126
2005-07-28,536.47
2005-07-29,537.851
2005-08-01,540.774
2005-08-02,544.004
2005-08-03,542.91
2005-08-04,538.413
2005-08-05,536.459
2005-08-08,534.52
2005-08-09,530.481
2005-08-10,536.008
2005-08-11,539.132
2005-08-12,538.917
2005-08-15,539.712
2005-08-16,534.277
2005-08-17,535.732
2005-08-18,527.176
2005-08-19,525.021
2005-08-22,525.815
2005-08-23,520.1
2005-08-24,514.95
2005-08-25,511.377
2005-08-26,518.617
2005-08-29,518.817
2005-08-30,520.449
2005-08-31,521.266
2005-09-01,533.191
2005-09-02,535.069
2005-09-05,534.732
2005-09-06,530.312
2005-09-07,532.776
2005-09-08,530.332
2005-09-09,529.674
2005-09-12,532.039
2005-09-13,527.624
2005-09-14,528.844
2005-09-15,528.615
2005-09-16,524.041
2005-09-19,523.98
2005-09-20,524.895
2005-09-21,522.979
2005-09-22,519.232
2005-09-23,517.414
2005-09-26,520.678
2005-09-27,520.371
2005-09-28,522.621
2005-09-29,525.063
2005-09-30,524.513
2005-10-03,527.38
2005-10-04,530.156
2005-10-05,524.372
2005-10-06,513.862
2005-10-07,520.03
2005-10-10,521.512
2005-10-11,521.428
2005-10-12,510.908
2005-10-13,510.495
2005-10-14,506.659
2005-10-17,504.005
2005-10-18,505.488
2005-10-19,501.843
2005-10-20,501.268
2005-10-21,503.199
2005-10-24,500.161
2005-10-25,499.437
2005-10-26,499.373
2005-10-27,496.129
2005-10-28,491.597
2005-10-31,497.579
2005-11-01,504.831
2005-11-02,506.182
2005-11-03,502.873
2005-11-04,501.819
2005-11-07,494.433
2005-11-08,495.442
2005-11-09,498.886
