Date,WORLD VALUE Standard (Large+Mid Cap)
2012-05-31,6568.095
2012-06-29,6980.021
2012-07-31,7056.592
2012-08-31,7221.021
2012-09-28,7447.999
2012-10-31,7465.255
2012-11-30,7506.969
2012-12-31,7718.098
2013-01-31,8174.462
2013-02-28,8154.793
2013-03-29,8328.985
2013-04-30,8664.56
2013-05-31,8673.739
2013-06-28,8479.19
2013-07-31,8921.632
2013-08-30,8692.99
2013-09-30,9098.731
2013-10-31,9500.058
2013-11-29,9656.916
2013-12-31,9842.126
2014-01-31,9483.55
2014-02-28,9930.044
2014-03-31,10060.44
2014-04-30,10232.704
2014-05-30,10376.861
2014-06-30,10578.44
2014-07-31,10411.941
2014-08-29,10592.508
2014-09-30,10293.205
2014-10-31,10308.176
2014-11-28,10433.681
2014-12-31,10277.164
2015-01-30,9985.119
2015-02-27,10532.834
2015-03-31,10312.175
2015-04-30,10641.491
2015-05-29,10639.142
2015-06-30,10345.288
2015-07-31,10436.219
2015-08-31,9764.976
2015-09-30,9401.58
2015-10-30,10126.656
2015-11-30,10046.951
2015-12-31,9854.35
2016-01-29,9293.756
2016-02-29,9236.876
2016-03-31,9877.581
2016-04-29,10130.498
2016-05-31,10160.193
2016-06-30,10043.934
2016-07-29,10423.684
2016-08-31,10528.278
2016-09-30,10562.824
2016-10-31,10484.858
2016-11-30,10782.622
2016-12-30,11157.881
2017-01-31,11310.55
2017-02-28,11581.501
2017-03-31,11652.451
2017-04-28,11723.463
2017-05-31,11841.132
2017-06-30,12008.191
2017-07-31,12284.091
2017-08-31,12191.526
2017-09-29,12566.905
2017-10-31,12697.99
2017-11-30,12971.365
2017-12-29,13160.787
2018-01-31,13726.596
2018-02-28,13037.248
2018-03-30,12764.45
2018-04-30,12944.451
2018-05-31,12783.345
2018-06-29,12770.824
2018-07-31,13243.018
2018-08-31,13177.242
2018-09-28,13310.178
2018-10-31,12609.737
2018-11-30,12823.683
2018-12-31,11832.609
2019-01-31,12689.577
2019-02-28,13024.066
2019-03-29,13063.307
2019-04-30,13450.611
2019-05-31,12620.722
2019-06-28,13419.074
2019-07-31,13402.457
2019-08-30,12990.794
2019-09-30,13511.73
2019-10-31,13796.724
2019-11-29,14086.805
2019-12-31,14523.201
2020-01-31,14104.832
2020-02-28,12757.946
2020-03-31,10630.287
2020-04-30,11569.443
2020-05-29,11904.766
2020-06-30,11995.875
2020-07-31,12307.815
2020-08-31,12885.967
2020-09-30,12482.184
2020-10-30,12134.767
2020-11-30,13963.915
2020-12-31,14468.44
2021-01-29,14328.574
2021-02-26,15009.551
2021-03-31,15879.864
2021-04-30,16389.742
2021-05-31,16884.634
2021-06-30,16659.209
2021-07-30,16767.917
2021-08-31,17048.566
2021-09-30,16548.132
2021-10-29,17307.674
2021-11-30,16660.608
2021-12-31,17765.113
2022-01-31,17547.533
2022-02-28,17269.531
2022-03-31,17680.409
2022-04-29,16810.1
2022-05-31,17176.931
2022-06-30,15667.936
2022-07-29,16391.157
2022-08-31,15896.107
2022-09-30,14558.065
2022-10-31,15976.458
2022-11-30,17142.745
2022-12-30,16732.065
2023-01-31,17520.72
2023-02-28,17018.447
2023-03-31,16920.215
2023-04-28,17256.14
2023-05-31,16484.345
2023-06-30,17477.779
2023-07-31,18157.573
2023-08-31,17667.256
2023-09-29,17178.857
2023-10-31,16599.142
2023-11-30,17837.785
2023-12-29,18808.15
2024-01-31,18864.784
2024-02-29,19331.101
2024-03-29,20255.745
2024-04-30,19580.287
2024-05-31,20221.79
2024-06-28,20056.322
2024-07-31,21022.639
2024-08-30,21629.214
2024-09-30,22008.565
2024-10-31,21541.374
2024-11-29,22382.874
2024-12-31,21114.433
2025-01-31,22074.772
2025-02-28,22431.613
2025-03-31,22170.192
2025-04-30,21883.694
2025-05-30,22575.583
2025-06-30,23416.772
2025-07-31,23524.31
2025-08-29,24379.067
