Date,AUSTRIA SMALL VALUE Small Cap
2001-12-31,121.201
2002-01-01,121.201
2002-01-02,123.424
2002-01-03,123.765
2002-01-04,124.125
2002-01-07,122.933
2002-01-08,122.48
2002-01-09,121.883
2002-01-10,123.402
2002-01-11,122.912
2002-01-14,123.847
2002-01-15,123.128
2002-01-16,122.209
2002-01-17,122.713
2002-01-18,122.997
2002-01-21,123.493
2002-01-22,123.109
2002-01-23,123.963
2002-01-24,123.349
2002-01-25,121.28
2002-01-28,121.339
2002-01-29,121.433
2002-01-30,121.798
2002-01-31,121.605
2002-02-01,122.039
2002-02-04,122.938
2002-02-05,123.471
2002-02-06,124.775
2002-02-07,125.25
2002-02-08,125.371
2002-02-11,127.035
2002-02-12,127.063
2002-02-13,126.61
2002-02-14,126.031
2002-02-15,126.047
2002-02-18,125.232
2002-02-19,127.216
2002-02-20,126.267
2002-02-21,126.605
2002-02-22,127.586
2002-02-25,126.945
2002-02-26,127.059
2002-02-27,127.176
2002-02-28,127.047
2002-03-01,127.43
2002-03-04,129.029
2002-03-05,131.313
2002-03-06,130.926
2002-03-07,131.821
2002-03-08,132.818
2002-03-11,132.365
2002-03-12,131.255
2002-03-13,131.639
2002-03-14,132.61
2002-03-15,133.76
2002-03-18,133.593
2002-03-19,133.904
2002-03-20,134.118
2002-03-21,133.202
2002-03-22,133.133
2002-03-25,134.418
2002-03-26,134.857
2002-03-27,134.339
2002-03-28,134.604
2002-03-29,134.604
2002-04-01,135.707
2002-04-02,135.981
2002-04-03,136.179
2002-04-04,136.263
2002-04-05,136.531
2002-04-08,136.411
2002-04-09,136.706
2002-04-10,137.496
2002-04-11,139.087
2002-04-12,139.688
2002-04-15,140.616
2002-04-16,140.871
2002-04-17,141.397
2002-04-18,143.57
2002-04-19,144.165
2002-04-22,143.458
2002-04-23,143.563
2002-04-24,144.153
2002-04-25,144.881
2002-04-26,145.01
2002-04-29,145.294
2002-04-30,146.486
2002-05-01,147.315
2002-05-02,145.715
2002-05-03,146.521
2002-05-06,146.37
2002-05-07,145.52
2002-05-08,144.892
2002-05-09,144.816
2002-05-10,146.807
2002-05-13,147.44
2002-05-14,146.393
2002-05-15,147.646
2002-05-16,147.971
2002-05-17,149.845
2002-05-20,149.931
2002-05-21,150.15
2002-05-22,151.343
2002-05-23,150.644
2002-05-24,150.598
2002-05-27,150.533
2002-05-28,152.076
2002-05-29,152.456
2002-05-30,153.293
2002-05-31,151.98
2002-06-03,152.134
2002-06-04,152.399
2002-06-05,151.741
2002-06-06,154.579
2002-06-07,154.014
2002-06-10,153.689
2002-06-11,152.565
2002-06-12,152.481
2002-06-13,152.207
2002-06-14,151.781
2002-06-17,150.082
2002-06-18,150.754
2002-06-19,153.09
2002-06-20,153.257
2002-06-21,154.122
2002-06-24,154.375
2002-06-25,155.564
2002-06-26,157.109
2002-06-27,156.923
2002-06-28,157.675
2002-07-01,158.988
2002-07-02,155.363
2002-07-03,154.615
2002-07-04,155.241
2002-07-05,153.772
2002-07-08,156.869
2002-07-09,157.869
2002-07-10,154.95
2002-07-11,154.171
2002-07-12,154.874
2002-07-15,156.608
2002-07-16,153.471
2002-07-17,155.298
2002-07-18,155.491
2002-07-19,154.093
2002-07-22,151.459
2002-07-23,147.741
2002-07-24,143.699
2002-07-25,147.396
2002-07-26,144.969
2002-07-29,142.89
2002-07-30,145.351
2002-07-31,142.132
2002-08-01,142.167
2002-08-02,142.179
2002-08-05,141.11
2002-08-06,137.641
2002-08-07,138.319
2002-08-08,138.233
2002-08-09,139.949
2002-08-12,140.69
2002-08-13,141.427
2002-08-14,143.224
2002-08-15,142.157
2002-08-16,144.184
2002-08-19,143.078
2002-08-20,142.207
2002-08-21,143.864
2002-08-22,143.351
2002-08-23,143.129
2002-08-26,142.706
2002-08-27,143.938
2002-08-28,143.373
2002-08-29,143.411
2002-08-30,143.824
2002-09-02,144.016
2002-09-03,144.552
2002-09-04,144.378
2002-09-05,143.388
2002-09-06,141.073
2002-09-09,142.079
2002-09-10,141.987
2002-09-11,140.956
2002-09-12,140.431
2002-09-13,139.81
2002-09-16,138.425
2002-09-17,137.953
2002-09-18,136.969
2002-09-19,137.944
2002-09-20,137.079
2002-09-23,137.173
2002-09-24,134.099
2002-09-25,135.182
2002-09-26,136.011
2002-09-27,135.7
2002-09-30,139.061
2002-10-01,136.353
2002-10-02,137.975
2002-10-03,137.89
2002-10-04,136.115
2002-10-07,134.493
2002-10-08,132.724
2002-10-09,133.011
2002-10-10,133.154
2002-10-11,135.601
2002-10-14,135.921
2002-10-15,136.9
2002-10-16,137.368
2002-10-17,136.99
2002-10-18,137.372
2002-10-21,137.453
2002-10-22,137.904
2002-10-23,136.972
2002-10-24,137.55
2002-10-25,138.5
2002-10-28,141.547
2002-10-29,142.095
2002-10-30,142.62
2002-10-31,145.506
2002-11-01,146.409
2002-11-04,145.859
2002-11-05,145.972
2002-11-06,146.134
2002-11-07,149.009
2002-11-08,148.466
2002-11-11,147.298
2002-11-12,148.47
2002-11-13,148.129
2002-11-14,146.931
2002-11-15,146.811
2002-11-18,147.249
2002-11-19,148.646
2002-11-20,147.557
2002-11-21,147.008
2002-11-22,147.48
2002-11-25,147.211
2002-11-26,146.664
2002-11-27,145.553
2002-11-28,145.366
2002-11-29,144.724
2002-12-02,145.629
2002-12-03,144.584
2002-12-04,147.467
2002-12-05,147.287
2002-12-06,149.305
2002-12-09,147.532
2002-12-10,148.681
2002-12-11,149.254
2002-12-12,149.951
2002-12-13,150.899
2002-12-16,150.745
2002-12-17,151.985
2002-12-18,152.13
2002-12-19,151.42
2002-12-20,152.8
2002-12-23,154.693
2002-12-24,155.334
2002-12-25,155.334
2002-12-26,155.725
2002-12-27,154.026
2002-12-30,155.151
2002-12-31,155.76
2003-01-01,155.76
2003-01-02,154.235
2003-01-03,155.006
2003-01-06,155.959
2003-01-07,154.771
2003-01-08,154.538
2003-01-09,156.063
2003-01-10,155.173
2003-01-13,157.102
2003-01-14,157.915
2003-01-15,158.907
2003-01-16,159.776
2003-01-17,159.907
2003-01-20,159.616
2003-01-21,159.51
2003-01-22,159.849
2003-01-23,163.193
2003-01-24,166.721
2003-01-27,164.864
2003-01-28,164.896
2003-01-29,164.676
2003-01-30,161.077
2003-01-31,161.937
2003-02-03,163.87
2003-02-04,165.796
2003-02-05,163.982
2003-02-06,163.832
2003-02-07,163.339
2003-02-10,161.214
2003-02-11,160.707
2003-02-12,160.31
2003-02-13,162.923
2003-02-14,162.872
2003-02-17,162.258
2003-02-18,161.154
2003-02-19,163.825
2003-02-20,164.041
2003-02-21,164.588
2003-02-24,163.306
2003-02-25,161.831
2003-02-26,162.646
2003-02-27,163.735
2003-02-28,165.478
2003-03-03,167.232
2003-03-04,168.036
2003-03-05,169.755
2003-03-06,170.961
2003-03-07,172.843
2003-03-10,169.744
2003-03-11,168.849
2003-03-12,165.888
2003-03-13,164.167
2003-03-14,163.544
2003-03-17,162.654
2003-03-18,161.97
2003-03-19,161.626
2003-03-20,162.748
2003-03-21,162.868
2003-03-24,164.404
2003-03-25,164.68
2003-03-26,165.685
2003-03-27,166.045
2003-03-28,165.544
2003-03-31,168.538
2003-04-01,169.935
2003-04-02,170.575
2003-04-03,169.406
2003-04-04,169.203
2003-04-07,168.959
2003-04-08,169.379
2003-04-09,169.727
2003-04-10,173.543
2003-04-11,172.038
2003-04-14,173.189
2003-04-15,172.995
2003-04-16,171.722
2003-04-17,171.657
2003-04-18,171.657
2003-04-21,170.917
2003-04-22,173.482
2003-04-23,175.625
2003-04-24,179.024
2003-04-25,178.027
2003-04-28,180.345
2003-04-29,182.405
2003-04-30,186.164
2003-05-01,187.874
2003-05-02,193.528
2003-05-05,198.395
2003-05-06,202.189
2003-05-07,204.565
2003-05-08,204.844
2003-05-09,204.858
2003-05-12,207.422
2003-05-13,205.155
2003-05-14,205.717
2003-05-15,204.463
2003-05-16,204.828
2003-05-19,205.978
2003-05-20,208.64
2003-05-21,207.291
2003-05-22,206.177
2003-05-23,206.28
2003-05-26,207.809
2003-05-27,206.366
2003-05-28,203.017
2003-05-29,204.521
2003-05-30,199.817
2003-06-02,204.309
2003-06-03,206.943
2003-06-04,206.837
2003-06-05,210.136
2003-06-06,209.223
2003-06-09,210.359
2003-06-10,208.612
2003-06-11,210.637
2003-06-12,209.314
2003-06-13,210.315
2003-06-16,210.883
2003-06-17,208.955
2003-06-18,210.542
2003-06-19,210.425
2003-06-20,209.906
2003-06-23,207.672
2003-06-24,205.841
2003-06-25,206.247
2003-06-26,203.555
2003-06-27,204.037
2003-06-30,204.642
2003-07-01,206.834
2003-07-02,207.048
2003-07-03,207.363
2003-07-04,207.218
2003-07-07,203.634
2003-07-08,202.097
2003-07-09,203.23
2003-07-10,204.41
2003-07-11,204.006
2003-07-14,207.584
2003-07-15,207.746
2003-07-16,208.216
2003-07-17,207.537
2003-07-18,209.647
2003-07-21,210.135
2003-07-22,207.441
2003-07-23,212.119
2003-07-24,214.243
2003-07-25,215.921
2003-07-28,213.557
2003-07-29,213.278
2003-07-30,209.895
2003-07-31,205.522
2003-08-01,206.141
2003-08-04,207.582
2003-08-05,207.272
2003-08-06,206.913
2003-08-07,207.827
2003-08-08,206.829
2003-08-11,207.4
2003-08-12,207.274
2003-08-13,207.749
2003-08-14,208.094
2003-08-15,207.947
2003-08-18,205.994
2003-08-19,207.022
2003-08-20,207.45
2003-08-21,205.695
2003-08-22,203.699
2003-08-25,204.782
2003-08-26,205.321
2003-08-27,205.349
2003-08-28,206.356
2003-08-29,205.883
2003-09-01,205.946
2003-09-02,204.923
2003-09-03,204.457
2003-09-04,204.642
2003-09-05,207.362
2003-09-08,209.819
2003-09-09,211.343
2003-09-10,209.917
2003-09-11,209.51
2003-09-12,210.724
2003-09-15,208.915
2003-09-16,206.654
2003-09-17,206.478
2003-09-18,206.9
2003-09-19,210.118
2003-09-22,212.493
2003-09-23,212.519
2003-09-24,211.402
2003-09-25,209.047
2003-09-26,208.228
2003-09-29,210.268
2003-09-30,212.523
2003-10-01,213.551
2003-10-02,214.221
2003-10-03,213.978
2003-10-06,212.689
2003-10-07,213.306
2003-10-08,215.033
2003-10-09,213.208
2003-10-10,216.306
2003-10-13,214.807
2003-10-14,216.515
2003-10-15,216.686
2003-10-16,218.085
2003-10-17,216.271
2003-10-20,217.274
2003-10-21,217.777
2003-10-22,218.33
2003-10-23,215.74
2003-10-24,217.65
2003-10-27,217.254
2003-10-28,216.781
2003-10-29,216.821
2003-10-30,217.685
2003-10-31,217.757
2003-11-03,218.9
2003-11-04,219.727
2003-11-05,218.029
2003-11-06,217.929
2003-11-07,221.521
2003-11-10,221.472
2003-11-11,220.265
2003-11-12,224.126
2003-11-13,227.664
2003-11-14,230.331
2003-11-17,229.535
2003-11-18,234.337
2003-11-19,236.324
2003-11-20,233.953
2003-11-21,234.516
2003-11-24,235.041
2003-11-25,237.367
2003-11-26,239.22
2003-11-27,238.332
2003-11-28,240.587
2003-12-01,241.325
2003-12-02,243.646
2003-12-03,244.454
2003-12-04,243.587
2003-12-05,246.484
2003-12-08,248.037
2003-12-09,247.938
2003-12-10,249.197
2003-12-11,245.95
2003-12-12,247.084
2003-12-15,248.789
2003-12-16,247.901
2003-12-17,248.875
2003-12-18,248.959
2003-12-19,249.538
2003-12-22,251.87
2003-12-23,252.844
2003-12-24,253.556
2003-12-25,253.556
2003-12-26,253.455
2003-12-29,254.758
2003-12-30,254.96
2003-12-31,256.649
2004-01-01,256.649
2004-01-02,259.931
2004-01-05,262.937
2004-01-06,264.514
2004-01-07,268.247
2004-01-08,272.971
2004-01-09,278.254
2004-01-12,276.644
2004-01-13,280.935
2004-01-14,283.44
2004-01-15,282.108
2004-01-16,281.398
2004-01-19,283.01
2004-01-20,287.893
2004-01-21,288.343
2004-01-22,292.279
2004-01-23,292.014
2004-01-26,287.892
2004-01-27,291.838
2004-01-28,293.325
2004-01-29,284.349
2004-01-30,283.909
2004-02-02,286.849
2004-02-03,292.513
2004-02-04,295.175
2004-02-05,297.311
2004-02-06,300.014
2004-02-09,299.903
2004-02-10,301.506
2004-02-11,302.628
2004-02-12,307.911
2004-02-13,307.956
2004-02-16,306.233
2004-02-17,303.551
2004-02-18,304.849
2004-02-19,304.185
2004-02-20,301.301
2004-02-23,302.651
2004-02-24,300.713
2004-02-25,297.422
2004-02-26,296.47
2004-02-27,296.083
2004-03-01,298.784
2004-03-02,295.547
2004-03-03,292.348
2004-03-04,294.817
2004-03-05,304.033
2004-03-08,303.317
2004-03-09,300.251
2004-03-10,294.986
2004-03-11,290.36
2004-03-12,285.563
2004-03-15,282.551
2004-03-16,286.58
2004-03-17,284.584
2004-03-18,290.067
2004-03-19,291.741
2004-03-22,285.555
2004-03-23,284.341
2004-03-24,288.319
2004-03-25,291.406
2004-03-26,293.024
2004-03-29,297.118
2004-03-30,300.62
2004-03-31,303.779
2004-04-01,309.397
2004-04-02,306.84
2004-04-05,303.322
2004-04-06,305.269
2004-04-07,309.519
2004-04-08,308.863
2004-04-09,308.863
2004-04-12,307.996
2004-04-13,308.487
2004-04-14,304.088
2004-04-15,305.628
2004-04-16,306.172
2004-04-19,306.61
2004-04-20,304.183
2004-04-21,302.828
2004-04-22,303.06
2004-04-23,302.161
2004-04-26,304.422
2004-04-27,305.449
2004-04-28,303.787
2004-04-29,298.637
2004-04-30,299.079
2004-05-03,301.636
2004-05-04,306.692
2004-05-05,306.57
2004-05-06,302.163
2004-05-07,295.676
2004-05-10,285.42
2004-05-11,286.304
2004-05-12,288.504
2004-05-13,287.062
2004-05-14,284.008
2004-05-17,282.093
2004-05-18,283.02
2004-05-19,294.266
2004-05-20,291.649
2004-05-21,294.078
2004-05-24,293.73
2004-05-25,297.07
2004-05-26,297.849
2004-05-27,303.828
2004-05-28,304.081
2004-05-31,304.081
2004-06-01,304.953
2004-06-02,308.283
2004-06-03,308.607
2004-06-04,308.349
2004-06-07,311.643
2004-06-08,309.616
2004-06-09,303.11
2004-06-10,303.135
2004-06-11,301.399
2004-06-14,305.66
2004-06-15,304.583
2004-06-16,304.022
2004-06-17,306.764
2004-06-18,312.789
2004-06-21,315.157
2004-06-22,314.089
2004-06-23,315.632
2004-06-24,321.782
2004-06-25,320.444
2004-06-28,326.8
2004-06-29,326.169
2004-06-30,327.276
2004-07-01,321.406
2004-07-02,326.008
2004-07-05,327.263
2004-07-06,323.983
2004-07-07,330.201
2004-07-08,333.215
2004-07-09,333.572
2004-07-12,333.015
2004-07-13,332.106
2004-07-14,331.841
2004-07-15,331.875
2004-07-16,334.534
2004-07-19,333.414
2004-07-20,334.643
2004-07-21,331.973
2004-07-22,331.337
2004-07-23,325.825
2004-07-26,325.124
2004-07-27,324.867
2004-07-28,323.5
2004-07-29,324.404
2004-07-30,323.251
2004-08-02,324.065
2004-08-03,327.249
2004-08-04,324.87
2004-08-05,324.415
2004-08-06,326.498
2004-08-09,321.934
2004-08-10,322.856
2004-08-11,321.395
2004-08-12,324.798
2004-08-13,327.999
2004-08-16,329.522
2004-08-17,330.621
2004-08-18,331.589
2004-08-19,334.164
2004-08-20,330.777
2004-08-23,328.962
2004-08-24,327.791
2004-08-25,329.145
2004-08-26,328.622
2004-08-27,328.502
2004-08-30,329.783
2004-08-31,333.276
2004-09-01,336.576
2004-09-02,336.722
2004-09-03,332.84
2004-09-06,332.008
2004-09-07,332.571
2004-09-08,334.98
2004-09-09,334.382
2004-09-10,341.204
2004-09-13,338.321
2004-09-14,347.944
2004-09-15,340.741
2004-09-16,340.331
2004-09-17,344.911
2004-09-20,344.54
2004-09-21,349.684
2004-09-22,349.457
2004-09-23,352.059
2004-09-24,352.558
2004-09-27,357.664
2004-09-28,356.421
2004-09-29,361.113
2004-09-30,359.633
2004-10-01,361.927
2004-10-04,359.953
2004-10-05,362.543
2004-10-06,362.254
2004-10-07,364.947
2004-10-08,366.77
2004-10-11,363.902
2004-10-12,359.386
2004-10-13,359.847
2004-10-14,364.272
2004-10-15,367.242
2004-10-18,370.524
2004-10-19,371.608
2004-10-20,369.143
2004-10-21,369.769
2004-10-22,371.4
2004-10-25,371.238
2004-10-26,371.209
2004-10-27,372.843
2004-10-28,375.784
2004-10-29,374.868
2004-11-01,375.59
2004-11-02,377.525
2004-11-03,383.282
2004-11-04,391.927
2004-11-05,397.782
2004-11-08,403.589
2004-11-09,404.575
2004-11-10,409.94
2004-11-11,414.924
2004-11-12,416.263
2004-11-15,417.988
2004-11-16,420.449
2004-11-17,424.474
2004-11-18,423.051
2004-11-19,428.583
2004-11-22,428.297
2004-11-23,428.516
2004-11-24,434.914
2004-11-25,439.503
2004-11-26,441.372
2004-11-29,442.084
2004-11-30,444.574
2004-12-01,447.004
2004-12-02,451.177
2004-12-03,455.863
2004-12-06,456.435
2004-12-07,454.085
2004-12-08,448.657
2004-12-09,446.237
2004-12-10,445.967
2004-12-13,451.872
2004-12-14,452.948
2004-12-15,456.31
2004-12-16,455.597
2004-12-17,454.373
2004-12-20,463.392
2004-12-21,463.638
2004-12-22,463.516
2004-12-23,468.617
2004-12-24,469.832
2004-12-27,471.639
2004-12-28,472.722
2004-12-29,474.14
2004-12-30,476.223
2004-12-31,474.913
2005-01-03,474.626
2005-01-04,471.322
2005-01-05,467.78
2005-01-06,464.098
2005-01-07,466.916
2005-01-10,468.636
2005-01-11,469.454
2005-01-12,472.173
2005-01-13,466.845
2005-01-14,461.207
2005-01-17,460.554
2005-01-18,461.465
2005-01-19,465.236
2005-01-20,460.81
2005-01-21,463.635
2005-01-24,467.865
2005-01-25,471.289
2005-01-26,473.394
2005-01-27,471.573
2005-01-28,469.089
2005-01-31,471.843
2005-02-01,473.673
2005-02-02,481.533
2005-02-03,479.141
2005-02-04,483.522
2005-02-07,482.288
2005-02-08,478.931
2005-02-09,481.823
2005-02-10,486.753
2005-02-11,493.895
2005-02-14,499.942
2005-02-15,503.503
2005-02-16,510.724
2005-02-17,514.752
2005-02-18,512.505
2005-02-21,515.735
2005-02-22,517.472
2005-02-23,508.837
2005-02-24,511.6
2005-02-25,516.466
2005-02-28,515.38
2005-03-01,512.064
2005-03-02,509.854
2005-03-03,512.682
2005-03-04,517.2
2005-03-07,522.163
2005-03-08,529.733
2005-03-09,527.692
2005-03-10,528.585
2005-03-11,529.87
2005-03-14,528.882
2005-03-15,523.69
2005-03-16,525.429
2005-03-17,511.983
2005-03-18,507.83
2005-03-21,496.659
2005-03-22,493.104
2005-03-23,478.863
2005-03-24,479.169
2005-03-25,479.169
2005-03-28,475.806
2005-03-29,480.966
2005-03-30,481.424
2005-03-31,479.452
2005-04-01,484.693
2005-04-04,477.455
2005-04-05,482.037
2005-04-06,483.236
2005-04-07,478.071
2005-04-08,477.628
2005-04-11,473.637
2005-04-12,470.135
2005-04-13,473.407
2005-04-14,467.903
2005-04-15,468.853
2005-04-18,459.253
2005-04-19,456.251
2005-04-20,463.216
2005-04-21,466.917
2005-04-22,458.099
2005-04-25,453.962
2005-04-26,456.037
2005-04-27,451.838
2005-04-28,450.348
2005-04-29,451.821
2005-05-02,453.754
2005-05-03,450.172
2005-05-04,449.648
2005-05-05,449.11
2005-05-06,444.002
2005-05-09,448.582
2005-05-10,450.071
2005-05-11,446.259
2005-05-12,444.07
2005-05-13,443.122
2005-05-16,442.246
2005-05-17,440.695
2005-05-18,443.546
2005-05-19,446.21
2005-05-20,442.618
2005-05-23,447.733
2005-05-24,448.466
2005-05-25,447.982
2005-05-26,445.421
2005-05-27,452.37
2005-05-30,457.372
2005-05-31,454.094
2005-06-01,454.493
2005-06-02,455.317
2005-06-03,455.494
2005-06-06,453.882
2005-06-07,449.753
2005-06-08,454.811
2005-06-09,449.938
2005-06-10,449.278
2005-06-13,449.312
2005-06-14,453.169
2005-06-15,455.397
2005-06-16,454.964
2005-06-17,463.796
2005-06-20,460.195
2005-06-21,459.011
2005-06-22,458.008
2005-06-23,456.777
2005-06-24,454.879
2005-06-27,459.03
2005-06-28,457.65
2005-06-29,457.03
2005-06-30,461.423
2005-07-01,460.468
2005-07-04,459.562
2005-07-05,460.032
2005-07-06,460.965
2005-07-07,459.69
2005-07-08,459.726
2005-07-11,467.372
2005-07-12,471.284
2005-07-13,468.529
2005-07-14,468.475
2005-07-15,467.608
2005-07-18,469.191
2005-07-19,469.561
2005-07-20,472.054
2005-07-21,474.692
2005-07-22,473.488
2005-07-25,471.968
2005-07-26,471.004
2005-07-27,475.697
2005-07-28,477.582
2005-07-29,482.062
2005-08-01,487.895
2005-08-02,490.094
2005-08-03,498.028
2005-08-04,500.097
2005-08-05,498.132
2005-08-08,497.348
2005-08-09,498.805
2005-08-10,500.357
2005-08-11,504.799
2005-08-12,504.746
2005-08-15,502.046
2005-08-16,500.882
2005-08-17,498.932
2005-08-18,493.504
2005-08-19,494.281
2005-08-22,498.797
2005-08-23,498.097
2005-08-24,496.574
2005-08-25,498.87
2005-08-26,499.338
2005-08-29,496.047
2005-08-30,498.26
2005-08-31,507.632
2005-09-01,515.435
2005-09-02,520.297
2005-09-05,518.868
2005-09-06,518.468
2005-09-07,517.462
2005-09-08,516.844
2005-09-09,519.211
2005-09-12,516.234
2005-09-13,519.526
2005-09-14,520.483
2005-09-15,517.478
2005-09-16,520.117
2005-09-19,519.734
2005-09-20,526.261
2005-09-21,529.359
2005-09-22,524.487
2005-09-23,517.89
2005-09-26,520.183
2005-09-27,520.433
2005-09-28,521.625
2005-09-29,519.993
2005-09-30,526.32
2005-10-03,522.212
2005-10-04,523.997
2005-10-05,522.343
2005-10-06,523.244
2005-10-07,525.262
2005-10-10,523.111
2005-10-11,519.776
2005-10-12,519.013
2005-10-13,508.484
2005-10-14,511.161
2005-10-17,508.242
2005-10-18,502.68
2005-10-19,497.54
2005-10-20,495.719
2005-10-21,491.836
2005-10-24,496.01
2005-10-25,503.812
2005-10-26,502.938
2005-10-27,503.71
2005-10-28,502.613
2005-10-31,504.846
2005-11-01,505.394
2005-11-02,507.722
2005-11-03,506.973
2005-11-04,500.801
2005-11-07,501.556
2005-11-08,502.771
2005-11-09,498.323
