Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP Small Cap
2008-05-30,247.39
2008-06-30,226.956
2008-07-31,223.352
2008-08-29,224.448
2008-09-30,193.774
2008-10-31,147.092
2008-11-28,131.957
2008-12-31,139.607
2009-01-30,128.378
2009-02-27,115.659
2009-03-31,126.22
2009-04-30,149.555
2009-05-29,161.904
2009-06-30,162.548
2009-07-31,178.484
2009-08-31,189.553
2009-09-30,202.53
2009-10-30,194.513
2009-11-30,200.732
2009-12-31,211.612
2010-01-29,205.422
2010-02-26,210.341
2010-03-31,227.485
2010-04-30,236.639
2010-05-31,213.271
2010-06-30,202.155
2010-07-30,219.538
2010-08-31,208.861
2010-09-30,234.824
2010-10-29,245.387
2010-11-30,246.324
2010-12-31,269.369
2011-01-31,271.75
2011-02-28,282.81
2011-03-31,288.495
2011-04-29,300.55
2011-05-31,294.393
2011-06-30,286.388
2011-07-29,277.769
2011-08-31,253.58
2011-09-30,221.695
2011-10-31,252.79
2011-11-30,246.89
2011-12-30,244.245
2012-01-31,263.76
2012-02-29,276.896
2012-03-30,279.154
2012-04-30,277.506
2012-05-31,252.71
2012-06-29,261.782
2012-07-31,261.913
2012-08-31,271.817
2012-09-28,281.685
2012-10-31,280.614
2012-11-30,283.606
2012-12-31,292.828
2013-01-31,310.62
2013-02-28,312.369
2013-03-29,321.667
2013-04-30,323.742
2013-05-31,330.833
2013-06-28,323.173
2013-07-31,345.85
2013-08-30,339.077
2013-09-30,360.957
2013-10-31,373.592
2013-11-29,381.539
2013-12-31,391.383
2014-01-31,383.509
2014-02-28,407.011
2014-03-31,405.069
2014-04-30,398.504
2014-05-30,402.309
2014-06-30,416.887
2014-07-31,398.019
2014-08-29,412.172
2014-09-30,388.151
2014-10-31,396.772
2014-11-28,399.332
2014-12-31,401.538
2015-01-30,392.008
2015-02-27,417.486
2015-03-31,417.669
2015-04-30,421.243
2015-05-29,427.69
2015-06-30,422.749
2015-07-31,420.954
2015-08-31,397.758
2015-09-30,380.627
2015-10-30,402.088
2015-11-30,406.657
2015-12-31,394.863
2016-01-29,363.548
2016-02-29,367.045
2016-03-31,399.249
2016-04-29,407.726
2016-05-31,413.533
2016-06-30,405.177
2016-07-29,427.676
2016-08-31,430.665
2016-09-30,435.052
2016-10-31,416.087
2016-11-30,439.11
2016-12-30,450.141
2017-01-31,459.703
2017-02-28,469.003
2017-03-31,473.298
2017-04-28,483.18
2017-05-31,484.605
2017-06-30,492.834
2017-07-31,503.839
2017-08-31,502.349
2017-09-29,524.05
2017-10-31,530.312
2017-11-30,541.089
2017-12-29,549.435
2018-01-31,568.408
2018-02-28,543.483
2018-03-30,544.801
2018-04-30,550.687
2018-05-31,568.1
2018-06-29,568.756
2018-07-31,577.421
2018-08-31,592.53
2018-09-28,582.074
2018-10-31,524.146
2018-11-30,526.166
2018-12-31,477.174
2019-01-31,529.685
2019-02-28,551.596
2019-03-29,547.675
2019-04-30,566.64
2019-05-31,528.105
2019-06-28,561.547
2019-07-31,564.362
2019-08-30,543.469
2019-09-30,553.741
2019-10-31,567.135
2019-11-29,587.658
2019-12-31,609.716
2020-01-31,593.39
2020-02-28,541.19
2020-03-31,418.568
2020-04-30,479.925
2020-05-29,513.689
2020-06-30,529.982
2020-07-31,555.665
2020-08-31,585.945
2020-09-30,568.501
2020-10-30,570.524
2020-11-30,665.729
2020-12-31,717.701
2021-01-29,735.178
2021-02-26,776.087
2021-03-31,791.376
2021-04-30,827.002
2021-05-31,835.792
2021-06-30,837.086
2021-07-30,831.32
2021-08-31,851.439
2021-09-30,821.146
2021-10-29,858.14
2021-11-30,817.866
2021-12-31,850.226
2022-01-31,784.004
2022-02-28,784.7
2022-03-31,796.297
2022-04-29,734.236
2022-05-31,732.414
2022-06-30,655.341
2022-07-29,718.478
2022-08-31,694.199
2022-09-30,620.772
2022-10-31,677.242
2022-11-30,716.965
2022-12-30,687.244
2023-01-31,755.887
2023-02-28,741.637
2023-03-31,717.682
2023-04-28,716.519
2023-05-31,696.125
2023-06-30,744.009
2023-07-31,781.504
2023-08-31,748.853
2023-09-29,707.683
2023-10-31,662.37
2023-11-30,727.018
2023-12-29,801.9
2024-01-31,776.288
2024-02-29,805.19
2024-03-29,837.305
2024-04-30,793.966
2024-05-31,835.241
2024-06-28,818.9
2024-07-31,873.519
2024-08-30,877.63
2024-09-30,893.486
2024-10-31,873.507
2024-11-29,936.574
2024-12-31,875.582
2025-01-31,908.021
2025-02-28,874.641
2025-03-31,834.687
2025-04-30,835.48
2025-05-30,887.724
2025-06-30,931.943
2025-07-31,944.754
