Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP Small Cap
2002-09-24,82.065
2002-09-25,83.366
2002-09-26,84.448
2002-09-27,83.481
2002-09-30,83.124
2002-10-01,83.76
2002-10-02,82.918
2002-10-03,82.021
2002-10-04,80.378
2002-10-07,78.543
2002-10-08,78.624
2002-10-09,76.881
2002-10-10,78.252
2002-10-11,80.252
2002-10-14,80.473
2002-10-15,83.361
2002-10-16,81.975
2002-10-17,84.076
2002-10-18,84.281
2002-10-21,85.377
2002-10-22,84.543
2002-10-23,85.223
2002-10-24,84.867
2002-10-25,85.576
2002-10-28,85.552
2002-10-29,84.945
2002-10-30,85.752
2002-10-31,86.07
2002-11-01,87.479
2002-11-04,88.506
2002-11-05,88.41
2002-11-06,89.314
2002-11-07,88.015
2002-11-08,87.269
2002-11-11,85.693
2002-11-12,86.326
2002-11-13,86.269
2002-11-14,87.582
2002-11-15,87.967
2002-11-18,87.825
2002-11-19,87.315
2002-11-20,88.221
2002-11-21,90.104
2002-11-22,90.48
2002-11-25,90.901
2002-11-26,89.771
2002-11-27,91.529
2002-11-28,92.08
2002-11-29,91.676
2002-12-02,91.922
2002-12-03,90.278
2002-12-04,89.463
2002-12-05,88.947
2002-12-06,89.22
2002-12-09,87.25
2002-12-10,88.24
2002-12-11,88.32
2002-12-12,88.513
2002-12-13,87.483
2002-12-16,88.525
2002-12-17,88.197
2002-12-18,86.889
2002-12-19,86.5
2002-12-20,87.078
2002-12-23,87.363
2002-12-24,87.283
2002-12-25,87.283
2002-12-26,87.506
2002-12-27,86.853
2002-12-30,86.687
2002-12-31,87.175
2003-01-01,87.175
2003-01-02,88.97
2003-01-03,89.188
2003-01-06,90.522
2003-01-07,90.157
2003-01-08,89.044
2003-01-09,90.422
2003-01-10,90.917
2003-01-13,91.052
2003-01-14,91.467
2003-01-15,90.75
2003-01-16,90.457
2003-01-17,89.346
2003-01-20,89.182
2003-01-21,88.347
2003-01-22,87.743
2003-01-23,88.5
2003-01-24,87.254
2003-01-27,85.476
2003-01-28,85.838
2003-01-29,86.008
2003-01-30,85.079
2003-01-31,85.465
2003-02-03,85.411
2003-02-04,85.205
2003-02-05,84.836
2003-02-06,84.309
2003-02-07,83.493
2003-02-10,83.543
2003-02-11,83.352
2003-02-12,82.347
2003-02-13,82.134
2003-02-14,82.766
2003-02-17,82.957
2003-02-18,83.938
2003-02-19,83.404
2003-02-20,83.492
2003-02-21,83.928
2003-02-24,82.909
2003-02-25,82.612
2003-02-26,82.082
2003-02-27,82.5
2003-02-28,83.017
2003-03-03,83.031
2003-03-04,82.314
2003-03-05,82.239
2003-03-06,81.736
2003-03-07,81.669
2003-03-10,80.284
2003-03-11,79.581
2003-03-12,79.039
2003-03-13,80.745
2003-03-14,80.894
2003-03-17,82.493
2003-03-18,83.426
2003-03-19,83.548
2003-03-20,84.006
2003-03-21,85.278
2003-03-24,83.491
2003-03-25,84.198
2003-03-26,83.989
2003-03-27,83.981
2003-03-28,84.024
2003-03-31,83.481
2003-04-01,83.964
2003-04-02,85.404
2003-04-03,85.297
2003-04-04,85.175
2003-04-07,86.068
2003-04-08,85.573
2003-04-09,85.294
2003-04-10,85.782
2003-04-11,85.766
2003-04-14,86.755
2003-04-15,87.5
2003-04-16,87.498
2003-04-17,88.623
2003-04-18,88.623
2003-04-21,88.814
2003-04-22,90.208
2003-04-23,91.315
2003-04-24,91.071
2003-04-25,90.27
2003-04-28,91.512
2003-04-29,92.145
2003-04-30,93.19
2003-05-01,93.576
2003-05-02,95.015
2003-05-05,95.912
2003-05-06,96.8
2003-05-07,96.609
2003-05-08,96.127
2003-05-09,97.06
2003-05-12,98.237
2003-05-13,98.36
2003-05-14,98.744
2003-05-15,99.362
2003-05-16,99.451
2003-05-19,98.025
2003-05-20,97.889
2003-05-21,98.053
2003-05-22,99.063
2003-05-23,99.751
2003-05-26,99.94
2003-05-27,101.473
2003-05-28,101.906
2003-05-29,102.55
2003-05-30,103.841
2003-06-02,104.564
2003-06-03,104.377
2003-06-04,106.107
2003-06-05,107.936
2003-06-06,107.629
2003-06-09,105.89
2003-06-10,106.385
2003-06-11,107.873
2003-06-12,108.4
2003-06-13,107.259
2003-06-16,108.813
2003-06-17,109.438
2003-06-18,109.139
2003-06-19,107.709
2003-06-20,107.305
2003-06-23,105.243
2003-06-24,104.932
2003-06-25,105.636
2003-06-26,105.991
2003-06-27,105.949
2003-06-30,105.934
2003-07-01,106.392
2003-07-02,108.258
2003-07-03,108.151
2003-07-04,108.007
2003-07-07,109.58
2003-07-08,110.792
2003-07-09,111.039
2003-07-10,109.598
2003-07-11,110.149
2003-07-14,111.488
2003-07-15,110.774
2003-07-16,109.981
2003-07-17,107.724
2003-07-18,108.499
2003-07-21,107.817
2003-07-22,108.802
2003-07-23,109.573
2003-07-24,109.659
2003-07-25,110.425
2003-07-28,111.281
2003-07-29,111.073
2003-07-30,110.496
2003-07-31,110.714
2003-08-01,110.13
2003-08-04,109.802
2003-08-05,108.811
2003-08-06,108.038
2003-08-07,108.187
2003-08-08,108.286
2003-08-11,109.077
2003-08-12,110.333
2003-08-13,110.817
2003-08-14,111.226
2003-08-15,111.503
2003-08-18,112.895
2003-08-19,114.008
2003-08-20,114.343
2003-08-21,115.209
2003-08-22,114.086
2003-08-25,113.666
2003-08-26,113.635
2003-08-27,114.47
2003-08-28,115.571
2003-08-29,116.494
2003-09-01,116.848
2003-09-02,118.022
2003-09-03,119.007
2003-09-04,119.461
2003-09-05,119.477
2003-09-08,121.028
2003-09-09,120.575
2003-09-10,118.328
2003-09-11,118.953
2003-09-12,119.545
2003-09-15,119.482
2003-09-16,120.609
2003-09-17,121.112
2003-09-18,121.946
2003-09-19,122.638
2003-09-22,121.441
2003-09-23,122.131
2003-09-24,120.494
2003-09-25,118.712
2003-09-26,116.881
2003-09-29,117.969
2003-09-30,117.567
2003-10-01,119.485
2003-10-02,120.62
2003-10-03,122.341
2003-10-06,123.428
2003-10-07,124.234
2003-10-08,124.03
2003-10-09,125.089
2003-10-10,125.302
2003-10-13,126.402
2003-10-14,126.979
2003-10-15,126.658
2003-10-16,127.262
2003-10-17,125.677
2003-10-20,125.893
2003-10-21,126.975
2003-10-22,125.296
2003-10-23,124.336
2003-10-24,124.242
2003-10-27,125.535
2003-10-28,127.183
2003-10-29,128.395
2003-10-30,128.446
2003-10-31,128.265
2003-11-03,129.424
2003-11-04,129.501
2003-11-05,129.557
2003-11-06,129.858
2003-11-07,130.549
2003-11-10,129.319
2003-11-11,128.29
2003-11-12,130.628
2003-11-13,131.119
2003-11-14,130.006
2003-11-17,128.31
2003-11-18,127.926
2003-11-19,128.224
2003-11-20,127.726
2003-11-21,128.047
2003-11-24,129.798
2003-11-25,130.682
2003-11-26,131.721
2003-11-27,131.825
2003-11-28,132.647
2003-12-01,134.096
2003-12-02,134.396
2003-12-03,133.768
2003-12-04,133.357
2003-12-05,132.871
2003-12-08,133.414
2003-12-09,132.089
2003-12-10,130.917
2003-12-11,132.346
2003-12-12,133.474
2003-12-15,132.291
2003-12-16,132.295
2003-12-17,132.613
2003-12-18,133.824
2003-12-19,133.754
2003-12-22,134.359
2003-12-23,135.233
2003-12-24,135.334
2003-12-25,135.334
2003-12-26,135.698
2003-12-29,137.246
2003-12-30,138.029
2003-12-31,137.603
2004-01-01,137.603
2004-01-02,138.467
2004-01-05,140.523
2004-01-06,141.137
2004-01-07,141.349
2004-01-08,142.668
2004-01-09,142.967
2004-01-12,143.667
2004-01-13,143.525
2004-01-14,144.112
2004-01-15,143.945
2004-01-16,144.61
2004-01-19,144.762
2004-01-20,146.754
2004-01-21,147.153
2004-01-22,146.887
2004-01-23,147.082
2004-01-26,147.222
2004-01-27,146.688
2004-01-28,144.684
2004-01-29,142.788
2004-01-30,143.676
2004-02-02,143.855
2004-02-03,144.123
2004-02-04,141.667
2004-02-05,142.613
2004-02-06,145.629
2004-02-09,146.597
2004-02-10,147.611
2004-02-11,148.469
2004-02-12,148.821
2004-02-13,147.947
2004-02-16,148.147
2004-02-17,149.877
2004-02-18,149.75
2004-02-19,148.083
2004-02-20,146.87
2004-02-23,145.536
2004-02-24,145.799
2004-02-25,146.279
2004-02-26,146.503
2004-02-27,147.205
2004-03-01,149.606
2004-03-02,148.947
2004-03-03,148.012
2004-03-04,149.383
2004-03-05,150.879
2004-03-08,150.005
2004-03-09,148.811
2004-03-10,145.601
2004-03-11,143.6
2004-03-12,145.275
2004-03-15,142.66
2004-03-16,143.122
2004-03-17,144.741
2004-03-18,144.902
2004-03-19,144.531
2004-03-22,142.063
2004-03-23,142.173
2004-03-24,141.348
2004-03-25,143.723
2004-03-26,143.965
2004-03-29,145.813
2004-03-30,147.084
2004-03-31,147.686
2004-04-01,149.319
2004-04-02,149.784
2004-04-05,149.717
2004-04-06,149.221
2004-04-07,150.027
2004-04-08,149.401
2004-04-09,149.401
2004-04-12,149.4
2004-04-13,146.946
2004-04-14,145.192
2004-04-15,144.964
2004-04-16,146.161
2004-04-19,146.778
2004-04-20,144.935
2004-04-21,144.961
2004-04-22,146.586
2004-04-23,146.425
2004-04-26,146.773
2004-04-27,146.737
2004-04-28,143.917
2004-04-29,141.88
2004-04-30,140.621
2004-05-03,141.399
2004-05-04,142.808
2004-05-05,143.135
2004-05-06,141.181
2004-05-07,137.982
2004-05-10,134.392
2004-05-11,136.105
2004-05-12,136.319
2004-05-13,136.035
2004-05-14,135.428
2004-05-17,133.858
2004-05-18,135.131
2004-05-19,136.513
2004-05-20,135.829
2004-05-21,137.059
2004-05-24,138.087
2004-05-25,140.477
2004-05-26,141.413
2004-05-27,142.716
2004-05-28,142.649
2004-05-31,142.77
2004-06-01,143.138
2004-06-02,143.587
2004-06-03,141.694
2004-06-04,142.839
2004-06-07,144.961
2004-06-08,144.714
2004-06-09,142.736
2004-06-10,142.75
2004-06-11,142.391
2004-06-14,140.651
2004-06-15,142.058
2004-06-16,142.502
2004-06-17,142.687
2004-06-18,143.264
2004-06-21,143.048
2004-06-22,143.512
2004-06-23,144.798
2004-06-24,145.354
2004-06-25,146.196
2004-06-28,146.224
2004-06-29,146.304
2004-06-30,147.49
2004-07-01,146.272
2004-07-02,146.62
2004-07-05,146.445
2004-07-06,145.002
2004-07-07,145.544
2004-07-08,144.086
2004-07-09,144.336
2004-07-12,144.051
2004-07-13,143.771
2004-07-14,143.295
2004-07-15,143.288
2004-07-16,143.256
2004-07-19,142.846
2004-07-20,143.723
2004-07-21,141.079
2004-07-22,140.702
2004-07-23,139.028
2004-07-26,137.861
2004-07-27,139.118
2004-07-28,138.909
2004-07-29,140.417
2004-07-30,140.837
2004-08-02,140.982
2004-08-03,140.167
2004-08-04,139.531
2004-08-05,137.854
2004-08-06,136.239
2004-08-09,135.456
2004-08-10,137.276
2004-08-11,136.165
2004-08-12,134.655
2004-08-13,135.207
2004-08-16,136.964
2004-08-17,137.497
2004-08-18,138.917
2004-08-19,139.259
2004-08-20,140.528
2004-08-23,139.842
2004-08-24,139.613
2004-08-25,140.368
2004-08-26,140.197
2004-08-27,140.837
2004-08-30,139.647
2004-08-31,140.352
2004-09-01,141.353
2004-09-02,142.362
2004-09-03,141.47
2004-09-06,141.781
2004-09-07,142.875
2004-09-08,142.46
2004-09-09,143.307
2004-09-10,144.883
2004-09-13,145.474
2004-09-14,145.562
2004-09-15,144.508
2004-09-16,145.644
2004-09-17,145.665
2004-09-20,145.386
2004-09-21,146.963
2004-09-22,145.494
2004-09-23,145.586
2004-09-24,145.5
2004-09-27,144.35
2004-09-28,145.558
2004-09-29,146.445
2004-09-30,147.361
2004-10-01,149.278
2004-10-04,150.022
2004-10-05,150.19
2004-10-06,150.854
2004-10-07,149.737
2004-10-08,149.197
2004-10-11,149.184
2004-10-12,148.319
2004-10-13,147.087
2004-10-14,146.869
2004-10-15,147.817
2004-10-18,148.143
2004-10-19,147.818
2004-10-20,148.343
2004-10-21,149.81
2004-10-22,148.94
2004-10-25,149.476
2004-10-26,150.517
2004-10-27,152.338
2004-10-28,152.062
2004-10-29,151.968
2004-11-01,152.759
2004-11-02,152.673
2004-11-03,154.951
2004-11-04,156.433
2004-11-05,157.448
2004-11-08,157.312
2004-11-09,157.815
2004-11-10,158.315
2004-11-11,159.682
2004-11-12,161.174
2004-11-15,161.469
2004-11-16,160.695
2004-11-17,162.032
2004-11-18,161.817
2004-11-19,160.731
2004-11-22,161.564
2004-11-23,162.591
2004-11-24,163.793
2004-11-25,164.439
2004-11-26,164.832
2004-11-29,165.276
2004-11-30,165.09
2004-12-01,166.877
2004-12-02,166.604
2004-12-03,167.297
2004-12-06,167.24
2004-12-07,165.347
2004-12-08,164.578
2004-12-09,163.938
2004-12-10,164.321
2004-12-13,165.838
2004-12-14,166.617
2004-12-15,168.566
2004-12-16,167.492
2004-12-17,167.335
2004-12-20,167.598
2004-12-21,168.458
2004-12-22,169.061
2004-12-23,169.778
2004-12-24,170.163
2004-12-27,169.85
2004-12-28,171.307
2004-12-29,171.231
2004-12-30,171.755
2004-12-31,171.696
2005-01-03,169.614
2005-01-04,166.945
2005-01-05,164.946
2005-01-06,164.902
2005-01-07,164.26
2005-01-10,165.215
2005-01-11,164.333
2005-01-12,165.321
2005-01-13,164.859
2005-01-14,165.559
2005-01-17,165.903
2005-01-18,166.823
2005-01-19,166.329
2005-01-20,165.016
2005-01-21,165.163
2005-01-24,164.291
2005-01-25,164.357
2005-01-26,166.679
2005-01-27,166.752
2005-01-28,166.126
2005-01-31,168.174
2005-02-01,169.225
2005-02-02,170.381
2005-02-03,169.907
2005-02-04,171.494
2005-02-07,171.196
2005-02-08,171.208
2005-02-09,169.571
2005-02-10,170.274
2005-02-11,171.742
2005-02-14,172.491
2005-02-15,172.627
2005-02-16,172.887
2005-02-17,172.43
2005-02-18,172.321
2005-02-21,172.263
2005-02-22,170.612
2005-02-23,170.457
2005-02-24,171.763
2005-02-25,173.712
2005-02-28,174.036
2005-03-01,174.367
2005-03-02,173.825
2005-03-03,173.989
2005-03-04,176.077
2005-03-07,175.885
2005-03-08,175.744
2005-03-09,174.617
2005-03-10,173.729
2005-03-11,174.227
2005-03-14,174.075
2005-03-15,173.678
2005-03-16,173.218
2005-03-17,173.273
2005-03-18,172.648
2005-03-21,171.86
2005-03-22,171.417
2005-03-23,168.704
2005-03-24,169.212
2005-03-25,169.212
2005-03-28,168.674
2005-03-29,166.978
2005-03-30,168.564
2005-03-31,169.453
2005-04-01,169.218
2005-04-04,168.647
2005-04-05,169.155
2005-04-06,169.692
2005-04-07,170.781
2005-04-08,169.665
2005-04-11,169.599
2005-04-12,169.872
2005-04-13,168.822
2005-04-14,166.163
2005-04-15,163.821
2005-04-18,163.4
2005-04-19,165.83
2005-04-20,164.672
2005-04-21,166.49
2005-04-22,165.767
2005-04-25,166.406
2005-04-26,164.714
2005-04-27,163.677
2005-04-28,161.156
2005-04-29,161.87
2005-05-02,162.517
2005-05-03,162.478
2005-05-04,164.246
2005-05-05,164.678
2005-05-06,164.564
2005-05-09,165.438
2005-05-10,164.347
2005-05-11,164.329
2005-05-12,162.817
2005-05-13,161.659
2005-05-16,162.568
2005-05-17,163.243
2005-05-18,165.542
2005-05-19,166.371
2005-05-20,166.068
2005-05-23,167.217
2005-05-24,167.684
2005-05-25,166.824
2005-05-26,168.203
2005-05-27,168.764
2005-05-30,168.785
2005-05-31,168.457
2005-06-01,169.47
2005-06-02,170.073
2005-06-03,169.694
2005-06-06,170.156
2005-06-07,170.629
2005-06-08,170.687
2005-06-09,170.87
2005-06-10,170.996
2005-06-13,171.362
2005-06-14,172.358
2005-06-15,173.289
2005-06-16,174.706
2005-06-17,175.544
2005-06-20,174.814
2005-06-21,174.698
2005-06-22,175.006
2005-06-23,173.529
2005-06-24,172.497
2005-06-27,172.137
2005-06-28,173.942
2005-06-29,174.211
2005-06-30,174.005
2005-07-01,173.946
2005-07-04,173.919
2005-07-05,175.212
2005-07-06,175.189
2005-07-07,174.684
2005-07-08,177.187
2005-07-11,179.797
2005-07-12,180.577
2005-07-13,179.855
2005-07-14,179.394
2005-07-15,179.047
2005-07-18,178.476
2005-07-19,179.679
2005-07-20,180.779
2005-07-21,180.188
2005-07-22,181.969
2005-07-25,181.068
2005-07-26,181.32
2005-07-27,182.005
2005-07-28,183.67
2005-07-29,183.837
2005-08-01,184.847
2005-08-02,186.071
2005-08-03,186.112
2005-08-04,184.786
2005-08-05,183.027
2005-08-08,182.928
2005-08-09,183.097
2005-08-10,183.867
2005-08-11,185.275
2005-08-12,184.661
2005-08-15,184.922
2005-08-16,183.435
2005-08-17,182.813
2005-08-18,181.237
2005-08-19,181.593
2005-08-22,183.156
2005-08-23,182.721
2005-08-24,182.584
2005-08-25,183.031
2005-08-26,182.131
2005-08-29,182.374
2005-08-30,182.069
2005-08-31,184.872
2005-09-01,186.99
2005-09-02,186.582
2005-09-05,186.606
2005-09-06,188.381
2005-09-07,189.008
2005-09-08,188.512
2005-09-09,189.789
2005-09-12,189.468
2005-09-13,188.054
2005-09-14,187.736
2005-09-15,187.118
2005-09-16,188.28
2005-09-19,187.71
2005-09-20,187.052
2005-09-21,185.538
2005-09-22,184.783
2005-09-23,184.859
2005-09-26,185.837
2005-09-27,185.5
2005-09-28,185.548
2005-09-29,187.093
2005-09-30,188.249
2005-10-03,188.319
2005-10-04,187.394
2005-10-05,183.837
2005-10-06,182.283
2005-10-07,182.77
2005-10-10,181.792
2005-10-11,180.32
2005-10-12,178.811
2005-10-13,176.884
2005-10-14,178.652
2005-10-17,178.855
2005-10-18,176.653
2005-10-19,176.978
2005-10-20,175.896
2005-10-21,176.348
2005-10-24,179.159
2005-10-25,179.753
2005-10-26,179.341
2005-10-27,176.605
2005-10-28,177.674
2005-10-31,179.964
2005-11-01,179.655
2005-11-02,182.243
2005-11-03,182.996
2005-11-04,182.115
2005-11-07,182.456
