Date,CANADA LARGE CAP Large Cap
2003-10-17,411.678
2003-10-20,410.166
2003-10-21,413.864
2003-10-22,415.569
2003-10-23,411.455
2003-10-24,408.888
2003-10-27,409.867
2003-10-28,412.729
2003-10-29,413.244
2003-10-30,413.024
2003-10-31,411.665
2003-11-03,411.535
2003-11-04,410.899
2003-11-05,412.892
2003-11-06,411.211
2003-11-07,413.996
2003-11-10,415.06
2003-11-11,412.958
2003-11-12,417.625
2003-11-13,416.337
2003-11-14,415.082
2003-11-17,413.766
2003-11-18,412.412
2003-11-19,417.192
2003-11-20,418.394
2003-11-21,417.77
2003-11-24,416.84
2003-11-25,416.543
2003-11-26,421.548
2003-11-27,421.166
2003-11-28,421.312
2003-12-01,423.496
2003-12-02,425.678
2003-12-03,427.446
2003-12-04,425.199
2003-12-05,426.913
2003-12-08,428.495
2003-12-09,424.161
2003-12-10,421.09
2003-12-11,418.047
2003-12-12,422.584
2003-12-15,420.115
2003-12-16,423.119
2003-12-17,424.577
2003-12-18,427.587
2003-12-19,425.432
2003-12-22,428.467
2003-12-23,429.33
2003-12-24,432.842
2003-12-25,432.842
2003-12-26,435.694
2003-12-29,439.94
2003-12-30,437.725
2003-12-31,443.447
2004-01-01,443.447
2004-01-02,448.966
2004-01-05,456.596
2004-01-06,456.899
2004-01-07,456.664
2004-01-08,457.676
2004-01-09,459.769
2004-01-12,459.592
2004-01-13,463.543
2004-01-14,457.388
2004-01-15,456.841
2004-01-16,461.14
2004-01-19,462.922
2004-01-20,470.581
2004-01-21,465.215
2004-01-22,464.382
2004-01-23,462.301
2004-01-26,460.774
2004-01-27,462.333
2004-01-28,453.203
2004-01-29,444.812
2004-01-30,452.198
2004-02-02,457.484
2004-02-03,458.124
2004-02-04,452.088
2004-02-05,453.849
2004-02-06,458.713
2004-02-09,462.052
2004-02-10,463.256
2004-02-11,464.499
2004-02-12,466.498
2004-02-13,467.621
2004-02-16,469.879
2004-02-17,472.033
2004-02-18,468.865
2004-02-19,460.744
2004-02-20,453.403
2004-02-23,454.343
2004-02-24,457.351
2004-02-25,456.202
2004-02-26,459.652
2004-02-27,463.45
2004-03-01,468.073
2004-03-02,461.436
2004-03-03,460.264
2004-03-04,461.886
2004-03-05,472.41
2004-03-08,468.061
2004-03-09,466.647
2004-03-10,455.385
2004-03-11,453.074
2004-03-12,452.949
2004-03-15,445.475
2004-03-16,453.2
2004-03-17,452.924
2004-03-18,453.293
2004-03-19,455.519
2004-03-22,451.072
2004-03-23,449.577
2004-03-24,443.726
2004-03-25,451.488
2004-03-26,455.666
2004-03-29,461.765
2004-03-30,466.703
2004-03-31,461.436
2004-04-01,464.242
2004-04-02,472.945
2004-04-05,475.482
2004-04-06,475.616
2004-04-07,472.399
2004-04-08,470.886
2004-04-09,470.886
2004-04-12,473.5
2004-04-13,465.588
2004-04-14,454.392
2004-04-15,453.263
2004-04-16,457.324
2004-04-19,456.002
2004-04-20,448.942
2004-04-21,446.631
2004-04-22,450.821
2004-04-23,449.828
2004-04-26,448.753
2004-04-27,445.53
2004-04-28,425.623
2004-04-29,421.718
2004-04-30,421.02
2004-05-03,422.726
2004-05-04,434.908
2004-05-05,432.837
2004-05-06,431.451
2004-05-07,421.273
2004-05-10,411.82
2004-05-11,415.622
2004-05-12,416.363
2004-05-13,412.004
2004-05-14,413.558
2004-05-17,412.588
2004-05-18,411.484
2004-05-19,416.87
2004-05-20,414.754
2004-05-21,417.389
2004-05-24,418.701
2004-05-25,424.593
2004-05-26,422.86
2004-05-27,428.306
2004-05-28,425.815
2004-05-31,429.649
2004-06-01,428.894
2004-06-02,429.229
2004-06-03,427.468
2004-06-04,430.891
2004-06-07,436.225
2004-06-08,437.157
2004-06-09,429.397
2004-06-10,429.519
2004-06-11,429.773
2004-06-14,424.99
2004-06-15,428.163
2004-06-16,429.831
2004-06-17,434.357
2004-06-18,435.981
2004-06-21,436.184
2004-06-22,441.541
2004-06-23,443.772
2004-06-24,446.932
2004-06-25,442.27
2004-06-28,442.684
2004-06-29,443.062
2004-06-30,447.277
2004-07-01,450.131
2004-07-02,449.453
2004-07-05,449.37
2004-07-06,448.454
2004-07-07,450.672
2004-07-08,449.281
2004-07-09,451.523
2004-07-12,449.192
2004-07-13,449.747
2004-07-14,452.903
2004-07-15,446.971
2004-07-16,448.109
2004-07-19,454.026
2004-07-20,452.741
2004-07-21,451.325
2004-07-22,452.926
2004-07-23,449.99
2004-07-26,444.074
2004-07-27,439.68
2004-07-28,445.104
2004-07-29,452.297
2004-07-30,451.917
2004-08-02,450.73
2004-08-03,455.971
2004-08-04,452.711
2004-08-05,445.198
2004-08-06,444.637
2004-08-09,443.727
2004-08-10,446.923
2004-08-11,439.67
2004-08-12,436.315
2004-08-13,445.022
2004-08-16,450.034
2004-08-17,449.115
2004-08-18,448.029
2004-08-19,456.502
2004-08-20,458.524
2004-08-23,454.535
2004-08-24,456.524
2004-08-25,459.716
2004-08-26,453.906
2004-08-27,453.934
2004-08-30,450.262
2004-08-31,453.485
2004-09-01,459.518
2004-09-02,461.355
2004-09-03,457.797
2004-09-06,459.031
2004-09-07,464.621
2004-09-08,462.472
2004-09-09,465.188
2004-09-10,463.934
2004-09-13,467.594
2004-09-14,469.365
2004-09-15,464.553
2004-09-16,469.923
2004-09-17,467.165
2004-09-20,469.787
2004-09-21,479.767
2004-09-22,478.936
2004-09-23,480.465
2004-09-24,481.557
2004-09-27,476.508
2004-09-28,482.007
2004-09-29,484.84
2004-09-30,488.445
2004-10-01,493.844
2004-10-04,492.609
2004-10-05,496.926
2004-10-06,502.901
2004-10-07,500.499
2004-10-08,501.777
2004-10-11,500.156
2004-10-12,497.917
2004-10-13,493.934
2004-10-14,501.756
2004-10-15,503.887
2004-10-18,503.869
2004-10-19,498.979
2004-10-20,507.528
2004-10-21,509.548
2004-10-22,507.743
2004-10-25,510.876
2004-10-26,516.209
2004-10-27,516.194
2004-10-28,517.256
2004-10-29,523.494
2004-11-01,521.692
2004-11-02,520.753
2004-11-03,524.498
2004-11-04,528.842
2004-11-05,528.674
2004-11-08,531.308
2004-11-09,528.996
2004-11-10,527.798
2004-11-11,529.743
2004-11-12,530.464
2004-11-15,527.794
2004-11-16,533.149
2004-11-17,536.383
2004-11-18,527.221
2004-11-19,531.311
2004-11-22,540.68
2004-11-23,537.966
2004-11-24,539.65
2004-11-25,544.342
2004-11-26,545.562
2004-11-29,542.922
2004-11-30,538.141
2004-12-01,543.623
2004-12-02,542.057
2004-12-03,536.744
2004-12-06,535.687
2004-12-07,528.635
2004-12-08,522.989
2004-12-09,523.114
2004-12-10,519.774
2004-12-13,523.194
2004-12-14,521.502
2004-12-15,527.738
2004-12-16,523.118
2004-12-17,525.905
2004-12-20,531.082
2004-12-21,533.115
2004-12-22,530.323
2004-12-23,530.375
2004-12-24,537.548
2004-12-27,540.763
2004-12-28,540.608
2004-12-29,538.354
2004-12-30,545.885
2004-12-31,547.941
2005-01-03,541.948
2005-01-04,531.598
2005-01-05,524.399
2005-01-06,522.604
2005-01-07,518.596
2005-01-10,523.32
2005-01-11,526.478
2005-01-12,535.7
2005-01-13,532.017
2005-01-14,528.003
2005-01-17,528.659
2005-01-18,528.141
2005-01-19,523.973
2005-01-20,519.66
2005-01-21,521.746
2005-01-24,523.507
2005-01-25,519.855
2005-01-26,527.483
2005-01-27,524.119
2005-01-28,519.671
2005-01-31,524.101
2005-02-01,526.875
2005-02-02,529.057
2005-02-03,527.206
2005-02-04,527.992
2005-02-07,527.039
2005-02-08,530.282
2005-02-09,531.698
2005-02-10,541.473
2005-02-11,544.905
2005-02-14,548.314
2005-02-15,547.032
2005-02-16,548.199
2005-02-17,552.664
2005-02-18,556.613
2005-02-21,556.687
2005-02-22,554.061
2005-02-23,551.012
2005-02-24,547.346
2005-02-25,556.522
2005-02-28,555.696
2005-03-01,553.921
2005-03-02,558.92
2005-03-03,560.36
2005-03-04,571.006
2005-03-07,567.435
2005-03-08,577.051
2005-03-09,573.59
2005-03-10,568.536
2005-03-11,568.244
2005-03-14,569.109
2005-03-15,569.803
2005-03-16,571.953
2005-03-17,577.417
2005-03-18,573.029
2005-03-21,566.511
2005-03-22,568.893
2005-03-23,558.089
2005-03-24,555.901
2005-03-25,555.901
2005-03-28,551.316
2005-03-29,553.056
2005-03-30,556.733
2005-03-31,567.881
2005-04-01,567.079
2005-04-04,563.369
2005-04-05,563.58
2005-04-06,566.534
2005-04-07,564.343
2005-04-08,560.47
2005-04-11,559.692
2005-04-12,556.666
2005-04-13,550.762
2005-04-14,545.648
2005-04-15,538.155
2005-04-18,538.9
2005-04-19,544.232
2005-04-20,543.522
2005-04-21,547.462
2005-04-22,546.578
2005-04-25,546.779
2005-04-26,544.184
2005-04-27,539.401
2005-04-28,536.11
2005-04-29,539.689
2005-05-02,543.904
2005-05-03,540.25
2005-05-04,549.297
2005-05-05,551.315
2005-05-06,554.425
2005-05-09,559.497
2005-05-10,557.155
2005-05-11,549.243
2005-05-12,542.862
2005-05-13,534.545
2005-05-16,534.009
2005-05-17,537.268
2005-05-18,541.493
2005-05-19,545.35
2005-05-20,543.567
2005-05-23,546.573
2005-05-24,549.621
2005-05-25,546.225
2005-05-26,548.968
2005-05-27,553.53
2005-05-30,559.657
2005-05-31,555.232
2005-06-01,560.806
2005-06-02,558.924
2005-06-03,562.17
2005-06-06,564.044
2005-06-07,562.344
2005-06-08,568.825
2005-06-09,567.253
2005-06-10,571.644
2005-06-13,570.2
2005-06-14,569.162
2005-06-15,579.237
2005-06-16,586.135
2005-06-17,587.285
2005-06-20,593.461
2005-06-21,589.561
2005-06-22,596.726
2005-06-23,595.013
2005-06-24,596.739
2005-06-27,598.92
2005-06-28,600.876
2005-06-29,602.43
2005-06-30,593.809
2005-07-01,586.152
2005-07-04,586.962
2005-07-05,593.587
2005-07-06,600.144
2005-07-07,603.148
2005-07-08,613.528
2005-07-11,617.268
2005-07-12,623.042
2005-07-13,621.511
2005-07-14,614.304
2005-07-15,611.377
2005-07-18,611.534
2005-07-19,616.533
2005-07-20,618.731
2005-07-21,620.139
2005-07-22,625.306
2005-07-25,623.525
2005-07-26,619.145
2005-07-27,625.655
2005-07-28,625.324
2005-07-29,623.597
2005-08-01,630.28
2005-08-02,645.814
2005-08-03,639.861
2005-08-04,643.413
2005-08-05,634.824
2005-08-08,642.536
2005-08-09,639.929
2005-08-10,647.568
2005-08-11,655.177
2005-08-12,659.234
2005-08-15,654.018
2005-08-16,646.854
2005-08-17,639.386
2005-08-18,625.525
2005-08-19,635.232
2005-08-22,641.016
2005-08-23,640.61
2005-08-24,645.901
2005-08-25,653.14
2005-08-26,645.149
2005-08-29,650.867
2005-08-30,654.485
2005-08-31,662.983
2005-09-01,672.931
2005-09-02,668.016
2005-09-05,667.202
2005-09-06,669.637
2005-09-07,670.316
2005-09-08,667.532
2005-09-09,679.901
2005-09-12,670.77
2005-09-13,672.047
2005-09-14,678.36
2005-09-15,674.853
2005-09-16,678.796
2005-09-19,689.876
2005-09-20,687.442
2005-09-21,692.319
2005-09-22,687.921
2005-09-23,686.292
2005-09-26,692.264
2005-09-27,696.228
2005-09-28,691.653
2005-09-29,694.095
2005-09-30,700.93
2005-10-03,704.193
2005-10-04,689.337
2005-10-05,670.284
2005-10-06,656.477
2005-10-07,664.477
2005-10-10,664.477
2005-10-11,662.547
2005-10-12,658.309
2005-10-13,648.42
2005-10-14,650.673
2005-10-17,659.142
2005-10-18,643.337
2005-10-19,656.462
2005-10-20,641.997
2005-10-21,643.284
2005-10-24,644.734
2005-10-25,651.114
2005-10-26,648.517
2005-10-27,647.446
2005-10-28,647.145
2005-10-31,650.442
2005-11-01,651.191
2005-11-02,663.85
2005-11-03,670.732
2005-11-04,671.622
2005-11-07,663.855
2005-11-08,660.662
2005-11-09,664.785
2005-11-10,658.642
