Date,ISRAEL GROWTH Standard (Large+Mid Cap)
2001-12-07,57.725
2001-12-10,57.472
2001-12-11,57.849
2001-12-12,58.791
2001-12-13,58.214
2001-12-14,57.088
2001-12-17,60.484
2001-12-18,61.822
2001-12-19,60.758
2001-12-20,57.505
2001-12-21,58.205
2001-12-24,58.381
2001-12-25,58.381
2001-12-26,59.399
2001-12-27,58.621
2001-12-28,59.113
2001-12-31,59.136
2002-01-01,59.555
2002-01-02,60.185
2002-01-03,62.16
2002-01-04,63.837
2002-01-07,65.803
2002-01-08,65.246
2002-01-09,65.781
2002-01-10,65.425
2002-01-11,65.385
2002-01-14,63.477
2002-01-15,59.243
2002-01-16,56.753
2002-01-17,55.724
2002-01-18,56.587
2002-01-21,56.148
2002-01-22,55.621
2002-01-23,55.477
2002-01-24,57.009
2002-01-25,55.919
2002-01-28,56.224
2002-01-29,55.373
2002-01-30,53.686
2002-01-31,56.913
2002-02-01,56.343
2002-02-04,54.816
2002-02-05,53.299
2002-02-06,52.942
2002-02-07,52.575
2002-02-08,53.776
2002-02-11,52.238
2002-02-12,51.839
2002-02-13,52.36
2002-02-14,51.534
2002-02-15,50.763
2002-02-18,50.1
2002-02-19,49.046
2002-02-20,49.009
2002-02-21,47.79
2002-02-22,48.516
2002-02-25,49.476
2002-02-26,50.374
2002-02-27,49.093
2002-02-28,47.484
2002-03-01,49.022
2002-03-04,52.605
2002-03-05,52.649
2002-03-06,51.866
2002-03-07,52.592
2002-03-08,53.659
2002-03-11,54.057
2002-03-12,52.153
2002-03-13,51.158
2002-03-14,51.455
2002-03-15,50.537
2002-03-18,52.154
2002-03-19,51.679
2002-03-20,49.382
2002-03-21,51.024
2002-03-22,49.933
2002-03-25,50.295
2002-03-26,49.415
2002-03-27,49.289
2002-03-28,48.756
2002-03-29,48.756
2002-04-01,46.959
2002-04-02,45.854
2002-04-03,45.42
2002-04-04,41.075
2002-04-05,41.349
2002-04-08,42.007
2002-04-09,41.315
2002-04-10,41.463
2002-04-11,41.197
2002-04-12,41.21
2002-04-15,41.931
2002-04-16,42.061
2002-04-17,41.362
2002-04-18,41.785
2002-04-19,41.586
2002-04-22,40.381
2002-04-23,39.351
2002-04-24,39.09
2002-04-25,39.479
2002-04-26,38.473
2002-04-29,38.039
2002-04-30,39.107
2002-05-01,38.91
2002-05-02,38.704
2002-05-03,38.532
2002-05-06,38.726
2002-05-07,39.694
2002-05-08,41.456
2002-05-09,40.867
2002-05-10,40.247
2002-05-13,40.775
2002-05-14,42.527
2002-05-15,42.016
2002-05-16,42.506
2002-05-17,42.886
2002-05-20,44.23
2002-05-21,44.116
2002-05-22,42.892
2002-05-23,43.406
2002-05-24,43.419
2002-05-27,43.724
2002-05-28,43.48
2002-05-29,42.925
2002-05-30,43.015
2002-05-31,42.609
2002-06-03,42.553
2002-06-04,43.382
2002-06-05,42.874
2002-06-06,42.316
2002-06-07,42.008
2002-06-10,41.26
2002-06-11,40.456
2002-06-12,39.761
2002-06-13,40.283
2002-06-14,40.277
2002-06-17,41.23
2002-06-18,41.513
2002-06-19,41.012
2002-06-20,40.095
2002-06-21,40.001
2002-06-24,39.101
2002-06-25,38.982
2002-06-26,38.63
2002-06-27,40.076
2002-06-28,40.533
2002-07-01,39.646
2002-07-02,39.455
2002-07-03,40.541
2002-07-04,40.44
2002-07-05,40.288
2002-07-08,40.519
2002-07-09,40.353
2002-07-10,39.215
2002-07-11,36.745
2002-07-12,36.953
2002-07-15,39.197
2002-07-16,39.189
2002-07-17,40.121
2002-07-18,40.017
2002-07-19,39.89
2002-07-22,39.416
2002-07-23,38.096
2002-07-24,38.529
2002-07-25,38.293
2002-07-26,38.718
2002-07-29,41.465
2002-07-30,42.295
2002-07-31,42.051
2002-08-01,42.063
2002-08-02,42.127
2002-08-05,40.866
2002-08-06,41.72
2002-08-07,41.944
2002-08-08,43.283
2002-08-09,43.195
2002-08-12,42.954
2002-08-13,42.782
2002-08-14,44.003
2002-08-15,44.558
2002-08-16,44.655
2002-08-19,45.161
2002-08-20,44.666
2002-08-21,45.158
2002-08-22,44.637
2002-08-23,44.625
2002-08-26,44.792
2002-08-27,44.09
2002-08-28,43.058
2002-08-29,43.1
2002-08-30,42.607
2002-09-02,42.893
2002-09-03,41.611
2002-09-04,42.206
2002-09-05,42.031
2002-09-06,42.722
2002-09-09,43.625
2002-09-10,44.04
2002-09-11,44.368
2002-09-12,43.72
2002-09-13,43.94
2002-09-16,43.417
2002-09-17,44.355
2002-09-18,43.825
2002-09-19,42.805
2002-09-20,42.385
2002-09-23,41.857
2002-09-24,41.885
2002-09-25,42.388
2002-09-26,42.425
2002-09-27,41.885
2002-09-30,40.818
2002-10-01,40.788
2002-10-02,41.028
2002-10-03,41.257
2002-10-04,41.371
2002-10-07,40.275
2002-10-08,39.9
2002-10-09,39.865
2002-10-10,40.848
2002-10-11,41.591
2002-10-14,41.684
2002-10-15,42.605
2002-10-16,41.798
2002-10-17,42.826
2002-10-18,40.315
2002-10-21,40.899
2002-10-22,41.102
2002-10-23,41.567
2002-10-24,41.971
2002-10-25,42.345
2002-10-28,41.64
2002-10-29,41.686
2002-10-30,44.098
2002-10-31,43.95
2002-11-01,44.445
2002-11-04,46.213
2002-11-05,45.972
2002-11-06,46.259
2002-11-07,45.72
2002-11-08,45.515
2002-11-11,44.116
2002-11-12,43.607
2002-11-13,43.584
2002-11-14,44.827
2002-11-15,45.385
2002-11-18,46.305
2002-11-19,45.567
2002-11-20,46.66
2002-11-21,48.301
2002-11-22,47.997
2002-11-25,47.462
2002-11-26,47.382
2002-11-27,48.143
2002-11-28,48.745
2002-11-29,48.836
2002-12-02,49.277
2002-12-03,47.796
2002-12-04,48.234
2002-12-05,48.686
2002-12-06,48.324
2002-12-09,48.206
2002-12-10,47.966
2002-12-11,47.868
2002-12-12,47.81
2002-12-13,47.841
2002-12-16,48.111
2002-12-17,47.798
2002-12-18,48.31
2002-12-19,48.93
2002-12-20,48.981
2002-12-23,46.284
2002-12-24,45.82
2002-12-25,45.329
2002-12-26,45.239
2002-12-27,44.949
2002-12-30,45.914
2002-12-31,46.047
2003-01-01,47.216
2003-01-02,47.194
2003-01-03,47.086
2003-01-06,47.862
2003-01-07,46.852
2003-01-08,48.013
2003-01-09,47.44
2003-01-10,47.529
2003-01-13,46.638
2003-01-14,46.539
2003-01-15,46.025
2003-01-16,46.14
2003-01-17,45.826
2003-01-20,46.907
2003-01-21,47.099
2003-01-22,46.971
2003-01-23,46.821
2003-01-24,46.674
2003-01-27,46.385
2003-01-28,46.357
2003-01-29,46.621
2003-01-30,47.144
2003-01-31,46.978
2003-02-03,46.924
2003-02-04,46.059
2003-02-05,44.755
2003-02-06,44.454
2003-02-07,44.425
2003-02-10,44.148
2003-02-11,45.114
2003-02-12,44.881
2003-02-13,42.918
2003-02-14,43.171
2003-02-17,46.211
2003-02-18,46.166
2003-02-19,46.033
2003-02-20,46.214
2003-02-21,46.292
2003-02-24,45.613
2003-02-25,45.565
2003-02-26,45.874
2003-02-27,46.427
2003-02-28,46.562
2003-03-03,46.727
2003-03-04,46.366
2003-03-05,45.321
2003-03-06,45.591
2003-03-07,45.582
2003-03-10,44.946
2003-03-11,44.612
2003-03-12,44.851
2003-03-13,45.257
2003-03-14,45.021
2003-03-17,46.711
2003-03-18,46.721
2003-03-19,48.681
2003-03-20,48.945
2003-03-21,49.049
2003-03-24,50.221
2003-03-25,50.821
2003-03-26,53.232
2003-03-27,53.212
2003-03-28,53.156
2003-03-31,52.194
2003-04-01,52.459
2003-04-02,54.527
2003-04-03,55.307
2003-04-04,55.153
2003-04-07,55.406
2003-04-08,55.353
2003-04-09,56.023
2003-04-10,55.021
2003-04-11,54.939
2003-04-14,56.268
2003-04-15,57.094
2003-04-16,57.181
2003-04-17,57.181
2003-04-18,57.181
2003-04-21,58.475
2003-04-22,58.183
2003-04-23,58.183
2003-04-24,57.495
2003-04-25,57.433
2003-04-28,58.332
2003-04-29,59.112
2003-04-30,58.956
2003-05-01,59.125
2003-05-02,59.757
2003-05-05,58.073
2003-05-06,58.399
2003-05-07,58.458
2003-05-08,57.899
2003-05-09,58.094
2003-05-12,59.254
2003-05-13,59.606
2003-05-14,59.583
2003-05-15,59.412
2003-05-16,59.452
2003-05-19,58.555
2003-05-20,57.49
2003-05-21,56.64
2003-05-22,58.267
2003-05-23,58.932
2003-05-26,60.879
2003-05-27,60.089
2003-05-28,61.963
2003-05-29,61.261
2003-05-30,61.373
2003-06-02,62.2
2003-06-03,62.204
2003-06-04,62.188
2003-06-05,62.457
2003-06-06,62.931
2003-06-09,63.194
2003-06-10,63.389
2003-06-11,63.499
2003-06-12,65.074
2003-06-13,64.33
2003-06-16,68.1
2003-06-17,68.842
2003-06-18,68.13
2003-06-19,68.067
2003-06-20,67.887
2003-06-23,66.353
2003-06-24,65.435
2003-06-25,66.421
2003-06-26,67.569
2003-06-27,67.74
2003-06-30,68.902
2003-07-01,68.966
2003-07-02,69.976
2003-07-03,70.054
2003-07-04,70.108
2003-07-07,71.204
2003-07-08,70.428
2003-07-09,70.616
2003-07-10,69.411
2003-07-11,69.478
2003-07-14,69.649
2003-07-15,69.183
2003-07-16,69.812
2003-07-17,68.862
2003-07-18,68.916
2003-07-21,64.831
2003-07-22,64.614
2003-07-23,63.447
2003-07-24,63.44
2003-07-25,63.936
2003-07-28,66.099
2003-07-29,67.451
2003-07-30,66.794
2003-07-31,66.518
2003-08-01,65.992
2003-08-04,65.598
2003-08-05,65.395
2003-08-06,63.685
2003-08-07,63.857
2003-08-08,63.506
2003-08-11,63.683
2003-08-12,63.458
2003-08-13,64.667
2003-08-14,64.918
2003-08-15,64.871
2003-08-18,65.375
2003-08-19,66.231
2003-08-20,65.815
2003-08-21,66.327
2003-08-22,66.037
2003-08-25,67.226
2003-08-26,66.608
2003-08-27,66.886
2003-08-28,67.653
2003-08-29,68.302
2003-09-01,67.935
2003-09-02,69.128
2003-09-03,71.343
2003-09-04,72.616
2003-09-05,72.307
2003-09-08,72.643
2003-09-09,72.122
2003-09-10,70.621
2003-09-11,70.285
2003-09-12,69.744
2003-09-15,70.037
2003-09-16,70.024
2003-09-17,70.313
2003-09-18,70.934
2003-09-19,70.559
2003-09-22,69.596
2003-09-23,69.712
2003-09-24,69.12
2003-09-25,67.924
2003-09-26,67.361
2003-09-29,66.729
2003-09-30,66.273
2003-10-01,67.814
2003-10-02,68.27
2003-10-03,69.388
2003-10-06,69.664
2003-10-07,67.895
2003-10-08,67.734
2003-10-09,68.514
2003-10-10,68.622
2003-10-13,68.742
2003-10-14,69.061
2003-10-15,70.143
2003-10-16,70.403
2003-10-17,69.717
2003-10-20,68.924
2003-10-21,68.843
2003-10-22,67.223
2003-10-23,66.189
2003-10-24,65.776
2003-10-27,66.764
2003-10-28,68.858
2003-10-29,69.698
2003-10-30,68.715
2003-10-31,68.394
2003-11-03,69.594
2003-11-04,69.336
2003-11-05,69.136
2003-11-06,69.099
2003-11-07,69.138
2003-11-10,68.784
2003-11-11,68.179
2003-11-12,68.863
2003-11-13,69.478
2003-11-14,68.726
2003-11-17,67.864
2003-11-18,67.855
2003-11-19,67.875
2003-11-20,66.844
2003-11-21,66.988
2003-11-24,67.642
2003-11-25,68.249
2003-11-26,69.511
2003-11-27,70.609
2003-11-28,70.674
2003-12-01,71.089
2003-12-02,71.773
2003-12-03,72.379
2003-12-04,70.257
2003-12-05,70.146
2003-12-08,68.775
2003-12-09,69.788
2003-12-10,68.269
2003-12-11,69.028
2003-12-12,68.983
2003-12-15,68.287
2003-12-16,67.842
2003-12-17,68.223
2003-12-18,67.813
2003-12-19,67.995
2003-12-22,67.404
2003-12-23,66.718
2003-12-24,66.975
2003-12-25,66.225
2003-12-26,66.12
2003-12-29,67.351
2003-12-30,66.898
2003-12-31,67.139
2004-01-01,67.139
2004-01-02,67.119
2004-01-05,69.316
2004-01-06,70.265
2004-01-07,69.097
2004-01-08,69.924
2004-01-09,70.058
2004-01-12,69.833
2004-01-13,70.994
2004-01-14,70.279
2004-01-15,69.98
2004-01-16,70.302
2004-01-19,70.855
2004-01-20,71.224
2004-01-21,69.824
2004-01-22,69.869
2004-01-23,69.888
2004-01-26,74.061
2004-01-27,73.747
2004-01-28,74.039
2004-01-29,73.525
2004-01-30,73.473
2004-02-02,74.35
2004-02-03,74.509
2004-02-04,75.883
2004-02-05,77.147
2004-02-06,77.359
2004-02-09,77.329
2004-02-10,76.765
2004-02-11,77.299
2004-02-12,77.689
2004-02-13,77.812
2004-02-16,78.336
2004-02-17,79.031
2004-02-18,76.518
2004-02-19,77.314
2004-02-20,77.167
2004-02-23,76.298
2004-02-24,76.002
2004-02-25,76.728
2004-02-26,77.033
2004-02-27,76.961
2004-03-01,78.018
2004-03-02,78.823
2004-03-03,77.561
2004-03-04,77.307
2004-03-05,77.465
2004-03-08,77.324
2004-03-09,76.413
2004-03-10,76.225
2004-03-11,74.615
2004-03-12,74.596
2004-03-15,75.56
2004-03-16,74.961
2004-03-17,75.104
2004-03-18,75.292
2004-03-19,75.254
2004-03-22,73.45
2004-03-23,73.257
2004-03-24,73.021
2004-03-25,73.886
2004-03-26,73.937
2004-03-29,73.997
2004-03-30,73.832
2004-03-31,75.657
2004-04-01,75.655
2004-04-02,75.709
2004-04-05,76.79
2004-04-06,76.736
2004-04-07,77.026
2004-04-08,77.279
2004-04-09,77.279
2004-04-12,77.143
2004-04-13,76.611
2004-04-14,74.304
2004-04-15,74.861
2004-04-16,74.361
2004-04-19,76.568
2004-04-20,77.028
2004-04-21,77.581
2004-04-22,77.199
2004-04-23,77.3
2004-04-26,76.452
2004-04-27,76.421
2004-04-28,78.186
2004-04-29,76.867
2004-04-30,76.767
2004-05-03,73.989
2004-05-04,75.035
2004-05-05,74.781
2004-05-06,74.629
2004-05-07,74.518
2004-05-10,72.967
2004-05-11,74.082
2004-05-12,74.425
2004-05-13,74.805
2004-05-14,74.774
2004-05-17,75.551
2004-05-18,75.844
2004-05-19,76.724
2004-05-20,75.357
2004-05-21,75.675
2004-05-24,76.794
2004-05-25,77.029
2004-05-26,77.028
2004-05-27,77.648
2004-05-28,77.388
2004-05-31,77.143
2004-06-01,77.759
2004-06-02,78.066
2004-06-03,77.917
2004-06-04,77.756
2004-06-07,78.066
2004-06-08,78.187
2004-06-09,78.391
2004-06-10,78.072
2004-06-11,77.974
2004-06-14,78.021
2004-06-15,78.087
2004-06-16,79.68
2004-06-17,80.418
2004-06-18,80.419
2004-06-21,81.263
2004-06-22,80.885
2004-06-23,80.677
2004-06-24,81.203
2004-06-25,81.223
2004-06-28,79.826
2004-06-29,79.815
2004-06-30,80.322
2004-07-01,79.838
2004-07-02,79.892
2004-07-05,79.029
2004-07-06,78.533
2004-07-07,79.551
2004-07-08,79.983
2004-07-09,80.072
2004-07-12,78.545
2004-07-13,77.357
2004-07-14,77.242
2004-07-15,76.82
2004-07-16,76.842
2004-07-19,75.055
2004-07-20,75.941
2004-07-21,76.517
2004-07-22,74.609
2004-07-23,74.504
2004-07-26,72.957
2004-07-27,73.036
2004-07-28,67.973
2004-07-29,69.603
2004-07-30,69.699
2004-08-02,69.877
2004-08-03,69.374
2004-08-04,68.221
2004-08-05,70.263
2004-08-06,70.398
2004-08-09,67.465
2004-08-10,66.337
2004-08-11,63.487
2004-08-12,63.134
2004-08-13,62.971
2004-08-16,63.849
2004-08-17,65.861
2004-08-18,65.187
2004-08-19,66.42
2004-08-20,66.609
2004-08-23,65.752
2004-08-24,66.383
2004-08-25,66.662
2004-08-26,67.216
2004-08-27,67.139
2004-08-30,66.652
2004-08-31,65.842
2004-09-01,64.018
2004-09-02,63.152
2004-09-03,62.945
2004-09-06,64.026
2004-09-07,64.806
2004-09-08,66.186
2004-09-09,66.056
2004-09-10,66.165
2004-09-13,65.519
2004-09-14,65.568
2004-09-15,65.58
2004-09-16,65.69
2004-09-17,65.649
2004-09-20,66.856
2004-09-21,66.82
2004-09-22,66.6
2004-09-23,62.849
2004-09-24,62.872
2004-09-27,63.474
2004-09-28,62.67
2004-09-29,62.64
2004-09-30,62.699
2004-10-01,62.897
2004-10-04,65.176
2004-10-05,64.603
2004-10-06,64.624
2004-10-07,64.512
2004-10-08,64.552
2004-10-11,61.849
2004-10-12,61.134
2004-10-13,61.862
2004-10-14,61.649
2004-10-15,61.535
2004-10-18,59.387
2004-10-19,59.463
2004-10-20,59.841
2004-10-21,60.853
2004-10-22,60.642
2004-10-25,60.83
2004-10-26,61.115
2004-10-27,62.003
2004-10-28,62.063
2004-10-29,62.137
2004-11-01,63.323
2004-11-02,59.764
2004-11-03,60.138
2004-11-04,61.083
2004-11-05,61.168
2004-11-08,60.429
2004-11-09,61.491
2004-11-10,62.571
2004-11-11,63.866
2004-11-12,64.147
2004-11-15,66.038
2004-11-16,66.117
2004-11-17,66.745
2004-11-18,67.561
2004-11-19,67.744
2004-11-22,66.746
2004-11-23,66.025
2004-11-24,65.637
2004-11-25,67.28
2004-11-26,67.404
2004-11-29,67.058
2004-11-30,66.956
2004-12-01,67.303
2004-12-02,67.789
2004-12-03,67.875
2004-12-06,69.414
2004-12-07,69.404
2004-12-08,68.849
2004-12-09,69.378
2004-12-10,69.239
2004-12-13,71.371
2004-12-14,71.492
2004-12-15,71.407
2004-12-16,70.468
2004-12-17,70.384
2004-12-20,71.18
2004-12-21,70.993
2004-12-22,71.261
2004-12-23,71.443
2004-12-24,71.698
2004-12-27,71.656
2004-12-28,71.002
2004-12-29,71.349
2004-12-30,71.499
2004-12-31,71.86
2005-01-03,72.126
2005-01-04,70.242
2005-01-05,67.97
2005-01-06,67.77
2005-01-07,67.905
2005-01-10,68.486
2005-01-11,69.257
2005-01-12,69.873
2005-01-13,69.476
2005-01-14,69.52
2005-01-17,66.949
2005-01-18,67.02
2005-01-19,67.711
2005-01-20,68.287
2005-01-21,68.328
2005-01-24,66.582
2005-01-25,65.4
2005-01-26,66.61
2005-01-27,66.499
2005-01-28,66.352
2005-01-31,68.981
2005-02-01,69.036
2005-02-02,70.105
2005-02-03,70.127
2005-02-04,70.599
2005-02-07,70.612
2005-02-08,70.927
2005-02-09,70.619
2005-02-10,69.864
2005-02-11,69.976
2005-02-14,71.102
2005-02-15,67.335
2005-02-16,67.429
2005-02-17,67.077
2005-02-18,67.196
2005-02-21,65.736
2005-02-22,65.461
2005-02-23,66.489
2005-02-24,66.499
2005-02-25,66.43
2005-02-28,71.544
2005-03-01,70.833
2005-03-02,70.212
2005-03-03,70.462
2005-03-04,70.497
2005-03-07,70.187
2005-03-08,71.264
2005-03-09,71.402
2005-03-10,72.464
2005-03-11,72.58
2005-03-14,73.527
2005-03-15,72.31
2005-03-16,71.451
2005-03-17,71.676
2005-03-18,71.601
2005-03-21,70.707
2005-03-22,70.403
2005-03-23,69.272
2005-03-24,70.182
2005-03-25,70.182
2005-03-28,71.938
2005-03-29,71.227
2005-03-30,70.645
2005-03-31,72.684
2005-04-01,72.741
2005-04-04,71.84
2005-04-05,73.421
2005-04-06,74.168
2005-04-07,74.571
2005-04-08,74.401
2005-04-11,75.155
2005-04-12,74.931
2005-04-13,74.454
2005-04-14,74.593
2005-04-15,74.299
2005-04-18,74.031
2005-04-19,74.834
2005-04-20,74.324
2005-04-21,74.707
2005-04-22,74.689
2005-04-25,74.244
2005-04-26,73.233
2005-04-27,72.692
2005-04-28,72.325
2005-04-29,72.518
2005-05-02,72.42
2005-05-03,70.585
2005-05-04,72.26
2005-05-05,73.327
2005-05-06,73.273
2005-05-09,74.185
2005-05-10,74.753
2005-05-11,74.687
2005-05-12,74.497
2005-05-13,74.497
2005-05-16,75.781
2005-05-17,75.843
2005-05-18,76.683
2005-05-19,77.102
2005-05-20,76.874
2005-05-23,76.435
2005-05-24,76.712
2005-05-25,77.735
2005-05-26,78.26
2005-05-27,78.17
2005-05-30,78.104
2005-05-31,77.4
2005-06-01,77.632
2005-06-02,78.623
2005-06-03,78.577
2005-06-06,74.462
2005-06-07,74.794
2005-06-08,75.838
2005-06-09,75.596
2005-06-10,75.596
2005-06-13,75.45
2005-06-14,75.622
2005-06-15,75.849
2005-06-16,75.158
2005-06-17,75.388
2005-06-20,74.234
2005-06-21,74.164
2005-06-22,74.097
2005-06-23,72.833
2005-06-24,72.723
2005-06-27,71.357
2005-06-28,72.458
2005-06-29,72.887
2005-06-30,72.074
2005-07-01,72.041
2005-07-04,70.828
2005-07-05,71.137
2005-07-06,71.277
2005-07-07,69.419
2005-07-08,69.464
2005-07-11,71.86
2005-07-12,71.289
2005-07-13,70.714
2005-07-14,70.349
2005-07-15,70.127
2005-07-18,69.837
2005-07-19,70.656
2005-07-20,71.832
2005-07-21,71.857
2005-07-22,71.958
2005-07-25,75.727
2005-07-26,74.04
2005-07-27,74.218
2005-07-28,74.427
2005-07-29,74.471
2005-08-01,73.734
2005-08-02,75.569
2005-08-03,75.511
2005-08-04,75.853
2005-08-05,75.908
2005-08-08,76.435
2005-08-09,75.31
2005-08-10,76.186
2005-08-11,75.746
2005-08-12,75.516
2005-08-15,76.416
2005-08-16,75.574
2005-08-17,76.027
2005-08-18,77.179
2005-08-19,77.229
2005-08-22,77.072
2005-08-23,76.214
2005-08-24,75.328
2005-08-25,75.137
2005-08-26,74.857
2005-08-29,74.32
2005-08-30,74.657
2005-08-31,75.035
2005-09-01,75.861
2005-09-02,75.992
2005-09-05,76.591
2005-09-06,78.743
2005-09-07,77.516
2005-09-08,77.925
2005-09-09,77.97
2005-09-12,77.498
2005-09-13,78.021
2005-09-14,78.228
2005-09-15,78.084
2005-09-16,78.191
2005-09-19,77.423
2005-09-20,77.569
2005-09-21,76.962
2005-09-22,77.093
2005-09-23,76.939
2005-09-26,77.159
2005-09-27,77.194
2005-09-28,77.666
2005-09-29,78.512
2005-09-30,78.769
2005-10-03,78.53
2005-10-04,78.581
2005-10-05,78.423
2005-10-06,80.556
2005-10-07,80.516
2005-10-10,80.46
2005-10-11,78.783
2005-10-12,78.237
2005-10-13,78.12
2005-10-14,78.345
2005-10-17,79.453
2005-10-18,79.443
2005-10-19,80.512
2005-10-20,83.169
2005-10-21,83.833
2005-10-24,85.688
2005-10-25,85.959
2005-10-26,87.78
2005-10-27,87.443
2005-10-28,86.874
2005-10-31,85.723
2005-11-01,88.031
2005-11-02,88.289
2005-11-03,88.337
2005-11-04,88.385
2005-11-07,88.123
2005-11-08,87.715
