Date,ISRAEL GROWTH Standard (Large+Mid Cap)
2002-07-05,127.446
2002-07-08,128.175
2002-07-09,127.652
2002-07-10,124.05
2002-07-11,116.238
2002-07-12,116.895
2002-07-15,123.994
2002-07-16,123.969
2002-07-17,126.917
2002-07-18,126.589
2002-07-19,126.184
2002-07-22,124.687
2002-07-23,120.511
2002-07-24,121.882
2002-07-25,121.135
2002-07-26,122.48
2002-07-29,131.167
2002-07-30,133.793
2002-07-31,133.023
2002-08-01,133.059
2002-08-02,133.264
2002-08-05,129.273
2002-08-06,131.974
2002-08-07,132.683
2002-08-08,136.919
2002-08-09,136.64
2002-08-12,135.878
2002-08-13,135.333
2002-08-14,139.198
2002-08-15,140.951
2002-08-16,141.258
2002-08-19,142.859
2002-08-20,141.295
2002-08-21,142.851
2002-08-22,141.236
2002-08-23,141.198
2002-08-26,141.726
2002-08-27,139.504
2002-08-28,136.241
2002-08-29,136.372
2002-08-30,134.812
2002-09-02,135.717
2002-09-03,131.662
2002-09-04,133.545
2002-09-05,132.99
2002-09-06,135.177
2002-09-09,138.034
2002-09-10,139.346
2002-09-11,140.384
2002-09-12,138.334
2002-09-13,139.029
2002-09-16,137.377
2002-09-17,140.344
2002-09-18,138.666
2002-09-19,135.439
2002-09-20,134.111
2002-09-23,132.44
2002-09-24,132.529
2002-09-25,134.119
2002-09-26,134.237
2002-09-27,132.528
2002-09-30,129.151
2002-10-01,129.058
2002-10-02,129.818
2002-10-03,130.54
2002-10-04,130.902
2002-10-07,127.434
2002-10-08,126.247
2002-10-09,126.135
2002-10-10,129.246
2002-10-11,131.597
2002-10-14,131.894
2002-10-15,134.807
2002-10-16,132.252
2002-10-17,135.505
2002-10-18,127.562
2002-10-21,129.408
2002-10-22,130.051
2002-10-23,131.523
2002-10-24,132.8
2002-10-25,133.983
2002-10-28,131.753
2002-10-29,131.897
2002-10-30,139.53
2002-10-31,139.061
2002-11-01,140.629
2002-11-04,146.221
2002-11-05,145.46
2002-11-06,146.368
2002-11-07,144.663
2002-11-08,144.012
2002-11-11,139.588
2002-11-12,138.01
2002-11-13,137.937
2002-11-14,141.87
2002-11-15,143.636
2002-11-18,146.547
2002-11-19,144.213
2002-11-20,147.671
2002-11-21,152.864
2002-11-22,151.904
2002-11-25,150.211
2002-11-26,149.958
2002-11-27,152.367
2002-11-28,154.271
2002-11-29,154.559
2002-12-02,155.953
2002-12-03,151.269
2002-12-04,152.655
2002-12-05,154.084
2002-12-06,152.939
2002-12-09,152.565
2002-12-10,151.806
2002-12-11,151.494
2002-12-12,151.313
2002-12-13,151.41
2002-12-16,152.264
2002-12-17,151.275
2002-12-18,152.893
2002-12-19,154.856
2002-12-20,155.019
2002-12-23,146.481
2002-12-24,145.012
2002-12-25,143.46
2002-12-26,143.173
2002-12-27,142.256
2002-12-30,145.311
2002-12-31,145.733
2003-01-01,149.432
2003-01-02,149.361
2003-01-03,149.019
2003-01-06,151.476
2003-01-07,148.279
2003-01-08,151.955
2003-01-09,150.141
2003-01-10,150.422
2003-01-13,147.602
2003-01-14,147.29
2003-01-15,145.664
2003-01-16,146.026
2003-01-17,145.033
2003-01-20,148.452
2003-01-21,149.063
2003-01-22,148.656
2003-01-23,148.181
2003-01-24,147.717
2003-01-27,146.802
2003-01-28,146.712
2003-01-29,147.55
2003-01-30,149.203
2003-01-31,148.678
2003-02-03,148.509
2003-02-04,145.771
2003-02-05,141.643
2003-02-06,140.69
2003-02-07,140.597
2003-02-10,139.72
2003-02-11,142.78
2003-02-12,142.04
2003-02-13,135.829
2003-02-14,136.631
2003-02-17,146.251
2003-02-18,146.109
2003-02-19,145.689
2003-02-20,146.262
2003-02-21,146.507
2003-02-24,144.357
2003-02-25,144.206
2003-02-26,145.183
2003-02-27,147.001
2003-02-28,147.428
2003-03-03,147.951
2003-03-04,146.809
2003-03-05,143.498
2003-03-06,144.355
2003-03-07,144.325
2003-03-10,142.313
2003-03-11,141.254
2003-03-12,142.011
2003-03-13,143.295
2003-03-14,142.551
2003-03-17,147.9
2003-03-18,147.931
2003-03-19,154.138
2003-03-20,154.975
2003-03-21,155.302
2003-03-24,159.015
2003-03-25,160.915
2003-03-26,168.549
2003-03-27,168.486
2003-03-28,168.307
2003-03-31,165.261
2003-04-01,166.101
2003-04-02,172.648
2003-04-03,175.118
2003-04-04,174.631
2003-04-07,175.432
2003-04-08,175.263
2003-04-09,177.384
2003-04-10,174.214
2003-04-11,173.952
2003-04-14,178.161
2003-04-15,180.775
2003-04-16,181.052
2003-04-17,181.052
2003-04-18,181.052
2003-04-21,185.147
2003-04-22,184.225
2003-04-23,184.225
2003-04-24,182.047
2003-04-25,181.848
2003-04-28,184.695
2003-04-29,187.164
2003-04-30,186.671
2003-05-01,187.206
2003-05-02,189.208
2003-05-05,183.876
2003-05-06,184.907
2003-05-07,185.094
2003-05-08,183.325
2003-05-09,183.942
2003-05-12,187.614
2003-05-13,188.801
2003-05-14,188.73
2003-05-15,188.187
2003-05-16,188.313
2003-05-19,185.473
2003-05-20,182.099
2003-05-21,179.407
2003-05-22,184.561
2003-05-23,186.666
2003-05-26,192.835
2003-05-27,190.332
2003-05-28,196.267
2003-05-29,194.044
2003-05-30,194.398
2003-06-02,197.019
2003-06-03,197.03
2003-06-04,196.978
2003-06-05,197.831
2003-06-06,199.334
2003-06-09,200.166
2003-06-10,200.785
2003-06-11,201.133
2003-06-12,206.121
2003-06-13,203.764
2003-06-16,215.706
2003-06-17,218.057
2003-06-18,215.802
2003-06-19,215.603
2003-06-20,215.03
2003-06-23,210.171
2003-06-24,207.265
2003-06-25,210.387
2003-06-26,214.024
2003-06-27,214.567
2003-06-30,218.246
2003-07-01,218.451
2003-07-02,221.65
2003-07-03,221.894
2003-07-04,222.067
2003-07-07,225.538
2003-07-08,223.08
2003-07-09,223.675
2003-07-10,219.859
2003-07-11,220.071
2003-07-14,220.614
2003-07-15,219.138
2003-07-16,221.129
2003-07-17,218.121
2003-07-18,218.291
2003-07-21,205.352
2003-07-22,204.664
2003-07-23,200.968
2003-07-24,200.945
2003-07-25,202.518
2003-07-28,209.368
2003-07-29,213.651
2003-07-30,211.57
2003-07-31,210.694
2003-08-01,209.029
2003-08-04,207.78
2003-08-05,207.138
2003-08-06,201.721
2003-08-07,202.267
2003-08-08,201.154
2003-08-11,201.715
2003-08-12,201.001
2003-08-13,204.877
2003-08-14,205.673
2003-08-15,205.524
2003-08-18,207.12
2003-08-19,209.833
2003-08-20,208.516
2003-08-21,210.137
2003-08-22,209.217
2003-08-25,212.987
2003-08-26,211.026
2003-08-27,211.909
2003-08-28,214.338
2003-08-29,216.393
2003-09-01,215.231
2003-09-02,219.013
2003-09-03,226.03
2003-09-04,230.062
2003-09-05,229.084
2003-09-08,230.149
2003-09-09,228.497
2003-09-10,223.741
2003-09-11,222.677
2003-09-12,220.964
2003-09-15,221.892
2003-09-16,221.85
2003-09-17,222.766
2003-09-18,224.732
2003-09-19,223.545
2003-09-22,220.494
2003-09-23,220.862
2003-09-24,218.987
2003-09-25,215.195
2003-09-26,213.414
2003-09-29,211.412
2003-09-30,209.965
2003-10-01,214.848
2003-10-02,216.294
2003-10-03,219.835
2003-10-06,220.71
2003-10-07,215.104
2003-10-08,214.593
2003-10-09,217.065
2003-10-10,217.409
2003-10-13,217.789
2003-10-14,218.799
2003-10-15,222.226
2003-10-16,223.05
2003-10-17,220.878
2003-10-20,218.364
2003-10-21,218.11
2003-10-22,212.975
2003-10-23,209.699
2003-10-24,208.391
2003-10-27,211.52
2003-10-28,218.156
2003-10-29,220.818
2003-10-30,217.703
2003-10-31,216.687
2003-11-03,220.486
2003-11-04,219.669
2003-11-05,219.036
2003-11-06,218.92
2003-11-07,219.042
2003-11-10,217.923
2003-11-11,216.005
2003-11-12,218.172
2003-11-13,220.119
2003-11-14,217.737
2003-11-17,215.008
2003-11-18,215.024
2003-11-19,215.085
2003-11-20,211.82
2003-11-21,212.276
2003-11-24,214.35
2003-11-25,216.271
2003-11-26,220.272
2003-11-27,223.75
2003-11-28,223.955
2003-12-01,225.273
2003-12-02,227.438
2003-12-03,229.358
2003-12-04,222.635
2003-12-05,222.282
2003-12-08,217.938
2003-12-09,221.149
2003-12-10,216.336
2003-12-11,218.742
2003-12-12,218.596
2003-12-15,216.391
2003-12-16,214.982
2003-12-17,216.189
2003-12-18,214.89
2003-12-19,215.468
2003-12-22,213.595
2003-12-23,211.42
2003-12-24,212.235
2003-12-25,209.859
2003-12-26,209.527
2003-12-29,213.427
2003-12-30,211.991
2003-12-31,212.753
2004-01-01,212.753
2004-01-02,212.691
2004-01-05,219.654
2004-01-06,222.66
2004-01-07,218.957
2004-01-08,221.58
2004-01-09,222.005
2004-01-12,221.291
2004-01-13,224.971
2004-01-14,222.704
2004-01-15,221.757
2004-01-16,222.776
2004-01-19,224.529
2004-01-20,225.701
2004-01-21,221.262
2004-01-22,221.406
2004-01-23,221.467
2004-01-26,234.688
2004-01-27,233.693
2004-01-28,234.621
2004-01-29,232.99
2004-01-30,232.827
2004-02-02,235.604
2004-02-03,236.108
2004-02-04,240.462
2004-02-05,244.469
2004-02-06,245.139
2004-02-09,245.045
2004-02-10,243.258
2004-02-11,244.949
2004-02-12,246.185
2004-02-13,246.575
2004-02-16,248.236
2004-02-17,250.439
2004-02-18,242.477
2004-02-19,244.999
2004-02-20,244.531
2004-02-23,241.778
2004-02-24,240.839
2004-02-25,243.142
2004-02-26,244.198
2004-02-27,243.97
2004-03-01,247.32
2004-03-02,249.87
2004-03-03,245.87
2004-03-04,245.067
2004-03-05,245.566
2004-03-08,245.12
2004-03-09,242.233
2004-03-10,241.634
2004-03-11,236.533
2004-03-12,236.47
2004-03-15,239.526
2004-03-16,237.628
2004-03-17,238.081
2004-03-18,238.677
2004-03-19,238.556
2004-03-22,232.838
2004-03-23,232.227
2004-03-24,231.479
2004-03-25,234.22
2004-03-26,234.383
2004-03-29,234.573
2004-03-30,234.049
2004-03-31,239.836
2004-04-01,239.828
2004-04-02,240.0
2004-04-05,243.425
2004-04-06,243.255
2004-04-07,244.174
2004-04-08,244.978
2004-04-09,244.978
2004-04-12,244.545
2004-04-13,242.859
2004-04-14,235.545
2004-04-15,237.31
2004-04-16,235.726
2004-04-19,242.721
2004-04-20,244.179
2004-04-21,245.934
2004-04-22,244.721
2004-04-23,245.044
2004-04-26,242.356
2004-04-27,242.258
2004-04-28,247.85
2004-04-29,243.671
2004-04-30,243.352
2004-05-03,234.546
2004-05-04,237.863
2004-05-05,237.057
2004-05-06,236.577
2004-05-07,236.224
2004-05-10,231.307
2004-05-11,234.843
2004-05-12,235.93
2004-05-13,237.223
2004-05-14,237.123
2004-05-17,239.586
2004-05-18,240.517
2004-05-19,243.308
2004-05-20,238.972
2004-05-21,239.98
2004-05-24,243.53
2004-05-25,244.274
2004-05-26,244.271
2004-05-27,246.238
2004-05-28,245.412
2004-05-31,244.637
2004-06-01,246.59
2004-06-02,247.563
2004-06-03,247.089
2004-06-04,246.579
2004-06-07,247.563
2004-06-08,247.946
2004-06-09,248.592
2004-06-10,247.583
2004-06-11,247.271
2004-06-14,247.421
2004-06-15,247.63
2004-06-16,252.68
2004-06-17,255.023
2004-06-18,255.023
2004-06-21,257.699
2004-06-22,256.503
2004-06-23,255.842
2004-06-24,257.509
2004-06-25,257.575
2004-06-28,253.145
2004-06-29,253.108
2004-06-30,254.717
2004-07-01,253.182
2004-07-02,253.352
2004-07-05,250.617
2004-07-06,249.042
2004-07-07,252.271
2004-07-08,253.641
2004-07-09,253.923
2004-07-12,249.08
2004-07-13,245.316
2004-07-14,244.949
2004-07-15,243.611
2004-07-16,243.679
2004-07-19,238.015
2004-07-20,240.825
2004-07-21,242.652
2004-07-22,236.6
2004-07-23,236.266
2004-07-26,231.36
2004-07-27,231.612
2004-07-28,215.557
2004-07-29,220.724
2004-07-30,221.028
2004-08-02,221.592
2004-08-03,219.999
2004-08-04,216.341
2004-08-05,222.817
2004-08-06,223.247
2004-08-09,213.945
2004-08-10,210.367
2004-08-11,201.329
2004-08-12,200.296
2004-08-13,199.78
2004-08-16,202.563
2004-08-17,208.947
2004-08-18,206.809
2004-08-19,210.729
2004-08-20,211.33
2004-08-23,208.612
2004-08-24,210.614
2004-08-25,211.498
2004-08-26,213.257
2004-08-27,213.01
2004-08-30,211.465
2004-08-31,208.895
2004-09-01,203.109
2004-09-02,200.361
2004-09-03,199.704
2004-09-06,203.134
2004-09-07,205.609
2004-09-08,209.986
2004-09-09,209.576
2004-09-10,209.92
2004-09-13,207.872
2004-09-14,208.028
2004-09-15,208.066
2004-09-16,208.414
2004-09-17,208.282
2004-09-20,212.115
2004-09-21,212.0
2004-09-22,211.301
2004-09-23,199.399
2004-09-24,199.473
2004-09-27,201.382
2004-09-28,198.833
2004-09-29,198.737
2004-09-30,198.925
2004-10-01,199.551
2004-10-04,206.784
2004-10-05,204.964
2004-10-06,205.031
2004-10-07,204.677
2004-10-08,204.804
2004-10-11,196.228
2004-10-12,193.96
2004-10-13,196.268
2004-10-14,195.593
2004-10-15,195.233
2004-10-18,188.418
2004-10-19,188.658
2004-10-20,189.856
2004-10-21,193.068
2004-10-22,192.397
2004-10-25,192.996
2004-10-26,193.898
2004-10-27,196.716
2004-10-28,196.905
2004-10-29,197.14
2004-11-01,200.904
2004-11-02,189.614
2004-11-03,190.801
2004-11-04,193.796
2004-11-05,194.066
2004-11-08,191.724
2004-11-09,195.092
2004-11-10,198.519
2004-11-11,202.713
2004-11-12,203.604
2004-11-15,209.606
2004-11-16,209.857
2004-11-17,211.852
2004-11-18,214.443
2004-11-19,215.024
2004-11-22,211.853
2004-11-23,209.565
2004-11-24,208.335
2004-11-25,213.551
2004-11-26,213.943
2004-11-29,212.843
2004-11-30,212.522
2004-12-01,213.622
2004-12-02,215.166
2004-12-03,215.437
2004-12-06,220.324
2004-12-07,220.29
2004-12-08,218.529
2004-12-09,220.209
2004-12-10,219.769
2004-12-13,226.535
2004-12-14,226.917
2004-12-15,226.649
2004-12-16,223.67
2004-12-17,223.401
2004-12-20,225.93
2004-12-21,225.333
2004-12-22,226.185
2004-12-23,226.762
2004-12-24,227.571
2004-12-27,227.44
2004-12-28,225.363
2004-12-29,226.466
2004-12-30,226.941
2004-12-31,228.088
2005-01-03,228.93
2005-01-04,222.95
2005-01-05,215.74
2005-01-06,215.105
2005-01-07,215.533
2005-01-10,217.377
2005-01-11,219.825
2005-01-12,221.781
2005-01-13,220.518
2005-01-14,220.658
2005-01-17,212.499
2005-01-18,212.725
2005-01-19,214.918
2005-01-20,216.747
2005-01-21,216.876
2005-01-24,211.335
2005-01-25,207.583
2005-01-26,211.422
2005-01-27,211.072
2005-01-28,210.603
2005-01-31,218.95
2005-02-01,219.123
2005-02-02,222.516
2005-02-03,222.585
2005-02-04,224.084
2005-02-07,224.126
2005-02-08,225.124
2005-02-09,224.148
2005-02-10,221.753
2005-02-11,222.108
2005-02-14,225.682
2005-02-15,213.723
2005-02-16,214.022
2005-02-17,212.907
2005-02-18,213.283
2005-02-21,208.648
2005-02-22,207.776
2005-02-23,211.146
2005-02-24,211.177
2005-02-25,210.957
2005-02-28,227.198
2005-03-01,224.942
2005-03-02,222.967
2005-03-03,223.762
2005-03-04,223.874
2005-03-07,222.887
2005-03-08,226.31
2005-03-09,226.749
2005-03-10,230.12
2005-03-11,230.487
2005-03-14,233.494
2005-03-15,229.632
2005-03-16,226.903
2005-03-17,227.619
2005-03-18,227.379
2005-03-21,224.54
2005-03-22,223.574
2005-03-23,219.984
2005-03-24,222.873
2005-03-25,222.873
2005-03-28,228.449
2005-03-29,226.193
2005-03-30,224.342
2005-03-31,230.819
2005-04-01,231.0
2005-04-04,228.14
2005-04-05,233.16
2005-04-06,235.532
2005-04-07,236.812
2005-04-08,236.272
2005-04-11,238.666
2005-04-12,237.953
2005-04-13,236.439
2005-04-14,236.882
2005-04-15,235.946
2005-04-18,235.097
2005-04-19,237.646
2005-04-20,236.027
2005-04-21,237.244
2005-04-22,237.184
2005-04-25,235.773
2005-04-26,232.563
2005-04-27,230.844
2005-04-28,229.68
2005-04-29,230.29
2005-05-02,229.979
2005-05-03,224.151
2005-05-04,229.471
2005-05-05,232.862
2005-05-06,232.69
2005-05-09,235.584
2005-05-10,237.497
2005-05-11,237.285
2005-05-12,236.682
2005-05-13,236.683
2005-05-16,240.762
2005-05-17,240.958
2005-05-18,243.626
2005-05-19,244.959
2005-05-20,244.233
2005-05-23,242.84
2005-05-24,243.72
2005-05-25,246.971
2005-05-26,248.638
2005-05-27,248.351
2005-05-30,248.143
2005-05-31,245.906
2005-06-01,246.642
2005-06-02,249.791
2005-06-03,249.644
2005-06-06,236.577
2005-06-07,237.629
2005-06-08,240.948
2005-06-09,240.179
2005-06-10,240.179
2005-06-13,239.714
2005-06-14,240.262
2005-06-15,240.983
2005-06-16,238.786
2005-06-17,239.518
2005-06-20,235.853
2005-06-21,235.629
2005-06-22,235.415
2005-06-23,231.401
2005-06-24,231.051
2005-06-27,226.711
2005-06-28,230.208
2005-06-29,231.573
2005-06-30,228.989
2005-07-01,228.883
2005-07-04,225.029
2005-07-05,226.012
2005-07-06,226.457
2005-07-07,220.554
2005-07-08,220.697
2005-07-11,228.31
2005-07-12,226.496
2005-07-13,224.667
2005-07-14,223.509
2005-07-15,222.803
2005-07-18,221.882
2005-07-19,224.483
2005-07-20,228.22
2005-07-21,228.3
2005-07-22,228.619
2005-07-25,240.594
2005-07-26,235.236
2005-07-27,235.8
2005-07-28,236.464
2005-07-29,236.604
2005-08-01,234.261
2005-08-02,240.094
2005-08-03,239.908
2005-08-04,240.997
2005-08-05,241.17
2005-08-08,242.845
2005-08-09,239.269
2005-08-10,242.055
2005-08-11,240.656
2005-08-12,239.924
2005-08-15,242.784
2005-08-16,240.21
2005-08-17,241.652
2005-08-18,245.313
2005-08-19,245.471
2005-08-22,244.974
2005-08-23,242.245
2005-08-24,239.43
2005-08-25,238.823
2005-08-26,237.932
2005-08-29,236.228
2005-08-30,237.301
2005-08-31,238.502
2005-09-01,241.129
2005-09-02,241.546
2005-09-05,243.447
2005-09-06,250.289
2005-09-07,246.39
2005-09-08,247.688
2005-09-09,247.833
2005-09-12,246.331
2005-09-13,247.994
2005-09-14,248.652
2005-09-15,248.195
2005-09-16,248.535
2005-09-19,246.092
2005-09-20,246.557
2005-09-21,244.627
2005-09-22,245.045
2005-09-23,244.553
2005-09-26,245.255
2005-09-27,245.386
2005-09-28,246.888
2005-09-29,249.576
2005-09-30,250.392
2005-10-03,249.633
2005-10-04,249.795
2005-10-05,249.292
2005-10-06,256.074
2005-10-07,255.946
2005-10-10,255.77
2005-10-11,250.439
2005-10-12,248.702
2005-10-13,248.33
2005-10-14,249.045
2005-10-17,252.568
2005-10-18,252.537
2005-10-19,255.936
2005-10-20,264.381
2005-10-21,266.49
2005-10-24,272.387
2005-10-25,273.25
2005-10-26,279.038
2005-10-27,277.965
2005-10-28,276.158
2005-10-31,272.498
2005-11-01,279.836
2005-11-02,280.655
2005-11-03,280.808
2005-11-04,280.961
2005-11-07,280.127
2005-11-08,278.832
