Date,AUSTRIA IMI VALUE IMI (Large+Mid+Small Cap)
2002-10-10,116.52
2002-10-11,118.661
2002-10-14,118.941
2002-10-15,119.798
2002-10-16,120.207
2002-10-17,119.877
2002-10-18,120.211
2002-10-21,120.282
2002-10-22,120.677
2002-10-23,119.861
2002-10-24,120.367
2002-10-25,121.198
2002-10-28,123.864
2002-10-29,124.344
2002-10-30,124.804
2002-10-31,127.329
2002-11-01,128.12
2002-11-04,127.638
2002-11-05,127.737
2002-11-06,127.878
2002-11-07,130.394
2002-11-08,129.919
2002-11-11,128.897
2002-11-12,129.922
2002-11-13,129.624
2002-11-14,128.576
2002-11-15,128.471
2002-11-18,128.854
2002-11-19,130.076
2002-11-20,129.124
2002-11-21,128.643
2002-11-22,129.057
2002-11-25,128.821
2002-11-26,128.342
2002-11-27,127.37
2002-11-28,127.207
2002-11-29,126.644
2002-12-02,127.595
2002-12-03,126.904
2002-12-04,129.272
2002-12-05,128.73
2002-12-06,130.77
2002-12-09,128.993
2002-12-10,130.428
2002-12-11,130.763
2002-12-12,131.247
2002-12-13,131.796
2002-12-16,131.516
2002-12-17,132.953
2002-12-18,132.619
2002-12-19,132.233
2002-12-20,134.44
2002-12-23,135.603
2002-12-24,136.165
2002-12-25,136.165
2002-12-26,136.508
2002-12-27,135.332
2002-12-30,136.459
2002-12-31,136.995
2003-01-01,136.995
2003-01-02,135.396
2003-01-03,136.116
2003-01-06,136.953
2003-01-07,135.884
2003-01-08,134.982
2003-01-09,137.295
2003-01-10,136.707
2003-01-13,138.292
2003-01-14,139.894
2003-01-15,140.609
2003-01-16,141.172
2003-01-17,141.305
2003-01-20,141.012
2003-01-21,140.849
2003-01-22,140.884
2003-01-23,143.663
2003-01-24,146.823
2003-01-27,145.379
2003-01-28,145.422
2003-01-29,144.622
2003-01-30,140.943
2003-01-31,141.916
2003-02-03,143.293
2003-02-04,144.595
2003-02-05,143.659
2003-02-06,144.175
2003-02-07,143.816
2003-02-10,142.204
2003-02-11,141.036
2003-02-12,140.211
2003-02-13,142.771
2003-02-14,142.691
2003-02-17,142.686
2003-02-18,141.334
2003-02-19,143.269
2003-02-20,143.412
2003-02-21,143.754
2003-02-24,142.61
2003-02-25,141.496
2003-02-26,142.593
2003-02-27,143.87
2003-02-28,145.136
2003-03-03,146.789
2003-03-04,147.155
2003-03-05,148.868
2003-03-06,149.512
2003-03-07,150.695
2003-03-10,148.12
2003-03-11,147.439
2003-03-12,145.025
2003-03-13,143.185
2003-03-14,142.103
2003-03-17,141.056
2003-03-18,141.248
2003-03-19,140.608
2003-03-20,141.546
2003-03-21,141.915
2003-03-24,143.187
2003-03-25,143.546
2003-03-26,144.46
2003-03-27,144.847
2003-03-28,144.58
2003-03-31,146.957
2003-04-01,148.043
2003-04-02,148.79
2003-04-03,147.224
2003-04-04,147.452
2003-04-07,147.467
2003-04-08,147.362
2003-04-09,147.475
2003-04-10,150.212
2003-04-11,148.815
2003-04-14,149.712
2003-04-15,149.583
2003-04-16,148.617
2003-04-17,148.713
2003-04-18,148.713
2003-04-21,148.072
2003-04-22,149.799
2003-04-23,152.077
2003-04-24,154.752
2003-04-25,153.813
2003-04-28,155.246
2003-04-29,156.942
2003-04-30,160.154
2003-05-01,161.625
2003-05-02,165.693
2003-05-05,169.368
2003-05-06,172.482
2003-05-07,174.371
2003-05-08,174.743
2003-05-09,174.752
2003-05-12,177.844
2003-05-13,176.067
2003-05-14,176.372
2003-05-15,176.085
2003-05-16,176.708
2003-05-19,177.106
2003-05-20,178.906
2003-05-21,178.324
2003-05-22,177.429
2003-05-23,177.951
2003-05-26,178.81
2003-05-27,177.531
2003-05-28,174.888
2003-05-29,176.184
2003-05-30,171.321
2003-06-02,175.103
2003-06-03,176.98
2003-06-04,176.367
2003-06-05,179.311
2003-06-06,178.075
2003-06-09,179.042
2003-06-10,177.592
2003-06-11,179.243
2003-06-12,178.022
2003-06-13,179.333
2003-06-16,179.982
2003-06-17,178.598
2003-06-18,179.718
2003-06-19,179.618
2003-06-20,179.475
2003-06-23,177.736
2003-06-24,176.228
2003-06-25,176.153
2003-06-26,174.715
2003-06-27,175.457
2003-06-30,175.556
2003-07-01,177.915
2003-07-02,179.021
2003-07-03,178.617
2003-07-04,178.794
2003-07-07,177.029
2003-07-08,175.003
2003-07-09,175.886
2003-07-10,175.72
2003-07-11,175.182
2003-07-14,177.855
2003-07-15,178.139
2003-07-16,178.35
2003-07-17,177.605
2003-07-18,179.264
2003-07-21,179.737
2003-07-22,177.341
2003-07-23,181.441
2003-07-24,182.347
2003-07-25,183.867
2003-07-28,182.02
2003-07-29,181.886
2003-07-30,179.109
2003-07-31,175.267
2003-08-01,175.541
2003-08-04,176.664
2003-08-05,176.982
2003-08-06,176.354
2003-08-07,177.214
2003-08-08,176.261
2003-08-11,176.459
2003-08-12,176.651
2003-08-13,176.62
2003-08-14,176.805
2003-08-15,176.68
2003-08-18,174.93
2003-08-19,175.666
2003-08-20,175.869
2003-08-21,174.257
2003-08-22,172.792
2003-08-25,173.835
2003-08-26,174.488
2003-08-27,174.533
2003-08-28,175.374
2003-08-29,174.451
2003-09-01,174.687
2003-09-02,173.56
2003-09-03,172.74
2003-09-04,172.906
2003-09-05,175.268
2003-09-08,177.544
2003-09-09,178.501
2003-09-10,177.421
2003-09-11,177.299
2003-09-12,178.423
2003-09-15,176.838
2003-09-16,174.955
2003-09-17,174.912
2003-09-18,175.388
2003-09-19,177.831
2003-09-22,179.844
2003-09-23,179.664
2003-09-24,178.553
2003-09-25,176.979
2003-09-26,176.259
2003-09-29,177.828
2003-09-30,179.708
2003-10-01,180.484
2003-10-02,180.94
2003-10-03,180.718
2003-10-06,180.505
2003-10-07,181.44
2003-10-08,183.015
2003-10-09,181.302
2003-10-10,183.283
2003-10-13,182.388
2003-10-14,183.705
2003-10-15,183.353
2003-10-16,184.412
2003-10-17,182.831
2003-10-20,183.682
2003-10-21,184.165
2003-10-22,184.881
2003-10-23,182.83
2003-10-24,183.975
2003-10-27,183.519
2003-10-28,183.172
2003-10-29,183.21
2003-10-30,183.87
2003-10-31,183.675
2003-11-03,184.277
2003-11-04,185.061
2003-11-05,183.606
2003-11-06,183.257
2003-11-07,186.286
2003-11-10,186.125
2003-11-11,185.256
2003-11-12,188.41
2003-11-13,191.25
2003-11-14,193.451
2003-11-17,192.889
2003-11-18,196.834
2003-11-19,198.631
2003-11-20,196.542
2003-11-21,197.271
2003-11-24,197.628
2003-11-25,199.358
2003-11-26,200.912
2003-11-27,200.501
2003-11-28,202.653
2003-12-01,205.585
2003-12-02,206.726
2003-12-03,207.129
2003-12-04,204.801
2003-12-05,207.261
2003-12-08,208.567
2003-12-09,210.315
2003-12-10,209.18
2003-12-11,207.449
2003-12-12,208.911
2003-12-15,210.931
2003-12-16,208.969
2003-12-17,209.401
2003-12-18,210.586
2003-12-19,210.687
2003-12-22,213.073
2003-12-23,213.366
2003-12-24,213.967
2003-12-25,213.967
2003-12-26,213.881
2003-12-29,213.384
2003-12-30,213.693
2003-12-31,215.108
2004-01-01,215.108
2004-01-02,217.529
2004-01-05,220.121
2004-01-06,221.441
2004-01-07,223.138
2004-01-08,228.333
2004-01-09,231.683
2004-01-12,231.302
2004-01-13,233.967
2004-01-14,237.19
2004-01-15,236.965
2004-01-16,235.936
2004-01-19,234.967
2004-01-20,236.167
2004-01-21,238.221
2004-01-22,241.986
2004-01-23,240.069
2004-01-26,237.031
2004-01-27,240.744
2004-01-28,242.033
2004-01-29,235.244
2004-01-30,235.156
2004-02-02,241.7
2004-02-03,244.999
2004-02-04,245.656
2004-02-05,244.642
2004-02-06,245.615
2004-02-09,245.942
2004-02-10,247.734
2004-02-11,248.178
2004-02-12,251.966
2004-02-13,251.75
2004-02-16,250.601
2004-02-17,249.191
2004-02-18,250.246
2004-02-19,250.48
2004-02-20,247.164
2004-02-23,247.656
2004-02-24,247.704
2004-02-25,246.313
2004-02-26,244.778
2004-02-27,243.001
2004-03-01,245.266
2004-03-02,244.814
2004-03-03,244.112
2004-03-04,250.654
2004-03-05,257.225
2004-03-08,257.835
2004-03-09,253.676
2004-03-10,250.245
2004-03-11,246.025
2004-03-12,243.929
2004-03-15,241.357
2004-03-16,244.228
2004-03-17,244.013
2004-03-18,248.378
2004-03-19,249.919
2004-03-22,246.264
2004-03-23,244.566
2004-03-24,247.916
2004-03-25,249.968
2004-03-26,250.638
2004-03-29,253.694
2004-03-30,256.331
2004-03-31,259.835
2004-04-01,264.434
2004-04-02,262.019
2004-04-05,258.228
2004-04-06,259.943
2004-04-07,261.923
2004-04-08,262.842
2004-04-09,262.842
2004-04-12,262.103
2004-04-13,262.092
2004-04-14,261.108
2004-04-15,263.705
2004-04-16,267.962
2004-04-19,266.166
2004-04-20,263.584
2004-04-21,261.404
2004-04-22,258.179
2004-04-23,255.222
2004-04-26,259.872
2004-04-27,263.227
2004-04-28,260.787
2004-04-29,255.345
2004-04-30,254.057
2004-05-03,257.165
2004-05-04,263.989
2004-05-05,264.158
2004-05-06,261.866
2004-05-07,257.035
2004-05-10,249.224
2004-05-11,248.969
2004-05-12,245.292
2004-05-13,243.291
2004-05-14,238.583
2004-05-17,235.149
2004-05-18,236.869
2004-05-19,245.4
2004-05-20,243.218
2004-05-21,247.627
2004-05-24,250.233
2004-05-25,251.887
2004-05-26,252.921
2004-05-27,258.164
2004-05-28,254.668
2004-05-31,254.668
2004-06-01,249.882
2004-06-02,255.194
2004-06-03,255.5
2004-06-04,256.326
2004-06-07,261.357
2004-06-08,259.929
2004-06-09,252.729
2004-06-10,252.75
2004-06-11,253.249
2004-06-14,255.876
2004-06-15,255.349
2004-06-16,257.732
2004-06-17,260.772
2004-06-18,266.591
2004-06-21,266.016
2004-06-22,261.837
2004-06-23,264.068
2004-06-24,268.982
2004-06-25,268.785
2004-06-28,272.24
2004-06-29,271.748
2004-06-30,273.574
2004-07-01,272.633
2004-07-02,277.768
2004-07-05,276.126
2004-07-06,273.639
2004-07-07,278.061
2004-07-08,280.103
2004-07-09,283.757
2004-07-12,284.011
2004-07-13,284.918
2004-07-14,285.074
2004-07-15,283.782
2004-07-16,285.94
2004-07-19,286.903
2004-07-20,287.642
2004-07-21,284.128
2004-07-22,279.591
2004-07-23,278.892
2004-07-26,280.223
2004-07-27,281.281
2004-07-28,284.529
2004-07-29,283.771
2004-07-30,282.899
2004-08-02,280.842
2004-08-03,286.692
2004-08-04,285.912
2004-08-05,287.96
2004-08-06,286.173
2004-08-09,283.97
2004-08-10,287.189
2004-08-11,284.602
2004-08-12,289.534
2004-08-13,292.119
2004-08-16,290.324
2004-08-17,288.785
2004-08-18,289.676
2004-08-19,291.458
2004-08-20,290.823
2004-08-23,288.282
2004-08-24,284.681
2004-08-25,286.31
2004-08-26,288.076
2004-08-27,290.722
2004-08-30,290.488
2004-08-31,295.75
2004-09-01,296.879
2004-09-02,299.204
2004-09-03,298.741
2004-09-06,298.553
2004-09-07,295.794
2004-09-08,297.152
2004-09-09,298.158
2004-09-10,302.011
2004-09-13,298.5
2004-09-14,302.66
2004-09-15,298.572
2004-09-16,298.849
2004-09-17,299.677
2004-09-20,301.239
2004-09-21,310.435
2004-09-22,308.369
2004-09-23,310.284
2004-09-24,309.58
2004-09-27,312.991
2004-09-28,309.435
2004-09-29,311.223
2004-09-30,315.161
2004-10-01,321.295
2004-10-04,319.707
2004-10-05,324.665
2004-10-06,329.194
2004-10-07,330.53
2004-10-08,334.087
2004-10-11,331.745
2004-10-12,323.214
2004-10-13,318.852
2004-10-14,323.961
2004-10-15,326.928
2004-10-18,330.312
2004-10-19,329.913
2004-10-20,327.789
2004-10-21,330.611
2004-10-22,330.803
2004-10-25,329.562
2004-10-26,329.537
2004-10-27,330.199
2004-10-28,332.296
2004-10-29,328.049
2004-11-01,328.681
2004-11-02,334.832
2004-11-03,339.688
2004-11-04,350.638
2004-11-05,354.635
2004-11-08,357.932
2004-11-09,357.524
2004-11-10,360.645
2004-11-11,362.063
2004-11-12,359.428
2004-11-15,356.254
2004-11-16,356.066
2004-11-17,364.166
2004-11-18,364.63
2004-11-19,371.625
2004-11-22,372.605
2004-11-23,375.371
2004-11-24,375.186
2004-11-25,380.45
2004-11-26,380.434
2004-11-29,381.091
2004-11-30,377.245
2004-12-01,382.879
2004-12-02,383.414
2004-12-03,389.678
2004-12-06,394.26
2004-12-07,393.882
2004-12-08,389.174
2004-12-09,383.792
2004-12-10,382.037
2004-12-13,388.122
2004-12-14,390.727
2004-12-15,393.04
2004-12-16,394.564
2004-12-17,390.613
2004-12-20,397.417
2004-12-21,398.354
2004-12-22,402.376
2004-12-23,407.047
2004-12-24,408.102
2004-12-27,409.736
2004-12-28,410.066
2004-12-29,410.538
2004-12-30,410.947
2004-12-31,409.816
2005-01-03,409.46
2005-01-04,407.478
2005-01-05,401.945
2005-01-06,398.781
2005-01-07,399.846
2005-01-10,399.402
2005-01-11,397.585
2005-01-12,396.723
2005-01-13,394.172
2005-01-14,393.555
2005-01-17,395.236
2005-01-18,396.387
2005-01-19,396.264
2005-01-20,390.755
2005-01-21,391.51
2005-01-24,394.292
2005-01-25,399.527
2005-01-26,404.831
2005-01-27,407.722
2005-01-28,405.182
2005-01-31,409.611
2005-02-01,409.778
2005-02-02,410.752
2005-02-03,406.64
2005-02-04,412.552
2005-02-07,410.413
2005-02-08,409.112
2005-02-09,408.277
2005-02-10,412.657
2005-02-11,415.017
2005-02-14,419.409
2005-02-15,423.796
2005-02-16,429.518
2005-02-17,431.734
2005-02-18,437.472
2005-02-21,434.864
2005-02-22,433.905
2005-02-23,430.03
2005-02-24,437.472
2005-02-25,445.348
2005-02-28,453.222
2005-03-01,446.491
2005-03-02,438.824
2005-03-03,444.666
2005-03-04,456.749
2005-03-07,461.394
2005-03-08,468.529
2005-03-09,466.525
2005-03-10,458.581
2005-03-11,458.203
2005-03-14,463.129
2005-03-15,455.445
2005-03-16,453.793
2005-03-17,446.029
2005-03-18,437.375
2005-03-21,433.341
2005-03-22,436.64
2005-03-23,426.11
2005-03-24,425.048
2005-03-25,425.048
2005-03-28,422.065
2005-03-29,425.472
2005-03-30,429.7
2005-03-31,427.604
2005-04-01,433.404
2005-04-04,429.557
2005-04-05,433.306
2005-04-06,433.267
2005-04-07,438.743
2005-04-08,434.95
2005-04-11,434.462
2005-04-12,432.23
2005-04-13,435.12
2005-04-14,427.846
2005-04-15,425.493
2005-04-18,411.842
2005-04-19,411.034
2005-04-20,414.046
2005-04-21,419.441
2005-04-22,419.024
2005-04-25,418.801
2005-04-26,419.591
2005-04-27,410.793
2005-04-28,407.62
2005-04-29,405.57
2005-05-02,405.972
2005-05-03,405.031
2005-05-04,407.26
2005-05-05,406.773
2005-05-06,401.42
2005-05-09,408.504
2005-05-10,412.405
2005-05-11,410.064
2005-05-12,405.234
2005-05-13,399.966
2005-05-16,399.176
2005-05-17,397.015
2005-05-18,401.267
2005-05-19,405.845
2005-05-20,409.799
2005-05-23,413.392
2005-05-24,415.919
2005-05-25,423.618
2005-05-26,421.196
2005-05-27,437.236
2005-05-30,438.93
2005-05-31,434.801
2005-06-01,437.371
2005-06-02,438.377
2005-06-03,434.975
2005-06-06,436.126
2005-06-07,434.76
2005-06-08,440.473
2005-06-09,439.964
2005-06-10,444.337
2005-06-13,441.548
2005-06-14,446.692
2005-06-15,453.492
2005-06-16,455.497
2005-06-17,467.427
2005-06-20,464.697
2005-06-21,466.085
2005-06-22,462.329
2005-06-23,460.366
2005-06-24,462.33
2005-06-27,468.246
2005-06-28,467.606
2005-06-29,467.612
2005-06-30,475.144
2005-07-01,475.835
2005-07-04,470.97
2005-07-05,476.085
2005-07-06,476.638
2005-07-07,476.676
2005-07-08,479.664
2005-07-11,482.107
2005-07-12,485.08
2005-07-13,483.772
2005-07-14,485.597
2005-07-15,477.132
2005-07-18,478.628
2005-07-19,478.674
2005-07-20,478.041
2005-07-21,480.032
2005-07-22,479.241
2005-07-25,481.235
2005-07-26,481.744
2005-07-27,487.042
2005-07-28,495.121
2005-07-29,497.888
2005-08-01,505.529
2005-08-02,506.088
2005-08-03,514.264
2005-08-04,513.987
2005-08-05,511.431
2005-08-08,512.043
2005-08-09,520.99
2005-08-10,529.289
2005-08-11,531.406
2005-08-12,529.654
2005-08-15,526.821
2005-08-16,523.472
2005-08-17,518.776
2005-08-18,504.562
2005-08-19,510.006
2005-08-22,519.779
2005-08-23,520.042
2005-08-24,520.304
2005-08-25,532.995
2005-08-26,532.288
2005-08-29,535.258
2005-08-30,534.805
2005-08-31,544.215
2005-09-01,554.767
2005-09-02,556.605
2005-09-05,552.466
2005-09-06,547.92
2005-09-07,553.579
2005-09-08,551.108
2005-09-09,560.67
2005-09-12,563.281
2005-09-13,560.678
2005-09-14,568.609
2005-09-15,561.822
2005-09-16,568.22
2005-09-19,565.711
2005-09-20,572.71
2005-09-21,576.086
2005-09-22,572.819
2005-09-23,567.467
2005-09-26,563.337
2005-09-27,565.31
2005-09-28,566.471
2005-09-29,564.689
2005-09-30,572.384
2005-10-03,572.981
2005-10-04,569.517
2005-10-05,558.195
2005-10-06,553.967
2005-10-07,549.135
2005-10-10,552.523
2005-10-11,552.575
2005-10-12,554.291
2005-10-13,532.725
2005-10-14,533.523
2005-10-17,534.191
2005-10-18,523.759
2005-10-19,518.609
2005-10-20,519.56
2005-10-21,519.127
2005-10-24,521.989
2005-10-25,531.005
2005-10-26,530.084
2005-10-27,532.946
2005-10-28,531.617
2005-10-31,538.854
2005-11-01,539.439
2005-11-02,550.267
2005-11-03,545.945
2005-11-04,540.459
2005-11-07,538.813
