Date,PACIFIC MID GROWTH Mid Cap
2001-10-05,497.173
2001-10-08,496.246
2001-10-09,491.619
2001-10-10,489.295
2001-10-11,496.77
2001-10-12,501.184
2001-10-15,500.414
2001-10-16,502.801
2001-10-17,511.846
2001-10-18,503.562
2001-10-19,505.929
2001-10-22,505.488
2001-10-23,510.645
2001-10-24,512.844
2001-10-25,516.69
2001-10-26,514.055
2001-10-29,512.014
2001-10-30,506.53
2001-10-31,501.306
2001-11-01,499.549
2001-11-02,499.635
2001-11-05,499.984
2001-11-06,510.171
2001-11-07,503.934
2001-11-08,508.196
2001-11-09,505.161
2001-11-12,503.397
2001-11-13,497.041
2001-11-14,501.67
2001-11-15,509.712
2001-11-16,510.047
2001-11-19,510.501
2001-11-20,506.935
2001-11-21,505.927
2001-11-22,504.69
2001-11-23,505.242
2001-11-26,515.126
2001-11-27,514.597
2001-11-28,508.835
2001-11-29,503.266
2001-11-30,503.493
2001-12-03,493.35
2001-12-04,496.297
2001-12-05,504.271
2001-12-06,509.163
2001-12-07,504.363
2001-12-10,497.772
2001-12-11,491.31
2001-12-12,500.681
2001-12-13,493.262
2001-12-14,487.589
2001-12-17,479.237
2001-12-18,479.528
2001-12-19,477.932
2001-12-20,478.051
2001-12-21,470.193
2001-12-24,469.418
2001-12-25,469.29
2001-12-26,464.631
2001-12-27,469.634
2001-12-28,475.736
2001-12-31,477.099
2002-01-01,477.099
2002-01-02,475.517
2002-01-03,477.715
2002-01-04,488.89
2002-01-07,489.744
2002-01-08,479.349
2002-01-09,477.681
2002-01-10,474.735
2002-01-11,471.848
2002-01-14,472.11
2002-01-15,462.812
2002-01-16,458.024
2002-01-17,456.807
2002-01-18,462.882
2002-01-21,464.391
2002-01-22,452.981
2002-01-23,451.58
2002-01-24,449.324
2002-01-25,454.87
2002-01-28,460.177
2002-01-29,452.919
2002-01-30,449.278
2002-01-31,447.604
2002-02-01,438.619
2002-02-04,431.304
2002-02-05,423.977
2002-02-06,427.151
2002-02-07,429.149
2002-02-08,430.79
2002-02-11,435.575
2002-02-12,446.327
2002-02-13,448.136
2002-02-14,452.79
2002-02-15,451.971
2002-02-18,452.029
2002-02-19,442.738
2002-02-20,440.224
2002-02-21,449.192
2002-02-22,450.081
2002-02-25,448.196
2002-02-26,446.295
2002-02-27,454.181
2002-02-28,457.205
2002-03-01,464.432
2002-03-04,486.703
2002-03-05,486.173
2002-03-06,489.68
2002-03-07,510.743
2002-03-08,513.612
2002-03-11,520.48
2002-03-12,509.836
2002-03-13,497.497
2002-03-14,502.512
2002-03-15,505.58
2002-03-18,498.84
2002-03-19,504.25
2002-03-20,501.014
2002-03-21,497.992
2002-03-22,488.375
2002-03-25,485.634
2002-03-26,483.482
2002-03-27,490.664
2002-03-28,490.46
2002-03-29,487.48
2002-04-01,482.337
2002-04-02,484.803
2002-04-03,491.472
2002-04-04,495.728
2002-04-05,497.625
2002-04-08,498.857
2002-04-09,493.002
2002-04-10,493.665
2002-04-11,492.395
2002-04-12,488.077
2002-04-15,494.728
2002-04-16,501.58
2002-04-17,508.128
2002-04-18,512.034
2002-04-19,509.116
2002-04-22,516.768
2002-04-23,518.402
2002-04-24,516.615
2002-04-25,520.533
2002-04-26,518.053
2002-04-29,515.751
2002-04-30,510.466
2002-05-01,516.524
2002-05-02,517.793
2002-05-03,521.198
2002-05-06,518.195
2002-05-07,509.574
2002-05-08,511.106
2002-05-09,515.103
2002-05-10,516.373
2002-05-13,511.982
2002-05-14,505.82
2002-05-15,514.659
2002-05-16,518.767
2002-05-17,527.352
2002-05-20,528.553
2002-05-21,532.478
2002-05-22,536.508
2002-05-23,533.919
2002-05-24,535.395
2002-05-27,533.072
2002-05-28,534.606
2002-05-29,532.98
2002-05-30,536.865
2002-05-31,534.274
2002-06-03,537.105
2002-06-04,531.066
2002-06-05,528.595
2002-06-06,527.617
2002-06-07,521.637
2002-06-10,520.123
2002-06-11,517.041
2002-06-12,512.034
2002-06-13,507.925
2002-06-14,503.61
2002-06-17,492.881
2002-06-18,499.194
2002-06-19,490.637
2002-06-20,497.065
2002-06-21,495.179
2002-06-24,501.081
2002-06-25,502.35
2002-06-26,494.655
2002-06-27,496.71
2002-06-28,506.596
2002-07-01,507.65
2002-07-02,506.8
2002-07-03,512.789
2002-07-04,509.711
2002-07-05,512.389
2002-07-08,517.046
2002-07-09,525.757
2002-07-10,519.009
2002-07-11,511.538
2002-07-12,514.715
2002-07-15,510.838
2002-07-16,505.21
2002-07-17,501.599
2002-07-18,507.444
2002-07-19,501.367
2002-07-22,493.232
2002-07-23,494.132
2002-07-24,487.969
2002-07-25,483.59
2002-07-26,463.793
2002-07-29,460.525
2002-07-30,468.576
2002-07-31,465.868
2002-08-01,461.355
2002-08-02,455.831
2002-08-05,450.487
2002-08-06,434.45
2002-08-07,448.884
2002-08-08,447.062
2002-08-09,456.454
2002-08-12,451.918
2002-08-13,450.862
2002-08-14,459.195
2002-08-15,462.549
2002-08-16,465.685
2002-08-19,457.373
2002-08-20,460.309
2002-08-21,462.7
2002-08-22,463.233
2002-08-23,466.931
2002-08-26,471.615
2002-08-27,470.837
2002-08-28,466.09
2002-08-29,459.471
2002-08-30,460.557
2002-09-02,456.766
2002-09-03,450.907
2002-09-04,442.786
2002-09-05,445.484
2002-09-06,440.13
2002-09-09,443.62
2002-09-10,442.876
2002-09-11,445.368
2002-09-12,447.215
2002-09-13,440.662
2002-09-16,436.158
2002-09-17,443.125
2002-09-18,442.376
2002-09-19,443.792
2002-09-20,430.831
2002-09-23,427.793
2002-09-24,423.965
2002-09-25,421.14
2002-09-26,424.383
2002-09-27,429.598
2002-09-30,427.712
2002-10-01,418.374
2002-10-02,412.985
2002-10-03,407.446
2002-10-04,408.351
2002-10-07,394.664
2002-10-08,395.87
2002-10-09,390.796
2002-10-10,384.679
2002-10-11,389.984
2002-10-14,389.72
2002-10-15,402.095
2002-10-16,406.322
2002-10-17,406.644
2002-10-18,410.58
2002-10-21,410.037
2002-10-22,399.916
2002-10-23,403.735
2002-10-24,401.078
2002-10-25,405.423
2002-10-28,409.104
2002-10-29,409.374
2002-10-30,409.271
2002-10-31,408.444
2002-11-01,407.498
2002-11-04,410.11
2002-11-05,420.975
2002-11-06,420.804
2002-11-07,422.87
2002-11-08,418.605
2002-11-11,409.067
2002-11-12,408.317
2002-11-13,405.53
2002-11-14,403.738
2002-11-15,408.93
2002-11-18,401.894
2002-11-19,399.398
2002-11-20,397.313
2002-11-21,404.468
2002-11-22,412.761
2002-11-25,419.145
2002-11-26,417.16
2002-11-27,419.515
2002-11-28,429.259
2002-11-29,430.642
2002-12-02,425.824
2002-12-03,426.06
2002-12-04,415.215
2002-12-05,411.398
2002-12-06,411.623
2002-12-09,409.901
2002-12-10,408.252
2002-12-11,406.791
2002-12-12,408.053
2002-12-13,410.307
2002-12-16,403.161
2002-12-17,407.364
2002-12-18,400.014
2002-12-19,403.627
2002-12-20,403.095
2002-12-23,405.895
2002-12-24,407.286
2002-12-25,406.463
2002-12-26,413.608
2002-12-27,416.272
2002-12-30,416.087
2002-12-31,416.604
2003-01-01,416.604
2003-01-02,414.569
2003-01-03,416.653
2003-01-06,427.335
2003-01-07,421.069
2003-01-08,416.463
2003-01-09,416.044
2003-01-10,416.43
2003-01-13,419.485
2003-01-14,426.82
2003-01-15,429.927
2003-01-16,428.282
2003-01-17,427.906
2003-01-20,422.247
2003-01-21,423.77
2003-01-22,418.79
2003-01-23,425.831
2003-01-24,424.454
2003-01-27,417.503
2003-01-28,414.483
2003-01-29,408.735
2003-01-30,404.305
2003-01-31,402.899
2003-02-03,405.935
2003-02-04,410.967
2003-02-05,411.614
2003-02-06,410.211
2003-02-07,408.264
2003-02-10,405.558
2003-02-11,403.658
2003-02-12,409.883
2003-02-13,409.087
2003-02-14,409.563
2003-02-17,413.779
2003-02-18,416.784
2003-02-19,417.728
2003-02-20,415.373
2003-02-21,410.804
2003-02-24,413.265
2003-02-25,406.724
2003-02-26,408.07
2003-02-27,407.674
2003-02-28,407.997
2003-03-03,412.346
2003-03-04,411.478
2003-03-05,411.937
2003-03-06,408.995
2003-03-07,403.01
2003-03-10,396.893
2003-03-11,389.757
2003-03-12,391.445
2003-03-13,388.752
2003-03-14,390.718
2003-03-17,386.198
2003-03-18,391.248
2003-03-19,392.686
2003-03-20,397.088
2003-03-21,393.919
2003-03-24,403.006
2003-03-25,399.514
2003-03-26,404.194
2003-03-27,403.884
2003-03-28,399.877
2003-03-31,393.322
2003-04-01,394.472
2003-04-02,396.491
2003-04-03,395.157
2003-04-04,399.346
2003-04-07,404.607
2003-04-08,401.929
2003-04-09,399.25
2003-04-10,400.773
2003-04-11,397.978
2003-04-14,395.854
2003-04-15,400.554
2003-04-16,402.461
2003-04-17,403.518
2003-04-18,404.327
2003-04-21,404.355
2003-04-22,401.384
2003-04-23,401.02
2003-04-24,401.768
2003-04-25,397.725
2003-04-28,396.19
2003-04-29,399.792
2003-04-30,409.727
2003-05-01,414.366
2003-05-02,414.815
2003-05-05,416.69
2003-05-06,423.413
2003-05-07,427.722
2003-05-08,424.83
2003-05-09,426.878
2003-05-12,429.525
2003-05-13,429.252
2003-05-14,429.1
2003-05-15,423.975
2003-05-16,426.171
2003-05-19,420.948
2003-05-20,421.407
2003-05-21,419.69
2003-05-22,420.55
2003-05-23,427.115
2003-05-26,429.431
2003-05-27,424.93
2003-05-28,424.25
2003-05-29,428.698
2003-05-30,426.203
2003-06-02,433.378
2003-06-03,433.254
2003-06-04,433.781
2003-06-05,439.203
2003-06-06,439.521
2003-06-09,442.961
2003-06-10,443.844
2003-06-11,446.573
2003-06-12,446.926
2003-06-13,450.592
2003-06-16,447.241
2003-06-17,452.352
2003-06-18,451.653
2003-06-19,451.999
2003-06-20,454.805
2003-06-23,455.618
2003-06-24,448.631
2003-06-25,453.186
2003-06-26,448.334
2003-06-27,454.103
2003-06-30,452.612
2003-07-01,460.958
2003-07-02,470.571
2003-07-03,476.716
2003-07-04,473.254
2003-07-07,479.824
2003-07-08,481.906
2003-07-09,485.85
2003-07-10,483.922
2003-07-11,473.501
2003-07-14,480.724
2003-07-15,482.241
2003-07-16,479.444
2003-07-17,471.055
2003-07-18,470.311
2003-07-21,472.19
2003-07-22,467.955
2003-07-23,475.509
2003-07-24,478.687
2003-07-25,479.802
2003-07-28,484.873
2003-07-29,483.671
2003-07-30,473.832
2003-07-31,469.926
2003-08-01,471.634
2003-08-04,467.754
2003-08-05,465.982
2003-08-06,463.992
2003-08-07,467.224
2003-08-08,468.148
2003-08-11,475.719
2003-08-12,480.538
2003-08-13,485.734
2003-08-14,489.656
2003-08-15,489.151
2003-08-18,493.688
2003-08-19,499.522
2003-08-20,508.693
2003-08-21,513.647
2003-08-22,514.293
2003-08-25,514.53
2003-08-26,512.573
2003-08-27,508.789
2003-08-28,509.792
2003-08-29,519.093
2003-09-01,531.334
2003-09-02,533.243
2003-09-03,535.663
2003-09-04,532.776
2003-09-05,529.04
2003-09-08,532.321
2003-09-09,540.415
2003-09-10,535.655
2003-09-11,527.351
2003-09-12,533.917
2003-09-15,534.616
2003-09-16,541.579
2003-09-17,544.381
2003-09-18,551.361
2003-09-19,554.732
2003-09-22,549.672
2003-09-23,552.052
2003-09-24,555.599
2003-09-25,548.291
2003-09-26,547.863
2003-09-29,548.014
2003-09-30,550.886
2003-10-01,557.182
2003-10-02,571.136
2003-10-03,576.783
2003-10-06,577.632
2003-10-07,586.368
2003-10-08,578.7
2003-10-09,580.041
2003-10-10,589.324
2003-10-13,588.768
2003-10-14,593.124
2003-10-15,593.547
2003-10-16,602.662
2003-10-17,608.82
2003-10-20,609.36
2003-10-21,607.576
2003-10-22,604.375
2003-10-23,574.818
2003-10-24,578.546
2003-10-27,586.924
2003-10-28,593.174
2003-10-29,604.066
2003-10-30,601.578
2003-10-31,594.091
2003-11-03,588.6
2003-11-04,606.744
2003-11-05,603.496
2003-11-06,591.348
2003-11-07,594.178
2003-11-10,596.297
2003-11-11,580.097
2003-11-12,576.926
2003-11-13,586.44
2003-11-14,576.934
2003-11-17,554.149
2003-11-18,560.507
2003-11-19,549.407
2003-11-20,556.698
2003-11-21,557.192
2003-11-24,554.835
2003-11-25,561.255
2003-11-26,573.641
2003-11-27,573.138
2003-11-28,569.717
2003-12-01,580.559
2003-12-02,587.921
2003-12-03,587.395
2003-12-04,588.66
2003-12-05,588.117
2003-12-08,578.39
2003-12-09,577.383
2003-12-10,569.338
2003-12-11,571.572
2003-12-12,579.44
2003-12-15,590.848
2003-12-16,584.129
2003-12-17,579.319
2003-12-18,576.707
2003-12-19,581.623
2003-12-22,587.007
2003-12-23,587.496
2003-12-24,588.952
2003-12-25,590.338
2003-12-26,593.054
2003-12-29,598.168
2003-12-30,606.542
2003-12-31,607.208
2004-01-01,607.208
2004-01-02,609.179
2004-01-05,620.376
2004-01-06,621.687
2004-01-07,621.485
2004-01-08,623.141
2004-01-09,627.169
2004-01-12,625.221
2004-01-13,621.742
2004-01-14,623.632
2004-01-15,615.205
2004-01-16,616.608
2004-01-19,621.31
2004-01-20,628.019
2004-01-21,629.39
2004-01-22,631.827
2004-01-23,634.1
2004-01-26,631.462
2004-01-27,632.63
2004-01-28,624.8
2004-01-29,613.207
2004-01-30,615.354
2004-02-02,616.453
2004-02-03,615.887
2004-02-04,606.425
2004-02-05,607.22
2004-02-06,612.107
2004-02-09,613.826
2004-02-10,612.442
2004-02-11,612.935
2004-02-12,618.319
2004-02-13,622.301
2004-02-16,623.346
2004-02-17,626.481
2004-02-18,626.581
2004-02-19,620.806
2004-02-20,610.376
2004-02-23,614.826
2004-02-24,608.934
2004-02-25,605.062
2004-02-26,605.75
2004-02-27,616.578
2004-03-01,630.244
2004-03-02,627.601
2004-03-03,623.486
2004-03-04,624.225
2004-03-05,628.411
2004-03-08,623.751
2004-03-09,626.295
2004-03-10,620.955
2004-03-11,615.306
2004-03-12,609.706
2004-03-15,618.174
2004-03-16,626.501
2004-03-17,638.767
2004-03-18,649.179
2004-03-19,645.043
2004-03-22,641.344
2004-03-23,640.285
2004-03-24,647.051
2004-03-25,652.368
2004-03-26,661.7
2004-03-29,666.053
2004-03-30,665.346
2004-03-31,675.762
2004-04-01,681.104
2004-04-02,683.47
2004-04-05,683.815
2004-04-06,684.519
2004-04-07,690.349
2004-04-08,690.286
2004-04-09,682.081
2004-04-12,690.144
2004-04-13,689.08
2004-04-14,675.279
2004-04-15,662.331
2004-04-16,666.258
2004-04-19,660.596
2004-04-20,668.194
2004-04-21,663.664
2004-04-22,660.963
2004-04-23,668.01
2004-04-26,669.946
2004-04-27,662.572
2004-04-28,659.652
2004-04-29,654.173
2004-04-30,644.332
2004-05-03,642.568
2004-05-04,649.014
2004-05-05,653.25
2004-05-06,641.119
2004-05-07,620.752
2004-05-10,582.173
2004-05-11,583.963
2004-05-12,600.211
2004-05-13,582.032
2004-05-14,577.53
2004-05-17,560.333
2004-05-18,570.344
2004-05-19,594.507
2004-05-20,589.367
2004-05-21,602.841
2004-05-24,604.423
2004-05-25,601.286
2004-05-26,611.777
2004-05-27,618.615
2004-05-28,626.724
2004-05-31,626.567
2004-06-01,631.305
2004-06-02,626.413
2004-06-03,611.562
2004-06-04,614.216
2004-06-07,635.165
2004-06-08,639.376
2004-06-09,638.689
2004-06-10,642.243
2004-06-11,638.077
2004-06-14,633.221
2004-06-15,631.224
2004-06-16,640.646
2004-06-17,642.698
2004-06-18,638.903
2004-06-21,645.001
2004-06-22,641.332
2004-06-23,643.866
2004-06-24,657.773
2004-06-25,657.762
2004-06-28,666.308
2004-06-29,662.172
2004-06-30,663.13
2004-07-01,667.602
2004-07-02,661.288
2004-07-05,648.28
2004-07-06,645.548
2004-07-07,646.79
2004-07-08,642.726
2004-07-09,652.177
2004-07-12,660.03
2004-07-13,655.105
2004-07-14,643.646
2004-07-15,639.881
2004-07-16,647.708
2004-07-19,650.384
2004-07-20,643.157
2004-07-21,640.791
2004-07-22,634.947
2004-07-23,628.17
2004-07-26,624.543
2004-07-27,615.222
2004-07-28,617.561
2004-07-29,608.884
2004-07-30,620.444
2004-08-02,622.7
2004-08-03,619.092
2004-08-04,609.089
2004-08-05,613.037
2004-08-06,617.784
2004-08-09,612.501
2004-08-10,615.069
2004-08-11,617.896
2004-08-12,616.871
2004-08-13,608.261
2004-08-16,601.876
2004-08-17,605.605
2004-08-18,608.865
2004-08-19,618.65
2004-08-20,620.464
2004-08-23,622.646
2004-08-24,620.675
2004-08-25,625.549
2004-08-26,629.208
2004-08-27,631.865
2004-08-30,630.527
2004-08-31,629.783
2004-09-01,634.629
2004-09-02,636.332
2004-09-03,626.791
2004-09-06,635.558
2004-09-07,639.877
2004-09-08,639.803
2004-09-09,631.947
2004-09-10,632.361
2004-09-13,634.608
2004-09-14,640.202
2004-09-15,629.356
2004-09-16,630.88
2004-09-17,627.883
2004-09-20,628.997
2004-09-21,627.548
2004-09-22,624.677
2004-09-23,626.535
2004-09-24,620.387
2004-09-27,616.995
2004-09-28,613.949
2004-09-29,616.83
2004-09-30,625.731
2004-10-01,630.468
2004-10-04,638.628
2004-10-05,639.738
2004-10-06,642.014
2004-10-07,642.222
2004-10-08,647.002
2004-10-11,648.356
2004-10-12,639.53
2004-10-13,637.454
2004-10-14,632.213
2004-10-15,632.749
2004-10-18,630.35
2004-10-19,639.188
2004-10-20,634.345
2004-10-21,635.082
2004-10-22,638.192
2004-10-25,634.994
2004-10-26,633.499
2004-10-27,635.619
2004-10-28,646.166
2004-10-29,642.543
2004-11-01,640.7
2004-11-02,651.896
2004-11-03,655.082
2004-11-04,660.948
2004-11-05,668.683
2004-11-08,664.807
2004-11-09,665.352
2004-11-10,660.111
2004-11-11,656.289
2004-11-12,667.901
2004-11-15,678.813
2004-11-16,677.438
2004-11-17,683.03
2004-11-18,680.952
2004-11-19,689.315
2004-11-22,678.044
2004-11-23,679.151
2004-11-24,685.993
2004-11-25,691.361
2004-11-26,686.86
2004-11-29,692.931
2004-11-30,688.453
2004-12-01,680.726
2004-12-02,689.166
2004-12-03,694.141
2004-12-06,689.923
2004-12-07,684.349
2004-12-08,669.533
2004-12-09,660.401
2004-12-10,655.856
2004-12-13,660.38
2004-12-14,663.412
2004-12-15,673.872
2004-12-16,671.843
2004-12-17,678.691
2004-12-20,682.954
2004-12-21,684.259
2004-12-22,690.255
2004-12-23,693.019
2004-12-24,701.196
2004-12-27,704.958
2004-12-28,707.996
2004-12-29,703.116
2004-12-30,713.095
2004-12-31,717.533
2005-01-03,714.5
2005-01-04,705.953
2005-01-05,701.741
2005-01-06,697.594
2005-01-07,697.574
2005-01-10,698.925
2005-01-11,708.194
2005-01-12,714.765
2005-01-13,711.691
2005-01-14,712.037
2005-01-17,719.738
2005-01-18,714.021
2005-01-19,714.205
2005-01-20,703.091
2005-01-21,702.751
2005-01-24,710.172
2005-01-25,704.158
2005-01-26,716.226
2005-01-27,711.807
2005-01-28,709.324
2005-01-31,715.234
2005-02-01,711.251
2005-02-02,713.549
2005-02-03,708.717
2005-02-04,713.366
2005-02-07,716.421
2005-02-08,705.926
2005-02-09,704.318
2005-02-10,706.571
2005-02-11,707.7
2005-02-14,714.634
2005-02-15,715.665
2005-02-16,708.237
2005-02-17,709.116
2005-02-18,710.358
2005-02-21,712.401
2005-02-22,716.297
2005-02-23,707.537
2005-02-24,709.044
2005-02-25,715.217
2005-02-28,726.233
2005-03-01,727.768
2005-03-02,728.717
2005-03-03,730.672
2005-03-04,735.002
2005-03-07,733.815
2005-03-08,735.77
2005-03-09,741.505
2005-03-10,736.267
2005-03-11,740.724
2005-03-14,732.716
2005-03-15,734.622
2005-03-16,740.434
2005-03-17,735.475
2005-03-18,738.734
2005-03-21,738.229
2005-03-22,737.908
2005-03-23,722.3
2005-03-24,718.717
2005-03-25,718.829
2005-03-28,717.987
2005-03-29,706.145
2005-03-30,702.633
2005-03-31,713.778
2005-04-01,713.933
2005-04-04,705.193
2005-04-05,708.373
2005-04-06,709.614
2005-04-07,711.959
2005-04-08,713.898
2005-04-11,712.745
2005-04-12,707.281
2005-04-13,712.396
2005-04-14,701.126
2005-04-15,691.733
2005-04-18,670.07
2005-04-19,681.643
2005-04-20,686.321
2005-04-21,681.445
2005-04-22,694.666
2005-04-25,694.906
2005-04-26,692.061
2005-04-27,689.635
2005-04-28,691.086
2005-04-29,696.84
2005-05-02,696.64
2005-05-03,695.45
2005-05-04,698.755
2005-05-05,699.651
2005-05-06,703.03
2005-05-09,700.046
2005-05-10,697.486
2005-05-11,696.343
2005-05-12,688.657
2005-05-13,682.636
2005-05-16,675.354
2005-05-17,666.747
2005-05-18,667.017
2005-05-19,676.303
2005-05-20,671.677
2005-05-23,678.408
2005-05-24,679.985
2005-05-25,672.924
2005-05-26,668.265
2005-05-27,672.835
2005-05-30,676.956
2005-05-31,679.912
2005-06-01,678.16
2005-06-02,681.288
2005-06-03,684.655
2005-06-06,689.819
2005-06-07,688.218
2005-06-08,692.673
2005-06-09,684.072
2005-06-10,687.14
2005-06-13,680.758
2005-06-14,683.826
2005-06-15,688.796
2005-06-16,692.299
2005-06-17,701.862
2005-06-20,700.919
2005-06-21,703.901
2005-06-22,703.718
2005-06-23,703.82
2005-06-24,700.161
2005-06-27,694.281
2005-06-28,700.151
2005-06-29,699.171
2005-06-30,696.869
2005-07-01,692.912
2005-07-04,695.392
2005-07-05,691.611
2005-07-06,690.71
2005-07-07,687.025
2005-07-08,684.389
2005-07-11,691.283
2005-07-12,698.052
2005-07-13,690.963
2005-07-14,694.305
2005-07-15,693.915
2005-07-18,698.231
2005-07-19,692.37
2005-07-20,692.453
2005-07-21,708.723
2005-07-22,704.897
2005-07-25,704.06
2005-07-26,700.622
2005-07-27,703.975
2005-07-28,705.038
2005-07-29,708.357
2005-08-01,712.059
2005-08-02,716.515
2005-08-03,717.735
2005-08-04,713.208
2005-08-05,701.264
2005-08-08,705.635
2005-08-09,709.167
2005-08-10,726.339
2005-08-11,740.161
2005-08-12,742.456
2005-08-15,742.475
2005-08-16,747.901
2005-08-17,744.877
2005-08-18,739.197
2005-08-19,736.711
2005-08-22,753.876
2005-08-23,752.097
2005-08-24,748.583
2005-08-25,745.744
2005-08-26,750.541
2005-08-29,737.71
2005-08-30,738.841
2005-08-31,739.806
2005-09-01,754.25
2005-09-02,758.273
2005-09-05,765.69
2005-09-06,759.515
2005-09-07,756.999
2005-09-08,751.098
2005-09-09,762.154
2005-09-12,770.146
2005-09-13,768.511
2005-09-14,773.507
2005-09-15,777.275
2005-09-16,773.226
2005-09-19,772.651
2005-09-20,782.556
2005-09-21,785.171
2005-09-22,780.059
2005-09-23,776.665
2005-09-26,789.561
2005-09-27,780.72
2005-09-28,790.179
2005-09-29,801.505
2005-09-30,798.984
2005-10-03,789.065
2005-10-04,795.7
2005-10-05,787.683
2005-10-06,771.932
2005-10-07,771.988
2005-10-10,771.321
2005-10-11,781.589
2005-10-12,780.431
2005-10-13,773.167
2005-10-14,775.415
2005-10-17,770.601
2005-10-18,764.429
2005-10-19,752.679
2005-10-20,756.437
2005-10-21,757.55
2005-10-24,756.951
2005-10-25,769.421
2005-10-26,773.82
2005-10-27,788.36
2005-10-28,781.278
2005-10-31,793.351
2005-11-01,804.82
2005-11-02,801.432
2005-11-03,800.786
2005-11-04,803.107
2005-11-07,805.519
2005-11-08,810.246
2005-11-09,809.489
