Date,ISRAEL Standard (Large+Mid Cap)
2002-08-09,112.525
2002-08-12,111.97
2002-08-13,111.306
2002-08-14,113.213
2002-08-15,114.628
2002-08-16,114.829
2002-08-19,117.531
2002-08-20,116.552
2002-08-21,118.057
2002-08-22,116.885
2002-08-23,116.63
2002-08-26,117.505
2002-08-27,116.66
2002-08-28,114.563
2002-08-29,113.906
2002-08-30,113.119
2002-09-02,112.794
2002-09-03,110.469
2002-09-04,111.086
2002-09-05,110.549
2002-09-06,111.823
2002-09-09,113.529
2002-09-10,114.381
2002-09-11,115.045
2002-09-12,113.671
2002-09-13,113.853
2002-09-16,112.953
2002-09-17,114.908
2002-09-18,112.235
2002-09-19,110.233
2002-09-20,109.286
2002-09-23,107.426
2002-09-24,106.663
2002-09-25,107.363
2002-09-26,107.844
2002-09-27,106.768
2002-09-30,104.164
2002-10-01,104.637
2002-10-02,104.528
2002-10-03,104.285
2002-10-04,104.285
2002-10-07,101.636
2002-10-08,101.049
2002-10-09,100.812
2002-10-10,102.656
2002-10-11,104.065
2002-10-14,103.714
2002-10-15,105.819
2002-10-16,103.923
2002-10-17,107.0
2002-10-18,103.351
2002-10-21,103.963
2002-10-22,103.776
2002-10-23,104.476
2002-10-24,105.562
2002-10-25,106.003
2002-10-28,103.884
2002-10-29,103.367
2002-10-30,108.007
2002-10-31,106.906
2002-11-01,108.117
2002-11-04,110.75
2002-11-05,111.107
2002-11-06,113.391
2002-11-07,111.739
2002-11-08,111.458
2002-11-11,109.684
2002-11-12,108.519
2002-11-13,108.579
2002-11-14,111.103
2002-11-15,112.036
2002-11-18,113.805
2002-11-19,112.265
2002-11-20,114.237
2002-11-21,117.502
2002-11-22,117.039
2002-11-25,117.05
2002-11-26,117.706
2002-11-27,120.311
2002-11-28,121.165
2002-11-29,121.213
2002-12-02,123.031
2002-12-03,119.701
2002-12-04,118.414
2002-12-05,118.09
2002-12-06,117.007
2002-12-09,115.407
2002-12-10,116.722
2002-12-11,116.783
2002-12-12,117.299
2002-12-13,116.431
2002-12-16,117.446
2002-12-17,115.97
2002-12-18,115.112
2002-12-19,114.052
2002-12-20,114.522
2002-12-23,110.658
2002-12-24,109.443
2002-12-25,108.566
2002-12-26,109.292
2002-12-27,108.477
2002-12-30,108.321
2002-12-31,108.325
2003-01-01,109.157
2003-01-02,110.312
2003-01-03,110.839
2003-01-06,112.466
2003-01-07,111.379
2003-01-08,111.336
2003-01-09,111.804
2003-01-10,112.002
2003-01-13,109.798
2003-01-14,110.087
2003-01-15,109.865
2003-01-16,109.949
2003-01-17,108.208
2003-01-20,107.879
2003-01-21,107.32
2003-01-22,106.92
2003-01-23,108.508
2003-01-24,107.363
2003-01-27,107.149
2003-01-28,107.242
2003-01-29,108.254
2003-01-30,107.889
2003-01-31,107.341
2003-02-03,106.81
2003-02-04,104.392
2003-02-05,103.149
2003-02-06,102.557
2003-02-07,102.422
2003-02-10,102.096
2003-02-11,103.76
2003-02-12,103.413
2003-02-13,99.862
2003-02-14,100.952
2003-02-17,106.122
2003-02-18,108.316
2003-02-19,106.883
2003-02-20,106.421
2003-02-21,106.563
2003-02-24,105.838
2003-02-25,105.264
2003-02-26,104.981
2003-02-27,107.537
2003-02-28,107.998
2003-03-03,108.166
2003-03-04,107.489
2003-03-05,105.799
2003-03-06,106.92
2003-03-07,106.901
2003-03-10,105.3
2003-03-11,105.193
2003-03-12,105.405
2003-03-13,107.752
2003-03-14,107.25
2003-03-17,110.747
2003-03-18,111.406
2003-03-19,114.827
2003-03-20,114.726
2003-03-21,115.003
2003-03-24,114.806
2003-03-25,116.036
2003-03-26,120.019
2003-03-27,119.245
2003-03-28,118.394
2003-03-31,116.171
2003-04-01,117.768
2003-04-02,121.73
2003-04-03,123.546
2003-04-04,122.894
2003-04-07,124.76
2003-04-08,124.504
2003-04-09,125.666
2003-04-10,124.634
2003-04-11,124.565
2003-04-14,127.486
2003-04-15,130.128
2003-04-16,130.24
2003-04-17,130.975
2003-04-18,130.975
2003-04-21,131.836
2003-04-22,131.496
2003-04-23,131.522
2003-04-24,131.855
2003-04-25,130.862
2003-04-28,131.608
2003-04-29,133.746
2003-04-30,133.439
2003-05-01,133.812
2003-05-02,136.506
2003-05-05,137.285
2003-05-06,137.915
2003-05-07,138.47
2003-05-08,137.619
2003-05-09,138.69
2003-05-12,141.753
2003-05-13,139.796
2003-05-14,140.146
2003-05-15,140.195
2003-05-16,140.032
2003-05-19,135.666
2003-05-20,133.18
2003-05-21,131.175
2003-05-22,134.5
2003-05-23,135.876
2003-05-26,141.441
2003-05-27,142.594
2003-05-28,147.829
2003-05-29,148.188
2003-05-30,148.691
2003-06-02,149.767
2003-06-03,149.479
2003-06-04,147.477
2003-06-05,147.173
2003-06-06,147.832
2003-06-09,147.912
2003-06-10,147.201
2003-06-11,149.078
2003-06-12,151.259
2003-06-13,150.648
2003-06-16,159.098
2003-06-17,160.66
2003-06-18,159.258
2003-06-19,161.001
2003-06-20,160.809
2003-06-23,157.226
2003-06-24,155.146
2003-06-25,157.161
2003-06-26,159.625
2003-06-27,159.45
2003-06-30,162.619
2003-07-01,162.672
2003-07-02,164.855
2003-07-03,163.954
2003-07-04,164.111
2003-07-07,165.68
2003-07-08,161.958
2003-07-09,163.86
2003-07-10,161.467
2003-07-11,161.617
2003-07-14,161.176
2003-07-15,160.197
2003-07-16,159.773
2003-07-17,158.495
2003-07-18,158.538
2003-07-21,153.18
2003-07-22,153.032
2003-07-23,151.521
2003-07-24,150.939
2003-07-25,151.785
2003-07-28,156.387
2003-07-29,158.152
2003-07-30,155.965
2003-07-31,154.279
2003-08-01,153.482
2003-08-04,151.338
2003-08-05,151.782
2003-08-06,149.032
2003-08-07,149.203
2003-08-08,148.788
2003-08-11,147.697
2003-08-12,147.702
2003-08-13,150.568
2003-08-14,150.544
2003-08-15,150.591
2003-08-18,152.735
2003-08-19,154.04
2003-08-20,152.137
2003-08-21,151.943
2003-08-22,151.248
2003-08-25,153.6
2003-08-26,153.185
2003-08-27,154.099
2003-08-28,155.638
2003-08-29,156.602
2003-09-01,155.459
2003-09-02,157.79
2003-09-03,162.342
2003-09-04,163.848
2003-09-05,163.622
2003-09-08,163.153
2003-09-09,162.81
2003-09-10,159.831
2003-09-11,158.116
2003-09-12,157.16
2003-09-15,158.745
2003-09-16,158.926
2003-09-17,159.582
2003-09-18,160.942
2003-09-19,160.479
2003-09-22,160.437
2003-09-23,160.849
2003-09-24,160.878
2003-09-25,158.327
2003-09-26,157.544
2003-09-29,156.642
2003-09-30,155.585
2003-10-01,158.427
2003-10-02,159.956
2003-10-03,161.446
2003-10-06,161.718
2003-10-07,158.387
2003-10-08,157.772
2003-10-09,159.217
2003-10-10,159.369
2003-10-13,160.598
2003-10-14,160.884
2003-10-15,163.371
2003-10-16,163.414
2003-10-17,162.71
2003-10-20,161.573
2003-10-21,162.328
2003-10-22,159.602
2003-10-23,157.443
2003-10-24,156.8
2003-10-27,158.47
2003-10-28,162.95
2003-10-29,165.465
2003-10-30,163.246
2003-10-31,163.055
2003-11-03,166.782
2003-11-04,166.557
2003-11-05,167.212
2003-11-06,166.47
2003-11-07,166.72
2003-11-10,165.51
2003-11-11,163.196
2003-11-12,165.8
2003-11-13,167.037
2003-11-14,165.851
2003-11-17,164.741
2003-11-18,166.251
2003-11-19,166.287
2003-11-20,164.129
2003-11-21,164.295
2003-11-24,165.417
2003-11-25,167.107
2003-11-26,168.751
2003-11-27,171.246
2003-11-28,171.668
2003-12-01,172.949
2003-12-02,172.726
2003-12-03,173.472
2003-12-04,170.055
2003-12-05,169.385
2003-12-08,166.6
2003-12-09,169.472
2003-12-10,166.974
2003-12-11,169.97
2003-12-12,169.675
2003-12-15,170.247
2003-12-16,170.322
2003-12-17,169.132
2003-12-18,169.038
2003-12-19,168.753
2003-12-22,167.956
2003-12-23,167.099
2003-12-24,167.533
2003-12-25,167.311
2003-12-26,167.164
2003-12-29,170.629
2003-12-30,170.514
2003-12-31,170.657
2004-01-01,170.657
2004-01-02,170.765
2004-01-05,176.8
2004-01-06,178.434
2004-01-07,176.502
2004-01-08,178.257
2004-01-09,178.718
2004-01-12,179.19
2004-01-13,180.845
2004-01-14,180.451
2004-01-15,180.983
2004-01-16,183.45
2004-01-19,184.849
2004-01-20,187.223
2004-01-21,183.104
2004-01-22,181.996
2004-01-23,182.037
2004-01-26,186.567
2004-01-27,186.475
2004-01-28,185.547
2004-01-29,183.752
2004-01-30,183.729
2004-02-02,185.006
2004-02-03,185.453
2004-02-04,186.196
2004-02-05,189.029
2004-02-06,191.361
2004-02-09,194.192
2004-02-10,193.861
2004-02-11,194.788
2004-02-12,195.432
2004-02-13,195.409
2004-02-16,196.501
2004-02-17,198.259
2004-02-18,193.959
2004-02-19,194.825
2004-02-20,193.989
2004-02-23,191.733
2004-02-24,190.555
2004-02-25,192.266
2004-02-26,191.587
2004-02-27,191.524
2004-03-01,194.433
2004-03-02,195.56
2004-03-03,192.458
2004-03-04,192.94
2004-03-05,192.929
2004-03-08,192.836
2004-03-09,191.132
2004-03-10,189.891
2004-03-11,186.229
2004-03-12,186.458
2004-03-15,187.705
2004-03-16,187.612
2004-03-17,189.032
2004-03-18,189.255
2004-03-19,189.056
2004-03-22,185.358
2004-03-23,185.05
2004-03-24,183.567
2004-03-25,185.351
2004-03-26,185.379
2004-03-29,186.954
2004-03-30,186.503
2004-03-31,189.173
2004-04-01,189.892
2004-04-02,190.343
2004-04-05,192.678
2004-04-06,191.916
2004-04-07,192.522
2004-04-08,193.414
2004-04-09,193.414
2004-04-12,193.621
2004-04-13,192.835
2004-04-14,188.408
2004-04-15,189.183
2004-04-16,187.618
2004-04-19,192.004
2004-04-20,193.963
2004-04-21,194.796
2004-04-22,195.246
2004-04-23,196.378
2004-04-26,194.514
2004-04-27,194.846
2004-04-28,195.299
2004-04-29,192.896
2004-04-30,191.109
2004-05-03,187.379
2004-05-04,190.253
2004-05-05,190.203
2004-05-06,188.875
2004-05-07,188.891
2004-05-10,183.076
2004-05-11,185.518
2004-05-12,185.93
2004-05-13,186.413
2004-05-14,185.551
2004-05-17,185.373
2004-05-18,186.301
2004-05-19,189.5
2004-05-20,187.305
2004-05-21,187.995
2004-05-24,191.128
2004-05-25,191.897
2004-05-26,191.967
2004-05-27,193.364
2004-05-28,192.668
2004-05-31,192.118
2004-06-01,193.743
2004-06-02,195.191
2004-06-03,194.429
2004-06-04,194.23
2004-06-07,197.222
2004-06-08,197.763
2004-06-09,196.996
2004-06-10,197.046
2004-06-11,196.837
2004-06-14,195.83
2004-06-15,196.599
2004-06-16,199.182
2004-06-17,199.85
2004-06-18,199.862
2004-06-21,201.923
2004-06-22,202.187
2004-06-23,202.484
2004-06-24,203.023
2004-06-25,203.46
2004-06-28,201.817
2004-06-29,202.421
2004-06-30,203.556
2004-07-01,202.888
2004-07-02,202.565
2004-07-05,201.669
2004-07-06,199.487
2004-07-07,200.236
2004-07-08,199.426
2004-07-09,199.841
2004-07-12,197.393
2004-07-13,195.215
2004-07-14,194.782
2004-07-15,193.641
2004-07-16,193.406
2004-07-19,190.646
2004-07-20,192.708
2004-07-21,192.791
2004-07-22,189.707
2004-07-23,188.62
2004-07-26,183.752
2004-07-27,184.383
2004-07-28,177.115
2004-07-29,180.183
2004-07-30,180.616
2004-08-02,179.824
2004-08-03,177.169
2004-08-04,175.504
2004-08-05,177.565
2004-08-06,177.113
2004-08-09,172.975
2004-08-10,171.758
2004-08-11,166.11
2004-08-12,164.551
2004-08-13,164.436
2004-08-16,165.471
2004-08-17,169.716
2004-08-18,169.343
2004-08-19,171.641
2004-08-20,171.892
2004-08-23,171.803
2004-08-24,172.875
2004-08-25,172.844
2004-08-26,174.032
2004-08-27,174.132
2004-08-30,173.283
2004-08-31,171.37
2004-09-01,169.105
2004-09-02,168.627
2004-09-03,167.487
2004-09-06,169.154
2004-09-07,171.407
2004-09-08,173.193
2004-09-09,173.755
2004-09-10,175.037
2004-09-13,176.093
2004-09-14,176.589
2004-09-15,175.966
2004-09-16,176.315
2004-09-17,176.291
2004-09-20,177.88
2004-09-21,177.928
2004-09-22,176.54
2004-09-23,171.26
2004-09-24,170.545
2004-09-27,170.796
2004-09-28,169.718
2004-09-29,169.776
2004-09-30,169.985
2004-10-01,172.027
2004-10-04,176.442
2004-10-05,175.597
2004-10-06,175.899
2004-10-07,175.423
2004-10-08,174.9
2004-10-11,171.09
2004-10-12,168.975
2004-10-13,169.28
2004-10-14,168.282
2004-10-15,167.595
2004-10-18,168.103
2004-10-19,168.621
2004-10-20,169.303
2004-10-21,171.874
2004-10-22,170.972
2004-10-25,170.973
2004-10-26,172.254
2004-10-27,173.362
2004-10-28,173.142
2004-10-29,173.398
2004-11-01,176.505
2004-11-02,171.978
2004-11-03,173.772
2004-11-04,175.338
2004-11-05,176.133
2004-11-08,175.443
2004-11-09,177.041
2004-11-10,177.9
2004-11-11,181.144
2004-11-12,182.016
2004-11-15,186.693
2004-11-16,187.649
2004-11-17,189.374
2004-11-18,190.868
2004-11-19,190.605
2004-11-22,188.329
2004-11-23,188.137
2004-11-24,188.827
2004-11-25,190.699
2004-11-26,190.767
2004-11-29,189.14
2004-11-30,188.772
2004-12-01,190.175
2004-12-02,191.51
2004-12-03,191.88
2004-12-06,196.614
2004-12-07,197.363
2004-12-08,196.238
2004-12-09,196.663
2004-12-10,196.339
2004-12-13,200.971
2004-12-14,202.359
2004-12-15,202.441
2004-12-16,201.087
2004-12-17,200.921
2004-12-20,201.832
2004-12-21,200.562
2004-12-22,201.26
2004-12-23,201.929
2004-12-24,202.622
2004-12-27,204.058
2004-12-28,202.832
2004-12-29,202.805
2004-12-30,204.309
2004-12-31,205.306
2005-01-03,205.111
2005-01-04,200.912
2005-01-05,196.402
2005-01-06,196.782
2005-01-07,197.065
2005-01-10,200.273
2005-01-11,201.046
2005-01-12,202.509
2005-01-13,201.293
2005-01-14,201.414
2005-01-17,197.801
2005-01-18,197.807
2005-01-19,199.605
2005-01-20,200.104
2005-01-21,200.357
2005-01-24,198.805
2005-01-25,196.434
2005-01-26,198.251
2005-01-27,197.136
2005-01-28,196.748
2005-01-31,202.792
2005-02-01,203.083
2005-02-02,205.291
2005-02-03,207.279
2005-02-04,208.955
2005-02-07,208.114
2005-02-08,207.891
2005-02-09,206.406
2005-02-10,205.361
2005-02-11,205.926
2005-02-14,209.048
2005-02-15,203.747
2005-02-16,203.851
2005-02-17,203.066
2005-02-18,203.365
2005-02-21,200.266
2005-02-22,198.097
2005-02-23,199.319
2005-02-24,200.336
2005-02-25,200.209
2005-02-28,208.938
2005-03-01,209.542
2005-03-02,208.052
2005-03-03,208.932
2005-03-04,209.171
2005-03-07,210.233
2005-03-08,212.137
2005-03-09,211.747
2005-03-10,212.872
2005-03-11,213.102
2005-03-14,213.872
2005-03-15,211.203
2005-03-16,208.799
2005-03-17,209.274
2005-03-18,209.015
2005-03-21,208.306
2005-03-22,207.229
2005-03-23,203.266
2005-03-24,203.719
2005-03-25,203.719
2005-03-28,207.319
2005-03-29,206.313
2005-03-30,204.983
2005-03-31,208.297
2005-04-01,208.482
2005-04-04,206.19
2005-04-05,209.174
2005-04-06,210.844
2005-04-07,212.753
2005-04-08,212.087
2005-04-11,213.95
2005-04-12,213.884
2005-04-13,213.399
2005-04-14,212.717
2005-04-15,211.507
2005-04-18,210.543
2005-04-19,212.237
2005-04-20,210.962
2005-04-21,212.519
2005-04-22,212.307
2005-04-25,211.586
2005-04-26,209.78
2005-04-27,208.336
2005-04-28,208.296
2005-04-29,208.901
2005-05-02,210.771
2005-05-03,208.27
2005-05-04,211.916
2005-05-05,214.07
2005-05-06,213.948
2005-05-09,215.861
2005-05-10,216.873
2005-05-11,216.96
2005-05-12,216.453
2005-05-13,216.454
2005-05-16,218.68
2005-05-17,219.272
2005-05-18,220.107
2005-05-19,220.69
2005-05-20,220.209
2005-05-23,218.185
2005-05-24,218.846
2005-05-25,221.039
2005-05-26,222.713
2005-05-27,222.356
2005-05-30,222.34
2005-05-31,220.896
2005-06-01,221.235
2005-06-02,223.217
2005-06-03,222.813
2005-06-06,217.512
2005-06-07,217.935
2005-06-08,219.441
2005-06-09,217.907
2005-06-10,217.505
2005-06-13,217.124
2005-06-14,215.943
2005-06-15,215.47
2005-06-16,214.462
2005-06-17,214.887
2005-06-20,209.05
2005-06-21,210.368
2005-06-22,210.101
2005-06-23,206.848
2005-06-24,206.17
2005-06-27,202.585
2005-06-28,204.244
2005-06-29,205.064
2005-06-30,203.414
2005-07-01,203.653
2005-07-04,202.913
2005-07-05,201.357
2005-07-06,202.931
2005-07-07,199.771
2005-07-08,199.972
2005-07-11,206.968
2005-07-12,206.885
2005-07-13,206.146
2005-07-14,206.452
2005-07-15,205.87
2005-07-18,204.037
2005-07-19,207.356
2005-07-20,210.621
2005-07-21,211.693
2005-07-22,211.718
2005-07-25,217.174
2005-07-26,214.802
2005-07-27,215.53
2005-07-28,215.728
2005-07-29,215.639
2005-08-01,214.434
2005-08-02,220.077
2005-08-03,219.734
2005-08-04,219.698
2005-08-05,220.007
2005-08-08,218.086
2005-08-09,216.016
2005-08-10,217.685
2005-08-11,217.049
2005-08-12,216.723
2005-08-15,219.798
2005-08-16,218.684
2005-08-17,221.848
2005-08-18,224.511
2005-08-19,224.584
2005-08-22,223.809
2005-08-23,221.786
2005-08-24,219.251
2005-08-25,218.293
2005-08-26,217.443
2005-08-29,217.013
2005-08-30,218.886
2005-08-31,219.178
2005-09-01,222.385
2005-09-02,222.568
2005-09-05,224.556
2005-09-06,227.806
2005-09-07,226.35
2005-09-08,226.497
2005-09-09,226.91
2005-09-12,226.983
2005-09-13,227.296
2005-09-14,228.128
2005-09-15,227.18
2005-09-16,227.381
2005-09-19,225.805
2005-09-20,226.278
2005-09-21,223.939
2005-09-22,222.604
2005-09-23,222.159
2005-09-26,223.541
2005-09-27,225.199
2005-09-28,226.669
2005-09-29,228.225
2005-09-30,229.333
2005-10-03,229.71
2005-10-04,229.665
2005-10-05,228.91
2005-10-06,229.588
2005-10-07,229.046
2005-10-10,230.624
2005-10-11,227.858
2005-10-12,226.056
2005-10-13,225.527
2005-10-14,226.623
2005-10-17,225.934
2005-10-18,225.887
2005-10-19,225.309
2005-10-20,230.635
2005-10-21,232.111
2005-10-24,235.98
2005-10-25,236.709
2005-10-26,238.53
2005-10-27,236.639
2005-10-28,235.924
2005-10-31,236.543
2005-11-01,239.195
2005-11-02,238.622
2005-11-03,239.404
2005-11-04,239.627
2005-11-07,238.824
2005-11-08,237.781
2005-11-09,240.773
