Date,ISRAEL Standard (Large+Mid Cap)
2014-04-30,148.973
2014-05-30,150.296
2014-06-30,155.278
2014-07-31,156.758
2014-08-29,152.463
2014-09-30,155.538
2014-10-31,153.784
2014-11-28,157.854
2014-12-31,157.438
2015-01-30,155.603
2015-02-27,155.5
2015-03-31,171.524
2015-04-30,169.924
2015-05-29,170.153
2015-06-30,168.946
2015-07-31,190.94
2015-08-31,175.848
2015-09-30,159.574
2015-10-30,170.993
2015-11-30,169.48
2015-12-31,173.784
2016-01-29,160.476
2016-02-29,156.495
2016-03-31,156.134
2016-04-29,160.039
2016-05-31,152.47
2016-06-30,150.205
2016-07-29,158.883
2016-08-31,153.254
2016-09-30,147.243
2016-10-31,137.117
2016-11-30,130.903
2016-12-30,130.57
2017-01-31,131.685
2017-02-28,137.152
2017-03-31,137.796
2017-04-28,138.559
2017-05-31,137.806
2017-06-30,146.725
2017-07-31,143.939
2017-08-31,123.117
2017-09-29,128.07
2017-10-31,124.297
2017-11-30,122.551
2017-12-29,133.257
2018-01-31,138.935
2018-02-28,133.472
2018-03-30,126.2
2018-04-30,127.319
2018-05-31,136.622
2018-06-29,139.936
2018-07-31,145.655
2018-08-31,150.133
2018-09-28,147.082
2018-10-31,138.245
2018-11-30,144.372
2018-12-31,125.95
2019-01-31,141.169
2019-02-28,140.063
2019-03-29,138.642
2019-04-30,142.76
2019-05-31,128.384
2019-06-28,133.693
2019-07-31,136.066
2019-08-30,127.683
2019-09-30,128.712
2019-10-31,133.696
2019-11-29,140.566
2019-12-31,138.023
2020-01-31,144.563
2020-02-28,135.007
2020-03-31,113.073
2020-04-30,124.963
2020-05-29,136.17
2020-06-30,135.825
2020-07-31,144.686
2020-08-31,146.043
2020-09-30,133.157
2020-10-30,133.056
2020-11-30,145.98
2020-12-31,158.787
2021-01-29,161.422
2021-02-26,161.15
2021-03-31,158.282
2021-04-30,168.26
2021-05-31,164.148
2021-06-30,166.334
2021-07-30,174.452
2021-08-31,175.587
2021-09-30,170.933
2021-10-29,179.7
2021-11-30,175.19
2021-12-31,182.895
2022-01-31,167.406
2022-02-28,170.179
2022-03-31,170.32
2022-04-29,156.638
2022-05-31,148.397
2022-06-30,136.239
2022-07-29,144.661
2022-08-31,151.88
2022-09-30,133.609
2022-10-31,145.284
2022-11-30,141.606
2022-12-30,134.123
2023-01-31,139.939
2023-02-28,133.761
2023-03-31,135.24
2023-04-28,132.701
2023-05-31,127.442
2023-06-30,129.894
2023-07-31,140.379
2023-08-31,136.606
2023-09-29,136.354
2023-10-31,119.161
2023-11-30,138.509
2023-12-29,149.002
2024-01-31,151.542
2024-02-29,164.852
2024-03-29,167.521
2024-04-30,154.998
2024-05-31,160.342
2024-06-28,160.565
2024-07-31,166.828
2024-08-30,180.228
2024-09-30,180.481
2024-10-31,182.59
2024-11-29,196.657
2024-12-31,205.999
2025-01-31,215.406
2025-02-28,211.721
2025-03-31,201.942
2025-04-30,212.021
2025-05-30,228.237
2025-06-30,246.627
2025-07-31,234.005
2025-08-29,242.183
