Date,GERMANY IMI VALUE IMI (Large+Mid+Small Cap)
2001-11-29,384.821
2001-11-30,392.017
2001-12-03,389.601
2001-12-04,390.5
2001-12-05,400.705
2001-12-06,402.548
2001-12-07,397.542
2001-12-10,393.238
2001-12-11,393.654
2001-12-12,391.615
2001-12-13,387.403
2001-12-14,386.468
2001-12-17,395.923
2001-12-18,393.656
2001-12-19,388.003
2001-12-20,385.022
2001-12-21,384.841
2001-12-24,380.994
2001-12-25,380.994
2001-12-26,381.32
2001-12-27,391.516
2001-12-28,392.099
2001-12-31,395.961
2002-01-01,395.961
2002-01-02,402.386
2002-01-03,406.9
2002-01-04,409.618
2002-01-07,403.657
2002-01-08,405.177
2002-01-09,403.034
2002-01-10,401.757
2002-01-11,399.167
2002-01-14,393.118
2002-01-15,390.887
2002-01-16,384.135
2002-01-17,392.641
2002-01-18,393.605
2002-01-21,392.206
2002-01-22,390.748
2002-01-23,397.119
2002-01-24,394.324
2002-01-25,387.924
2002-01-28,386.082
2002-01-29,381.202
2002-01-30,380.316
2002-01-31,383.423
2002-02-01,382.536
2002-02-04,378.927
2002-02-05,377.601
2002-02-06,370.173
2002-02-07,369.943
2002-02-08,368.737
2002-02-11,376.52
2002-02-12,372.693
2002-02-13,373.266
2002-02-14,372.251
2002-02-15,367.622
2002-02-18,367.146
2002-02-19,362.801
2002-02-20,363.796
2002-02-21,369.338
2002-02-22,367.458
2002-02-25,370.89
2002-02-26,372.395
2002-02-27,373.886
2002-02-28,378.333
2002-03-01,382.764
2002-03-04,392.742
2002-03-05,389.575
2002-03-06,395.948
2002-03-07,398.458
2002-03-08,400.914
2002-03-11,399.516
2002-03-12,394.701
2002-03-13,395.63
2002-03-14,399.706
2002-03-15,406.275
2002-03-18,405.548
2002-03-19,407.926
2002-03-20,406.278
2002-03-21,404.196
2002-03-22,405.18
2002-03-25,401.558
2002-03-26,404.633
2002-03-27,399.673
2002-03-28,402.0
2002-03-29,402.002
2002-04-01,405.296
2002-04-02,402.42
2002-04-03,402.456
2002-04-04,401.28
2002-04-05,399.886
2002-04-08,393.608
2002-04-09,392.672
2002-04-10,399.416
2002-04-11,396.366
2002-04-12,397.89
2002-04-15,400.946
2002-04-16,408.38
2002-04-17,409.205
2002-04-18,408.716
2002-04-19,409.139
2002-04-22,406.327
2002-04-23,405.351
2002-04-24,403.639
2002-04-25,398.345
2002-04-26,394.735
2002-04-29,397.894
2002-04-30,399.658
2002-05-01,401.92
2002-05-02,397.819
2002-05-03,397.339
2002-05-06,398.197
2002-05-07,394.705
2002-05-08,401.751
2002-05-09,399.085
2002-05-10,395.288
2002-05-13,399.765
2002-05-14,399.364
2002-05-15,403.503
2002-05-16,404.088
2002-05-17,409.32
2002-05-20,407.706
2002-05-21,406.545
2002-05-22,408.705
2002-05-23,403.953
2002-05-24,403.793
2002-05-27,406.962
2002-05-28,409.228
2002-05-29,410.227
2002-05-30,404.344
2002-05-31,406.279
2002-06-03,404.197
2002-06-04,396.396
2002-06-05,394.496
2002-06-06,401.577
2002-06-07,398.083
2002-06-10,395.603
2002-06-11,396.094
2002-06-12,395.15
2002-06-13,390.937
2002-06-14,377.902
2002-06-17,388.091
2002-06-18,388.553
2002-06-19,384.834
2002-06-20,381.337
2002-06-21,382.423
2002-06-24,379.88
2002-06-25,380.861
2002-06-26,384.327
2002-06-27,392.65
2002-06-28,401.466
2002-07-01,399.936
2002-07-02,388.839
2002-07-03,381.274
2002-07-04,387.982
2002-07-05,397.237
2002-07-08,398.552
2002-07-09,395.145
2002-07-10,380.221
2002-07-11,375.175
2002-07-12,374.072
2002-07-15,365.813
2002-07-16,369.02
2002-07-17,372.766
2002-07-18,377.001
2002-07-19,362.51
2002-07-22,343.592
2002-07-23,326.584
2002-07-24,333.51
2002-07-25,325.065
2002-07-26,326.012
2002-07-29,345.004
2002-07-30,352.933
2002-07-31,338.603
2002-08-01,331.536
2002-08-02,328.696
2002-08-05,313.609
2002-08-06,322.905
2002-08-07,317.879
2002-08-08,333.17
2002-08-09,343.032
2002-08-12,336.814
2002-08-13,339.523
2002-08-14,335.439
2002-08-15,340.569
2002-08-16,342.309
2002-08-19,351.566
2002-08-20,344.325
2002-08-21,350.845
2002-08-22,350.913
2002-08-23,347.217
2002-08-26,343.797
2002-08-27,351.271
2002-08-28,338.612
2002-08-29,338.939
2002-08-30,343.359
2002-09-02,338.076
2002-09-03,323.477
2002-09-04,326.833
2002-09-05,321.342
2002-09-06,328.19
2002-09-09,322.059
2002-09-10,326.93
2002-09-11,332.298
2002-09-12,321.137
2002-09-13,319.061
2002-09-16,315.126
2002-09-17,313.38
2002-09-18,300.405
2002-09-19,294.931
2002-09-20,298.276
2002-09-23,284.285
2002-09-24,274.766
2002-09-25,282.651
2002-09-26,293.057
2002-09-27,285.743
2002-09-30,276.811
2002-10-01,284.984
2002-10-02,288.891
2002-10-03,280.049
2002-10-04,272.149
2002-10-07,269.148
2002-10-08,260.907
2002-10-09,257.144
2002-10-10,264.708
2002-10-11,280.759
2002-10-14,274.082
2002-10-15,288.076
2002-10-16,285.987
2002-10-17,294.742
2002-10-18,294.873
2002-10-21,304.622
2002-10-22,294.25
2002-10-23,281.564
2002-10-24,284.29
2002-10-25,283.671
2002-10-28,293.116
2002-10-29,279.449
2002-10-30,282.608
2002-10-31,287.112
2002-11-01,289.365
2002-11-04,301.396
2002-11-05,302.116
2002-11-06,298.089
2002-11-07,290.801
2002-11-08,288.209
2002-11-11,288.14
2002-11-12,292.681
2002-11-13,289.076
2002-11-14,294.013
2002-11-15,294.311
2002-11-18,298.3
2002-11-19,297.681
2002-11-20,293.03
2002-11-21,299.45
2002-11-22,299.777
2002-11-25,295.006
2002-11-26,288.719
2002-11-27,301.084
2002-11-28,305.546
2002-11-29,304.944
2002-12-02,307.383
2002-12-03,300.25
2002-12-04,306.65
2002-12-05,298.957
2002-12-06,300.26
2002-12-09,288.616
2002-12-10,298.573
2002-12-11,301.108
2002-12-12,296.398
2002-12-13,293.196
2002-12-16,301.779
2002-12-17,297.835
2002-12-18,285.784
2002-12-19,280.283
2002-12-20,287.361
2002-12-23,285.06
2002-12-24,286.24
2002-12-25,286.24
2002-12-26,286.962
2002-12-27,274.671
2002-12-30,281.686
2002-12-31,282.791
2003-01-01,282.791
2003-01-02,299.281
2003-01-03,299.186
2003-01-06,306.646
2003-01-07,300.4
2003-01-08,289.235
2003-01-09,294.511
2003-01-10,295.873
2003-01-13,297.806
2003-01-14,301.082
2003-01-15,297.573
2003-01-16,300.017
2003-01-17,291.857
2003-01-20,290.53
2003-01-21,286.926
2003-01-22,279.968
2003-01-23,279.787
2003-01-24,273.802
2003-01-27,267.386
2003-01-28,271.299
2003-01-29,274.75
2003-01-30,271.734
2003-01-31,278.019
2003-02-03,279.676
2003-02-04,271.729
2003-02-05,278.327
2003-02-06,269.678
2003-02-07,260.945
2003-02-10,262.168
2003-02-11,264.348
2003-02-12,258.011
2003-02-13,257.524
2003-02-14,269.051
2003-02-17,269.384
2003-02-18,270.136
2003-02-19,262.119
2003-02-20,261.667
2003-02-21,267.699
2003-02-24,258.792
2003-02-25,250.718
2003-02-26,246.271
2003-02-27,252.773
2003-02-28,257.275
2003-03-03,258.668
2003-03-04,256.611
2003-03-05,256.911
2003-03-06,250.377
2003-03-07,250.442
2003-03-10,241.547
2003-03-11,238.142
2003-03-12,225.635
2003-03-13,235.725
2003-03-14,235.126
2003-03-17,240.944
2003-03-18,253.168
2003-03-19,255.156
2003-03-20,253.512
2003-03-21,262.945
2003-03-24,251.741
2003-03-25,260.052
2003-03-26,254.599
2003-03-27,255.242
2003-03-28,250.403
2003-03-31,245.14
2003-04-01,246.187
2003-04-02,257.291
2003-04-03,254.852
2003-04-04,263.656
2003-04-07,276.634
2003-04-08,273.174
2003-04-09,271.232
2003-04-10,270.451
2003-04-11,273.045
2003-04-14,277.023
2003-04-15,280.979
2003-04-16,279.773
2003-04-17,288.779
2003-04-18,288.779
2003-04-21,287.534
2003-04-22,297.749
2003-04-23,300.453
2003-04-24,294.169
2003-04-25,288.878
2003-04-28,300.001
2003-04-29,295.46
2003-04-30,303.206
2003-05-01,305.991
2003-05-02,308.748
2003-05-05,312.689
2003-05-06,318.984
2003-05-07,315.42
2003-05-08,305.577
2003-05-09,313.481
2003-05-12,312.976
2003-05-13,308.197
2003-05-14,311.954
2003-05-15,317.224
2003-05-16,319.773
2003-05-19,310.109
2003-05-20,307.898
2003-05-21,307.59
2003-05-22,311.348
2003-05-23,308.743
2003-05-26,310.794
2003-05-27,315.054
2003-05-28,315.94
2003-05-29,317.372
2003-05-30,323.23
2003-06-02,329.236
2003-06-03,325.042
2003-06-04,328.66
2003-06-05,329.177
2003-06-06,332.906
2003-06-09,330.904
2003-06-10,332.991
2003-06-11,340.453
2003-06-12,345.239
2003-06-13,343.171
2003-06-16,353.442
2003-06-17,355.81
2003-06-18,354.591
2003-06-19,348.332
2003-06-20,345.977
2003-06-23,338.282
2003-06-24,339.676
2003-06-25,339.456
2003-06-26,340.794
2003-06-27,339.576
2003-06-30,341.312
2003-07-01,337.83
2003-07-02,343.257
2003-07-03,344.797
2003-07-04,343.508
2003-07-07,348.154
2003-07-08,349.309
2003-07-09,346.784
2003-07-10,342.691
2003-07-11,347.78
2003-07-14,354.041
2003-07-15,350.19
2003-07-16,348.958
2003-07-17,344.802
2003-07-18,348.881
2003-07-21,344.214
2003-07-22,347.425
2003-07-23,348.353
2003-07-24,357.71
2003-07-25,357.436
2003-07-28,360.458
2003-07-29,361.509
2003-07-30,359.516
2003-07-31,363.37
2003-08-01,359.707
2003-08-04,359.054
2003-08-05,361.903
2003-08-06,356.818
2003-08-07,353.966
2003-08-08,351.668
2003-08-11,352.121
2003-08-12,355.026
2003-08-13,356.034
2003-08-14,361.304
2003-08-15,362.544
2003-08-18,365.857
2003-08-19,362.563
2003-08-20,364.636
2003-08-21,366.203
2003-08-22,361.144
2003-08-25,358.245
2003-08-26,353.749
2003-08-27,357.34
2003-08-28,357.359
2003-08-29,358.813
2003-09-01,366.708
2003-09-02,363.797
2003-09-03,368.294
2003-09-04,371.516
2003-09-05,370.019
2003-09-08,374.166
2003-09-09,370.981
2003-09-10,366.227
2003-09-11,368.748
2003-09-12,366.885
2003-09-15,368.196
2003-09-16,368.322
2003-09-17,369.223
2003-09-18,373.84
2003-09-19,374.976
2003-09-22,366.91
2003-09-23,360.299
2003-09-24,348.761
2003-09-25,352.717
2003-09-26,351.662
2003-09-29,354.277
2003-09-30,350.504
2003-10-01,360.214
2003-10-02,351.77
2003-10-03,363.85
2003-10-06,363.845
2003-10-07,361.259
2003-10-08,363.105
2003-10-09,371.779
2003-10-10,371.967
2003-10-13,374.697
2003-10-14,375.738
2003-10-15,378.307
2003-10-16,381.564
2003-10-17,374.078
2003-10-20,379.554
2003-10-21,380.655
2003-10-22,375.631
2003-10-23,376.93
2003-10-24,373.398
2003-10-27,377.931
2003-10-28,382.011
2003-10-29,383.734
2003-10-30,387.554
2003-10-31,387.878
2003-11-03,391.227
2003-11-04,392.968
2003-11-05,390.365
2003-11-06,388.68
2003-11-07,396.8
2003-11-10,395.28
2003-11-11,394.177
2003-11-12,399.903
2003-11-13,403.023
2003-11-14,407.739
2003-11-17,396.102
2003-11-18,399.039
2003-11-19,399.181
2003-11-20,397.395
2003-11-21,398.836
2003-11-24,402.931
2003-11-25,401.712
2003-11-26,404.095
2003-11-27,406.745
2003-11-28,408.875
2003-12-01,415.439
2003-12-02,418.371
2003-12-03,426.213
2003-12-04,425.812
2003-12-05,425.631
2003-12-08,424.292
2003-12-09,427.062
2003-12-10,425.709
2003-12-11,426.72
2003-12-12,432.279
2003-12-15,435.33
2003-12-16,437.042
2003-12-17,437.541
2003-12-18,441.128
2003-12-19,443.327
2003-12-22,444.099
2003-12-23,446.501
2003-12-24,447.759
2003-12-25,447.759
2003-12-26,447.58
2003-12-29,453.993
2003-12-30,456.549
2003-12-31,459.573
2004-01-01,459.573
2004-01-02,463.382
2004-01-05,467.674
2004-01-06,468.325
2004-01-07,462.039
2004-01-08,464.539
2004-01-09,467.029
2004-01-12,463.969
2004-01-13,465.391
2004-01-14,469.223
2004-01-15,468.316
2004-01-16,467.352
2004-01-19,469.357
2004-01-20,472.082
2004-01-21,478.655
2004-01-22,481.218
2004-01-23,481.512
2004-01-26,472.789
2004-01-27,474.88
2004-01-28,476.732
2004-01-29,462.459
2004-01-30,460.772
2004-02-02,463.359
2004-02-03,464.221
2004-02-04,460.38
2004-02-05,461.255
2004-02-06,467.96
2004-02-09,472.102
2004-02-10,473.582
2004-02-11,473.844
2004-02-12,479.528
2004-02-13,470.945
2004-02-16,472.031
2004-02-17,475.717
2004-02-18,475.835
2004-02-19,474.759
2004-02-20,463.327
2004-02-23,463.938
2004-02-24,459.491
2004-02-25,454.247
2004-02-26,452.837
2004-02-27,456.167
2004-03-01,460.223
2004-03-02,460.107
2004-03-03,449.963
2004-03-04,457.639
2004-03-05,466.025
2004-03-08,466.675
2004-03-09,462.488
2004-03-10,451.867
2004-03-11,436.782
2004-03-12,434.804
2004-03-15,424.029
2004-03-16,429.386
2004-03-17,432.834
2004-03-18,430.852
2004-03-19,428.035
2004-03-22,419.201
2004-03-23,417.504
2004-03-24,413.574
2004-03-25,421.479
2004-03-26,421.202
2004-03-29,428.695
2004-03-30,429.176
2004-03-31,430.624
2004-04-01,440.993
2004-04-02,442.835
2004-04-05,441.707
2004-04-06,440.958
2004-04-07,442.89
2004-04-08,441.818
2004-04-09,441.818
2004-04-12,440.577
2004-04-13,441.326
2004-04-14,435.786
2004-04-15,437.045
2004-04-16,444.435
2004-04-19,442.977
2004-04-20,442.865
2004-04-21,438.798
2004-04-22,442.985
2004-04-23,447.604
2004-04-26,450.459
2004-04-27,452.943
2004-04-28,443.024
2004-04-29,440.446
2004-04-30,440.294
2004-05-03,441.26
2004-05-04,443.531
2004-05-05,448.635
2004-05-06,435.126
2004-05-07,427.263
2004-05-10,412.324
2004-05-11,417.392
2004-05-12,413.523
2004-05-13,417.473
2004-05-14,416.348
2004-05-17,415.519
2004-05-18,417.883
2004-05-19,429.305
2004-05-20,421.14
2004-05-21,424.101
2004-05-24,425.853
2004-05-25,427.038
2004-05-26,431.599
2004-05-27,442.54
2004-05-28,439.183
2004-05-31,441.255
2004-06-01,435.363
2004-06-02,439.846
2004-06-03,442.513
2004-06-04,447.957
2004-06-07,456.725
2004-06-08,454.151
2004-06-09,445.698
2004-06-10,448.649
2004-06-11,445.198
2004-06-14,440.502
2004-06-15,444.734
2004-06-16,444.798
2004-06-17,443.537
2004-06-18,448.344
2004-06-21,445.81
2004-06-22,440.013
2004-06-23,441.65
2004-06-24,451.499
2004-06-25,450.234
2004-06-28,458.705
2004-06-29,455.725
2004-06-30,456.134
2004-07-01,453.703
2004-07-02,454.991
2004-07-05,453.038
2004-07-06,448.291
2004-07-07,450.803
2004-07-08,454.339
2004-07-09,452.348
2004-07-12,449.354
2004-07-13,447.58
2004-07-14,448.828
2004-07-15,442.354
2004-07-16,445.163
2004-07-19,441.384
2004-07-20,442.226
2004-07-21,441.507
2004-07-22,435.429
2004-07-23,428.877
2004-07-26,425.764
2004-07-27,429.206
2004-07-28,427.218
2004-07-29,436.192
2004-07-30,435.63
2004-08-02,431.983
2004-08-03,434.004
2004-08-04,427.705
2004-08-05,428.316
2004-08-06,424.403
2004-08-09,419.935
2004-08-10,424.41
2004-08-11,416.328
2004-08-12,416.192
2004-08-13,418.247
2004-08-16,423.223
2004-08-17,423.667
2004-08-18,423.947
2004-08-19,425.68
2004-08-20,423.962
2004-08-23,425.7
2004-08-24,423.089
2004-08-25,424.354
2004-08-26,428.217
2004-08-27,428.553
2004-08-30,427.298
2004-08-31,425.81
2004-09-01,430.282
2004-09-02,431.414
2004-09-03,432.178
2004-09-06,434.836
2004-09-07,434.676
2004-09-08,435.543
2004-09-09,432.895
2004-09-10,440.281
2004-09-13,445.919
2004-09-14,447.492
2004-09-15,442.31
2004-09-16,444.277
2004-09-17,447.559
2004-09-20,445.381
2004-09-21,450.428
2004-09-22,443.73
2004-09-23,441.247
2004-09-24,440.56
2004-09-27,437.807
2004-09-28,439.592
2004-09-29,444.445
2004-09-30,445.368
2004-10-01,455.048
2004-10-04,454.31
2004-10-05,459.182
2004-10-06,459.879
2004-10-07,459.043
2004-10-08,461.602
2004-10-11,461.282
2004-10-12,452.499
2004-10-13,452.355
2004-10-14,453.116
2004-10-15,453.335
2004-10-18,453.351
2004-10-19,458.604
2004-10-20,455.762
2004-10-21,457.864
2004-10-22,459.156
2004-10-25,454.856
2004-10-26,456.338
2004-10-27,463.955
2004-10-28,466.817
2004-10-29,465.843
2004-11-01,473.527
2004-11-02,474.915
2004-11-03,478.689
2004-11-04,482.441
2004-11-05,486.239
2004-11-08,489.285
2004-11-09,487.914
2004-11-10,490.425
2004-11-11,492.708
2004-11-12,495.067
2004-11-15,494.001
2004-11-16,493.46
2004-11-17,502.578
2004-11-18,500.677
2004-11-19,498.847
2004-11-22,496.913
2004-11-23,497.915
2004-11-24,502.437
2004-11-25,509.46
2004-11-26,509.421
2004-11-29,509.533
2004-11-30,507.051
2004-12-01,514.455
2004-12-02,516.25
2004-12-03,519.765
2004-12-06,520.702
2004-12-07,522.925
2004-12-08,516.26
2004-12-09,509.544
2004-12-10,512.052
2004-12-13,520.906
2004-12-14,521.973
2004-12-15,525.447
2004-12-16,522.898
2004-12-17,514.696
2004-12-20,525.064
2004-12-21,523.848
2004-12-22,528.436
2004-12-23,534.255
2004-12-24,535.64
2004-12-27,536.484
2004-12-28,538.506
2004-12-29,536.201
2004-12-30,538.961
2004-12-31,537.478
2005-01-03,536.497
2005-01-04,530.76
2005-01-05,525.32
2005-01-06,526.742
2005-01-07,524.04
2005-01-10,525.957
2005-01-11,522.798
2005-01-12,522.713
2005-01-13,518.785
2005-01-14,518.668
2005-01-17,520.376
2005-01-18,518.786
2005-01-19,517.89
2005-01-20,511.382
2005-01-21,512.574
2005-01-24,512.559
2005-01-25,512.997
2005-01-26,513.994
2005-01-27,513.294
2005-01-28,511.067
2005-01-31,518.458
2005-02-01,521.281
2005-02-02,525.029
2005-02-03,520.14
2005-02-04,525.987
2005-02-07,524.529
2005-02-08,522.844
2005-02-09,521.698
2005-02-10,525.063
2005-02-11,530.531
2005-02-14,533.909
2005-02-15,536.751
2005-02-16,532.651
2005-02-17,537.304
2005-02-18,536.147
2005-02-21,534.792
2005-02-22,537.096
2005-02-23,533.523
2005-02-24,534.576
2005-02-25,539.574
2005-02-28,543.42
2005-03-01,543.522
2005-03-02,541.267
2005-03-03,540.334
2005-03-04,551.454
2005-03-07,550.317
2005-03-08,552.162
2005-03-09,550.077
2005-03-10,548.384
2005-03-11,553.993
2005-03-14,550.476
2005-03-15,550.759
2005-03-16,544.688
2005-03-17,542.071
2005-03-18,539.453
2005-03-21,532.489
2005-03-22,536.18
2005-03-23,527.18
2005-03-24,527.889
2005-03-25,527.889
2005-03-28,524.184
2005-03-29,527.084
2005-03-30,528.283
2005-03-31,529.643
2005-04-01,531.281
2005-04-04,521.319
2005-04-05,524.752
2005-04-06,527.719
2005-04-07,530.9
2005-04-08,529.337
2005-04-11,533.146
2005-04-12,526.516
2005-04-13,531.465
2005-04-14,526.531
2005-04-15,519.245
2005-04-18,507.929
2005-04-19,509.745
2005-04-20,506.983
2005-04-21,509.262
2005-04-22,511.659
2005-04-25,510.68
2005-04-26,509.128
2005-04-27,503.679
2005-04-28,501.163
2005-04-29,502.247
2005-05-02,503.763
2005-05-03,507.941
2005-05-04,513.704
2005-05-05,517.041
2005-05-06,514.789
2005-05-09,511.604
2005-05-10,508.084
2005-05-11,504.974
2005-05-12,504.288
2005-05-13,501.566
2005-05-16,498.941
2005-05-17,499.218
2005-05-18,508.263
2005-05-19,513.146
2005-05-20,509.78
2005-05-23,515.581
2005-05-24,514.058
2005-05-25,513.14
2005-05-26,516.281
2005-05-27,518.404
2005-05-30,520.737
2005-05-31,513.919
2005-06-01,517.272
2005-06-02,518.635
2005-06-03,515.028
2005-06-06,513.972
2005-06-07,520.59
2005-06-08,522.082
2005-06-09,516.86
2005-06-10,517.002
2005-06-13,515.78
2005-06-14,515.822
2005-06-15,514.428
2005-06-16,516.752
2005-06-17,525.56
2005-06-20,519.355
2005-06-21,521.165
2005-06-22,520.984
2005-06-23,518.726
2005-06-24,514.401
2005-06-27,512.788
2005-06-28,512.478
2005-06-29,515.318
2005-06-30,517.1
2005-07-01,514.718
2005-07-04,513.288
2005-07-05,511.867
2005-07-06,514.688
2005-07-07,506.544
2005-07-08,513.627
2005-07-11,526.534
2005-07-12,530.883
2005-07-13,529.25
2005-07-14,532.026
2005-07-15,531.333
2005-07-18,532.573
2005-07-19,535.309
2005-07-20,538.126
2005-07-21,548.187
2005-07-22,548.703
2005-07-25,548.286
2005-07-26,547.081
2005-07-27,550.422
2005-07-28,556.84
2005-07-29,559.067
2005-08-01,562.693
2005-08-02,567.235
2005-08-03,569.754
2005-08-04,566.362
2005-08-05,560.193
2005-08-08,563.647
2005-08-09,571.818
2005-08-10,583.378
2005-08-11,581.332
2005-08-12,579.25
2005-08-15,574.525
2005-08-16,568.701
2005-08-17,565.694
2005-08-18,556.672
2005-08-19,564.166
2005-08-22,570.7
2005-08-23,566.145
2005-08-24,568.428
2005-08-25,562.647
2005-08-26,556.954
2005-08-29,556.64
2005-08-30,550.947
2005-08-31,559.963
2005-09-01,568.429
2005-09-02,571.207
2005-09-05,578.471
2005-09-06,583.651
2005-09-07,584.248
2005-09-08,582.772
2005-09-09,584.779
2005-09-12,574.989
2005-09-13,564.889
2005-09-14,568.091
2005-09-15,563.956
2005-09-16,573.034
2005-09-19,563.667
2005-09-20,569.868
2005-09-21,562.888
2005-09-22,556.423
2005-09-23,556.966
2005-09-26,567.511
2005-09-27,563.223
2005-09-28,573.82
2005-09-29,570.264
2005-09-30,574.928
2005-10-03,571.937
2005-10-04,579.908
2005-10-05,572.436
2005-10-06,575.329
2005-10-07,573.309
2005-10-10,571.317
2005-10-11,570.203
2005-10-12,566.588
2005-10-13,558.153
2005-10-14,567.896
2005-10-17,566.422
2005-10-18,557.818
2005-10-19,548.701
2005-10-20,549.732
2005-10-21,548.586
2005-10-24,554.403
2005-10-25,557.615
2005-10-26,560.451
2005-10-27,553.204
2005-10-28,552.639
2005-10-31,558.697
2005-11-01,558.053
2005-11-02,565.82
2005-11-03,568.379
2005-11-04,556.557
2005-11-07,559.279
