Date,WORLD IMI GROWTH IMI (Large+Mid+Small Cap)
2001-09-07,571.176
2001-09-10,568.592
2001-09-11,560.818
2001-09-12,558.134
2001-09-13,561.093
2001-09-14,557.883
2001-09-17,538.72
2001-09-18,535.112
2001-09-19,530.965
2001-09-20,515.761
2001-09-21,503.143
2001-09-24,523.339
2001-09-25,530.151
2001-09-26,527.481
2001-09-27,530.798
2001-09-28,542.531
2001-10-01,539.563
2001-10-02,545.136
2001-10-03,555.209
2001-10-04,561.571
2001-10-05,564.133
2001-10-08,562.306
2001-10-09,557.7
2001-10-10,567.882
2001-10-11,580.605
2001-10-12,581.214
2001-10-15,577.559
2001-10-16,582.412
2001-10-17,578.141
2001-10-18,571.671
2001-10-19,571.376
2001-10-22,578.659
2001-10-23,581.889
2001-10-24,585.251
2001-10-25,589.068
2001-10-26,592.126
2001-10-29,580.226
2001-10-30,569.374
2001-10-31,570.897
2001-11-01,581.521
2001-11-02,582.407
2001-11-05,591.17
2001-11-06,599.155
2001-11-07,598.334
2001-11-08,601.187
2001-11-09,599.126
2001-11-12,595.803
2001-11-13,606.073
2001-11-14,609.633
2001-11-15,612.872
2001-11-16,614.343
2001-11-19,620.554
2001-11-20,612.672
2001-11-21,608.881
2001-11-22,611.322
2001-11-23,613.821
2001-11-26,621.426
2001-11-27,618.159
2001-11-28,608.271
2001-11-29,611.309
2001-11-30,614.189
2001-12-03,606.724
2001-12-04,616.059
2001-12-05,633.112
2001-12-06,634.574
2001-12-07,628.125
2001-12-10,616.406
2001-12-11,616.252
2001-12-12,617.971
2001-12-13,606.017
2001-12-14,605.787
2001-12-17,613.421
2001-12-18,615.688
2001-12-19,613.506
2001-12-20,607.36
2001-12-21,609.845
2001-12-24,607.828
2001-12-25,607.425
2001-12-26,608.842
2001-12-27,616.169
2001-12-28,619.303
2001-12-31,616.357
2002-01-01,616.357
2002-01-02,618.571
2002-01-03,626.334
2002-01-04,629.652
2002-01-07,624.66
2002-01-08,620.985
2002-01-09,618.797
2002-01-10,616.781
2002-01-11,613.376
2002-01-14,606.947
2002-01-15,607.907
2002-01-16,597.664
2002-01-17,602.983
2002-01-18,598.434
2002-01-21,596.793
2002-01-22,591.089
2002-01-23,594.471
2002-01-24,597.599
2002-01-25,594.392
2002-01-28,595.534
2002-01-29,583.544
2002-01-30,584.158
2002-01-31,590.607
2002-02-01,586.894
2002-02-04,576.283
2002-02-05,571.202
2002-02-06,567.145
2002-02-07,567.152
2002-02-08,573.245
2002-02-11,581.899
2002-02-12,581.418
2002-02-13,585.595
2002-02-14,585.661
2002-02-15,579.332
2002-02-18,577.744
2002-02-19,566.573
2002-02-20,569.119
2002-02-21,564.913
2002-02-22,565.821
2002-02-25,572.595
2002-02-26,573.124
2002-02-27,575.93
2002-02-28,574.503
2002-03-01,585.88
2002-03-04,601.484
2002-03-05,599.638
2002-03-06,606.136
2002-03-07,611.08
2002-03-08,616.364
2002-03-11,616.587
2002-03-12,609.182
2002-03-13,603.454
2002-03-14,605.905
2002-03-15,611.582
2002-03-18,611.7
2002-03-19,613.967
2002-03-20,605.485
2002-03-21,606.144
2002-03-22,603.245
2002-03-25,594.982
2002-03-26,596.325
2002-03-27,598.115
2002-03-28,601.994
2002-03-29,600.937
2002-04-01,602.204
2002-04-02,596.836
2002-04-03,593.83
2002-04-04,593.93
2002-04-05,591.404
2002-04-08,589.234
2002-04-09,585.387
2002-04-10,590.728
2002-04-11,579.125
2002-04-12,581.509
2002-04-15,581.66
2002-04-16,594.107
2002-04-17,595.649
2002-04-18,594.81
2002-04-19,593.669
2002-04-22,587.43
2002-04-23,584.012
2002-04-24,581.246
2002-04-25,581.23
2002-04-26,573.685
2002-04-29,570.362
2002-04-30,573.907
2002-05-01,577.499
2002-05-02,572.902
2002-05-03,568.406
2002-05-06,562.161
2002-05-07,557.023
2002-05-08,575.856
2002-05-09,569.77
2002-05-10,561.936
2002-05-13,568.263
2002-05-14,576.978
2002-05-15,580.002
2002-05-16,582.352
2002-05-17,589.14
2002-05-20,584.21
2002-05-21,578.18
2002-05-22,578.845
2002-05-23,580.913
2002-05-24,576.509
2002-05-27,575.391
2002-05-28,573.443
2002-05-29,570.153
2002-05-30,568.838
2002-05-31,568.532
2002-06-03,559.708
2002-06-04,557.255
2002-06-05,558.876
2002-06-06,552.853
2002-06-07,548.637
2002-06-10,549.829
2002-06-11,544.374
2002-06-12,542.67
2002-06-13,536.559
2002-06-14,532.549
2002-06-17,545.015
2002-06-18,544.801
2002-06-19,536.646
2002-06-20,530.343
2002-06-21,523.475
2002-06-24,523.628
2002-06-25,519.297
2002-06-26,518.87
2002-06-27,526.372
2002-06-28,531.239
2002-07-01,522.516
2002-07-02,509.758
2002-07-03,509.175
2002-07-04,511.476
2002-07-05,529.098
2002-07-08,525.594
2002-07-09,518.046
2002-07-10,502.217
2002-07-11,499.987
2002-07-12,500.44
2002-07-15,494.707
2002-07-16,489.99
2002-07-17,496.02
2002-07-18,490.625
2002-07-19,474.075
2002-07-22,458.595
2002-07-23,447.07
2002-07-24,459.682
2002-07-25,460.232
2002-07-26,461.695
2002-07-29,482.746
2002-07-30,485.93
2002-07-31,485.285
2002-08-01,471.89
2002-08-02,465.233
2002-08-05,451.171
2002-08-06,460.247
2002-08-07,466.936
2002-08-08,479.71
2002-08-09,483.174
2002-08-12,479.162
2002-08-13,473.811
2002-08-14,484.849
2002-08-15,492.294
2002-08-16,494.918
2002-08-19,503.045
2002-08-20,496.894
2002-08-21,503.345
2002-08-22,509.488
2002-08-23,500.524
2002-08-26,501.968
2002-08-27,497.721
2002-08-28,486.753
2002-08-29,485.325
2002-08-30,484.378
2002-09-02,482.141
2002-09-03,466.047
2002-09-04,471.251
2002-09-05,465.955
2002-09-06,473.865
2002-09-09,475.627
2002-09-10,480.364
2002-09-11,482.798
2002-09-12,471.72
2002-09-13,469.963
2002-09-16,468.36
2002-09-17,462.652
2002-09-18,458.357
2002-09-19,448.823
2002-09-20,447.926
2002-09-23,438.99
2002-09-24,433.501
2002-09-25,442.543
2002-09-26,451.272
2002-09-27,444.023
2002-09-30,436.139
2002-10-01,445.594
2002-10-02,442.982
2002-10-03,438.676
2002-10-04,430.316
2002-10-07,421.869
2002-10-08,425.13
2002-10-09,418.159
2002-10-10,427.715
2002-10-11,443.91
2002-10-14,445.821
2002-10-15,466.244
2002-10-16,455.961
2002-10-17,466.128
2002-10-18,467.985
2002-10-21,472.381
2002-10-22,467.318
2002-10-23,466.87
2002-10-24,464.318
2002-10-25,470.856
2002-10-28,470.005
2002-10-29,463.401
2002-10-30,468.713
2002-10-31,469.724
2002-11-01,473.916
2002-11-04,481.371
2002-11-05,484.994
2002-11-06,486.905
2002-11-07,479.658
2002-11-08,474.52
2002-11-11,465.645
2002-11-12,471.148
2002-11-13,470.67
2002-11-14,480.167
2002-11-15,483.079
2002-11-18,480.09
2002-11-19,477.038
2002-11-20,482.714
2002-11-21,493.662
2002-11-22,493.128
2002-11-25,492.838
2002-11-26,483.74
2002-11-27,494.649
2002-11-28,497.165
2002-11-29,495.329
2002-12-02,494.887
2002-12-03,487.569
2002-12-04,485.422
2002-12-05,479.878
2002-12-06,481.699
2002-12-09,471.66
2002-12-10,476.403
2002-12-11,477.365
2002-12-12,476.084
2002-12-13,470.165
2002-12-16,477.92
2002-12-17,475.147
2002-12-18,467.264
2002-12-19,465.055
2002-12-20,469.227
2002-12-23,471.193
2002-12-24,470.784
2002-12-25,470.679
2002-12-26,470.101
2002-12-27,463.238
2002-12-30,465.667
2002-12-31,467.305
2003-01-01,467.303
2003-01-02,478.127
2003-01-03,479.881
2003-01-06,487.069
2003-01-07,484.008
2003-01-08,476.996
2003-01-09,484.943
2003-01-10,486.403
2003-01-13,486.354
2003-01-14,489.934
2003-01-15,484.303
2003-01-16,482.546
2003-01-17,475.512
2003-01-20,473.558
2003-01-21,469.566
2003-01-22,465.489
2003-01-23,470.259
2003-01-24,461.087
2003-01-27,451.416
2003-01-28,454.347
2003-01-29,456.757
2003-01-30,451.658
2003-01-31,453.641
2003-02-03,456.412
2003-02-04,450.977
2003-02-05,451.29
2003-02-06,447.069
2003-02-07,442.72
2003-02-10,443.4
2003-02-11,444.006
2003-02-12,439.56
2003-02-13,438.664
2003-02-14,445.626
2003-02-17,447.578
2003-02-18,454.414
2003-02-19,450.517
2003-02-20,448.953
2003-02-21,452.727
2003-02-24,446.979
2003-02-25,444.318
2003-02-26,441.18
2003-02-27,443.732
2003-02-28,447.514
2003-03-03,446.672
2003-03-04,440.783
2003-03-05,442.254
2003-03-06,439.479
2003-03-07,439.205
2003-03-10,430.083
2003-03-11,427.174
2003-03-12,426.053
2003-03-13,438.99
2003-03-14,442.911
2003-03-17,455.555
2003-03-18,457.75
2003-03-19,460.594
2003-03-20,462.253
2003-03-21,470.629
2003-03-24,458.022
2003-03-25,462.661
2003-03-26,461.744
2003-03-27,460.32
2003-03-28,458.313
2003-03-31,450.447
2003-04-01,453.891
2003-04-02,464.972
2003-04-03,464.307
2003-04-04,465.026
2003-04-07,469.123
2003-04-08,466.764
2003-04-09,462.671
2003-04-10,463.151
2003-04-11,461.658
2003-04-14,468.147
2003-04-15,472.305
2003-04-16,469.329
2003-04-17,476.07
2003-04-18,476.164
2003-04-21,475.115
2003-04-22,482.104
2003-04-23,484.909
2003-04-24,482.056
2003-04-25,476.101
2003-04-28,483.087
2003-04-29,484.467
2003-04-30,486.908
2003-05-01,488.682
2003-05-02,493.633
2003-05-05,495.778
2003-05-06,502.107
2003-05-07,499.427
2003-05-08,494.196
2003-05-09,500.667
2003-05-12,506.161
2003-05-13,505.311
2003-05-14,504.611
2003-05-15,507.653
2003-05-16,507.974
2003-05-19,496.809
2003-05-20,496.28
2003-05-21,495.742
2003-05-22,500.676
2003-05-23,501.29
2003-05-26,501.711
2003-05-27,508.571
2003-05-28,510.606
2003-05-29,512.627
2003-05-30,515.718
2003-06-02,519.242
2003-06-03,519.649
2003-06-04,525.867
2003-06-05,529.815
2003-06-06,529.801
2003-06-09,525.485
2003-06-10,527.936
2003-06-11,535.093
2003-06-12,535.904
2003-06-13,531.861
2003-06-16,541.681
2003-06-17,544.768
2003-06-18,544.448
2003-06-19,537.488
2003-06-20,537.126
2003-06-23,528.406
2003-06-24,526.29
2003-06-25,526.128
2003-06-26,527.908
2003-06-27,526.019
2003-06-30,524.28
2003-07-01,526.676
2003-07-02,534.839
2003-07-03,534.204
2003-07-04,532.962
2003-07-07,542.211
2003-07-08,544.112
2003-07-09,542.523
2003-07-10,536.996
2003-07-11,539.45
2003-07-14,544.724
2003-07-15,542.404
2003-07-16,539.463
2003-07-17,530.334
2003-07-18,533.276
2003-07-21,529.232
2003-07-22,532.614
2003-07-23,536.616
2003-07-24,536.975
2003-07-25,541.929
2003-07-28,543.271
2003-07-29,541.088
2003-07-30,538.158
2003-07-31,538.357
2003-08-01,534.516
2003-08-04,534.116
2003-08-05,528.521
2003-08-06,525.656
2003-08-07,528.654
2003-08-08,529.733
2003-08-11,533.066
2003-08-12,537.573
2003-08-13,537.407
2003-08-14,540.614
2003-08-15,541.101
2003-08-18,545.597
2003-08-19,547.419
2003-08-20,548.0
2003-08-21,549.398
2003-08-22,546.265
2003-08-25,545.448
2003-08-26,545.422
2003-08-27,547.243
2003-08-28,550.467
2003-08-29,553.486
2003-09-01,556.74
2003-09-02,560.278
2003-09-03,563.852
2003-09-04,565.439
2003-09-05,564.591
2003-09-08,570.537
2003-09-09,568.556
2003-09-10,561.576
2003-09-11,562.968
2003-09-12,565.156
2003-09-15,564.349
2003-09-16,571.296
2003-09-17,572.237
2003-09-18,578.245
2003-09-19,577.768
2003-09-22,571.297
2003-09-23,574.486
2003-09-24,566.715
2003-09-25,562.156
2003-09-26,557.461
2003-09-29,561.349
2003-09-30,556.582
2003-10-01,567.429
2003-10-02,570.666
2003-10-03,578.197
2003-10-06,579.569
2003-10-07,583.182
2003-10-08,580.645
2003-10-09,584.752
2003-10-10,586.639
2003-10-13,590.074
2003-10-14,592.022
2003-10-15,591.084
2003-10-16,594.245
2003-10-17,588.864
2003-10-20,591.515
2003-10-21,594.288
2003-10-22,586.813
2003-10-23,581.901
2003-10-24,580.917
2003-10-27,584.124
2003-10-28,591.889
2003-10-29,594.029
2003-10-30,594.062
2003-10-31,592.634
2003-11-03,595.57
2003-11-04,595.578
2003-11-05,594.081
2003-11-06,594.822
2003-11-07,596.09
2003-11-10,592.26
2003-11-11,589.23
2003-11-12,596.975
2003-11-13,600.058
2003-11-14,597.442
2003-11-17,589.668
2003-11-18,588.317
2003-11-19,588.726
2003-11-20,586.567
2003-11-21,587.768
2003-11-24,595.402
2003-11-25,596.364
2003-11-26,600.553
2003-11-27,600.935
2003-11-28,601.817
2003-12-01,609.498
2003-12-02,609.172
2003-12-03,608.068
2003-12-04,608.461
2003-12-05,604.597
2003-12-08,605.147
2003-12-09,600.8
2003-12-10,597.178
2003-12-11,602.242
2003-12-12,605.456
2003-12-15,604.756
2003-12-16,604.159
2003-12-17,604.269
2003-12-18,610.051
2003-12-19,609.697
2003-12-22,611.483
2003-12-23,614.159
2003-12-24,614.893
2003-12-25,615.053
2003-12-26,616.324
2003-12-29,623.037
2003-12-30,625.568
2003-12-31,627.084
2004-01-01,627.085
2004-01-02,628.028
2004-01-05,637.028
2004-01-06,639.352
2004-01-07,639.867
2004-01-08,645.076
2004-01-09,645.018
2004-01-12,646.174
2004-01-13,643.778
2004-01-14,646.732
2004-01-15,644.371
2004-01-16,647.309
2004-01-19,648.171
2004-01-20,651.417
2004-01-21,654.096
2004-01-22,654.834
2004-01-23,654.753
2004-01-26,656.616
2004-01-27,653.328
2004-01-28,646.797
2004-01-29,642.13
2004-01-30,642.556
2004-02-02,644.528
2004-02-03,646.569
2004-02-04,639.869
2004-02-05,641.753
2004-02-06,651.434
2004-02-09,652.451
2004-02-10,655.322
2004-02-11,658.302
2004-02-12,659.143
2004-02-13,656.713
2004-02-16,657.102
2004-02-17,663.873
2004-02-18,662.13
2004-02-19,658.528
2004-02-20,653.341
2004-02-23,650.768
2004-02-24,649.874
2004-02-25,650.668
2004-02-26,650.382
2004-02-27,651.981
2004-03-01,660.335
2004-03-02,655.913
2004-03-03,652.382
2004-03-04,656.161
2004-03-05,660.425
2004-03-08,655.259
2004-03-09,652.249
2004-03-10,642.365
2004-03-11,632.497
2004-03-12,636.5
2004-03-15,628.418
2004-03-16,633.551
2004-03-17,639.911
2004-03-18,640.295
2004-03-19,636.271
2004-03-22,627.87
2004-03-23,626.885
2004-03-24,625.85
2004-03-25,635.992
2004-03-26,636.345
2004-03-29,644.657
2004-03-30,646.808
2004-03-31,649.09
2004-04-01,655.238
2004-04-02,660.123
2004-04-05,662.824
2004-04-06,660.186
2004-04-07,660.473
2004-04-08,659.434
2004-04-09,658.144
2004-04-12,661.414
2004-04-13,654.26
2004-04-14,650.234
2004-04-15,648.476
2004-04-16,651.757
2004-04-19,653.432
2004-04-20,647.422
2004-04-21,646.814
2004-04-22,652.606
2004-04-23,654.822
2004-04-26,654.377
2004-04-27,653.788
2004-04-28,643.192
2004-04-29,639.543
2004-04-30,633.89
2004-05-03,637.467
2004-05-04,642.028
2004-05-05,645.655
2004-05-06,637.805
2004-05-07,628.976
2004-05-10,614.179
2004-05-11,619.302
2004-05-12,620.709
2004-05-13,618.432
2004-05-14,615.53
2004-05-17,608.963
2004-05-18,614.115
2004-05-19,620.568
2004-05-20,616.987
2004-05-21,621.647
2004-05-24,622.737
2004-05-25,629.44
2004-05-26,632.922
2004-05-27,639.918
2004-05-28,639.52
2004-05-31,639.721
2004-06-01,639.764
2004-06-02,641.015
2004-06-03,635.38
2004-06-04,639.244
2004-06-07,650.793
2004-06-08,651.77
2004-06-09,644.693
2004-06-10,645.965
2004-06-11,644.111
2004-06-14,638.022
2004-06-15,641.866
2004-06-16,643.782
2004-06-17,643.382
2004-06-18,644.652
2004-06-21,643.238
2004-06-22,642.824
2004-06-23,646.817
2004-06-24,649.823
2004-06-25,648.337
2004-06-28,649.639
2004-06-29,648.88
2004-06-30,650.402
2004-07-01,646.102
2004-07-02,644.631
2004-07-05,642.482
2004-07-06,636.429
2004-07-07,638.73
2004-07-08,635.116
2004-07-09,636.457
2004-07-12,636.352
2004-07-13,635.012
2004-07-14,632.962
2004-07-15,629.439
2004-07-16,628.606
2004-07-19,626.767
2004-07-20,629.222
2004-07-21,622.183
2004-07-22,621.428
2004-07-23,613.078
2004-07-26,609.35
2004-07-27,611.966
2004-07-28,611.365
2004-07-29,615.245
2004-07-30,617.398
2004-08-02,618.432
2004-08-03,615.421
2004-08-04,612.113
2004-08-05,605.919
2004-08-06,599.232
2004-08-09,596.68
2004-08-10,603.803
2004-08-11,599.618
2004-08-12,594.756
2004-08-13,595.879
2004-08-16,601.277
2004-08-17,603.916
2004-08-18,609.127
2004-08-19,610.801
2004-08-20,612.655
2004-08-23,612.965
2004-08-24,611.086
2004-08-25,614.808
2004-08-26,615.873
2004-08-27,618.285
2004-08-30,613.895
2004-08-31,615.069
2004-09-01,618.512
2004-09-02,622.993
2004-09-03,618.39
2004-09-06,620.73
2004-09-07,623.292
2004-09-08,622.555
2004-09-09,622.648
2004-09-10,627.965
2004-09-13,631.05
2004-09-14,632.799
2004-09-15,626.057
2004-09-16,627.389
2004-09-17,629.17
2004-09-20,627.008
2004-09-21,631.442
2004-09-22,624.864
2004-09-23,624.571
2004-09-24,623.192
2004-09-27,619.198
2004-09-28,622.014
2004-09-29,625.834
2004-09-30,628.539
2004-10-01,637.439
2004-10-04,640.065
2004-10-05,640.381
2004-10-06,642.791
2004-10-07,637.383
2004-10-08,635.406
2004-10-11,635.76
2004-10-12,630.907
2004-10-13,628.651
2004-10-14,625.579
2004-10-15,628.15
2004-10-18,630.728
2004-10-19,631.149
2004-10-20,631.377
2004-10-21,634.62
2004-10-22,630.124
2004-10-25,628.513
2004-10-26,633.929
2004-10-27,642.583
2004-10-28,644.806
2004-10-29,644.339
2004-11-01,645.379
2004-11-02,648.195
2004-11-03,655.399
2004-11-04,661.065
2004-11-05,666.004
2004-11-08,665.114
2004-11-09,664.307
2004-11-10,663.372
2004-11-11,668.053
2004-11-12,674.754
2004-11-15,677.15
2004-11-16,673.858
2004-11-17,679.636
2004-11-18,679.05
2004-11-19,674.338
2004-11-22,673.877
2004-11-23,674.611
2004-11-24,678.537
2004-11-25,681.607
2004-11-26,681.293
2004-11-29,682.045
2004-11-30,678.075
2004-12-01,685.867
2004-12-02,688.033
2004-12-03,690.441
2004-12-06,689.59
2004-12-07,684.363
2004-12-08,681.979
2004-12-09,681.798
2004-12-10,680.5
2004-12-13,686.702
2004-12-14,689.338
2004-12-15,693.145
2004-12-16,690.584
2004-12-17,687.894
2004-12-20,690.935
2004-12-21,693.58
2004-12-22,696.535
2004-12-23,698.88
2004-12-24,700.761
2004-12-27,700.774
2004-12-28,704.793
2004-12-29,703.878
2004-12-30,706.725
2004-12-31,706.398
2005-01-03,701.353
2005-01-04,691.894
2005-01-05,687.652
2005-01-06,687.088
2005-01-07,686.278
2005-01-10,689.37
2005-01-11,687.783
2005-01-12,691.102
2005-01-13,686.848
2005-01-14,688.666
2005-01-17,690.367
2005-01-18,691.832
2005-01-19,688.691
2005-01-20,681.928
2005-01-21,680.023
2005-01-24,678.472
2005-01-25,678.903
2005-01-26,685.399
2005-01-27,685.934
2005-01-28,683.759
2005-01-31,689.09
2005-02-01,691.745
2005-02-02,694.566
2005-02-03,691.183
2005-02-04,697.378
2005-02-07,696.091
2005-02-08,694.653
2005-02-09,690.536
2005-02-10,693.965
2005-02-11,699.074
2005-02-14,701.934
2005-02-15,704.263
2005-02-16,702.866
2005-02-17,700.833
2005-02-18,701.06
2005-02-21,701.785
2005-02-22,697.923
2005-02-23,696.669
2005-02-24,699.884
2005-02-25,706.122
2005-02-28,705.881
2005-03-01,708.735
2005-03-02,707.587
2005-03-03,707.893
2005-03-04,714.831
2005-03-07,715.488
2005-03-08,715.051
2005-03-09,711.832
2005-03-10,710.428
2005-03-11,709.237
2005-03-14,708.348
2005-03-15,706.408
2005-03-16,703.608
2005-03-17,703.141
2005-03-18,701.618
2005-03-21,698.161
2005-03-22,696.138
2005-03-23,690.592
2005-03-24,690.125
2005-03-25,690.426
2005-03-28,689.516
2005-03-29,685.329
2005-03-30,690.731
2005-03-31,692.066
2005-04-01,689.889
2005-04-04,687.251
2005-04-05,691.675
2005-04-06,693.007
2005-04-07,697.4
2005-04-08,694.112
2005-04-11,694.789
2005-04-12,693.7
2005-04-13,690.499
2005-04-14,683.194
2005-04-15,675.061
2005-04-18,670.753
2005-04-19,677.255
2005-04-20,673.147
2005-04-21,681.334
2005-04-22,679.62
2005-04-25,682.17
2005-04-26,677.144
2005-04-27,675.454
2005-04-28,670.157
2005-04-29,674.317
2005-05-02,676.284
2005-05-03,677.77
2005-05-04,685.553
2005-05-05,685.723
2005-05-06,686.716
2005-05-09,687.904
2005-05-10,683.572
2005-05-11,683.679
2005-05-12,679.292
2005-05-13,676.797
2005-05-16,678.76
2005-05-17,680.915
2005-05-18,687.324
2005-05-19,691.141
2005-05-20,689.474
2005-05-23,693.573
2005-05-24,694.501
2005-05-25,691.588
2005-05-26,695.03
2005-05-27,696.811
2005-05-30,697.611
2005-05-31,693.905
2005-06-01,698.831
2005-06-02,700.863
2005-06-03,698.294
2005-06-06,699.214
2005-06-07,700.738
2005-06-08,700.486
2005-06-09,699.656
2005-06-10,698.12
2005-06-13,698.106
2005-06-14,699.61
2005-06-15,701.444
2005-06-16,704.365
2005-06-17,709.104
2005-06-20,707.704
2005-06-21,708.753
2005-06-22,709.04
2005-06-23,704.048
2005-06-24,699.329
2005-06-27,697.563
2005-06-28,702.756
2005-06-29,702.554
2005-06-30,699.755
2005-07-01,698.862
2005-07-04,698.822
2005-07-05,702.243
2005-07-06,701.603
2005-07-07,699.294
2005-07-08,707.006
2005-07-11,714.426
2005-07-12,717.991
2005-07-13,716.011
2005-07-14,718.057
2005-07-15,717.281
2005-07-18,716.022
2005-07-19,718.808
2005-07-20,721.297
2005-07-21,722.649
2005-07-22,724.431
2005-07-25,722.017
2005-07-26,721.608
2005-07-27,725.363
2005-07-28,730.545
2005-07-29,729.854
2005-08-01,732.846
2005-08-02,738.685
2005-08-03,741.024
2005-08-04,737.156
2005-08-05,731.343
2005-08-08,732.541
2005-08-09,736.317
2005-08-10,739.924
2005-08-11,745.115
2005-08-12,742.737
2005-08-15,742.551
2005-08-16,736.394
2005-08-17,735.271
2005-08-18,730.892
2005-08-19,732.489
2005-08-22,737.051
2005-08-23,734.168
2005-08-24,731.832
2005-08-25,731.928
2005-08-26,729.441
2005-08-29,730.036
2005-08-30,727.942
2005-08-31,736.146
2005-09-01,742.903
2005-09-02,743.201
2005-09-05,744.229
2005-09-06,750.022
2005-09-07,751.744
2005-09-08,748.427
2005-09-09,754.448
2005-09-12,753.218
2005-09-13,748.182
2005-09-14,747.619
2005-09-15,746.492
2005-09-16,749.72
2005-09-19,747.617
2005-09-20,745.752
2005-09-21,741.435
2005-09-22,740.044
2005-09-23,739.799
2005-09-26,743.618
2005-09-27,741.293
2005-09-28,744.534
2005-09-29,749.681
2005-09-30,753.025
2005-10-03,751.515
2005-10-04,749.764
2005-10-05,739.639
2005-10-06,734.107
2005-10-07,734.386
2005-10-10,731.585
2005-10-11,731.19
2005-10-12,727.25
2005-10-13,722.476
2005-10-14,728.846
2005-10-17,728.68
2005-10-18,721.751
2005-10-19,724.747
2005-10-20,720.841
2005-10-21,721.68
2005-10-24,729.389
2005-10-25,731.311
2005-10-26,729.591
2005-10-27,723.398
2005-10-28,727.84
2005-10-31,736.342
2005-11-01,737.158
2005-11-02,744.645
2005-11-03,749.506
2005-11-04,746.88
2005-11-07,748.62
