Date,WORLD ex USA SMALL GROWTH Small Cap
2001-11-30,353.193
2001-12-31,345.798
2002-01-31,337.92
2002-02-28,338.221
2002-03-29,355.394
2002-04-30,364.285
2002-05-31,379.814
2002-06-28,360.331
2002-07-31,324.953
2002-08-30,318.69
2002-09-30,286.493
2002-10-31,290.627
2002-11-29,303.842
2002-12-31,297.839
2003-01-31,293.121
2003-02-28,288.835
2003-03-31,286.601
2003-04-30,313.762
2003-05-30,341.965
2003-06-30,353.686
2003-07-31,364.01
2003-08-29,382.814
2003-09-30,404.305
2003-10-31,438.483
2003-11-28,437.886
2003-12-31,461.736
2004-01-30,480.29
2004-02-27,494.383
2004-03-31,513.295
2004-04-30,499.555
2004-05-31,493.471
2004-06-30,516.685
2004-07-30,488.163
2004-08-31,488.663
2004-09-30,503.362
2004-10-29,519.239
2004-11-30,556.019
2004-12-31,581.778
2005-01-31,590.162
2005-02-28,614.364
2005-03-31,598.202
2005-04-29,578.304
2005-05-31,579.244
2005-06-30,595.103
2005-07-29,620.151
2005-08-31,640.254
2005-09-30,664.869
2005-10-31,641.684
2005-11-30,661.859
2005-12-30,712.286
2006-01-31,765.464
2006-02-28,755.976
2006-03-31,794.782
2006-04-28,838.783
2006-05-31,796.509
2006-06-30,778.735
2006-07-31,760.379
2006-08-31,786.128
2006-09-29,784.359
2006-10-31,817.857
2006-11-30,855.9
2006-12-29,885.102
2007-01-31,899.632
2007-02-28,912.653
2007-03-30,947.022
2007-04-30,983.368
2007-05-31,1000.0
2007-06-29,999.819
2007-07-31,996.048
2007-08-31,946.115
2007-09-28,985.163
2007-10-31,1053.401
2007-11-30,974.27
2007-12-31,947.311
2008-01-31,845.235
2008-02-29,894.866
2008-03-31,879.242
2008-04-30,905.865
2008-05-30,931.951
2008-06-30,872.738
2008-07-31,820.603
2008-08-29,782.443
2008-09-30,631.664
2008-10-31,469.155
2008-11-28,446.594
2008-12-31,472.898
2009-01-30,448.776
2009-02-27,413.601
2009-03-31,436.293
2009-04-30,491.67
2009-05-29,565.013
2009-06-30,572.446
2009-07-31,612.667
2009-08-31,647.647
2009-09-30,686.036
2009-10-30,681.625
2009-11-30,694.446
2009-12-31,704.764
2010-01-29,693.038
2010-02-26,690.727
2010-03-31,745.118
2010-04-30,761.414
2010-05-31,669.865
2010-06-30,664.813
2010-07-30,722.064
2010-08-31,705.617
2010-09-30,789.725
2010-10-29,827.016
2010-11-30,815.062
2010-12-31,905.376
2011-01-31,901.735
2011-02-28,927.388
2011-03-31,929.209
2011-04-29,979.075
2011-05-31,953.146
2011-06-30,932.326
2011-07-29,933.825
2011-08-31,865.275
2011-09-30,763.044
2011-10-31,827.03
2011-11-30,789.813
2011-12-30,771.427
2012-01-31,833.064
2012-02-29,873.844
2012-03-30,865.149
2012-04-30,870.455
2012-05-31,772.283
2012-06-29,794.198
2012-07-31,804.522
2012-08-31,829.936
2012-09-28,868.597
2012-10-31,869.445
2012-11-30,869.15
2012-12-31,890.418
2013-01-31,921.879
2013-02-28,923.328
2013-03-29,946.463
2013-04-30,964.799
2013-05-31,944.482
2013-06-28,908.438
2013-07-31,964.92
2013-08-30,962.177
2013-09-30,1043.045
2013-10-31,1064.706
2013-11-29,1071.383
2013-12-31,1098.081
2014-01-31,1077.275
2014-02-28,1139.894
2014-03-31,1130.221
2014-04-30,1119.957
2014-05-30,1137.178
2014-06-30,1164.735
2014-07-31,1134.091
2014-08-29,1140.471
2014-09-30,1073.763
2014-10-31,1050.355
2014-11-28,1052.166
2014-12-31,1044.905
2015-01-30,1034.779
2015-02-27,1098.791
2015-03-31,1090.567
2015-04-30,1145.654
2015-05-29,1161.747
2015-06-30,1148.723
2015-07-31,1157.128
2015-08-31,1106.349
2015-09-30,1065.356
2015-10-30,1129.71
2015-11-30,1141.817
2015-12-31,1148.586
2016-01-29,1058.937
2016-02-29,1061.22
2016-03-31,1149.028
2016-04-29,1176.073
2016-05-31,1190.06
2016-06-30,1141.111
2016-07-29,1201.9
2016-08-31,1182.815
2016-09-30,1223.79
2016-10-31,1174.347
2016-11-30,1134.204
2016-12-30,1158.457
2017-01-31,1199.514
2017-02-28,1225.088
2017-03-31,1256.439
2017-04-28,1308.818
2017-05-31,1363.152
2017-06-30,1359.017
2017-07-31,1404.289
2017-08-31,1421.239
2017-09-29,1461.518
2017-10-31,1494.717
2017-11-30,1515.716
2017-12-29,1555.504
2018-01-31,1639.134
2018-02-28,1581.435
2018-03-30,1567.469
2018-04-30,1579.742
2018-05-31,1595.397
2018-06-29,1571.705
2018-07-31,1571.37
2018-08-31,1570.471
2018-09-28,1549.949
2018-10-31,1382.224
2018-11-30,1372.305
2018-12-31,1278.898
2019-01-31,1392.438
2019-02-28,1433.998
2019-03-29,1441.54
2019-04-30,1489.857
2019-05-31,1414.901
2019-06-28,1478.921
2019-07-31,1483.009
2019-08-30,1444.119
2019-09-30,1467.352
2019-10-31,1524.462
2019-11-29,1566.598
2019-12-31,1637.49
2020-01-31,1598.464
2020-02-28,1445.552
2020-03-31,1226.027
2020-04-30,1387.791
2020-05-29,1517.184
2020-06-30,1550.217
2020-07-31,1633.883
2020-08-31,1750.711
2020-09-30,1750.343
2020-10-30,1689.119
2020-11-30,1884.292
2020-12-31,2012.979
2021-01-29,2010.467
2021-02-26,2034.662
2021-03-31,2053.696
2021-04-30,2145.78
2021-05-31,2173.578
2021-06-30,2161.112
2021-07-30,2204.137
2021-08-31,2273.273
2021-09-30,2189.486
2021-10-29,2243.453
2021-11-30,2124.114
2021-12-31,2190.663
2022-01-31,1956.746
2022-02-28,1924.511
2022-03-31,1938.061
2022-04-29,1771.547
2022-05-31,1744.658
2022-06-30,1543.303
2022-07-29,1673.936
2022-08-31,1591.808
2022-09-30,1407.554
2022-10-31,1461.719
2022-11-30,1603.589
2022-12-30,1598.691
2023-01-31,1717.151
2023-02-28,1667.057
2023-03-31,1685.743
2023-04-28,1708.235
2023-05-31,1647.833
2023-06-30,1690.216
2023-07-31,1750.794
2023-08-31,1688.638
2023-09-29,1589.977
2023-10-31,1481.575
2023-11-30,1647.738
2023-12-29,1767.716
2024-01-31,1730.886
2024-02-29,1754.267
2024-03-29,1807.751
2024-04-30,1739.623
2024-05-31,1824.441
2024-06-28,1784.265
2024-07-31,1873.886
2024-08-30,1913.901
2024-09-30,1962.396
2024-10-31,1853.682
2024-11-29,1861.961
2024-12-31,1813.207
2025-01-31,1874.141
2025-02-28,1842.967
2025-03-31,1830.275
2025-04-30,1941.327
2025-05-30,2075.38
2025-06-30,2178.888
2025-07-31,2170.403
