Date,WORLD ex USA SMALL GROWTH Small Cap
2001-05-11,432.394
2001-05-14,427.974
2001-05-15,428.918
2001-05-16,428.405
2001-05-17,432.565
2001-05-18,432.364
2001-05-21,435.559
2001-05-22,435.312
2001-05-23,435.809
2001-05-24,434.127
2001-05-25,434.057
2001-05-28,433.523
2001-05-29,431.435
2001-05-30,427.528
2001-05-31,424.432
2001-06-01,424.465
2001-06-04,424.757
2001-06-05,424.062
2001-06-06,422.425
2001-06-07,424.464
2001-06-08,424.226
2001-06-11,419.953
2001-06-12,414.816
2001-06-13,417.421
2001-06-14,416.364
2001-06-15,412.653
2001-06-18,409.338
2001-06-19,407.508
2001-06-20,401.317
2001-06-21,402.481
2001-06-22,404.104
2001-06-25,404.391
2001-06-26,401.612
2001-06-27,399.552
2001-06-28,395.289
2001-06-29,397.987
2001-07-02,397.127
2001-07-03,397.109
2001-07-04,394.274
2001-07-05,388.856
2001-07-06,385.025
2001-07-09,381.773
2001-07-10,383.427
2001-07-11,381.392
2001-07-12,383.453
2001-07-13,382.258
2001-07-16,381.212
2001-07-17,377.246
2001-07-18,379.601
2001-07-19,380.428
2001-07-20,380.407
2001-07-23,375.393
2001-07-24,376.485
2001-07-25,376.97
2001-07-26,377.26
2001-07-27,378.659
2001-07-30,375.986
2001-07-31,378.964
2001-08-01,383.403
2001-08-02,388.629
2001-08-03,388.153
2001-08-06,385.688
2001-08-07,383.892
2001-08-08,382.708
2001-08-09,380.239
2001-08-10,382.251
2001-08-13,380.886
2001-08-14,383.578
2001-08-15,388.768
2001-08-16,387.075
2001-08-17,386.936
2001-08-20,382.507
2001-08-21,384.482
2001-08-22,386.035
2001-08-23,383.313
2001-08-24,384.244
2001-08-27,384.579
2001-08-28,382.543
2001-08-29,381.391
2001-08-30,377.217
2001-08-31,375.073
2001-09-03,369.65
2001-09-04,366.692
2001-09-05,361.426
2001-09-06,357.856
2001-09-07,356.999
2001-09-10,348.66
2001-09-11,345.038
2001-09-12,331.914
2001-09-13,333.846
2001-09-14,333.934
2001-09-17,324.206
2001-09-18,325.197
2001-09-19,326.552
2001-09-20,318.521
2001-09-21,308.234
2001-09-24,312.077
2001-09-25,317.338
2001-09-26,319.019
2001-09-27,317.497
2001-09-28,322.504
2001-10-01,323.918
2001-10-02,324.794
2001-10-03,325.386
2001-10-04,330.429
2001-10-05,331.631
2001-10-08,330.697
2001-10-09,330.878
2001-10-10,330.431
2001-10-11,334.412
2001-10-12,336.281
2001-10-15,336.444
2001-10-16,339.401
2001-10-17,343.541
2001-10-18,339.124
2001-10-19,337.575
2001-10-22,337.675
2001-10-23,339.94
2001-10-24,342.056
2001-10-25,344.205
2001-10-26,345.46
2001-10-29,347.183
2001-10-30,343.437
2001-10-31,342.839
2001-11-01,343.763
2001-11-02,343.428
2001-11-05,344.452
2001-11-06,346.26
2001-11-07,347.139
2001-11-08,347.7
2001-11-09,347.063
2001-11-12,345.377
2001-11-13,344.603
2001-11-14,347.428
2001-11-15,348.445
2001-11-16,349.901
2001-11-19,351.733
2001-11-20,351.633
2001-11-21,349.391
2001-11-22,350.49
2001-11-23,349.603
2001-11-26,353.655
2001-11-27,353.928
2001-11-28,352.36
2001-11-29,350.571
2001-11-30,353.193
2001-12-03,348.946
2001-12-04,349.489
2001-12-05,353.175
2001-12-06,355.826
2001-12-07,354.616
2001-12-10,351.636
2001-12-11,350.29
2001-12-12,352.328
2001-12-13,349.202
2001-12-14,346.667
2001-12-17,345.418
2001-12-18,343.96
2001-12-19,341.304
2001-12-20,341.408
2001-12-21,339.198
2001-12-24,337.807
2001-12-25,337.722
2001-12-26,337.331
2001-12-27,341.263
2001-12-28,343.365
2001-12-31,345.798
2002-01-01,345.8
2002-01-02,348.344
2002-01-03,350.586
2002-01-04,352.426
2002-01-07,352.666
2002-01-08,349.847
2002-01-09,350.519
2002-01-10,349.882
2002-01-11,349.738
2002-01-14,348.525
2002-01-15,346.532
2002-01-16,343.25
2002-01-17,342.586
2002-01-18,344.371
2002-01-21,345.103
2002-01-22,342.542
2002-01-23,342.204
2002-01-24,342.033
2002-01-25,338.963
2002-01-28,339.417
2002-01-29,338.894
2002-01-30,336.952
2002-01-31,337.92
2002-02-01,337.526
2002-02-04,337.07
2002-02-05,333.31
2002-02-06,331.944
2002-02-07,331.992
2002-02-08,332.647
2002-02-11,335.861
2002-02-12,338.122
2002-02-13,337.978
2002-02-14,339.334
2002-02-15,339.342
2002-02-18,338.417
2002-02-19,335.121
2002-02-20,333.505
2002-02-21,334.974
2002-02-22,335.186
2002-02-25,334.423
2002-02-26,335.267
2002-02-27,337.09
2002-02-28,338.221
2002-03-01,340.714
2002-03-04,347.747
2002-03-05,347.615
2002-03-06,349.746
2002-03-07,357.379
2002-03-08,357.401
2002-03-11,360.13
2002-03-12,355.867
2002-03-13,353.821
2002-03-14,355.858
2002-03-15,357.447
2002-03-18,356.378
2002-03-19,357.776
2002-03-20,357.982
2002-03-21,357.337
2002-03-22,356.595
2002-03-25,354.953
2002-03-26,353.93
2002-03-27,355.761
2002-03-28,356.51
2002-03-29,355.394
2002-04-01,356.244
2002-04-02,356.797
2002-04-03,357.432
2002-04-04,358.469
2002-04-05,359.724
2002-04-08,357.7
2002-04-09,357.134
2002-04-10,358.78
2002-04-11,358.037
2002-04-12,356.003
2002-04-15,356.503
2002-04-16,359.521
2002-04-17,362.994
2002-04-18,364.295
2002-04-19,363.899
2002-04-22,364.62
2002-04-23,364.542
2002-04-24,365.068
2002-04-25,366.412
2002-04-26,366.766
2002-04-29,365.846
2002-04-30,364.285
2002-05-01,367.221
2002-05-02,366.949
2002-05-03,369.271
2002-05-06,368.886
2002-05-07,365.041
2002-05-08,366.112
2002-05-09,367.531
2002-05-10,368.712
2002-05-13,367.793
2002-05-14,366.013
2002-05-15,369.149
2002-05-16,371.496
2002-05-17,376.679
2002-05-20,378.338
2002-05-21,379.858
2002-05-22,380.712
2002-05-23,378.806
2002-05-24,379.445
2002-05-27,378.923
2002-05-28,380.878
2002-05-29,380.029
2002-05-30,380.348
2002-05-31,379.814
2002-06-03,380.664
2002-06-04,378.01
2002-06-05,375.399
2002-06-06,376.304
2002-06-07,372.77
2002-06-10,372.187
2002-06-11,372.442
2002-06-12,368.836
2002-06-13,364.817
2002-06-14,358.226
2002-06-17,358.251
2002-06-18,360.219
2002-06-19,356.916
2002-06-20,356.301
2002-06-21,356.654
2002-06-24,354.478
2002-06-25,354.956
2002-06-26,353.094
2002-06-27,355.059
2002-06-28,360.331
2002-07-01,361.61
2002-07-02,355.869
2002-07-03,351.003
2002-07-04,351.367
2002-07-05,355.842
2002-07-08,359.544
2002-07-09,360.829
2002-07-10,355.339
2002-07-11,348.103
2002-07-12,348.785
2002-07-15,345.433
2002-07-16,342.638
2002-07-17,344.044
2002-07-18,348.251
2002-07-19,343.471
2002-07-22,334.639
2002-07-23,327.08
2002-07-24,320.248
2002-07-25,324.207
2002-07-26,317.363
2002-07-29,321.493
2002-07-30,326.007
2002-07-31,324.953
2002-08-01,321.324
2002-08-02,318.685
2002-08-05,313.19
2002-08-06,306.211
2002-08-07,309.872
2002-08-08,311.017
2002-08-09,315.453
2002-08-12,313.847
2002-08-13,313.683
2002-08-14,315.052
2002-08-15,316.763
2002-08-16,318.278
2002-08-19,318.317
2002-08-20,318.241
2002-08-21,321.195
2002-08-22,322.881
2002-08-23,322.509
2002-08-26,323.908
2002-08-27,326.375
2002-08-28,322.335
2002-08-29,319.263
2002-08-30,318.69
2002-09-02,317.778
2002-09-03,314.149
2002-09-04,310.287
2002-09-05,308.544
2002-09-06,307.97
2002-09-09,307.081
2002-09-10,307.308
2002-09-11,308.555
2002-09-12,307.079
2002-09-13,303.529
2002-09-16,300.594
2002-09-17,300.797
2002-09-18,297.529
2002-09-19,296.17
2002-09-20,293.863
2002-09-23,289.289
2002-09-24,284.371
2002-09-25,284.75
2002-09-26,287.889
2002-09-27,289.437
2002-09-30,286.493
2002-10-01,283.374
2002-10-02,281.782
2002-10-03,279.741
2002-10-04,277.01
2002-10-07,271.099
2002-10-08,268.871
2002-10-09,266.58
2002-10-10,265.907
2002-10-11,272.305
2002-10-14,271.672
2002-10-15,280.079
2002-10-16,280.232
2002-10-17,284.331
2002-10-18,285.038
2002-10-21,286.752
2002-10-22,285.459
2002-10-23,284.234
2002-10-24,284.48
2002-10-25,285.762
2002-10-28,289.074
2002-10-29,285.73
2002-10-30,287.892
2002-10-31,290.627
2002-11-01,291.291
2002-11-04,296.248
2002-11-05,298.774
2002-11-06,298.821
2002-11-07,299.455
2002-11-08,298.472
2002-11-11,294.313
2002-11-12,295.333
2002-11-13,293.121
2002-11-14,291.897
2002-11-15,294.051
2002-11-18,294.664
2002-11-19,292.464
2002-11-20,291.01
2002-11-21,295.779
2002-11-22,298.19
2002-11-25,298.402
2002-11-26,296.433
2002-11-27,297.405
2002-11-28,302.26
2002-11-29,303.842
2002-12-02,303.71
2002-12-03,301.161
2002-12-04,298.555
2002-12-05,297.588
2002-12-06,296.719
2002-12-09,294.391
2002-12-10,294.246
2002-12-11,294.658
2002-12-12,294.069
2002-12-13,293.909
2002-12-16,292.855
2002-12-17,293.895
2002-12-18,290.031
2002-12-19,290.664
2002-12-20,291.827
2002-12-23,291.597
2002-12-24,292.85
2002-12-25,292.919
2002-12-26,294.611
2002-12-27,294.949
2002-12-30,296.305
2002-12-31,297.839
2003-01-01,297.821
2003-01-02,298.46
2003-01-03,300.982
2003-01-06,304.796
2003-01-07,302.322
2003-01-08,298.389
2003-01-09,300.833
2003-01-10,302.398
2003-01-13,303.833
2003-01-14,306.482
2003-01-15,305.761
2003-01-16,305.877
2003-01-17,305.503
2003-01-20,304.632
2003-01-21,304.709
2003-01-22,302.05
2003-01-23,304.115
2003-01-24,304.498
2003-01-27,298.589
2003-01-28,296.685
2003-01-29,294.525
2003-01-30,294.499
2003-01-31,293.121
2003-02-03,295.522
2003-02-04,296.79
2003-02-05,296.758
2003-02-06,294.959
2003-02-07,293.33
2003-02-10,291.522
2003-02-11,291.505
2003-02-12,291.262
2003-02-13,292.135
2003-02-14,292.124
2003-02-17,293.522
2003-02-18,294.418
2003-02-19,294.533
2003-02-20,295.056
2003-02-21,293.572
2003-02-24,293.212
2003-02-25,287.838
2003-02-26,288.113
2003-02-27,286.659
2003-02-28,288.835
2003-03-03,291.611
2003-03-04,290.696
2003-03-05,290.711
2003-03-06,288.99
2003-03-07,286.163
2003-03-10,282.487
2003-03-11,280.368
2003-03-12,277.558
2003-03-13,278.307
2003-03-14,280.218
2003-03-17,279.982
2003-03-18,282.146
2003-03-19,282.678
2003-03-20,284.222
2003-03-21,285.361
2003-03-24,285.801
2003-03-25,286.016
2003-03-26,287.944
2003-03-27,287.64
2003-03-28,287.992
2003-03-31,286.601
2003-04-01,286.898
2003-04-02,289.003
2003-04-03,288.957
2003-04-04,289.57
2003-04-07,293.594
2003-04-08,292.72
2003-04-09,293.354
2003-04-10,295.21
2003-04-11,295.366
2003-04-14,296.385
2003-04-15,298.866
2003-04-16,301.401
2003-04-17,303.271
2003-04-18,303.456
2003-04-21,302.663
2003-04-22,304.996
2003-04-23,307.672
2003-04-24,308.062
2003-04-25,306.013
2003-04-28,307.374
2003-04-29,309.03
2003-04-30,313.762
2003-05-01,317.254
2003-05-02,317.691
2003-05-05,320.615
2003-05-06,325.436
2003-05-07,326.429
2003-05-08,325.534
2003-05-09,326.928
2003-05-12,329.684
2003-05-13,330.532
2003-05-14,331.668
2003-05-15,332.576
2003-05-16,335.823
2003-05-19,333.64
2003-05-20,333.6
2003-05-21,332.384
2003-05-22,334.206
2003-05-23,337.238
2003-05-26,338.396
2003-05-27,338.119
2003-05-28,338.465
2003-05-29,341.992
2003-05-30,341.965
2003-06-02,345.287
2003-06-03,343.848
2003-06-04,346.114
2003-06-05,352.502
2003-06-06,354.486
2003-06-09,354.083
2003-06-10,352.791
2003-06-11,357.11
2003-06-12,357.98
2003-06-13,358.696
2003-06-16,360.794
2003-06-17,362.601
2003-06-18,360.794
2003-06-19,358.584
2003-06-20,358.47
2003-06-23,356.277
2003-06-24,352.152
2003-06-25,355.91
2003-06-26,352.042
2003-06-27,353.575
2003-06-30,353.686
2003-07-01,355.936
2003-07-02,359.844
2003-07-03,360.626
2003-07-04,360.1
2003-07-07,362.321
2003-07-08,362.478
2003-07-09,362.521
2003-07-10,361.617
2003-07-11,359.751
2003-07-14,363.135
2003-07-15,361.993
2003-07-16,360.484
2003-07-17,355.895
2003-07-18,355.871
2003-07-21,357.715
2003-07-22,357.2
2003-07-23,362.031
2003-07-24,365.194
2003-07-25,366.171
2003-07-28,367.93
2003-07-29,368.078
2003-07-30,365.261
2003-07-31,364.01
2003-08-01,366.705
2003-08-04,366.449
2003-08-05,365.824
2003-08-06,363.397
2003-08-07,365.049
2003-08-08,365.161
2003-08-11,367.133
2003-08-12,368.768
2003-08-13,371.649
2003-08-14,372.91
2003-08-15,373.979
2003-08-18,375.046
2003-08-19,376.471
2003-08-20,378.923
2003-08-21,379.174
2003-08-22,377.976
2003-08-25,377.995
2003-08-26,376.236
2003-08-27,376.826
2003-08-28,378.032
2003-08-29,382.814
2003-09-01,386.911
2003-09-02,386.302
2003-09-03,390.515
2003-09-04,390.69
2003-09-05,392.847
2003-09-08,395.087
2003-09-09,397.48
2003-09-10,394.44
2003-09-11,392.631
2003-09-12,396.311
2003-09-15,397.526
2003-09-16,398.681
2003-09-17,402.099
2003-09-18,405.614
2003-09-19,409.842
2003-09-22,409.817
2003-09-23,409.822
2003-09-24,409.315
2003-09-25,405.937
2003-09-26,402.749
2003-09-29,403.606
2003-09-30,404.305
2003-10-01,408.091
2003-10-02,412.643
2003-10-03,415.694
2003-10-06,417.463
2003-10-07,420.578
2003-10-08,421.338
2003-10-09,423.585
2003-10-10,427.349
2003-10-13,427.26
2003-10-14,429.078
2003-10-15,431.101
2003-10-16,435.297
2003-10-17,434.957
2003-10-20,436.074
2003-10-21,436.629
2003-10-22,435.569
2003-10-23,426.071
2003-10-24,429.406
2003-10-27,432.618
2003-10-28,434.568
2003-10-29,439.122
2003-10-30,440.687
2003-10-31,438.483
2003-11-03,436.383
2003-11-04,440.995
2003-11-05,437.714
2003-11-06,434.041
2003-11-07,437.909
2003-11-10,438.884
2003-11-11,432.72
2003-11-12,434.189
2003-11-13,437.685
2003-11-14,436.651
2003-11-17,426.485
2003-11-18,429.002
2003-11-19,426.123
2003-11-20,426.935
2003-11-21,427.76
2003-11-24,426.794
2003-11-25,430.406
2003-11-26,436.188
2003-11-27,437.107
2003-11-28,437.886
2003-12-01,442.084
2003-12-02,446.174
2003-12-03,447.577
2003-12-04,446.171
2003-12-05,446.787
2003-12-08,444.972
2003-12-09,444.785
2003-12-10,440.136
2003-12-11,438.283
2003-12-12,443.024
2003-12-15,447.203
2003-12-16,443.776
2003-12-17,443.152
2003-12-18,443.297
2003-12-19,443.303
2003-12-22,444.641
2003-12-23,446.252
2003-12-24,448.772
2003-12-25,449.576
2003-12-26,450.96
2003-12-29,455.075
2003-12-30,459.596
2003-12-31,461.736
2004-01-01,461.752
2004-01-02,464.678
2004-01-05,472.437
2004-01-06,474.711
2004-01-07,473.97
2004-01-08,479.503
2004-01-09,483.967
2004-01-12,482.778
2004-01-13,483.271
2004-01-14,483.702
2004-01-15,481.057
2004-01-16,480.543
2004-01-19,481.993
2004-01-20,487.7
2004-01-21,489.383
2004-01-22,491.795
2004-01-23,490.923
2004-01-26,487.038
2004-01-27,489.299
2004-01-28,486.423
2004-01-29,476.89
2004-01-30,480.29
2004-02-02,482.688
2004-02-03,484.377
2004-02-04,478.101
2004-02-05,480.639
2004-02-06,487.345
2004-02-09,490.418
2004-02-10,490.777
2004-02-11,491.377
2004-02-12,497.728
2004-02-13,498.433
2004-02-16,500.004
2004-02-17,504.404
2004-02-18,504.716
2004-02-19,501.282
2004-02-20,494.494
2004-02-23,495.267
2004-02-24,494.363
2004-02-25,491.588
2004-02-26,489.499
2004-02-27,494.383
2004-03-01,501.255
2004-03-02,498.407
2004-03-03,493.451
2004-03-04,496.513
2004-03-05,503.558
2004-03-08,502.601
2004-03-09,502.685
2004-03-10,493.424
2004-03-11,486.828
2004-03-12,485.1
2004-03-15,483.096
2004-03-16,488.606
2004-03-17,492.481
2004-03-18,497.586
2004-03-19,497.526
2004-03-22,493.385
2004-03-23,493.132
2004-03-24,492.363
2004-03-25,496.841
2004-03-26,498.915
2004-03-29,504.114
2004-03-30,505.368
2004-03-31,513.295
2004-04-01,521.171
2004-04-02,520.034
2004-04-05,518.122
2004-04-06,517.651
2004-04-07,521.544
2004-04-08,520.628
2004-04-09,517.884
2004-04-12,521.393
2004-04-13,517.968
2004-04-14,510.826
2004-04-15,507.025
2004-04-16,512.432
2004-04-19,509.665
2004-04-20,510.912
2004-04-21,505.64
2004-04-22,506.114
2004-04-23,509.224
2004-04-26,512.37
2004-04-27,510.976
2004-04-28,505.803
2004-04-29,502.884
2004-04-30,499.555
2004-05-03,499.254
2004-05-04,504.215
2004-05-05,506.998
2004-05-06,498.65
2004-05-07,487.338
2004-05-10,463.435
2004-05-11,464.608
2004-05-12,471.299
2004-05-13,466.442
2004-05-14,463.112
2004-05-17,454.352
2004-05-18,459.12
2004-05-19,474.097
2004-05-20,469.875
2004-05-21,477.661
2004-05-24,478.164
2004-05-25,480.087
2004-05-26,485.142
2004-05-27,491.286
2004-05-28,493.273
2004-05-31,493.471
2004-06-01,494.8
2004-06-02,495.84
2004-06-03,491.076
2004-06-04,493.607
2004-06-07,501.991
2004-06-08,502.702
2004-06-09,499.996
2004-06-10,501.507
2004-06-11,498.525
2004-06-14,496.928
2004-06-15,497.614
2004-06-16,500.546
2004-06-17,503.346
2004-06-18,505.089
2004-06-21,506.726
2004-06-22,503.912
2004-06-23,505.019
2004-06-24,512.603
2004-06-25,512.136
2004-06-28,517.017
2004-06-29,514.058
2004-06-30,516.685
2004-07-01,518.183
2004-07-02,518.656
2004-07-05,514.304
2004-07-06,510.663
2004-07-07,513.174
2004-07-08,511.272
2004-07-09,513.423
2004-07-12,516.486
2004-07-13,513.277
2004-07-14,509.684
2004-07-15,505.273
2004-07-16,511.894
2004-07-19,510.507
2004-07-20,505.579
2004-07-21,503.105
2004-07-22,499.801
2004-07-23,494.286
2004-07-26,489.362
2004-07-27,483.334
2004-07-28,485.068
2004-07-29,484.669
2004-07-30,488.163
2004-08-02,487.917
2004-08-03,486.646
2004-08-04,481.091
2004-08-05,481.042
2004-08-06,482.312
2004-08-09,477.698
2004-08-10,481.41
2004-08-11,477.797
2004-08-12,477.335
2004-08-13,478.507
2004-08-16,478.463
2004-08-17,479.484
2004-08-18,479.489
2004-08-19,486.03
2004-08-20,486.311
2004-08-23,486.324
2004-08-24,483.251
2004-08-25,484.563
2004-08-26,486.681
2004-08-27,487.751
2004-08-30,486.862
2004-08-31,488.663
2004-09-01,491.903
2004-09-02,493.174
2004-09-03,488.602
2004-09-06,492.311
2004-09-07,493.691
2004-09-08,495.334
2004-09-09,493.314
2004-09-10,497.84
2004-09-13,499.573
2004-09-14,501.835
2004-09-15,494.801
2004-09-16,496.575
2004-09-17,496.38
2004-09-20,495.844
2004-09-21,497.992
2004-09-22,496.354
2004-09-23,497.369
2004-09-24,495.721
2004-09-27,494.164
2004-09-28,495.119
2004-09-29,496.624
2004-09-30,503.362
2004-10-01,506.898
2004-10-04,508.616
2004-10-05,509.285
2004-10-06,510.601
2004-10-07,511.491
2004-10-08,515.754
2004-10-11,515.073
2004-10-12,508.684
2004-10-13,506.04
2004-10-14,505.938
2004-10-15,508.806
2004-10-18,506.923
2004-10-19,510.578
2004-10-20,509.449
2004-10-21,511.758
2004-10-22,514.173
2004-10-25,514.324
2004-10-26,514.574
2004-10-27,518.052
2004-10-28,519.78
2004-10-29,519.239
2004-11-01,519.835
2004-11-02,522.744
2004-11-03,528.287
2004-11-04,530.844
2004-11-05,535.886
2004-11-08,535.046
2004-11-09,534.837
2004-11-10,534.333
2004-11-11,535.491
2004-11-12,541.589
2004-11-15,543.771
2004-11-16,543.22
2004-11-17,547.81
2004-11-18,545.717
2004-11-19,549.193
2004-11-22,544.782
2004-11-23,547.289
2004-11-24,551.493
2004-11-25,555.588
2004-11-26,555.163
2004-11-29,557.471
2004-11-30,556.019
2004-12-01,556.512
2004-12-02,556.902
2004-12-03,560.937
2004-12-06,561.483
2004-12-07,560.02
2004-12-08,549.688
2004-12-09,545.425
2004-12-10,544.808
2004-12-13,548.722
2004-12-14,548.865
2004-12-15,556.687
2004-12-16,554.879
2004-12-17,555.651
2004-12-20,562.493
2004-12-21,561.474
2004-12-22,564.192
2004-12-23,568.029
2004-12-24,571.076
2004-12-27,574.507
2004-12-28,575.282
2004-12-29,574.407
2004-12-30,580.175
2004-12-31,581.778
2005-01-03,579.116
2005-01-04,573.164
2005-01-05,570.315
2005-01-06,567.054
2005-01-07,567.664
2005-01-10,571.013
2005-01-11,574.564
2005-01-12,579.363
2005-01-13,579.334
2005-01-14,578.311
2005-01-17,582.856
2005-01-18,581.133
2005-01-19,584.248
2005-01-20,578.793
2005-01-21,580.569
2005-01-24,582.888
2005-01-25,579.839
2005-01-26,587.488
2005-01-27,587.163
2005-01-28,585.586
2005-01-31,590.162
2005-02-01,591.155
2005-02-02,595.624
2005-02-03,593.357
2005-02-04,596.068
2005-02-07,594.534
2005-02-08,590.965
2005-02-09,591.767
2005-02-10,595.149
2005-02-11,596.664
2005-02-14,602.201
2005-02-15,602.822
2005-02-16,598.029
2005-02-17,600.943
2005-02-18,600.969
2005-02-21,601.684
2005-02-22,604.659
2005-02-23,599.343
2005-02-24,600.863
2005-02-25,606.896
2005-02-28,614.364
2005-03-01,613.384
2005-03-02,611.271
2005-03-03,611.902
2005-03-04,619.707
2005-03-07,617.398
2005-03-08,621.134
2005-03-09,621.35
2005-03-10,619.035
2005-03-11,623.11
2005-03-14,618.233
2005-03-15,618.845
2005-03-16,620.882
2005-03-17,618.241
2005-03-18,617.868
2005-03-21,613.289
2005-03-22,613.836
2005-03-23,599.954
2005-03-24,598.604
2005-03-25,598.595
2005-03-28,595.686
2005-03-29,592.064
2005-03-30,590.704
2005-03-31,598.202
2005-04-01,600.468
2005-04-04,593.481
2005-04-05,595.949
2005-04-06,597.366
2005-04-07,601.001
2005-04-08,601.582
2005-04-11,603.4
2005-04-12,598.307
2005-04-13,601.413
2005-04-14,593.076
2005-04-15,587.935
2005-04-18,575.345
2005-04-19,584.981
2005-04-20,587.411
2005-04-21,585.36
2005-04-22,591.768
2005-04-25,590.581
2005-04-26,587.312
2005-04-27,580.971
2005-04-28,576.717
2005-04-29,578.304
2005-05-02,577.623
2005-05-03,578.797
2005-05-04,581.734
2005-05-05,583.074
2005-05-06,583.378
2005-05-09,583.317
2005-05-10,582.495
2005-05-11,580.064
2005-05-12,576.69
2005-05-13,572.216
2005-05-16,567.38
2005-05-17,564.784
2005-05-18,567.705
2005-05-19,572.094
2005-05-20,569.683
2005-05-23,574.867
2005-05-24,576.065
2005-05-25,573.785
2005-05-26,574.249
2005-05-27,577.025
2005-05-30,579.026
2005-05-31,579.244
2005-06-01,579.587
2005-06-02,580.784
2005-06-03,583.997
2005-06-06,585.968
2005-06-07,588.048
2005-06-08,591.074
2005-06-09,584.917
2005-06-10,586.235
2005-06-13,584.319
2005-06-14,585.182
2005-06-15,588.859
2005-06-16,592.78
2005-06-17,599.328
2005-06-20,597.221
2005-06-21,598.415
2005-06-22,598.447
2005-06-23,597.4
2005-06-24,595.74
2005-06-27,593.844
2005-06-28,595.217
2005-06-29,595.558
2005-06-30,595.103
2005-07-01,591.214
2005-07-04,591.706
2005-07-05,590.445
2005-07-06,593.675
2005-07-07,588.861
2005-07-08,592.888
2005-07-11,602.14
2005-07-12,607.956
2005-07-13,604.512
2005-07-14,605.64
2005-07-15,602.809
2005-07-18,603.717
2005-07-19,599.953
2005-07-20,600.347
2005-07-21,610.315
2005-07-22,610.909
2005-07-25,610.404
2005-07-26,608.174
2005-07-27,611.725
2005-07-28,615.612
2005-07-29,620.151
2005-08-01,624.011
2005-08-02,627.269
2005-08-03,630.263
2005-08-04,629.079
2005-08-05,623.185
2005-08-08,626.616
2005-08-09,629.271
2005-08-10,636.576
2005-08-11,641.135
2005-08-12,641.755
2005-08-15,640.003
2005-08-16,640.26
2005-08-17,637.039
2005-08-18,630.365
2005-08-19,630.689
2005-08-22,639.238
2005-08-23,638.052
2005-08-24,637.398
2005-08-25,637.177
2005-08-26,640.711
2005-08-29,635.414
2005-08-30,633.455
2005-08-31,640.254
2005-09-01,653.627
2005-09-02,656.873
2005-09-05,658.413
2005-09-06,657.929
2005-09-07,658.759
2005-09-08,655.925
2005-09-09,661.674
2005-09-12,659.8
2005-09-13,655.923
2005-09-14,660.318
2005-09-15,659.279
2005-09-16,660.866
2005-09-19,660.84
2005-09-20,663.712
2005-09-21,663.758
2005-09-22,657.343
2005-09-23,653.813
2005-09-26,658.737
2005-09-27,654.447
2005-09-28,658.237
2005-09-29,662.035
2005-09-30,664.869
2005-10-03,661.833
2005-10-04,663.789
2005-10-05,658.11
2005-10-06,651.249
2005-10-07,649.74
2005-10-10,648.716
2005-10-11,650.846
2005-10-12,650.129
2005-10-13,638.168
2005-10-14,641.11
2005-10-17,639.955
2005-10-18,632.076
2005-10-19,623.472
2005-10-20,626.678
2005-10-21,624.86
2005-10-24,629.288
2005-10-25,637.802
2005-10-26,639.821
2005-10-27,639.015
2005-10-28,635.603
2005-10-31,641.684
2005-11-01,645.318
2005-11-02,649.831
2005-11-03,652.874
2005-11-04,648.078
2005-11-07,648.544
2005-11-08,647.363
2005-11-09,645.694
