Date,SWEDEN IMI GROWTH IMI (Large+Mid+Small Cap)
2003-12-31,397.297
2004-01-30,434.093
2004-02-27,489.004
2004-03-31,471.992
2004-04-30,463.374
2004-05-31,470.035
2004-06-30,486.028
2004-07-30,454.456
2004-08-31,455.798
2004-09-30,502.99
2004-10-29,495.924
2004-11-30,561.206
2004-12-31,569.015
2005-01-31,539.44
2005-02-28,561.531
2005-03-31,545.203
2005-04-29,540.453
2005-05-31,563.035
2005-06-30,565.606
2005-07-29,596.79
2005-08-31,597.505
2005-09-30,624.402
2005-10-31,573.979
2005-11-30,583.706
2005-12-30,621.339
2006-01-31,663.342
2006-02-28,654.789
2006-03-31,711.35
2006-04-28,735.45
2006-05-31,688.668
2006-06-30,701.688
2006-07-31,672.703
2006-08-31,700.683
2006-09-29,725.492
2006-10-31,776.363
2006-11-30,814.264
2006-12-29,881.923
2007-01-31,895.891
2007-02-28,863.558
2007-03-30,913.605
2007-04-30,1008.856
2007-05-31,1000.0
2007-06-29,1001.065
2007-07-31,990.488
2007-08-31,954.173
2007-09-28,1014.625
2007-10-31,988.274
2007-11-30,904.766
2007-12-31,880.276
2008-01-31,786.059
2008-02-29,849.201
2008-03-31,854.745
2008-04-30,893.866
2008-05-30,935.553
2008-06-30,825.946
2008-07-31,788.931
2008-08-29,742.15
2008-09-30,582.36
2008-10-31,422.167
2008-11-28,399.978
2008-12-31,423.577
2009-01-30,404.273
2009-02-27,382.543
2009-03-31,396.82
2009-04-30,488.684
2009-05-29,542.008
2009-06-30,540.772
2009-07-31,627.728
2009-08-31,654.737
2009-09-30,673.24
2009-10-30,701.214
2009-11-30,706.788
2009-12-31,698.729
2010-01-29,693.108
2010-02-26,709.34
2010-03-31,769.075
2010-04-30,814.8
2010-05-31,702.668
2010-06-30,708.659
2010-07-30,789.897
2010-08-31,759.068
2010-09-30,908.374
2010-10-29,903.914
2010-11-30,901.751
2010-12-31,997.022
2011-01-31,1003.612
2011-02-28,1003.205
2011-03-31,1037.065
2011-04-29,1132.265
2011-05-31,1094.258
2011-06-30,1043.683
2011-07-29,989.306
2011-08-31,882.63
2011-09-30,756.475
2011-10-31,888.071
2011-11-30,845.815
2011-12-30,840.149
2012-01-31,894.006
2012-02-29,981.123
2012-03-30,962.664
2012-04-30,949.977
2012-05-31,817.445
2012-06-29,878.38
2012-07-31,932.609
2012-08-31,932.126
2012-09-28,966.593
2012-10-31,954.637
2012-11-30,984.517
2012-12-31,1026.113
2013-01-31,1070.197
2013-02-28,1074.67
2013-03-29,1063.707
2013-04-30,1065.589
2013-05-31,1060.555
2013-06-28,993.39
2013-07-31,1103.541
2013-08-30,1082.126
2013-09-30,1173.199
2013-10-31,1141.337
2013-11-29,1157.023
2013-12-31,1185.228
2014-01-31,1145.123
2014-02-28,1225.519
2014-03-31,1217.382
2014-04-30,1220.031
2014-05-30,1227.973
2014-06-30,1211.306
2014-07-31,1158.746
2014-08-29,1168.586
2014-09-30,1125.268
2014-10-31,1110.694
2014-11-28,1142.55
2014-12-31,1105.534
2015-01-30,1127.274
2015-02-27,1210.922
2015-03-31,1174.903
2015-04-30,1189.691
2015-05-29,1178.795
2015-06-30,1124.803
2015-07-31,1145.276
2015-08-31,1075.338
2015-09-30,1044.729
2015-10-30,1123.206
2015-11-30,1137.345
2015-12-31,1117.125
2016-01-29,1017.012
2016-02-29,1027.787
2016-03-31,1102.663
2016-04-29,1138.809
2016-05-31,1117.115
2016-06-30,1075.227
2016-07-29,1130.184
2016-08-31,1127.284
2016-09-30,1145.755
2016-10-31,1072.63
2016-11-30,1059.114
2016-12-30,1088.927
2017-01-31,1136.394
2017-02-28,1143.081
2017-03-31,1172.078
2017-04-28,1227.722
2017-05-31,1260.027
2017-06-30,1268.757
2017-07-31,1282.18
2017-08-31,1300.766
2017-09-29,1345.346
2017-10-31,1363.449
2017-11-30,1318.415
2017-12-29,1319.216
2018-01-31,1401.222
2018-02-28,1328.356
2018-03-30,1297.213
2018-04-30,1302.98
2018-05-31,1299.248
2018-06-29,1283.03
2018-07-31,1336.783
2018-08-31,1319.221
2018-09-28,1330.32
2018-10-31,1197.525
2018-11-30,1161.977
2018-12-31,1133.217
2019-01-31,1216.23
2019-02-28,1261.943
2019-03-29,1286.818
2019-04-30,1356.376
2019-05-31,1242.475
2019-06-28,1369.574
2019-07-31,1310.595
2019-08-30,1242.273
2019-09-30,1272.016
2019-10-31,1371.982
2019-11-29,1415.688
2019-12-31,1477.971
2020-01-31,1434.209
2020-02-28,1340.49
2020-03-31,1190.013
2020-04-30,1295.202
2020-05-29,1431.102
2020-06-30,1475.736
2020-07-31,1633.952
2020-08-31,1732.957
2020-09-30,1759.606
2020-10-30,1660.495
2020-11-30,1907.681
2020-12-31,2024.303
2021-01-29,2038.839
2021-02-26,2093.176
2021-03-31,2187.406
2021-04-30,2316.398
2021-05-31,2404.138
2021-06-30,2335.166
2021-07-30,2480.985
2021-08-31,2473.448
2021-09-30,2278.146
2021-10-29,2418.987
2021-11-30,2278.805
2021-12-31,2445.32
2022-01-31,2114.709
2022-02-28,1936.509
2022-03-31,2004.134
2022-04-29,1791.838
2022-05-31,1790.052
2022-06-30,1501.632
2022-07-29,1708.096
2022-08-31,1502.605
2022-09-30,1341.587
2022-10-31,1423.954
2022-11-30,1590.295
2022-12-30,1580.805
2023-01-31,1693.908
2023-02-28,1735.492
2023-03-31,1785.734
2023-04-28,1855.082
2023-05-31,1724.154
2023-06-30,1752.293
2023-07-31,1741.285
2023-08-31,1593.86
2023-09-29,1539.988
2023-10-31,1443.686
2023-11-30,1709.039
2023-12-29,1927.449
2024-01-31,1841.26
2024-02-29,1912.014
2024-03-29,1939.18
2024-04-30,1896.967
2024-05-31,2051.082
2024-06-28,2008.217
2024-07-31,2026.573
2024-08-30,2123.545
2024-09-30,2191.616
2024-10-31,1951.62
2024-11-29,1883.035
2024-12-31,1834.507
2025-01-31,2018.066
2025-02-28,2079.516
2025-03-31,2014.713
2025-04-30,2096.096
2025-05-30,2166.06
2025-06-30,2246.488
2025-07-31,2153.906
2025-08-29,2248.295
