Date,NETHERLANDS SMID GROWTH SMID (Small+Mid Cap)
2001-09-19,539.978
2001-09-20,522.051
2001-09-21,498.835
2001-09-24,512.83
2001-09-25,535.156
2001-09-26,542.893
2001-09-27,529.415
2001-09-28,544.034
2001-10-01,518.635
2001-10-02,506.435
2001-10-03,504.997
2001-10-04,509.323
2001-10-05,514.564
2001-10-08,508.143
2001-10-09,513.871
2001-10-10,527.745
2001-10-11,529.545
2001-10-12,531.075
2001-10-15,520.679
2001-10-16,526.3
2001-10-17,541.102
2001-10-18,523.732
2001-10-19,509.888
2001-10-22,511.507
2001-10-23,519.921
2001-10-24,533.012
2001-10-25,532.388
2001-10-26,538.264
2001-10-29,544.209
2001-10-30,537.948
2001-10-31,536.264
2001-11-01,536.293
2001-11-02,541.109
2001-11-05,542.868
2001-11-06,553.626
2001-11-07,533.204
2001-11-08,524.219
2001-11-09,524.289
2001-11-12,521.455
2001-11-13,527.263
2001-11-14,531.619
2001-11-15,534.456
2001-11-16,554.546
2001-11-19,557.024
2001-11-20,553.353
2001-11-21,544.662
2001-11-22,550.176
2001-11-23,551.101
2001-11-26,557.24
2001-11-27,557.365
2001-11-28,551.017
2001-11-29,549.207
2001-11-30,556.32
2001-12-03,551.301
2001-12-04,551.362
2001-12-05,562.86
2001-12-06,562.141
2001-12-07,556.272
2001-12-10,550.096
2001-12-11,554.204
2001-12-12,558.477
2001-12-13,553.71
2001-12-14,550.844
2001-12-17,558.494
2001-12-18,560.853
2001-12-19,554.674
2001-12-20,555.171
2001-12-21,554.359
2001-12-24,550.891
2001-12-25,550.891
2001-12-26,551.361
2001-12-27,563.003
2001-12-28,563.959
2001-12-31,569.459
2002-01-01,569.459
2002-01-02,578.734
2002-01-03,581.475
2002-01-04,586.667
2002-01-07,590.856
2002-01-08,588.449
2002-01-09,589.61
2002-01-10,588.633
2002-01-11,587.912
2002-01-14,583.098
2002-01-15,580.17
2002-01-16,565.736
2002-01-17,569.077
2002-01-18,563.356
2002-01-21,564.005
2002-01-22,565.265
2002-01-23,564.452
2002-01-24,564.795
2002-01-25,556.611
2002-01-28,557.039
2002-01-29,555.523
2002-01-30,551.696
2002-01-31,553.95
2002-02-01,556.118
2002-02-04,559.209
2002-02-05,555.745
2002-02-06,550.216
2002-02-07,545.314
2002-02-08,547.695
2002-02-11,552.056
2002-02-12,553.026
2002-02-13,551.137
2002-02-14,549.594
2002-02-15,549.702
2002-02-18,549.523
2002-02-19,548.07
2002-02-20,543.729
2002-02-21,543.687
2002-02-22,538.555
2002-02-25,534.358
2002-02-26,536.79
2002-02-27,537.425
2002-02-28,532.377
2002-03-01,535.673
2002-03-04,547.825
2002-03-05,549.892
2002-03-06,548.307
2002-03-07,567.39
2002-03-08,569.486
2002-03-11,570.228
2002-03-12,563.588
2002-03-13,561.889
2002-03-14,562.895
2002-03-15,559.743
2002-03-18,568.812
2002-03-19,575.356
2002-03-20,571.984
2002-03-21,566.231
2002-03-22,564.453
2002-03-25,560.574
2002-03-26,561.394
2002-03-27,560.059
2002-03-28,562.865
2002-03-29,562.865
2002-04-01,567.478
2002-04-02,569.581
2002-04-03,569.128
2002-04-04,564.955
2002-04-05,560.985
2002-04-08,553.006
2002-04-09,552.637
2002-04-10,547.528
2002-04-11,548.548
2002-04-12,545.074
2002-04-15,545.692
2002-04-16,559.906
2002-04-17,571.674
2002-04-18,567.09
2002-04-19,564.805
2002-04-22,561.561
2002-04-23,558.475
2002-04-24,557.708
2002-04-25,552.739
2002-04-26,552.809
2002-04-29,551.651
2002-04-30,550.866
2002-05-01,553.983
2002-05-02,546.222
2002-05-03,543.961
2002-05-06,546.753
2002-05-07,544.861
2002-05-08,548.986
2002-05-09,551.523
2002-05-10,552.236
2002-05-13,551.481
2002-05-14,549.129
2002-05-15,555.978
2002-05-16,555.329
2002-05-17,564.347
2002-05-20,563.244
2002-05-21,557.086
2002-05-22,555.446
2002-05-23,551.41
2002-05-24,553.463
2002-05-27,549.209
2002-05-28,550.892
2002-05-29,545.348
2002-05-30,540.704
2002-05-31,545.382
2002-06-03,539.922
2002-06-04,532.315
2002-06-05,532.607
2002-06-06,534.856
2002-06-07,526.105
2002-06-10,527.223
2002-06-11,528.948
2002-06-12,513.728
2002-06-13,511.581
2002-06-14,502.385
2002-06-17,511.675
2002-06-18,514.513
2002-06-19,511.071
2002-06-20,506.436
2002-06-21,498.53
2002-06-24,493.817
2002-06-25,497.974
2002-06-26,500.716
2002-06-27,500.558
2002-06-28,516.43
2002-07-01,517.579
2002-07-02,502.77
2002-07-03,477.513
2002-07-04,483.942
2002-07-05,494.537
2002-07-08,500.177
2002-07-09,496.947
2002-07-10,482.416
2002-07-11,471.787
2002-07-12,473.802
2002-07-15,471.773
2002-07-16,465.433
2002-07-17,475.33
2002-07-18,484.114
2002-07-19,471.402
2002-07-22,450.047
2002-07-23,433.852
2002-07-24,415.092
2002-07-25,420.258
2002-07-26,414.422
2002-07-29,425.593
2002-07-30,433.002
2002-07-31,434.899
2002-08-01,421.198
2002-08-02,407.185
2002-08-05,395.056
2002-08-06,393.21
2002-08-07,391.026
2002-08-08,401.032
2002-08-09,410.572
2002-08-12,407.58
2002-08-13,417.68
2002-08-14,424.015
2002-08-15,432.613
2002-08-16,446.398
2002-08-19,458.102
2002-08-20,452.242
2002-08-21,461.389
2002-08-22,468.728
2002-08-23,459.695
2002-08-26,453.436
2002-08-27,463.716
2002-08-28,450.253
2002-08-29,443.052
2002-08-30,443.607
2002-09-02,439.149
2002-09-03,436.868
2002-09-04,435.315
2002-09-05,427.517
2002-09-06,434.014
2002-09-09,423.928
2002-09-10,427.016
2002-09-11,431.937
2002-09-12,424.996
2002-09-13,417.328
2002-09-16,409.457
2002-09-17,401.178
2002-09-18,393.574
2002-09-19,386.037
2002-09-20,389.931
2002-09-23,380.256
2002-09-24,370.934
2002-09-25,376.277
2002-09-26,385.314
2002-09-27,386.544
2002-09-30,376.597
2002-10-01,378.435
2002-10-02,386.102
2002-10-03,385.134
2002-10-04,379.863
2002-10-07,367.046
2002-10-08,357.324
2002-10-09,358.257
2002-10-10,364.787
2002-10-11,380.944
2002-10-14,382.585
2002-10-15,403.219
2002-10-16,397.456
2002-10-17,412.012
2002-10-18,410.795
2002-10-21,410.702
2002-10-22,408.643
2002-10-23,402.059
2002-10-24,405.866
2002-10-25,400.247
2002-10-28,408.792
2002-10-29,396.249
2002-10-30,397.411
2002-10-31,411.391
2002-11-01,416.397
2002-11-04,429.073
2002-11-05,430.151
2002-11-06,427.886
2002-11-07,425.283
2002-11-08,419.516
2002-11-11,410.805
2002-11-12,413.686
2002-11-13,408.571
2002-11-14,414.022
2002-11-15,414.229
2002-11-18,422.78
2002-11-19,423.008
2002-11-20,416.75
2002-11-21,433.801
2002-11-22,436.827
2002-11-25,433.258
2002-11-26,426.614
2002-11-27,429.919
2002-11-28,440.053
2002-11-29,439.468
2002-12-02,444.321
2002-12-03,431.202
2002-12-04,422.657
2002-12-05,421.851
2002-12-06,420.623
2002-12-09,411.857
2002-12-10,408.873
2002-12-11,410.307
2002-12-12,408.363
2002-12-13,401.963
2002-12-16,411.421
2002-12-17,406.529
2002-12-18,393.158
2002-12-19,395.544
2002-12-20,402.029
2002-12-23,403.098
2002-12-24,402.149
2002-12-25,402.149
2002-12-26,403.163
2002-12-27,399.822
2002-12-30,400.444
2002-12-31,405.201
2003-01-01,405.201
2003-01-02,412.047
2003-01-03,417.728
2003-01-06,419.742
2003-01-07,414.514
2003-01-08,408.342
2003-01-09,409.776
2003-01-10,410.951
2003-01-13,408.411
2003-01-14,416.893
2003-01-15,409.637
2003-01-16,409.999
2003-01-17,402.707
2003-01-20,404.323
2003-01-21,397.847
2003-01-22,396.012
2003-01-23,393.301
2003-01-24,392.118
2003-01-27,384.316
2003-01-28,380.863
2003-01-29,376.973
2003-01-30,381.557
2003-01-31,381.965
2003-02-03,388.944
2003-02-04,382.406
2003-02-05,379.394
2003-02-06,376.668
2003-02-07,369.634
2003-02-10,366.186
2003-02-11,368.666
2003-02-12,357.828
2003-02-13,358.915
2003-02-14,360.069
2003-02-17,363.138
2003-02-18,362.021
2003-02-19,356.601
2003-02-20,362.116
2003-02-21,359.351
2003-02-24,354.367
2003-02-25,341.205
2003-02-26,338.933
2003-02-27,340.141
2003-02-28,349.57
2003-03-03,358.015
2003-03-04,347.791
2003-03-05,347.372
2003-03-06,345.098
2003-03-07,339.395
2003-03-10,336.254
2003-03-11,324.827
2003-03-12,321.74
2003-03-13,336.169
2003-03-14,347.176
2003-03-17,356.541
2003-03-18,359.688
2003-03-19,370.507
2003-03-20,364.513
2003-03-21,374.894
2003-03-24,360.586
2003-03-25,367.336
2003-03-26,364.461
2003-03-27,362.243
2003-03-28,366.452
2003-03-31,354.683
2003-04-01,363.331
2003-04-02,375.164
2003-04-03,373.913
2003-04-04,376.38
2003-04-07,388.06
2003-04-08,378.094
2003-04-09,376.014
2003-04-10,369.109
2003-04-11,371.163
2003-04-14,373.35
2003-04-15,382.423
2003-04-16,384.525
2003-04-17,387.336
2003-04-18,387.336
2003-04-21,385.667
2003-04-22,392.624
2003-04-23,403.481
2003-04-24,401.412
2003-04-25,396.304
2003-04-28,402.387
2003-04-29,403.587
2003-04-30,405.829
2003-05-01,409.556
2003-05-02,400.384
2003-05-05,412.283
2003-05-06,420.357
2003-05-07,414.611
2003-05-08,411.412
2003-05-09,416.161
2003-05-12,415.555
2003-05-13,413.31
2003-05-14,410.793
2003-05-15,411.888
2003-05-16,421.607
2003-05-19,410.849
2003-05-20,411.706
2003-05-21,404.455
2003-05-22,416.085
2003-05-23,413.173
2003-05-26,415.31
2003-05-27,418.41
2003-05-28,423.161
2003-05-29,427.545
2003-05-30,432.587
2003-06-02,438.055
2003-06-03,430.852
2003-06-04,436.088
2003-06-05,444.383
2003-06-06,463.327
2003-06-09,454.383
2003-06-10,453.075
2003-06-11,464.483
2003-06-12,463.606
2003-06-13,458.647
2003-06-16,471.32
2003-06-17,473.302
2003-06-18,463.682
2003-06-19,454.833
2003-06-20,456.672
2003-06-23,444.807
2003-06-24,439.264
2003-06-25,446.305
2003-06-26,437.615
2003-06-27,448.209
2003-06-30,440.318
2003-07-01,439.501
2003-07-02,446.711
2003-07-03,450.49
2003-07-04,446.357
2003-07-07,458.354
2003-07-08,457.571
2003-07-09,453.521
2003-07-10,449.389
2003-07-11,453.057
2003-07-14,455.87
2003-07-15,455.524
2003-07-16,451.539
2003-07-17,442.867
2003-07-18,451.459
2003-07-21,452.754
2003-07-22,459.804
2003-07-23,466.107
2003-07-24,473.818
2003-07-25,473.513
2003-07-28,473.069
2003-07-29,471.037
2003-07-30,472.598
2003-07-31,469.053
2003-08-01,471.728
2003-08-04,472.791
2003-08-05,476.094
2003-08-06,469.859
2003-08-07,470.874
2003-08-08,470.179
2003-08-11,470.946
2003-08-12,471.233
2003-08-13,473.275
2003-08-14,475.309
2003-08-15,474.48
2003-08-18,474.681
2003-08-19,475.763
2003-08-20,479.676
2003-08-21,482.153
2003-08-22,486.823
2003-08-25,483.348
2003-08-26,478.467
2003-08-27,488.89
2003-08-28,493.535
2003-08-29,494.659
2003-09-01,497.973
2003-09-02,491.109
2003-09-03,497.496
2003-09-04,498.835
2003-09-05,507.543
2003-09-08,514.35
2003-09-09,508.154
2003-09-10,496.845
2003-09-11,491.778
2003-09-12,494.888
2003-09-15,499.212
2003-09-16,493.533
2003-09-17,502.06
2003-09-18,501.424
2003-09-19,502.352
2003-09-22,497.734
2003-09-23,496.837
2003-09-24,496.426
2003-09-25,492.24
2003-09-26,484.089
2003-09-29,481.238
2003-09-30,480.708
2003-10-01,487.96
2003-10-02,487.816
2003-10-03,501.913
2003-10-06,497.93
2003-10-07,500.238
2003-10-08,501.666
2003-10-09,508.13
2003-10-10,509.19
2003-10-13,508.175
2003-10-14,507.003
2003-10-15,514.634
2003-10-16,513.87
2003-10-17,519.011
2003-10-20,519.567
2003-10-21,523.574
2003-10-22,519.447
2003-10-23,510.514
2003-10-24,511.306
2003-10-27,513.028
2003-10-28,517.472
2003-10-29,523.393
2003-10-30,526.99
2003-10-31,521.909
2003-11-03,531.509
2003-11-04,527.011
2003-11-05,521.94
2003-11-06,527.256
2003-11-07,530.043
2003-11-10,526.179
2003-11-11,522.131
2003-11-12,531.127
2003-11-13,541.132
2003-11-14,541.648
2003-11-17,528.554
2003-11-18,533.878
2003-11-19,533.58
2003-11-20,529.543
2003-11-21,532.181
2003-11-24,538.283
2003-11-25,543.637
2003-11-26,546.426
2003-11-27,547.854
2003-11-28,548.194
2003-12-01,550.894
2003-12-02,558.087
2003-12-03,564.068
2003-12-04,552.202
2003-12-05,550.767
2003-12-08,549.841
2003-12-09,550.331
2003-12-10,546.122
2003-12-11,544.79
2003-12-12,552.616
2003-12-15,552.554
2003-12-16,552.514
2003-12-17,553.023
2003-12-18,553.005
2003-12-19,552.192
2003-12-22,553.304
2003-12-23,554.984
2003-12-24,559.89
2003-12-25,559.89
2003-12-26,559.665
2003-12-29,565.714
2003-12-30,571.88
2003-12-31,575.157
2004-01-01,575.157
2004-01-02,579.946
2004-01-05,582.816
2004-01-06,580.523
2004-01-07,578.555
2004-01-08,587.655
2004-01-09,599.315
2004-01-12,592.865
2004-01-13,597.576
2004-01-14,595.636
2004-01-15,590.974
2004-01-16,597.624
2004-01-19,597.512
2004-01-20,602.302
2004-01-21,610.704
2004-01-22,614.237
2004-01-23,612.456
2004-01-26,604.397
2004-01-27,609.155
2004-01-28,614.6
2004-01-29,597.822
2004-01-30,598.225
2004-02-02,603.982
2004-02-03,604.745
2004-02-04,592.668
2004-02-05,600.784
2004-02-06,607.167
2004-02-09,612.299
2004-02-10,607.604
2004-02-11,612.991
2004-02-12,618.169
2004-02-13,614.763
2004-02-16,616.922
2004-02-17,625.212
2004-02-18,625.043
2004-02-19,627.91
2004-02-20,619.651
2004-02-23,618.281
2004-02-24,611.164
2004-02-25,611.633
2004-02-26,605.997
2004-02-27,607.909
2004-03-01,614.284
2004-03-02,618.823
2004-03-03,606.059
2004-03-04,610.032
2004-03-05,620.819
2004-03-08,613.538
2004-03-09,603.734
2004-03-10,589.484
2004-03-11,572.591
2004-03-12,578.167
2004-03-15,561.8
2004-03-16,573.741
2004-03-17,577.668
2004-03-18,575.214
2004-03-19,567.455
2004-03-22,555.408
2004-03-23,554.67
2004-03-24,546.355
2004-03-25,561.964
2004-03-26,559.534
2004-03-29,570.524
2004-03-30,570.011
2004-03-31,577.189
2004-04-01,588.721
2004-04-02,590.704
2004-04-05,586.215
2004-04-06,581.758
2004-04-07,591.027
2004-04-08,588.345
2004-04-09,588.345
2004-04-12,586.692
2004-04-13,585.828
2004-04-14,580.785
2004-04-15,579.825
2004-04-16,585.377
2004-04-19,588.269
2004-04-20,585.065
2004-04-21,575.672
2004-04-22,574.705
2004-04-23,576.096
2004-04-26,581.328
2004-04-27,579.224
2004-04-28,569.16
2004-04-29,566.636
2004-04-30,567.748
2004-05-03,570.113
2004-05-04,573.117
2004-05-05,582.963
2004-05-06,567.772
2004-05-07,562.797
2004-05-10,542.822
2004-05-11,545.163
2004-05-12,541.822
2004-05-13,544.601
2004-05-14,539.166
2004-05-17,540.429
2004-05-18,547.415
2004-05-19,561.884
2004-05-20,553.052
2004-05-21,558.37
2004-05-24,558.91
2004-05-25,562.369
2004-05-26,569.038
2004-05-27,589.093
2004-05-28,589.116
2004-05-31,589.0
2004-06-01,580.551
2004-06-02,583.791
2004-06-03,585.04
2004-06-04,588.4
2004-06-07,594.757
2004-06-08,593.655
2004-06-09,586.082
2004-06-10,587.559
2004-06-11,581.072
2004-06-14,575.918
2004-06-15,581.307
2004-06-16,579.52
2004-06-17,578.031
2004-06-18,584.574
2004-06-21,584.179
2004-06-22,579.187
2004-06-23,581.934
2004-06-24,586.816
2004-06-25,586.482
2004-06-28,593.642
2004-06-29,590.834
2004-06-30,591.758
2004-07-01,589.955
2004-07-02,588.824
2004-07-05,584.323
2004-07-06,578.294
2004-07-07,578.304
2004-07-08,581.704
2004-07-09,582.342
2004-07-12,576.648
2004-07-13,573.184
2004-07-14,572.073
2004-07-15,561.871
2004-07-16,567.383
2004-07-19,560.838
2004-07-20,563.647
2004-07-21,565.097
2004-07-22,554.387
2004-07-23,547.401
2004-07-26,541.457
2004-07-27,535.836
2004-07-28,534.272
2004-07-29,544.902
2004-07-30,545.586
2004-08-02,542.242
2004-08-03,544.058
2004-08-04,535.876
2004-08-05,539.146
2004-08-06,533.228
2004-08-09,525.729
2004-08-10,538.539
2004-08-11,528.659
2004-08-12,524.443
2004-08-13,529.861
2004-08-16,533.814
2004-08-17,534.297
2004-08-18,537.155
2004-08-19,541.161
2004-08-20,536.251
2004-08-23,540.312
2004-08-24,535.543
2004-08-25,533.475
2004-08-26,538.921
2004-08-27,539.424
2004-08-30,540.526
2004-08-31,538.948
2004-09-01,541.778
2004-09-02,542.43
2004-09-03,538.888
2004-09-06,546.543
2004-09-07,548.746
2004-09-08,551.353
2004-09-09,547.836
2004-09-10,560.102
2004-09-13,569.786
2004-09-14,571.148
2004-09-15,558.956
2004-09-16,560.236
2004-09-17,562.48
2004-09-20,559.245
2004-09-21,568.471
2004-09-22,565.838
2004-09-23,564.317
2004-09-24,563.195
2004-09-27,557.135
2004-09-28,557.391
2004-09-29,554.032
2004-09-30,555.736
2004-10-01,565.468
2004-10-04,566.124
2004-10-05,570.04
2004-10-06,566.818
2004-10-07,568.485
2004-10-08,570.471
2004-10-11,563.951
2004-10-12,550.221
2004-10-13,553.921
2004-10-14,556.329
2004-10-15,561.99
2004-10-18,556.759
2004-10-19,562.668
2004-10-20,562.796
2004-10-21,567.561
2004-10-22,568.721
2004-10-25,568.131
2004-10-26,567.186
2004-10-27,569.578
2004-10-28,575.55
2004-10-29,575.608
2004-11-01,580.839
2004-11-02,582.829
2004-11-03,586.817
2004-11-04,585.994
2004-11-05,597.219
2004-11-08,603.008
2004-11-09,598.906
2004-11-10,599.543
2004-11-11,604.445
2004-11-12,613.229
2004-11-15,612.081
2004-11-16,610.737
2004-11-17,616.684
2004-11-18,611.715
2004-11-19,613.611
2004-11-22,609.052
2004-11-23,614.209
2004-11-24,615.854
2004-11-25,623.498
2004-11-26,621.264
2004-11-29,624.682
2004-11-30,618.103
2004-12-01,630.571
2004-12-02,629.343
2004-12-03,636.853
2004-12-06,636.341
2004-12-07,637.524
2004-12-08,626.381
2004-12-09,616.539
2004-12-10,617.9
2004-12-13,627.658
2004-12-14,626.335
2004-12-15,630.634
2004-12-16,623.794
2004-12-17,615.986
2004-12-20,623.069
2004-12-21,619.416
2004-12-22,624.532
2004-12-23,628.252
2004-12-24,629.601
2004-12-27,632.856
2004-12-28,632.586
2004-12-29,631.501
2004-12-30,634.078
2004-12-31,634.394
2005-01-03,633.906
2005-01-04,625.668
2005-01-05,619.528
2005-01-06,612.273
2005-01-07,609.45
2005-01-10,614.017
2005-01-11,609.228
2005-01-12,611.479
2005-01-13,612.16
2005-01-14,613.654
2005-01-17,615.675
2005-01-18,610.608
2005-01-19,610.201
2005-01-20,606.313
2005-01-21,608.96
2005-01-24,607.915
2005-01-25,613.278
2005-01-26,619.178
2005-01-27,624.195
2005-01-28,621.786
2005-01-31,631.001
2005-02-01,637.519
2005-02-02,640.064
2005-02-03,633.37
2005-02-04,643.123
2005-02-07,644.357
2005-02-08,638.942
2005-02-09,642.911
2005-02-10,644.251
2005-02-11,647.129
2005-02-14,658.98
2005-02-15,663.042
2005-02-16,659.17
2005-02-17,681.555
2005-02-18,678.642
2005-02-21,676.734
2005-02-22,685.251
2005-02-23,683.466
2005-02-24,680.747
2005-02-25,690.762
2005-02-28,692.569
2005-03-01,691.73
2005-03-02,684.785
2005-03-03,681.769
2005-03-04,689.319
2005-03-07,689.991
2005-03-08,690.474
2005-03-09,688.672
2005-03-10,684.329
2005-03-11,682.885
2005-03-14,678.486
2005-03-15,675.498
2005-03-16,673.34
2005-03-17,671.652
2005-03-18,662.518
2005-03-21,657.281
2005-03-22,664.648
2005-03-23,657.858
2005-03-24,658.532
2005-03-25,658.532
2005-03-28,653.911
2005-03-29,652.544
2005-03-30,653.452
2005-03-31,658.679
2005-04-01,653.764
2005-04-04,642.261
2005-04-05,645.004
2005-04-06,648.829
2005-04-07,651.839
2005-04-08,652.022
2005-04-11,655.688
2005-04-12,647.682
2005-04-13,646.306
2005-04-14,641.565
2005-04-15,637.691
2005-04-18,632.359
2005-04-19,635.028
2005-04-20,637.857
2005-04-21,643.892
2005-04-22,645.969
2005-04-25,642.129
2005-04-26,637.055
2005-04-27,627.073
2005-04-28,619.658
2005-04-29,621.915
2005-05-02,621.293
2005-05-03,621.149
2005-05-04,628.091
2005-05-05,635.573
2005-05-06,633.489
2005-05-09,629.804
2005-05-10,631.554
2005-05-11,630.061
2005-05-12,628.765
2005-05-13,631.518
2005-05-16,630.513
2005-05-17,629.703
2005-05-18,632.494
2005-05-19,630.271
2005-05-20,627.864
2005-05-23,632.187
2005-05-24,631.36
2005-05-25,636.03
2005-05-26,639.222
2005-05-27,638.715
2005-05-30,638.194
2005-05-31,627.422
2005-06-01,631.176
2005-06-02,637.629
2005-06-03,635.181
2005-06-06,629.839
2005-06-07,634.715
2005-06-08,637.202
2005-06-09,630.51
2005-06-10,633.218
2005-06-13,630.976
2005-06-14,630.116
2005-06-15,625.405
2005-06-16,631.937
2005-06-17,642.472
2005-06-20,634.61
2005-06-21,639.78
2005-06-22,644.403
2005-06-23,638.104
2005-06-24,629.935
2005-06-27,625.419
2005-06-28,627.14
2005-06-29,627.881
2005-06-30,627.751
2005-07-01,627.275
2005-07-04,625.38
2005-07-05,622.774
2005-07-06,623.874
2005-07-07,617.063
2005-07-08,623.876
2005-07-11,641.801
2005-07-12,644.574
2005-07-13,643.225
2005-07-14,648.915
2005-07-15,641.49
2005-07-18,640.116
2005-07-19,644.079
2005-07-20,653.466
2005-07-21,660.052
2005-07-22,660.826
2005-07-25,659.993
2005-07-26,655.385
2005-07-27,658.493
2005-07-28,656.055
2005-07-29,658.154
2005-08-01,664.229
2005-08-02,667.556
2005-08-03,667.233
2005-08-04,667.064
2005-08-05,658.327
2005-08-08,662.709
2005-08-09,664.076
2005-08-10,669.878
2005-08-11,674.185
2005-08-12,673.764
2005-08-15,672.06
2005-08-16,665.682
2005-08-17,666.434
2005-08-18,657.343
2005-08-19,660.001
2005-08-22,665.155
2005-08-23,661.104
2005-08-24,658.65
2005-08-25,656.275
2005-08-26,654.91
2005-08-29,657.739
2005-08-30,650.109
2005-08-31,656.351
2005-09-01,666.378
2005-09-02,670.918
2005-09-05,674.433
2005-09-06,677.229
2005-09-07,683.277
2005-09-08,685.623
2005-09-09,691.196
2005-09-12,686.729
2005-09-13,684.718
2005-09-14,684.117
2005-09-15,675.09
2005-09-16,679.068
2005-09-19,674.874
2005-09-20,676.907
2005-09-21,669.83
2005-09-22,658.476
2005-09-23,657.757
2005-09-26,660.89
2005-09-27,656.124
2005-09-28,662.197
2005-09-29,660.802
2005-09-30,669.107
2005-10-03,669.68
2005-10-04,676.008
2005-10-05,669.8
2005-10-06,670.864
2005-10-07,664.533
2005-10-10,662.534
2005-10-11,657.524
2005-10-12,657.007
2005-10-13,646.944
2005-10-14,657.834
2005-10-17,647.86
2005-10-18,637.942
2005-10-19,628.895
2005-10-20,635.358
2005-10-21,638.306
2005-10-24,643.0
2005-10-25,649.738
2005-10-26,650.287
2005-10-27,641.292
2005-10-28,636.459
2005-10-31,641.475
2005-11-01,644.014
2005-11-02,657.533
2005-11-03,667.189
2005-11-04,654.714
2005-11-07,657.622
