Date,PORTUGAL LARGE GROWTH Large Cap
2002-03-25,922.154
2002-03-26,921.254
2002-03-27,917.322
2002-03-28,916.058
2002-03-29,916.058
2002-04-01,923.566
2002-04-02,905.965
2002-04-03,898.288
2002-04-04,903.262
2002-04-05,896.372
2002-04-08,890.21
2002-04-09,910.253
2002-04-10,909.953
2002-04-11,908.561
2002-04-12,902.312
2002-04-15,906.252
2002-04-16,921.064
2002-04-17,936.696
2002-04-18,940.478
2002-04-19,949.913
2002-04-22,941.139
2002-04-23,935.583
2002-04-24,930.386
2002-04-25,937.27
2002-04-26,921.436
2002-04-29,929.019
2002-04-30,913.929
2002-05-01,919.101
2002-05-02,868.007
2002-05-03,892.495
2002-05-06,889.647
2002-05-07,877.971
2002-05-08,897.69
2002-05-09,887.822
2002-05-10,875.949
2002-05-13,869.158
2002-05-14,863.944
2002-05-15,876.194
2002-05-16,886.038
2002-05-17,900.454
2002-05-20,901.538
2002-05-21,904.04
2002-05-22,906.969
2002-05-23,902.683
2002-05-24,908.798
2002-05-27,900.994
2002-05-28,917.164
2002-05-29,922.459
2002-05-30,927.952
2002-05-31,912.037
2003-11-28,1000.0
2003-12-01,1017.025
2003-12-02,1023.629
2003-12-03,1026.78
2003-12-04,1012.582
2003-12-05,999.945
2003-12-08,997.157
2003-12-09,985.599
2003-12-10,997.57
2003-12-11,1006.686
2003-12-12,1006.001
2003-12-15,1005.891
2003-12-16,1007.853
2003-12-17,1010.501
2003-12-18,1005.944
2003-12-19,992.462
2003-12-22,1019.046
2003-12-23,1029.482
2003-12-24,1032.383
2003-12-25,1032.383
2003-12-26,1031.968
2003-12-29,1049.38
2003-12-30,1051.999
2003-12-31,1069.691
2004-01-01,1069.691
2004-01-02,1082.158
2004-01-05,1093.463
2004-01-06,1106.794
2004-01-07,1089.965
2004-01-08,1134.324
2004-01-09,1154.847
2004-01-12,1134.61
2004-01-13,1150.856
2004-01-14,1148.414
2004-01-15,1141.125
2004-01-16,1139.325
2004-01-19,1159.935
2004-01-20,1167.48
2004-01-21,1161.901
2004-01-22,1157.248
2004-01-23,1168.587
2004-01-26,1140.038
2004-01-27,1164.495
2004-01-28,1169.198
2004-01-29,1124.109
2004-01-30,1095.783
2004-02-02,1114.558
2004-02-03,1120.902
2004-02-04,1117.421
2004-02-05,1138.311
2004-02-06,1167.298
2004-02-09,1162.691
2004-02-10,1162.718
2004-02-11,1192.049
2004-02-12,1219.642
2004-02-13,1206.942
2004-02-16,1199.63
2004-02-17,1230.448
2004-02-18,1262.231
2004-02-19,1217.881
2004-02-20,1178.353
2004-02-23,1207.927
2004-02-24,1232.019
2004-02-25,1226.335
2004-02-26,1199.742
2004-02-27,1198.953
2004-03-01,1203.528
2004-03-02,1208.965
2004-03-03,1212.037
2004-03-04,1217.332
2004-03-05,1219.687
2004-03-08,1234.214
2004-03-09,1234.333
2004-03-10,1204.24
2004-03-11,1178.161
2004-03-12,1164.665
2004-03-15,1180.905
2004-03-16,1215.963
2004-03-17,1220.823
2004-03-18,1219.312
2004-03-19,1219.404
2004-03-22,1196.758
2004-03-23,1180.499
2004-03-24,1181.043
2004-03-25,1176.075
2004-03-26,1148.161
2004-03-29,1155.774
2004-03-30,1145.681
2004-03-31,1188.441
2004-04-01,1180.07
2004-04-02,1163.618
2004-04-05,1143.925
2004-04-06,1139.381
2004-04-07,1167.784
2004-04-08,1165.453
2004-04-09,1165.453
2004-04-12,1162.18
2004-04-13,1142.881
2004-04-14,1148.026
2004-04-15,1165.476
2004-04-16,1162.212
2004-04-19,1173.622
2004-04-20,1175.213
2004-04-21,1159.616
2004-04-22,1154.906
2004-04-23,1166.189
2004-04-26,1167.839
2004-04-27,1173.931
2004-04-28,1182.195
2004-04-29,1186.877
2004-04-30,1180.91
2004-05-03,1195.877
2004-05-04,1208.982
2004-05-05,1209.123
2004-05-06,1205.552
2004-05-07,1160.262
2004-05-10,1122.786
2004-05-11,1112.958
2004-05-12,1103.405
2004-05-13,1086.243
2004-05-14,1071.119
2004-05-17,1070.888
2004-05-18,1093.625
2004-05-19,1113.398
2004-05-20,1103.498
2004-05-21,1106.731
2004-05-24,1089.901
2004-05-25,1104.065
2004-05-26,1117.541
2004-05-27,1146.693
2004-05-28,1115.246
2004-05-31,1121.892
2004-06-01,1104.186
2004-06-02,1120.908
2004-06-03,1126.165
2004-06-04,1129.886
2004-06-07,1168.413
2004-06-08,1165.572
2004-06-09,1149.037
2004-06-10,1163.611
2004-06-11,1162.258
2004-06-14,1151.003
2004-06-15,1143.763
2004-06-16,1163.468
2004-06-17,1152.838
2004-06-18,1158.868
2004-06-21,1161.075
2004-06-22,1158.25
2004-06-23,1139.729
2004-06-24,1143.954
2004-06-25,1154.73
2004-06-28,1175.696
2004-06-29,1158.007
2004-06-30,1174.705
2004-07-01,1157.956
2004-07-02,1155.509
2004-07-05,1143.527
2004-07-06,1151.542
2004-07-07,1154.604
2004-07-08,1187.85
2004-07-09,1162.474
2004-07-12,1168.167
2004-07-13,1167.059
2004-07-14,1163.869
2004-07-15,1160.832
2004-07-16,1161.002
2004-07-19,1148.038
2004-07-20,1158.7
2004-07-21,1147.038
2004-07-22,1146.105
2004-07-23,1119.851
2004-07-26,1100.507
2004-07-27,1108.663
2004-07-28,1113.953
2004-07-29,1122.031
2004-07-30,1116.574
2004-08-02,1100.482
2004-08-03,1096.386
2004-08-04,1090.5
2004-08-05,1109.356
2004-08-06,1112.776
2004-08-09,1102.012
2004-08-10,1120.631
2004-08-11,1099.993
2004-08-12,1103.668
2004-08-13,1095.852
2004-08-16,1101.772
2004-08-17,1095.154
2004-08-18,1087.853
2004-08-19,1099.075
2004-08-20,1096.14
2004-08-23,1090.962
2004-08-24,1087.234
2004-08-25,1094.209
2004-08-26,1095.028
2004-08-27,1107.125
2004-08-30,1107.631
2004-08-31,1107.257
2004-09-01,1104.877
2004-09-02,1110.131
2004-09-03,1094.256
2004-09-06,1104.323
2004-09-07,1106.952
2004-09-08,1143.217
2004-09-09,1140.272
2004-09-10,1159.148
2004-09-13,1166.242
2004-09-14,1187.146
2004-09-15,1160.875
2004-09-16,1169.359
2004-09-17,1157.298
2004-09-20,1146.425
2004-09-21,1165.956
2004-09-22,1163.006
2004-09-23,1163.164
2004-09-24,1163.091
2004-09-27,1170.047
2004-09-28,1174.059
2004-09-29,1198.378
2004-09-30,1199.181
2004-10-01,1221.004
2004-10-04,1222.534
2004-10-05,1232.429
2004-10-06,1236.147
2004-10-07,1214.278
2004-10-08,1233.885
2004-10-11,1229.059
2004-10-12,1216.502
2004-10-13,1237.77
2004-10-14,1233.047
2004-10-15,1228.216
2004-10-18,1220.956
2004-10-19,1229.034
2004-10-20,1234.832
2004-10-21,1236.498
2004-10-22,1223.727
2004-10-25,1230.724
2004-10-26,1230.628
2004-10-27,1231.633
2004-10-28,1237.961
2004-10-29,1222.657
2004-11-01,1247.209
2004-11-02,1252.433
2004-11-03,1263.787
2004-11-04,1260.664
2004-11-05,1267.719
2004-11-08,1275.777
2004-11-09,1270.726
2004-11-10,1271.021
2004-11-11,1263.291
2004-11-12,1268.373
2004-11-15,1266.34
2004-11-16,1257.247
2004-11-17,1260.383
2004-11-18,1252.657
2004-11-19,1263.673
2004-11-22,1267.803
2004-11-23,1270.85
2004-11-24,1284.906
2004-11-25,1292.718
2004-11-26,1291.832
2004-11-29,1294.317
2004-11-30,1287.57
2004-12-01,1271.643
2004-12-02,1281.203
2004-12-03,1283.677
2004-12-06,1291.977
2004-12-07,1306.689
2004-12-08,1289.626
2004-12-09,1303.134
2004-12-10,1324.162
2004-12-13,1336.015
2004-12-14,1337.5
2004-12-15,1333.864
2004-12-16,1316.108
2004-12-17,1298.462
2004-12-20,1313.5
2004-12-21,1304.923
2004-12-22,1312.85
2004-12-23,1327.216
2004-12-24,1330.656
2004-12-27,1340.445
2004-12-28,1340.007
2004-12-29,1333.895
2004-12-30,1332.33
2004-12-31,1346.419
2005-01-03,1326.067
2005-01-04,1315.256
2005-01-05,1306.447
2005-01-06,1297.597
2005-01-07,1298.115
2005-01-10,1291.487
2005-01-11,1295.479
2005-01-12,1305.886
2005-01-13,1302.039
2005-01-14,1289.963
2005-01-17,1308.817
2005-01-18,1305.651
2005-01-19,1315.165
2005-01-20,1312.581
2005-01-21,1330.028
2005-01-24,1334.632
2005-01-25,1311.627
2005-01-26,1326.114
2005-01-27,1332.701
2005-01-28,1325.489
2005-01-31,1348.003
2005-02-01,1360.578
2005-02-02,1356.309
2005-02-03,1345.267
2005-02-04,1341.204
2005-02-07,1346.462
2005-02-08,1352.466
2005-02-09,1343.447
2005-02-10,1337.426
2005-02-11,1348.381
2005-02-14,1343.483
2005-02-15,1338.148
2005-02-16,1334.249
2005-02-17,1339.625
2005-02-18,1345.417
2005-02-21,1324.691
2005-02-22,1348.528
2005-02-23,1324.13
2005-02-24,1320.922
2005-02-25,1328.136
2005-02-28,1324.934
2005-03-01,1331.939
2005-03-02,1314.824
2005-03-03,1303.216
2005-03-04,1313.39
2005-03-07,1316.65
2005-03-08,1329.216
2005-03-09,1333.619
2005-03-10,1309.317
2005-03-11,1321.573
2005-03-14,1317.152
2005-03-15,1307.091
2005-03-16,1301.036
2005-03-17,1300.562
2005-03-18,1301.743
2005-03-21,1284.282
2005-03-22,1280.579
2005-03-23,1263.471
2005-03-24,1274.53
2005-03-25,1274.53
2005-03-28,1265.585
2005-03-29,1284.783
2005-03-30,1279.781
2005-03-31,1278.894
2005-04-01,1271.119
2005-04-04,1252.294
2005-04-05,1250.769
2005-04-06,1247.693
2005-04-07,1248.674
2005-04-08,1248.848
2005-04-11,1262.557
2005-04-12,1265.018
2005-04-13,1295.826
2005-04-14,1277.075
2005-04-15,1270.992
2005-04-18,1263.471
2005-04-19,1269.961
2005-04-20,1282.986
2005-04-21,1287.061
2005-04-22,1292.855
2005-04-25,1268.646
2005-04-26,1253.996
2005-04-27,1212.193
2005-04-28,1202.035
2005-04-29,1194.45
2005-05-02,1208.843
2005-05-03,1226.083
2005-05-04,1218.45
2005-05-05,1216.992
2005-05-06,1208.151
2005-05-09,1196.544
2005-05-10,1184.572
2005-05-11,1188.45
2005-05-12,1195.596
2005-05-13,1199.025
2005-05-16,1192.533
2005-05-17,1197.697
2005-05-18,1210.552
2005-05-19,1208.828
2005-05-20,1223.589
2005-05-23,1239.426
2005-05-24,1239.525
2005-05-25,1220.741
2005-05-26,1205.255
2005-05-27,1198.85
2005-05-30,1189.335
2005-05-31,1160.449
2006-11-30,811.435
2006-12-01,816.332
2006-12-04,817.937
2006-12-05,835.098
2006-12-06,851.601
2006-12-07,845.775
2006-12-08,851.665
2006-12-11,845.142
2006-12-12,846.741
2006-12-13,847.787
2006-12-14,842.265
2006-12-15,839.323
2006-12-18,857.956
2006-12-19,862.5
2006-12-20,843.128
2006-12-21,841.881
2006-12-22,841.305
2006-12-25,841.305
2006-12-26,839.994
2006-12-27,846.12
2006-12-28,854.022
2006-12-29,865.836
2007-01-01,865.836
2007-01-02,867.27
2007-01-03,857.401
2007-01-04,854.99
2007-01-05,846.498
2007-01-08,851.924
2007-01-09,860.358
2007-01-10,861.146
2007-01-11,875.054
2007-01-12,875.694
2007-01-15,871.406
2007-01-16,877.77
2007-01-17,894.49
2007-01-18,883.488
2007-01-19,856.586
2007-01-22,844.087
2007-01-23,851.267
2007-01-24,851.259
2007-01-25,852.047
2007-01-26,849.526
2007-01-29,853.778
2007-01-30,859.595
2007-01-31,851.007
2007-02-01,859.521
2007-02-02,856.353
2007-02-05,861.959
2007-02-06,863.693
2007-02-07,890.285
2007-02-08,891.789
2007-02-09,906.765
2007-02-12,899.89
2007-02-13,894.53
2007-02-14,902.229
2007-02-15,912.386
2007-02-16,946.899
2007-02-19,959.433
2007-02-20,962.631
2007-02-21,956.457
2007-02-22,972.712
2007-02-23,963.582
2007-02-26,963.875
2007-02-27,948.908
2007-02-28,935.107
2007-03-01,936.424
2007-03-02,936.922
2007-03-05,927.285
2007-03-06,936.852
2007-03-07,919.338
2007-03-08,917.939
2007-03-09,910.373
2007-03-12,922.135
2007-03-13,918.6
2007-03-14,904.648
2007-03-15,919.676
2007-03-16,910.12
2007-03-19,927.764
2007-03-20,922.661
2007-03-21,919.083
2007-03-22,934.234
2007-03-23,930.248
2007-03-26,934.695
2007-03-27,949.441
2007-03-28,928.006
2007-03-29,927.926
2007-03-30,915.014
2007-04-02,937.64
2007-04-03,951.219
2007-04-04,946.788
2007-04-05,946.582
2007-04-06,946.582
2007-04-09,941.65
2007-04-10,953.9
2007-04-11,944.425
2007-04-12,943.885
2007-04-13,952.006
2007-04-16,956.788
2007-04-17,951.381
2007-04-18,952.292
2007-04-19,956.302
2007-04-20,957.642
2007-04-23,948.746
2007-04-24,945.709
2007-04-25,955.355
2007-04-26,956.161
2007-04-27,952.74
2007-04-30,961.446
2007-05-01,957.853
2007-05-02,953.006
2007-05-03,946.137
2007-05-04,957.219
2007-05-07,959.615
2007-05-08,945.793
2007-05-09,947.541
2007-05-10,940.101
2007-05-11,938.386
2007-05-14,944.253
2007-05-15,941.133
2007-05-16,944.31
2007-05-17,983.639
2007-05-18,990.97
2007-05-21,971.703
2007-05-22,981.525
2007-05-23,1000.082
2007-05-24,1007.881
2007-05-25,1009.456
2007-05-28,1011.82
2007-05-29,1009.113
2007-05-30,993.349
2007-05-31,1000.0
2007-06-01,1008.963
2007-06-04,1001.969
2007-06-05,988.275
2007-06-06,976.601
2007-06-07,955.225
2007-06-08,955.239
2007-06-11,956.511
2007-06-12,952.165
2007-06-13,953.644
2007-06-14,961.234
2007-06-15,971.996
2007-06-18,974.287
2007-06-19,965.81
2007-06-20,978.244
2007-06-21,972.151
2007-06-22,969.609
2007-06-25,971.342
2007-06-26,969.555
2007-06-27,981.624
2007-06-28,974.574
2007-06-29,970.424
2007-07-02,979.262
2007-07-03,989.997
2007-07-04,995.657
2007-07-05,981.957
2007-07-06,986.662
2007-07-09,988.767
2007-07-10,1000.262
2007-07-11,999.541
2007-07-12,1003.981
2007-07-13,1018.792
2007-07-16,1028.397
2007-07-17,1022.027
2007-07-18,1016.455
2007-07-19,1017.485
2007-07-20,1025.66
2007-07-23,1031.682
2007-07-24,1027.347
2007-07-25,1018.504
2007-07-26,1019.544
2007-07-27,1002.793
2007-07-30,988.022
2007-07-31,1002.812
2007-08-01,987.444
2007-08-02,992.104
2007-08-03,993.943
2007-08-06,996.109
2007-08-07,996.289
2007-08-08,1014.69
2007-08-09,992.018
2007-08-10,980.452
2007-08-13,975.936
2007-08-14,968.013
2007-08-15,965.471
2007-08-16,934.698
2007-08-17,923.654
2007-08-20,935.402
2007-08-21,938.466
2007-08-22,954.521
2007-08-23,965.843
2007-08-24,970.396
2007-08-27,968.213
2007-08-28,965.887
2007-08-29,968.639
2007-08-30,963.067
2007-08-31,965.179
2007-09-03,963.657
2007-09-04,964.381
2007-09-05,964.056
2007-09-06,962.141
2007-09-07,940.602
2007-09-10,942.584
2007-09-11,960.037
2007-09-12,956.258
2007-09-13,953.51
2007-09-14,950.214
2007-09-17,945.273
2007-09-18,947.846
2007-09-19,978.381
2007-09-20,982.474
2007-09-21,995.342
2007-09-24,995.272
2007-09-25,990.017
2007-09-26,1004.762
2007-09-27,1019.328
2007-09-28,1024.37
2007-10-01,1030.887
2007-10-02,1029.418
2007-10-03,1028.836
2007-10-04,1018.175
2007-10-05,1031.102
2007-10-08,1020.474
2007-10-09,1044.491
2007-10-10,1047.563
2007-10-11,1075.548
2007-10-12,1058.114
2007-10-15,1062.071
2007-10-16,1051.982
2007-10-17,1069.956
2007-10-18,1083.738
2007-10-19,1069.019
2007-10-22,1063.628
2007-10-23,1085.858
2007-10-24,1077.368
2007-10-25,1090.814
2007-10-26,1099.441
2007-10-29,1110.862
2007-10-30,1112.404
2007-10-31,1128.506
2007-11-01,1141.147
2007-11-02,1132.142
2007-11-05,1131.282
2007-11-06,1165.696
2007-11-07,1208.321
2007-11-08,1251.546
2007-11-09,1248.115
2007-11-12,1253.917
2007-11-13,1205.737
2007-11-14,1207.842
2007-11-15,1223.22
2007-11-16,1213.355
2007-11-19,1189.434
2007-11-20,1178.888
2007-11-21,1192.734
2007-11-22,1213.006
2007-11-23,1219.486
2007-11-26,1227.913
2007-11-27,1203.544
2007-11-28,1218.453
2007-11-29,1193.741
2007-11-30,1188.804
2007-12-03,1207.842
2007-12-04,1210.756
2007-12-05,1195.954
2007-12-06,1193.223
2007-12-07,1184.986
2007-12-10,1180.704
2007-12-11,1192.816
2007-12-12,1171.078
2007-12-13,1131.665
2007-12-14,1145.935
2007-12-17,1164.263
2007-12-18,1161.653
2007-12-19,1146.393
2007-12-20,1133.737
2007-12-21,1137.629
2007-12-24,1153.575
2007-12-25,1153.575
2007-12-26,1161.504
2007-12-27,1146.919
2007-12-28,1157.459
2007-12-31,1151.178
2008-01-01,1151.178
2008-01-02,1138.561
2008-01-03,1140.798
2008-01-04,1145.33
2008-01-07,1156.119
2008-01-08,1159.783
2008-01-09,1133.523
2008-01-10,1139.369
2008-01-11,1131.735
2008-01-14,1145.456
2008-01-15,1116.184
2008-01-16,1047.717
2008-01-17,1042.717
2008-01-18,1025.847
2008-01-21,941.633
2008-01-22,936.801
2008-01-23,906.104
2008-01-24,962.184
2008-01-25,975.425
2008-01-28,972.911
2008-01-29,1014.819
2008-01-30,1012.12
2008-01-31,1008.021
2008-02-01,1016.484
2008-02-04,1010.985
2008-02-05,954.342
2008-02-06,962.227
2008-02-07,942.867
2008-02-08,931.491
2008-02-11,924.283
2008-02-12,949.219
2008-02-13,960.695
2008-02-14,977.308
2008-02-15,959.97
2008-02-18,960.125
2008-02-19,959.956
2008-02-20,926.51
2008-02-21,935.321
2008-02-22,916.95
2008-02-25,928.878
2008-02-26,949.196
2008-02-27,976.754
2008-02-28,959.889
2008-02-29,942.177
2008-03-03,926.306
2008-03-04,924.255
2008-03-05,937.059
2008-03-06,937.538
2008-03-07,939.172
2008-03-10,925.168
2008-03-11,929.999
2008-03-12,941.77
2008-03-13,920.358
2008-03-14,912.509
2008-03-17,905.726
2008-03-18,930.564
2008-03-19,936.463
2008-03-20,932.702
2008-03-21,932.702
2008-03-24,931.371
2008-03-25,984.369
2008-03-26,991.473
2008-03-27,998.979
2008-03-28,1009.936
2008-03-31,1002.731
2008-04-01,1011.902
2008-04-02,1028.745
2008-04-03,1032.94
2008-04-04,1035.939
2008-04-07,1052.905
2008-04-08,1061.48
2008-04-09,1055.057
2008-04-10,1060.441
2008-04-11,1070.781
2008-04-14,1063.032
2008-04-15,1058.427
2008-04-16,1054.737
2008-04-17,1045.046
2008-04-18,1036.491
2008-04-21,1063.49
2008-04-22,1061.115
2008-04-23,1045.99
2008-04-24,1038.324
2008-04-25,1035.947
2008-04-28,1042.437
2008-04-29,1019.844
2008-04-30,1010.401
2008-05-01,1002.71
2008-05-02,1011.704
2008-05-05,1012.726
2008-05-06,1041.007
2008-05-07,1052.323
2008-05-08,1042.204
2008-05-09,1029.53
2008-05-12,1020.698
2008-05-13,1028.45
2008-05-14,1024.217
2008-05-15,1002.49
2008-05-16,999.365
2008-05-19,1012.023
2008-05-20,1013.445
2008-05-21,1020.698
2008-05-22,1029.091
2008-05-23,1018.894
2008-05-26,1015.75
2008-05-27,1011.019
2008-05-28,998.211
2008-05-29,990.77
2008-05-30,991.738
2008-06-02,972.678
2008-06-03,976.213
2008-06-04,949.467
2008-06-05,950.158
2008-06-06,946.875
2008-06-09,938.302
2008-06-10,934.339
2008-06-11,933.297
2008-06-12,931.089
2008-06-13,924.456
2008-06-16,928.445
2008-06-17,932.318
2008-06-18,931.658
2008-06-19,911.155
2008-06-20,900.859
2008-06-23,879.085
2008-06-24,860.897
2008-06-25,873.705
2008-06-26,859.25
2008-06-27,838.13
2008-06-30,830.695
2008-07-01,804.271
2008-07-02,834.636
2008-07-03,829.964
2008-07-04,811.687
2008-07-07,821.822
2008-07-08,833.128
2008-07-09,847.255
2008-07-10,843.189
2008-07-11,827.432
2008-07-14,811.502
2008-07-15,782.631
2008-07-16,795.085
2008-07-17,818.743
2008-07-18,838.07
2008-07-21,837.696
2008-07-22,814.373
2008-07-23,818.104
2008-07-24,812.725
2008-07-25,810.003
2008-07-28,803.203
2008-07-29,792.857
2008-07-30,799.448
2008-07-31,807.198
2008-08-01,787.661
2008-08-04,785.351
2008-08-05,770.66
2008-08-06,745.22
2008-08-07,745.357
2008-08-08,734.315
2008-08-11,745.637
2008-08-12,746.913
2008-08-13,735.471
2008-08-14,742.227
2008-08-15,742.206
2008-08-18,734.367
2008-08-19,724.996
2008-08-20,726.801
2008-08-21,735.312
2008-08-22,742.754
2008-08-25,738.139
2008-08-26,732.859
2008-08-27,738.98
2008-08-28,752.06
2008-08-29,761.661
2008-09-01,759.323
2008-09-02,749.002
2008-09-03,755.37
2008-09-04,739.092
2008-09-05,712.8
2008-09-08,720.581
2008-09-09,702.131
2008-09-10,687.065
2008-09-11,666.804
2008-09-12,692.717
2008-09-15,671.92
2008-09-16,656.243
2008-09-17,641.827
2008-09-18,628.387
2008-09-19,700.09
2008-09-22,686.388
2008-09-23,693.807
2008-09-24,691.698
2008-09-25,686.667
2008-09-26,682.599
2008-09-29,648.013
2008-09-30,642.17
2008-10-01,624.07
2008-10-02,594.517
2008-10-03,594.788
2008-10-06,504.549
2008-10-07,520.672
2008-10-08,499.927
2008-10-09,502.989
2008-10-10,481.473
2008-10-13,545.851
2008-10-14,589.481
2008-10-15,563.466
2008-10-16,528.765
2008-10-17,540.867
2008-10-20,553.703
2008-10-21,531.511
2008-10-22,493.175
2008-10-23,492.592
2008-10-24,464.452
2008-10-27,442.292
2008-10-28,454.186
2008-10-29,516.963
2008-10-30,509.111
2008-10-31,507.734
2008-11-03,522.007
2008-11-04,556.636
2008-11-05,543.429
2008-11-06,510.689
2008-11-07,519.372
2008-11-10,516.441
2008-11-11,493.846
2008-11-12,479.596
2008-11-13,476.965
2008-11-14,485.407
2008-11-17,473.708
2008-11-18,483.946
2008-11-19,481.479
2008-11-20,451.273
2008-11-21,440.847
2008-11-24,477.326
2008-11-25,483.798
2008-11-26,479.564
2008-11-27,480.748
2008-11-28,471.665
2008-12-01,451.77
2008-12-02,448.848
2008-12-03,449.649
2008-12-04,439.293
2008-12-05,414.205
2008-12-08,441.147
2008-12-09,444.754
2008-12-10,444.451
2008-12-11,453.802
2008-12-12,450.657
2008-12-15,463.382
2008-12-16,473.845
2008-12-17,502.038
2008-12-18,521.9
2008-12-19,489.255
2008-12-22,488.533
2008-12-23,492.558
2008-12-24,493.193
2008-12-25,493.193
2008-12-26,495.573
2008-12-29,505.177
2008-12-30,511.067
2008-12-31,499.878
2009-01-01,499.878
2009-01-02,508.311
2009-01-05,510.458
2009-01-06,508.515
2009-01-07,505.146
2009-01-08,508.587
2009-01-09,502.003
2009-01-12,485.228
2009-01-13,489.553
2009-01-14,472.043
2009-01-15,480.948
2009-01-16,498.223
2009-01-19,492.501
2009-01-20,480.773
2009-01-21,471.241
2009-01-22,481.265
2009-01-23,482.679
2009-01-26,497.112
2009-01-27,488.812
2009-01-28,494.97
2009-01-29,491.784
2009-01-30,488.252
2009-02-02,480.127
2009-02-03,490.116
2009-02-04,493.191
2009-02-05,492.856
2009-02-06,499.58
2009-02-09,503.556
2009-02-10,496.91
2009-02-11,493.768
2009-02-12,482.283
2009-02-13,481.553
2009-02-16,466.806
2009-02-17,442.883
2009-02-18,442.223
2009-02-19,455.193
2009-02-20,447.565
2009-02-23,453.741
2009-02-24,445.942
