Date,NORWAY SMID VALUE SMID (Small+Mid Cap)
2001-10-01,171.94
2001-10-02,171.557
2001-10-03,170.013
2001-10-04,168.417
2001-10-05,168.836
2001-10-08,168.18
2001-10-09,168.723
2001-10-10,169.361
2001-10-11,172.436
2001-10-12,173.326
2001-10-15,171.543
2001-10-16,172.61
2001-10-17,175.779
2001-10-18,173.241
2001-10-19,171.869
2001-10-22,171.62
2001-10-23,172.482
2001-10-24,172.844
2001-10-25,170.635
2001-10-26,172.714
2001-10-29,173.938
2001-10-30,172.488
2001-10-31,170.542
2001-11-01,172.226
2001-11-02,172.305
2001-11-05,172.571
2001-11-06,173.719
2001-11-07,175.586
2001-11-08,176.567
2001-11-09,179.091
2001-11-12,174.777
2001-11-13,175.54
2001-11-14,178.05
2001-11-15,175.546
2001-11-16,175.166
2001-11-19,175.625
2001-11-20,177.807
2001-11-21,173.412
2001-11-22,174.31
2001-11-23,173.911
2001-11-26,176.121
2001-11-27,177.037
2001-11-28,177.813
2001-11-29,178.431
2001-11-30,181.506
2001-12-03,179.666
2001-12-04,181.503
2001-12-05,181.873
2001-12-06,183.526
2001-12-07,183.391
2001-12-10,182.724
2001-12-11,183.466
2001-12-12,185.004
2001-12-13,184.194
2001-12-14,184.801
2001-12-17,182.824
2001-12-18,184.033
2001-12-19,183.471
2001-12-20,185.115
2001-12-21,185.816
2001-12-24,183.443
2001-12-25,183.443
2001-12-26,183.692
2001-12-27,189.239
2001-12-28,189.826
2001-12-31,191.128
2002-01-01,191.128
2002-01-02,193.71
2002-01-03,192.826
2002-01-04,191.638
2002-01-07,192.807
2002-01-08,190.848
2002-01-09,193.269
2002-01-10,192.963
2002-01-11,193.499
2002-01-14,192.851
2002-01-15,190.654
2002-01-16,187.424
2002-01-17,187.621
2002-01-18,187.58
2002-01-21,188.634
2002-01-22,190.577
2002-01-23,189.879
2002-01-24,190.394
2002-01-25,188.087
2002-01-28,188.435
2002-01-29,188.916
2002-01-30,187.099
2002-01-31,187.652
2002-02-01,186.865
2002-02-04,188.591
2002-02-05,188.008
2002-02-06,188.624
2002-02-07,187.448
2002-02-08,187.056
2002-02-11,187.9
2002-02-12,188.069
2002-02-13,188.612
2002-02-14,191.258
2002-02-15,192.499
2002-02-18,191.713
2002-02-19,191.742
2002-02-20,191.818
2002-02-21,193.334
2002-02-22,193.565
2002-02-25,193.118
2002-02-26,193.643
2002-02-27,195.82
2002-02-28,196.69
2002-03-01,196.746
2002-03-04,198.296
2002-03-05,198.17
2002-03-06,198.796
2002-03-07,202.867
2002-03-08,203.772
2002-03-11,203.466
2002-03-12,203.607
2002-03-13,202.348
2002-03-14,203.361
2002-03-15,204.562
2002-03-18,205.041
2002-03-19,206.973
2002-03-20,207.982
2002-03-21,208.064
2002-03-22,207.102
2002-03-25,206.479
2002-03-26,206.572
2002-03-27,206.836
2002-03-28,206.94
2002-03-29,206.94
2002-04-01,208.502
2002-04-02,210.12
2002-04-03,211.725
2002-04-04,209.688
2002-04-05,210.689
2002-04-08,208.067
2002-04-09,208.033
2002-04-10,208.68
2002-04-11,210.268
2002-04-12,209.816
2002-04-15,210.107
2002-04-16,210.404
2002-04-17,211.638
2002-04-18,211.075
2002-04-19,212.622
2002-04-22,212.434
2002-04-23,211.319
2002-04-24,212.119
2002-04-25,212.928
2002-04-26,213.801
2002-04-29,212.719
2002-04-30,213.577
2002-05-01,214.893
2002-05-02,218.668
2002-05-03,221.181
2002-05-06,220.109
2002-05-07,217.784
2002-05-08,219.491
2002-05-09,219.878
2002-05-10,221.679
2002-05-13,221.496
2002-05-14,221.02
2002-05-15,222.847
2002-05-16,224.691
2002-05-17,227.092
2002-05-20,227.761
2002-05-21,225.101
2002-05-22,226.741
2002-05-23,227.025
2002-05-24,225.818
2002-05-27,223.205
2002-05-28,224.433
2002-05-29,221.608
2002-05-30,221.211
2002-05-31,219.561
2002-06-03,222.581
2002-06-04,218.394
2002-06-05,218.592
2002-06-06,221.942
2002-06-07,216.169
2002-06-10,217.971
2002-06-11,217.487
2002-06-12,218.227
2002-06-13,217.944
2002-06-14,213.769
2002-06-17,217.019
2002-06-18,218.161
2002-06-19,218.668
2002-06-20,214.547
2002-06-21,214.144
2002-06-24,212.184
2002-06-25,214.886
2002-06-26,207.409
2002-06-27,210.709
2002-06-28,215.662
2002-07-01,220.004
2002-07-02,218.321
2002-07-03,214.477
2002-07-04,215.672
2002-07-05,215.771
2002-07-08,220.017
2002-07-09,220.109
2002-07-10,218.184
2002-07-11,215.535
2002-07-12,213.379
2002-07-15,214.627
2002-07-16,213.753
2002-07-17,213.185
2002-07-18,212.88
2002-07-19,208.863
2002-07-22,200.187
2002-07-23,189.184
2002-07-24,180.363
2002-07-25,188.673
2002-07-26,186.303
2002-07-29,187.367
2002-07-30,193.035
2002-07-31,190.073
2002-08-01,189.342
2002-08-02,187.324
2002-08-05,183.208
2002-08-06,178.002
2002-08-07,179.829
2002-08-08,180.406
2002-08-09,184.262
2002-08-12,184.755
2002-08-13,186.948
2002-08-14,185.666
2002-08-15,184.101
2002-08-16,184.988
2002-08-19,183.118
2002-08-20,183.736
2002-08-21,185.26
2002-08-22,187.709
2002-08-23,186.646
2002-08-26,185.085
2002-08-27,185.622
2002-08-28,184.017
2002-08-29,181.755
2002-08-30,183.645
2002-09-02,182.921
2002-09-03,180.112
2002-09-04,178.801
2002-09-05,175.363
2002-09-06,176.655
2002-09-09,174.353
2002-09-10,173.065
2002-09-11,174.998
2002-09-12,175.622
2002-09-13,175.594
2002-09-16,173.199
2002-09-17,173.048
2002-09-18,169.116
2002-09-19,163.999
2002-09-20,162.46
2002-09-23,159.909
2002-09-24,156.268
2002-09-25,158.87
2002-09-26,161.222
2002-09-27,161.005
2002-09-30,161.12
2002-10-01,161.325
2002-10-02,162.725
2002-10-03,163.677
2002-10-04,162.618
2002-10-07,160.666
2002-10-08,158.865
2002-10-09,159.613
2002-10-10,160.202
2002-10-11,167.464
2002-10-14,167.725
2002-10-15,173.442
2002-10-16,171.307
2002-10-17,170.319
2002-10-18,166.417
2002-10-21,168.16
2002-10-22,167.601
2002-10-23,165.396
2002-10-24,165.557
2002-10-25,164.919
2002-10-28,167.061
2002-10-29,162.81
2002-10-30,163.786
2002-10-31,168.049
2002-11-01,167.028
2002-11-04,171.783
2002-11-05,172.838
2002-11-06,172.615
2002-11-07,174.281
2002-11-08,174.3
2002-11-11,172.168
2002-11-12,170.14
2002-11-13,169.644
2002-11-14,169.36
2002-11-15,171.308
2002-11-18,172.823
2002-11-19,171.067
2002-11-20,169.037
2002-11-21,171.074
2002-11-22,171.385
2002-11-25,171.211
2002-11-26,173.065
2002-11-27,173.813
2002-11-28,177.472
2002-11-29,180.585
2002-12-02,184.097
2002-12-03,179.774
2002-12-04,179.85
2002-12-05,178.845
2002-12-06,174.811
2002-12-09,173.406
2002-12-10,173.039
2002-12-11,172.799
2002-12-12,174.023
2002-12-13,173.735
2002-12-16,174.745
2002-12-17,175.767
2002-12-18,175.683
2002-12-19,176.57
2002-12-20,177.074
2002-12-23,175.808
2002-12-24,176.613
2002-12-25,176.613
2002-12-26,176.804
2002-12-27,177.461
2002-12-30,176.377
2002-12-31,177.191
2003-01-01,177.191
2003-01-02,179.675
2003-01-03,184.639
2003-01-06,185.164
2003-01-07,185.896
2003-01-08,181.798
2003-01-09,184.196
2003-01-10,185.162
2003-01-13,188.325
2003-01-14,186.537
2003-01-15,188.037
2003-01-16,188.948
2003-01-17,187.886
2003-01-20,188.006
2003-01-21,185.982
2003-01-22,183.501
2003-01-23,182.914
2003-01-24,185.072
2003-01-27,181.166
2003-01-28,177.235
2003-01-29,174.101
2003-01-30,174.145
2003-01-31,173.462
2003-02-03,173.089
2003-02-04,173.181
2003-02-05,171.925
2003-02-06,170.551
2003-02-07,169.868
2003-02-10,166.643
2003-02-11,168.015
2003-02-12,166.807
2003-02-13,164.532
2003-02-14,165.059
2003-02-17,164.733
2003-02-18,165.252
2003-02-19,163.932
2003-02-20,159.224
2003-02-21,159.179
2003-02-24,156.313
2003-02-25,150.263
2003-02-26,150.871
2003-02-27,149.011
2003-02-28,153.9
2003-03-03,156.243
2003-03-04,156.067
2003-03-05,157.236
2003-03-06,156.033
2003-03-07,152.346
2003-03-10,152.525
2003-03-11,154.053
2003-03-12,156.364
2003-03-13,158.235
2003-03-14,161.162
2003-03-17,157.868
2003-03-18,158.112
2003-03-19,159.241
2003-03-20,158.676
2003-03-21,158.91
2003-03-24,158.243
2003-03-25,160.595
2003-03-26,160.024
2003-03-27,158.863
2003-03-28,158.935
2003-03-31,158.606
2003-04-01,158.703
2003-04-02,159.819
2003-04-03,162.019
2003-04-04,163.438
2003-04-07,169.506
2003-04-08,167.967
2003-04-09,170.124
2003-04-10,170.055
2003-04-11,168.812
2003-04-14,169.123
2003-04-15,172.174
2003-04-16,175.127
2003-04-17,175.475
2003-04-18,175.475
2003-04-21,175.444
2003-04-22,173.991
2003-04-23,178.392
2003-04-24,179.33
2003-04-25,178.084
2003-04-28,179.824
2003-04-29,187.065
2003-04-30,190.214
2003-05-01,191.411
2003-05-02,188.847
2003-05-05,190.283
2003-05-06,193.451
2003-05-07,195.348
2003-05-08,192.855
2003-05-09,197.804
2003-05-12,199.979
2003-05-13,199.911
2003-05-14,202.846
2003-05-15,204.218
2003-05-16,208.77
2003-05-19,205.474
2003-05-20,203.684
2003-05-21,203.017
2003-05-22,205.363
2003-05-23,207.93
2003-05-26,207.297
2003-05-27,205.996
2003-05-28,207.559
2003-05-29,209.037
2003-05-30,210.749
2003-06-02,214.198
2003-06-03,211.241
2003-06-04,211.453
2003-06-05,211.045
2003-06-06,211.626
2003-06-09,212.021
2003-06-10,208.212
2003-06-11,209.851
2003-06-12,206.702
2003-06-13,207.128
2003-06-16,210.569
2003-06-17,214.53
2003-06-18,213.806
2003-06-19,214.69
2003-06-20,212.328
2003-06-23,208.693
2003-06-24,207.02
2003-06-25,206.822
2003-06-26,204.12
2003-06-27,205.119
2003-06-30,203.5
2003-07-01,204.85
2003-07-02,207.91
2003-07-03,208.816
2003-07-04,208.181
2003-07-07,209.186
2003-07-08,207.275
2003-07-09,205.566
2003-07-10,203.406
2003-07-11,205.406
2003-07-14,208.779
2003-07-15,208.194
2003-07-16,208.303
2003-07-17,205.733
2003-07-18,207.209
2003-07-21,208.688
2003-07-22,207.456
2003-07-23,211.541
2003-07-24,215.153
2003-07-25,218.129
2003-07-28,217.679
2003-07-29,217.277
2003-07-30,214.86
2003-07-31,215.119
2003-08-01,215.039
2003-08-04,217.368
2003-08-05,219.469
2003-08-06,217.301
2003-08-07,216.751
2003-08-08,217.737
2003-08-11,216.113
2003-08-12,215.712
2003-08-13,215.325
2003-08-14,215.269
2003-08-15,215.8
2003-08-18,214.029
2003-08-19,212.994
2003-08-20,213.644
2003-08-21,213.904
2003-08-22,213.136
2003-08-25,211.999
2003-08-26,208.539
2003-08-27,208.302
2003-08-28,211.859
2003-08-29,215.31
2003-09-01,216.73
2003-09-02,213.972
2003-09-03,215.625
2003-09-04,218.742
2003-09-05,220.694
2003-09-08,223.325
2003-09-09,224.176
2003-09-10,222.109
2003-09-11,221.937
2003-09-12,222.806
2003-09-15,224.286
2003-09-16,223.214
2003-09-17,225.946
2003-09-18,225.26
2003-09-19,226.047
2003-09-22,223.895
2003-09-23,226.385
2003-09-24,228.144
2003-09-25,223.447
2003-09-26,219.05
2003-09-29,222.37
2003-09-30,218.505
2003-10-01,221.191
2003-10-02,221.85
2003-10-03,222.458
2003-10-06,225.001
2003-10-07,224.822
2003-10-08,227.084
2003-10-09,228.206
2003-10-10,232.037
2003-10-13,231.702
2003-10-14,231.61
2003-10-15,233.431
2003-10-16,233.53
2003-10-17,232.669
2003-10-20,230.452
2003-10-21,232.221
2003-10-22,234.357
2003-10-23,233.407
2003-10-24,235.272
2003-10-27,237.473
2003-10-28,238.509
2003-10-29,239.658
2003-10-30,246.575
2003-10-31,246.661
2003-11-03,244.083
2003-11-04,245.103
2003-11-05,243.288
2003-11-06,245.814
2003-11-07,248.921
2003-11-10,248.781
2003-11-11,246.887
2003-11-12,252.026
2003-11-13,253.268
2003-11-14,255.704
2003-11-17,251.901
2003-11-18,253.499
2003-11-19,252.363
2003-11-20,252.069
2003-11-21,254.024
2003-11-24,253.622
2003-11-25,254.797
2003-11-26,257.941
2003-11-27,259.914
2003-11-28,259.909
2003-12-01,260.574
2003-12-02,264.436
2003-12-03,266.76
2003-12-04,267.56
2003-12-05,270.74
2003-12-08,271.486
2003-12-09,273.524
2003-12-10,271.813
2003-12-11,269.59
2003-12-12,272.323
2003-12-15,276.46
2003-12-16,276.465
2003-12-17,272.864
2003-12-18,273.473
2003-12-19,274.396
2003-12-22,274.626
2003-12-23,275.063
2003-12-24,274.322
2003-12-25,274.322
2003-12-26,273.935
2003-12-29,277.204
2003-12-30,276.896
2003-12-31,279.62
2004-01-01,279.62
2004-01-02,283.977
2004-01-05,283.893
2004-01-06,284.891
2004-01-07,285.008
2004-01-08,281.819
2004-01-09,286.783
2004-01-12,288.9
2004-01-13,289.879
2004-01-14,289.799
2004-01-15,285.398
2004-01-16,281.751
2004-01-19,285.061
2004-01-20,288.728
2004-01-21,291.038
2004-01-22,293.908
2004-01-23,290.501
2004-01-26,286.149
2004-01-27,288.223
2004-01-28,281.421
2004-01-29,272.729
2004-01-30,275.823
2004-02-02,279.295
2004-02-03,278.368
2004-02-04,280.438
2004-02-05,282.06
2004-02-06,284.836
2004-02-09,289.072
2004-02-10,283.945
2004-02-11,284.996
2004-02-12,290.773
2004-02-13,289.118
2004-02-16,290.606
2004-02-17,294.385
2004-02-18,297.626
2004-02-19,307.71
2004-02-20,309.548
2004-02-23,312.929
2004-02-24,310.797
2004-02-25,307.113
2004-02-26,305.662
2004-02-27,310.116
2004-03-01,316.173
2004-03-02,312.476
2004-03-03,308.347
2004-03-04,309.267
2004-03-05,318.708
2004-03-08,319.403
2004-03-09,319.511
2004-03-10,311.566
2004-03-11,307.612
2004-03-12,309.934
2004-03-15,304.26
2004-03-16,309.201
2004-03-17,308.815
2004-03-18,310.432
2004-03-19,310.196
2004-03-22,302.994
2004-03-23,303.979
2004-03-24,301.855
2004-03-25,300.181
2004-03-26,299.121
2004-03-29,303.146
2004-03-30,300.485
2004-03-31,307.084
2004-04-01,309.899
2004-04-02,307.74
2004-04-05,310.294
2004-04-06,307.626
2004-04-07,313.254
2004-04-08,311.938
2004-04-09,311.938
2004-04-12,309.272
2004-04-13,310.598
2004-04-14,307.537
2004-04-15,308.439
2004-04-16,307.618
2004-04-19,309.058
2004-04-20,309.769
2004-04-21,309.705
2004-04-22,309.241
2004-04-23,308.432
2004-04-26,312.534
2004-04-27,313.998
2004-04-28,313.316
2004-04-29,311.408
2004-04-30,302.86
2004-05-03,301.141
2004-05-04,307.022
2004-05-05,313.305
2004-05-06,311.61
2004-05-07,303.877
2004-05-10,293.913
2004-05-11,293.081
2004-05-12,294.118
2004-05-13,295.309
2004-05-14,295.124
2004-05-17,296.363
2004-05-18,293.721
2004-05-19,299.406
2004-05-20,297.484
2004-05-21,300.419
2004-05-24,302.611
2004-05-25,304.703
2004-05-26,306.089
2004-05-27,312.171
2004-05-28,314.243
2004-05-31,314.243
2004-06-01,315.229
2004-06-02,317.775
2004-06-03,317.963
2004-06-04,320.315
2004-06-07,323.886
2004-06-08,326.695
2004-06-09,321.842
2004-06-10,317.589
2004-06-11,315.595
2004-06-14,314.695
2004-06-15,315.41
2004-06-16,316.235
2004-06-17,318.29
2004-06-18,324.394
2004-06-21,322.174
2004-06-22,322.644
2004-06-23,322.505
2004-06-24,326.871
2004-06-25,331.002
2004-06-28,331.681
2004-06-29,328.851
2004-06-30,329.876
2004-07-01,332.407
2004-07-02,330.797
2004-07-05,331.741
2004-07-06,333.082
2004-07-07,334.182
2004-07-08,334.441
2004-07-09,334.025
2004-07-12,333.714
2004-07-13,331.759
2004-07-14,333.296
2004-07-15,333.715
2004-07-16,336.02
2004-07-19,331.497
2004-07-20,329.032
2004-07-21,326.535
2004-07-22,325.546
2004-07-23,323.123
2004-07-26,324.406
2004-07-27,324.309
2004-07-28,326.57
2004-07-29,326.862
2004-07-30,325.157
2004-08-02,327.3
2004-08-03,327.365
2004-08-04,328.393
2004-08-05,326.839
2004-08-06,327.237
2004-08-09,327.679
2004-08-10,330.203
2004-08-11,325.427
2004-08-12,332.225
2004-08-13,340.158
2004-08-16,340.345
2004-08-17,343.172
2004-08-18,341.258
2004-08-19,347.386
2004-08-20,347.151
2004-08-23,345.827
2004-08-24,343.908
2004-08-25,343.229
2004-08-26,343.656
2004-08-27,341.077
2004-08-30,341.864
2004-08-31,341.447
2004-09-01,347.036
2004-09-02,351.657
2004-09-03,348.461
2004-09-06,350.685
2004-09-07,349.365
2004-09-08,348.829
2004-09-09,352.627
2004-09-10,354.895
2004-09-13,351.684
2004-09-14,351.086
2004-09-15,347.246
2004-09-16,350.248
2004-09-17,353.397
2004-09-20,352.712
2004-09-21,356.161
2004-09-22,358.435
2004-09-23,363.187
2004-09-24,363.521
2004-09-27,365.481
2004-09-28,368.459
2004-09-29,370.838
2004-09-30,374.308
2004-10-01,381.183
2004-10-04,382.305
2004-10-05,385.063
2004-10-06,384.575
2004-10-07,386.043
2004-10-08,388.213
2004-10-11,388.39
2004-10-12,382.266
2004-10-13,381.621
2004-10-14,380.813
2004-10-15,383.37
2004-10-18,385.94
2004-10-19,386.563
2004-10-20,385.007
2004-10-21,391.86
2004-10-22,394.36
2004-10-25,391.535
2004-10-26,389.014
2004-10-27,389.862
2004-10-28,386.645
2004-10-29,387.162
2004-11-01,390.05
2004-11-02,388.404
2004-11-03,395.703
2004-11-04,397.742
2004-11-05,401.027
2004-11-08,403.702
2004-11-09,404.336
2004-11-10,404.89
2004-11-11,409.426
2004-11-12,414.357
2004-11-15,418.1
2004-11-16,417.167
2004-11-17,422.99
2004-11-18,423.6
2004-11-19,426.363
2004-11-22,426.105
2004-11-23,431.636
2004-11-24,435.506
2004-11-25,441.995
2004-11-26,442.594
2004-11-29,448.958
2004-11-30,447.453
2004-12-01,450.363
2004-12-02,442.803
2004-12-03,442.925
2004-12-06,450.609
2004-12-07,451.671
2004-12-08,438.127
2004-12-09,434.434
2004-12-10,437.066
2004-12-13,438.495
2004-12-14,441.786
2004-12-15,451.117
2004-12-16,446.557
2004-12-17,445.427
2004-12-20,453.612
2004-12-21,453.606
2004-12-22,452.068
2004-12-23,458.16
2004-12-24,459.069
2004-12-27,462.191
2004-12-28,459.61
2004-12-29,460.889
2004-12-30,463.073
2004-12-31,463.046
2005-01-03,460.999
2005-01-04,450.894
2005-01-05,443.597
2005-01-06,441.458
2005-01-07,440.251
2005-01-10,445.591
2005-01-11,447.946
2005-01-12,453.27
2005-01-13,452.429
2005-01-14,450.024
2005-01-17,451.259
2005-01-18,453.905
2005-01-19,454.722
2005-01-20,446.449
2005-01-21,449.624
2005-01-24,450.355
2005-01-25,457.306
2005-01-26,456.129
2005-01-27,456.072
2005-01-28,455.366
2005-01-31,456.558
2005-02-01,461.552
2005-02-02,467.143
2005-02-03,467.386
2005-02-04,466.612
2005-02-07,463.758
2005-02-08,457.039
2005-02-09,461.278
2005-02-10,460.096
2005-02-11,462.133
2005-02-14,468.536
2005-02-15,473.159
2005-02-16,474.796
2005-02-17,479.252
2005-02-18,481.658
2005-02-21,487.956
2005-02-22,490.683
2005-02-23,495.077
2005-02-24,502.885
2005-02-25,506.29
2005-02-28,511.794
2005-03-01,510.388
2005-03-02,503.569
2005-03-03,510.161
2005-03-04,518.368
2005-03-07,519.409
2005-03-08,522.968
2005-03-09,519.796
2005-03-10,520.724
2005-03-11,523.741
2005-03-14,520.515
2005-03-15,520.102
2005-03-16,521.977
2005-03-17,526.731
2005-03-18,520.436
2005-03-21,515.185
2005-03-22,515.451
2005-03-23,503.192
2005-03-24,499.899
2005-03-25,499.899
2005-03-28,496.001
2005-03-29,495.657
2005-03-30,496.941
2005-03-31,501.3
2005-04-01,505.949
2005-04-04,503.153
2005-04-05,508.41
2005-04-06,508.568
2005-04-07,515.404
2005-04-08,511.406
2005-04-11,513.266
2005-04-12,510.045
2005-04-13,512.741
2005-04-14,505.951
2005-04-15,497.017
2005-04-18,486.737
2005-04-19,490.683
2005-04-20,493.417
2005-04-21,492.588
2005-04-22,497.403
2005-04-25,495.711
2005-04-26,489.843
2005-04-27,480.578
2005-04-28,466.459
2005-04-29,465.403
2005-05-02,463.851
2005-05-03,471.685
2005-05-04,469.144
2005-05-05,468.65
2005-05-06,470.732
2005-05-09,474.241
2005-05-10,474.178
2005-05-11,473.409
2005-05-12,470.348
2005-05-13,464.218
2005-05-16,463.001
2005-05-17,463.189
2005-05-18,468.564
2005-05-19,470.889
2005-05-20,473.291
2005-05-23,472.082
2005-05-24,476.996
2005-05-25,478.486
2005-05-26,485.547
2005-05-27,486.752
2005-05-30,486.537
2005-05-31,481.544
2005-06-01,483.527
2005-06-02,487.607
2005-06-03,486.878
2005-06-06,491.256
2005-06-07,496.049
2005-06-08,492.116
2005-06-09,490.103
2005-06-10,495.675
2005-06-13,492.827
2005-06-14,494.588
2005-06-15,493.622
2005-06-16,489.823
2005-06-17,494.733
2005-06-20,495.618
2005-06-21,495.737
2005-06-22,499.263
2005-06-23,503.373
2005-06-24,508.701
2005-06-27,502.818
2005-06-28,502.006
2005-06-29,506.554
2005-06-30,506.967
2005-07-01,512.863
2005-07-04,512.588
2005-07-05,511.786
2005-07-06,520.023
2005-07-07,508.331
2005-07-08,522.039
2005-07-11,528.496
2005-07-12,526.71
2005-07-13,527.879
2005-07-14,523.914
2005-07-15,517.389
2005-07-18,520.508
2005-07-19,517.472
2005-07-20,519.073
2005-07-21,527.156
2005-07-22,529.176
2005-07-25,535.023
2005-07-26,533.566
2005-07-27,534.839
2005-07-28,538.693
2005-07-29,550.665
2005-08-01,553.655
2005-08-02,553.875
2005-08-03,558.846
2005-08-04,560.031
2005-08-05,554.346
2005-08-08,558.46
2005-08-09,557.548
2005-08-10,561.859
2005-08-11,565.548
2005-08-12,566.506
2005-08-15,558.46
2005-08-16,555.585
2005-08-17,559.548
2005-08-18,551.152
2005-08-19,549.44
2005-08-22,556.558
2005-08-23,551.908
2005-08-24,555.608
2005-08-25,561.026
2005-08-26,562.099
2005-08-29,562.97
2005-08-30,558.919
2005-08-31,574.066
2005-09-01,593.633
2005-09-02,594.959
2005-09-05,590.148
2005-09-06,589.19
2005-09-07,590.42
2005-09-08,584.272
2005-09-09,584.559
2005-09-12,578.056
2005-09-13,572.098
2005-09-14,575.215
2005-09-15,576.012
2005-09-16,577.535
2005-09-19,578.028
2005-09-20,581.09
2005-09-21,579.102
2005-09-22,573.171
2005-09-23,566.538
2005-09-26,562.206
2005-09-27,558.96
2005-09-28,561.206
2005-09-29,562.575
2005-09-30,565.919
2005-10-03,559.453
2005-10-04,554.995
2005-10-05,553.669
2005-10-06,540.081
2005-10-07,540.257
2005-10-10,539.156
2005-10-11,542.171
2005-10-12,538.905
2005-10-13,515.385
2005-10-14,519.134
2005-10-17,517.632
2005-10-18,501.862
2005-10-19,487.626
2005-10-20,499.789
2005-10-21,492.993
2005-10-24,507.264
2005-10-25,519.592
2005-10-26,521.451
2005-10-27,517.743
2005-10-28,519.079
2005-10-31,522.582
2005-11-01,524.857
2005-11-02,527.283
2005-11-03,539.197
2005-11-04,532.683
2005-11-07,532.011
2005-11-08,529.542
