Date,NORWAY SMID VALUE SMID (Small+Mid Cap)
2011-05-31,1030.29
2011-06-30,957.263
2011-07-29,918.728
2011-08-31,828.931
2011-09-30,668.103
2011-10-31,770.209
2011-11-30,727.657
2011-12-30,711.278
2012-01-31,769.793
2012-02-29,819.915
2012-03-30,794.027
2012-04-30,795.116
2012-05-31,678.439
2012-06-29,733.809
2012-07-31,751.635
2012-08-31,786.004
2012-09-28,824.537
2012-10-31,842.996
2012-11-30,841.197
2012-12-31,883.152
2013-01-31,924.768
2013-02-28,886.387
2013-03-29,862.617
2013-04-30,899.337
2013-05-31,904.8
2013-06-28,843.229
2013-07-31,908.842
2013-08-30,862.638
2013-09-30,862.432
2013-10-31,921.855
2013-11-29,912.97
2013-12-31,929.241
2014-01-31,880.12
2014-02-28,957.936
2014-03-31,966.626
2014-04-30,983.425
2014-05-30,1009.643
2014-06-30,1008.493
2014-07-31,970.217
2014-08-29,973.416
2014-09-30,927.744
2014-10-31,819.425
2014-11-28,761.15
2014-12-31,722.897
2015-01-30,695.239
2015-02-27,747.951
2015-03-31,688.326
2015-04-30,788.737
2015-05-29,761.695
2015-06-30,731.73
2015-07-31,700.071
2015-08-31,638.864
2015-09-30,618.663
2015-10-30,665.791
2015-11-30,671.011
2015-12-31,627.602
2016-01-29,581.218
2016-02-29,604.403
2016-03-31,658.813
2016-04-29,703.618
2016-05-31,699.167
2016-06-30,674.26
2016-07-29,710.911
2016-08-31,708.75
2016-09-30,760.7
2016-10-31,760.112
2016-11-30,758.301
2016-12-30,792.7
2017-01-31,846.421
2017-02-28,820.741
2017-03-31,816.439
2017-04-28,829.455
2017-05-31,836.39
2017-06-30,838.155
2017-07-31,915.481
2017-08-31,948.588
2017-09-29,974.345
2017-10-31,968.805
2017-11-30,919.641
2017-12-29,945.982
2018-01-31,1003.241
2018-02-28,1008.948
2018-03-30,992.421
2018-04-30,1085.849
2018-05-31,1096.346
2018-06-29,1105.22
2018-07-31,1141.012
2018-08-31,1128.761
2018-09-28,1189.718
2018-10-31,1114.946
2018-11-30,1037.019
2018-12-31,953.403
2019-01-31,1039.443
2019-02-28,1048.683
2019-03-29,1046.35
2019-04-30,1085.902
2019-05-31,999.902
2019-06-28,1041.389
2019-07-31,989.247
2019-08-30,942.57
2019-09-30,975.757
2019-10-31,982.738
2019-11-29,1012.669
2019-12-31,1102.847
2020-01-31,1009.885
2020-02-28,879.856
2020-03-31,578.615
2020-04-30,677.07
2020-05-29,729.516
2020-06-30,745.64
2020-07-31,807.344
2020-08-31,855.91
2020-09-30,785.79
2020-10-30,728.136
2020-11-30,952.496
2020-12-31,1029.622
2021-01-29,1038.549
2021-02-26,1117.05
2021-03-31,1197.808
2021-04-30,1227.623
2021-05-31,1268.639
2021-06-30,1229.612
2021-07-30,1215.477
2021-08-31,1220.619
2021-09-30,1247.018
2021-10-29,1332.166
2021-11-30,1200.166
2021-12-31,1312.855
2022-01-31,1300.823
2022-02-28,1366.999
2022-03-31,1420.167
2022-04-29,1321.352
2022-05-31,1344.555
2022-06-30,1111.274
2022-07-29,1220.36
2022-08-31,1190.917
2022-09-30,976.201
2022-10-31,1098.155
2022-11-30,1198.889
2022-12-30,1218.309
2023-01-31,1265.23
2023-02-28,1251.16
2023-03-31,1186.24
2023-04-28,1193.037
2023-05-31,1117.505
2023-06-30,1127.799
2023-07-31,1244.781
2023-08-31,1184.989
2023-09-29,1215.226
2023-10-31,1142.31
2023-11-30,1206.625
2023-12-29,1297.25
2024-01-31,1264.657
2024-02-29,1250.682
2024-03-29,1257.825
2024-04-30,1310.261
2024-05-31,1449.68
2024-06-28,1397.503
2024-07-31,1384.782
2024-08-30,1410.678
2024-09-30,1464.742
2024-10-31,1401.078
2024-11-29,1405.086
2024-12-31,1349.993
2025-01-31,1455.668
2025-02-28,1434.355
2025-03-31,1556.712
2025-04-30,1572.133
2025-05-30,1669.706
2025-06-30,1741.139
2025-07-31,1771.657
2025-08-29,1864.628
2025-09-30,1870.578
