Date,KOKUSAI INDEX (WORLD ex JP) SMID CAP SMID (Small+Mid Cap)
2016-09-30,1442.417
2016-10-31,1387.523
2016-11-30,1442.222
2016-12-30,1468.341
2017-01-31,1508.567
2017-02-28,1540.904
2017-03-31,1555.923
2017-04-28,1587.118
2017-05-31,1603.544
2017-06-30,1620.618
2017-07-31,1657.729
2017-08-31,1654.604
2017-09-29,1709.32
2017-10-31,1731.046
2017-11-30,1767.984
2017-12-29,1795.664
2018-01-31,1868.696
2018-02-28,1785.887
2018-03-30,1780.192
2018-04-30,1797.544
2018-05-31,1831.463
2018-06-29,1830.564
2018-07-31,1866.83
2018-08-31,1900.171
2018-09-28,1876.441
2018-10-31,1696.927
2018-11-30,1702.713
2018-12-31,1557.258
2019-01-31,1719.181
2019-02-28,1786.957
2019-03-29,1785.676
2019-04-30,1849.121
2019-05-31,1734.275
2019-06-28,1847.985
2019-07-31,1854.644
2019-08-30,1795.249
2019-09-30,1830.753
2019-10-31,1873.231
2019-11-29,1934.781
2019-12-31,1993.357
2020-01-31,1958.295
2020-02-28,1785.132
2020-03-31,1414.644
2020-04-30,1608.54
2020-05-29,1720.108
2020-06-30,1769.681
2020-07-31,1866.972
2020-08-31,1955.772
2020-09-30,1902.229
2020-10-30,1896.28
2020-11-30,2190.894
2020-12-31,2330.453
2021-01-29,2348.585
2021-02-26,2461.585
2021-03-31,2513.014
2021-04-30,2636.966
2021-05-31,2672.907
2021-06-30,2681.123
2021-07-30,2691.902
2021-08-31,2757.629
2021-09-30,2645.439
2021-10-29,2779.275
2021-11-30,2667.653
2021-12-31,2777.703
2022-01-31,2566.352
2022-02-28,2553.744
2022-03-31,2593.073
2022-04-29,2395.015
2022-05-31,2386.901
2022-06-30,2137.65
2022-07-29,2330.584
2022-08-31,2247.044
2022-09-30,2012.747
2022-10-31,2179.06
2022-11-30,2324.489
2022-12-30,2236.334
2023-01-31,2445.066
2023-02-28,2389.301
2023-03-31,2334.029
2023-04-28,2337.166
2023-05-31,2258.858
2023-06-30,2411.278
2023-07-31,2522.216
2023-08-31,2421.414
2023-09-29,2294.757
2023-10-31,2161.259
2023-11-30,2379.602
2023-12-29,2586.026
2024-01-31,2524.829
2024-02-29,2625.821
2024-03-29,2732.307
2024-04-30,2603.31
2024-05-31,2707.409
2024-06-28,2661.124
2024-07-31,2804.004
2024-08-30,2852.214
2024-09-30,2916.104
2024-10-31,2851.865
2024-11-29,3046.596
2024-12-31,2855.566
2025-01-31,2972.817
2025-02-28,2899.282
2025-03-31,2785.915
2025-04-30,2798.53
2025-05-30,2965.718
2025-06-30,3093.846
2025-07-31,3131.18
