Date,KOKUSAI INDEX (WORLD ex JP) SMID CAP SMID (Small+Mid Cap)
2019-10-31,1984.717
2019-11-29,2050.728
2019-12-31,2113.721
2020-01-31,2076.922
2020-02-28,1893.818
2020-03-31,1501.66
2020-04-30,1708.237
2020-05-29,1827.635
2020-06-30,1881.237
2020-07-31,1985.088
2020-08-31,2080.197
2020-09-30,2024.012
2020-10-30,2018.079
2020-11-30,2332.455
2020-12-31,2482.013
2021-01-29,2501.651
2021-02-26,2622.621
2021-03-31,2678.589
2021-04-30,2811.678
2021-05-31,2851.589
2021-06-30,2861.565
2021-07-30,2873.566
2021-08-31,2944.625
2021-09-30,2825.788
2021-10-29,2969.254
2021-11-30,2851.067
2021-12-31,2969.794
2022-01-31,2744.192
2022-02-28,2731.459
2022-03-31,2775.052
2022-04-29,2564.22
2022-05-31,2557.347
2022-06-30,2291.536
2022-07-29,2498.967
2022-08-31,2410.366
2022-09-30,2160.049
2022-10-31,2338.993
2022-11-30,2496.166
2022-12-30,2402.615
2023-01-31,2627.332
2023-02-28,2568.203
2023-03-31,2510.392
2023-04-28,2514.883
2023-05-31,2432.597
2023-06-30,2598.146
2023-07-31,2718.354
2023-08-31,2610.81
2023-09-29,2475.312
2023-10-31,2331.85
2023-11-30,2568.582
2023-12-29,2792.605
2024-01-31,2726.968
2024-02-29,2836.969
2024-03-29,2953.626
2024-04-30,2815.451
2024-05-31,2930.113
2024-06-28,2881.583
2024-07-31,3036.979
2024-08-30,3090.391
2024-09-30,3160.924
2024-10-31,3091.905
2024-11-29,3304.182
2024-12-31,3098.592
2025-01-31,3226.456
2025-02-28,3147.506
2025-03-31,3026.354
2025-04-30,3041.421
2025-05-30,3225.736
2025-06-30,3366.859
2025-07-31,3408.203
