Date,KOKUSAI INDEX (WORLD ex JP) SMID CAP SMID (Small+Mid Cap)
2001-07-02,416.299
2001-07-03,415.245
2001-07-04,414.61
2001-07-05,410.223
2001-07-06,403.977
2001-07-09,404.201
2001-07-10,401.878
2001-07-11,400.329
2001-07-12,405.952
2001-07-13,406.917
2001-07-16,403.508
2001-07-17,404.751
2001-07-18,404.709
2001-07-19,406.346
2001-07-20,405.621
2001-07-23,402.39
2001-07-24,397.607
2001-07-25,399.812
2001-07-26,403.441
2001-07-27,405.196
2001-07-30,405.807
2001-07-31,407.375
2001-08-01,410.672
2001-08-02,412.322
2001-08-03,411.414
2001-08-06,407.556
2001-08-07,406.087
2001-08-08,401.53
2001-08-09,401.354
2001-08-10,402.565
2001-08-13,404.52
2001-08-14,405.396
2001-08-15,406.019
2001-08-16,405.612
2001-08-17,402.36
2001-08-20,401.835
2001-08-21,400.024
2001-08-22,402.756
2001-08-23,401.2
2001-08-24,405.152
2001-08-27,404.488
2001-08-28,401.351
2001-08-29,400.003
2001-08-30,395.406
2001-08-31,395.684
2001-09-03,394.355
2001-09-04,392.348
2001-09-05,388.758
2001-09-06,383.038
2001-09-07,378.767
2001-09-10,374.412
2001-09-11,370.099
2001-09-12,367.939
2001-09-13,368.653
2001-09-14,365.899
2001-09-17,350.751
2001-09-18,346.004
2001-09-19,341.584
2001-09-20,330.111
2001-09-21,321.069
2001-09-24,330.672
2001-09-25,334.211
2001-09-26,332.725
2001-09-27,334.95
2001-09-28,342.024
2001-10-01,339.073
2001-10-02,341.541
2001-10-03,348.256
2001-10-04,351.734
2001-10-05,351.812
2001-10-08,349.442
2001-10-09,349.286
2001-10-10,354.786
2001-10-11,361.494
2001-10-12,360.671
2001-10-15,360.448
2001-10-16,364.025
2001-10-17,360.284
2001-10-18,356.367
2001-10-19,356.909
2001-10-22,359.075
2001-10-23,359.557
2001-10-24,360.656
2001-10-25,364.28
2001-10-26,366.482
2001-10-29,362.719
2001-10-30,357.424
2001-10-31,359.392
2001-11-01,363.68
2001-11-02,363.761
2001-11-05,367.713
2001-11-06,371.082
2001-11-07,371.982
2001-11-08,371.412
2001-11-09,371.337
2001-11-12,370.739
2001-11-13,375.584
2001-11-14,378.223
2001-11-15,378.102
2001-11-16,379.654
2001-11-19,383.621
2001-11-20,381.234
2001-11-21,378.907
2001-11-22,379.764
2001-11-23,382.291
2001-11-26,385.3
2001-11-27,385.139
2001-11-28,381.144
2001-11-29,384.108
2001-11-30,385.094
2001-12-03,382.046
2001-12-04,387.904
2001-12-05,396.536
2001-12-06,398.489
2001-12-07,397.28
2001-12-10,392.788
2001-12-11,392.93
2001-12-12,392.938
2001-12-13,388.14
2001-12-14,389.101
2001-12-17,392.807
2001-12-18,395.724
2001-12-19,394.217
2001-12-20,390.54
2001-12-21,392.588
2001-12-24,392.839
2001-12-25,392.836
2001-12-26,395.156
2001-12-27,398.985
2001-12-28,401.027
2001-12-31,400.436
2002-01-01,400.433
2002-01-02,401.203
2002-01-03,405.357
2002-01-04,408.48
2002-01-07,406.543
2002-01-08,406.249
2002-01-09,405.248
2002-01-10,404.897
2002-01-11,402.678
2002-01-14,398.456
2002-01-15,399.075
2002-01-16,392.986
2002-01-17,395.609
2002-01-18,393.101
2002-01-21,392.924
2002-01-22,390.869
2002-01-23,394.671
2002-01-24,396.687
2002-01-25,395.258
2002-01-28,395.673
2002-01-29,391.549
2002-01-30,392.435
2002-01-31,395.861
2002-02-01,395.105
2002-02-04,389.835
2002-02-05,387.643
2002-02-06,384.682
2002-02-07,382.611
2002-02-08,387.19
2002-02-11,391.937
2002-02-12,391.829
2002-02-13,394.018
2002-02-14,393.266
2002-02-15,391.997
2002-02-18,391.308
2002-02-19,385.956
2002-02-20,387.702
2002-02-21,385.268
2002-02-22,386.765
2002-02-25,389.406
2002-02-26,391.71
2002-02-27,392.505
2002-02-28,391.377
2002-03-01,396.795
2002-03-04,405.657
2002-03-05,405.299
2002-03-06,410.042
2002-03-07,411.68
2002-03-08,413.876
2002-03-11,414.686
2002-03-12,412.092
2002-03-13,410.654
2002-03-14,412.253
2002-03-15,414.458
2002-03-18,416.771
2002-03-19,418.207
2002-03-20,415.447
2002-03-21,416.797
2002-03-22,415.762
2002-03-25,411.391
2002-03-26,412.825
2002-03-27,415.453
2002-03-28,417.276
2002-03-29,417.273
2002-04-01,418.085
2002-04-02,415.537
2002-04-03,412.379
2002-04-04,412.56
2002-04-05,412.639
2002-04-08,413.063
2002-04-09,413.061
2002-04-10,417.477
2002-04-11,414.002
2002-04-12,416.644
2002-04-15,416.273
2002-04-16,421.847
2002-04-17,422.615
2002-04-18,422.359
2002-04-19,422.674
2002-04-22,419.265
2002-04-23,418.703
2002-04-24,417.773
2002-04-25,417.747
2002-04-26,414.949
2002-04-29,413.003
2002-04-30,417.208
2002-05-01,418.738
2002-05-02,418.941
2002-05-03,418.586
2002-05-06,414.726
2002-05-07,412.163
2002-05-08,419.358
2002-05-09,415.79
2002-05-10,412.51
2002-05-13,415.674
2002-05-14,420.451
2002-05-15,421.776
2002-05-16,420.75
2002-05-17,423.431
2002-05-20,420.87
2002-05-21,417.188
2002-05-22,417.126
2002-05-23,419.152
2002-05-24,417.004
2002-05-27,416.651
2002-05-28,416.433
2002-05-29,414.681
2002-05-30,414.163
2002-05-31,415.082
2002-06-03,408.327
2002-06-04,406.512
2002-06-05,406.863
2002-06-06,402.957
2002-06-07,403.169
2002-06-10,403.336
2002-06-11,399.327
2002-06-12,398.027
2002-06-13,393.995
2002-06-14,391.383
2002-06-17,399.517
2002-06-18,399.602
2002-06-19,395.646
2002-06-20,391.619
2002-06-21,389.376
2002-06-24,387.32
2002-06-25,383.686
2002-06-26,381.884
2002-06-27,385.755
2002-06-28,390.154
2002-07-01,383.81
2002-07-02,374.221
2002-07-03,370.456
2002-07-04,371.101
2002-07-05,381.303
2002-07-08,379.098
2002-07-09,373.976
2002-07-10,365.079
2002-07-11,361.776
2002-07-12,360.667
2002-07-15,357.323
2002-07-16,354.627
2002-07-17,356.491
2002-07-18,352.248
2002-07-19,343.695
2002-07-22,333.338
2002-07-23,323.303
2002-07-24,330.311
2002-07-25,332.364
2002-07-26,332.634
2002-07-29,346.941
2002-07-30,349.791
2002-07-31,348.693
2002-08-01,341.661
2002-08-02,334.874
2002-08-05,325.828
2002-08-06,331.515
2002-08-07,334.298
2002-08-08,340.786
2002-08-09,342.56
2002-08-12,342.1
2002-08-13,337.609
2002-08-14,344.392
2002-08-15,348.669
2002-08-16,350.373
2002-08-19,355.29
2002-08-20,352.567
2002-08-21,357.622
2002-08-22,361.795
2002-08-23,356.322
2002-08-26,358.791
2002-08-27,356.258
2002-08-28,349.842
2002-08-29,350.122
2002-08-30,349.324
2002-09-02,348.816
2002-09-03,340.32
2002-09-04,343.794
2002-09-05,338.985
2002-09-06,344.437
2002-09-09,344.817
2002-09-10,346.661
2002-09-11,347.67
2002-09-12,341.445
2002-09-13,341.392
2002-09-16,339.187
2002-09-17,334.239
2002-09-18,331.385
2002-09-19,324.457
2002-09-20,325.032
2002-09-23,318.813
2002-09-24,313.368
2002-09-25,319.478
2002-09-26,325.03
2002-09-27,320.543
2002-09-30,317.168
2002-10-01,321.532
2002-10-02,316.96
2002-10-03,313.579
2002-10-04,307.155
2002-10-07,300.782
2002-10-08,301.838
2002-10-09,294.894
2002-10-10,302.098
2002-10-11,312.084
2002-10-14,313.106
2002-10-15,325.193
2002-10-16,318.933
2002-10-17,327.174
2002-10-18,327.579
2002-10-21,332.723
2002-10-22,328.849
2002-10-23,330.402
2002-10-24,329.061
2002-10-25,332.126
2002-10-28,331.605
2002-10-29,327.451
2002-10-30,331.131
2002-10-31,332.692
2002-11-01,337.384
2002-11-04,341.779
2002-11-05,342.058
2002-11-06,345.265
2002-11-07,339.821
2002-11-08,336.173
2002-11-11,330.027
2002-11-12,333.31
2002-11-13,332.59
2002-11-14,338.671
2002-11-15,340.872
2002-11-18,340.256
2002-11-19,338.213
2002-11-20,342.17
2002-11-21,350.021
2002-11-22,350.97
2002-11-25,351.314
2002-11-26,345.674
2002-11-27,352.813
2002-11-28,354.751
2002-11-29,354.606
2002-12-02,355.228
2002-12-03,350.094
2002-12-04,347.846
2002-12-05,345.677
2002-12-06,346.526
2002-12-09,339.886
2002-12-10,343.274
2002-12-11,344.56
2002-12-12,344.763
2002-12-13,340.989
2002-12-16,346.214
2002-12-17,344.683
2002-12-18,340.205
2002-12-19,338.758
2002-12-20,342.084
2002-12-23,342.935
2002-12-24,342.325
2002-12-25,342.322
2002-12-26,342.84
2002-12-27,338.745
2002-12-30,339.868
2002-12-31,341.712
2003-01-01,341.71
2003-01-02,349.209
2003-01-03,349.636
2003-01-06,354.749
2003-01-07,352.052
2003-01-08,347.385
2003-01-09,352.405
2003-01-10,353.836
2003-01-13,353.632
2003-01-14,354.728
2003-01-15,351.861
2003-01-16,351.605
2003-01-17,347.797
2003-01-20,347.321
2003-01-21,343.107
2003-01-22,340.586
2003-01-23,343.209
2003-01-24,338.27
2003-01-27,331.574
2003-01-28,333.919
2003-01-29,334.646
2003-01-30,331.812
2003-01-31,334.213
2003-02-03,335.351
2003-02-04,332.481
2003-02-05,331.845
2003-02-06,329.224
2003-02-07,326.204
2003-02-10,326.842
2003-02-11,326.145
2003-02-12,321.951
2003-02-13,321.223
2003-02-14,323.918
2003-02-17,324.845
2003-02-18,329.176
2003-02-19,327.176
2003-02-20,326.596
2003-02-21,329.566
2003-02-24,325.275
2003-02-25,324.023
2003-02-26,321.822
2003-02-27,323.921
2003-02-28,326.334
2003-03-03,326.058
2003-03-04,322.168
2003-03-05,322.471
2003-03-06,320.911
2003-03-07,320.897
2003-03-10,315.289
2003-03-11,312.876
2003-03-12,310.639
2003-03-13,318.838
2003-03-14,320.265
2003-03-17,328.152
2003-03-18,330.488
2003-03-19,331.16
2003-03-20,332.844
2003-03-21,338.554
2003-03-24,329.877
2003-03-25,333.307
2003-03-26,332.444
2003-03-27,332.018
2003-03-28,331.636
2003-03-31,328.255
2003-04-01,330.09
2003-04-02,336.333
2003-04-03,335.599
2003-04-04,335.375
2003-04-07,338.368
2003-04-08,336.329
2003-04-09,334.328
2003-04-10,336.063
2003-04-11,335.839
2003-04-14,340.153
2003-04-15,342.954
2003-04-16,341.416
2003-04-17,345.867
2003-04-18,345.863
2003-04-21,345.88
2003-04-22,351.666
2003-04-23,354.981
2003-04-24,353.376
2003-04-25,349.756
2003-04-28,354.8
2003-04-29,356.522
2003-04-30,358.905
2003-05-01,359.596
2003-05-02,364.227
2003-05-05,366.638
2003-05-06,370.746
2003-05-07,369.397
2003-05-08,366.678
2003-05-09,370.625
2003-05-12,374.661
2003-05-13,374.869
2003-05-14,375.404
2003-05-15,377.952
2003-05-16,379.244
2003-05-19,372.614
2003-05-20,372.285
2003-05-21,373.306
2003-05-22,377.009
2003-05-23,379.301
2003-05-26,379.808
2003-05-27,385.148
2003-05-28,386.178
2003-05-29,387.141
2003-05-30,392.672
2003-06-02,394.989
2003-06-03,393.816
2003-06-04,399.588
2003-06-05,404.299
2003-06-06,404.572
2003-06-09,399.088
2003-06-10,401.013
2003-06-11,406.892
2003-06-12,408.062
2003-06-13,404.174
2003-06-16,410.735
2003-06-17,411.705
2003-06-18,409.776
2003-06-19,404.777
2003-06-20,404.177
2003-06-23,397.387
2003-06-24,396.239
2003-06-25,397.883
2003-06-26,399.305
2003-06-27,398.506
2003-06-30,397.942
2003-07-01,399.211
2003-07-02,404.495
2003-07-03,404.157
2003-07-04,403.723
2003-07-07,409.375
2003-07-08,411.979
2003-07-09,411.522
2003-07-10,406.696
2003-07-11,409.208
2003-07-14,413.181
2003-07-15,410.857
2003-07-16,408.35
2003-07-17,402.455
2003-07-18,405.544
2003-07-21,403.048
2003-07-22,406.184
2003-07-23,407.981
2003-07-24,408.901
2003-07-25,412.233
2003-07-28,413.763
2003-07-29,412.902
2003-07-30,411.545
2003-07-31,412.235
2003-08-01,410.041
2003-08-04,409.273
2003-08-05,405.525
2003-08-06,403.588
2003-08-07,404.819
2003-08-08,405.535
2003-08-11,407.548
2003-08-12,411.304
2003-08-13,412.272
2003-08-14,414.369
2003-08-15,415.104
2003-08-18,418.693
2003-08-19,421.156
2003-08-20,422.45
2003-08-21,425.031
2003-08-22,421.207
2003-08-25,420.059
2003-08-26,419.389
2003-08-27,421.483
2003-08-28,425.115
2003-08-29,428.042
2003-09-01,429.184
2003-09-02,432.565
2003-09-03,435.479
2003-09-04,436.497
2003-09-05,435.871
2003-09-08,440.173
2003-09-09,437.607
2003-09-10,430.74
2003-09-11,432.913
2003-09-12,434.962
2003-09-15,434.755
2003-09-16,438.403
2003-09-17,439.033
2003-09-18,443.242
2003-09-19,444.393
2003-09-22,440.499
2003-09-23,442.588
2003-09-24,437.66
2003-09-25,433.08
2003-09-26,428.259
2003-09-29,431.744
2003-09-30,429.289
2003-10-01,436.667
2003-10-02,439.369
2003-10-03,445.107
2003-10-06,447.851
2003-10-07,449.921
2003-10-08,449.504
2003-10-09,452.293
2003-10-10,453.234
2003-10-13,456.701
2003-10-14,458.272
2003-10-15,457.842
2003-10-16,459.711
2003-10-17,454.714
2003-10-20,455.789
2003-10-21,457.994
2003-10-22,452.946
2003-10-23,451.499
2003-10-24,450.946
2003-10-27,454.01
2003-10-28,458.895
2003-10-29,461.931
2003-10-30,462.889
2003-10-31,462.843
2003-11-03,466.208
2003-11-04,465.821
2003-11-05,465.851
2003-11-06,467.501
2003-11-07,469.181
2003-11-10,465.39
2003-11-11,463.045
2003-11-12,469.908
2003-11-13,471.837
2003-11-14,469.186
2003-11-17,464.091
2003-11-18,462.443
2003-11-19,463.371
2003-11-20,461.135
2003-11-21,462.575
2003-11-24,468.71
2003-11-25,471.584
2003-11-26,474.978
2003-11-27,475.35
2003-11-28,477.199
2003-12-01,482.811
2003-12-02,483.592
2003-12-03,482.013
2003-12-04,481.091
2003-12-05,478.953
2003-12-08,481.471
2003-12-09,478.077
2003-12-10,474.723
2003-12-11,479.085
2003-12-12,482.037
2003-12-15,478.812
2003-12-16,478.636
2003-12-17,479.722
2003-12-18,484.956
2003-12-19,484.39
2003-12-22,486.131
2003-12-23,488.8
2003-12-24,489.331
2003-12-25,489.332
2003-12-26,490.196
2003-12-29,495.189
2003-12-30,497.145
2003-12-31,497.005
2004-01-01,497.008
2004-01-02,498.154
2004-01-05,503.999
2004-01-06,505.864
2004-01-07,506.09
2004-01-08,509.67
2004-01-09,510.465
2004-01-12,512.178
2004-01-13,511.09
2004-01-14,513.699
2004-01-15,513.39
2004-01-16,515.613
2004-01-19,515.772
2004-01-20,520.491
2004-01-21,522.52
2004-01-22,521.778
2004-01-23,521.536
2004-01-26,522.414
2004-01-27,521.078
2004-01-28,515.915
2004-01-29,510.982
2004-01-30,512.699
2004-02-02,513.519
2004-02-03,514.632
2004-02-04,508.643
2004-02-05,511.28
2004-02-06,520.187
2004-02-09,522.573
2004-02-10,525.273
2004-02-11,528.886
2004-02-12,530.473
2004-02-13,527.898
2004-02-16,528.442
2004-02-17,534.116
2004-02-18,533.444
2004-02-19,529.679
2004-02-20,525.294
2004-02-23,521.9
2004-02-24,522.155
2004-02-25,523.805
2004-02-26,524.703
2004-02-27,526.808
2004-03-01,533.786
2004-03-02,531.301
2004-03-03,528.451
2004-03-04,531.879
2004-03-05,536.691
2004-03-08,533.068
2004-03-09,528.907
2004-03-10,518.843
2004-03-11,511.025
2004-03-12,516.516
2004-03-15,508.355
2004-03-16,511.33
2004-03-17,517.091
2004-03-18,517.468
2004-03-19,515.363
2004-03-22,507.643
2004-03-23,507.717
2004-03-24,504.973
2004-03-25,512.376
2004-03-26,512.393
2004-03-29,519.199
2004-03-30,522.327
2004-03-31,525.056
2004-04-01,530.269
2004-04-02,532.609
2004-04-05,533.36
2004-04-06,531.692
2004-04-07,532.661
2004-04-08,531.294
2004-04-09,531.295
2004-04-12,531.601
2004-04-13,523.796
2004-04-14,518.672
2004-04-15,518.101
2004-04-16,522.218
2004-04-19,523.954
2004-04-20,518.197
2004-04-21,518.206
2004-04-22,524.802
2004-04-23,524.455
2004-04-26,524.307
2004-04-27,525.038
2004-04-28,516.507
2004-04-29,510.659
2004-04-30,507.16
2004-05-03,510.423
2004-05-04,514.197
2004-05-05,516.185
2004-05-06,510.17
2004-05-07,500.463
2004-05-10,488.897
2004-05-11,494.154
2004-05-12,494.398
2004-05-13,494.718
2004-05-14,493.275
2004-05-17,488.427
2004-05-18,492.537
2004-05-19,496.261
2004-05-20,493.952
2004-05-21,498.057
2004-05-24,501.177
2004-05-25,508.734
2004-05-26,511.702
2004-05-27,516.484
2004-05-28,517.543
2004-05-31,517.78
2004-06-01,517.524
2004-06-02,519.333
2004-06-03,514.542
2004-06-04,518.189
2004-06-07,526.144
2004-06-08,525.707
2004-06-09,519.229
2004-06-10,520.184
2004-06-11,518.805
2004-06-14,513.035
2004-06-15,517.601
2004-06-16,519.013
2004-06-17,519.516
2004-06-18,521.577
2004-06-21,520.827
2004-06-22,522.131
2004-06-23,526.494
2004-06-24,527.655
2004-06-25,529.588
2004-06-28,529.561
2004-06-29,529.157
2004-06-30,532.738
2004-07-01,528.528
2004-07-02,528.886
2004-07-05,528.332
2004-07-06,523.48
2004-07-07,525.499
2004-07-08,521.077
2004-07-09,522.231
2004-07-12,521.597
2004-07-13,520.779
2004-07-14,520.197
2004-07-15,520.018
2004-07-16,519.979
2004-07-19,519.221
2004-07-20,521.581
2004-07-21,514.029
2004-07-22,511.845
2004-07-23,506.358
2004-07-26,502.501
2004-07-27,506.038
2004-07-28,505.565
2004-07-29,510.705
2004-07-30,511.629
2004-08-02,512.404
2004-08-03,509.861
2004-08-04,507.418
2004-08-05,501.89
2004-08-06,496.218
2004-08-09,494.578
2004-08-10,500.948
2004-08-11,496.904
2004-08-12,492.426
2004-08-13,493.895
2004-08-16,500.32
2004-08-17,501.753
2004-08-18,506.554
2004-08-19,506.805
2004-08-20,510.184
2004-08-23,508.783
2004-08-24,507.888
2004-08-25,510.773
2004-08-26,511.398
2004-08-27,513.07
2004-08-30,509.66
2004-08-31,512.398
2004-09-01,515.594
2004-09-02,519.457
2004-09-03,517.169
2004-09-06,518.294
2004-09-07,521.519
2004-09-08,519.996
2004-09-09,521.827
2004-09-10,526.279
2004-09-13,528.789
2004-09-14,529.028
2004-09-15,524.61
2004-09-16,528.153
2004-09-17,529.495
2004-09-20,527.729
2004-09-21,532.927
2004-09-22,528.211
2004-09-23,527.52
2004-09-24,528.408
2004-09-27,524.999
2004-09-28,528.595
2004-09-29,531.216
2004-09-30,534.879
2004-10-01,541.811
2004-10-04,543.58
2004-10-05,543.623
2004-10-06,546.154
2004-10-07,542.189
2004-10-08,540.914
2004-10-11,540.699
2004-10-12,537.592
2004-10-13,533.784
2004-10-14,532.729
2004-10-15,535.623
2004-10-18,536.747
2004-10-19,535.309
2004-10-20,536.859
2004-10-21,541.532
2004-10-22,538.943
2004-10-25,539.925
2004-10-26,544.325
2004-10-27,550.478
2004-10-28,550.177
2004-10-29,551.054
2004-11-01,553.146
2004-11-02,553.56
2004-11-03,560.552
2004-11-04,566.366
2004-11-05,569.24
2004-11-08,568.74
2004-11-09,569.67
2004-11-10,571.652
2004-11-11,576.246
2004-11-12,581.793
2004-11-15,581.977
2004-11-16,579.469
2004-11-17,583.971
2004-11-18,583.535
2004-11-19,580.441
2004-11-22,583.2
2004-11-23,586.017
2004-11-24,590.595
2004-11-25,592.984
2004-11-26,594.009
2004-11-29,594.049
2004-11-30,592.71
2004-12-01,599.201
2004-12-02,597.964
2004-12-03,600.386
2004-12-06,600.092
2004-12-07,594.496
2004-12-08,592.531
2004-12-09,592.569
2004-12-10,593.49
2004-12-13,598.826
2004-12-14,601.68
2004-12-15,607.03
2004-12-16,603.661
2004-12-17,603.174
2004-12-20,605.043
2004-12-21,608.361
2004-12-22,609.961
2004-12-23,611.848
2004-12-24,612.874
2004-12-27,611.857
2004-12-28,616.096
2004-12-29,616.411
2004-12-30,618.204
2004-12-31,618.118
2005-01-03,610.996
2005-01-04,602.53
2005-01-05,596.145
2005-01-06,596.807
2005-01-07,594.826
2005-01-10,597.766
2005-01-11,595.235
2005-01-12,598.556
2005-01-13,597.544
2005-01-14,600.024
2005-01-17,600.831
2005-01-18,604.287
2005-01-19,602.168
2005-01-20,598.092
2005-01-21,597.363
2005-01-24,594.484
2005-01-25,594.578
2005-01-26,600.55
2005-01-27,601.669
2005-01-28,599.461
2005-01-31,606.338
2005-02-01,609.78
2005-02-02,613.433
2005-02-03,612.19
2005-02-04,618.735
2005-02-07,617.21
2005-02-08,617.492
2005-02-09,612.728
2005-02-10,615.554
2005-02-11,620.831
2005-02-14,623.126
2005-02-15,624.579
2005-02-16,625.049
2005-02-17,624.005
2005-02-18,624.184
2005-02-21,623.331
2005-02-22,617.584
2005-02-23,617.81
2005-02-24,622.319
2005-02-25,629.484
2005-02-28,628.83
2005-03-01,630.856
2005-03-02,629.324
2005-03-03,630.042
2005-03-04,637.896
2005-03-07,638.628
2005-03-08,637.809
2005-03-09,632.517
2005-03-10,630.62
2005-03-11,631.288
2005-03-14,632.345
2005-03-15,630.387
2005-03-16,627.251
2005-03-17,627.594
2005-03-18,625.41
2005-03-21,622.521
2005-03-22,620.231
2005-03-23,612.798
2005-03-24,614.22
2005-03-25,614.218
2005-03-28,612.517
2005-03-29,607.676
2005-03-30,613.399
2005-03-31,616.76
2005-04-01,616.769
2005-04-04,614.099
2005-04-05,616.543
2005-04-06,618.655
2005-04-07,622.037
2005-04-08,618.105
2005-04-11,618.94
2005-04-12,619.821
2005-04-13,615.175
2005-04-14,606.351
2005-04-15,597.043
2005-04-18,596.466
2005-04-19,603.872
2005-04-20,598.776
2005-04-21,605.78
2005-04-22,603.911
2005-04-25,607.277
2005-04-26,601.58
2005-04-27,598.09
2005-04-28,590.524
2005-04-29,593.819
2005-05-02,596.138
2005-05-03,595.975
2005-05-04,602.689
2005-05-05,603.8
2005-05-06,603.91
2005-05-09,606.652
2005-05-10,602.797
2005-05-11,602.989
2005-05-12,597.078
2005-05-13,593.365
2005-05-16,596.627
2005-05-17,599.827
2005-05-18,607.623
2005-05-19,610.601
2005-05-20,609.717
2005-05-23,613.643
2005-05-24,613.982
2005-05-25,611.555
2005-05-26,615.819
2005-05-27,617.742
2005-05-30,617.853
2005-05-31,616.489
2005-06-01,620.578
2005-06-02,622.345
2005-06-03,620.933
2005-06-06,622.203
2005-06-07,623.931
2005-06-08,623.978
2005-06-09,624.538
2005-06-10,624.669
2005-06-13,626.145
2005-06-14,628.775
2005-06-15,631.187
2005-06-16,635.668
2005-06-17,639.569
2005-06-20,637.209
2005-06-21,636.508
2005-06-22,637.547
2005-06-23,633.328
2005-06-24,629.043
2005-06-27,628.307
2005-06-28,633.773
2005-06-29,634.725
2005-06-30,633.825
2005-07-01,634.567
2005-07-04,633.86
2005-07-05,637.955
2005-07-06,637.579
2005-07-07,636.08
2005-07-08,643.775
2005-07-11,651.427
2005-07-12,654.093
2005-07-13,651.995
2005-07-14,650.935
2005-07-15,650.15
2005-07-18,649.163
2005-07-19,653.336
2005-07-20,657.169
2005-07-21,655.734
2005-07-22,660.56
2005-07-25,657.534
2005-07-26,658.29
2005-07-27,660.459
2005-07-28,666.382
2005-07-29,666.11
2005-08-01,669.015
2005-08-02,673.564
2005-08-03,674.612
2005-08-04,670.521
2005-08-05,663.844
2005-08-08,662.997
2005-08-09,664.427
2005-08-10,667.477
2005-08-11,671.556
2005-08-12,669.458
2005-08-15,669.679
2005-08-16,663.619
2005-08-17,662.155
2005-08-18,657.553
2005-08-19,659.363
2005-08-22,663.31
2005-08-23,661.685
2005-08-24,660.865
2005-08-25,662.14
2005-08-26,658.896
2005-08-29,660.351
2005-08-30,658.46
2005-08-31,668.635
2005-09-01,675.317
2005-09-02,674.308
2005-09-05,674.518
2005-09-06,680.28
2005-09-07,682.867
2005-09-08,680.489
2005-09-09,685.709
2005-09-12,684.448
2005-09-13,679.768
2005-09-14,679.259
2005-09-15,677.509
2005-09-16,680.952
2005-09-19,678.165
2005-09-20,674.901
2005-09-21,669.381
2005-09-22,667.155
2005-09-23,668.024
2005-09-26,671.168
2005-09-27,670.065
2005-09-28,671.458
2005-09-29,676.752
2005-09-30,681.217
2005-10-03,681.865
2005-10-04,677.735
2005-10-05,665.655
2005-10-06,660.158
2005-10-07,661.905
2005-10-10,657.463
2005-10-11,654.363
2005-10-12,648.333
2005-10-13,642.016
2005-10-14,649.17
2005-10-17,650.557
2005-10-18,642.449
2005-10-19,644.335
2005-10-20,639.548
2005-10-21,641.624
2005-10-24,651.315
2005-10-25,652.616
2005-10-26,650.839
2005-10-27,641.599
2005-10-28,646.956
2005-10-31,655.741
2005-11-01,655.672
2005-11-02,665.079
2005-11-03,668.515
