Date,SWITZERLAND SMALL VALUE Small Cap
2001-05-30,295.209
2001-05-31,292.948
2001-06-01,293.426
2001-06-04,294.097
2001-06-05,295.504
2001-06-06,293.372
2001-06-07,295.304
2001-06-08,293.577
2001-06-11,291.86
2001-06-12,291.85
2001-06-13,291.962
2001-06-14,291.991
2001-06-15,292.004
2001-06-18,290.898
2001-06-19,288.115
2001-06-20,284.331
2001-06-21,286.089
2001-06-22,286.369
2001-06-25,288.199
2001-06-26,286.72
2001-06-27,286.924
2001-06-28,283.754
2001-06-29,285.04
2001-07-02,283.235
2001-07-03,281.016
2001-07-04,281.652
2001-07-05,278.174
2001-07-06,278.774
2001-07-09,279.434
2001-07-10,282.366
2001-07-11,283.178
2001-07-12,280.154
2001-07-13,275.979
2001-07-16,277.212
2001-07-17,275.052
2001-07-18,282.907
2001-07-19,283.309
2001-07-20,283.097
2001-07-23,280.593
2001-07-24,281.401
2001-07-25,281.165
2001-07-26,278.734
2001-07-27,277.081
2001-07-30,277.608
2001-07-31,279.583
2001-08-01,283.006
2001-08-02,283.831
2001-08-03,284.039
2001-08-06,280.958
2001-08-07,279.876
2001-08-08,279.472
2001-08-09,281.73
2001-08-10,282.019
2001-08-13,282.995
2001-08-14,282.149
2001-08-15,286.478
2001-08-16,285.941
2001-08-17,287.104
2001-08-20,285.479
2001-08-21,284.641
2001-08-22,285.057
2001-08-23,282.602
2001-08-24,282.385
2001-08-27,281.036
2001-08-28,278.052
2001-08-29,278.256
2001-08-30,279.739
2001-08-31,278.089
2001-09-03,274.679
2001-09-04,269.603
2001-09-05,267.643
2001-09-06,266.354
2001-09-07,268.523
2001-09-10,265.21
2001-09-11,259.783
2001-09-12,259.812
2001-09-13,258.802
2001-09-14,260.509
2001-09-17,258.769
2001-09-18,258.962
2001-09-19,260.28
2001-09-20,252.278
2001-09-21,247.209
2001-09-24,245.001
2001-09-25,245.296
2001-09-26,243.078
2001-09-27,239.311
2001-09-28,238.851
2001-10-01,241.42
2001-10-02,238.56
2001-10-03,234.523
2001-10-04,232.285
2001-10-05,236.73
2001-10-08,234.192
2001-10-09,232.061
2001-10-10,229.209
2001-10-11,231.446
2001-10-12,233.051
2001-10-15,234.564
2001-10-16,236.469
2001-10-17,239.011
2001-10-18,238.368
2001-10-19,236.974
2001-10-22,234.733
2001-10-23,236.045
2001-10-24,237.239
2001-10-25,239.015
2001-10-26,240.175
2001-10-29,241.108
2001-10-30,241.084
2001-10-31,239.563
2001-11-01,240.728
2001-11-02,239.025
2001-11-05,237.279
2001-11-06,237.773
2001-11-07,238.067
2001-11-08,236.822
2001-11-09,238.214
2001-11-12,240.335
2001-11-13,237.579
2001-11-14,240.403
2001-11-15,244.85
2001-11-16,247.623
2001-11-19,250.642
2001-11-20,253.509
2001-11-21,250.431
2001-11-22,250.251
2001-11-23,247.655
2001-11-26,248.648
2001-11-27,249.1
2001-11-28,250.157
2001-11-29,248.14
2001-11-30,250.313
2001-12-03,247.441
2001-12-04,248.211
2001-12-05,247.295
2001-12-06,248.427
2001-12-07,250.941
2001-12-10,248.834
2001-12-11,247.979
2001-12-12,250.836
2001-12-13,247.813
2001-12-14,250.047
2001-12-17,250.717
2001-12-18,248.774
2001-12-19,245.284
2001-12-20,244.559
2001-12-21,245.383
2001-12-24,240.114
2001-12-25,240.114
2001-12-26,240.064
2001-12-27,244.355
2001-12-28,246.6
2001-12-31,249.344
2002-01-01,249.344
2002-01-02,253.535
2002-01-03,252.114
2002-01-04,253.341
2002-01-07,254.487
2002-01-08,253.802
2002-01-09,256.321
2002-01-10,255.337
2002-01-11,257.232
2002-01-14,255.78
2002-01-15,254.174
2002-01-16,251.013
2002-01-17,249.79
2002-01-18,250.257
2002-01-21,250.326
2002-01-22,248.914
2002-01-23,248.559
2002-01-24,247.056
2002-01-25,244.216
2002-01-28,242.965
2002-01-29,241.955
2002-01-30,240.76
2002-01-31,241.036
2002-02-01,238.94
2002-02-04,239.718
2002-02-05,239.693
2002-02-06,238.03
2002-02-07,237.046
2002-02-08,238.838
2002-02-11,240.778
2002-02-12,239.411
2002-02-13,238.353
2002-02-14,239.728
2002-02-15,240.337
2002-02-18,238.818
2002-02-19,238.962
2002-02-20,238.75
2002-02-21,240.258
2002-02-22,241.252
2002-02-25,240.458
2002-02-26,240.05
2002-02-27,239.924
2002-02-28,242.153
2002-03-01,242.289
2002-03-04,244.819
2002-03-05,245.333
2002-03-06,249.133
2002-03-07,254.1
2002-03-08,255.221
2002-03-11,254.677
2002-03-12,254.461
2002-03-13,254.903
2002-03-14,257.988
2002-03-15,257.874
2002-03-18,258.786
2002-03-19,257.863
2002-03-20,259.013
2002-03-21,258.077
2002-03-22,260.528
2002-03-25,260.041
2002-03-26,260.289
2002-03-27,259.341
2002-03-28,259.856
2002-03-29,259.856
2002-04-01,262.865
2002-04-02,263.657
2002-04-03,266.693
2002-04-04,266.868
2002-04-05,265.84
2002-04-08,264.353
2002-04-09,265.252
2002-04-10,264.899
2002-04-11,267.85
2002-04-12,264.64
2002-04-15,264.091
2002-04-16,265.279
2002-04-17,269.202
2002-04-18,271.804
2002-04-19,270.809
2002-04-22,270.105
2002-04-23,270.854
2002-04-24,271.838
2002-04-25,273.081
2002-04-26,272.383
2002-04-29,271.823
2002-04-30,273.06
2002-05-01,275.706
2002-05-02,274.573
2002-05-03,277.776
2002-05-06,279.068
2002-05-07,277.725
2002-05-08,278.169
2002-05-09,278.912
2002-05-10,279.403
2002-05-13,278.331
2002-05-14,276.158
2002-05-15,280.454
2002-05-16,283.762
2002-05-17,287.133
2002-05-20,287.396
2002-05-21,286.985
2002-05-22,290.437
2002-05-23,286.392
2002-05-24,286.322
2002-05-27,286.146
2002-05-28,288.566
2002-05-29,288.344
2002-05-30,290.158
2002-05-31,292.743
2002-06-03,293.955
2002-06-04,293.227
2002-06-05,291.385
2002-06-06,291.117
2002-06-07,289.526
2002-06-10,290.363
2002-06-11,290.708
2002-06-12,288.226
2002-06-13,287.218
2002-06-14,285.102
2002-06-17,285.459
2002-06-18,286.335
2002-06-19,288.302
2002-06-20,289.519
2002-06-21,289.319
2002-06-24,288.478
2002-06-25,291.874
2002-06-26,289.57
2002-06-27,289.22
2002-06-28,294.496
2002-07-01,294.389
2002-07-02,289.682
2002-07-03,284.516
2002-07-04,285.812
2002-07-05,287.107
2002-07-08,290.398
2002-07-09,291.233
2002-07-10,286.336
2002-07-11,280.963
2002-07-12,279.69
2002-07-15,276.696
2002-07-16,274.848
2002-07-17,276.136
2002-07-18,278.754
2002-07-19,276.576
2002-07-22,267.751
2002-07-23,259.312
2002-07-24,251.727
2002-07-25,257.712
2002-07-26,258.075
2002-07-29,257.603
2002-07-30,262.261
2002-07-31,260.443
2002-08-01,261.474
2002-08-02,261.01
2002-08-05,254.524
2002-08-06,248.667
2002-08-07,248.984
2002-08-08,248.837
2002-08-09,251.556
2002-08-12,249.866
2002-08-13,249.91
2002-08-14,254.608
2002-08-15,255.746
2002-08-16,257.024
2002-08-19,256.44
2002-08-20,255.438
2002-08-21,256.254
2002-08-22,257.3
2002-08-23,260.118
2002-08-26,261.387
2002-08-27,263.258
2002-08-28,260.532
2002-08-29,256.615
2002-08-30,255.936
2002-09-02,253.954
2002-09-03,257.124
2002-09-04,255.501
2002-09-05,254.519
2002-09-06,253.781
2002-09-09,250.986
2002-09-10,248.904
2002-09-11,248.034
2002-09-12,247.193
2002-09-13,244.041
2002-09-16,242.269
2002-09-17,239.599
2002-09-18,237.857
2002-09-19,234.719
2002-09-20,236.315
2002-09-23,233.072
2002-09-24,226.998
2002-09-25,227.343
2002-09-26,232.137
2002-09-27,234.763
2002-09-30,240.18
2002-10-01,234.361
2002-10-02,233.322
2002-10-03,232.444
2002-10-04,228.727
2002-10-07,223.736
2002-10-08,222.773
2002-10-09,221.851
2002-10-10,219.82
2002-10-11,224.889
2002-10-14,225.055
2002-10-15,228.748
2002-10-16,229.286
2002-10-17,229.665
2002-10-18,230.757
2002-10-21,230.368
2002-10-22,229.868
2002-10-23,231.401
2002-10-24,231.06
2002-10-25,232.386
2002-10-28,233.395
2002-10-29,230.511
2002-10-30,233.695
2002-10-31,236.558
2002-11-01,238.084
2002-11-04,239.615
2002-11-05,241.033
2002-11-06,241.751
2002-11-07,244.027
2002-11-08,243.557
2002-11-11,241.367
2002-11-12,242.258
2002-11-13,240.421
2002-11-14,239.399
2002-11-15,242.266
2002-11-18,242.73
2002-11-19,242.236
2002-11-20,239.816
2002-11-21,240.529
2002-11-22,241.562
2002-11-25,240.596
2002-11-26,239.169
2002-11-27,239.622
2002-11-28,241.93
2002-11-29,243.256
2002-12-02,247.546
2002-12-03,246.512
2002-12-04,245.493
2002-12-05,245.769
2002-12-06,247.033
2002-12-09,244.002
2002-12-10,245.538
2002-12-11,247.368
2002-12-12,248.281
2002-12-13,247.395
2002-12-16,246.843
2002-12-17,250.781
2002-12-18,250.121
2002-12-19,249.93
2002-12-20,251.518
2002-12-23,251.931
2002-12-24,253.693
2002-12-25,253.693
2002-12-26,254.099
2002-12-27,252.438
2002-12-30,253.117
2002-12-31,254.93
2003-01-01,254.93
2003-01-02,251.564
2003-01-03,255.955
2003-01-06,258.431
2003-01-07,256.94
2003-01-08,254.373
2003-01-09,256.42
2003-01-10,259.508
2003-01-13,259.34
2003-01-14,262.23
2003-01-15,262.115
2003-01-16,262.366
2003-01-17,262.991
2003-01-20,262.081
2003-01-21,261.951
2003-01-22,258.213
2003-01-23,255.791
2003-01-24,257.036
2003-01-27,249.45
2003-01-28,246.771
2003-01-29,245.519
2003-01-30,243.177
2003-01-31,245.561
2003-02-03,247.247
2003-02-04,251.94
2003-02-05,249.719
2003-02-06,248.08
2003-02-07,245.357
2003-02-10,242.329
2003-02-11,242.647
2003-02-12,240.153
2003-02-13,242.888
2003-02-14,243.832
2003-02-17,243.231
2003-02-18,242.973
2003-02-19,243.594
2003-02-20,245.797
2003-02-21,246.082
2003-02-24,242.925
2003-02-25,240.513
2003-02-26,239.645
2003-02-27,237.994
2003-02-28,241.978
2003-03-03,245.93
2003-03-04,243.998
2003-03-05,241.287
2003-03-06,238.244
2003-03-07,236.91
2003-03-10,232.608
2003-03-11,231.329
2003-03-12,229.932
2003-03-13,230.178
2003-03-14,231.683
2003-03-17,231.381
2003-03-18,233.705
2003-03-19,235.403
2003-03-20,237.224
2003-03-21,241.573
2003-03-24,239.673
2003-03-25,239.693
2003-03-26,239.495
2003-03-27,237.94
2003-03-28,239.923
2003-03-31,242.514
2003-04-01,241.671
2003-04-02,243.547
2003-04-03,244.478
2003-04-04,247.085
2003-04-07,253.004
2003-04-08,253.256
2003-04-09,255.182
2003-04-10,256.229
2003-04-11,256.367
2003-04-14,257.339
2003-04-15,259.32
2003-04-16,261.387
2003-04-17,263.077
2003-04-18,263.077
2003-04-21,260.512
2003-04-22,264.773
2003-04-23,266.428
2003-04-24,267.19
2003-04-25,264.673
2003-04-28,266.5
2003-04-29,266.811
2003-04-30,270.826
2003-05-01,274.008
2003-05-02,272.309
2003-05-05,279.263
2003-05-06,285.342
2003-05-07,286.983
2003-05-08,284.912
2003-05-09,283.422
2003-05-12,284.179
2003-05-13,285.142
2003-05-14,289.127
2003-05-15,289.296
2003-05-16,292.724
2003-05-19,291.034
2003-05-20,291.462
2003-05-21,288.877
2003-05-22,292.79
2003-05-23,297.988
2003-05-26,298.422
2003-05-27,300.954
2003-05-28,300.831
2003-05-29,302.636
2003-05-30,301.838
2003-06-02,308.298
2003-06-03,306.273
2003-06-04,310.153
2003-06-05,314.771
2003-06-06,313.635
2003-06-09,316.794
2003-06-10,316.976
2003-06-11,323.887
2003-06-12,322.074
2003-06-13,321.428
2003-06-16,322.332
2003-06-17,323.205
2003-06-18,317.866
2003-06-19,313.106
2003-06-20,312.707
2003-06-23,309.341
2003-06-24,305.872
2003-06-25,307.143
2003-06-26,302.118
2003-06-27,302.112
2003-06-30,302.27
2003-07-01,301.503
2003-07-02,303.202
2003-07-03,304.797
2003-07-04,302.966
2003-07-07,304.565
2003-07-08,304.596
2003-07-09,304.039
2003-07-10,303.547
2003-07-11,304.336
2003-07-14,308.941
2003-07-15,308.629
2003-07-16,309.014
2003-07-17,308.463
2003-07-18,310.661
2003-07-21,312.881
2003-07-22,311.902
2003-07-23,313.843
2003-07-24,316.111
2003-07-25,317.81
2003-07-28,316.834
2003-07-29,316.937
2003-07-30,315.287
2003-07-31,315.533
2003-08-01,318.921
2003-08-04,319.77
2003-08-05,325.679
2003-08-06,322.893
2003-08-07,320.917
2003-08-08,319.961
2003-08-11,318.256
2003-08-12,318.135
2003-08-13,318.048
2003-08-14,320.162
2003-08-15,323.414
2003-08-18,320.01
2003-08-19,321.318
2003-08-20,323.021
2003-08-21,322.012
2003-08-22,321.953
2003-08-25,321.842
2003-08-26,322.726
2003-08-27,324.833
2003-08-28,325.781
2003-08-29,328.739
2003-09-01,330.65
2003-09-02,327.653
2003-09-03,335.513
2003-09-04,336.69
2003-09-05,341.419
2003-09-08,343.72
2003-09-09,342.577
2003-09-10,341.098
2003-09-11,340.794
2003-09-12,341.906
2003-09-15,344.068
2003-09-16,343.324
2003-09-17,347.904
2003-09-18,349.425
2003-09-19,353.085
2003-09-22,353.698
2003-09-23,350.352
2003-09-24,347.986
2003-09-25,346.733
2003-09-26,346.683
2003-09-29,348.427
2003-09-30,349.57
2003-10-01,352.431
2003-10-02,354.588
2003-10-03,354.792
2003-10-06,355.022
2003-10-07,357.693
2003-10-08,360.804
2003-10-09,360.716
2003-10-10,364.847
2003-10-13,362.12
2003-10-14,365.327
2003-10-15,366.179
2003-10-16,366.368
2003-10-17,363.351
2003-10-20,365.447
2003-10-21,364.647
2003-10-22,366.219
2003-10-23,365.158
2003-10-24,367.549
2003-10-27,366.857
2003-10-28,365.494
2003-10-29,367.257
2003-10-30,373.008
2003-10-31,371.272
2003-11-03,368.57
2003-11-04,367.768
2003-11-05,364.636
2003-11-06,364.312
2003-11-07,369.651
2003-11-10,368.486
2003-11-11,368.203
2003-11-12,371.496
2003-11-13,373.952
2003-11-14,377.307
2003-11-17,374.682
2003-11-18,376.793
2003-11-19,374.503
2003-11-20,373.828
2003-11-21,376.756
2003-11-24,373.379
2003-11-25,376.163
2003-11-26,381.919
2003-11-27,382.237
2003-11-28,387.047
2003-12-01,387.527
2003-12-02,391.855
2003-12-03,391.041
2003-12-04,391.112
2003-12-05,394.152
2003-12-08,397.48
2003-12-09,395.73
2003-12-10,394.149
2003-12-11,391.973
2003-12-12,397.038
2003-12-15,397.167
2003-12-16,398.18
2003-12-17,400.983
2003-12-18,401.834
2003-12-19,400.784
2003-12-22,401.992
2003-12-23,402.831
2003-12-24,405.477
2003-12-25,405.477
2003-12-26,404.699
2003-12-29,406.55
2003-12-30,410.119
2003-12-31,412.789
2004-01-01,412.789
2004-01-02,411.923
2004-01-05,419.62
2004-01-06,420.867
2004-01-07,419.787
2004-01-08,424.192
2004-01-09,426.874
2004-01-12,426.616
2004-01-13,430.979
2004-01-14,430.834
2004-01-15,427.956
2004-01-16,423.182
2004-01-19,423.151
2004-01-20,428.801
2004-01-21,432.371
2004-01-22,436.678
2004-01-23,438.208
2004-01-26,434.275
2004-01-27,435.93
2004-01-28,436.126
2004-01-29,428.684
2004-01-30,432.986
2004-02-02,433.261
2004-02-03,437.569
2004-02-04,435.177
2004-02-05,440.266
2004-02-06,445.985
2004-02-09,447.126
2004-02-10,448.685
2004-02-11,448.142
2004-02-12,453.757
2004-02-13,452.467
2004-02-16,454.303
2004-02-17,455.086
2004-02-18,454.256
2004-02-19,449.667
2004-02-20,446.952
2004-02-23,447.498
2004-02-24,448.569
2004-02-25,442.104
2004-02-26,438.14
2004-02-27,439.678
2004-03-01,442.197
2004-03-02,437.601
2004-03-03,435.703
2004-03-04,440.735
2004-03-05,449.061
2004-03-08,447.37
2004-03-09,447.057
2004-03-10,440.643
2004-03-11,434.161
2004-03-12,431.731
2004-03-15,430.4
2004-03-16,431.499
2004-03-17,430.711
2004-03-18,436.039
2004-03-19,433.627
2004-03-22,428.714
2004-03-23,426.843
2004-03-24,423.983
2004-03-25,428.873
2004-03-26,428.13
2004-03-29,427.261
2004-03-30,425.787
2004-03-31,431.083
2004-04-01,433.822
2004-04-02,427.828
2004-04-05,425.927
2004-04-06,428.19
2004-04-07,434.754
2004-04-08,434.972
2004-04-09,434.972
2004-04-12,434.379
2004-04-13,427.144
2004-04-14,426.087
2004-04-15,425.114
2004-04-16,429.49
2004-04-19,429.087
2004-04-20,426.001
2004-04-21,420.871
2004-04-22,421.935
2004-04-23,422.268
2004-04-26,425.725
2004-04-27,427.313
2004-04-28,423.777
2004-04-29,425.774
2004-04-30,423.156
2004-05-03,423.633
2004-05-04,428.533
2004-05-05,431.03
2004-05-06,426.134
2004-05-07,420.034
2004-05-10,411.381
2004-05-11,411.674
2004-05-12,414.87
2004-05-13,413.47
2004-05-14,414.607
2004-05-17,413.95
2004-05-18,412.487
2004-05-19,419.734
2004-05-20,415.662
2004-05-21,419.449
2004-05-24,419.921
2004-05-25,425.56
2004-05-26,425.24
2004-05-27,434.62
2004-05-28,433.641
2004-05-31,433.641
2004-06-01,433.462
2004-06-02,439.828
2004-06-03,439.184
2004-06-04,440.74
2004-06-07,446.171
2004-06-08,446.815
2004-06-09,441.894
2004-06-10,443.681
2004-06-11,440.88
2004-06-14,440.264
2004-06-15,440.202
2004-06-16,438.515
2004-06-17,443.916
2004-06-18,447.566
2004-06-21,447.599
2004-06-22,444.782
2004-06-23,445.115
2004-06-24,450.082
2004-06-25,447.015
2004-06-28,450.591
2004-06-29,444.252
2004-06-30,444.616
2004-07-01,443.471
2004-07-02,451.642
2004-07-05,447.758
2004-07-06,444.133
2004-07-07,444.357
2004-07-08,446.312
2004-07-09,444.57
2004-07-12,443.281
2004-07-13,437.798
2004-07-14,437.541
2004-07-15,433.171
2004-07-16,436.203
2004-07-19,433.533
2004-07-20,420.353
2004-07-21,416.231
2004-07-22,414.109
2004-07-23,408.813
2004-07-26,406.688
2004-07-27,404.609
2004-07-28,406.026
2004-07-29,410.117
2004-07-30,407.998
2004-08-02,409.007
2004-08-03,411.296
2004-08-04,409.212
2004-08-05,407.137
2004-08-06,407.559
2004-08-09,401.751
2004-08-10,404.597
2004-08-11,396.934
2004-08-12,397.574
2004-08-13,401.925
2004-08-16,402.043
2004-08-17,402.032
2004-08-18,402.318
2004-08-19,406.878
2004-08-20,405.962
2004-08-23,404.535
2004-08-24,403.29
2004-08-25,402.336
2004-08-26,402.583
2004-08-27,401.24
2004-08-30,401.712
2004-08-31,402.757
2004-09-01,404.933
2004-09-02,403.431
2004-09-03,400.656
2004-09-06,402.204
2004-09-07,403.391
2004-09-08,403.645
2004-09-09,403.071
2004-09-10,409.581
2004-09-13,407.69
2004-09-14,408.321
2004-09-15,404.53
2004-09-16,403.937
2004-09-17,407.015
2004-09-20,404.531
2004-09-21,408.809
2004-09-22,407.984
2004-09-23,406.547
2004-09-24,404.8
2004-09-27,403.332
2004-09-28,403.601
2004-09-29,406.435
2004-09-30,410.5
2004-10-01,413.235
2004-10-04,411.894
2004-10-05,414.465
2004-10-06,415.605
2004-10-07,415.522
2004-10-08,419.331
2004-10-11,415.685
2004-10-12,412.445
2004-10-13,411.898
2004-10-14,414.868
2004-10-15,418.108
2004-10-18,416.053
2004-10-19,417.283
2004-10-20,417.902
2004-10-21,420.191
2004-10-22,422.496
2004-10-25,426.108
2004-10-26,426.777
2004-10-27,428.409
2004-10-28,429.375
2004-10-29,427.76
2004-11-01,428.095
2004-11-02,428.589
2004-11-03,434.245
2004-11-04,437.749
2004-11-05,441.458
2004-11-08,443.055
2004-11-09,445.491
2004-11-10,448.982
2004-11-11,452.766
2004-11-12,456.182
2004-11-15,454.175
2004-11-16,454.991
2004-11-17,460.695
2004-11-18,460.826
2004-11-19,463.561
2004-11-22,460.334
2004-11-23,463.249
2004-11-24,467.276
2004-11-25,473.885
2004-11-26,473.437
2004-11-29,472.603
2004-11-30,473.257
2004-12-01,473.097
2004-12-02,472.296
2004-12-03,476.827
2004-12-06,476.229
2004-12-07,476.001
2004-12-08,468.215
2004-12-09,466.855
2004-12-10,466.253
2004-12-13,471.439
2004-12-14,472.732
2004-12-15,480.635
2004-12-16,476.041
2004-12-17,473.029
2004-12-20,480.825
2004-12-21,477.187
2004-12-22,478.32
2004-12-23,482.759
2004-12-24,483.457
2004-12-27,485.97
2004-12-28,484.676
2004-12-29,486.66
2004-12-30,488.82
2004-12-31,487.21
2005-01-03,485.965
2005-01-04,481.913
2005-01-05,480.418
2005-01-06,478.872
2005-01-07,476.736
2005-01-10,480.687
2005-01-11,483.282
2005-01-12,487.634
2005-01-13,486.746
2005-01-14,487.429
2005-01-17,494.862
2005-01-18,493.61
2005-01-19,498.332
2005-01-20,494.446
2005-01-21,495.489
2005-01-24,497.842
2005-01-25,495.126
2005-01-26,500.361
2005-01-27,500.465
2005-01-28,499.262
2005-01-31,504.228
2005-02-01,504.828
2005-02-02,507.68
2005-02-03,506.215
2005-02-04,508.539
2005-02-07,506.458
2005-02-08,504.58
2005-02-09,505.253
2005-02-10,512.293
2005-02-11,515.946
2005-02-14,519.031
2005-02-15,520.664
2005-02-16,520.316
2005-02-17,525.973
2005-02-18,528.91
2005-02-21,528.15
2005-02-22,530.908
2005-02-23,528.265
2005-02-24,527.138
2005-02-25,530.574
2005-02-28,537.411
2005-03-01,535.02
2005-03-02,530.924
2005-03-03,531.798
2005-03-04,538.93
2005-03-07,535.389
2005-03-08,543.762
2005-03-09,545.53
2005-03-10,549.49
2005-03-11,553.615
2005-03-14,548.836
2005-03-15,547.546
2005-03-16,550.773
2005-03-17,545.993
2005-03-18,539.961
2005-03-21,533.045
2005-03-22,533.176
2005-03-23,522.939
2005-03-24,524.046
2005-03-25,524.046
2005-03-28,520.939
2005-03-29,520.418
2005-03-30,524.735
2005-03-31,529.152
2005-04-01,530.482
2005-04-04,522.312
2005-04-05,522.891
2005-04-06,527.155
2005-04-07,533.252
2005-04-08,532.127
2005-04-11,537.564
2005-04-12,531.131
2005-04-13,535.451
2005-04-14,529.292
2005-04-15,529.848
2005-04-18,524.28
2005-04-19,528.006
2005-04-20,530.006
2005-04-21,528.486
2005-04-22,528.852
2005-04-25,524.4
2005-04-26,523.169
2005-04-27,515.576
2005-04-28,511.59
2005-04-29,511.341
2005-05-02,511.329
2005-05-03,511.278
2005-05-04,514.476
2005-05-05,511.702
2005-05-06,511.557
2005-05-09,511.021
2005-05-10,504.04
2005-05-11,501.468
2005-05-12,500.428
2005-05-13,496.65
2005-05-16,495.757
2005-05-17,495.092
2005-05-18,499.167
2005-05-19,501.352
2005-05-20,497.484
2005-05-23,498.955
2005-05-24,500.492
2005-05-25,500.095
2005-05-26,499.803
2005-05-27,501.417
2005-05-30,499.727
2005-05-31,495.924
2005-06-01,497.194
2005-06-02,499.035
2005-06-03,497.931
2005-06-06,496.882
2005-06-07,499.246
2005-06-08,501.004
2005-06-09,494.902
2005-06-10,492.297
2005-06-13,490.238
2005-06-14,491.713
2005-06-15,494.786
2005-06-16,495.596
2005-06-17,501.152
2005-06-20,494.552
2005-06-21,498.004
2005-06-22,497.44
2005-06-23,496.114
2005-06-24,493.89
2005-06-27,492.72
2005-06-28,491.626
2005-06-29,493.159
2005-06-30,492.732
2005-07-01,489.124
2005-07-04,487.047
2005-07-05,488.356
2005-07-06,490.336
2005-07-07,490.476
2005-07-08,492.959
2005-07-11,502.203
2005-07-12,508.094
2005-07-13,508.142
2005-07-14,511.214
2005-07-15,508.674
2005-07-18,510.642
2005-07-19,507.734
2005-07-20,508.638
2005-07-21,514.173
2005-07-22,514.804
2005-07-25,511.013
2005-07-26,511.72
2005-07-27,514.701
2005-07-28,518.011
2005-07-29,520.989
2005-08-01,526.899
2005-08-02,529.201
2005-08-03,535.004
2005-08-04,538.56
2005-08-05,536.427
2005-08-08,539.734
2005-08-09,540.395
2005-08-10,543.14
2005-08-11,545.305
2005-08-12,544.64
2005-08-15,542.53
2005-08-16,542.056
2005-08-17,539.314
2005-08-18,532.564
2005-08-19,533.409
2005-08-22,536.057
2005-08-23,533.222
2005-08-24,533.673
2005-08-25,532.337
2005-08-26,535.009
2005-08-29,531.763
2005-08-30,529.618
2005-08-31,535.005
2005-09-01,548.977
2005-09-02,556.87
2005-09-05,551.917
2005-09-06,553.342
2005-09-07,558.954
2005-09-08,559.965
2005-09-09,561.563
2005-09-12,561.27
2005-09-13,559.039
2005-09-14,561.177
2005-09-15,556.588
2005-09-16,555.25
2005-09-19,552.463
2005-09-20,557.731
2005-09-21,558.269
2005-09-22,550.267
2005-09-23,545.97
2005-09-26,546.331
2005-09-27,543.546
2005-09-28,547.449
2005-09-29,545.955
2005-09-30,556.447
2005-10-03,549.702
2005-10-04,551.519
2005-10-05,553.129
2005-10-06,556.383
2005-10-07,551.258
2005-10-10,549.895
2005-10-11,549.504
2005-10-12,549.726
2005-10-13,537.349
2005-10-14,543.519
2005-10-17,539.803
2005-10-18,532.648
2005-10-19,525.448
2005-10-20,528.875
2005-10-21,528.134
2005-10-24,530.693
2005-10-25,536.914
2005-10-26,536.015
2005-10-27,533.761
2005-10-28,530.974
2005-10-31,532.026
2005-11-01,534.475
2005-11-02,541.142
2005-11-03,541.456
2005-11-04,532.505
2005-11-07,533.371
2005-11-08,529.565
2005-11-09,527.679
