Date,SPAIN LARGE CAP Large Cap
2001-11-08,346.689
2001-11-09,340.994
2001-11-12,335.485
2001-11-13,344.955
2001-11-14,350.424
2001-11-15,352.048
2001-11-16,355.42
2001-11-19,359.706
2001-11-20,354.032
2001-11-21,345.937
2001-11-22,349.878
2001-11-23,350.369
2001-11-26,353.185
2001-11-27,348.691
2001-11-28,345.83
2001-11-29,341.856
2001-11-30,348.778
2001-12-03,345.094
2001-12-04,353.779
2001-12-05,367.605
2001-12-06,368.868
2001-12-07,363.349
2001-12-10,355.402
2001-12-11,359.434
2001-12-12,357.761
2001-12-13,348.394
2001-12-14,349.171
2001-12-17,361.093
2001-12-18,356.43
2001-12-19,348.252
2001-12-20,343.288
2001-12-21,342.083
2001-12-24,338.67
2001-12-25,338.67
2001-12-26,338.959
2001-12-27,347.54
2001-12-28,342.855
2001-12-31,346.199
2002-01-01,346.199
2002-01-02,352.074
2002-01-03,360.034
2002-01-04,353.726
2002-01-07,340.16
2002-01-08,339.309
2002-01-09,332.723
2002-01-10,329.646
2002-01-11,330.286
2002-01-14,322.483
2002-01-15,327.398
2002-01-16,318.086
2002-01-17,324.568
2002-01-18,327.55
2002-01-21,322.375
2002-01-22,327.558
2002-01-23,330.638
2002-01-24,334.52
2002-01-25,328.01
2002-01-28,330.222
2002-01-29,325.509
2002-01-30,318.75
2002-01-31,319.777
2002-02-01,324.738
2002-02-04,320.001
2002-02-05,312.882
2002-02-06,307.297
2002-02-07,314.374
2002-02-08,313.674
2002-02-11,315.415
2002-02-12,312.635
2002-02-13,314.631
2002-02-14,320.125
2002-02-15,316.955
2002-02-18,311.845
2002-02-19,307.192
2002-02-20,307.578
2002-02-21,307.972
2002-02-22,306.854
2002-02-25,310.454
2002-02-26,312.844
2002-02-27,322.451
2002-02-28,323.893
2002-03-01,328.025
2002-03-04,335.846
2002-03-05,332.393
2002-03-06,335.397
2002-03-07,339.765
2002-03-08,336.813
2002-03-11,333.385
2002-03-12,327.845
2002-03-13,327.488
2002-03-14,332.701
2002-03-15,335.128
2002-03-18,337.187
2002-03-19,340.948
2002-03-20,338.099
2002-03-21,335.288
2002-03-22,334.072
2002-03-25,325.882
2002-03-26,322.991
2002-03-27,322.868
2002-03-28,326.374
2002-03-29,326.374
2002-04-01,329.049
2002-04-02,327.818
2002-04-03,328.752
2002-04-04,326.606
2002-04-05,325.612
2002-04-08,315.88
2002-04-09,318.614
2002-04-10,322.132
2002-04-11,317.464
2002-04-12,318.058
2002-04-15,323.39
2002-04-16,334.84
2002-04-17,339.344
2002-04-18,337.647
2002-04-19,339.723
2002-04-22,336.627
2002-04-23,336.995
2002-04-24,335.934
2002-04-25,332.395
2002-04-26,332.38
2002-04-29,331.853
2002-04-30,331.928
2002-05-01,333.807
2002-05-02,326.864
2002-05-03,328.534
2002-05-06,326.235
2002-05-07,323.448
2002-05-08,331.629
2002-05-09,328.731
2002-05-10,324.898
2002-05-13,328.564
2002-05-14,329.007
2002-05-15,333.53
2002-05-16,331.306
2002-05-17,336.188
2002-05-20,331.587
2002-05-21,327.766
2002-05-22,326.194
2002-05-23,326.227
2002-05-24,328.755
2002-05-27,329.747
2002-05-28,329.456
2002-05-29,330.68
2002-05-30,328.302
2002-05-31,331.911
2002-06-03,330.879
2002-06-04,321.384
2002-06-05,317.02
2002-06-06,316.652
2002-06-07,311.013
2002-06-10,311.03
2002-06-11,313.428
2002-06-12,305.213
2002-06-13,299.997
2002-06-14,293.38
2002-06-17,302.582
2002-06-18,306.251
2002-06-19,300.903
2002-06-20,297.191
2002-06-21,291.41
2002-06-24,280.632
2002-06-25,284.077
2002-06-26,285.887
2002-06-27,284.449
2002-06-28,295.221
2002-07-01,295.633
2002-07-02,285.112
2002-07-03,277.513
2002-07-04,282.399
2002-07-05,302.287
2002-07-08,310.23
2002-07-09,303.703
2002-07-10,295.932
2002-07-11,287.495
2002-07-12,291.856
2002-07-15,281.097
2002-07-16,283.099
2002-07-17,296.782
2002-07-18,300.492
2002-07-19,285.694
2002-07-22,275.691
2002-07-23,267.681
2002-07-24,260.037
2002-07-25,280.334
2002-07-26,276.426
2002-07-29,290.369
2002-07-30,272.071
2002-07-31,264.012
2002-08-01,255.557
2002-08-02,260.219
2002-08-05,252.769
2002-08-06,257.993
2002-08-07,256.284
2002-08-08,273.57
2002-08-09,274.747
2002-08-12,266.284
2002-08-13,268.333
2002-08-14,261.435
2002-08-15,259.487
2002-08-16,272.741
2002-08-19,284.923
2002-08-20,280.095
2002-08-21,284.275
2002-08-22,288.484
2002-08-23,284.397
2002-08-26,280.866
2002-08-27,292.975
2002-08-28,281.45
2002-08-29,276.977
2002-08-30,279.107
2002-09-02,274.886
2002-09-03,268.159
2002-09-04,267.817
2002-09-05,263.742
2002-09-06,271.212
2002-09-09,263.467
2002-09-10,269.843
2002-09-11,280.176
2002-09-12,268.121
2002-09-13,263.663
2002-09-16,258.497
2002-09-17,257.679
2002-09-18,250.427
2002-09-19,247.331
2002-09-20,243.302
2002-09-23,234.324
2002-09-24,224.968
2002-09-25,227.289
2002-09-26,240.09
2002-09-27,236.093
2002-09-30,227.93
2002-10-01,224.121
2002-10-02,237.31
2002-10-03,234.644
2002-10-04,230.458
2002-10-07,229.35
2002-10-08,227.954
2002-10-09,226.055
2002-10-10,230.295
2002-10-11,240.82
2002-10-14,237.445
2002-10-15,252.693
2002-10-16,251.74
2002-10-17,256.794
2002-10-18,255.719
2002-10-21,257.933
2002-10-22,259.9
2002-10-23,251.496
2002-10-24,260.396
2002-10-25,262.915
2002-10-28,268.871
2002-10-29,261.594
2002-10-30,263.137
2002-10-31,269.866
2002-11-01,271.542
2002-11-04,283.861
2002-11-05,286.232
2002-11-06,282.314
2002-11-07,273.911
2002-11-08,272.383
2002-11-11,271.682
2002-11-12,274.264
2002-11-13,272.799
2002-11-14,279.832
2002-11-15,280.247
2002-11-18,286.176
2002-11-19,283.394
2002-11-20,279.705
2002-11-21,291.647
2002-11-22,293.952
2002-11-25,293.97
2002-11-26,287.95
2002-11-27,298.058
2002-11-28,299.64
2002-11-29,299.407
2002-12-02,303.082
2002-12-03,296.025
2002-12-04,291.495
2002-12-05,286.547
2002-12-06,288.652
2002-12-09,280.675
2002-12-10,283.626
2002-12-11,285.725
2002-12-12,281.319
2002-12-13,276.434
2002-12-16,286.048
2002-12-17,286.559
2002-12-18,280.059
2002-12-19,279.428
2002-12-20,283.067
2002-12-23,285.731
2002-12-24,286.914
2002-12-25,286.914
2002-12-26,287.638
2002-12-27,281.083
2002-12-30,280.944
2002-12-31,282.046
2003-01-01,282.046
2003-01-02,292.175
2003-01-03,290.047
2003-01-06,291.829
2003-01-07,298.36
2003-01-08,299.293
2003-01-09,304.781
2003-01-10,308.388
2003-01-13,315.042
2003-01-14,318.799
2003-01-15,317.906
2003-01-16,319.41
2003-01-17,311.757
2003-01-20,308.979
2003-01-21,306.976
2003-01-22,301.735
2003-01-23,305.972
2003-01-24,304.592
2003-01-27,291.836
2003-01-28,287.718
2003-01-29,288.111
2003-01-30,289.629
2003-01-31,284.153
2003-02-03,288.545
2003-02-04,283.101
2003-02-05,290.126
2003-02-06,282.99
2003-02-07,278.097
2003-02-10,275.432
2003-02-11,282.014
2003-02-12,277.653
2003-02-13,278.03
2003-02-14,286.529
2003-02-17,291.369
2003-02-18,294.939
2003-02-19,288.815
2003-02-20,287.792
2003-02-21,291.174
2003-02-24,283.851
2003-02-25,274.416
2003-02-26,275.114
2003-02-27,280.2
2003-02-28,287.199
2003-03-03,287.921
2003-03-04,283.293
2003-03-05,285.084
2003-03-06,281.107
2003-03-07,276.715
2003-03-10,269.631
2003-03-11,272.354
2003-03-12,262.361
2003-03-13,272.734
2003-03-14,283.096
2003-03-17,290.704
2003-03-18,290.38
2003-03-19,293.407
2003-03-20,290.385
2003-03-21,297.773
2003-03-24,287.028
2003-03-25,295.063
2003-03-26,295.111
2003-03-27,289.108
2003-03-28,290.433
2003-03-31,284.685
2003-04-01,289.221
2003-04-02,299.027
2003-04-03,301.575
2003-04-04,306.601
2003-04-07,312.228
2003-04-08,309.1
2003-04-09,314.009
2003-04-10,314.457
2003-04-11,314.498
2003-04-14,318.068
2003-04-15,322.56
2003-04-16,321.195
2003-04-17,327.553
2003-04-18,327.553
2003-04-21,326.141
2003-04-22,329.871
2003-04-23,329.118
2003-04-24,328.489
2003-04-25,326.42
2003-04-28,332.824
2003-04-29,330.523
2003-04-30,329.897
2003-05-01,332.926
2003-05-02,329.675
2003-05-05,333.02
2003-05-06,338.808
2003-05-07,329.006
2003-05-08,322.877
2003-05-09,329.786
2003-05-12,332.398
2003-05-13,329.976
2003-05-14,328.087
2003-05-15,330.413
2003-05-16,337.514
2003-05-19,328.794
2003-05-20,328.05
2003-05-21,322.457
2003-05-22,329.581
2003-05-23,334.667
2003-05-26,336.047
2003-05-27,337.83
2003-05-28,339.977
2003-05-29,343.367
2003-05-30,342.176
2003-06-02,346.98
2003-06-03,345.862
2003-06-04,347.927
2003-06-05,349.476
2003-06-06,353.353
2003-06-09,351.532
2003-06-10,351.347
2003-06-11,359.885
2003-06-12,364.895
2003-06-13,367.959
2003-06-16,376.541
2003-06-17,376.834
2003-06-18,376.104
2003-06-19,368.639
2003-06-20,376.019
2003-06-23,364.282
2003-06-24,360.607
2003-06-25,366.384
2003-06-26,362.923
2003-06-27,364.213
2003-06-30,358.867
2003-07-01,355.599
2003-07-02,359.062
2003-07-03,359.075
2003-07-04,357.651
2003-07-07,361.865
2003-07-08,362.187
2003-07-09,359.767
2003-07-10,355.845
2003-07-11,362.477
2003-07-14,366.491
2003-07-15,362.368
2003-07-16,356.665
2003-07-17,355.89
2003-07-18,354.312
2003-07-21,353.137
2003-07-22,356.029
2003-07-23,359.211
2003-07-24,368.033
2003-07-25,365.409
2003-07-28,369.763
2003-07-29,366.057
2003-07-30,366.656
2003-07-31,366.813
2003-08-01,363.715
2003-08-04,363.404
2003-08-05,366.929
2003-08-06,363.786
2003-08-07,363.23
2003-08-08,362.791
2003-08-11,364.779
2003-08-12,367.019
2003-08-13,366.245
2003-08-14,372.773
2003-08-15,372.508
2003-08-18,373.724
2003-08-19,372.722
2003-08-20,372.683
2003-08-21,369.536
2003-08-22,365.111
2003-08-25,364.078
2003-08-26,361.176
2003-08-27,362.47
2003-08-28,364.566
2003-08-29,362.997
2003-09-01,367.112
2003-09-02,363.732
2003-09-03,366.112
2003-09-04,367.797
2003-09-05,370.016
2003-09-08,375.832
2003-09-09,375.038
2003-09-10,369.938
2003-09-11,368.478
2003-09-12,366.227
2003-09-15,368.348
2003-09-16,369.42
2003-09-17,371.169
2003-09-18,375.572
2003-09-19,372.434
2003-09-22,368.486
2003-09-23,367.658
2003-09-24,363.67
2003-09-25,364.601
2003-09-26,357.98
2003-09-29,357.915
2003-09-30,357.494
2003-10-01,362.804
2003-10-02,362.652
2003-10-03,371.709
2003-10-06,370.724
2003-10-07,373.519
2003-10-08,377.236
2003-10-09,381.348
2003-10-10,380.694
2003-10-13,382.346
2003-10-14,381.578
2003-10-15,380.147
2003-10-16,381.863
2003-10-17,377.286
2003-10-20,377.326
2003-10-21,380.207
2003-10-22,379.005
2003-10-23,376.774
2003-10-24,377.442
2003-10-27,381.786
2003-10-28,383.314
2003-10-29,384.126
2003-10-30,389.488
2003-10-31,387.808
2003-11-03,388.733
2003-11-04,388.112
2003-11-05,387.599
2003-11-06,388.014
2003-11-07,391.494
2003-11-10,389.39
2003-11-11,387.757
2003-11-12,394.881
2003-11-13,398.353
2003-11-14,402.269
2003-11-17,392.544
2003-11-18,395.484
2003-11-19,396.727
2003-11-20,395.096
2003-11-21,397.688
2003-11-24,398.927
2003-11-25,399.471
2003-11-26,402.751
2003-11-27,403.604
2003-11-28,407.158
2003-12-01,414.235
2003-12-02,416.715
2003-12-03,420.244
2003-12-04,417.709
2003-12-05,419.158
2003-12-08,421.8
2003-12-09,423.826
2003-12-10,423.25
2003-12-11,424.742
2003-12-12,429.488
2003-12-15,433.223
2003-12-16,435.838
2003-12-17,438.452
2003-12-18,443.572
2003-12-19,444.257
2003-12-22,446.909
2003-12-23,451.997
2003-12-24,453.27
2003-12-25,453.27
2003-12-26,453.089
2003-12-29,458.668
2003-12-30,459.327
2003-12-31,462.37
2004-01-01,462.37
2004-01-02,471.436
2004-01-05,477.877
2004-01-06,480.743
2004-01-07,479.805
2004-01-08,482.61
2004-01-09,485.617
2004-01-12,484.295
2004-01-13,484.186
2004-01-14,481.714
2004-01-15,477.297
2004-01-16,469.857
2004-01-19,470.798
2004-01-20,476.113
2004-01-21,483.069
2004-01-22,490.572
2004-01-23,490.367
2004-01-26,479.518
2004-01-27,483.043
2004-01-28,486.097
2004-01-29,470.154
2004-01-30,466.25
2004-02-02,468.683
2004-02-03,472.859
2004-02-04,465.619
2004-02-05,472.92
2004-02-06,483.211
2004-02-09,490.074
2004-02-10,493.209
2004-02-11,494.032
2004-02-12,501.164
2004-02-13,495.996
2004-02-16,497.108
2004-02-17,499.822
2004-02-18,501.49
2004-02-19,500.926
2004-02-20,489.711
2004-02-23,488.474
2004-02-24,487.114
2004-02-25,483.645
2004-02-26,477.66
2004-02-27,483.422
2004-03-01,486.687
2004-03-02,483.637
2004-03-03,471.657
2004-03-04,477.79
2004-03-05,487.373
2004-03-08,485.632
2004-03-09,482.849
2004-03-10,476.012
2004-03-11,466.67
2004-03-12,459.063
2004-03-15,439.681
2004-03-16,451.217
2004-03-17,455.143
2004-03-18,453.486
2004-03-19,455.575
2004-03-22,447.221
2004-03-23,447.951
2004-03-24,443.502
2004-03-25,451.482
2004-03-26,451.438
2004-03-29,456.81
2004-03-30,456.731
2004-03-31,460.438
2004-04-01,467.56
2004-04-02,470.418
2004-04-05,466.163
2004-04-06,468.503
2004-04-07,474.154
2004-04-08,476.894
2004-04-09,476.894
2004-04-12,475.554
2004-04-13,472.619
2004-04-14,468.126
2004-04-15,465.352
2004-04-16,473.868
2004-04-19,471.274
2004-04-20,468.916
2004-04-21,461.736
2004-04-22,461.336
2004-04-23,462.055
2004-04-26,464.991
2004-04-27,467.194
2004-04-28,457.519
2004-04-29,457.053
2004-04-30,455.514
2004-05-03,458.323
2004-05-04,461.772
2004-05-05,468.715
2004-05-06,459.397
2004-05-07,447.075
2004-05-10,433.325
2004-05-11,437.466
2004-05-12,434.908
2004-05-13,434.952
2004-05-14,431.698
2004-05-17,431.126
2004-05-18,433.452
2004-05-19,447.232
2004-05-20,438.291
2004-05-21,440.226
2004-05-24,443.293
2004-05-25,445.744
2004-05-26,450.21
2004-05-27,459.278
2004-05-28,456.193
2004-05-31,456.489
2004-06-01,450.078
2004-06-02,455.018
2004-06-03,453.859
2004-06-04,460.536
2004-06-07,469.642
2004-06-08,467.067
2004-06-09,458.76
2004-06-10,461.104
2004-06-11,456.049
2004-06-14,452.731
2004-06-15,456.913
2004-06-16,457.343
2004-06-17,460.124
2004-06-18,463.791
2004-06-21,463.514
2004-06-22,459.245
2004-06-23,461.473
2004-06-24,468.441
2004-06-25,463.65
2004-06-28,469.395
2004-06-29,462.969
2004-06-30,462.122
2004-07-01,463.931
2004-07-02,466.284
2004-07-05,467.489
2004-07-06,464.852
2004-07-07,471.658
2004-07-08,475.065
2004-07-09,471.497
2004-07-12,472.232
2004-07-13,470.84
2004-07-14,470.705
2004-07-15,466.868
2004-07-16,471.03
2004-07-19,468.435
2004-07-20,467.184
2004-07-21,463.885
2004-07-22,459.408
2004-07-23,448.59
2004-07-26,442.452
2004-07-27,446.254
2004-07-28,443.389
2004-07-29,447.986
2004-07-30,450.401
2004-08-02,447.753
2004-08-03,449.397
2004-08-04,444.626
2004-08-05,445.604
2004-08-06,444.276
2004-08-09,440.64
2004-08-10,443.909
2004-08-11,436.718
2004-08-12,438.632
2004-08-13,439.95
2004-08-16,439.63
2004-08-17,444.208
2004-08-18,445.826
2004-08-19,449.226
2004-08-20,446.532
2004-08-23,446.897
2004-08-24,443.969
2004-08-25,442.582
2004-08-26,445.755
2004-08-27,446.426
2004-08-30,446.094
2004-08-31,449.183
2004-09-01,454.013
2004-09-02,455.971
2004-09-03,456.172
2004-09-06,459.377
2004-09-07,460.019
2004-09-08,460.222
2004-09-09,457.989
2004-09-10,464.075
2004-09-13,465.857
2004-09-14,465.925
2004-09-15,458.04
2004-09-16,458.473
2004-09-17,459.936
2004-09-20,456.802
2004-09-21,461.594
2004-09-22,457.848
2004-09-23,458.447
2004-09-24,456.623
2004-09-27,455.124
2004-09-28,458.545
2004-09-29,461.834
2004-09-30,464.827
2004-10-01,476.137
2004-10-04,477.271
2004-10-05,479.533
2004-10-06,480.796
2004-10-07,482.122
2004-10-08,486.437
2004-10-11,484.474
2004-10-12,481.637
2004-10-13,480.303
2004-10-14,483.401
2004-10-15,487.815
2004-10-18,489.85
2004-10-19,495.457
2004-10-20,494.724
2004-10-21,499.036
2004-10-22,501.632
2004-10-25,497.927
2004-10-26,498.031
2004-10-27,504.697
2004-10-28,510.368
2004-10-29,508.947
2004-11-01,509.927
2004-11-02,515.527
2004-11-03,521.078
2004-11-04,524.66
2004-11-05,528.175
2004-11-08,529.363
2004-11-09,524.62
2004-11-10,521.852
2004-11-11,522.653
2004-11-12,525.313
2004-11-15,525.86
2004-11-16,523.197
2004-11-17,537.239
2004-11-18,536.388
2004-11-19,538.21
2004-11-22,535.923
2004-11-23,537.551
2004-11-24,543.885
2004-11-25,552.758
2004-11-26,552.286
2004-11-29,551.602
2004-11-30,550.547
2004-12-01,555.863
2004-12-02,557.451
2004-12-03,559.508
2004-12-06,561.851
2004-12-07,564.864
2004-12-08,558.112
2004-12-09,554.723
2004-12-10,556.761
2004-12-13,564.279
2004-12-14,563.599
2004-12-15,567.579
2004-12-16,563.037
2004-12-17,558.679
2004-12-20,566.24
2004-12-21,568.238
2004-12-22,574.323
2004-12-23,581.763
2004-12-24,583.271
2004-12-27,586.531
2004-12-28,587.628
2004-12-29,588.507
2004-12-30,588.282
2004-12-31,586.663
2005-01-03,585.108
2005-01-04,576.953
2005-01-05,570.133
2005-01-06,565.645
2005-01-07,561.226
2005-01-10,562.292
2005-01-11,560.982
2005-01-12,564.858
2005-01-13,565.709
2005-01-14,560.563
2005-01-17,564.674
2005-01-18,562.021
2005-01-19,561.699
2005-01-20,553.155
2005-01-21,553.362
2005-01-24,553.419
2005-01-25,553.313
2005-01-26,560.166
2005-01-27,562.941
2005-01-28,562.186
2005-01-31,568.17
2005-02-01,569.48
2005-02-02,573.164
2005-02-03,569.587
2005-02-04,575.5
2005-02-07,573.921
2005-02-08,572.789
2005-02-09,571.888
2005-02-10,576.388
2005-02-11,585.281
2005-02-14,588.677
2005-02-15,591.025
2005-02-16,586.991
2005-02-17,590.689
2005-02-18,589.76
2005-02-21,584.401
2005-02-22,584.03
2005-02-23,582.617
2005-02-24,582.632
2005-02-25,587.33
2005-02-28,587.115
2005-03-01,588.466
2005-03-02,583.79
2005-03-03,582.921
2005-03-04,595.582
2005-03-07,594.108
2005-03-08,597.496
2005-03-09,594.144
2005-03-10,591.421
2005-03-11,593.699
2005-03-14,587.695
2005-03-15,589.067
2005-03-16,582.749
2005-03-17,582.545
2005-03-18,580.607
2005-03-21,572.22
2005-03-22,578.074
2005-03-23,566.694
2005-03-24,568.349
2005-03-25,568.349
2005-03-28,564.36
2005-03-29,567.866
2005-03-30,565.987
2005-03-31,565.793
2005-04-01,565.495
2005-04-04,554.607
2005-04-05,561.007
2005-04-06,567.063
2005-04-07,569.414
2005-04-08,566.693
2005-04-11,569.172
2005-04-12,563.686
2005-04-13,568.284
2005-04-14,564.165
2005-04-15,556.481
2005-04-18,552.57
2005-04-19,554.389
2005-04-20,553.845
2005-04-21,555.582
2005-04-22,559.901
2005-04-25,555.608
2005-04-26,553.361
2005-04-27,548.118
2005-04-28,546.526
2005-04-29,547.024
2005-05-02,551.545
2005-05-03,557.065
2005-05-04,561.638
2005-05-05,563.807
2005-05-06,560.905
2005-05-09,557.31
2005-05-10,554.063
2005-05-11,551.31
2005-05-12,550.46
2005-05-13,550.982
2005-05-16,549.456
2005-05-17,549.721
2005-05-18,558.273
2005-05-19,560.185
2005-05-20,554.111
2005-05-23,557.477
2005-05-24,555.864
2005-05-25,554.403
2005-05-26,555.003
2005-05-27,553.679
2005-05-30,554.804
2005-05-31,545.73
2005-06-01,549.241
2005-06-02,550.051
2005-06-03,546.672
2005-06-06,543.521
2005-06-07,547.827
2005-06-08,547.396
2005-06-09,541.246
2005-06-10,541.329
2005-06-13,538.78
2005-06-14,541.536
2005-06-15,542.287
2005-06-16,544.103
2005-06-17,553.817
2005-06-20,548.456
2005-06-21,551.373
2005-06-22,551.773
2005-06-23,550.089
2005-06-24,546.628
2005-06-27,546.848
2005-06-28,545.714
2005-06-29,549.708
2005-06-30,553.061
2005-07-01,551.068
2005-07-04,547.819
2005-07-05,547.959
2005-07-06,549.888
2005-07-07,540.464
2005-07-08,547.83
2005-07-11,559.113
2005-07-12,565.216
2005-07-13,563.841
2005-07-14,566.263
2005-07-15,563.276
2005-07-18,564.884
2005-07-19,567.164
2005-07-20,564.901
2005-07-21,571.713
2005-07-22,570.624
2005-07-25,568.764
2005-07-26,568.608
2005-07-27,572.627
2005-07-28,578.051
2005-07-29,580.443
2005-08-01,580.895
2005-08-02,583.672
2005-08-03,591.427
2005-08-04,588.575
2005-08-05,584.509
2005-08-08,589.085
2005-08-09,590.068
2005-08-10,596.001
2005-08-11,599.025
2005-08-12,597.091
2005-08-15,593.298
2005-08-16,588.093
2005-08-17,584.933
2005-08-18,575.542
2005-08-19,580.007
2005-08-22,586.559
2005-08-23,581.077
2005-08-24,581.197
2005-08-25,577.136
2005-08-26,573.692
2005-08-29,573.102
2005-08-30,567.569
2005-08-31,576.982
2005-09-01,591.646
2005-09-02,595.732
2005-09-05,601.119
2005-09-06,609.374
2005-09-07,608.397
2005-09-08,608.415
2005-09-09,611.894
2005-09-12,604.794
2005-09-13,600.794
2005-09-14,603.969
2005-09-15,599.851
2005-09-16,601.554
2005-09-19,597.339
2005-09-20,601.754
2005-09-21,598.343
2005-09-22,597.343
2005-09-23,599.871
2005-09-26,606.571
2005-09-27,602.096
2005-09-28,609.877
2005-09-29,609.079
2005-09-30,613.055
2005-10-03,608.737
2005-10-04,612.277
2005-10-05,607.387
2005-10-06,613.761
2005-10-07,611.75
2005-10-10,611.543
2005-10-11,608.649
2005-10-12,605.548
2005-10-13,594.629
2005-10-14,606.889
2005-10-17,606.015
2005-10-18,595.192
2005-10-19,592.555
2005-10-20,591.556
2005-10-21,592.857
2005-10-24,598.983
2005-10-25,599.838
2005-10-26,598.372
2005-10-27,592.827
2005-10-28,591.209
2005-10-31,592.817
2005-11-01,588.872
2005-11-02,592.749
2005-11-03,592.262
2005-11-04,578.593
2005-11-07,577.922
2005-11-08,577.752
2005-11-09,577.014
