Date,SWEDEN SMALL GROWTH Small Cap
2012-07-31,825.213
2012-08-31,846.112
2012-09-28,875.919
2012-10-31,850.438
2012-11-30,858.362
2012-12-31,904.12
2013-01-31,956.909
2013-02-28,1018.437
2013-03-29,1016.816
2013-04-30,1022.245
2013-05-31,1019.812
2013-06-28,979.568
2013-07-31,1090.241
2013-08-30,1074.229
2013-09-30,1181.328
2013-10-31,1195.585
2013-11-29,1227.039
2013-12-31,1260.373
2014-01-31,1229.831
2014-02-28,1373.459
2014-03-31,1343.224
2014-04-30,1364.751
2014-05-30,1405.913
2014-06-30,1408.282
2014-07-31,1308.759
2014-08-29,1311.175
2014-09-30,1226.263
2014-10-31,1281.196
2014-11-28,1301.041
2014-12-31,1265.147
2015-01-30,1257.898
2015-02-27,1364.134
2015-03-31,1313.157
2015-04-30,1418.689
2015-05-29,1406.874
2015-06-30,1351.426
2015-07-31,1417.15
2015-08-31,1401.787
2015-09-30,1427.839
2015-10-30,1536.858
2015-11-30,1608.834
2015-12-31,1659.663
2016-01-29,1459.043
2016-02-29,1491.445
2016-03-31,1601.422
2016-04-29,1590.615
2016-05-31,1627.576
2016-06-30,1502.734
2016-07-29,1588.45
2016-08-31,1606.185
2016-09-30,1659.158
2016-10-31,1508.21
2016-11-30,1440.308
2016-12-30,1515.88
2017-01-31,1557.924
2017-02-28,1579.305
2017-03-31,1582.313
2017-04-28,1686.286
2017-05-31,1751.138
2017-06-30,1741.333
2017-07-31,1769.451
2017-08-31,1762.641
2017-09-29,1787.629
2017-10-31,1759.392
2017-11-30,1714.608
2017-12-29,1756.061
2018-01-31,1864.87
2018-02-28,1750.612
2018-03-30,1706.076
2018-04-30,1756.07
2018-05-31,1779.397
2018-06-29,1771.918
2018-07-31,1865.869
2018-08-31,1832.47
2018-09-28,1835.64
2018-10-31,1645.991
2018-11-30,1609.398
2018-12-31,1551.84
2019-01-31,1652.776
2019-02-28,1688.837
2019-03-29,1710.792
2019-04-30,1728.183
2019-05-31,1687.146
2019-06-28,1817.625
2019-07-31,1800.42
2019-08-30,1728.662
2019-09-30,1735.002
2019-10-31,1808.508
2019-11-29,1889.09
2019-12-31,2019.842
2020-01-31,1999.656
2020-02-28,1848.643
2020-03-31,1559.002
2020-04-30,1793.485
2020-05-29,2060.734
2020-06-30,2124.983
2020-07-31,2407.939
2020-08-31,2570.374
2020-09-30,2640.646
2020-10-30,2437.97
2020-11-30,2780.82
2020-12-31,3085.813
2021-01-29,2987.561
2021-02-26,3084.346
2021-03-31,3081.465
2021-04-30,3390.167
2021-05-31,3490.002
2021-06-30,3407.599
2021-07-30,3738.738
2021-08-31,3788.461
2021-09-30,3452.644
2021-10-29,3664.482
2021-11-30,3514.332
2021-12-31,3637.993
2022-01-31,2995.302
2022-02-28,2757.031
2022-03-31,2902.297
2022-04-29,2606.023
2022-05-31,2555.922
2022-06-30,2085.973
2022-07-29,2381.782
2022-08-31,2036.995
2022-09-30,1727.042
2022-10-31,1851.216
2022-11-30,2037.082
2022-12-30,2063.937
2023-01-31,2212.703
2023-02-28,2305.842
2023-03-31,2336.895
2023-04-28,2400.969
2023-05-31,2234.693
2023-06-30,2216.934
2023-07-31,2247.616
2023-08-31,2035.903
2023-09-29,1919.749
2023-10-31,1785.974
2023-11-30,2129.243
2023-12-29,2444.519
2024-01-31,2336.966
2024-02-29,2396.387
2024-03-29,2457.013
2024-04-30,2379.224
2024-05-31,2662.17
2024-06-28,2603.428
2024-07-31,2741.021
2024-08-30,2865.934
2024-09-30,2906.156
2024-10-31,2594.94
2024-11-29,2505.804
2024-12-31,2544.912
2025-01-31,2711.722
2025-02-28,2739.007
2025-03-31,2681.217
2025-04-30,2825.992
2025-05-30,2874.956
2025-06-30,2935.118
2025-07-31,2849.716
2025-08-29,2912.108
2025-09-30,2850.249
2025-10-31,2883.857
2025-11-28,2841.817
