Date,SWEDEN SMALL GROWTH Small Cap
2007-02-28,860.021
2007-03-30,902.117
2007-04-30,982.581
2007-05-31,1000.0
2007-06-29,955.977
2007-07-31,955.535
2007-08-31,916.039
2007-09-28,947.82
2007-10-31,974.583
2007-11-30,928.466
2007-12-31,903.872
2008-01-31,799.496
2008-02-29,900.885
2008-03-31,914.546
2008-04-30,907.299
2008-05-30,968.977
2008-06-30,884.175
2008-07-31,797.489
2008-08-29,753.715
2008-09-30,570.109
2008-10-31,382.427
2008-11-28,335.991
2008-12-31,336.846
2009-01-30,324.336
2009-02-27,300.434
2009-03-31,330.558
2009-04-30,436.422
2009-05-29,496.104
2009-06-30,471.372
2009-07-31,542.386
2009-08-31,579.019
2009-09-30,619.067
2009-10-30,648.682
2009-11-30,670.413
2009-12-31,676.194
2010-01-29,675.719
2010-02-26,698.022
2010-03-31,754.237
2010-04-30,746.109
2010-05-31,636.766
2010-06-30,612.199
2010-07-30,693.316
2010-08-31,650.628
2010-09-30,790.114
2010-10-29,792.785
2010-11-30,748.709
2010-12-31,855.554
2011-01-31,870.169
2011-02-28,868.746
2011-03-31,906.692
2011-04-29,960.523
2011-05-31,930.441
2011-06-30,892.44
2011-07-29,860.857
2011-08-31,778.674
2011-09-30,682.538
2011-10-31,804.43
2011-11-30,759.322
2011-12-30,767.393
2012-01-31,817.942
2012-02-29,869.78
2012-03-30,871.499
2012-04-30,867.561
2012-05-31,781.044
2012-06-29,815.344
2012-07-31,853.17
2012-08-31,874.777
2012-09-28,905.73
2012-10-31,879.382
2012-11-30,887.576
2012-12-31,934.999
2013-01-31,989.591
2013-02-28,1053.22
2013-03-29,1052.795
2013-04-30,1062.199
2013-05-31,1062.167
2013-06-28,1020.252
2013-07-31,1135.521
2013-08-30,1118.844
2013-09-30,1230.552
2013-10-31,1245.403
2013-11-29,1278.167
2013-12-31,1312.997
2014-01-31,1281.179
2014-02-28,1430.805
2014-03-31,1400.477
2014-04-30,1427.083
2014-05-30,1472.912
2014-06-30,1475.394
2014-07-31,1371.128
2014-08-29,1373.659
2014-09-30,1284.824
2014-10-31,1342.381
2014-11-28,1363.173
2014-12-31,1325.565
2015-01-30,1317.97
2015-02-27,1429.279
2015-03-31,1377.019
2015-04-30,1490.739
2015-05-29,1481.269
2015-06-30,1422.889
2015-07-31,1492.089
2015-08-31,1475.913
2015-09-30,1503.66
2015-10-30,1618.468
2015-11-30,1694.265
2015-12-31,1747.826
2016-01-29,1536.626
2016-02-29,1570.751
2016-03-31,1687.742
2016-04-29,1679.527
2016-05-31,1722.992
2016-06-30,1591.03
2016-07-29,1681.852
2016-08-31,1700.629
2016-09-30,1756.906
2016-10-31,1597.225
2016-11-30,1525.399
2016-12-30,1605.549
2017-01-31,1650.122
2017-02-28,1672.769
2017-03-31,1677.396
2017-04-28,1791.547
2017-05-31,1864.211
2017-06-30,1854.397
2017-07-31,1884.341
2017-08-31,1877.253
2017-09-29,1904.224
2017-10-31,1874.564
2017-11-30,1826.849
2017-12-29,1871.249
2018-01-31,1987.246
2018-02-28,1865.647
2018-03-30,1819.7
2018-04-30,1878.781
2018-05-31,1906.105
2018-06-29,1898.608
2018-07-31,1999.333
2018-08-31,1963.753
2018-09-28,1967.15
2018-10-31,1764.29
2018-11-30,1725.067
2018-12-31,1663.643
2019-01-31,1771.917
2019-02-28,1810.578
2019-03-29,1835.81
2019-04-30,1857.676
2019-05-31,1816.798
2019-06-28,1957.303
2019-07-31,1938.802
2019-08-30,1861.779
2019-09-30,1868.897
2019-10-31,1948.725
2019-11-29,2035.623
2019-12-31,2176.807
2020-01-31,2155.052
2020-02-28,1992.493
2020-03-31,1681.375
2020-04-30,1935.104
2020-05-29,2223.607
2020-06-30,2293.744
2020-07-31,2599.185
2020-08-31,2775.004
2020-09-30,2851.718
2020-10-30,2633.607
2020-11-30,3004.323
2020-12-31,3334.095
2021-01-29,3227.95
2021-02-26,3332.522
2021-03-31,3330.031
2021-04-30,3670.184
2021-05-31,3779.974
2021-06-30,3691.352
2021-07-30,4050.093
2021-08-31,4104.52
2021-09-30,3740.871
2021-10-29,3971.301
2021-11-30,3808.924
2021-12-31,3943.322
2022-01-31,3246.701
2022-02-28,2988.758
2022-03-31,3147.749
2022-04-29,2832.516
2022-05-31,2780.716
2022-06-30,2271.437
2022-07-29,2593.715
2022-08-31,2218.911
2022-09-30,1881.898
2022-10-31,2018.237
2022-11-30,2221.252
2022-12-30,2250.629
2023-01-31,2412.967
2023-02-28,2514.857
2023-03-31,2550.009
2023-04-28,2623.968
2023-05-31,2445.205
2023-06-30,2425.787
2023-07-31,2459.385
2023-08-31,2228.52
2023-09-29,2101.762
2023-10-31,1956.055
2023-11-30,2332.618
2023-12-29,2678.132
2024-01-31,2560.411
2024-02-29,2625.841
2024-03-29,2692.827
2024-04-30,2613.612
2024-05-31,2928.084
2024-06-28,2863.505
2024-07-31,3014.868
2024-08-30,3152.88
2024-09-30,3198.223
2024-10-31,2856.398
2024-11-29,2758.421
2024-12-31,2801.925
2025-01-31,2985.935
2025-02-28,3016.01
2025-03-31,2953.142
2025-04-30,3120.47
2025-05-30,3180.461
2025-06-30,3247.045
2025-07-31,3152.778
2025-08-29,3221.804
2025-09-30,3154.233
2025-10-31,3192.377
2025-11-28,3146.427
2025-12-31,3196.529
2026-01-30,3170.407
