Date,SWEDEN SMALL GROWTH Small Cap
2001-08-29,213.457
2001-08-30,210.557
2001-08-31,210.643
2001-09-03,205.983
2001-09-04,201.641
2001-09-05,198.89
2001-09-06,199.351
2001-09-07,196.521
2001-09-10,193.755
2001-09-11,177.449
2001-09-12,183.925
2001-09-13,187.744
2001-09-14,186.079
2001-09-17,181.897
2001-09-18,176.237
2001-09-19,176.77
2001-09-20,170.198
2001-09-21,160.719
2001-09-24,166.263
2001-09-25,172.436
2001-09-26,174.695
2001-09-27,176.167
2001-09-28,179.004
2001-10-01,178.469
2001-10-02,177.704
2001-10-03,178.96
2001-10-04,184.052
2001-10-05,188.517
2001-10-08,188.256
2001-10-09,189.191
2001-10-10,189.518
2001-10-11,195.834
2001-10-12,197.602
2001-10-15,198.236
2001-10-16,198.296
2001-10-17,200.439
2001-10-18,196.836
2001-10-19,194.693
2001-10-22,192.254
2001-10-23,195.877
2001-10-24,196.991
2001-10-25,197.211
2001-10-26,198.509
2001-10-29,201.999
2001-10-30,198.569
2001-10-31,200.274
2001-11-01,199.414
2001-11-02,200.094
2001-11-05,200.854
2001-11-06,202.513
2001-11-07,204.945
2001-11-08,204.481
2001-11-09,202.96
2001-11-12,202.53
2001-11-13,206.545
2001-11-14,212.113
2001-11-15,215.731
2001-11-16,219.422
2001-11-19,220.787
2001-11-20,218.185
2001-11-21,216.007
2001-11-22,220.182
2001-11-23,223.221
2001-11-26,228.34
2001-11-27,226.587
2001-11-28,227.088
2001-11-29,225.817
2001-11-30,226.127
2001-12-03,223.338
2001-12-04,226.622
2001-12-05,232.892
2001-12-06,234.69
2001-12-07,237.013
2001-12-10,234.111
2001-12-11,233.892
2001-12-12,233.699
2001-12-13,231.417
2001-12-14,230.17
2001-12-17,232.376
2001-12-18,233.217
2001-12-19,231.268
2001-12-20,227.243
2001-12-21,227.443
2001-12-24,224.437
2001-12-25,224.437
2001-12-26,223.674
2001-12-27,230.76
2001-12-28,235.273
2001-12-31,237.186
2002-01-01,237.186
2002-01-02,239.601
2002-01-03,245.62
2002-01-04,244.625
2002-01-07,245.158
2002-01-08,241.49
2002-01-09,243.622
2002-01-10,245.113
2002-01-11,249.693
2002-01-14,243.318
2002-01-15,243.888
2002-01-16,236.689
2002-01-17,238.029
2002-01-18,238.094
2002-01-21,238.437
2002-01-22,238.53
2002-01-23,243.178
2002-01-24,241.334
2002-01-25,236.909
2002-01-28,235.284
2002-01-29,235.155
2002-01-30,234.616
2002-01-31,238.178
2002-02-01,239.595
2002-02-04,239.556
2002-02-05,238.57
2002-02-06,238.963
2002-02-07,236.582
2002-02-08,235.332
2002-02-11,237.725
2002-02-12,236.443
2002-02-13,237.261
2002-02-14,236.245
2002-02-15,235.562
2002-02-18,235.11
2002-02-19,234.607
2002-02-20,231.562
2002-02-21,236.325
2002-02-22,237.173
2002-02-25,236.444
2002-02-26,237.83
2002-02-27,240.709
2002-02-28,242.32
2002-03-01,243.859
2002-03-04,252.916
2002-03-05,254.205
2002-03-06,253.777
2002-03-07,257.165
2002-03-08,259.195
2002-03-11,258.001
2002-03-12,251.941
2002-03-13,251.748
2002-03-14,252.624
2002-03-15,252.258
2002-03-18,253.117
2002-03-19,255.001
2002-03-20,255.385
2002-03-21,254.502
2002-03-22,254.735
2002-03-25,254.369
2002-03-26,254.516
2002-03-27,253.831
2002-03-28,254.488
2002-03-29,254.488
2002-04-01,257.0
2002-04-02,257.329
2002-04-03,254.287
2002-04-04,254.432
2002-04-05,255.911
2002-04-08,250.769
2002-04-09,250.072
2002-04-10,250.426
2002-04-11,249.97
2002-04-12,249.882
2002-04-15,251.678
2002-04-16,252.359
2002-04-17,254.67
2002-04-18,252.674
2002-04-19,251.534
2002-04-22,245.643
2002-04-23,244.719
2002-04-24,244.604
2002-04-25,244.535
2002-04-26,249.263
2002-04-29,247.442
2002-04-30,245.223
2002-05-01,246.663
2002-05-02,246.821
2002-05-03,247.069
2002-05-06,247.286
2002-05-07,241.694
2002-05-08,246.269
2002-05-09,245.846
2002-05-10,244.902
2002-05-13,244.667
2002-05-14,245.911
2002-05-15,249.364
2002-05-16,251.226
2002-05-17,254.083
2002-05-20,254.807
2002-05-21,255.187
2002-05-22,255.731
2002-05-23,254.142
2002-05-24,253.718
2002-05-27,253.111
2002-05-28,255.296
2002-05-29,252.485
2002-05-30,251.794
2002-05-31,252.545
2002-06-03,251.478
2002-06-04,248.319
2002-06-05,247.967
2002-06-06,249.466
2002-06-07,244.071
2002-06-10,245.845
2002-06-11,247.857
2002-06-12,245.264
2002-06-13,241.599
2002-06-14,234.951
2002-06-17,236.713
2002-06-18,238.589
2002-06-19,239.296
2002-06-20,236.502
2002-06-21,237.964
2002-06-24,235.392
2002-06-25,239.35
2002-06-26,239.739
2002-06-27,243.643
2002-06-28,247.402
2002-07-01,249.936
2002-07-02,245.969
2002-07-03,240.576
2002-07-04,240.233
2002-07-05,244.274
2002-07-08,247.125
2002-07-09,246.475
2002-07-10,240.888
2002-07-11,235.457
2002-07-12,235.073
2002-07-15,236.781
2002-07-16,234.968
2002-07-17,236.952
2002-07-18,240.599
2002-07-19,236.296
2002-07-22,223.715
2002-07-23,213.318
2002-07-24,202.265
2002-07-25,211.215
2002-07-26,206.874
2002-07-29,214.472
2002-07-30,219.067
2002-07-31,219.668
2002-08-01,215.367
2002-08-02,212.242
2002-08-05,206.072
2002-08-06,204.602
2002-08-07,209.249
2002-08-08,212.879
2002-08-09,214.407
2002-08-12,217.423
2002-08-13,217.96
2002-08-14,213.868
2002-08-15,215.724
2002-08-16,213.606
2002-08-19,215.158
2002-08-20,213.202
2002-08-21,218.309
2002-08-22,217.209
2002-08-23,215.452
2002-08-26,214.815
2002-08-27,215.714
2002-08-28,214.734
2002-08-29,213.084
2002-08-30,209.316
2002-09-02,209.902
2002-09-03,206.355
2002-09-04,204.003
2002-09-05,202.705
2002-09-06,205.254
2002-09-09,203.429
2002-09-10,204.251
2002-09-11,208.349
2002-09-12,203.983
2002-09-13,203.052
2002-09-16,203.332
2002-09-17,202.443
2002-09-18,199.304
2002-09-19,198.046
2002-09-20,197.827
2002-09-23,191.183
2002-09-24,185.226
2002-09-25,186.694
2002-09-26,187.852
2002-09-27,187.962
2002-09-30,181.983
2002-10-01,180.818
2002-10-02,182.053
2002-10-03,181.429
2002-10-04,177.168
2002-10-07,173.943
2002-10-08,169.337
2002-10-09,167.787
2002-10-10,171.497
2002-10-11,177.063
2002-10-14,177.711
2002-10-15,187.51
2002-10-16,186.456
2002-10-17,188.752
2002-10-18,189.48
2002-10-21,191.875
2002-10-22,193.276
2002-10-23,194.978
2002-10-24,195.3
2002-10-25,197.31
2002-10-28,205.887
2002-10-29,200.556
2002-10-30,208.07
2002-10-31,211.621
2002-11-01,213.146
2002-11-04,213.875
2002-11-05,216.309
2002-11-06,217.099
2002-11-07,217.414
2002-11-08,217.767
2002-11-11,214.055
2002-11-12,218.075
2002-11-13,218.876
2002-11-14,220.728
2002-11-15,222.427
2002-11-18,224.592
2002-11-19,222.896
2002-11-20,221.451
2002-11-21,230.308
2002-11-22,230.052
2002-11-25,225.026
2002-11-26,223.083
2002-11-27,228.577
2002-11-28,231.469
2002-11-29,233.383
2002-12-02,232.895
2002-12-03,228.371
2002-12-04,228.285
2002-12-05,230.674
2002-12-06,229.316
2002-12-09,226.144
2002-12-10,226.641
2002-12-11,228.409
2002-12-12,227.822
2002-12-13,228.091
2002-12-16,227.805
2002-12-17,227.812
2002-12-18,221.776
2002-12-19,223.191
2002-12-20,224.761
2002-12-23,222.924
2002-12-24,224.05
2002-12-25,224.05
2002-12-26,224.486
2002-12-27,223.022
2002-12-30,226.09
2002-12-31,227.312
2003-01-01,227.312
2003-01-02,229.433
2003-01-03,232.035
2003-01-06,233.332
2003-01-07,233.337
2003-01-08,225.979
2003-01-09,227.17
2003-01-10,227.176
2003-01-13,228.8
2003-01-14,230.047
2003-01-15,228.753
2003-01-16,228.15
2003-01-17,227.352
2003-01-20,229.522
2003-01-21,228.039
2003-01-22,226.012
2003-01-23,225.503
2003-01-24,225.821
2003-01-27,221.781
2003-01-28,216.14
2003-01-29,214.123
2003-01-30,215.582
2003-01-31,214.821
2003-02-03,216.827
2003-02-04,216.301
2003-02-05,215.17
2003-02-06,213.738
2003-02-07,212.739
2003-02-10,207.941
2003-02-11,211.638
2003-02-12,210.49
2003-02-13,213.735
2003-02-14,215.146
2003-02-17,219.749
2003-02-18,219.832
2003-02-19,220.706
2003-02-20,220.981
2003-02-21,220.592
2003-02-24,219.302
2003-02-25,215.505
2003-02-26,216.315
2003-02-27,215.841
2003-02-28,216.972
2003-03-03,219.581
2003-03-04,219.87
2003-03-05,221.315
2003-03-06,220.474
2003-03-07,218.064
2003-03-10,215.72
2003-03-11,213.522
2003-03-12,210.898
2003-03-13,213.153
2003-03-14,214.018
2003-03-17,216.191
2003-03-18,215.543
2003-03-19,216.509
2003-03-20,218.652
2003-03-21,220.376
2003-03-24,217.428
2003-03-25,217.125
2003-03-26,217.764
2003-03-27,215.468
2003-03-28,215.359
2003-03-31,212.844
2003-04-01,213.685
2003-04-02,216.427
2003-04-03,216.822
2003-04-04,217.556
2003-04-07,221.519
2003-04-08,221.771
2003-04-09,222.18
2003-04-10,222.479
2003-04-11,223.963
2003-04-14,224.892
2003-04-15,225.699
2003-04-16,226.627
2003-04-17,228.028
2003-04-18,228.028
2003-04-21,227.331
2003-04-22,230.084
2003-04-23,234.12
2003-04-24,235.876
2003-04-25,233.424
2003-04-28,236.765
2003-04-29,241.189
2003-04-30,244.709
2003-05-01,247.128
2003-05-02,246.708
2003-05-05,250.482
2003-05-06,252.089
2003-05-07,252.202
2003-05-08,249.093
2003-05-09,250.453
2003-05-12,252.068
2003-05-13,254.04
2003-05-14,252.591
2003-05-15,252.026
2003-05-16,254.271
2003-05-19,253.248
2003-05-20,252.997
2003-05-21,252.423
2003-05-22,253.792
2003-05-23,255.84
2003-05-26,257.177
2003-05-27,259.157
2003-05-28,260.723
2003-05-29,261.96
2003-05-30,263.057
2003-06-02,263.225
2003-06-03,261.97
2003-06-04,262.071
2003-06-05,268.658
2003-06-06,265.369
2003-06-09,266.291
2003-06-10,262.597
2003-06-11,268.391
2003-06-12,272.175
2003-06-13,269.794
2003-06-16,272.24
2003-06-17,276.415
2003-06-18,271.379
2003-06-19,268.957
2003-06-20,267.333
2003-06-23,264.067
2003-06-24,261.551
2003-06-25,263.277
2003-06-26,262.902
2003-06-27,266.339
2003-06-30,267.196
2003-07-01,267.738
2003-07-02,268.625
2003-07-03,271.108
2003-07-04,269.324
2003-07-07,269.613
2003-07-08,270.777
2003-07-09,270.748
2003-07-10,269.115
2003-07-11,266.946
2003-07-14,269.727
2003-07-15,268.964
2003-07-16,266.538
2003-07-17,263.691
2003-07-18,263.831
2003-07-21,265.086
2003-07-22,264.638
2003-07-23,269.019
2003-07-24,269.578
2003-07-25,271.542
2003-07-28,269.571
2003-07-29,268.816
2003-07-30,267.344
2003-07-31,265.815
2003-08-01,267.535
2003-08-04,268.762
2003-08-05,268.103
2003-08-06,266.342
2003-08-07,269.397
2003-08-08,271.005
2003-08-11,268.317
2003-08-12,269.5
2003-08-13,272.461
2003-08-14,273.955
2003-08-15,274.83
2003-08-18,274.629
2003-08-19,273.495
2003-08-20,273.748
2003-08-21,273.9
2003-08-22,271.95
2003-08-25,270.904
2003-08-26,267.496
2003-08-27,269.95
2003-08-28,270.076
2003-08-29,273.428
2003-09-01,278.058
2003-09-02,276.276
2003-09-03,283.728
2003-09-04,285.472
2003-09-05,290.864
2003-09-08,291.33
2003-09-09,291.015
2003-09-10,290.891
2003-09-11,290.319
2003-09-12,292.71
2003-09-15,292.604
2003-09-16,290.634
2003-09-17,292.792
2003-09-18,295.67
2003-09-19,295.966
2003-09-22,293.372
2003-09-23,294.761
2003-09-24,294.984
2003-09-25,291.742
2003-09-26,289.748
2003-09-29,292.539
2003-09-30,289.966
2003-10-01,293.602
2003-10-02,296.327
2003-10-03,298.706
2003-10-06,300.392
2003-10-07,303.385
2003-10-08,304.13
2003-10-09,302.786
2003-10-10,303.286
2003-10-13,302.218
2003-10-14,307.145
2003-10-15,306.358
2003-10-16,307.258
2003-10-17,306.612
2003-10-20,305.188
2003-10-21,306.783
2003-10-22,303.313
2003-10-23,307.415
2003-10-24,307.941
2003-10-27,309.105
2003-10-28,310.149
2003-10-29,312.801
2003-10-30,313.09
2003-10-31,309.9
2003-11-03,310.021
2003-11-04,314.267
2003-11-05,314.397
2003-11-06,315.5
2003-11-07,321.09
2003-11-10,320.236
2003-11-11,320.019
2003-11-12,322.63
2003-11-13,325.763
2003-11-14,326.669
2003-11-17,326.004
2003-11-18,326.597
2003-11-19,324.345
2003-11-20,324.976
2003-11-21,327.073
2003-11-24,326.175
2003-11-25,327.801
2003-11-26,329.352
2003-11-27,332.023
2003-11-28,331.378
2003-12-01,335.909
2003-12-02,339.285
2003-12-03,342.394
2003-12-04,343.609
2003-12-05,346.369
2003-12-08,348.07
2003-12-09,349.995
2003-12-10,347.19
2003-12-11,343.299
2003-12-12,346.404
2003-12-15,347.766
2003-12-16,345.102
2003-12-17,344.661
2003-12-18,344.746
2003-12-19,346.352
2003-12-22,346.778
2003-12-23,350.799
2003-12-24,351.111
2003-12-25,351.111
2003-12-26,350.7
2003-12-29,354.835
2003-12-30,356.313
2003-12-31,358.495
2004-01-01,358.495
2004-01-02,361.381
2004-01-05,364.157
2004-01-06,364.351
2004-01-07,361.692
2004-01-08,362.621
2004-01-09,364.264
2004-01-12,361.773
2004-01-13,364.28
2004-01-14,361.49
2004-01-15,361.93
2004-01-16,357.957
2004-01-19,358.7
2004-01-20,360.515
2004-01-21,362.378
2004-01-22,370.175
2004-01-23,367.685
2004-01-26,367.904
2004-01-27,369.258
2004-01-28,368.391
2004-01-29,358.488
2004-01-30,361.5
2004-02-02,362.262
2004-02-03,367.06
2004-02-04,366.724
2004-02-05,369.533
2004-02-06,381.88
2004-02-09,384.363
2004-02-10,384.565
2004-02-11,380.657
2004-02-12,383.591
2004-02-13,384.069
2004-02-16,382.94
2004-02-17,386.378
2004-02-18,388.194
2004-02-19,385.641
2004-02-20,380.35
2004-02-23,377.942
2004-02-24,376.661
2004-02-25,372.548
2004-02-26,370.493
2004-02-27,371.413
2004-03-01,374.768
2004-03-02,372.938
2004-03-03,370.028
2004-03-04,371.486
2004-03-05,379.697
2004-03-08,381.182
2004-03-09,377.92
2004-03-10,371.693
2004-03-11,363.217
2004-03-12,357.289
2004-03-15,357.466
2004-03-16,361.736
2004-03-17,363.976
2004-03-18,365.447
2004-03-19,363.628
2004-03-22,357.909
2004-03-23,358.625
2004-03-24,351.915
2004-03-25,355.113
2004-03-26,353.325
2004-03-29,358.169
2004-03-30,360.421
2004-03-31,367.536
2004-04-01,374.475
2004-04-02,368.705
2004-04-05,368.542
2004-04-06,367.2
2004-04-07,374.196
2004-04-08,375.02
2004-04-09,375.02
2004-04-12,373.111
2004-04-13,369.791
2004-04-14,365.173
2004-04-15,363.421
2004-04-16,368.026
2004-04-19,366.363
2004-04-20,368.655
2004-04-21,364.559
2004-04-22,369.437
2004-04-23,372.331
2004-04-26,374.393
2004-04-27,373.448
2004-04-28,368.299
2004-04-29,367.571
2004-04-30,368.768
2004-05-03,370.129
2004-05-04,374.198
2004-05-05,381.393
2004-05-06,375.023
2004-05-07,366.659
2004-05-10,350.065
2004-05-11,353.763
2004-05-12,356.845
2004-05-13,360.266
2004-05-14,360.224
2004-05-17,360.738
2004-05-18,362.212
2004-05-19,371.157
2004-05-20,368.415
2004-05-21,370.808
2004-05-24,369.787
2004-05-25,371.993
2004-05-26,374.227
2004-05-27,383.143
2004-05-28,380.624
2004-05-31,380.624
2004-06-01,380.05
2004-06-02,381.881
2004-06-03,380.406
2004-06-04,382.618
2004-06-07,389.67
2004-06-08,389.401
2004-06-09,379.755
2004-06-10,376.441
2004-06-11,374.541
2004-06-14,374.808
2004-06-15,374.005
2004-06-16,373.384
2004-06-17,375.059
2004-06-18,377.384
2004-06-21,377.315
2004-06-22,373.468
2004-06-23,374.491
2004-06-24,382.864
2004-06-25,381.917
2004-06-28,385.08
2004-06-29,381.02
2004-06-30,377.152
2004-07-01,378.082
2004-07-02,379.934
2004-07-05,374.563
2004-07-06,372.87
2004-07-07,375.107
2004-07-08,374.653
2004-07-09,372.795
2004-07-12,373.01
2004-07-13,373.388
2004-07-14,374.831
2004-07-15,373.8
2004-07-16,374.525
2004-07-19,370.197
2004-07-20,367.35
2004-07-21,366.888
2004-07-22,361.594
2004-07-23,355.398
2004-07-26,356.156
2004-07-27,356.203
2004-07-28,353.091
2004-07-29,358.436
2004-07-30,357.973
2004-08-02,357.636
2004-08-03,359.712
2004-08-04,358.317
2004-08-05,358.562
2004-08-06,359.306
2004-08-09,356.082
2004-08-10,359.348
2004-08-11,352.85
2004-08-12,352.233
2004-08-13,353.057
2004-08-16,353.952
2004-08-17,354.841
2004-08-18,353.151
2004-08-19,356.504
2004-08-20,356.637
2004-08-23,356.458
2004-08-24,355.648
2004-08-25,354.282
2004-08-26,355.638
2004-08-27,353.799
2004-08-30,353.922
2004-08-31,355.532
2004-09-01,357.477
2004-09-02,358.664
2004-09-03,357.47
2004-09-06,358.575
2004-09-07,356.628
2004-09-08,358.415
2004-09-09,357.36
2004-09-10,363.575
2004-09-13,365.558
2004-09-14,370.851
2004-09-15,367.126
2004-09-16,368.98
2004-09-17,369.931
2004-09-20,370.776
2004-09-21,376.244
2004-09-22,377.549
2004-09-23,377.82
2004-09-24,374.73
2004-09-27,372.978
2004-09-28,376.148
2004-09-29,383.51
2004-09-30,385.065
2004-10-01,390.821
2004-10-04,387.263
2004-10-05,387.672
2004-10-06,387.419
2004-10-07,387.387
2004-10-08,389.651
2004-10-11,386.724
2004-10-12,381.755
2004-10-13,381.221
2004-10-14,383.816
2004-10-15,385.367
2004-10-18,386.22
2004-10-19,388.37
2004-10-20,387.956
2004-10-21,384.496
2004-10-22,387.404
2004-10-25,388.656
2004-10-26,393.096
2004-10-27,396.25
2004-10-28,395.76
2004-10-29,396.928
2004-11-01,402.953
2004-11-02,403.525
2004-11-03,408.971
2004-11-04,409.698
2004-11-05,411.575
2004-11-08,413.629
2004-11-09,413.563
2004-11-10,419.0
2004-11-11,421.89
2004-11-12,423.887
2004-11-15,424.823
2004-11-16,424.087
2004-11-17,427.765
2004-11-18,427.775
2004-11-19,429.316
2004-11-22,428.194
2004-11-23,429.532
2004-11-24,432.162
2004-11-25,438.559
2004-11-26,439.263
2004-11-29,442.816
2004-11-30,439.638
2004-12-01,443.217
2004-12-02,441.433
2004-12-03,446.33
2004-12-06,447.043
2004-12-07,450.352
2004-12-08,439.073
2004-12-09,436.671
2004-12-10,437.391
2004-12-13,441.436
2004-12-14,440.188
2004-12-15,445.295
2004-12-16,440.245
2004-12-17,436.894
2004-12-20,446.345
2004-12-21,445.816
2004-12-22,446.193
2004-12-23,451.417
2004-12-24,454.103
2004-12-27,457.969
2004-12-28,457.336
2004-12-29,457.129
2004-12-30,457.889
2004-12-31,455.732
2005-01-03,454.509
2005-01-04,447.153
2005-01-05,445.801
2005-01-06,440.849
2005-01-07,440.596
2005-01-10,445.601
2005-01-11,448.353
2005-01-12,448.807
2005-01-13,449.815
2005-01-14,447.069
2005-01-17,448.821
2005-01-18,447.981
2005-01-19,452.454
2005-01-20,446.221
2005-01-21,448.065
2005-01-24,447.703
2005-01-25,450.3
2005-01-26,453.363
2005-01-27,449.223
2005-01-28,447.412
2005-01-31,449.953
2005-02-01,452.47
2005-02-02,456.529
2005-02-03,456.184
2005-02-04,457.029
2005-02-07,456.649
2005-02-08,453.986
2005-02-09,455.424
2005-02-10,453.448
2005-02-11,454.527
2005-02-14,460.48
2005-02-15,462.664
2005-02-16,464.364
2005-02-17,470.354
2005-02-18,468.023
2005-02-21,468.223
2005-02-22,474.936
2005-02-23,473.618
2005-02-24,477.406
2005-02-25,483.289
2005-02-28,487.933
2005-03-01,483.957
2005-03-02,483.885
2005-03-03,487.495
2005-03-04,495.443
2005-03-07,493.801
2005-03-08,497.337
2005-03-09,497.106
2005-03-10,495.473
2005-03-11,500.068
2005-03-14,495.563
2005-03-15,497.276
2005-03-16,498.735
2005-03-17,495.586
2005-03-18,491.64
2005-03-21,487.141
2005-03-22,491.796
2005-03-23,482.091
2005-03-24,485.685
2005-03-25,485.685
2005-03-28,482.344
2005-03-29,482.409
2005-03-30,482.364
2005-03-31,485.457
2005-04-01,488.122
2005-04-04,483.138
2005-04-05,488.678
2005-04-06,491.888
2005-04-07,493.786
2005-04-08,492.465
2005-04-11,498.531
2005-04-12,494.817
2005-04-13,497.533
2005-04-14,492.077
2005-04-15,488.346
2005-04-18,482.111
2005-04-19,486.505
2005-04-20,490.477
2005-04-21,491.492
2005-04-22,491.801
2005-04-25,487.882
2005-04-26,485.737
2005-04-27,473.137
2005-04-28,465.958
2005-04-29,465.396
2005-05-02,467.757
2005-05-03,469.039
2005-05-04,470.213
2005-05-05,469.984
2005-05-06,471.063
2005-05-09,469.846
2005-05-10,467.674
2005-05-11,463.882
2005-05-12,461.654
2005-05-13,461.22
2005-05-16,460.671
2005-05-17,466.0
2005-05-18,470.37
2005-05-19,470.668
2005-05-20,469.242
2005-05-23,473.15
2005-05-24,474.2
2005-05-25,474.84
2005-05-26,476.956
2005-05-27,477.149
2005-05-30,477.49
2005-05-31,473.24
2005-06-01,468.351
2005-06-02,467.749
2005-06-03,469.107
2005-06-06,469.482
2005-06-07,474.548
2005-06-08,477.833
2005-06-09,473.103
2005-06-10,472.996
2005-06-13,470.69
2005-06-14,474.119
2005-06-15,474.957
2005-06-16,475.749
2005-06-17,484.197
2005-06-20,479.485
2005-06-21,479.859
2005-06-22,478.154
2005-06-23,472.111
2005-06-24,472.546
2005-06-27,470.339
2005-06-28,471.549
2005-06-29,468.942
2005-06-30,471.494
2005-07-01,465.431
2005-07-04,467.596
2005-07-05,473.768
2005-07-06,474.404
2005-07-07,469.671
2005-07-08,472.219
2005-07-11,483.382
2005-07-12,489.585
2005-07-13,488.323
2005-07-14,486.769
2005-07-15,485.171
2005-07-18,485.387
2005-07-19,481.251
2005-07-20,480.897
2005-07-21,490.465
2005-07-22,493.367
2005-07-25,491.112
2005-07-26,488.802
2005-07-27,490.491
2005-07-28,496.829
2005-07-29,502.297
2005-08-01,508.162
2005-08-02,514.176
2005-08-03,515.588
2005-08-04,518.275
2005-08-05,518.356
2005-08-08,521.413
2005-08-09,522.194
2005-08-10,525.105
2005-08-11,527.458
2005-08-12,527.458
2005-08-15,522.287
2005-08-16,520.175
2005-08-17,518.418
2005-08-18,510.066
2005-08-19,510.6
2005-08-22,517.938
2005-08-23,513.448
2005-08-24,511.065
2005-08-25,510.398
2005-08-26,512.886
2005-08-29,510.091
2005-08-30,508.4
2005-08-31,517.192
2005-09-01,529.543
2005-09-02,537.172
2005-09-05,538.154
2005-09-06,540.079
2005-09-07,539.776
2005-09-08,534.392
2005-09-09,538.194
2005-09-12,533.447
2005-09-13,528.139
2005-09-14,532.883
2005-09-15,530.374
2005-09-16,531.991
2005-09-19,535.162
2005-09-20,534.884
2005-09-21,537.241
2005-09-22,534.063
2005-09-23,526.916
2005-09-26,531.575
2005-09-27,530.709
2005-09-28,530.923
2005-09-29,532.859
2005-09-30,536.896
2005-10-03,532.341
2005-10-04,532.671
2005-10-05,528.551
2005-10-06,525.811
2005-10-07,523.833
2005-10-10,521.743
2005-10-11,523.433
2005-10-12,520.413
2005-10-13,504.483
2005-10-14,504.029
2005-10-17,502.391
2005-10-18,497.629
2005-10-19,488.658
2005-10-20,489.495
2005-10-21,485.286
2005-10-24,492.446
2005-10-25,502.786
2005-10-26,505.845
2005-10-27,500.587
2005-10-28,500.058
2005-10-31,504.873
2005-11-01,505.673
2005-11-02,510.187
2005-11-03,515.638
2005-11-04,506.193
2005-11-07,505.348
2005-11-08,505.425
2005-11-09,502.905
