Date,HONG KONG LARGE CAP Large Cap
2003-10-31,550.413
2003-11-28,546.985
2003-12-31,557.858
2004-01-30,612.59
2004-02-27,632.446
2004-03-31,594.67
2004-04-30,565.437
2004-05-31,567.566
2004-06-30,569.295
2004-07-30,577.631
2004-08-31,626.705
2004-09-30,631.829
2004-10-29,629.826
2004-11-30,685.426
2004-12-31,702.57
2005-01-31,672.816
2005-02-28,690.123
2005-03-31,664.24
2005-04-29,695.076
2005-05-31,695.539
2005-06-30,718.974
2005-07-29,758.378
2005-08-31,755.083
2005-09-30,777.904
2005-10-31,727.403
2005-11-30,741.044
2005-12-30,745.892
2006-01-31,784.366
2006-02-28,776.263
2006-03-31,779.463
2006-04-28,823.547
2006-05-31,791.386
2006-06-30,790.132
2006-07-31,805.891
2006-08-31,834.057
2006-09-29,841.611
2006-10-31,857.925
2006-11-30,899.712
2006-12-29,966.168
2007-01-31,973.327
2007-02-28,942.72
2007-03-30,960.078
2007-04-30,978.808
2007-05-31,1000.0
2007-06-29,1018.675
2007-07-31,1093.33
2007-08-31,1095.102
2007-09-28,1274.105
2007-10-31,1424.472
2007-11-30,1382.593
2007-12-31,1385.084
2008-01-31,1224.112
2008-02-29,1184.239
2008-03-31,1113.528
2008-04-30,1207.424
2008-05-30,1199.139
2008-06-30,1075.737
2008-07-31,1073.878
2008-08-29,1014.342
2008-09-30,845.41
2008-10-31,670.347
2008-11-28,663.33
2008-12-31,681.138
2009-01-30,685.078
2009-02-27,651.344
2009-03-31,675.264
2009-04-30,789.966
2009-05-29,928.85
2009-06-30,912.175
2009-07-31,1038.969
2009-08-31,966.368
2009-09-30,1047.628
2009-10-30,1070.43
2009-11-30,1054.224
2009-12-31,1076.142
2010-01-29,1007.597
2010-02-26,1048.407
2010-03-31,1104.983
2010-04-30,1075.261
2010-05-31,1015.921
2010-06-30,1044.596
2010-07-30,1100.902
2010-08-31,1113.251
2010-09-30,1276.831
2010-10-29,1306.378
2010-11-30,1330.27
2010-12-31,1332.826
2011-01-31,1357.37
2011-02-28,1320.25
2011-03-31,1336.107
2011-04-29,1363.283
2011-05-31,1368.347
2011-06-30,1317.176
2011-07-29,1346.316
2011-08-31,1267.128
2011-09-30,1064.395
2011-10-31,1198.147
2011-11-30,1109.706
2011-12-30,1131.409
2012-01-31,1236.502
2012-02-29,1336.36
2012-03-30,1271.581
2012-04-30,1277.141
2012-05-31,1153.607
2012-06-29,1206.442
2012-07-31,1246.236
2012-08-31,1255.314
2012-09-28,1351.825
2012-10-31,1370.408
2012-11-30,1404.967
2012-12-31,1420.158
2013-01-31,1493.932
2013-02-28,1481.473
2013-03-29,1465.651
2013-04-30,1502.983
2013-05-31,1473.656
2013-06-28,1398.89
2013-07-31,1469.417
2013-08-30,1453.094
2013-09-30,1539.887
2013-10-31,1577.235
2013-11-29,1597.747
2013-12-31,1601.089
2014-01-31,1512.934
2014-02-28,1587.654
2014-03-31,1548.301
2014-04-30,1589.17
2014-05-30,1668.243
2014-06-30,1674.062
2014-07-31,1781.275
2014-08-29,1759.309
2014-09-30,1622.657
2014-10-31,1742.075
2014-11-28,1745.914
2014-12-31,1668.883
2015-01-30,1764.719
2015-02-27,1760.842
2015-03-31,1789.399
2015-04-30,1961.059
2015-05-29,1958.674
2015-06-30,1908.66
2015-07-31,1873.544
2015-08-31,1628.381
2015-09-30,1588.271
2015-10-30,1726.45
2015-11-30,1667.187
2015-12-31,1684.914
2016-01-29,1523.488
2016-02-29,1513.095
2016-03-31,1663.603
2016-04-29,1681.167
2016-05-31,1664.173
2016-06-30,1671.401
2016-07-29,1780.644
2016-08-31,1806.878
2016-09-30,1876.443
2016-10-31,1856.222
2016-11-30,1820.067
2016-12-30,1701.55
2017-01-31,1835.49
2017-02-28,1870.999
2017-03-31,1923.884
2017-04-28,1982.975
2017-05-31,2049.982
2017-06-30,2065.676
2017-07-31,2160.845
2017-08-31,2190.18
2017-09-29,2167.477
2017-10-31,2166.112
2017-11-30,2245.139
2017-12-29,2298.758
2018-01-31,2421.457
2018-02-28,2349.017
2018-03-30,2297.484
2018-04-30,2372.356
2018-05-31,2384.928
2018-06-29,2269.285
2018-07-31,2313.557
2018-08-31,2268.474
2018-09-28,2271.682
2018-10-31,2017.697
2018-11-30,2161.422
2018-12-31,2164.389
2019-01-31,2325.434
2019-02-28,2468.378
2019-03-29,2502.986
2019-04-30,2540.111
2019-05-31,2371.301
2019-06-28,2550.161
2019-07-31,2460.092
2019-08-30,2243.439
2019-09-30,2233.081
2019-10-31,2340.817
2019-11-29,2307.179
2019-12-31,2408.443
2020-01-31,2304.431
2020-02-28,2268.284
2020-03-31,2008.118
2020-04-30,2134.026
2020-05-29,1937.717
2020-06-30,2153.854
2020-07-31,2126.578
2020-08-31,2284.665
2020-09-30,2153.798
2020-10-30,2128.662
2020-11-30,2398.935
2020-12-31,2529.547
2021-01-29,2590.011
2021-02-26,2697.462
2021-03-31,2713.128
2021-04-30,2790.99
2021-05-31,2842.575
2021-06-30,2765.306
2021-07-30,2716.098
2021-08-31,2705.75
2021-09-30,2555.038
2021-10-29,2588.731
2021-11-30,2451.025
2021-12-31,2465.183
2022-01-31,2488.386
2022-02-28,2406.027
2022-03-31,2416.701
2022-04-29,2278.879
2022-05-31,2341.874
2022-06-30,2382.161
2022-07-29,2286.81
2022-08-31,2197.998
2022-09-30,1959.903
2022-10-31,1731.025
2022-11-30,2169.165
2022-12-30,2359.541
2023-01-31,2448.203
2023-02-28,2267.929
2023-03-31,2294.123
2023-04-28,2311.825
2023-05-31,2106.646
2023-06-30,2187.744
2023-07-31,2244.341
2023-08-31,2051.615
2023-09-29,1928.268
2023-10-31,1900.929
2023-11-30,1893.468
2023-12-29,1962.86
2024-01-31,1760.796
2024-02-29,1833.81
2024-03-29,1699.545
2024-04-30,1800.976
2024-05-31,1858.664
2024-06-28,1718.437
2024-07-31,1705.977
2024-08-30,1789.241
2024-09-30,2167.021
2024-10-31,2006.352
2024-11-29,1909.749
2024-12-31,1892.35
2025-01-31,1855.99
2025-02-28,2020.92
2025-03-31,2004.553
2025-04-30,1984.386
2025-05-30,2212.571
2025-06-30,2336.68
