Date,NETHERLANDS SMID VALUE SMID (Small+Mid Cap)
2003-04-28,251.314
2003-04-29,254.755
2003-04-30,260.63
2003-05-01,263.024
2003-05-02,274.668
2003-05-05,281.642
2003-05-06,286.177
2003-05-07,286.799
2003-05-08,287.711
2003-05-09,293.411
2003-05-12,296.189
2003-05-13,292.015
2003-05-14,295.604
2003-05-15,299.103
2003-05-16,310.098
2003-05-19,302.885
2003-05-20,302.029
2003-05-21,300.432
2003-05-22,302.558
2003-05-23,303.173
2003-05-26,304.179
2003-05-27,301.524
2003-05-28,302.88
2003-05-29,308.333
2003-05-30,309.315
2003-06-02,309.55
2003-06-03,309.257
2003-06-04,314.378
2003-06-05,321.15
2003-06-06,324.223
2003-06-09,325.592
2003-06-10,323.258
2003-06-11,328.505
2003-06-12,327.343
2003-06-13,319.298
2003-06-16,325.737
2003-06-17,326.386
2003-06-18,323.71
2003-06-19,319.829
2003-06-20,319.212
2003-06-23,310.371
2003-06-24,308.679
2003-06-25,312.141
2003-06-26,307.723
2003-06-27,310.817
2003-06-30,311.272
2003-07-01,312.944
2003-07-02,316.268
2003-07-03,318.354
2003-07-04,313.488
2003-07-07,312.622
2003-07-08,311.061
2003-07-09,310.208
2003-07-10,311.072
2003-07-11,311.512
2003-07-14,315.298
2003-07-15,314.634
2003-07-16,312.338
2003-07-17,308.985
2003-07-18,312.317
2003-07-21,315.156
2003-07-22,317.052
2003-07-23,318.551
2003-07-24,320.184
2003-07-25,319.898
2003-07-28,321.94
2003-07-29,321.767
2003-07-30,318.716
2003-07-31,316.159
2003-08-01,315.591
2003-08-04,316.493
2003-08-05,316.599
2003-08-06,315.867
2003-08-07,317.046
2003-08-08,316.887
2003-08-11,316.087
2003-08-12,316.583
2003-08-13,319.284
2003-08-14,320.354
2003-08-15,321.432
2003-08-18,319.222
2003-08-19,322.262
2003-08-20,323.468
2003-08-21,322.742
2003-08-22,323.732
2003-08-25,323.058
2003-08-26,321.878
2003-08-27,325.811
2003-08-28,330.744
2003-08-29,332.298
2003-09-01,335.352
2003-09-02,334.715
2003-09-03,338.825
2003-09-04,339.446
2003-09-05,346.398
2003-09-08,348.325
2003-09-09,348.124
2003-09-10,343.75
2003-09-11,342.945
2003-09-12,347.937
2003-09-15,348.821
2003-09-16,346.878
2003-09-17,350.438
2003-09-18,350.562
2003-09-19,352.689
2003-09-22,351.071
2003-09-23,345.476
2003-09-24,344.774
2003-09-25,341.207
2003-09-26,340.42
2003-09-29,340.974
2003-09-30,344.735
2003-10-01,345.277
2003-10-02,349.865
2003-10-03,354.238
2003-10-06,354.706
2003-10-07,355.786
2003-10-08,355.064
2003-10-09,357.32
2003-10-10,357.638
2003-10-13,356.197
2003-10-14,357.772
2003-10-15,359.271
2003-10-16,358.479
2003-10-17,354.44
2003-10-20,351.496
2003-10-21,354.199
2003-10-22,352.482
2003-10-23,350.009
2003-10-24,350.296
2003-10-27,351.074
2003-10-28,344.768
2003-10-29,347.408
2003-10-30,349.62
2003-10-31,347.46
2003-11-03,350.888
2003-11-04,351.561
2003-11-05,351.106
2003-11-06,350.412
2003-11-07,353.682
2003-11-10,353.553
2003-11-11,351.77
2003-11-12,357.575
2003-11-13,362.198
2003-11-14,363.536
2003-11-17,358.473
2003-11-18,362.503
2003-11-19,363.232
2003-11-20,360.569
2003-11-21,360.509
2003-11-24,359.415
2003-11-25,363.018
2003-11-26,365.465
2003-11-27,362.047
2003-11-28,363.454
2003-12-01,367.331
2003-12-02,370.903
2003-12-03,371.782
2003-12-04,370.194
2003-12-05,371.683
2003-12-08,371.654
2003-12-09,371.586
2003-12-10,370.658
2003-12-11,367.977
2003-12-12,372.265
2003-12-15,373.498
2003-12-16,372.005
2003-12-17,372.249
2003-12-18,373.124
2003-12-19,373.402
2003-12-22,375.237
2003-12-23,376.446
2003-12-24,377.229
2003-12-25,377.229
2003-12-26,377.077
2003-12-29,380.19
2003-12-30,384.699
2003-12-31,387.713
2004-01-01,387.713
2004-01-02,390.197
2004-01-05,394.576
2004-01-06,395.117
2004-01-07,391.019
2004-01-08,394.819
2004-01-09,396.735
2004-01-12,394.209
2004-01-13,394.672
2004-01-14,394.588
2004-01-15,392.221
2004-01-16,387.749
2004-01-19,390.225
2004-01-20,392.92
2004-01-21,396.016
2004-01-22,399.303
2004-01-23,399.042
2004-01-26,397.358
2004-01-27,402.291
2004-01-28,404.519
2004-01-29,395.758
2004-01-30,398.397
2004-02-02,396.439
2004-02-03,399.89
2004-02-04,396.509
2004-02-05,399.745
2004-02-06,406.621
2004-02-09,408.023
2004-02-10,410.409
2004-02-11,411.28
2004-02-12,416.921
2004-02-13,417.229
2004-02-16,417.992
2004-02-17,423.668
2004-02-18,424.107
2004-02-19,419.997
2004-02-20,415.116
2004-02-23,414.344
2004-02-24,415.447
2004-02-25,412.536
2004-02-26,411.608
2004-02-27,417.641
2004-03-01,419.404
2004-03-02,417.5
2004-03-03,412.443
2004-03-04,416.74
2004-03-05,423.742
2004-03-08,422.718
2004-03-09,422.741
2004-03-10,413.62
2004-03-11,407.208
2004-03-12,406.519
2004-03-15,403.524
2004-03-16,407.082
2004-03-17,408.778
2004-03-18,412.138
2004-03-19,408.177
2004-03-22,401.28
2004-03-23,401.118
2004-03-24,400.26
2004-03-25,404.584
2004-03-26,404.364
2004-03-29,408.929
2004-03-30,410.27
2004-03-31,418.093
2004-04-01,424.044
2004-04-02,419.898
2004-04-05,417.582
2004-04-06,418.029
2004-04-07,422.089
2004-04-08,421.666
2004-04-09,421.666
2004-04-12,420.481
2004-04-13,416.134
2004-04-14,412.456
2004-04-15,409.736
2004-04-16,412.805
2004-04-19,414.348
2004-04-20,413.716
2004-04-21,410.525
2004-04-22,407.841
2004-04-23,408.857
2004-04-26,410.124
2004-04-27,412.373
2004-04-28,412.096
2004-04-29,410.515
2004-04-30,409.736
2004-05-03,410.095
2004-05-04,412.722
2004-05-05,416.5
2004-05-06,408.051
2004-05-07,400.684
2004-05-10,387.869
2004-05-11,392.297
2004-05-12,390.77
2004-05-13,388.619
2004-05-14,388.921
2004-05-17,388.239
2004-05-18,389.79
2004-05-19,396.08
2004-05-20,390.535
2004-05-21,394.683
2004-05-24,395.116
2004-05-25,400.338
2004-05-26,401.801
2004-05-27,409.189
2004-05-28,408.285
2004-05-31,408.737
2004-06-01,406.661
2004-06-02,411.233
2004-06-03,411.113
2004-06-04,412.9
2004-06-07,418.011
2004-06-08,416.735
2004-06-09,409.532
2004-06-10,410.136
2004-06-11,408.152
2004-06-14,407.929
2004-06-15,409.464
2004-06-16,408.685
2004-06-17,410.185
2004-06-18,413.776
2004-06-21,412.967
2004-06-22,412.681
2004-06-23,410.919
2004-06-24,414.959
2004-06-25,414.678
2004-06-28,418.604
2004-06-29,416.416
2004-06-30,417.708
2004-07-01,417.433
2004-07-02,419.973
2004-07-05,417.786
2004-07-06,416.606
2004-07-07,419.91
2004-07-08,420.995
2004-07-09,421.308
2004-07-12,421.317
2004-07-13,419.102
2004-07-14,419.908
2004-07-15,417.579
2004-07-16,420.312
2004-07-19,417.909
2004-07-20,417.766
2004-07-21,415.088
2004-07-22,412.781
2004-07-23,409.17
2004-07-26,408.429
2004-07-27,407.565
2004-07-28,406.761
2004-07-29,411.869
2004-07-30,411.105
2004-08-02,408.202
2004-08-03,410.588
2004-08-04,407.189
2004-08-05,409.459
2004-08-06,410.463
2004-08-09,405.417
2004-08-10,408.657
2004-08-11,402.38
2004-08-12,403.003
2004-08-13,407.893
2004-08-16,409.285
2004-08-17,410.093
2004-08-18,410.765
2004-08-19,411.619
2004-08-20,412.302
2004-08-23,410.832
2004-08-24,408.709
2004-08-25,405.914
2004-08-26,406.244
2004-08-27,404.858
2004-08-30,406.326
2004-08-31,409.252
2004-09-01,411.736
2004-09-02,414.542
2004-09-03,412.737
2004-09-06,415.088
2004-09-07,416.703
2004-09-08,417.108
2004-09-09,415.344
2004-09-10,423.08
2004-09-13,425.536
2004-09-14,425.695
2004-09-15,421.936
2004-09-16,422.055
2004-09-17,423.536
2004-09-20,420.881
2004-09-21,426.888
2004-09-22,426.109
2004-09-23,425.638
2004-09-24,424.882
2004-09-27,423.654
2004-09-28,425.127
2004-09-29,426.061
2004-09-30,429.679
2004-10-01,432.165
2004-10-04,430.852
2004-10-05,432.997
2004-10-06,430.942
2004-10-07,431.576
2004-10-08,433.969
2004-10-11,430.117
2004-10-12,422.583
2004-10-13,422.465
2004-10-14,423.833
2004-10-15,428.204
2004-10-18,428.214
2004-10-19,429.864
2004-10-20,429.613
2004-10-21,432.272
2004-10-22,435.89
2004-10-25,437.987
2004-10-26,438.164
2004-10-27,438.633
2004-10-28,436.421
2004-10-29,436.804
2004-11-01,439.465
2004-11-02,440.539
2004-11-03,444.994
2004-11-04,447.246
2004-11-05,451.67
2004-11-08,453.883
2004-11-09,452.945
2004-11-10,455.858
2004-11-11,458.032
2004-11-12,459.995
2004-11-15,461.999
2004-11-16,462.071
2004-11-17,467.196
2004-11-18,469.282
2004-11-19,471.553
2004-11-22,468.899
2004-11-23,472.772
2004-11-24,476.897
2004-11-25,483.107
2004-11-26,482.511
2004-11-29,485.351
2004-11-30,485.503
2004-12-01,492.356
2004-12-02,491.746
2004-12-03,493.662
2004-12-06,493.998
2004-12-07,495.801
2004-12-08,490.204
2004-12-09,485.963
2004-12-10,487.153
2004-12-13,492.277
2004-12-14,492.963
2004-12-15,495.64
2004-12-16,491.585
2004-12-17,489.583
2004-12-20,497.078
2004-12-21,496.773
2004-12-22,499.641
2004-12-23,504.451
2004-12-24,503.918
2004-12-27,507.953
2004-12-28,509.144
2004-12-29,508.736
2004-12-30,510.881
2004-12-31,511.422
2005-01-03,510.993
2005-01-04,505.416
2005-01-05,503.472
2005-01-06,499.305
2005-01-07,497.98
2005-01-10,501.898
2005-01-11,503.269
2005-01-12,507.467
2005-01-13,507.441
2005-01-14,507.885
2005-01-17,508.972
2005-01-18,505.627
2005-01-19,507.186
2005-01-20,500.328
2005-01-21,502.421
2005-01-24,502.976
2005-01-25,502.352
2005-01-26,508.546
2005-01-27,507.936
2005-01-28,508.109
2005-01-31,510.537
2005-02-01,512.505
2005-02-02,515.839
2005-02-03,513.422
2005-02-04,516.652
2005-02-07,516.064
2005-02-08,514.209
2005-02-09,516.949
2005-02-10,520.623
2005-02-11,522.921
2005-02-14,527.972
2005-02-15,530.994
2005-02-16,533.054
2005-02-17,543.907
2005-02-18,547.03
2005-02-21,541.943
2005-02-22,540.739
2005-02-23,539.803
2005-02-24,539.306
2005-02-25,541.587
2005-02-28,545.83
2005-03-01,542.562
2005-03-02,539.162
2005-03-03,537.052
2005-03-04,546.238
2005-03-07,546.617
2005-03-08,550.371
2005-03-09,549.7
2005-03-10,548.061
2005-03-11,549.038
2005-03-14,544.876
2005-03-15,546.302
2005-03-16,548.586
2005-03-17,543.359
2005-03-18,539.342
2005-03-21,536.507
2005-03-22,535.88
2005-03-23,524.53
2005-03-24,526.202
2005-03-25,526.202
2005-03-28,522.509
2005-03-29,522.256
2005-03-30,524.46
2005-03-31,530.32
2005-04-01,534.803
2005-04-04,527.457
2005-04-05,529.91
2005-04-06,536.455
2005-04-07,542.657
2005-04-08,542.31
2005-04-11,545.959
2005-04-12,540.071
2005-04-13,541.542
2005-04-14,534.465
2005-04-15,530.894
2005-04-18,523.82
2005-04-19,529.921
2005-04-20,533.518
2005-04-21,532.776
2005-04-22,530.821
2005-04-25,527.489
2005-04-26,525.601
2005-04-27,513.505
2005-04-28,504.823
2005-04-29,506.393
2005-05-02,509.453
2005-05-03,515.261
2005-05-04,519.325
2005-05-05,521.533
2005-05-06,520.182
2005-05-09,518.84
2005-05-10,521.298
2005-05-11,522.343
2005-05-12,519.935
2005-05-13,514.292
2005-05-16,513.959
2005-05-17,513.18
2005-05-18,518.059
2005-05-19,519.902
2005-05-20,518.589
2005-05-23,521.565
2005-05-24,523.181
2005-05-25,525.184
2005-05-26,527.102
2005-05-27,528.076
2005-05-30,524.721
2005-05-31,520.474
2005-06-01,523.732
2005-06-02,526.313
2005-06-03,528.317
2005-06-06,528.082
2005-06-07,533.625
2005-06-08,537.322
2005-06-09,531.909
2005-06-10,534.826
2005-06-13,535.141
2005-06-14,537.984
2005-06-15,536.756
2005-06-16,537.981
2005-06-17,544.901
2005-06-20,539.19
2005-06-21,541.313
2005-06-22,544.011
2005-06-23,541.292
2005-06-24,538.623
2005-06-27,539.668
2005-06-28,539.637
2005-06-29,540.453
2005-06-30,543.13
2005-07-01,543.784
2005-07-04,542.872
2005-07-05,543.905
2005-07-06,547.001
2005-07-07,541.9
2005-07-08,546.073
2005-07-11,553.519
2005-07-12,559.509
2005-07-13,557.3
2005-07-14,559.356
2005-07-15,553.792
2005-07-18,556.031
2005-07-19,556.964
2005-07-20,555.434
2005-07-21,562.712
2005-07-22,562.919
2005-07-25,561.509
2005-07-26,561.114
2005-07-27,566.67
2005-07-28,569.699
2005-07-29,571.367
2005-08-01,576.138
2005-08-02,577.254
2005-08-03,583.277
2005-08-04,583.345
2005-08-05,576.097
2005-08-08,578.697
2005-08-09,583.213
2005-08-10,591.608
2005-08-11,593.228
2005-08-12,590.263
2005-08-15,586.846
2005-08-16,584.686
2005-08-17,581.151
2005-08-18,572.5
2005-08-19,571.437
2005-08-22,577.839
2005-08-23,574.441
2005-08-24,573.387
2005-08-25,573.222
2005-08-26,577.661
2005-08-29,574.383
2005-08-30,572.449
2005-08-31,578.278
2005-09-01,587.912
2005-09-02,595.157
2005-09-05,595.791
2005-09-06,596.321
2005-09-07,598.838
2005-09-08,596.078
2005-09-09,599.831
2005-09-12,594.612
2005-09-13,591.862
2005-09-14,595.055
2005-09-15,591.967
2005-09-16,593.827
2005-09-19,590.598
2005-09-20,593.176
2005-09-21,592.818
2005-09-22,585.052
2005-09-23,583.283
2005-09-26,582.531
2005-09-27,580.513
2005-09-28,581.759
2005-09-29,581.923
2005-09-30,590.895
2005-10-03,587.876
2005-10-04,589.749
2005-10-05,588.231
2005-10-06,590.093
2005-10-07,587.624
2005-10-10,585.757
2005-10-11,582.228
2005-10-12,578.1
2005-10-13,563.137
2005-10-14,568.613
2005-10-17,566.063
2005-10-18,560.146
2005-10-19,550.79
2005-10-20,555.17
2005-10-21,552.92
2005-10-24,557.335
2005-10-25,564.498
2005-10-26,563.677
2005-10-27,559.724
2005-10-28,555.021
2005-10-31,556.665
2005-11-01,558.996
2005-11-02,561.663
2005-11-03,565.029
2005-11-04,554.606
2005-11-07,555.846
