Date,NETHERLANDS SMID VALUE SMID (Small+Mid Cap)
2011-04-29,1042.246
2011-05-31,1003.36
2011-06-30,941.978
2011-07-29,874.589
2011-08-31,783.289
2011-09-30,672.346
2011-10-31,747.418
2011-11-30,673.476
2011-12-30,666.047
2012-01-31,710.385
2012-02-29,756.745
2012-03-30,775.996
2012-04-30,729.287
2012-05-31,625.356
2012-06-29,671.727
2012-07-31,661.928
2012-08-31,689.837
2012-09-28,719.003
2012-10-31,746.315
2012-11-30,761.478
2012-12-31,807.72
2013-01-31,846.598
2013-02-28,813.015
2013-03-29,838.591
2013-04-30,878.695
2013-05-31,899.818
2013-06-28,872.436
2013-07-31,983.28
2013-08-30,989.951
2013-09-30,1072.665
2013-10-31,1119.933
2013-11-29,1141.746
2013-12-31,1159.949
2014-01-31,1125.664
2014-02-28,1142.675
2014-03-31,1141.768
2014-04-30,1150.196
2014-05-30,1177.0
2014-06-30,1173.609
2014-07-31,1071.728
2014-08-29,1075.906
2014-09-30,1007.319
2014-10-31,869.807
2014-11-28,919.129
2014-12-31,901.294
2015-01-30,858.688
2015-02-27,929.172
2015-03-31,937.875
2015-04-30,973.54
2015-05-29,957.228
2015-06-30,937.789
2015-07-31,962.495
2015-08-31,891.221
2015-09-30,813.104
2015-10-30,896.541
2015-11-30,861.886
2015-12-31,858.146
2016-01-29,815.912
2016-02-29,811.823
2016-03-31,887.859
2016-04-29,916.263
2016-05-31,898.183
2016-06-30,811.448
2016-07-29,836.471
2016-08-31,883.074
2016-09-30,893.478
2016-10-31,885.708
2016-11-30,850.702
2016-12-30,882.293
2017-01-31,915.895
2017-02-28,901.527
2017-03-31,930.35
2017-04-28,973.404
2017-05-31,1024.345
2017-06-30,1022.469
2017-07-31,1108.597
2017-08-31,1089.761
2017-09-29,1128.611
2017-10-31,1133.843
2017-11-30,1158.29
2017-12-29,1190.917
2018-01-31,1272.55
2018-02-28,1229.07
2018-03-30,1191.346
2018-04-30,1211.704
2018-05-31,1150.777
2018-06-29,1126.655
2018-07-31,1163.489
2018-08-31,1158.617
2018-09-28,1166.631
2018-10-31,1099.639
2018-11-30,1080.941
2018-12-31,989.368
2019-01-31,1069.491
2019-02-28,1104.804
2019-03-29,1078.069
2019-04-30,1152.594
2019-05-31,1037.272
2019-06-28,1128.003
2019-07-31,1091.769
2019-08-30,1021.737
2019-09-30,1054.278
2019-10-31,1123.128
2019-11-29,1149.291
2019-12-31,1185.69
2020-01-31,1132.075
2020-02-28,1035.255
2020-03-31,737.322
2020-04-30,816.672
2020-05-29,855.977
2020-06-30,924.764
2020-07-31,960.253
2020-08-31,1047.161
2020-09-30,1008.924
2020-10-30,970.303
2020-11-30,1213.041
2020-12-31,1277.145
2021-01-29,1286.448
2021-02-26,1381.665
2021-03-31,1473.202
2021-04-30,1509.969
2021-05-31,1564.163
2021-06-30,1473.591
2021-07-30,1469.314
2021-08-31,1550.446
2021-09-30,1492.684
2021-10-29,1487.992
2021-11-30,1379.622
2021-12-31,1467.78
2022-01-31,1486.211
2022-02-28,1392.632
2022-03-31,1390.585
2022-04-29,1319.017
2022-05-31,1341.81
2022-06-30,1179.489
2022-07-29,1185.052
2022-08-31,1132.625
2022-09-30,1043.608
2022-10-31,1145.918
2022-11-30,1266.779
2022-12-30,1260.949
2023-01-31,1366.21
2023-02-28,1344.617
2023-03-31,1278.433
2023-04-28,1295.244
2023-05-31,1228.761
2023-06-30,1321.299
2023-07-31,1393.393
2023-08-31,1334.389
2023-09-29,1256.312
2023-10-31,1222.463
2023-11-30,1354.045
2023-12-29,1428.402
2024-01-31,1412.275
2024-02-29,1463.696
2024-03-29,1534.717
2024-04-30,1527.987
2024-05-31,1589.577
2024-06-28,1549.505
2024-07-31,1603.859
2024-08-30,1646.554
2024-09-30,1661.153
2024-10-31,1602.09
2024-11-29,1593.013
2024-12-31,1513.373
2025-01-31,1562.527
2025-02-28,1652.987
2025-03-31,1727.889
2025-04-30,1836.13
2025-05-30,1994.49
