Date,CANADA IMI VALUE IMI (Large+Mid+Small Cap)
2013-02-28,1222.089
2013-03-29,1224.994
2013-04-30,1226.149
2013-05-31,1217.142
2013-06-28,1153.444
2013-07-31,1235.573
2013-08-30,1232.811
2013-09-30,1285.107
2013-10-31,1326.708
2013-11-29,1310.558
2013-12-31,1328.475
2014-01-31,1260.264
2014-02-28,1315.639
2014-03-31,1333.662
2014-04-30,1377.865
2014-05-30,1384.097
2014-06-30,1477.252
2014-07-31,1477.973
2014-08-29,1496.527
2014-09-30,1371.797
2014-10-31,1315.058
2014-11-28,1304.28
2014-12-31,1255.846
2015-01-30,1129.134
2015-02-27,1188.843
2015-03-31,1136.643
2015-04-30,1240.334
2015-05-29,1168.503
2015-06-30,1131.942
2015-07-31,1045.582
2015-08-31,994.721
2015-09-30,955.13
2015-10-30,1026.062
2015-11-30,998.697
2015-12-31,917.467
2016-01-29,892.978
2016-02-29,937.644
2016-03-31,1056.547
2016-04-29,1166.525
2016-05-31,1111.391
2016-06-30,1114.152
2016-07-29,1143.647
2016-08-31,1150.06
2016-09-30,1161.188
2016-10-31,1161.723
2016-11-30,1217.151
2016-12-30,1257.984
2017-01-31,1314.886
2017-02-28,1295.427
2017-03-31,1286.823
2017-04-28,1242.089
2017-05-31,1232.258
2017-06-30,1291.854
2017-07-31,1353.004
2017-08-31,1351.299
2017-09-29,1404.554
2017-10-31,1408.848
2017-11-30,1420.638
2017-12-29,1474.197
2018-01-31,1487.517
2018-02-28,1364.706
2018-03-30,1359.855
2018-04-30,1396.044
2018-05-31,1421.792
2018-06-29,1425.344
2018-07-31,1451.505
2018-08-31,1437.575
2018-09-28,1437.525
2018-10-31,1332.17
2018-11-30,1327.149
2018-12-31,1214.836
2019-01-31,1377.528
2019-02-28,1415.507
2019-03-29,1389.749
2019-04-30,1434.419
2019-05-31,1355.844
2019-06-28,1440.725
2019-07-31,1432.98
2019-08-30,1403.078
2019-09-30,1466.424
2019-10-31,1470.333
2019-11-29,1498.601
2019-12-31,1558.989
2020-01-31,1510.195
2020-02-28,1387.652
2020-03-31,1008.945
2020-04-30,1110.273
2020-05-29,1133.033
2020-06-30,1163.562
2020-07-31,1208.877
2020-08-31,1301.866
2020-09-30,1208.264
2020-10-30,1196.826
2020-11-30,1418.203
2020-12-31,1467.175
2021-01-29,1485.845
2021-02-26,1595.049
2021-03-31,1704.625
2021-04-30,1793.926
2021-05-31,1904.455
2021-06-30,1885.922
2021-07-30,1850.331
2021-08-31,1846.305
2021-09-30,1857.858
2021-10-29,2000.896
2021-11-30,1884.207
2021-12-31,2011.011
2022-01-31,2113.867
2022-02-28,2157.45
2022-03-31,2251.26
2022-04-29,2146.264
2022-05-31,2230.181
2022-06-30,1970.302
2022-07-29,2051.51
2022-08-31,1961.928
2022-09-30,1778.28
2022-10-31,1887.548
2022-11-30,1993.619
2022-12-30,1910.55
2023-01-31,2104.85
2023-02-28,2007.426
2023-03-31,1978.355
2023-04-28,2041.751
2023-05-31,1920.947
2023-06-30,2031.626
2023-07-31,2123.754
2023-08-31,2026.288
2023-09-29,1979.316
2023-10-31,1871.555
2023-11-30,2028.685
2023-12-29,2195.048
2024-01-31,2148.903
2024-02-29,2134.392
2024-03-29,2248.761
2024-04-30,2178.729
2024-05-31,2282.796
2024-06-28,2219.382
2024-07-31,2349.984
2024-08-30,2468.397
2024-09-30,2576.321
2024-10-31,2506.016
2024-11-29,2639.728
2024-12-31,2510.689
2025-01-31,2551.146
2025-02-28,2556.413
2025-03-31,2534.709
2025-04-30,2642.679
2025-05-30,2792.295
2025-06-30,2896.912
2025-07-31,2920.559
2025-08-29,3096.61
2025-09-30,3252.767
2025-10-31,3250.109
2025-11-28,3433.112
2025-12-31,3595.577
