Date,EM (EMERGING MARKETS) SMID VALUE SMID (Small+Mid Cap)
2001-10-02,155.976
2001-10-03,155.19
2001-10-04,157.211
2001-10-05,157.416
2001-10-08,155.154
2001-10-09,157.329
2001-10-10,158.106
2001-10-11,161.346
2001-10-12,160.352
2001-10-15,160.42
2001-10-16,161.641
2001-10-17,162.644
2001-10-18,161.956
2001-10-19,162.426
2001-10-22,163.681
2001-10-23,164.042
2001-10-24,164.78
2001-10-25,164.829
2001-10-26,165.585
2001-10-29,165.333
2001-10-30,163.8
2001-10-31,164.433
2001-11-01,164.787
2001-11-02,165.808
2001-11-05,168.027
2001-11-06,168.284
2001-11-07,167.787
2001-11-08,170.032
2001-11-09,170.137
2001-11-12,170.911
2001-11-13,172.044
2001-11-14,174.293
2001-11-15,176.137
2001-11-16,177.402
2001-11-19,179.865
2001-11-20,179.293
2001-11-21,180.008
2001-11-22,181.271
2001-11-23,183.201
2001-11-26,186.91
2001-11-27,186.05
2001-11-28,182.522
2001-11-29,182.569
2001-11-30,183.769
2001-12-03,186.003
2001-12-04,187.022
2001-12-05,189.728
2001-12-06,192.367
2001-12-07,194.223
2001-12-10,195.291
2001-12-11,194.258
2001-12-12,196.221
2001-12-13,193.554
2001-12-14,193.562
2001-12-17,194.371
2001-12-18,191.752
2001-12-19,189.78
2001-12-20,190.419
2001-12-21,189.072
2001-12-24,190.622
2001-12-25,192.191
2001-12-26,193.163
2001-12-27,193.295
2001-12-28,194.998
2001-12-31,197.13
2002-01-01,197.218
2002-01-02,199.358
2002-01-03,201.099
2002-01-04,203.38
2002-01-07,205.114
2002-01-08,204.338
2002-01-09,205.273
2002-01-10,204.999
2002-01-11,203.865
2002-01-14,203.231
2002-01-15,201.918
2002-01-16,200.375
2002-01-17,201.487
2002-01-18,202.044
2002-01-21,204.2
2002-01-22,204.09
2002-01-23,205.116
2002-01-24,206.081
2002-01-25,208.38
2002-01-28,210.032
2002-01-29,208.539
2002-01-30,207.31
2002-01-31,209.446
2002-02-01,209.181
2002-02-04,208.101
2002-02-05,207.897
2002-02-06,209.994
2002-02-07,208.268
2002-02-08,208.751
2002-02-11,208.541
2002-02-12,209.176
2002-02-13,210.04
2002-02-14,212.82
2002-02-15,213.153
2002-02-18,214.252
2002-02-19,212.904
2002-02-20,211.593
2002-02-21,211.565
2002-02-22,210.799
2002-02-25,210.075
2002-02-26,210.965
2002-02-27,214.344
2002-02-28,213.504
2002-03-01,215.537
2002-03-04,220.015
2002-03-05,220.465
2002-03-06,221.873
2002-03-07,222.515
2002-03-08,223.35
2002-03-11,225.016
2002-03-12,224.476
2002-03-13,225.358
2002-03-14,226.395
2002-03-15,227.422
2002-03-18,228.734
2002-03-19,229.062
2002-03-20,229.758
2002-03-21,230.107
2002-03-22,231.055
2002-03-25,230.046
2002-03-26,230.384
2002-03-27,231.347
2002-03-28,232.035
2002-03-29,231.286
2002-04-01,230.259
2002-04-02,231.557
2002-04-03,232.447
2002-04-04,233.439
2002-04-05,235.407
2002-04-08,236.415
2002-04-09,234.744
2002-04-10,235.05
2002-04-11,236.023
2002-04-12,237.009
2002-04-15,238.308
2002-04-16,240.133
2002-04-17,243.457
2002-04-18,244.128
2002-04-19,245.659
2002-04-22,245.3
2002-04-23,244.188
2002-04-24,243.758
2002-04-25,240.744
2002-04-26,241.324
2002-04-29,238.804
2002-04-30,237.28
2002-05-01,237.175
2002-05-02,237.382
2002-05-03,238.549
2002-05-06,236.138
2002-05-07,235.381
2002-05-08,237.907
2002-05-09,237.573
2002-05-10,236.806
2002-05-13,236.006
2002-05-14,236.487
2002-05-15,238.478
2002-05-16,238.486
2002-05-17,239.442
2002-05-20,236.59
2002-05-21,232.495
2002-05-22,232.974
2002-05-23,232.325
2002-05-24,235.054
2002-05-27,236.007
2002-05-28,234.608
2002-05-29,233.636
2002-05-30,233.586
2002-05-31,232.57
2002-06-03,231.504
2002-06-04,231.221
2002-06-05,231.403
2002-06-06,231.537
2002-06-07,228.859
2002-06-10,231.311
2002-06-11,231.075
2002-06-12,230.995
2002-06-13,232.432
2002-06-14,230.055
2002-06-17,229.056
2002-06-18,229.622
2002-06-19,223.733
2002-06-20,224.036
2002-06-21,223.163
2002-06-24,221.957
2002-06-25,219.49
2002-06-26,210.713
2002-06-27,212.616
2002-06-28,218.323
2002-07-01,216.849
2002-07-02,215.607
2002-07-03,216.732
2002-07-04,219.873
2002-07-05,223.386
2002-07-08,224.067
2002-07-09,227.069
2002-07-10,226.518
2002-07-11,222.781
2002-07-12,227.415
2002-07-15,226.377
2002-07-16,224.384
2002-07-17,225.214
2002-07-18,226.521
2002-07-19,223.896
2002-07-22,216.379
2002-07-23,217.462
2002-07-24,212.214
2002-07-25,213.116
2002-07-26,207.269
2002-07-29,208.814
2002-07-30,212.455
2002-07-31,210.461
2002-08-01,209.778
2002-08-02,210.074
2002-08-05,202.517
2002-08-06,200.298
2002-08-07,203.819
2002-08-08,205.049
2002-08-09,206.614
2002-08-12,206.443
2002-08-13,206.539
2002-08-14,208.524
2002-08-15,208.943
2002-08-16,209.875
2002-08-19,209.864
2002-08-20,210.747
2002-08-21,212.265
2002-08-22,212.599
2002-08-23,211.868
2002-08-26,212.053
2002-08-27,212.286
2002-08-28,211.252
2002-08-29,210.48
2002-08-30,211.723
2002-09-02,210.655
2002-09-03,207.154
2002-09-04,205.459
2002-09-05,204.594
2002-09-06,203.108
2002-09-09,202.36
2002-09-10,205.085
2002-09-11,206.702
2002-09-12,207.721
2002-09-13,204.855
2002-09-16,200.976
2002-09-17,204.692
2002-09-18,200.318
2002-09-19,199.97
2002-09-20,198.982
2002-09-23,194.59
2002-09-24,192.208
2002-09-25,189.763
2002-09-26,190.393
2002-09-27,190.112
2002-09-30,187.359
2002-10-01,189.361
2002-10-02,188.963
2002-10-03,187.939
2002-10-04,188.21
2002-10-07,183.854
2002-10-08,184.113
2002-10-09,182.508
2002-10-10,179.894
2002-10-11,179.716
2002-10-14,180.785
2002-10-15,185.139
2002-10-16,186.17
2002-10-17,189.306
2002-10-18,193.194
2002-10-21,192.779
2002-10-22,191.622
2002-10-23,196.178
2002-10-24,195.915
2002-10-25,195.54
2002-10-28,197.793
2002-10-29,195.738
2002-10-30,195.286
2002-10-31,197.076
2002-11-01,196.149
2002-11-04,199.676
2002-11-05,199.732
2002-11-06,201.98
2002-11-07,203.52
2002-11-08,204.491
2002-11-11,202.908
2002-11-12,201.625
2002-11-13,201.211
2002-11-14,202.268
2002-11-15,205.6
2002-11-18,206.128
2002-11-19,204.642
2002-11-20,204.55
2002-11-21,205.792
2002-11-22,207.338
2002-11-25,208.875
2002-11-26,208.596
2002-11-27,209.352
2002-11-28,209.293
2002-11-29,211.029
2002-12-02,212.527
2002-12-03,213.441
2002-12-04,210.952
2002-12-05,211.34
2002-12-06,211.247
2002-12-09,211.87
2002-12-10,211.675
2002-12-11,211.21
2002-12-12,212.411
2002-12-13,211.701
2002-12-16,211.514
2002-12-17,211.672
2002-12-18,212.001
2002-12-19,212.141
2002-12-20,212.355
2002-12-23,210.491
2002-12-24,208.462
2002-12-25,207.841
2002-12-26,208.022
2002-12-27,207.377
2002-12-30,205.17
2002-12-31,205.706
2003-01-01,205.623
2003-01-02,207.551
2003-01-03,210.815
2003-01-06,213.137
2003-01-07,212.352
2003-01-08,214.078
2003-01-09,214.651
2003-01-10,215.483
2003-01-13,218.393
2003-01-14,218.631
2003-01-15,219.973
2003-01-16,219.127
2003-01-17,216.24
2003-01-20,216.756
2003-01-21,215.72
2003-01-22,215.424
2003-01-23,217.504
2003-01-24,215.072
2003-01-27,210.666
2003-01-28,211.879
2003-01-29,211.899
2003-01-30,213.145
2003-01-31,213.901
2003-02-03,214.817
2003-02-04,215.351
2003-02-05,215.109
2003-02-06,213.252
2003-02-07,210.624
2003-02-10,208.634
2003-02-11,208.374
2003-02-12,209.605
2003-02-13,206.862
2003-02-14,206.855
2003-02-17,212.167
2003-02-18,211.489
2003-02-19,210.164
2003-02-20,210.654
2003-02-21,211.127
2003-02-24,212.261
2003-02-25,208.787
2003-02-26,209.001
2003-02-27,208.693
2003-02-28,207.89
2003-03-03,209.497
2003-03-04,208.111
2003-03-05,205.909
2003-03-06,204.197
2003-03-07,201.892
2003-03-10,198.839
2003-03-11,197.638
2003-03-12,198.237
2003-03-13,198.667
2003-03-14,200.246
2003-03-17,195.222
2003-03-18,200.14
2003-03-19,200.069
2003-03-20,203.876
2003-03-21,204.851
2003-03-24,203.445
2003-03-25,202.333
2003-03-26,202.905
2003-03-27,202.64
2003-03-28,203.049
2003-03-31,200.011
2003-04-01,201.792
2003-04-02,203.286
2003-04-03,204.697
2003-04-04,207.536
2003-04-07,212.677
2003-04-08,212.561
2003-04-09,212.05
2003-04-10,213.371
2003-04-11,214.667
2003-04-14,215.531
2003-04-15,217.924
2003-04-16,220.517
2003-04-17,221.198
2003-04-18,222.722
2003-04-21,222.35
2003-04-22,219.524
2003-04-23,218.239
2003-04-24,215.98
2003-04-25,211.673
2003-04-28,211.869
2003-04-29,216.202
2003-04-30,215.582
2003-05-01,215.669
2003-05-02,216.516
2003-05-05,219.089
2003-05-06,219.795
2003-05-07,222.576
2003-05-08,221.848
2003-05-09,223.823
2003-05-12,226.317
2003-05-13,225.843
2003-05-14,225.146
2003-05-15,224.339
2003-05-16,223.814
2003-05-19,221.607
2003-05-20,221.753
2003-05-21,221.951
2003-05-22,223.496
2003-05-23,227.988
2003-05-26,231.73
2003-05-27,230.942
2003-05-28,233.367
2003-05-29,234.703
2003-05-30,235.669
2003-06-02,238.45
2003-06-03,238.304
2003-06-04,238.642
2003-06-05,241.017
2003-06-06,241.72
2003-06-09,243.152
2003-06-10,243.11
2003-06-11,243.626
2003-06-12,246.233
2003-06-13,248.387
2003-06-16,250.447
2003-06-17,253.518
2003-06-18,252.517
2003-06-19,253.354
2003-06-20,252.455
2003-06-23,249.048
2003-06-24,248.34
2003-06-25,250.71
2003-06-26,249.374
2003-06-27,250.693
2003-06-30,250.528
2003-07-01,253.693
2003-07-02,257.041
2003-07-03,257.795
2003-07-04,259.929
2003-07-07,263.185
2003-07-08,262.56
2003-07-09,263.294
2003-07-10,262.954
2003-07-11,262.169
2003-07-14,265.687
2003-07-15,264.396
2003-07-16,264.355
2003-07-17,261.761
2003-07-18,260.337
2003-07-21,258.891
2003-07-22,259.202
2003-07-23,259.27
2003-07-24,261.646
2003-07-25,263.205
2003-07-28,266.073
2003-07-29,265.031
2003-07-30,264.297
2003-07-31,264.713
2003-08-01,265.938
2003-08-04,265.271
2003-08-05,263.852
2003-08-06,262.343
2003-08-07,264.638
2003-08-08,264.593
2003-08-11,265.932
2003-08-12,267.274
2003-08-13,270.797
2003-08-14,272.37
2003-08-15,272.971
2003-08-18,276.272
2003-08-19,276.07
2003-08-20,276.535
2003-08-21,279.614
2003-08-22,280.593
2003-08-25,279.788
2003-08-26,279.108
2003-08-27,279.7
2003-08-28,278.175
2003-08-29,280.91
2003-09-01,283.973
2003-09-02,285.14
2003-09-03,285.51
2003-09-04,284.676
2003-09-05,284.296
2003-09-08,283.573
2003-09-09,282.883
2003-09-10,282.003
2003-09-11,282.833
2003-09-12,283.597
2003-09-15,282.103
2003-09-16,284.216
2003-09-17,285.066
2003-09-18,284.256
2003-09-19,283.938
2003-09-22,281.621
2003-09-23,283.896
2003-09-24,285.762
2003-09-25,284.147
2003-09-26,282.352
2003-09-29,281.839
2003-09-30,282.714
2003-10-01,284.451
2003-10-02,287.97
2003-10-03,290.247
2003-10-06,293.283
2003-10-07,294.882
2003-10-08,296.212
2003-10-09,300.502
2003-10-10,303.588
2003-10-13,305.406
2003-10-14,304.698
2003-10-15,305.42
2003-10-16,308.883
2003-10-17,307.257
2003-10-20,309.195
2003-10-21,308.842
2003-10-22,308.473
2003-10-23,303.017
2003-10-24,303.249
2003-10-27,304.169
2003-10-28,307.902
2003-10-29,308.61
2003-10-30,311.309
2003-10-31,311.1
2003-11-03,315.991
2003-11-04,317.112
2003-11-05,319.481
2003-11-06,315.728
2003-11-07,318.668
2003-11-10,318.019
2003-11-11,316.333
2003-11-12,317.611
2003-11-13,321.164
2003-11-14,322.171
2003-11-17,318.298
2003-11-18,318.459
2003-11-19,312.525
2003-11-20,310.203
2003-11-21,311.092
2003-11-24,308.617
2003-11-25,311.504
2003-11-26,314.593
2003-11-27,314.27
2003-11-28,318.416
2003-12-01,325.267
2003-12-02,326.09
2003-12-03,327.62
2003-12-04,327.489
2003-12-05,326.522
2003-12-08,325.652
2003-12-09,328.98
2003-12-10,328.249
2003-12-11,329.118
2003-12-12,331.083
2003-12-15,333.877
2003-12-16,331.998
2003-12-17,329.452
2003-12-18,330.588
2003-12-19,330.828
2003-12-22,332.11
2003-12-23,332.496
2003-12-24,333.684
2003-12-25,333.294
2003-12-26,334.06
2003-12-29,336.325
2003-12-30,340.369
2003-12-31,341.624
2004-01-01,341.881
2004-01-02,347.868
2004-01-05,356.673
2004-01-06,355.127
2004-01-07,355.038
2004-01-08,357.353
2004-01-09,360.88
2004-01-12,359.702
2004-01-13,359.649
2004-01-14,358.651
2004-01-15,354.815
2004-01-16,354.521
2004-01-19,355.923
2004-01-20,358.578
2004-01-21,357.271
2004-01-22,356.679
2004-01-23,358.7
2004-01-26,359.253
2004-01-27,361.922
2004-01-28,361.721
2004-01-29,355.99
2004-01-30,355.787
2004-02-02,356.334
2004-02-03,356.424
2004-02-04,356.636
2004-02-05,356.105
2004-02-06,361.154
2004-02-09,367.345
2004-02-10,369.401
2004-02-11,371.492
2004-02-12,373.578
2004-02-13,377.23
2004-02-16,377.634
2004-02-17,379.646
2004-02-18,380.095
2004-02-19,377.965
2004-02-20,376.752
2004-02-23,376.571
2004-02-24,374.984
2004-02-25,376.428
2004-02-26,376.678
2004-02-27,379.567
2004-03-01,384.646
2004-03-02,387.399
2004-03-03,383.904
2004-03-04,386.26
2004-03-05,389.225
2004-03-08,388.555
2004-03-09,389.01
2004-03-10,383.656
2004-03-11,379.412
2004-03-12,376.877
2004-03-15,375.828
2004-03-16,376.381
2004-03-17,378.308
2004-03-18,382.247
2004-03-19,384.111
2004-03-22,376.18
2004-03-23,372.458
2004-03-24,371.819
2004-03-25,368.76
2004-03-26,370.303
2004-03-29,377.664
2004-03-30,380.925
2004-03-31,384.882
2004-04-01,388.059
2004-04-02,390.294
2004-04-05,393.371
2004-04-06,394.834
2004-04-07,395.391
2004-04-08,396.48
2004-04-09,395.665
2004-04-12,399.452
2004-04-13,397.646
2004-04-14,393.264
2004-04-15,389.971
2004-04-16,391.436
2004-04-19,391.404
2004-04-20,391.413
2004-04-21,388.81
2004-04-22,385.346
2004-04-23,387.896
2004-04-26,384.885
2004-04-27,383.023
2004-04-28,377.53
2004-04-29,366.759
2004-04-30,361.936
2004-05-03,358.784
2004-05-04,364.566
2004-05-05,361.733
2004-05-06,356.437
2004-05-07,352.918
2004-05-10,336.112
2004-05-11,338.108
2004-05-12,343.273
2004-05-13,338.458
2004-05-14,332.488
2004-05-17,320.521
2004-05-18,324.606
2004-05-19,337.236
2004-05-20,332.723
2004-05-21,339.499
2004-05-24,343.042
2004-05-25,342.313
2004-05-26,344.556
2004-05-27,349.661
2004-05-28,352.952
2004-05-31,350.914
2004-06-01,351.336
2004-06-02,350.465
2004-06-03,343.196
2004-06-04,345.566
2004-06-07,354.424
2004-06-08,353.808
2004-06-09,352.781
2004-06-10,351.723
2004-06-11,346.934
2004-06-14,340.244
2004-06-15,344.119
2004-06-16,343.22
2004-06-17,344.165
2004-06-18,342.774
2004-06-21,343.872
2004-06-22,343.31
2004-06-23,344.818
2004-06-24,349.303
2004-06-25,351.685
2004-06-28,351.952
2004-06-29,352.97
2004-06-30,356.475
2004-07-01,358.31
2004-07-02,356.952
2004-07-05,356.421
2004-07-06,356.79
2004-07-07,359.063
2004-07-08,356.308
2004-07-09,357.819
2004-07-12,358.465
2004-07-13,357.956
2004-07-14,355.816
2004-07-15,354.468
2004-07-16,356.41
2004-07-19,357.409
2004-07-20,353.251
2004-07-21,354.327
2004-07-22,352.74
2004-07-23,350.465
2004-07-26,348.369
2004-07-27,348.612
2004-07-28,349.406
2004-07-29,348.434
2004-07-30,350.354
2004-08-02,347.247
2004-08-03,347.287
2004-08-04,346.092
2004-08-05,349.068
2004-08-06,348.484
2004-08-09,350.48
2004-08-10,350.495
2004-08-11,347.779
2004-08-12,346.76
2004-08-13,347.038
2004-08-16,346.323
2004-08-17,348.015
2004-08-18,349.077
2004-08-19,354.071
2004-08-20,354.952
2004-08-23,354.91
2004-08-24,356.277
2004-08-25,357.608
2004-08-26,362.45
2004-08-27,362.417
2004-08-30,363.115
2004-08-31,364.989
2004-09-01,368.842
2004-09-02,371.735
2004-09-03,370.813
2004-09-06,371.938
2004-09-07,372.957
2004-09-08,374.553
2004-09-09,375.944
2004-09-10,377.515
2004-09-13,380.11
2004-09-14,381.881
2004-09-15,381.308
2004-09-16,384.814
2004-09-17,384.531
2004-09-20,387.559
2004-09-21,389.119
2004-09-22,386.037
2004-09-23,386.379
2004-09-24,386.677
2004-09-27,385.964
2004-09-28,385.844
2004-09-29,386.531
2004-09-30,388.668
2004-10-01,394.033
2004-10-04,401.07
2004-10-05,400.981
2004-10-06,401.131
2004-10-07,401.914
2004-10-08,404.683
2004-10-11,405.346
2004-10-12,399.635
2004-10-13,397.565
2004-10-14,394.463
2004-10-15,395.763
2004-10-18,396.757
2004-10-19,398.893
2004-10-20,394.796
2004-10-21,395.176
2004-10-22,395.951
2004-10-25,393.426
2004-10-26,393.667
2004-10-27,397.391
2004-10-28,401.814
2004-10-29,402.468
2004-11-01,402.732
2004-11-02,405.432
2004-11-03,411.593
2004-11-04,412.808
2004-11-05,415.724
2004-11-08,414.224
2004-11-09,415.573
2004-11-10,418.109
2004-11-11,418.258
2004-11-12,422.536
2004-11-15,424.556
2004-11-16,425.338
2004-11-17,432.681
2004-11-18,431.695
2004-11-19,431.27
2004-11-22,427.597
2004-11-23,431.109
2004-11-24,435.413
2004-11-25,436.855
2004-11-26,437.434
2004-11-29,440.674
2004-11-30,442.665
2004-12-01,444.881
2004-12-02,447.201
2004-12-03,446.413
2004-12-06,448.105
2004-12-07,445.81
2004-12-08,441.58
2004-12-09,440.185
2004-12-10,437.132
2004-12-13,440.658
2004-12-14,444.335
2004-12-15,448.588
2004-12-16,450.605
2004-12-17,450.381
2004-12-20,452.283
2004-12-21,453.342
2004-12-22,454.175
2004-12-23,454.952
2004-12-24,457.228
2004-12-27,458.417
2004-12-28,459.591
2004-12-29,463.027
2004-12-30,466.979
2004-12-31,470.694
2005-01-03,471.253
2005-01-04,465.785
2005-01-05,461.177
2005-01-06,456.798
2005-01-07,456.527
2005-01-10,457.468
2005-01-11,459.337
2005-01-12,456.79
2005-01-13,459.464
2005-01-14,459.812
2005-01-17,462.464
2005-01-18,460.77
2005-01-19,463.0
2005-01-20,458.252
2005-01-21,458.3
2005-01-24,459.166
2005-01-25,458.991
2005-01-26,463.944
2005-01-27,465.653
2005-01-28,468.206
2005-01-31,472.873
2005-02-01,471.287
2005-02-02,474.05
2005-02-03,476.517
2005-02-04,479.902
2005-02-07,481.451
2005-02-08,479.678
2005-02-09,480.438
2005-02-10,480.119
2005-02-11,483.061
2005-02-14,489.656
2005-02-15,490.568
2005-02-16,491.384
2005-02-17,493.014
2005-02-18,495.895
2005-02-21,499.269
2005-02-22,500.321
2005-02-23,499.696
2005-02-24,504.121
2005-02-25,506.816
2005-02-28,513.255
2005-03-01,513.754
2005-03-02,512.015
2005-03-03,513.838
2005-03-04,515.854
2005-03-07,518.211
2005-03-08,516.361
2005-03-09,518.114
2005-03-10,516.323
2005-03-11,519.018
2005-03-14,513.439
2005-03-15,503.859
2005-03-16,502.525
2005-03-17,498.127
2005-03-18,496.99
2005-03-21,494.125
2005-03-22,491.436
2005-03-23,483.21
2005-03-24,480.14
2005-03-25,483.15
2005-03-28,479.98
2005-03-29,472.771
2005-03-30,473.889
2005-03-31,480.877
2005-04-01,486.982
2005-04-04,482.749
2005-04-05,483.295
2005-04-06,485.662
2005-04-07,487.137
2005-04-08,486.792
2005-04-11,485.468
2005-04-12,484.044
2005-04-13,486.588
2005-04-14,477.504
2005-04-15,471.588
2005-04-18,462.339
2005-04-19,468.153
2005-04-20,469.117
2005-04-21,471.201
2005-04-22,472.82
2005-04-25,473.166
2005-04-26,473.965
2005-04-27,470.559
2005-04-28,467.429
2005-04-29,467.617
2005-05-02,468.824
2005-05-03,469.61
2005-05-04,476.915
2005-05-05,481.464
2005-05-06,483.579
2005-05-09,481.951
2005-05-10,479.174
2005-05-11,475.74
2005-05-12,473.688
2005-05-13,472.39
2005-05-16,470.169
2005-05-17,469.027
2005-05-18,471.062
2005-05-19,475.381
2005-05-20,473.688
2005-05-23,472.677
2005-05-24,473.942
2005-05-25,472.496
2005-05-26,473.4
2005-05-27,478.892
2005-05-30,480.311
2005-05-31,477.924
2005-06-01,477.783
2005-06-02,482.527
2005-06-03,487.589
2005-06-06,488.157
2005-06-07,487.467
2005-06-08,489.656
2005-06-09,487.024
2005-06-10,490.337
2005-06-13,489.205
2005-06-14,488.921
2005-06-15,492.577
2005-06-16,493.958
2005-06-17,497.157
2005-06-20,495.059
2005-06-21,493.889
2005-06-22,499.131
2005-06-23,499.502
2005-06-24,498.476
2005-06-27,496.294
2005-06-28,495.153
2005-06-29,494.967
2005-06-30,494.751
2005-07-01,496.437
2005-07-04,494.202
2005-07-05,490.705
2005-07-06,491.783
2005-07-07,488.402
2005-07-08,489.053
2005-07-11,498.42
2005-07-12,505.001
2005-07-13,505.823
2005-07-14,510.341
2005-07-15,508.546
2005-07-18,509.819
2005-07-19,511.178
2005-07-20,513.393
2005-07-21,515.264
2005-07-22,517.763
2005-07-25,517.363
2005-07-26,514.35
2005-07-27,515.954
2005-07-28,520.464
2005-07-29,521.388
2005-08-01,523.953
2005-08-02,528.936
2005-08-03,533.802
2005-08-04,534.278
2005-08-05,532.914
2005-08-08,529.911
2005-08-09,532.392
2005-08-10,536.103
2005-08-11,535.136
2005-08-12,534.524
2005-08-15,533.432
2005-08-16,531.307
2005-08-17,531.024
2005-08-18,526.123
2005-08-19,522.175
2005-08-22,528.349
2005-08-23,526.282
2005-08-24,520.948
2005-08-25,521.032
2005-08-26,520.418
2005-08-29,514.376
2005-08-30,515.249
2005-08-31,517.269
2005-09-01,522.833
2005-09-02,529.55
2005-09-05,531.417
2005-09-06,531.998
2005-09-07,533.463
2005-09-08,533.71
2005-09-09,535.849
2005-09-12,537.578
2005-09-13,535.644
2005-09-14,537.782
2005-09-15,537.821
2005-09-16,538.383
2005-09-19,538.675
2005-09-20,543.437
2005-09-21,543.081
2005-09-22,540.234
2005-09-23,537.673
2005-09-26,541.272
2005-09-27,541.604
2005-09-28,544.069
2005-09-29,549.482
2005-09-30,554.227
2005-10-03,554.498
2005-10-04,557.021
2005-10-05,552.181
2005-10-06,543.033
2005-10-07,544.342
2005-10-10,547.689
2005-10-11,548.859
2005-10-12,543.129
2005-10-13,533.692
2005-10-14,531.622
2005-10-17,529.767
2005-10-18,525.947
2005-10-19,516.274
2005-10-20,516.485
2005-10-21,518.754
2005-10-24,520.015
2005-10-25,518.98
2005-10-26,518.087
2005-10-27,513.859
2005-10-28,511.143
2005-10-31,519.994
2005-11-01,526.162
2005-11-02,531.89
2005-11-03,532.815
2005-11-04,531.054
