Date,IRELAND SMALL VALUE Small Cap
2001-09-11,128.658
2001-09-12,127.445
2001-09-13,130.074
2001-09-14,132.107
2001-09-17,126.222
2001-09-18,127.109
2001-09-19,123.318
2001-09-20,115.671
2001-09-21,108.55
2001-09-24,113.93
2001-09-25,115.73
2001-09-26,116.273
2001-09-27,114.086
2001-09-28,114.478
2001-10-01,114.386
2001-10-02,113.42
2001-10-03,113.188
2001-10-04,114.489
2001-10-05,115.834
2001-10-08,114.249
2001-10-09,115.171
2001-10-10,114.417
2001-10-11,115.296
2001-10-12,117.181
2001-10-15,116.455
2001-10-16,117.658
2001-10-17,118.681
2001-10-18,119.217
2001-10-19,116.579
2001-10-22,116.791
2001-10-23,119.53
2001-10-24,118.69
2001-10-25,118.796
2001-10-26,118.238
2001-10-29,119.995
2001-10-30,119.677
2001-10-31,118.144
2001-11-01,118.902
2001-11-02,118.763
2001-11-05,120.2
2001-11-06,123.013
2001-11-07,122.133
2001-11-08,120.72
2001-11-09,119.536
2001-11-12,120.288
2001-11-13,119.986
2001-11-14,121.386
2001-11-15,123.997
2001-11-16,125.753
2001-11-19,126.019
2001-11-20,128.16
2001-11-21,124.731
2001-11-22,127.533
2001-11-23,129.047
2001-11-26,130.281
2001-11-27,129.866
2001-11-28,130.108
2001-11-29,127.8
2001-11-30,128.631
2001-12-03,128.338
2001-12-04,129.766
2001-12-05,129.994
2001-12-06,131.46
2001-12-07,132.12
2001-12-10,132.09
2001-12-11,132.893
2001-12-12,133.959
2001-12-13,133.228
2001-12-14,134.491
2001-12-17,133.299
2001-12-18,135.276
2001-12-19,134.921
2001-12-20,134.805
2001-12-21,133.681
2001-12-24,132.347
2001-12-25,132.347
2001-12-26,132.46
2001-12-27,133.293
2001-12-28,133.629
2001-12-31,136.872
2002-01-01,136.872
2002-01-02,137.729
2002-01-03,139.07
2002-01-04,139.69
2002-01-07,140.364
2002-01-08,140.526
2002-01-09,139.596
2002-01-10,138.28
2002-01-11,138.84
2002-01-14,138.524
2002-01-15,137.456
2002-01-16,136.197
2002-01-17,136.486
2002-01-18,137.544
2002-01-21,137.111
2002-01-22,136.445
2002-01-23,136.397
2002-01-24,135.91
2002-01-25,133.833
2002-01-28,133.782
2002-01-29,132.674
2002-01-30,130.94
2002-01-31,130.747
2002-02-01,132.631
2002-02-04,134.051
2002-02-05,132.217
2002-02-06,131.986
2002-02-07,129.1
2002-02-08,131.456
2002-02-11,133.136
2002-02-12,133.383
2002-02-13,133.756
2002-02-14,134.504
2002-02-15,136.927
2002-02-18,134.947
2002-02-19,134.612
2002-02-20,134.609
2002-02-21,134.148
2002-02-22,134.099
2002-02-25,133.043
2002-02-26,132.758
2002-02-27,132.525
2002-02-28,132.836
2002-03-01,134.986
2002-03-04,137.107
2002-03-05,137.846
2002-03-06,137.881
2002-03-07,138.345
2002-03-08,141.452
2002-03-11,141.382
2002-03-12,140.732
2002-03-13,140.463
2002-03-14,142.466
2002-03-15,143.546
2002-03-18,142.72
2002-03-19,144.842
2002-03-20,144.537
2002-03-21,144.014
2002-03-22,144.066
2002-03-25,143.42
2002-03-26,143.897
2002-03-27,143.72
2002-03-28,143.849
2002-03-29,143.849
2002-04-01,145.028
2002-04-02,146.953
2002-04-03,145.651
2002-04-04,147.498
2002-04-05,150.486
2002-04-08,147.643
2002-04-09,145.273
2002-04-10,147.195
2002-04-11,148.424
2002-04-12,148.538
2002-04-15,149.976
2002-04-16,150.338
2002-04-17,150.979
2002-04-18,152.138
2002-04-19,152.239
2002-04-22,151.823
2002-04-23,152.711
2002-04-24,154.371
2002-04-25,156.686
2002-04-26,154.471
2002-04-29,155.217
2002-04-30,156.344
2002-05-01,157.508
2002-05-02,158.426
2002-05-03,160.777
2002-05-06,161.314
2002-05-07,159.34
2002-05-08,159.35
2002-05-09,160.781
2002-05-10,159.523
2002-05-13,160.814
2002-05-14,159.674
2002-05-15,161.291
2002-05-16,161.919
2002-05-17,163.157
2002-05-20,164.789
2002-05-21,164.729
2002-05-22,165.178
2002-05-23,162.731
2002-05-24,161.98
2002-05-27,160.985
2002-05-28,163.114
2002-05-29,162.837
2002-05-30,162.657
2002-05-31,163.171
2002-06-03,163.826
2002-06-04,164.139
2002-06-05,163.188
2002-06-06,164.847
2002-06-07,163.951
2002-06-10,164.566
2002-06-11,165.346
2002-06-12,165.705
2002-06-13,165.913
2002-06-14,162.167
2002-06-17,161.734
2002-06-18,162.894
2002-06-19,163.114
2002-06-20,163.081
2002-06-21,163.549
2002-06-24,164.413
2002-06-25,163.599
2002-06-26,162.172
2002-06-27,162.034
2002-06-28,163.817
2002-07-01,163.979
2002-07-02,163.057
2002-07-03,160.45
2002-07-04,161.564
2002-07-05,161.686
2002-07-08,163.431
2002-07-09,162.967
2002-07-10,161.063
2002-07-11,158.632
2002-07-12,159.032
2002-07-15,158.63
2002-07-16,157.208
2002-07-17,158.873
2002-07-18,158.9
2002-07-19,159.015
2002-07-22,155.904
2002-07-23,151.411
2002-07-24,146.971
2002-07-25,150.885
2002-07-26,148.303
2002-07-29,148.743
2002-07-30,151.271
2002-07-31,150.217
2002-08-01,149.776
2002-08-02,147.861
2002-08-05,147.985
2002-08-06,144.961
2002-08-07,148.177
2002-08-08,147.384
2002-08-09,148.44
2002-08-12,147.956
2002-08-13,148.25
2002-08-14,151.118
2002-08-15,152.191
2002-08-16,152.62
2002-08-19,152.379
2002-08-20,153.554
2002-08-21,155.435
2002-08-22,155.199
2002-08-23,155.318
2002-08-26,155.174
2002-08-27,157.563
2002-08-28,157.503
2002-08-29,156.902
2002-08-30,156.109
2002-09-02,154.954
2002-09-03,154.787
2002-09-04,151.394
2002-09-05,148.091
2002-09-06,146.829
2002-09-09,148.604
2002-09-10,148.09
2002-09-11,149.247
2002-09-12,149.183
2002-09-13,146.929
2002-09-16,147.614
2002-09-17,147.534
2002-09-18,145.482
2002-09-19,143.112
2002-09-20,141.008
2002-09-23,137.581
2002-09-24,136.469
2002-09-25,136.659
2002-09-26,138.557
2002-09-27,138.646
2002-09-30,135.482
2002-10-01,130.977
2002-10-02,133.436
2002-10-03,132.172
2002-10-04,129.964
2002-10-07,128.142
2002-10-08,127.582
2002-10-09,123.404
2002-10-10,123.377
2002-10-11,126.904
2002-10-14,125.689
2002-10-15,128.658
2002-10-16,127.207
2002-10-17,127.207
2002-10-18,129.703
2002-10-21,129.296
2002-10-22,128.861
2002-10-23,127.954
2002-10-24,130.47
2002-10-25,130.371
2002-10-28,131.759
2002-10-29,133.009
2002-10-30,135.088
2002-10-31,139.93
2002-11-01,143.182
2002-11-04,144.405
2002-11-05,143.424
2002-11-06,141.396
2002-11-07,143.401
2002-11-08,143.333
2002-11-11,144.342
2002-11-12,142.948
2002-11-13,143.33
2002-11-14,143.878
2002-11-15,144.504
2002-11-18,144.684
2002-11-19,145.539
2002-11-20,144.434
2002-11-21,147.663
2002-11-22,146.473
2002-11-25,146.961
2002-11-26,145.753
2002-11-27,146.816
2002-11-28,148.251
2002-11-29,150.563
2002-12-02,150.329
2002-12-03,148.481
2002-12-04,147.586
2002-12-05,146.616
2002-12-06,149.922
2002-12-09,149.34
2002-12-10,150.065
2002-12-11,151.521
2002-12-12,152.222
2002-12-13,149.678
2002-12-16,149.308
2002-12-17,149.664
2002-12-18,147.672
2002-12-19,148.425
2002-12-20,152.201
2002-12-23,151.137
2002-12-24,151.392
2002-12-25,151.392
2002-12-26,151.774
2002-12-27,152.356
2002-12-30,154.965
2002-12-31,155.497
2003-01-01,155.497
2003-01-02,157.568
2003-01-03,158.828
2003-01-06,159.058
2003-01-07,157.107
2003-01-08,155.985
2003-01-09,155.692
2003-01-10,157.307
2003-01-13,156.466
2003-01-14,158.115
2003-01-15,157.576
2003-01-16,157.153
2003-01-17,157.439
2003-01-20,157.905
2003-01-21,159.075
2003-01-22,160.014
2003-01-23,160.042
2003-01-24,159.823
2003-01-27,158.049
2003-01-28,156.564
2003-01-29,153.158
2003-01-30,154.431
2003-01-31,155.169
2003-02-03,155.374
2003-02-04,154.358
2003-02-05,151.658
2003-02-06,150.541
2003-02-07,150.188
2003-02-10,148.233
2003-02-11,148.244
2003-02-12,147.67
2003-02-13,147.826
2003-02-14,146.424
2003-02-17,144.802
2003-02-18,145.717
2003-02-19,148.096
2003-02-20,149.118
2003-02-21,148.408
2003-02-24,144.926
2003-02-25,143.307
2003-02-26,143.869
2003-02-27,142.877
2003-02-28,144.513
2003-03-03,144.874
2003-03-04,146.44
2003-03-05,146.342
2003-03-06,147.509
2003-03-07,149.85
2003-03-10,146.878
2003-03-11,146.922
2003-03-12,145.133
2003-03-13,146.934
2003-03-14,145.858
2003-03-17,144.331
2003-03-18,145.205
2003-03-19,145.505
2003-03-20,146.175
2003-03-21,146.673
2003-03-24,146.43
2003-03-25,145.913
2003-03-26,147.778
2003-03-27,147.905
2003-03-28,149.517
2003-03-31,153.242
2003-04-01,152.298
2003-04-02,150.924
2003-04-03,150.621
2003-04-04,152.628
2003-04-07,153.266
2003-04-08,152.775
2003-04-09,151.595
2003-04-10,152.905
2003-04-11,152.068
2003-04-14,153.428
2003-04-15,155.251
2003-04-16,156.553
2003-04-17,157.942
2003-04-18,157.989
2003-04-21,157.308
2003-04-22,159.096
2003-04-23,160.431
2003-04-24,160.874
2003-04-25,159.861
2003-04-28,160.202
2003-04-29,160.834
2003-04-30,163.591
2003-05-01,165.198
2003-05-02,165.775
2003-05-05,166.632
2003-05-06,168.767
2003-05-07,172.519
2003-05-08,174.813
2003-05-09,175.285
2003-05-12,177.934
2003-05-13,176.929
2003-05-14,175.547
2003-05-15,177.057
2003-05-16,179.62
2003-05-19,179.452
2003-05-20,179.611
2003-05-21,179.726
2003-05-22,177.874
2003-05-23,181.113
2003-05-26,182.734
2003-05-27,184.25
2003-05-28,184.762
2003-05-29,186.52
2003-05-30,186.971
2003-06-02,186.272
2003-06-03,194.318
2003-06-04,195.423
2003-06-05,210.313
2003-06-06,204.903
2003-06-09,198.905
2003-06-10,199.84
2003-06-11,203.737
2003-06-12,210.261
2003-06-13,212.524
2003-06-16,212.619
2003-06-17,210.473
2003-06-18,210.236
2003-06-19,209.233
2003-06-20,208.004
2003-06-23,205.087
2003-06-24,204.28
2003-06-25,203.619
2003-06-26,181.514
2003-06-27,179.21
2003-06-30,185.009
2003-07-01,191.094
2003-07-02,191.718
2003-07-03,193.213
2003-07-04,196.244
2003-07-07,196.591
2003-07-08,195.556
2003-07-09,200.397
2003-07-10,201.858
2003-07-11,198.742
2003-07-14,198.559
2003-07-15,200.313
2003-07-16,200.267
2003-07-17,200.333
2003-07-18,202.848
2003-07-21,203.512
2003-07-22,204.417
2003-07-23,204.911
2003-07-24,194.154
2003-07-25,191.641
2003-07-28,191.727
2003-07-29,191.409
2003-07-30,192.037
2003-07-31,190.539
2003-08-01,193.355
2003-08-04,196.516
2003-08-05,193.902
2003-08-06,192.642
2003-08-07,192.681
2003-08-08,189.977
2003-08-11,191.271
2003-08-12,189.193
2003-08-13,192.587
2003-08-14,189.826
2003-08-15,189.563
2003-08-18,187.609
2003-08-19,187.497
2003-08-20,188.319
2003-08-21,183.571
2003-08-22,182.983
2003-08-25,190.592
2003-08-26,185.547
2003-08-27,186.282
2003-08-28,184.826
2003-08-29,186.457
2003-09-01,188.21
2003-09-02,187.345
2003-09-03,187.256
2003-09-04,196.861
2003-09-05,201.258
2003-09-08,201.412
2003-09-09,202.278
2003-09-10,201.521
2003-09-11,199.864
2003-09-12,199.511
2003-09-15,205.209
2003-09-16,205.133
2003-09-17,207.023
2003-09-18,207.461
2003-09-19,208.807
2003-09-22,208.774
2003-09-23,208.022
2003-09-24,208.791
2003-09-25,209.072
2003-09-26,209.35
2003-09-29,209.104
2003-09-30,207.029
2003-10-01,208.588
2003-10-02,210.667
2003-10-03,210.235
2003-10-06,223.661
2003-10-07,227.129
2003-10-08,228.369
2003-10-09,229.212
2003-10-10,226.982
2003-10-13,227.738
2003-10-14,227.733
2003-10-15,227.628
2003-10-16,226.325
2003-10-17,226.187
2003-10-20,224.141
2003-10-21,224.957
2003-10-22,226.935
2003-10-23,224.869
2003-10-24,226.11
2003-10-27,225.275
2003-10-28,226.487
2003-10-29,230.005
2003-10-30,229.086
2003-10-31,224.816
2003-11-03,225.426
2003-11-04,226.184
2003-11-05,224.213
2003-11-06,221.144
2003-11-07,225.034
2003-11-10,227.069
2003-11-11,226.61
2003-11-12,229.316
2003-11-13,229.881
2003-11-14,233.404
2003-11-17,231.045
2003-11-18,232.79
2003-11-19,232.48
2003-11-20,230.689
2003-11-21,231.413
2003-11-24,227.973
2003-11-25,234.097
2003-11-26,236.215
2003-11-27,234.765
2003-11-28,240.086
2003-12-01,241.198
2003-12-02,244.821
2003-12-03,245.631
2003-12-04,244.775
2003-12-05,244.986
2003-12-08,247.321
2003-12-09,249.054
2003-12-10,248.549
2003-12-11,245.925
2003-12-12,249.726
2003-12-15,251.234
2003-12-16,248.494
2003-12-17,251.129
2003-12-18,249.139
2003-12-19,250.623
2003-12-22,253.274
2003-12-23,251.236
2003-12-24,251.944
2003-12-25,251.944
2003-12-26,251.843
2003-12-29,258.988
2003-12-30,259.676
2003-12-31,261.425
2004-01-01,261.425
2004-01-02,262.637
2004-01-05,270.571
2004-01-06,269.357
2004-01-07,273.945
2004-01-08,277.542
2004-01-09,282.93
2004-01-12,283.091
2004-01-13,283.682
2004-01-14,284.725
2004-01-15,284.672
2004-01-16,278.623
2004-01-19,281.054
2004-01-20,284.581
2004-01-21,285.739
2004-01-22,293.766
2004-01-23,288.261
2004-01-26,286.895
2004-01-27,291.134
2004-01-28,288.495
2004-01-29,286.346
2004-01-30,288.1
2004-02-02,287.846
2004-02-03,290.059
2004-02-04,289.378
2004-02-05,286.346
2004-02-06,290.503
2004-02-09,294.073
2004-02-10,292.134
2004-02-11,292.291
2004-02-12,296.043
2004-02-13,300.288
2004-02-16,297.032
2004-02-17,296.864
2004-02-18,315.89
2004-02-19,332.978
2004-02-20,323.633
2004-02-23,331.539
2004-02-24,330.86
2004-02-25,329.595
2004-02-26,323.665
2004-02-27,328.885
2004-03-01,337.883
2004-03-02,346.395
2004-03-03,349.041
2004-03-04,348.992
2004-03-05,356.578
2004-03-08,359.039
2004-03-09,356.93
2004-03-10,350.328
2004-03-11,340.034
2004-03-12,340.875
2004-03-15,343.065
2004-03-16,346.509
2004-03-17,349.939
2004-03-18,364.88
2004-03-19,376.11
2004-03-22,365.965
2004-03-23,370.527
2004-03-24,361.829
2004-03-25,365.89
2004-03-26,368.382
2004-03-29,368.535
2004-03-30,368.752
2004-03-31,373.682
2004-04-01,379.657
2004-04-02,379.472
2004-04-05,382.304
2004-04-06,380.376
2004-04-07,376.297
2004-04-08,372.463
2004-04-09,372.463
2004-04-12,371.417
2004-04-13,370.169
2004-04-14,368.74
2004-04-15,371.14
2004-04-16,373.665
2004-04-19,386.816
2004-04-20,388.481
2004-04-21,386.371
2004-04-22,389.134
2004-04-23,397.028
2004-04-26,398.666
2004-04-27,403.829
2004-04-28,392.826
2004-04-29,398.105
2004-04-30,388.656
2004-05-03,387.586
2004-05-04,381.086
2004-05-05,384.589
2004-05-06,377.391
2004-05-07,378.175
2004-05-10,355.645
2004-05-11,365.985
2004-05-12,359.559
2004-05-13,367.493
2004-05-14,367.964
2004-05-17,378.81
2004-05-18,382.995
2004-05-19,393.985
2004-05-20,380.998
2004-05-21,382.069
2004-05-24,378.312
2004-05-25,380.331
2004-05-26,391.641
2004-05-27,396.288
2004-05-28,402.31
2004-05-31,402.313
2004-06-01,397.497
2004-06-02,402.9
2004-06-03,397.481
2004-06-04,401.072
2004-06-07,403.333
2004-06-08,399.039
2004-06-09,392.159
2004-06-10,393.977
2004-06-11,391.448
2004-06-14,390.436
2004-06-15,393.418
2004-06-16,390.924
2004-06-17,390.524
2004-06-18,393.315
2004-06-21,395.453
2004-06-22,396.266
2004-06-23,400.894
2004-06-24,406.18
2004-06-25,403.456
2004-06-28,408.528
2004-06-29,405.892
2004-06-30,406.728
2004-07-01,404.307
2004-07-02,414.967
2004-07-05,413.676
2004-07-06,411.536
2004-07-07,413.642
2004-07-08,416.51
2004-07-09,413.995
2004-07-12,416.223
2004-07-13,410.443
2004-07-14,409.282
2004-07-15,404.848
2004-07-16,402.764
2004-07-19,401.48
2004-07-20,399.757
2004-07-21,397.128
2004-07-22,395.989
2004-07-23,390.422
2004-07-26,393.65
2004-07-27,389.591
2004-07-28,392.549
2004-07-29,396.27
2004-07-30,394.081
2004-08-02,395.096
2004-08-03,398.049
2004-08-04,397.943
2004-08-05,398.631
2004-08-06,402.453
2004-08-09,397.886
2004-08-10,398.944
2004-08-11,397.428
2004-08-12,398.488
2004-08-13,400.265
2004-08-16,404.266
2004-08-17,406.054
2004-08-18,406.08
2004-08-19,409.637
2004-08-20,409.328
2004-08-23,407.041
2004-08-24,405.514
2004-08-25,401.681
2004-08-26,403.497
2004-08-27,403.795
2004-08-30,403.887
2004-08-31,406.254
2004-09-01,415.31
2004-09-02,418.618
2004-09-03,411.926
2004-09-06,415.439
2004-09-07,413.971
2004-09-08,412.424
2004-09-09,414.031
2004-09-10,420.314
2004-09-13,418.824
2004-09-14,420.756
2004-09-15,416.766
2004-09-16,417.361
2004-09-17,416.834
2004-09-20,415.372
2004-09-21,415.563
2004-09-22,416.03
2004-09-23,418.271
2004-09-24,418.548
2004-09-27,420.217
2004-09-28,419.213
2004-09-29,418.661
2004-09-30,423.385
2004-10-01,424.023
2004-10-04,422.032
2004-10-05,430.624
2004-10-06,431.409
2004-10-07,432.177
2004-10-08,437.127
2004-10-11,434.734
2004-10-12,431.634
2004-10-13,432.538
2004-10-14,439.14
2004-10-15,445.668
2004-10-18,446.591
2004-10-19,448.801
2004-10-20,447.947
2004-10-21,446.712
2004-10-22,448.732
2004-10-25,451.561
2004-10-26,452.522
2004-10-27,455.287
2004-10-28,454.648
2004-10-29,453.678
2004-11-01,453.888
2004-11-02,452.727
2004-11-03,459.244
2004-11-04,461.654
2004-11-05,465.311
2004-11-08,462.457
2004-11-09,461.523
2004-11-10,465.173
2004-11-11,464.954
2004-11-12,466.814
2004-11-15,471.818
2004-11-16,474.14
2004-11-17,476.107
2004-11-18,478.392
2004-11-19,480.504
2004-11-22,481.571
2004-11-23,483.935
2004-11-24,486.982
2004-11-25,490.732
2004-11-26,490.965
2004-11-29,489.499
2004-11-30,493.784
2004-12-01,494.088
2004-12-02,495.148
2004-12-03,500.311
2004-12-06,507.176
2004-12-07,505.456
2004-12-08,496.614
2004-12-09,499.297
2004-12-10,498.242
2004-12-13,497.781
2004-12-14,499.572
2004-12-15,509.122
2004-12-16,503.834
2004-12-17,504.078
2004-12-20,507.552
2004-12-21,503.458
2004-12-22,510.651
2004-12-23,513.655
2004-12-24,514.986
2004-12-27,518.201
2004-12-28,517.459
2004-12-29,517.451
2004-12-30,519.597
2004-12-31,519.676
2005-01-03,514.648
2005-01-04,514.509
2005-01-05,512.699
2005-01-06,508.912
2005-01-07,513.724
2005-01-10,517.158
2005-01-11,515.743
2005-01-12,523.204
2005-01-13,521.338
2005-01-14,518.715
2005-01-17,524.522
2005-01-18,520.46
2005-01-19,522.09
2005-01-20,516.135
2005-01-21,519.941
2005-01-24,520.907
2005-01-25,520.492
2005-01-26,523.4
2005-01-27,521.901
2005-01-28,517.975
2005-01-31,514.114
2005-02-01,519.576
2005-02-02,527.549
2005-02-03,525.974
2005-02-04,526.187
2005-02-07,519.278
2005-02-08,514.978
2005-02-09,518.422
2005-02-10,528.354
2005-02-11,530.58
2005-02-14,536.206
2005-02-15,532.449
2005-02-16,538.329
2005-02-17,541.047
2005-02-18,539.187
2005-02-21,537.338
2005-02-22,539.182
2005-02-23,537.405
2005-02-24,538.223
2005-02-25,538.35
2005-02-28,542.6
2005-03-01,539.057
2005-03-02,534.24
2005-03-03,530.779
2005-03-04,531.952
2005-03-07,525.464
2005-03-08,530.97
2005-03-09,531.987
2005-03-10,527.249
2005-03-11,531.267
2005-03-14,524.845
2005-03-15,526.008
2005-03-16,530.081
2005-03-17,529.833
2005-03-18,529.576
2005-03-21,525.769
2005-03-22,528.16
2005-03-23,518.891
2005-03-24,517.68
2005-03-25,517.68
2005-03-28,514.047
2005-03-29,516.731
2005-03-30,524.526
2005-03-31,532.241
2005-04-01,525.315
2005-04-04,522.918
2005-04-05,523.055
2005-04-06,528.532
2005-04-07,531.897
2005-04-08,532.102
2005-04-11,538.512
2005-04-12,535.28
2005-04-13,541.297
2005-04-14,536.774
2005-04-15,535.985
2005-04-18,532.894
2005-04-19,535.495
2005-04-20,539.063
2005-04-21,537.742
2005-04-22,535.513
2005-04-25,524.597
2005-04-26,524.352
2005-04-27,519.58
2005-04-28,518.028
2005-04-29,526.679
2005-05-02,523.783
2005-05-03,519.579
2005-05-04,524.703
2005-05-05,532.236
2005-05-06,533.157
2005-05-09,536.39
2005-05-10,535.211
2005-05-11,535.593
2005-05-12,536.546
2005-05-13,531.859
2005-05-16,530.594
2005-05-17,529.054
2005-05-18,534.585
2005-05-19,543.406
2005-05-20,539.096
2005-05-23,541.165
2005-05-24,545.081
2005-05-25,544.603
2005-05-26,542.407
2005-05-27,544.283
2005-05-30,543.656
2005-05-31,536.745
2005-06-01,538.639
2005-06-02,534.287
2005-06-03,535.889
2005-06-06,536.282
2005-06-07,541.543
2005-06-08,543.997
2005-06-09,535.514
2005-06-10,530.952
2005-06-13,534.348
2005-06-14,535.5
2005-06-15,542.782
2005-06-16,539.166
2005-06-17,549.311
2005-06-20,541.952
2005-06-21,543.836
2005-06-22,539.105
2005-06-23,536.937
2005-06-24,540.459
2005-06-27,540.573
2005-06-28,543.389
2005-06-29,548.767
2005-06-30,553.259
2005-07-01,545.324
2005-07-04,537.703
2005-07-05,540.347
2005-07-06,545.403
2005-07-07,541.793
2005-07-08,541.178
2005-07-11,549.584
2005-07-12,557.139
2005-07-13,553.619
2005-07-14,560.188
2005-07-15,554.655
2005-07-18,553.238
2005-07-19,557.889
2005-07-20,553.421
2005-07-21,562.074
2005-07-22,563.403
2005-07-25,555.214
2005-07-26,551.4
2005-07-27,553.655
2005-07-28,552.452
2005-07-29,566.306
2005-08-01,574.615
2005-08-02,577.557
2005-08-03,576.26
2005-08-04,580.19
2005-08-05,585.585
2005-08-08,587.64
2005-08-09,584.902
2005-08-10,588.707
2005-08-11,590.736
2005-08-12,586.822
2005-08-15,582.164
2005-08-16,580.736
2005-08-17,578.791
2005-08-18,571.694
2005-08-19,565.511
2005-08-22,572.193
2005-08-23,575.33
2005-08-24,578.827
2005-08-25,574.693
2005-08-26,577.602
2005-08-29,577.085
2005-08-30,578.281
2005-08-31,594.975
2005-09-01,598.964
2005-09-02,606.854
2005-09-05,604.868
2005-09-06,612.285
2005-09-07,613.084
2005-09-08,613.024
2005-09-09,620.231
2005-09-12,616.729
2005-09-13,611.268
2005-09-14,614.388
2005-09-15,608.623
2005-09-16,612.53
2005-09-19,610.991
2005-09-20,611.542
2005-09-21,612.158
2005-09-22,600.909
2005-09-23,599.581
2005-09-26,595.969
2005-09-27,592.193
2005-09-28,592.572
2005-09-29,600.926
2005-09-30,610.479
2005-10-03,604.095
2005-10-04,611.286
2005-10-05,620.688
2005-10-06,627.953
2005-10-07,624.358
2005-10-10,612.851
2005-10-11,615.195
2005-10-12,622.964
2005-10-13,614.251
2005-10-14,617.31
2005-10-17,608.316
2005-10-18,600.171
2005-10-19,599.659
2005-10-20,588.94
2005-10-21,579.253
2005-10-24,588.065
2005-10-25,603.274
2005-10-26,602.862
2005-10-27,595.744
2005-10-28,593.626
2005-10-31,595.696
2005-11-01,596.605
2005-11-02,623.639
2005-11-03,615.869
2005-11-04,599.575
2005-11-07,602.572
2005-11-08,603.062
2005-11-09,603.387
