Date,WORLD SMALL CAP Small Cap
2002-03-05,102.387
2002-03-06,103.481
2002-03-07,104.607
2002-03-08,105.258
2002-03-11,105.759
2002-03-12,104.93
2002-03-13,104.08
2002-03-14,104.617
2002-03-15,105.044
2002-03-18,105.45
2002-03-19,106.014
2002-03-20,105.347
2002-03-21,105.945
2002-03-22,105.592
2002-03-25,104.597
2002-03-26,105.06
2002-03-27,105.826
2002-03-28,106.185
2002-03-29,106.021
2002-04-01,105.967
2002-04-02,105.614
2002-04-03,105.232
2002-04-04,105.583
2002-04-05,105.713
2002-04-08,106.054
2002-04-09,105.91
2002-04-10,107.121
2002-04-11,106.222
2002-04-12,107.029
2002-04-15,107.001
2002-04-16,108.629
2002-04-17,108.817
2002-04-18,108.941
2002-04-19,108.802
2002-04-22,108.168
2002-04-23,108.096
2002-04-24,107.867
2002-04-25,108.018
2002-04-26,107.18
2002-04-29,106.782
2002-04-30,107.734
2002-05-01,108.172
2002-05-02,108.255
2002-05-03,108.322
2002-05-06,107.102
2002-05-07,106.018
2002-05-08,107.771
2002-05-09,107.106
2002-05-10,106.354
2002-05-13,106.978
2002-05-14,108.166
2002-05-15,108.786
2002-05-16,108.478
2002-05-17,109.34
2002-05-20,108.789
2002-05-21,108.048
2002-05-22,108.155
2002-05-23,108.81
2002-05-24,108.241
2002-05-27,108.315
2002-05-28,108.368
2002-05-29,107.572
2002-05-30,107.422
2002-05-31,107.464
2002-06-03,106.142
2002-06-04,105.643
2002-06-05,105.584
2002-06-06,104.704
2002-06-07,104.706
2002-06-10,104.558
2002-06-11,103.62
2002-06-12,103.189
2002-06-13,101.997
2002-06-14,101.341
2002-06-17,102.441
2002-06-18,102.632
2002-06-19,101.466
2002-06-20,101.094
2002-06-21,101.092
2002-06-24,100.852
2002-06-25,99.986
2002-06-26,99.736
2002-06-27,100.666
2002-06-28,101.903
2002-07-01,100.663
2002-07-02,98.452
2002-07-03,97.872
2002-07-04,97.823
2002-07-05,99.67
2002-07-08,99.395
2002-07-09,99.07
2002-07-10,97.373
2002-07-11,96.372
2002-07-12,96.107
2002-07-15,95.206
2002-07-16,94.436
2002-07-17,94.372
2002-07-18,93.57
2002-07-19,91.892
2002-07-22,89.826
2002-07-23,87.396
2002-07-24,88.42
2002-07-25,88.779
2002-07-26,88.207
2002-07-29,90.928
2002-07-30,91.714
2002-07-31,90.837
2002-08-01,89.848
2002-08-02,88.004
2002-08-05,86.185
2002-08-06,86.491
2002-08-07,87.428
2002-08-08,88.435
2002-08-09,89.116
2002-08-12,88.945
2002-08-13,87.856
2002-08-14,89.447
2002-08-15,90.128
2002-08-16,90.826
2002-08-19,91.316
2002-08-20,90.886
2002-08-21,91.988
2002-08-22,92.585
2002-08-23,91.58
2002-08-26,92.6
2002-08-27,91.848
2002-08-28,90.546
2002-08-29,90.615
2002-08-30,90.42
2002-09-02,90.277
2002-09-03,88.52
2002-09-04,88.889
2002-09-05,87.932
2002-09-06,88.887
2002-09-09,89.237
2002-09-10,89.364
2002-09-11,89.482
2002-09-12,88.616
2002-09-13,88.413
2002-09-16,87.638
2002-09-17,87.009
2002-09-18,86.298
2002-09-19,85.118
2002-09-20,84.68
2002-09-23,83.277
2002-09-24,82.393
2002-09-25,83.417
2002-09-26,84.511
2002-09-27,83.896
2002-09-30,83.605
2002-10-01,83.778
2002-10-02,82.816
2002-10-03,81.891
2002-10-04,80.432
2002-10-07,78.209
2002-10-08,78.276
2002-10-09,76.631
2002-10-10,77.669
2002-10-11,79.486
2002-10-14,79.663
2002-10-15,82.347
2002-10-16,81.268
2002-10-17,83.032
2002-10-18,83.254
2002-10-21,84.248
2002-10-22,83.174
2002-10-23,83.811
2002-10-24,83.347
2002-10-25,84.166
2002-10-28,84.138
2002-10-29,83.702
2002-10-30,84.448
2002-10-31,84.622
2002-11-01,85.807
2002-11-04,86.644
2002-11-05,86.885
2002-11-06,87.624
2002-11-07,86.639
2002-11-08,85.985
2002-11-11,84.361
2002-11-12,84.908
2002-11-13,84.653
2002-11-14,85.417
2002-11-15,85.784
2002-11-18,85.309
2002-11-19,84.601
2002-11-20,85.491
2002-11-21,87.282
2002-11-22,87.762
2002-11-25,88.427
2002-11-26,87.405
2002-11-27,88.954
2002-11-28,89.62
2002-11-29,89.407
2002-12-02,89.375
2002-12-03,87.993
2002-12-04,87.084
2002-12-05,86.519
2002-12-06,86.743
2002-12-09,85.045
2002-12-10,85.905
2002-12-11,85.919
2002-12-12,86.053
2002-12-13,85.261
2002-12-16,85.889
2002-12-17,85.675
2002-12-18,84.287
2002-12-19,84.145
2002-12-20,84.636
2002-12-23,84.91
2002-12-24,84.887
2002-12-25,84.931
2002-12-26,85.385
2002-12-27,84.989
2002-12-30,84.95
2002-12-31,85.346
2003-01-01,85.346
2003-01-02,86.744
2003-01-03,86.929
2003-01-06,88.377
2003-01-07,87.846
2003-01-08,86.779
2003-01-09,87.943
2003-01-10,88.373
2003-01-13,88.545
2003-01-14,89.13
2003-01-15,88.663
2003-01-16,88.458
2003-01-17,87.613
2003-01-20,87.441
2003-01-21,86.845
2003-01-22,86.25
2003-01-23,87.075
2003-01-24,86.01
2003-01-27,84.306
2003-01-28,84.527
2003-01-29,84.47
2003-01-30,83.58
2003-01-31,83.838
2003-02-03,83.964
2003-02-04,83.975
2003-02-05,83.753
2003-02-06,83.299
2003-02-07,82.563
2003-02-10,82.579
2003-02-11,82.379
2003-02-12,81.795
2003-02-13,81.628
2003-02-14,82.233
2003-02-17,82.536
2003-02-18,83.505
2003-02-19,83.056
2003-02-20,83.106
2003-02-21,83.259
2003-02-24,82.466
2003-02-25,82.012
2003-02-26,81.61
2003-02-27,81.922
2003-02-28,82.387
2003-03-03,82.562
2003-03-04,82.019
2003-03-05,81.978
2003-03-06,81.496
2003-03-07,81.165
2003-03-10,79.725
2003-03-11,78.988
2003-03-12,78.552
2003-03-13,79.919
2003-03-14,80.038
2003-03-17,81.177
2003-03-18,82.037
2003-03-19,82.083
2003-03-20,82.689
2003-03-21,83.629
2003-03-24,82.619
2003-03-25,83.105
2003-03-26,83.153
2003-03-27,83.251
2003-03-28,83.203
2003-03-31,82.596
2003-04-01,83.056
2003-04-02,84.333
2003-04-03,84.145
2003-04-04,84.102
2003-04-07,85.038
2003-04-08,84.575
2003-04-09,84.3
2003-04-10,84.776
2003-04-11,84.654
2003-04-14,85.414
2003-04-15,86.192
2003-04-16,86.261
2003-04-17,87.314
2003-04-18,87.373
2003-04-21,87.592
2003-04-22,88.653
2003-04-23,89.503
2003-04-24,89.288
2003-04-25,88.447
2003-04-28,89.395
2003-04-29,89.944
2003-04-30,91.146
2003-05-01,91.667
2003-05-02,92.874
2003-05-05,93.658
2003-05-06,94.606
2003-05-07,94.621
2003-05-08,94.135
2003-05-09,95.043
2003-05-12,96.131
2003-05-13,96.246
2003-05-14,96.682
2003-05-15,97.138
2003-05-16,97.28
2003-05-19,95.846
2003-05-20,95.754
2003-05-21,95.801
2003-05-22,96.687
2003-05-23,97.415
2003-05-26,97.597
2003-05-27,98.723
2003-05-28,99.017
2003-05-29,99.716
2003-05-30,100.68
2003-06-02,101.514
2003-06-03,101.335
2003-06-04,102.772
2003-06-05,104.635
2003-06-06,104.391
2003-06-09,103.136
2003-06-10,103.599
2003-06-11,104.927
2003-06-12,105.345
2003-06-13,104.527
2003-06-16,105.728
2003-06-17,106.302
2003-06-18,106.093
2003-06-19,104.92
2003-06-20,104.69
2003-06-23,103.217
2003-06-24,102.685
2003-06-25,103.508
2003-06-26,103.646
2003-06-27,103.927
2003-06-30,103.973
2003-07-01,104.682
2003-07-02,106.534
2003-07-03,106.262
2003-07-04,106.2
2003-07-07,107.779
2003-07-08,108.783
2003-07-09,109.104
2003-07-10,107.899
2003-07-11,107.999
2003-07-14,109.323
2003-07-15,108.675
2003-07-16,107.726
2003-07-17,105.381
2003-07-18,106.083
2003-07-21,105.568
2003-07-22,106.272
2003-07-23,107.27
2003-07-24,107.437
2003-07-25,108.074
2003-07-28,108.982
2003-07-29,108.794
2003-07-30,108.1
2003-07-31,108.154
2003-08-01,107.866
2003-08-04,107.447
2003-08-05,106.46
2003-08-06,105.638
2003-08-07,105.889
2003-08-08,105.976
2003-08-11,106.878
2003-08-12,108.041
2003-08-13,108.637
2003-08-14,109.226
2003-08-15,109.466
2003-08-18,110.928
2003-08-19,112.087
2003-08-20,112.656
2003-08-21,113.554
2003-08-22,112.577
2003-08-25,112.31
2003-08-26,112.39
2003-08-27,113.03
2003-08-28,113.845
2003-08-29,114.94
2003-09-01,115.73
2003-09-02,116.698
2003-09-03,117.542
2003-09-04,117.716
2003-09-05,117.658
2003-09-08,119.056
2003-09-09,119.038
2003-09-10,117.029
2003-09-11,117.27
2003-09-12,117.992
2003-09-15,117.921
2003-09-16,119.246
2003-09-17,119.773
2003-09-18,120.701
2003-09-19,121.525
2003-09-22,120.55
2003-09-23,121.205
2003-09-24,119.661
2003-09-25,117.86
2003-09-26,116.372
2003-09-29,117.28
2003-09-30,117.105
2003-10-01,119.019
2003-10-02,120.418
2003-10-03,122.138
2003-10-06,123.069
2003-10-07,124.002
2003-10-08,123.636
2003-10-09,124.62
2003-10-10,125.164
2003-10-13,126.016
2003-10-14,126.672
2003-10-15,126.408
2003-10-16,127.282
2003-10-17,126.163
2003-10-20,126.536
2003-10-21,127.217
2003-10-22,125.571
2003-10-23,123.48
2003-10-24,123.656
2003-10-27,125.142
2003-10-28,126.747
2003-10-29,128.093
2003-10-30,128.111
2003-10-31,127.444
2003-11-03,128.185
2003-11-04,128.886
2003-11-05,128.793
2003-11-06,128.669
2003-11-07,129.348
2003-11-10,128.359
2003-11-11,126.701
2003-11-12,128.524
2003-11-13,129.229
2003-11-14,128.042
2003-11-17,125.451
2003-11-18,125.3
2003-11-19,125.138
2003-11-20,125.074
2003-11-21,125.458
2003-11-24,126.855
2003-11-25,127.878
2003-11-26,129.213
2003-11-27,129.308
2003-11-28,129.738
2003-12-01,131.273
2003-12-02,131.68
2003-12-03,131.226
2003-12-04,130.9
2003-12-05,130.505
2003-12-08,130.62
2003-12-09,129.506
2003-12-10,128.122
2003-12-11,129.441
2003-12-12,130.621
2003-12-15,130.053
2003-12-16,129.836
2003-12-17,129.934
2003-12-18,130.879
2003-12-19,130.93
2003-12-22,131.613
2003-12-23,132.359
2003-12-24,132.519
2003-12-25,132.598
2003-12-26,133.084
2003-12-29,134.674
2003-12-30,135.603
2003-12-31,135.202
2004-01-01,135.202
2004-01-02,135.957
2004-01-05,138.148
2004-01-06,138.647
2004-01-07,138.888
2004-01-08,140.161
2004-01-09,140.508
2004-01-12,141.086
2004-01-13,140.937
2004-01-14,141.607
2004-01-15,141.274
2004-01-16,141.822
2004-01-19,142.089
2004-01-20,143.823
2004-01-21,144.237
2004-01-22,144.113
2004-01-23,144.385
2004-01-26,144.389
2004-01-27,143.927
2004-01-28,142.084
2004-01-29,140.111
2004-01-30,141.02
2004-02-02,141.353
2004-02-03,141.389
2004-02-04,138.926
2004-02-05,139.709
2004-02-06,142.364
2004-02-09,143.108
2004-02-10,143.947
2004-02-11,144.669
2004-02-12,145.105
2004-02-13,144.491
2004-02-16,144.845
2004-02-17,146.411
2004-02-18,146.17
2004-02-19,144.605
2004-02-20,143.272
2004-02-23,142.416
2004-02-24,142.399
2004-02-25,142.653
2004-02-26,142.868
2004-02-27,143.94
2004-03-01,146.421
2004-03-02,145.767
2004-03-03,145.095
2004-03-04,146.304
2004-03-05,147.559
2004-03-08,146.704
2004-03-09,145.944
2004-03-10,143.233
2004-03-11,141.581
2004-03-12,142.816
2004-03-15,141.006
2004-03-16,141.728
2004-03-17,143.657
2004-03-18,144.056
2004-03-19,143.682
2004-03-22,141.636
2004-03-23,141.689
2004-03-24,141.41
2004-03-25,143.817
2004-03-26,144.352
2004-03-29,146.024
2004-03-30,147.008
2004-03-31,148.034
2004-04-01,149.663
2004-04-02,150.078
2004-04-05,150.028
2004-04-06,149.463
2004-04-07,150.384
2004-04-08,149.834
2004-04-09,149.397
2004-04-12,149.86
2004-04-13,147.853
2004-04-14,146.164
2004-04-15,145.443
2004-04-16,146.59
2004-04-19,146.661
2004-04-20,145.533
2004-04-21,145.489
2004-04-22,146.819
2004-04-23,146.863
2004-04-26,147.322
2004-04-27,146.958
2004-04-28,144.596
2004-04-29,142.832
2004-04-30,141.334
2004-05-03,141.979
2004-05-04,143.279
2004-05-05,143.812
2004-05-06,141.462
2004-05-07,137.953
2004-05-10,133.109
2004-05-11,134.645
2004-05-12,135.598
2004-05-13,134.695
2004-05-14,134.001
2004-05-17,131.809
2004-05-18,133.363
2004-05-19,135.562
2004-05-20,134.864
2004-05-21,136.512
2004-05-24,137.406
2004-05-25,139.329
2004-05-26,140.457
2004-05-27,141.599
2004-05-28,141.909
2004-05-31,141.997
2004-06-01,142.651
2004-06-02,142.85
2004-06-03,140.746
2004-06-04,141.779
2004-06-07,144.3
2004-06-08,144.268
2004-06-09,142.817
2004-06-10,143.074
2004-06-11,142.649
2004-06-14,141.164
2004-06-15,142.298
2004-06-16,143.046
2004-06-17,143.508
2004-06-18,143.87
2004-06-21,143.975
2004-06-22,144.146
2004-06-23,145.263
2004-06-24,146.288
2004-06-25,146.93
2004-06-28,147.304
2004-06-29,147.366
2004-06-30,148.33
2004-07-01,147.499
2004-07-02,147.525
2004-07-05,146.821
2004-07-06,145.332
2004-07-07,145.819
2004-07-08,144.404
2004-07-09,145.062
2004-07-12,145.166
2004-07-13,144.769
2004-07-14,143.995
2004-07-15,143.721
2004-07-16,144.1
2004-07-19,143.852
2004-07-20,144.314
2004-07-21,142.015
2004-07-22,141.569
2004-07-23,139.91
2004-07-26,138.641
2004-07-27,139.014
2004-07-28,139.0
2004-07-29,139.86
2004-07-30,140.708
2004-08-02,140.881
2004-08-03,139.968
2004-08-04,138.975
2004-08-05,137.676
2004-08-06,136.453
2004-08-09,135.559
2004-08-10,137.212
2004-08-11,136.492
2004-08-12,135.308
2004-08-13,135.395
2004-08-16,136.602
2004-08-17,137.165
2004-08-18,138.451
2004-08-19,139.106
2004-08-20,140.309
2004-08-23,139.789
2004-08-24,139.544
2004-08-25,140.305
2004-08-26,140.358
2004-08-27,141.044
2004-08-30,139.996
2004-08-31,140.544
2004-09-01,141.615
2004-09-02,142.57
2004-09-03,141.443
2004-09-06,142.055
2004-09-07,143.129
2004-09-08,142.798
2004-09-09,143.174
2004-09-10,144.417
2004-09-13,144.998
2004-09-14,145.262
2004-09-15,143.958
2004-09-16,144.897
2004-09-17,144.687
2004-09-20,144.497
2004-09-21,145.689
2004-09-22,144.225
2004-09-23,144.364
2004-09-24,144.042
2004-09-27,142.916
2004-09-28,143.742
2004-09-29,144.61
2004-09-30,145.719
2004-10-01,147.604
2004-10-04,148.458
2004-10-05,148.587
2004-10-06,149.318
2004-10-07,148.392
2004-10-08,148.176
2004-10-11,148.275
2004-10-12,147.229
2004-10-13,146.092
2004-10-14,145.556
2004-10-15,146.391
2004-10-18,146.583
2004-10-19,146.627
2004-10-20,146.785
2004-10-21,147.976
2004-10-22,147.349
2004-10-25,147.644
2004-10-26,148.414
2004-10-27,150.015
2004-10-28,150.119
2004-10-29,149.989
2004-11-01,150.447
2004-11-02,150.675
2004-11-03,152.603
2004-11-04,154.073
2004-11-05,155.227
2004-11-08,154.929
2004-11-09,155.307
2004-11-10,155.527
2004-11-11,156.488
2004-11-12,158.141
2004-11-15,158.799
2004-11-16,158.116
2004-11-17,159.4
2004-11-18,159.118
2004-11-19,158.415
2004-11-22,158.67
2004-11-23,159.458
2004-11-24,160.699
2004-11-25,161.323
2004-11-26,161.552
2004-11-29,162.206
2004-11-30,161.971
2004-12-01,163.253
2004-12-02,163.223
2004-12-03,164.015
2004-12-06,164.004
2004-12-07,162.23
2004-12-08,161.115
2004-12-09,160.259
2004-12-10,160.424
2004-12-13,161.767
2004-12-14,162.438
2004-12-15,164.389
2004-12-16,163.437
2004-12-17,163.477
2004-12-20,163.949
2004-12-21,164.693
2004-12-22,165.444
2004-12-23,166.152
2004-12-24,166.674
2004-12-27,166.538
2004-12-28,167.866
2004-12-29,167.664
2004-12-30,168.566
2004-12-31,168.651
2005-01-03,166.805
2005-01-04,164.383
2005-01-05,162.749
2005-01-06,162.564
2005-01-07,162.141
2005-01-10,163.031
2005-01-11,162.674
2005-01-12,163.741
2005-01-13,163.259
2005-01-14,163.977
2005-01-17,164.628
2005-01-18,165.151
2005-01-19,164.812
2005-01-20,163.314
2005-01-21,163.432
2005-01-24,163.0
2005-01-25,162.774
2005-01-26,165.186
2005-01-27,165.147
2005-01-28,164.506
2005-01-31,166.521
2005-02-01,167.251
2005-02-02,168.446
2005-02-03,167.843
2005-02-04,169.281
2005-02-07,169.044
2005-02-08,168.722
2005-02-09,167.333
2005-02-10,168.013
2005-02-11,169.225
2005-02-14,170.109
2005-02-15,170.252
2005-02-16,170.104
2005-02-17,169.64
2005-02-18,169.549
2005-02-21,169.662
2005-02-22,168.461
2005-02-23,168.028
2005-02-24,169.248
2005-02-25,171.175
2005-02-28,171.928
2005-03-01,172.321
2005-03-02,171.899
2005-03-03,171.997
2005-03-04,173.934
2005-03-07,173.672
2005-03-08,173.692
2005-03-09,172.974
2005-03-10,172.076
2005-03-11,172.74
2005-03-14,172.401
2005-03-15,172.134
2005-03-16,171.942
2005-03-17,171.804
2005-03-18,171.479
2005-03-21,170.774
2005-03-22,170.485
2005-03-23,167.805
2005-03-24,168.074
2005-03-25,168.048
2005-03-28,167.599
2005-03-29,165.688
2005-03-30,166.769
2005-03-31,168.034
2005-04-01,167.891
2005-04-04,167.093
2005-04-05,167.631
2005-04-06,168.157
2005-04-07,169.135
2005-04-08,168.252
2005-04-11,168.122
2005-04-12,168.015
2005-04-13,167.34
2005-04-14,164.701
2005-04-15,162.541
2005-04-18,161.182
2005-04-19,163.816
2005-04-20,163.075
2005-04-21,164.306
2005-04-22,164.4
2005-04-25,165.039
2005-04-26,163.542
2005-04-27,162.711
2005-04-28,160.601
2005-04-29,161.456
2005-05-02,162.031
2005-05-03,161.995
2005-05-04,163.692
2005-05-05,164.015
2005-05-06,164.174
2005-05-09,164.841
2005-05-10,163.89
2005-05-11,163.805
2005-05-12,162.189
2005-05-13,160.95
2005-05-16,161.357
2005-05-17,161.432
2005-05-18,163.39
2005-05-19,164.48
2005-05-20,164.053
2005-05-23,165.323
2005-05-24,165.653
2005-05-25,164.492
2005-05-26,165.502
2005-05-27,166.208
2005-05-30,166.518
2005-05-31,166.514
2005-06-01,167.34
2005-06-02,167.792
2005-06-03,167.978
2005-06-06,168.471
2005-06-07,168.787
2005-06-08,168.94
2005-06-09,168.685
2005-06-10,168.846
2005-06-13,168.877
2005-06-14,169.666
2005-06-15,170.629
2005-06-16,171.947
2005-06-17,172.913
2005-06-20,172.239
2005-06-21,172.369
2005-06-22,172.598
2005-06-23,171.392
2005-06-24,170.43
2005-06-27,169.925
2005-06-28,171.628
2005-06-29,171.816
2005-06-30,171.464
2005-07-01,171.31
2005-07-04,171.474
2005-07-05,172.389
2005-07-06,172.405
2005-07-07,171.946
2005-07-08,173.896
2005-07-11,176.34
2005-07-12,177.255
2005-07-13,176.401
2005-07-14,176.143
2005-07-15,175.836
2005-07-18,175.493
2005-07-19,176.204
2005-07-20,177.086
2005-07-21,177.32
2005-07-22,178.552
2005-07-25,177.958
2005-07-26,177.977
2005-07-27,178.687
2005-07-28,180.096
2005-07-29,180.362
2005-08-01,181.319
2005-08-02,182.338
2005-08-03,182.28
2005-08-04,180.841
2005-08-05,178.76
2005-08-08,178.848
2005-08-09,179.449
2005-08-10,180.837
2005-08-11,182.391
2005-08-12,181.912
2005-08-15,182.262
2005-08-16,181.244
2005-08-17,180.611
2005-08-18,179.142
2005-08-19,179.264
2005-08-22,181.113
2005-08-23,180.722
2005-08-24,180.548
2005-08-25,180.835
2005-08-26,180.337
2005-08-29,180.063
2005-08-30,179.814
2005-08-31,182.212
2005-09-01,184.396
2005-09-02,184.294
2005-09-05,184.617
2005-09-06,185.782
2005-09-07,186.127
2005-09-08,185.345
2005-09-09,186.941
2005-09-12,186.943
2005-09-13,185.722
2005-09-14,185.682
2005-09-15,185.464
2005-09-16,186.234
2005-09-19,185.785
2005-09-20,185.587
2005-09-21,184.339
2005-09-22,183.563
2005-09-23,183.45
2005-09-26,184.738
2005-09-27,184.082
2005-09-28,184.453
2005-09-29,186.08
2005-09-30,186.875
2005-10-03,186.676
2005-10-04,186.193
2005-10-05,183.145
2005-10-06,181.279
2005-10-07,181.558
2005-10-10,180.626
2005-10-11,180.032
2005-10-12,178.913
2005-10-13,177.195
2005-10-14,178.807
2005-10-17,178.783
2005-10-18,176.584
2005-10-19,176.722
2005-10-20,176.074
2005-10-21,176.446
2005-10-24,178.79
2005-10-25,179.809
2005-10-26,179.53
2005-10-27,177.736
2005-10-28,178.54
2005-10-31,180.651
2005-11-01,180.894
2005-11-02,183.099
2005-11-03,183.639
2005-11-04,182.98
2005-11-07,183.55
2005-11-08,182.894
2005-11-09,182.948
2005-11-10,183.177
