Date,UNITED KINGDOM IMI GROWTH IMI (Large+Mid+Small Cap)
2002-04-15,473.769
2002-04-16,478.882
2002-04-17,481.88
2002-04-18,476.709
2002-04-19,476.721
2002-04-22,473.206
2002-04-23,469.799
2002-04-24,472.391
2002-04-25,473.869
2002-04-26,469.561
2002-04-29,468.368
2002-04-30,465.475
2002-05-01,464.489
2002-05-02,467.79
2002-05-03,462.019
2002-05-06,461.839
2002-05-07,454.277
2002-05-08,464.072
2002-05-09,464.869
2002-05-10,459.389
2002-05-13,458.051
2002-05-14,459.421
2002-05-15,467.243
2002-05-16,465.044
2002-05-17,463.146
2002-05-20,464.012
2002-05-21,461.835
2002-05-22,457.984
2002-05-23,456.48
2002-05-24,451.906
2002-05-27,445.788
2002-05-28,443.969
2002-05-29,443.746
2002-05-30,438.217
2002-05-31,439.196
2002-06-03,438.772
2002-06-04,439.276
2002-06-05,429.091
2002-06-06,426.657
2002-06-07,425.353
2002-06-10,429.459
2002-06-11,429.831
2002-06-12,424.725
2002-06-13,418.298
2002-06-14,408.846
2002-06-17,421.407
2002-06-18,418.721
2002-06-19,414.998
2002-06-20,410.258
2002-06-21,412.691
2002-06-24,407.613
2002-06-25,413.866
2002-06-26,412.149
2002-06-27,414.548
2002-06-28,422.657
2002-07-01,425.142
2002-07-02,411.088
2002-07-03,393.62
2002-07-04,401.701
2002-07-05,414.225
2002-07-08,416.314
2002-07-09,414.491
2002-07-10,399.899
2002-07-11,383.726
2002-07-12,388.566
2002-07-15,373.824
2002-07-16,376.634
2002-07-17,389.459
2002-07-18,400.744
2002-07-19,383.417
2002-07-22,365.447
2002-07-23,359.574
2002-07-24,354.667
2002-07-25,374.608
2002-07-26,377.484
2002-07-29,392.012
2002-07-30,393.306
2002-07-31,393.646
2002-08-01,375.204
2002-08-02,382.257
2002-08-05,374.112
2002-08-06,376.43
2002-08-07,370.794
2002-08-08,385.459
2002-08-09,390.782
2002-08-12,383.909
2002-08-13,387.015
2002-08-14,381.748
2002-08-15,391.89
2002-08-16,394.242
2002-08-19,400.616
2002-08-20,393.334
2002-08-21,394.95
2002-08-22,399.487
2002-08-23,396.399
2002-08-26,397.174
2002-08-27,401.955
2002-08-28,389.014
2002-08-29,388.386
2002-08-30,387.181
2002-09-02,384.113
2002-09-03,376.02
2002-09-04,378.61
2002-09-05,378.598
2002-09-06,384.807
2002-09-09,380.006
2002-09-10,388.017
2002-09-11,392.194
2002-09-12,381.579
2002-09-13,377.084
2002-09-16,375.219
2002-09-17,371.574
2002-09-18,362.74
2002-09-19,357.909
2002-09-20,363.079
2002-09-23,352.573
2002-09-24,345.915
2002-09-25,351.032
2002-09-26,364.206
2002-09-27,368.864
2002-09-30,356.858
2002-10-01,361.468
2002-10-02,372.983
2002-10-03,374.896
2002-10-04,367.06
2002-10-07,361.036
2002-10-08,354.262
2002-10-09,355.895
2002-10-10,359.344
2002-10-11,374.709
2002-10-14,374.147
2002-10-15,391.146
2002-10-16,381.189
2002-10-17,391.374
2002-10-18,386.606
2002-10-21,385.119
2002-10-22,387.454
2002-10-23,377.411
2002-10-24,386.134
2002-10-25,384.571
2002-10-28,389.03
2002-10-29,376.966
2002-10-30,382.814
2002-10-31,385.766
2002-11-01,379.152
2002-11-04,391.475
2002-11-05,391.919
2002-11-06,389.589
2002-11-07,394.368
2002-11-08,391.811
2002-11-11,389.291
2002-11-12,399.873
2002-11-13,396.374
2002-11-14,398.542
2002-11-15,400.411
2002-11-18,401.937
2002-11-19,401.715
2002-11-20,399.569
2002-11-21,410.01
2002-11-22,410.171
2002-11-25,402.02
2002-11-26,396.216
2002-11-27,397.163
2002-11-28,402.975
2002-11-29,401.36
2002-12-02,399.367
2002-12-03,394.138
2002-12-04,393.611
2002-12-05,392.831
2002-12-06,391.999
2002-12-09,386.331
2002-12-10,384.747
2002-12-11,391.598
2002-12-12,388.558
2002-12-13,386.461
2002-12-16,394.328
2002-12-17,387.803
2002-12-18,382.627
2002-12-19,383.455
2002-12-20,388.294
2002-12-23,389.3
2002-12-24,390.97
2002-12-25,390.948
2002-12-26,390.9
2002-12-27,381.774
2002-12-30,389.615
2002-12-31,396.445
2003-01-01,396.428
2003-01-02,398.435
2003-01-03,400.098
2003-01-06,400.034
2003-01-07,395.809
2003-01-08,392.106
2003-01-09,393.603
2003-01-10,396.526
2003-01-13,392.466
2003-01-14,394.373
2003-01-15,387.892
2003-01-16,386.592
2003-01-17,384.372
2003-01-20,378.693
2003-01-21,375.182
2003-01-22,371.251
2003-01-23,367.151
2003-01-24,366.453
2003-01-27,354.436
2003-01-28,355.569
2003-01-29,357.559
2003-01-30,368.308
2003-01-31,367.488
2003-02-03,377.14
2003-02-04,369.153
2003-02-05,375.288
2003-02-06,366.34
2003-02-07,363.638
2003-02-10,361.787
2003-02-11,368.208
2003-02-12,362.581
2003-02-13,360.659
2003-02-14,358.845
2003-02-17,362.666
2003-02-18,363.881
2003-02-19,358.549
2003-02-20,362.05
2003-02-21,364.416
2003-02-24,359.249
2003-02-25,348.719
2003-02-26,349.487
2003-02-27,345.31
2003-02-28,354.044
2003-03-03,358.31
2003-03-04,351.686
2003-03-05,349.498
2003-03-06,350.696
2003-03-07,346.065
2003-03-10,339.662
2003-03-11,340.994
2003-03-12,328.832
2003-03-13,346.126
2003-03-14,352.99
2003-03-17,360.98
2003-03-18,361.287
2003-03-19,366.016
2003-03-20,365.938
2003-03-21,374.452
2003-03-24,367.088
2003-03-25,368.056
2003-03-26,371.649
2003-03-27,367.142
2003-03-28,364.139
2003-03-31,357.997
2003-04-01,362.119
2003-04-02,369.557
2003-04-03,371.886
2003-04-04,374.397
2003-04-07,384.662
2003-04-08,379.936
2003-04-09,381.529
2003-04-10,378.658
2003-04-11,378.103
2003-04-14,383.168
2003-04-15,388.584
2003-04-16,384.578
2003-04-17,389.25
2003-04-18,389.218
2003-04-21,385.574
2003-04-22,391.585
2003-04-23,398.708
2003-04-24,396.373
2003-04-25,396.571
2003-04-28,400.975
2003-04-29,397.581
2003-04-30,403.105
2003-05-01,404.307
2003-05-02,408.617
2003-05-05,409.415
2003-05-06,417.094
2003-05-07,408.709
2003-05-08,404.424
2003-05-09,408.918
2003-05-12,413.039
2003-05-13,413.264
2003-05-14,415.47
2003-05-15,419.553
2003-05-16,426.234
2003-05-19,416.508
2003-05-20,418.19
2003-05-21,415.226
2003-05-22,418.14
2003-05-23,416.079
2003-05-26,416.266
2003-05-27,418.555
2003-05-28,423.92
2003-05-29,428.062
2003-05-30,420.424
2003-06-02,427.154
2003-06-03,426.006
2003-06-04,428.035
2003-06-05,433.708
2003-06-06,443.609
2003-06-09,437.692
2003-06-10,435.835
2003-06-11,446.349
2003-06-12,445.69
2003-06-13,443.508
2003-06-16,448.919
2003-06-17,456.791
2003-06-18,455.397
2003-06-19,447.362
2003-06-20,446.872
2003-06-23,438.325
2003-06-24,434.296
2003-06-25,438.692
2003-06-26,432.994
2003-06-27,433.001
2003-06-30,429.742
2003-07-01,425.976
2003-07-02,430.866
2003-07-03,436.89
2003-07-04,435.226
2003-07-07,433.771
2003-07-08,429.5
2003-07-09,426.03
2003-07-10,424.511
2003-07-11,426.856
2003-07-14,431.93
2003-07-15,421.343
2003-07-16,417.926
2003-07-17,414.26
2003-07-18,414.426
2003-07-21,415.204
2003-07-22,419.694
2003-07-23,425.12
2003-07-24,432.589
2003-07-25,432.353
2003-07-28,433.513
2003-07-29,433.278
2003-07-30,431.751
2003-07-31,428.557
2003-08-01,424.297
2003-08-04,424.831
2003-08-05,425.026
2003-08-06,421.59
2003-08-07,424.663
2003-08-08,428.285
2003-08-11,428.36
2003-08-12,429.4
2003-08-13,432.496
2003-08-14,434.426
2003-08-15,434.042
2003-08-18,434.281
2003-08-19,431.504
2003-08-20,430.758
2003-08-21,427.614
2003-08-22,425.702
2003-08-25,426.063
2003-08-26,422.332
2003-08-27,425.855
2003-08-28,426.422
2003-08-29,424.395
2003-09-01,426.09
2003-09-02,425.743
2003-09-03,432.106
2003-09-04,433.772
2003-09-05,437.738
2003-09-08,440.204
2003-09-09,438.57
2003-09-10,438.533
2003-09-11,438.818
2003-09-12,440.209
2003-09-15,441.46
2003-09-16,442.407
2003-09-17,447.467
2003-09-18,453.889
2003-09-19,453.082
2003-09-22,454.127
2003-09-23,456.457
2003-09-24,457.473
2003-09-25,454.314
2003-09-26,450.51
2003-09-29,449.383
2003-09-30,444.627
2003-10-01,452.07
2003-10-02,457.849
2003-10-03,463.611
2003-10-06,464.108
2003-10-07,462.394
2003-10-08,460.293
2003-10-09,465.693
2003-10-10,467.16
2003-10-13,471.016
2003-10-14,470.431
2003-10-15,474.528
2003-10-16,476.284
2003-10-17,475.121
2003-10-20,475.908
2003-10-21,476.234
2003-10-22,472.628
2003-10-23,471.123
2003-10-24,472.313
2003-10-27,474.957
2003-10-28,473.975
2003-10-29,474.917
2003-10-30,479.531
2003-10-31,475.372
2003-11-03,473.584
2003-11-04,473.18
2003-11-05,471.829
2003-11-06,470.586
2003-11-07,475.548
2003-11-10,472.914
2003-11-11,471.615
2003-11-12,478.445
2003-11-13,482.382
2003-11-14,485.687
2003-11-17,481.369
2003-11-18,484.857
2003-11-19,481.122
2003-11-20,480.263
2003-11-21,481.35
2003-11-24,483.742
2003-11-25,484.48
2003-11-26,486.923
2003-11-27,488.065
2003-11-28,487.519
2003-12-01,495.326
2003-12-02,495.87
2003-12-03,496.635
2003-12-04,492.717
2003-12-05,493.254
2003-12-08,493.732
2003-12-09,496.478
2003-12-10,492.792
2003-12-11,491.151
2003-12-12,493.088
2003-12-15,493.001
2003-12-16,492.649
2003-12-17,497.205
2003-12-18,503.076
2003-12-19,501.053
2003-12-22,501.341
2003-12-23,506.388
2003-12-24,509.452
2003-12-25,509.458
2003-12-26,510.018
2003-12-29,509.769
2003-12-30,514.192
2003-12-31,518.189
2004-01-01,518.202
2004-01-02,521.751
2004-01-05,527.189
2004-01-06,530.549
2004-01-07,527.887
2004-01-08,533.705
2004-01-09,539.202
2004-01-12,537.208
2004-01-13,537.653
2004-01-14,537.647
2004-01-15,530.09
2004-01-16,528.587
2004-01-19,526.483
2004-01-20,534.945
2004-01-21,540.109
2004-01-22,539.629
2004-01-23,534.524
2004-01-26,530.318
2004-01-27,531.381
2004-01-28,533.593
2004-01-29,521.564
2004-01-30,523.222
2004-02-02,522.751
2004-02-03,529.517
2004-02-04,527.688
2004-02-05,530.317
2004-02-06,533.996
2004-02-09,539.166
2004-02-10,538.517
2004-02-11,536.638
2004-02-12,542.19
2004-02-13,545.54
2004-02-16,543.405
2004-02-17,554.691
2004-02-18,555.047
2004-02-19,558.788
2004-02-20,553.198
2004-02-23,553.077
2004-02-24,555.568
2004-02-25,555.288
2004-02-26,549.036
2004-02-27,544.889
2004-03-01,554.646
2004-03-02,549.435
2004-03-03,539.032
2004-03-04,541.574
2004-03-05,549.473
2004-03-08,549.628
2004-03-09,545.88
2004-03-10,535.331
2004-03-11,522.882
2004-03-12,524.615
2004-03-15,517.91
2004-03-16,525.895
2004-03-17,527.899
2004-03-18,528.838
2004-03-19,532.322
2004-03-22,526.279
2004-03-23,523.221
2004-03-24,518.601
2004-03-25,519.513
2004-03-26,518.308
2004-03-29,525.089
2004-03-30,527.055
2004-03-31,527.66
2004-04-01,536.855
2004-04-02,535.207
2004-04-05,530.058
2004-04-06,534.233
2004-04-07,539.227
2004-04-08,539.063
2004-04-09,539.065
2004-04-12,539.065
2004-04-13,534.446
2004-04-14,522.803
2004-04-15,525.053
2004-04-16,537.214
2004-04-19,540.765
2004-04-20,537.569
2004-04-21,529.194
2004-04-22,531.421
2004-04-23,530.642
2004-04-26,536.727
2004-04-27,537.862
2004-04-28,526.115
2004-04-29,527.169
2004-04-30,523.327
2004-05-03,523.711
2004-05-04,535.899
2004-05-05,538.372
2004-05-06,532.287
2004-05-07,527.903
2004-05-10,513.257
2004-05-11,512.599
2004-05-12,514.352
2004-05-13,514.497
2004-05-14,511.57
2004-05-17,509.518
2004-05-18,514.123
2004-05-19,524.421
2004-05-20,515.056
2004-05-21,520.611
2004-05-24,519.998
2004-05-25,520.752
2004-05-26,524.074
2004-05-27,532.102
2004-05-28,528.506
2004-05-31,528.506
2004-06-01,527.825
2004-06-02,529.217
2004-06-03,530.49
2004-06-04,531.947
2004-06-07,535.347
2004-06-08,537.451
2004-06-09,535.605
2004-06-10,534.303
2004-06-11,530.861
2004-06-14,524.354
2004-06-15,527.552
2004-06-16,533.428
2004-06-17,535.807
2004-06-18,538.763
2004-06-21,536.477
2004-06-22,530.399
2004-06-23,532.033
2004-06-24,533.535
2004-06-25,533.813
2004-06-28,537.769
2004-06-29,530.789
2004-06-30,527.417
2004-07-01,523.353
2004-07-02,525.851
2004-07-05,524.027
2004-07-06,522.92
2004-07-07,526.269
2004-07-08,528.819
2004-07-09,526.988
2004-07-12,526.581
2004-07-13,524.747
2004-07-14,526.82
2004-07-15,522.574
2004-07-16,527.251
2004-07-19,523.847
2004-07-20,520.418
2004-07-21,519.099
2004-07-22,515.085
2004-07-23,511.763
2004-07-26,508.296
2004-07-27,508.817
2004-07-28,510.026
2004-07-29,515.068
2004-07-30,514.988
2004-08-02,516.374
2004-08-03,516.699
2004-08-04,514.517
2004-08-05,513.852
2004-08-06,510.271
2004-08-09,504.744
2004-08-10,508.58
2004-08-11,504.067
2004-08-12,503.608
2004-08-13,507.581
2004-08-16,512.315
2004-08-17,511.049
2004-08-18,509.666
2004-08-19,514.7
2004-08-20,511.102
2004-08-23,514.787
2004-08-24,509.327
2004-08-25,511.089
2004-08-26,515.432
2004-08-27,518.551
2004-08-30,518.407
2004-08-31,516.465
2004-09-01,517.937
2004-09-02,518.192
2004-09-03,518.185
2004-09-06,521.82
2004-09-07,519.878
2004-09-08,523.327
2004-09-09,519.665
2004-09-10,525.705
2004-09-13,526.089
2004-09-14,525.734
2004-09-15,519.353
2004-09-16,523.63
2004-09-17,527.411
2004-09-20,522.338
2004-09-21,527.393
2004-09-22,526.848
2004-09-23,526.459
2004-09-24,526.887
2004-09-27,524.362
2004-09-28,529.056
2004-09-29,528.851
2004-09-30,530.41
2004-10-01,535.793
2004-10-04,534.348
2004-10-05,534.774
2004-10-06,532.344
2004-10-07,531.152
2004-10-08,536.007
2004-10-11,533.895
2004-10-12,527.86
2004-10-13,527.493
2004-10-14,526.86
2004-10-15,530.426
2004-10-18,529.256
2004-10-19,536.345
2004-10-20,534.635
2004-10-21,541.112
2004-10-22,540.585
2004-10-25,538.101
2004-10-26,540.238
2004-10-27,546.52
2004-10-28,545.345
2004-10-29,545.605
2004-11-01,551.105
2004-11-02,554.475
2004-11-03,562.395
2004-11-04,561.249
2004-11-05,564.942
2004-11-08,564.122
2004-11-09,564.29
2004-11-10,562.991
2004-11-11,567.029
2004-11-12,572.544
2004-11-15,573.303
2004-11-16,572.287
2004-11-17,576.894
2004-11-18,576.676
2004-11-19,570.941
2004-11-22,567.13
2004-11-23,572.668
2004-11-24,575.334
2004-11-25,581.167
2004-11-26,580.844
2004-11-29,581.692
2004-11-30,581.01
2004-12-01,590.266
2004-12-02,592.23
2004-12-03,596.51
2004-12-06,594.201
2004-12-07,595.976
2004-12-08,588.858
2004-12-09,583.035
2004-12-10,581.894
2004-12-13,589.572
2004-12-14,587.135
2004-12-15,592.988
2004-12-16,592.855
2004-12-17,587.1
2004-12-20,594.145
2004-12-21,587.961
2004-12-22,588.923
2004-12-23,592.359
2004-12-24,595.301
2004-12-27,597.619
2004-12-28,596.151
2004-12-29,595.374
2004-12-30,598.033
2004-12-31,598.117
2005-01-03,592.904
2005-01-04,589.523
2005-01-05,585.715
2005-01-06,583.508
2005-01-07,585.639
2005-01-10,585.536
2005-01-11,584.646
2005-01-12,584.81
2005-01-13,582.712
2005-01-14,581.787
2005-01-17,583.113
2005-01-18,582.088
2005-01-19,584.892
2005-01-20,581.401
2005-01-21,581.466
2005-01-24,583.612
2005-01-25,582.101
2005-01-26,588.082
2005-01-27,590.861
2005-01-28,588.589
2005-01-31,591.211
2005-02-01,594.305
2005-02-02,597.957
2005-02-03,596.928
2005-02-04,601.294
2005-02-07,599.079
2005-02-08,597.689
2005-02-09,600.254
2005-02-10,603.941
2005-02-11,606.703
2005-02-14,614.385
2005-02-15,616.392
2005-02-16,612.71
2005-02-17,616.846
2005-02-18,617.928
2005-02-21,620.327
2005-02-22,619.63
2005-02-23,616.173
2005-02-24,615.492
2005-02-25,621.933
2005-02-28,621.945
2005-03-01,624.86
2005-03-02,621.256
2005-03-03,624.661
2005-03-04,631.909
2005-03-07,627.459
2005-03-08,630.471
2005-03-09,626.788
2005-03-10,625.26
2005-03-11,628.637
2005-03-14,621.78
2005-03-15,625.768
2005-03-16,625.678
2005-03-17,623.546
2005-03-18,619.979
2005-03-21,614.731
2005-03-22,615.577
2005-03-23,604.196
2005-03-24,604.909
2005-03-25,604.909
2005-03-28,603.535
2005-03-29,603.336
2005-03-30,606.004
2005-03-31,607.612
2005-04-01,609.748
2005-04-04,601.634
2005-04-05,609.377
2005-04-06,610.933
2005-04-07,613.911
2005-04-08,614.689
2005-04-11,619.428
2005-04-12,614.999
2005-04-13,619.692
2005-04-14,614.712
2005-04-15,612.83
2005-04-18,608.517
2005-04-19,616.341
2005-04-20,613.413
2005-04-21,612.233
2005-04-22,616.006
2005-04-25,615.224
2005-04-26,609.857
2005-04-27,604.567
2005-04-28,606.44
2005-04-29,607.475
2005-05-02,602.116
2005-05-03,608.933
2005-05-04,614.325
2005-05-05,615.963
2005-05-06,613.569
2005-05-09,609.341
2005-05-10,607.145
2005-05-11,603.495
2005-05-12,602.843
2005-05-13,599.702
2005-05-16,593.826
2005-05-17,596.769
2005-05-18,600.754
2005-05-19,602.408
2005-05-20,601.431
2005-05-23,604.961
2005-05-24,601.996
2005-05-25,600.392
2005-05-26,603.081
2005-05-27,603.615
2005-05-30,603.763
2005-05-31,601.68
2005-06-01,606.224
2005-06-02,606.123
2005-06-03,606.275
2005-06-06,605.438
2005-06-07,613.982
2005-06-08,614.942
2005-06-09,608.91
2005-06-10,609.565
2005-06-13,607.732
2005-06-14,608.106
2005-06-15,608.206
2005-06-16,612.378
2005-06-17,618.258
2005-06-20,618.656
2005-06-21,620.087
2005-06-22,619.187
2005-06-23,618.452
2005-06-24,614.623
2005-06-27,612.324
2005-06-28,615.373
2005-06-29,612.564
2005-06-30,609.269
2005-07-01,608.289
2005-07-04,608.477
2005-07-05,607.02
2005-07-06,613.843
2005-07-07,599.761
2005-07-08,607.65
2005-07-11,614.582
2005-07-12,616.153
2005-07-13,612.151
2005-07-14,614.192
2005-07-15,608.399
2005-07-18,606.166
2005-07-19,600.909
2005-07-20,600.071
2005-07-21,607.224
2005-07-22,609.776
2005-07-25,614.421
2005-07-26,609.023
2005-07-27,611.378
2005-07-28,618.42
2005-07-29,624.262
2005-08-01,626.985
2005-08-02,632.005
2005-08-03,639.75
2005-08-04,639.42
2005-08-05,636.959
2005-08-08,646.367
2005-08-09,648.655
2005-08-10,655.022
2005-08-11,657.648
2005-08-12,658.653
2005-08-15,655.791
2005-08-16,653.283
2005-08-17,650.464
2005-08-18,642.697
2005-08-19,646.995
2005-08-22,651.77
2005-08-23,648.11
2005-08-24,645.414
2005-08-25,645.038
2005-08-26,643.605
2005-08-29,641.523
2005-08-30,639.273
2005-08-31,649.297
2005-09-01,665.929
2005-09-02,671.084
2005-09-05,670.81
2005-09-06,672.865
2005-09-07,674.521
2005-09-08,671.59
2005-09-09,675.059
2005-09-12,671.27
2005-09-13,665.334
2005-09-14,668.861
2005-09-15,665.064
2005-09-16,669.485
2005-09-19,674.23
2005-09-20,672.256
2005-09-21,670.46
2005-09-22,663.88
2005-09-23,662.279
2005-09-26,666.796
2005-09-27,663.284
2005-09-28,667.898
2005-09-29,666.675
2005-09-30,669.493
2005-10-03,666.685
2005-10-04,667.107
2005-10-05,657.544
2005-10-06,655.219
2005-10-07,649.112
2005-10-10,648.643
2005-10-11,647.103
2005-10-12,645.801
2005-10-13,634.478
2005-10-14,642.474
2005-10-17,640.341
2005-10-18,634.612
2005-10-19,628.202
2005-10-20,631.903
2005-10-21,630.004
2005-10-24,636.969
2005-10-25,638.309
2005-10-26,642.363
2005-10-27,638.898
2005-10-28,640.192
2005-10-31,649.6
2005-11-01,650.561
2005-11-02,657.648
2005-11-03,667.47
2005-11-04,657.121
