Date,SINGAPORE SMID VALUE SMID (Small+Mid Cap)
2015-03-31,1658.78
2015-04-30,1743.128
2015-05-29,1697.939
2015-06-30,1651.64
2015-07-31,1561.687
2015-08-31,1417.536
2015-09-30,1402.055
2015-10-30,1499.833
2015-11-30,1429.287
2015-12-31,1405.084
2016-01-29,1322.824
2016-02-29,1395.939
2016-03-31,1529.538
2016-04-29,1546.924
2016-05-31,1463.785
2016-06-30,1502.206
2016-07-29,1526.417
2016-08-31,1482.511
2016-09-30,1504.907
2016-10-31,1477.722
2016-11-30,1439.961
2016-12-30,1432.378
2017-01-31,1519.315
2017-02-28,1602.414
2017-03-31,1648.057
2017-04-28,1636.013
2017-05-31,1641.419
2017-06-30,1669.737
2017-07-31,1735.901
2017-08-31,1741.623
2017-09-29,1725.551
2017-10-31,1804.411
2017-11-30,1837.693
2017-12-29,1864.576
2018-01-31,1985.633
2018-02-28,1852.427
2018-03-30,1822.057
2018-04-30,1855.227
2018-05-31,1757.296
2018-06-29,1667.663
2018-07-31,1707.057
2018-08-31,1678.305
2018-09-28,1714.168
2018-10-31,1595.97
2018-11-30,1622.502
2018-12-31,1618.6
2019-01-31,1757.704
2019-02-28,1769.987
2019-03-29,1800.19
2019-04-30,1843.303
2019-05-31,1767.056
2019-06-28,1930.657
2019-07-31,1882.084
2019-08-30,1783.931
2019-09-30,1801.496
2019-10-31,1882.341
2019-11-29,1872.285
2019-12-31,1922.087
2020-01-31,1875.075
2020-02-28,1744.397
2020-03-31,1362.727
2020-04-30,1510.576
2020-05-29,1524.707
2020-06-30,1541.578
2020-07-31,1522.634
2020-08-31,1550.443
2020-09-30,1532.327
2020-10-30,1449.76
2020-11-30,1685.757
2020-12-31,1763.873
2021-01-29,1741.947
2021-02-26,1763.865
2021-03-31,1882.612
2021-04-30,1967.361
2021-05-31,1946.718
2021-06-30,1910.247
2021-07-30,1933.974
2021-08-31,1938.569
2021-09-30,1935.611
2021-10-29,2012.197
2021-11-30,1927.002
2021-12-31,1978.719
2022-01-31,1932.379
2022-02-28,2004.445
2022-03-31,2136.122
2022-04-29,2145.109
2022-05-31,2108.28
2022-06-30,2040.026
2022-07-29,2109.278
2022-08-31,2079.059
2022-09-30,1899.717
2022-10-31,1859.476
2022-11-30,2062.545
2022-12-30,2076.532
2023-01-31,2223.587
2023-02-28,2129.516
2023-03-31,2160.122
2023-04-28,2193.73
2023-05-31,2100.988
2023-06-30,2128.476
2023-07-31,2234.075
2023-08-31,2102.423
2023-09-29,2005.173
2023-10-31,1899.209
2023-11-30,2038.083
2023-12-29,2214.283
2024-01-31,2114.795
2024-02-29,2038.199
2024-03-29,2022.212
2024-04-30,2002.484
2024-05-31,2019.109
2024-06-28,1999.91
2024-07-31,2104.237
2024-08-30,2225.458
2024-09-30,2385.475
2024-10-31,2184.004
2024-11-29,2104.322
2024-12-31,2060.273
2025-01-31,2058.705
2025-02-28,2093.754
2025-03-31,2205.221
2025-04-30,2229.243
2025-05-30,2263.955
2025-06-30,2370.811
2025-07-31,2464.981
2025-08-29,2551.887
2025-09-30,2586.348
