Date,SINGAPORE SMID VALUE SMID (Small+Mid Cap)
2001-12-21,195.554
2001-12-24,195.848
2001-12-25,195.813
2001-12-26,194.121
2001-12-27,195.985
2001-12-28,196.068
2001-12-31,196.903
2002-01-01,196.903
2002-01-02,197.649
2002-01-03,200.539
2002-01-04,204.713
2002-01-07,202.257
2002-01-08,201.585
2002-01-09,200.557
2002-01-10,203.46
2002-01-11,205.262
2002-01-14,207.642
2002-01-15,206.628
2002-01-16,203.965
2002-01-17,203.37
2002-01-18,195.72
2002-01-21,196.653
2002-01-22,195.804
2002-01-23,194.493
2002-01-24,195.648
2002-01-25,199.648
2002-01-28,202.537
2002-01-29,202.886
2002-01-30,199.642
2002-01-31,202.915
2002-02-01,201.241
2002-02-04,198.392
2002-02-05,197.15
2002-02-06,198.561
2002-02-07,197.14
2002-02-08,196.561
2002-02-11,198.032
2002-02-12,198.195
2002-02-13,198.257
2002-02-14,203.168
2002-02-15,203.962
2002-02-18,204.008
2002-02-19,201.633
2002-02-20,200.222
2002-02-21,199.404
2002-02-22,197.458
2002-02-25,195.067
2002-02-26,195.681
2002-02-27,198.164
2002-02-28,200.115
2002-03-01,203.234
2002-03-04,208.106
2002-03-05,207.191
2002-03-06,208.145
2002-03-07,209.179
2002-03-08,208.751
2002-03-11,210.182
2002-03-12,207.937
2002-03-13,208.496
2002-03-14,209.345
2002-03-15,210.092
2002-03-18,211.069
2002-03-19,211.042
2002-03-20,208.859
2002-03-21,207.263
2002-03-22,207.783
2002-03-25,205.474
2002-03-26,203.361
2002-03-27,203.693
2002-03-28,203.556
2002-03-29,203.556
2002-04-01,203.043
2002-04-02,202.754
2002-04-03,202.676
2002-04-04,202.896
2002-04-05,203.467
2002-04-08,201.428
2002-04-09,199.524
2002-04-10,196.564
2002-04-11,199.203
2002-04-12,202.175
2002-04-15,201.89
2002-04-16,203.99
2002-04-17,205.57
2002-04-18,204.591
2002-04-19,202.978
2002-04-22,203.578
2002-04-23,204.44
2002-04-24,204.857
2002-04-25,202.624
2002-04-26,203.96
2002-04-29,201.738
2002-04-30,202.438
2002-05-01,202.683
2002-05-02,204.785
2002-05-03,204.688
2002-05-06,203.399
2002-05-07,202.55
2002-05-08,204.093
2002-05-09,203.851
2002-05-10,203.574
2002-05-13,204.149
2002-05-14,205.181
2002-05-15,206.317
2002-05-16,205.531
2002-05-17,207.074
2002-05-20,206.663
2002-05-21,207.118
2002-05-22,206.46
2002-05-23,204.203
2002-05-24,205.473
2002-05-27,205.543
2002-05-28,204.378
2002-05-29,202.541
2002-05-30,204.137
2002-05-31,201.883
2002-06-03,204.664
2002-06-04,204.351
2002-06-05,203.562
2002-06-06,203.251
2002-06-07,203.48
2002-06-10,203.146
2002-06-11,203.883
2002-06-12,202.894
2002-06-13,203.726
2002-06-14,201.462
2002-06-17,201.221
2002-06-18,200.937
2002-06-19,195.132
2002-06-20,197.357
2002-06-21,196.823
2002-06-24,196.644
2002-06-25,202.805
2002-06-26,198.295
2002-06-27,199.987
2002-06-28,201.262
2002-07-01,201.297
2002-07-02,200.18
2002-07-03,206.443
2002-07-04,206.778
2002-07-05,210.792
2002-07-08,208.385
2002-07-09,211.521
2002-07-10,212.172
2002-07-11,208.984
2002-07-12,209.892
2002-07-15,211.13
2002-07-16,208.395
2002-07-17,207.679
2002-07-18,207.876
2002-07-19,207.842
2002-07-22,206.422
2002-07-23,210.625
2002-07-24,205.702
2002-07-25,205.02
2002-07-26,198.562
2002-07-29,200.677
2002-07-30,202.578
2002-07-31,201.087
2002-08-01,202.651
2002-08-02,202.964
2002-08-05,200.741
2002-08-06,198.075
2002-08-07,202.726
2002-08-08,200.585
2002-08-09,200.916
2002-08-12,200.575
2002-08-13,203.215
2002-08-14,202.889
2002-08-15,204.231
2002-08-16,204.076
2002-08-19,203.33
2002-08-20,204.042
2002-08-21,203.845
2002-08-22,203.857
2002-08-23,203.266
2002-08-26,200.635
2002-08-27,201.384
2002-08-28,200.695
2002-08-29,198.19
2002-08-30,198.994
2002-09-02,196.288
2002-09-03,197.161
2002-09-04,196.191
2002-09-05,194.762
2002-09-06,192.214
2002-09-09,190.18
2002-09-10,193.213
2002-09-11,192.837
2002-09-12,191.008
2002-09-13,187.778
2002-09-16,186.806
2002-09-17,189.073
2002-09-18,186.728
2002-09-19,185.362
2002-09-20,180.135
2002-09-23,179.668
2002-09-24,175.648
2002-09-25,171.784
2002-09-26,172.942
2002-09-27,177.175
2002-09-30,174.217
2002-10-01,173.03
2002-10-02,172.789
2002-10-03,173.298
2002-10-04,175.156
2002-10-07,173.007
2002-10-08,175.745
2002-10-09,174.845
2002-10-10,172.74
2002-10-11,175.383
2002-10-14,173.852
2002-10-15,178.685
2002-10-16,179.6
2002-10-17,184.433
2002-10-18,183.724
2002-10-21,181.157
2002-10-22,181.725
2002-10-23,185.463
2002-10-24,183.532
2002-10-25,185.136
2002-10-28,184.83
2002-10-29,184.914
2002-10-30,183.999
2002-10-31,183.841
2002-11-01,181.781
2002-11-04,181.944
2002-11-05,181.652
2002-11-06,183.133
2002-11-07,181.792
2002-11-08,182.829
2002-11-11,178.86
2002-11-12,179.794
2002-11-13,177.895
2002-11-14,179.324
2002-11-15,181.355
2002-11-18,180.401
2002-11-19,179.196
2002-11-20,178.86
2002-11-21,181.169
2002-11-22,183.237
2002-11-25,184.617
2002-11-26,183.857
2002-11-27,182.882
2002-11-28,183.028
2002-11-29,180.0
2002-12-02,180.32
2002-12-03,178.041
2002-12-04,175.553
2002-12-05,175.254
2002-12-06,176.043
2002-12-09,176.807
2002-12-10,177.495
2002-12-11,177.276
2002-12-12,178.22
2002-12-13,178.748
2002-12-16,177.375
2002-12-17,176.004
2002-12-18,175.321
2002-12-19,176.079
2002-12-20,174.618
2002-12-23,174.551
2002-12-24,173.668
2002-12-25,173.668
2002-12-26,173.545
2002-12-27,175.803
2002-12-30,175.117
2002-12-31,176.015
2003-01-01,176.114
2003-01-02,174.899
2003-01-03,176.564
2003-01-06,176.172
2003-01-07,176.236
2003-01-08,176.636
2003-01-09,177.333
2003-01-10,180.371
2003-01-13,186.773
2003-01-14,186.399
2003-01-15,188.337
2003-01-16,187.031
2003-01-17,186.524
2003-01-20,184.103
2003-01-21,184.475
2003-01-22,185.599
2003-01-23,187.373
2003-01-24,186.412
2003-01-27,181.313
2003-01-28,182.661
2003-01-29,180.263
2003-01-30,178.159
2003-01-31,178.269
2003-02-03,178.006
2003-02-04,181.481
2003-02-05,180.72
2003-02-06,180.825
2003-02-07,181.84
2003-02-10,179.417
2003-02-11,180.615
2003-02-12,180.123
2003-02-13,178.976
2003-02-14,176.975
2003-02-17,180.264
2003-02-18,180.705
2003-02-19,182.57
2003-02-20,183.159
2003-02-21,183.336
2003-02-24,182.889
2003-02-25,182.483
2003-02-26,182.645
2003-02-27,181.75
2003-02-28,182.65
2003-03-03,184.031
2003-03-04,183.432
2003-03-05,182.701
2003-03-06,181.384
2003-03-07,179.294
2003-03-10,177.183
2003-03-11,177.26
2003-03-12,180.252
2003-03-13,179.5
2003-03-14,179.255
2003-03-17,176.629
2003-03-18,180.226
2003-03-19,179.982
2003-03-20,181.258
2003-03-21,183.015
2003-03-24,180.17
2003-03-25,181.233
2003-03-26,182.609
2003-03-27,181.5
2003-03-28,181.067
2003-03-31,177.224
2003-04-01,178.752
2003-04-02,178.562
2003-04-03,178.88
2003-04-04,181.187
2003-04-07,183.99
2003-04-08,182.149
2003-04-09,180.421
2003-04-10,182.24
2003-04-11,181.337
2003-04-14,179.045
2003-04-15,179.355
2003-04-16,180.858
2003-04-17,180.88
2003-04-18,180.88
2003-04-21,178.802
2003-04-22,178.011
2003-04-23,176.495
2003-04-24,173.533
2003-04-25,171.486
2003-04-28,173.751
2003-04-29,178.269
2003-04-30,177.599
2003-05-01,178.276
2003-05-02,180.794
2003-05-05,183.999
2003-05-06,184.501
2003-05-07,185.107
2003-05-08,186.749
2003-05-09,186.9
2003-05-12,189.375
2003-05-13,188.586
2003-05-14,188.869
2003-05-15,190.246
2003-05-16,189.384
2003-05-19,188.093
2003-05-20,189.908
2003-05-21,190.646
2003-05-22,195.039
2003-05-23,199.834
2003-05-26,205.157
2003-05-27,201.819
2003-05-28,202.856
2003-05-29,202.312
2003-05-30,204.029
2003-06-02,209.706
2003-06-03,209.664
2003-06-04,212.89
2003-06-05,216.338
2003-06-06,217.14
2003-06-09,218.935
2003-06-10,219.524
2003-06-11,219.123
2003-06-12,223.181
2003-06-13,222.473
2003-06-16,221.339
2003-06-17,223.513
2003-06-18,223.353
2003-06-19,224.609
2003-06-20,224.61
2003-06-23,221.377
2003-06-24,220.067
2003-06-25,221.364
2003-06-26,217.95
2003-06-27,220.77
2003-06-30,217.721
2003-07-01,220.255
2003-07-02,223.227
2003-07-03,223.983
2003-07-04,223.97
2003-07-07,229.214
2003-07-08,230.972
2003-07-09,234.503
2003-07-10,233.539
2003-07-11,236.247
2003-07-14,240.637
2003-07-15,239.605
2003-07-16,240.086
2003-07-17,236.08
2003-07-18,236.454
2003-07-21,234.575
2003-07-22,232.298
2003-07-23,232.879
2003-07-24,233.146
2003-07-25,236.991
2003-07-28,240.108
2003-07-29,240.213
2003-07-30,239.41
2003-07-31,236.464
2003-08-01,236.97
2003-08-04,235.956
2003-08-05,229.732
2003-08-06,229.589
2003-08-07,233.629
2003-08-08,233.822
2003-08-11,237.993
2003-08-12,238.941
2003-08-13,240.907
2003-08-14,242.461
2003-08-15,245.038
2003-08-18,247.16
2003-08-19,245.857
2003-08-20,245.681
2003-08-21,248.562
2003-08-22,248.653
2003-08-25,245.648
2003-08-26,239.426
2003-08-27,240.507
2003-08-28,239.811
2003-08-29,244.075
2003-09-01,247.552
2003-09-02,245.151
2003-09-03,246.268
2003-09-04,246.37
2003-09-05,248.501
2003-09-08,250.058
2003-09-09,244.768
2003-09-10,244.456
2003-09-11,246.663
2003-09-12,246.452
2003-09-15,245.066
2003-09-16,246.454
2003-09-17,250.843
2003-09-18,254.633
2003-09-19,252.239
2003-09-22,252.582
2003-09-23,252.012
2003-09-24,258.025
2003-09-25,256.251
2003-09-26,256.538
2003-09-29,258.963
2003-09-30,258.523
2003-10-01,258.009
2003-10-02,261.346
2003-10-03,267.753
2003-10-06,276.042
2003-10-07,276.745
2003-10-08,277.29
2003-10-09,279.033
2003-10-10,281.314
2003-10-13,284.13
2003-10-14,276.332
2003-10-15,279.862
2003-10-16,283.158
2003-10-17,283.239
2003-10-20,283.549
2003-10-21,287.098
2003-10-22,284.764
2003-10-23,277.372
2003-10-24,277.653
2003-10-27,276.718
2003-10-28,280.046
2003-10-29,279.569
2003-10-30,278.564
2003-10-31,277.081
2003-11-03,283.586
2003-11-04,283.588
2003-11-05,285.034
2003-11-06,280.73
2003-11-07,283.855
2003-11-10,279.417
2003-11-11,271.016
2003-11-12,274.153
2003-11-13,279.611
2003-11-14,277.641
2003-11-17,270.917
2003-11-18,272.037
2003-11-19,267.115
2003-11-20,263.171
2003-11-21,261.041
2003-11-24,263.583
2003-11-25,263.583
2003-11-26,265.914
2003-11-27,266.356
2003-11-28,273.117
2003-12-01,276.291
2003-12-02,273.753
2003-12-03,277.474
2003-12-04,278.314
2003-12-05,275.829
2003-12-08,277.454
2003-12-09,277.418
2003-12-10,276.022
2003-12-11,277.055
2003-12-12,278.882
2003-12-15,280.856
2003-12-16,279.816
2003-12-17,277.315
2003-12-18,277.617
2003-12-19,277.662
2003-12-22,277.399
2003-12-23,277.764
2003-12-24,279.401
2003-12-25,279.401
2003-12-26,280.644
2003-12-29,284.396
2003-12-30,286.823
2003-12-31,287.732
2004-01-01,287.768
2004-01-02,292.384
2004-01-05,297.563
2004-01-06,296.259
2004-01-07,300.64
2004-01-08,300.735
2004-01-09,302.562
2004-01-12,300.237
2004-01-13,306.134
2004-01-14,307.076
2004-01-15,300.595
2004-01-16,300.677
2004-01-19,300.658
2004-01-20,304.069
2004-01-21,308.304
2004-01-22,309.526
2004-01-23,309.058
2004-01-26,310.793
2004-01-27,308.99
2004-01-28,303.705
2004-01-29,301.823
2004-01-30,305.094
2004-02-02,305.298
2004-02-03,302.654
2004-02-04,302.235
2004-02-05,301.172
2004-02-06,305.729
2004-02-09,309.982
2004-02-10,309.856
2004-02-11,309.243
2004-02-12,308.554
2004-02-13,307.358
2004-02-16,305.861
2004-02-17,309.361
2004-02-18,309.023
2004-02-19,308.091
2004-02-20,308.478
2004-02-23,309.005
2004-02-24,308.243
2004-02-25,308.349
2004-02-26,308.135
2004-02-27,309.042
2004-03-01,309.793
2004-03-02,308.109
2004-03-03,306.187
2004-03-04,305.236
2004-03-05,306.453
2004-03-08,304.979
2004-03-09,304.665
2004-03-10,303.955
2004-03-11,301.763
2004-03-12,300.748
2004-03-15,301.61
2004-03-16,303.053
2004-03-17,304.482
2004-03-18,305.256
2004-03-19,305.93
2004-03-22,304.886
2004-03-23,305.25
2004-03-24,307.418
2004-03-25,304.775
2004-03-26,304.569
2004-03-29,306.349
2004-03-30,309.697
2004-03-31,311.205
2004-04-01,316.455
2004-04-02,315.647
2004-04-05,317.679
2004-04-06,316.619
2004-04-07,317.96
2004-04-08,318.358
2004-04-09,318.358
2004-04-12,319.06
2004-04-13,319.733
2004-04-14,314.685
2004-04-15,312.308
2004-04-16,314.941
2004-04-19,313.417
2004-04-20,313.718
2004-04-21,310.948
2004-04-22,310.439
2004-04-23,312.374
2004-04-26,309.934
2004-04-27,309.868
2004-04-28,310.353
2004-04-29,300.652
2004-04-30,301.802
2004-05-03,302.022
2004-05-04,307.905
2004-05-05,313.904
2004-05-06,312.391
2004-05-07,309.346
2004-05-10,296.362
2004-05-11,297.119
2004-05-12,297.721
2004-05-13,293.132
2004-05-14,292.375
2004-05-17,282.197
2004-05-18,285.553
2004-05-19,294.543
2004-05-20,290.619
2004-05-21,296.168
2004-05-24,297.837
2004-05-25,296.391
2004-05-26,299.838
2004-05-27,304.154
2004-05-28,302.266
2004-05-31,303.556
2004-06-01,302.06
2004-06-02,301.371
2004-06-03,298.126
2004-06-04,300.046
2004-06-07,305.657
2004-06-08,306.334
2004-06-09,308.018
2004-06-10,307.007
2004-06-11,306.307
2004-06-14,304.155
2004-06-15,305.895
2004-06-16,305.644
2004-06-17,304.216
2004-06-18,302.918
2004-06-21,302.952
2004-06-22,303.268
2004-06-23,304.258
2004-06-24,307.067
2004-06-25,308.407
2004-06-28,311.211
2004-06-29,312.445
2004-06-30,312.053
2004-07-01,313.209
2004-07-02,313.386
2004-07-05,314.095
2004-07-06,316.796
2004-07-07,318.137
2004-07-08,315.46
2004-07-09,317.311
2004-07-12,316.26
2004-07-13,315.671
2004-07-14,313.149
2004-07-15,313.13
2004-07-16,315.072
2004-07-19,316.226
2004-07-20,314.124
2004-07-21,314.194
2004-07-22,311.263
2004-07-23,308.03
2004-07-26,309.3
2004-07-27,310.822
2004-07-28,312.565
2004-07-29,314.594
2004-07-30,317.728
2004-08-02,317.991
2004-08-03,324.087
2004-08-04,324.35
2004-08-05,327.437
2004-08-06,326.975
2004-08-09,327.079
2004-08-10,327.828
2004-08-11,324.343
2004-08-12,325.015
2004-08-13,324.388
2004-08-16,322.406
2004-08-17,323.241
2004-08-18,324.561
2004-08-19,327.85
2004-08-20,327.218
2004-08-23,328.946
2004-08-24,329.846
2004-08-25,330.993
2004-08-26,331.258
2004-08-27,330.298
2004-08-30,328.346
2004-08-31,330.731
2004-09-01,336.227
2004-09-02,338.144
2004-09-03,337.024
2004-09-06,336.897
2004-09-07,340.057
2004-09-08,339.023
2004-09-09,337.761
2004-09-10,339.902
2004-09-13,342.847
2004-09-14,346.129
2004-09-15,346.854
2004-09-16,347.118
2004-09-17,346.398
2004-09-20,345.618
2004-09-21,347.505
2004-09-22,345.706
2004-09-23,344.789
2004-09-24,344.088
2004-09-27,343.354
2004-09-28,343.442
2004-09-29,343.974
2004-09-30,346.924
2004-10-01,348.856
2004-10-04,349.645
2004-10-05,350.21
2004-10-06,348.988
2004-10-07,350.383
2004-10-08,352.084
2004-10-11,349.692
2004-10-12,346.54
2004-10-13,346.537
2004-10-14,344.023
2004-10-15,347.076
2004-10-18,345.266
2004-10-19,349.245
2004-10-20,347.975
2004-10-21,350.969
2004-10-22,351.609
2004-10-25,349.531
2004-10-26,350.832
2004-10-27,351.208
2004-10-28,354.728
2004-10-29,351.362
2004-11-01,351.852
2004-11-02,355.085
2004-11-03,356.434
2004-11-04,358.59
2004-11-05,362.391
2004-11-08,362.33
2004-11-09,361.716
2004-11-10,362.841
2004-11-11,363.294
2004-11-12,366.586
2004-11-15,366.531
2004-11-16,364.577
2004-11-17,368.648
2004-11-18,365.96
2004-11-19,367.549
2004-11-22,366.109
2004-11-23,371.734
2004-11-24,372.659
2004-11-25,373.754
2004-11-26,372.483
2004-11-29,375.268
2004-11-30,373.513
2004-12-01,375.075
2004-12-02,379.892
2004-12-03,381.231
2004-12-06,380.204
2004-12-07,375.586
2004-12-08,373.629
2004-12-09,370.479
2004-12-10,371.654
2004-12-13,373.112
2004-12-14,374.149
2004-12-15,382.482
2004-12-16,378.505
2004-12-17,379.758
2004-12-20,381.995
2004-12-21,384.196
2004-12-22,382.463
2004-12-23,384.124
2004-12-24,384.709
2004-12-27,383.835
2004-12-28,386.191
2004-12-29,385.423
2004-12-30,388.461
2004-12-31,390.911
2005-01-03,391.736
2005-01-04,391.206
2005-01-05,394.086
2005-01-06,397.006
2005-01-07,396.04
2005-01-10,396.555
2005-01-11,399.763
2005-01-12,402.077
2005-01-13,407.358
2005-01-14,405.3
2005-01-17,410.478
2005-01-18,415.505
2005-01-19,416.217
2005-01-20,413.941
2005-01-21,414.091
2005-01-24,411.271
2005-01-25,406.518
2005-01-26,411.097
2005-01-27,408.275
2005-01-28,407.352
2005-01-31,411.08
2005-02-01,411.253
2005-02-02,414.309
2005-02-03,410.947
2005-02-04,412.721
2005-02-07,412.349
2005-02-08,412.886
2005-02-09,412.749
2005-02-10,412.452
2005-02-11,410.867
2005-02-14,416.747
2005-02-15,416.434
2005-02-16,415.737
2005-02-17,416.151
2005-02-18,421.079
2005-02-21,420.116
2005-02-22,419.628
2005-02-23,417.9
2005-02-24,419.237
2005-02-25,420.51
2005-02-28,422.04
2005-03-01,419.833
2005-03-02,420.69
2005-03-03,422.095
2005-03-04,424.049
2005-03-07,426.061
2005-03-08,429.072
2005-03-09,437.763
2005-03-10,435.191
2005-03-11,436.645
2005-03-14,437.75
2005-03-15,434.589
2005-03-16,439.425
2005-03-17,438.743
2005-03-18,440.544
2005-03-21,445.11
2005-03-22,439.686
2005-03-23,430.702
2005-03-24,431.208
2005-03-25,431.208
2005-03-28,428.509
2005-03-29,424.661
2005-03-30,421.864
2005-03-31,426.938
2005-04-01,426.367
2005-04-04,428.55
2005-04-05,428.319
2005-04-06,431.091
2005-04-07,433.94
2005-04-08,436.999
2005-04-11,438.072
2005-04-12,440.127
2005-04-13,441.498
2005-04-14,435.692
2005-04-15,429.341
2005-04-18,417.145
2005-04-19,423.901
2005-04-20,425.164
2005-04-21,427.238
2005-04-22,429.197
2005-04-25,428.533
2005-04-26,429.451
2005-04-27,429.721
2005-04-28,430.618
2005-04-29,430.7
2005-05-02,429.787
2005-05-03,432.908
2005-05-04,438.408
2005-05-05,436.93
2005-05-06,442.915
2005-05-09,441.218
2005-05-10,442.378
2005-05-11,445.397
2005-05-12,444.527
2005-05-13,438.97
2005-05-16,432.92
2005-05-17,434.026
2005-05-18,433.847
2005-05-19,437.234
2005-05-20,436.573
2005-05-23,437.369
2005-05-24,442.096
2005-05-25,440.677
2005-05-26,438.315
2005-05-27,440.378
2005-05-30,440.751
2005-05-31,440.94
2005-06-01,439.046
2005-06-02,439.708
2005-06-03,441.571
2005-06-06,447.168
2005-06-07,445.661
2005-06-08,446.932
2005-06-09,445.596
2005-06-10,447.882
2005-06-13,443.09
2005-06-14,441.941
2005-06-15,444.469
2005-06-16,444.931
2005-06-17,446.26
2005-06-20,442.715
2005-06-21,443.496
2005-06-22,444.441
2005-06-23,446.298
2005-06-24,446.379
2005-06-27,443.267
2005-06-28,443.036
2005-06-29,442.305
2005-06-30,444.163
2005-07-01,443.046
2005-07-04,443.193
2005-07-05,442.794
2005-07-06,445.977
2005-07-07,443.258
2005-07-08,442.88
2005-07-11,449.79
2005-07-12,452.135
2005-07-13,456.056
2005-07-14,458.367
2005-07-15,454.838
2005-07-18,455.182
2005-07-19,470.57
2005-07-20,471.183
2005-07-21,480.879
2005-07-22,485.5
2005-07-25,483.152
2005-07-26,482.18
2005-07-27,483.932
2005-07-28,487.807
2005-07-29,488.814
2005-08-01,495.656
2005-08-02,501.479
2005-08-03,500.122
2005-08-04,499.485
2005-08-05,495.507
2005-08-08,498.006
2005-08-09,497.438
2005-08-10,498.531
2005-08-11,493.385
2005-08-12,493.164
2005-08-15,483.776
2005-08-16,489.458
2005-08-17,487.605
2005-08-18,483.837
2005-08-19,482.336
2005-08-22,485.063
2005-08-23,483.816
2005-08-24,481.341
2005-08-25,484.117
2005-08-26,487.567
2005-08-29,480.802
2005-08-30,478.891
2005-08-31,482.141
2005-09-01,486.848
2005-09-02,488.432
2005-09-05,484.908
2005-09-06,486.485
2005-09-07,485.603
2005-09-08,483.635
2005-09-09,487.216
2005-09-12,491.672
2005-09-13,488.62
2005-09-14,489.728
2005-09-15,492.139
2005-09-16,490.727
2005-09-19,489.364
2005-09-20,490.974
2005-09-21,491.911
2005-09-22,490.134
2005-09-23,490.453
2005-09-26,494.013
2005-09-27,490.615
2005-09-28,488.591
2005-09-29,491.766
2005-09-30,494.704
2005-10-03,493.11
2005-10-04,499.503
2005-10-05,502.581
2005-10-06,499.826
2005-10-07,504.539
2005-10-10,509.674
2005-10-11,510.436
2005-10-12,506.115
2005-10-13,504.459
2005-10-14,502.17
2005-10-17,497.961
2005-10-18,494.825
2005-10-19,479.635
2005-10-20,480.879
2005-10-21,483.861
2005-10-24,482.984
2005-10-25,485.1
2005-10-26,486.358
2005-10-27,480.33
2005-10-28,478.816
2005-10-31,483.308
2005-11-01,483.281
2005-11-02,489.382
2005-11-03,488.781
2005-11-04,493.878
2005-11-07,494.712
