Date,SPAIN IMI VALUE IMI (Large+Mid+Small Cap)
2019-04-30,650.999
2019-05-31,611.336
2019-06-28,633.369
2019-07-31,597.862
2019-08-30,571.67
2019-09-30,603.617
2019-10-31,615.684
2019-11-29,608.154
2019-12-31,628.122
2020-01-31,607.411
2020-02-28,567.914
2020-03-31,435.616
2020-04-30,439.916
2020-05-29,451.353
2020-06-30,478.264
2020-07-31,480.807
2020-08-31,483.61
2020-09-30,451.221
2020-10-30,437.708
2020-11-30,572.467
2020-12-31,594.873
2021-01-29,577.513
2021-02-26,613.878
2021-03-31,615.908
2021-04-30,653.745
2021-05-31,691.699
2021-06-30,647.676
2021-07-30,641.36
2021-08-31,653.508
2021-09-30,626.752
2021-10-29,657.564
2021-11-30,585.921
2021-12-31,628.308
2022-01-31,640.667
2022-02-28,634.849
2022-03-31,637.683
2022-04-29,623.87
2022-05-31,659.539
2022-06-30,590.366
2022-07-29,565.007
2022-08-31,549.994
2022-09-30,506.504
2022-10-31,556.26
2022-11-30,613.487
2022-12-30,632.868
2023-01-31,693.647
2023-02-28,718.405
2023-03-31,711.027
2023-04-28,726.34
2023-05-31,677.681
2023-06-30,740.285
2023-07-31,767.147
2023-08-31,745.177
2023-09-29,734.01
2023-10-31,715.081
2023-11-30,805.826
2023-12-29,807.454
2024-01-31,797.842
2024-02-29,799.444
2024-03-29,896.932
2024-04-30,893.042
2024-05-31,944.256
2024-06-28,886.254
2024-07-31,924.557
2024-08-30,957.596
2024-09-30,995.547
2024-10-31,951.809
2024-11-29,914.264
2024-12-31,905.409
2025-01-31,987.79
2025-02-28,1109.249
2025-03-31,1177.42
2025-04-30,1257.926
2025-05-30,1354.725
2025-06-30,1399.358
2025-07-31,1444.633
2025-08-29,1549.563
2025-09-30,1614.427
2025-10-31,1653.436
2025-11-28,1726.511
