Date,SWEDEN LARGE GROWTH Large Cap
2002-01-04,605.813
2002-01-07,603.224
2002-01-08,575.459
2002-01-09,565.345
2002-01-10,558.146
2002-01-11,568.298
2002-01-14,538.377
2002-01-15,526.329
2002-01-16,509.398
2002-01-17,514.096
2002-01-18,505.641
2002-01-21,497.321
2002-01-22,494.948
2002-01-23,493.109
2002-01-24,506.742
2002-01-25,485.105
2002-01-28,470.07
2002-01-29,457.438
2002-01-30,449.911
2002-01-31,473.251
2002-02-01,465.589
2002-02-04,460.464
2002-02-05,452.595
2002-02-06,447.287
2002-02-07,455.993
2002-02-08,449.372
2002-02-11,466.183
2002-02-12,462.253
2002-02-13,455.775
2002-02-14,450.505
2002-02-15,438.821
2002-02-18,429.541
2002-02-19,423.105
2002-02-20,424.997
2002-02-21,439.198
2002-02-22,433.205
2002-02-25,441.849
2002-02-26,440.157
2002-02-27,453.219
2002-02-28,450.373
2002-03-01,459.601
2002-03-04,492.226
2002-03-05,485.659
2002-03-06,492.599
2002-03-07,512.291
2002-03-08,512.061
2002-03-11,501.619
2002-03-12,480.277
2002-03-13,474.685
2002-03-14,468.139
2002-03-15,469.799
2002-03-18,475.933
2002-03-19,469.539
2002-03-20,461.051
2002-03-21,462.195
2002-03-22,487.886
2002-03-25,477.563
2002-03-26,469.554
2002-03-27,466.627
2002-03-28,467.908
2002-03-29,467.908
2002-04-01,472.526
2002-04-02,463.134
2002-04-03,451.569
2002-04-04,450.191
2002-04-05,453.776
2002-04-08,437.818
2002-04-09,434.676
2002-04-10,434.569
2002-04-11,421.794
2002-04-12,425.76
2002-04-15,430.022
2002-04-16,442.744
2002-04-17,452.391
2002-04-18,433.493
2002-04-19,418.601
2002-04-22,367.316
2002-04-23,359.028
2002-04-24,337.146
2002-04-25,352.331
2002-04-26,359.527
2002-04-29,350.152
2002-04-30,352.934
2002-05-01,355.007
2002-05-02,348.897
2002-05-03,335.245
2002-05-06,333.194
2002-05-07,332.308
2002-05-08,348.104
2002-05-09,347.505
2002-05-10,332.936
2002-05-13,334.328
2002-05-14,344.277
2002-05-15,353.391
2002-05-16,343.399
2002-05-17,359.923
2002-05-20,360.95
2002-05-21,351.245
2002-05-22,341.165
2002-05-23,339.6
2002-05-24,341.602
2002-05-27,336.8
2002-05-28,336.667
2002-05-29,328.505
2002-05-30,319.124
2002-05-31,318.174
2002-06-03,320.262
2002-06-04,311.448
2002-06-05,315.454
2002-06-06,309.09
2002-06-07,294.127
2002-06-10,296.529
2002-06-11,287.787
2002-06-12,272.609
2002-06-13,283.142
2002-06-14,284.108
2002-06-17,284.346
2002-06-18,289.127
2002-06-19,289.434
2002-06-20,272.956
2002-06-21,274.644
2002-06-24,253.472
2002-06-25,264.642
2002-06-26,263.149
2002-06-27,266.463
2002-06-28,272.483
2002-07-01,284.315
2002-07-02,280.134
2002-07-03,271.547
2002-07-04,278.592
2002-07-05,295.574
2002-07-08,294.216
2002-07-09,290.114
2002-07-10,283.966
2002-07-11,265.464
2002-07-12,267.409
2002-07-15,259.447
2002-07-16,262.561
2002-07-17,273.761
2002-07-18,271.15
2002-07-19,244.616
2002-07-22,233.136
2002-07-23,217.445
2002-07-24,203.063
2002-07-25,211.068
2002-07-26,192.41
2002-07-29,210.196
2002-07-30,215.762
2002-07-31,220.318
2002-08-01,221.328
2002-08-02,212.661
2002-08-05,193.251
2002-08-06,190.989
2002-08-07,195.925
2002-08-08,201.169
2002-08-09,196.873
2002-08-12,200.679
2002-08-13,208.515
2002-08-14,201.504
2002-08-15,199.487
2002-08-16,198.987
2002-08-19,197.299
2002-08-20,206.406
2002-08-21,228.796
2002-08-22,252.945
2002-08-23,229.252
2002-08-26,218.511
2002-08-27,216.346
2002-08-28,214.574
2002-08-29,225.872
2002-08-30,226.188
2002-09-02,219.968
2002-09-03,212.191
2002-09-04,211.041
2002-09-05,207.31
2002-09-06,219.818
2002-09-09,215.498
2002-09-10,208.963
2002-09-11,220.178
2002-09-12,213.459
2002-09-13,210.63
2002-09-16,203.378
2002-09-17,199.547
2002-09-18,192.702
2002-09-19,196.638
2002-09-20,194.283
2002-09-23,180.793
2002-09-24,180.1
2002-09-25,175.697
2002-09-26,181.875
2002-09-27,176.701
2002-09-30,164.525
2002-10-01,167.019
2002-10-02,177.492
2002-10-03,172.994
2002-10-04,170.988
2002-10-07,164.192
2002-10-08,158.831
2002-10-09,162.953
2002-10-10,170.727
2002-10-11,184.438
2002-10-14,180.132
2002-10-15,192.774
2002-10-16,185.108
2002-10-17,191.479
2002-10-18,201.757
2002-10-21,211.92
2002-10-22,210.417
2002-10-23,202.344
2002-10-24,213.725
2002-10-25,216.815
2002-10-28,232.904
2002-10-29,222.834
2002-10-30,232.564
2002-10-31,239.465
2002-11-01,241.818
2002-11-04,257.586
2002-11-05,262.474
2002-11-06,253.823
2002-11-07,246.197
2002-11-08,253.97
2002-11-11,253.303
2002-11-12,269.989
2002-11-13,271.084
2002-11-14,278.776
2002-11-15,273.911
2002-11-18,285.583
2002-11-19,278.025
2002-11-20,277.696
2002-11-21,293.359
2002-11-22,293.181
2002-11-25,281.422
2002-11-26,267.115
2002-11-27,279.045
2002-11-28,278.809
2002-11-29,274.926
2002-12-02,273.255
2002-12-03,267.666
2002-12-04,267.934
2002-12-05,266.781
2002-12-06,270.048
2002-12-09,267.579
2002-12-10,264.414
2002-12-11,262.682
2002-12-12,256.312
2002-12-13,259.303
2002-12-16,259.552
2002-12-17,253.782
2002-12-18,245.361
2002-12-19,242.683
2002-12-20,243.503
2002-12-23,241.568
2002-12-24,242.787
2002-12-25,242.787
2002-12-26,243.26
2002-12-27,234.892
2002-12-30,239.106
2002-12-31,240.399
2003-01-01,240.399
2003-01-02,250.972
2003-01-03,254.343
2003-01-06,255.765
2003-01-07,258.404
2003-01-08,248.472
2003-01-09,253.447
2003-01-10,259.961
2003-01-13,260.905
2003-01-14,269.638
2003-01-15,265.247
2003-01-16,263.278
2003-01-17,257.349
2003-01-20,260.998
2003-01-21,257.701
2003-01-22,252.312
2003-01-23,252.069
2003-01-24,253.92
2003-01-27,242.116
2003-01-28,239.694
2003-01-29,248.685
2003-01-30,256.398
2003-01-31,254.398
2003-02-03,249.866
2003-02-04,238.254
2003-02-05,244.179
2003-02-06,250.181
2003-02-07,246.206
2003-02-10,238.368
2003-02-11,244.766
2003-02-12,248.465
2003-02-13,250.108
2003-02-14,252.215
2003-02-17,260.34
2003-02-18,260.58
2003-02-19,256.336
2003-02-20,250.353
2003-02-21,248.588
2003-02-24,245.598
2003-02-25,238.317
2003-02-26,240.724
2003-02-27,241.517
2003-02-28,241.859
2003-03-03,244.945
2003-03-04,242.741
2003-03-05,241.827
2003-03-06,240.67
2003-03-07,238.875
2003-03-10,233.576
2003-03-11,226.676
2003-03-12,226.307
2003-03-13,233.989
2003-03-14,241.516
2003-03-17,250.877
2003-03-18,247.694
2003-03-19,248.861
2003-03-20,251.609
2003-03-21,253.314
2003-03-24,247.901
2003-03-25,247.411
2003-03-26,242.192
2003-03-27,239.119
2003-03-28,243.127
2003-03-31,233.626
2003-04-01,232.732
2003-04-02,240.289
2003-04-03,243.202
2003-04-04,245.711
2003-04-07,253.788
2003-04-08,247.172
2003-04-09,247.292
2003-04-10,246.055
2003-04-11,242.642
2003-04-14,243.907
2003-04-15,248.042
2003-04-16,249.156
2003-04-17,252.046
2003-04-18,252.046
2003-04-21,251.275
2003-04-22,254.703
2003-04-23,259.731
2003-04-24,261.246
2003-04-25,258.829
2003-04-28,264.895
2003-04-29,277.729
2003-04-30,282.54
2003-05-01,285.333
2003-05-02,285.221
2003-05-05,287.932
2003-05-06,289.862
2003-05-07,287.594
2003-05-08,287.507
2003-05-09,293.822
2003-05-12,297.262
2003-05-13,299.02
2003-05-14,296.479
2003-05-15,297.362
2003-05-16,298.754
2003-05-19,293.67
2003-05-20,288.598
2003-05-21,286.984
2003-05-22,291.266
2003-05-23,295.227
2003-05-26,293.275
2003-05-27,298.519
2003-05-28,304.374
2003-05-29,305.818
2003-05-30,306.112
2003-06-02,304.218
2003-06-03,298.132
2003-06-04,298.718
2003-06-05,303.287
2003-06-06,307.141
2003-06-09,308.208
2003-06-10,308.63
2003-06-11,314.883
2003-06-12,318.336
2003-06-13,316.212
2003-06-16,321.301
2003-06-17,322.998
2003-06-18,321.502
2003-06-19,318.53
2003-06-20,316.607
2003-06-23,308.753
2003-06-24,304.216
2003-06-25,308.679
2003-06-26,302.093
2003-06-27,307.359
2003-06-30,307.701
2003-07-01,305.057
2003-07-02,305.684
2003-07-03,309.969
2003-07-04,309.764
2003-07-07,308.784
2003-07-08,310.22
2003-07-09,310.123
2003-07-10,307.055
2003-07-11,306.725
2003-07-14,313.717
2003-07-15,309.603
2003-07-16,303.506
2003-07-17,294.726
2003-07-18,304.371
2003-07-21,307.558
2003-07-22,308.322
2003-07-23,311.996
2003-07-24,318.743
2003-07-25,319.084
2003-07-28,325.5
2003-07-29,323.203
2003-07-30,322.48
2003-07-31,319.559
2003-08-01,316.162
2003-08-04,321.321
2003-08-05,324.343
2003-08-06,317.259
2003-08-07,315.096
2003-08-08,315.318
2003-08-11,314.674
2003-08-12,320.648
2003-08-13,322.126
2003-08-14,321.949
2003-08-15,319.572
2003-08-18,320.931
2003-08-19,320.782
2003-08-20,321.198
2003-08-21,325.2
2003-08-22,321.997
2003-08-25,316.824
2003-08-26,314.701
2003-08-27,316.876
2003-08-28,318.925
2003-08-29,321.37
2003-09-01,327.736
2003-09-02,324.437
2003-09-03,331.378
2003-09-04,335.026
2003-09-05,341.985
2003-09-08,345.972
2003-09-09,344.895
2003-09-10,338.425
2003-09-11,338.954
2003-09-12,342.831
2003-09-15,341.612
2003-09-16,344.253
2003-09-17,344.972
2003-09-18,345.048
2003-09-19,339.995
2003-09-22,335.98
2003-09-23,340.274
2003-09-24,337.533
2003-09-25,338.312
2003-09-26,340.534
2003-09-29,339.144
2003-09-30,335.002
2003-10-01,336.312
2003-10-02,336.309
2003-10-03,345.08
2003-10-06,350.676
2003-10-07,354.156
2003-10-08,358.312
2003-10-09,358.144
2003-10-10,357.747
2003-10-13,362.772
2003-10-14,364.755
2003-10-15,359.842
2003-10-16,356.973
2003-10-17,352.009
2003-10-20,351.092
2003-10-21,351.591
2003-10-22,347.792
2003-10-23,343.079
2003-10-24,349.765
2003-10-27,353.597
2003-10-28,354.044
2003-10-29,354.833
2003-10-30,351.405
2003-10-31,345.341
2003-11-03,340.549
2003-11-04,341.85
2003-11-05,335.311
2003-11-06,338.857
2003-11-07,345.012
2003-11-10,342.415
2003-11-11,338.031
2003-11-12,347.532
2003-11-13,355.868
2003-11-14,365.947
2003-11-17,358.334
2003-11-18,361.646
2003-11-19,357.312
2003-11-20,353.58
2003-11-21,353.009
2003-11-24,355.192
2003-11-25,352.477
2003-11-26,352.09
2003-11-27,355.466
2003-11-28,355.174
2003-12-01,360.914
2003-12-02,367.629
2003-12-03,369.384
2003-12-04,373.398
2003-12-05,368.036
2003-12-08,364.908
2003-12-09,358.657
2003-12-10,357.178
2003-12-11,356.432
2003-12-12,360.349
2003-12-15,360.992
2003-12-16,353.076
2003-12-17,349.565
2003-12-18,359.441
2003-12-19,363.114
2003-12-22,363.09
2003-12-23,368.016
2003-12-24,368.343
2003-12-25,368.343
2003-12-26,367.912
2003-12-29,384.299
2003-12-30,383.804
2003-12-31,386.154
2004-01-01,386.154
2004-01-02,391.908
2004-01-05,392.322
2004-01-06,392.531
2004-01-07,387.636
2004-01-08,423.402
2004-01-09,440.995
2004-01-12,449.095
2004-01-13,445.713
2004-01-14,439.16
2004-01-15,436.798
2004-01-16,448.097
2004-01-19,453.227
2004-01-20,449.51
2004-01-21,446.866
2004-01-22,447.665
2004-01-23,446.262
2004-01-26,441.834
2004-01-27,450.023
2004-01-28,443.693
2004-01-29,430.551
2004-01-30,448.782
2004-02-02,449.471
2004-02-03,454.518
2004-02-04,454.978
2004-02-05,469.264
2004-02-06,514.775
2004-02-09,528.462
2004-02-10,552.219
2004-02-11,553.383
2004-02-12,551.021
2004-02-13,540.769
2004-02-16,552.609
2004-02-17,550.564
2004-02-18,562.885
2004-02-19,557.65
2004-02-20,541.504
2004-02-23,549.71
2004-02-24,536.174
2004-02-25,537.758
2004-02-26,544.313
2004-02-27,552.455
2004-03-01,553.165
2004-03-02,557.489
2004-03-03,565.348
2004-03-04,562.74
2004-03-05,582.571
2004-03-08,583.439
2004-03-09,563.551
2004-03-10,548.255
2004-03-11,518.582
2004-03-12,520.623
2004-03-15,521.417
2004-03-16,525.948
2004-03-17,533.574
2004-03-18,521.109
2004-03-19,524.99
2004-03-22,501.842
2004-03-23,503.829
2004-03-24,497.807
2004-03-25,510.19
2004-03-26,505.811
2004-03-29,529.159
2004-03-30,527.469
2004-03-31,532.191
2004-04-01,565.87
2004-04-02,565.991
2004-04-05,572.341
2004-04-06,571.086
2004-04-07,585.224
2004-04-08,579.593
2004-04-09,579.593
2004-04-12,576.642
2004-04-13,566.897
2004-04-14,555.858
2004-04-15,555.227
2004-04-16,558.474
2004-04-19,565.897
2004-04-20,577.105
2004-04-21,564.452
2004-04-22,581.29
2004-04-23,551.183
2004-04-26,538.733
2004-04-27,542.494
2004-04-28,522.573
2004-04-29,524.569
2004-04-30,515.635
2004-05-03,522.54
2004-05-04,522.575
2004-05-05,541.347
2004-05-06,528.005
2004-05-07,519.659
2004-05-10,484.831
2004-05-11,493.255
2004-05-12,481.301
2004-05-13,497.402
2004-05-14,493.208
2004-05-17,482.692
2004-05-18,489.112
2004-05-19,512.673
2004-05-20,508.884
2004-05-21,510.965
2004-05-24,509.755
2004-05-25,502.011
2004-05-26,513.829
2004-05-27,529.474
2004-05-28,528.813
2004-05-31,528.813
2004-06-01,518.743
2004-06-02,523.992
2004-06-03,521.194
2004-06-04,537.39
2004-06-07,554.887
2004-06-08,555.107
2004-06-09,537.642
2004-06-10,533.2
2004-06-11,526.925
2004-06-14,517.368
2004-06-15,525.156
2004-06-16,525.992
2004-06-17,522.839
2004-06-18,517.728
2004-06-21,515.51
2004-06-22,511.084
2004-06-23,534.098
2004-06-24,554.265
2004-06-25,552.895
2004-06-28,559.5
2004-06-29,555.675
2004-06-30,555.71
2004-07-01,559.588
2004-07-02,559.58
2004-07-05,552.076
2004-07-06,544.369
2004-07-07,553.778
2004-07-08,550.915
2004-07-09,539.471
2004-07-12,523.362
2004-07-13,522.763
2004-07-14,540.231
2004-07-15,511.678
2004-07-16,525.669
2004-07-19,514.73
2004-07-20,515.146
2004-07-21,539.541
2004-07-22,522.513
2004-07-23,513.27
2004-07-26,497.501
2004-07-27,512.384
2004-07-28,510.188
2004-07-29,519.762
2004-07-30,518.123
2004-08-02,514.269
2004-08-03,515.271
2004-08-04,508.496
2004-08-05,515.581
2004-08-06,504.902
2004-08-09,498.828
2004-08-10,509.249
2004-08-11,484.644
2004-08-12,472.712
2004-08-13,482.74
2004-08-16,490.341
2004-08-17,501.561
2004-08-18,504.322
2004-08-19,513.638
2004-08-20,511.391
2004-08-23,526.284
2004-08-24,517.149
2004-08-25,522.956
2004-08-26,524.489
2004-08-27,525.241
2004-08-30,527.777
2004-08-31,523.435
2004-09-01,537.378
2004-09-02,537.283
2004-09-03,523.833
2004-09-06,521.664
2004-09-07,516.825
2004-09-08,516.022
2004-09-09,517.553
2004-09-10,536.729
2004-09-13,557.943
2004-09-14,553.637
2004-09-15,548.219
2004-09-16,548.142
2004-09-17,556.925
2004-09-20,558.567
2004-09-21,564.594
2004-09-22,570.367
2004-09-23,581.71
2004-09-24,578.346
2004-09-27,575.906
2004-09-28,575.135
2004-09-29,593.486
2004-09-30,589.417
2004-10-01,602.58
2004-10-04,605.052
2004-10-05,606.601
2004-10-06,604.806
2004-10-07,607.865
2004-10-08,606.386
2004-10-11,602.939
2004-10-12,592.705
2004-10-13,605.749
2004-10-14,599.018
2004-10-15,600.508
2004-10-18,602.64
2004-10-19,615.254
2004-10-20,607.913
2004-10-21,596.555
2004-10-22,564.868
2004-10-25,551.5
2004-10-26,564.87
2004-10-27,576.714
2004-10-28,575.517
2004-10-29,569.986
2004-11-01,582.103
2004-11-02,594.382
2004-11-03,602.754
2004-11-04,591.244
2004-11-05,594.564
2004-11-08,607.418
2004-11-09,596.414
2004-11-10,595.42
2004-11-11,604.852
2004-11-12,629.183
2004-11-15,634.624
2004-11-16,635.885
2004-11-17,642.897
2004-11-18,643.167
2004-11-19,641.169
2004-11-22,632.094
2004-11-23,639.508
2004-11-24,646.596
2004-11-25,651.784
2004-11-26,646.69
2004-11-29,652.384
2004-11-30,649.113
2004-12-01,656.175
2004-12-02,658.084
2004-12-03,659.557
2004-12-06,657.643
2004-12-07,666.237
2004-12-08,638.655
2004-12-09,620.989
2004-12-10,624.069
2004-12-13,631.34
2004-12-14,632.209
2004-12-15,634.013
2004-12-16,632.605
2004-12-17,620.805
2004-12-20,640.285
2004-12-21,633.317
2004-12-22,634.79
2004-12-23,630.096
2004-12-24,633.846
2004-12-27,639.971
2004-12-28,640.624
2004-12-29,644.738
2004-12-30,644.358
2004-12-31,641.323
2005-01-03,638.426
2005-01-04,641.257
2005-01-05,631.81
2005-01-06,624.792
2005-01-07,614.372
2005-01-10,626.423
2005-01-11,619.641
2005-01-12,605.221
2005-01-13,603.357
2005-01-14,605.479
2005-01-17,616.26
2005-01-18,612.575
2005-01-19,609.584
2005-01-20,592.783
2005-01-21,592.812
2005-01-24,585.332
2005-01-25,587.22
2005-01-26,594.755
2005-01-27,600.225
2005-01-28,591.6
2005-01-31,596.369
2005-02-01,608.43
2005-02-02,609.452
2005-02-03,595.722
2005-02-04,599.98
2005-02-07,611.072
2005-02-08,603.128
2005-02-09,619.767
2005-02-10,592.527
2005-02-11,593.966
2005-02-14,601.68
2005-02-15,604.81
2005-02-16,601.558
2005-02-17,598.54
2005-02-18,592.48
2005-02-21,590.857
2005-02-22,603.002
2005-02-23,596.802
2005-02-24,597.074
2005-02-25,610.282
2005-02-28,615.008
2005-03-01,612.56
2005-03-02,614.626
2005-03-03,611.057
2005-03-04,624.115
2005-03-07,617.568
2005-03-08,615.796
2005-03-09,621.29
2005-03-10,613.57
2005-03-11,621.954
2005-03-14,616.367
2005-03-15,613.51
2005-03-16,605.655
2005-03-17,602.515
2005-03-18,598.089
2005-03-21,587.601
2005-03-22,595.441
2005-03-23,595.874
2005-03-24,592.27
2005-03-25,592.27
2005-03-28,588.197
2005-03-29,591.354
2005-03-30,596.058
2005-03-31,593.931
2005-04-01,599.976
2005-04-04,587.486
2005-04-05,591.841
2005-04-06,601.599
2005-04-07,608.813
2005-04-08,612.312
2005-04-11,623.029
2005-04-12,614.417
2005-04-13,621.739
2005-04-14,620.204
2005-04-15,612.937
2005-04-18,608.015
2005-04-19,606.772
2005-04-20,609.242
2005-04-21,623.499
2005-04-22,639.487
2005-04-25,634.995
2005-04-26,627.988
2005-04-27,615.594
2005-04-28,610.102
2005-04-29,606.102
2005-05-02,605.846
2005-05-03,612.109
2005-05-04,619.261
2005-05-05,618.959
2005-05-06,629.999
2005-05-09,632.291
2005-05-10,627.346
2005-05-11,621.055
2005-05-12,631.31
2005-05-13,628.294
2005-05-16,627.52
2005-05-17,630.629
2005-05-18,633.989
2005-05-19,639.436
2005-05-20,638.881
2005-05-23,640.964
2005-05-24,641.427
2005-05-25,638.836
2005-05-26,639.203
2005-05-27,638.471
2005-05-30,641.608
2005-05-31,637.072
2005-06-01,633.152
2005-06-02,633.574
2005-06-03,633.379
2005-06-06,633.885
2005-06-07,638.0
2005-06-08,643.064
2005-06-09,631.561
2005-06-10,634.623
2005-06-13,621.488
2005-06-14,631.602
2005-06-15,632.02
2005-06-16,634.104
2005-06-17,645.767
2005-06-20,649.229
2005-06-21,659.609
2005-06-22,654.558
2005-06-23,663.904
2005-06-24,664.516
2005-06-27,651.871
2005-06-28,646.628
2005-06-29,646.397
2005-06-30,643.646
2005-07-01,641.071
2005-07-04,644.897
2005-07-05,646.137
2005-07-06,654.907
2005-07-07,642.473
2005-07-08,652.191
2005-07-11,672.234
2005-07-12,683.947
2005-07-13,683.796
2005-07-14,683.213
2005-07-15,673.33
2005-07-18,676.517
2005-07-19,672.343
2005-07-20,664.607
2005-07-21,681.776
2005-07-22,674.335
2005-07-25,678.205
2005-07-26,668.357
2005-07-27,674.539
2005-07-28,681.695
2005-07-29,677.741
2005-08-01,679.858
2005-08-02,684.981
2005-08-03,689.783
2005-08-04,687.474
2005-08-05,684.213
2005-08-08,685.3
2005-08-09,687.515
2005-08-10,709.097
2005-08-11,713.62
2005-08-12,711.603
2005-08-15,709.732
2005-08-16,701.781
2005-08-17,689.888
2005-08-18,679.883
2005-08-19,676.632
2005-08-22,680.152
2005-08-23,677.287
2005-08-24,673.083
2005-08-25,660.51
2005-08-26,663.527
2005-08-29,666.156
2005-08-30,659.26
2005-08-31,675.84
2005-09-01,686.687
2005-09-02,688.371
2005-09-05,688.077
2005-09-06,689.927
2005-09-07,690.877
2005-09-08,689.461
2005-09-09,708.9
2005-09-12,704.58
2005-09-13,700.156
2005-09-14,700.552
2005-09-15,690.954
2005-09-16,690.37
2005-09-19,686.978
2005-09-20,691.603
2005-09-21,689.339
2005-09-22,687.726
2005-09-23,683.726
2005-09-26,692.495
2005-09-27,690.944
2005-09-28,701.657
2005-09-29,708.196
2005-09-30,712.548
2005-10-03,715.479
2005-10-04,716.918
2005-10-05,709.327
2005-10-06,710.874
2005-10-07,705.411
2005-10-10,700.512
2005-10-11,696.534
2005-10-12,684.46
2005-10-13,668.283
2005-10-14,681.672
2005-10-17,671.999
2005-10-18,661.809
2005-10-19,655.04
2005-10-20,648.656
2005-10-21,645.209
2005-10-24,639.025
2005-10-25,654.193
2005-10-26,648.929
2005-10-27,639.309
2005-10-28,632.342
2005-10-31,638.06
2005-11-01,634.257
2005-11-02,637.497
2005-11-03,649.22
2005-11-04,642.49
2005-11-07,634.857
2005-11-08,634.251
