Date,NETHERLANDS SMALL GROWTH Small Cap
2001-09-03,402.613
2001-09-04,392.864
2001-09-05,385.855
2001-09-06,372.48
2001-09-07,363.92
2001-09-10,358.229
2001-09-11,348.131
2001-09-12,351.131
2001-09-13,354.496
2001-09-14,342.143
2001-09-17,340.734
2001-09-18,339.045
2001-09-19,339.926
2001-09-20,322.792
2001-09-21,307.066
2001-09-24,321.575
2001-09-25,332.658
2001-09-26,335.752
2001-09-27,334.108
2001-09-28,338.108
2001-10-01,339.397
2001-10-02,336.74
2001-10-03,334.919
2001-10-04,344.049
2001-10-05,341.601
2001-10-08,339.875
2001-10-09,341.143
2001-10-10,342.539
2001-10-11,347.114
2001-10-12,348.815
2001-10-15,343.822
2001-10-16,348.107
2001-10-17,353.432
2001-10-18,346.669
2001-10-19,339.579
2001-10-22,338.812
2001-10-23,341.895
2001-10-24,347.073
2001-10-25,348.125
2001-10-26,352.31
2001-10-29,357.327
2001-10-30,349.803
2001-10-31,348.094
2001-11-01,351.333
2001-11-02,352.484
2001-11-05,352.459
2001-11-06,359.517
2001-11-07,354.797
2001-11-08,353.318
2001-11-09,352.445
2001-11-12,350.889
2001-11-13,353.594
2001-11-14,355.53
2001-11-15,349.586
2001-11-16,358.737
2001-11-19,360.791
2001-11-20,358.266
2001-11-21,350.757
2001-11-22,354.627
2001-11-23,353.335
2001-11-26,355.179
2001-11-27,353.283
2001-11-28,354.445
2001-11-29,352.879
2001-11-30,357.333
2001-12-03,352.339
2001-12-04,353.53
2001-12-05,360.199
2001-12-06,357.856
2001-12-07,355.922
2001-12-10,352.593
2001-12-11,356.081
2001-12-12,358.704
2001-12-13,356.825
2001-12-14,354.278
2001-12-17,359.316
2001-12-18,359.733
2001-12-19,355.782
2001-12-20,355.692
2001-12-21,353.952
2001-12-24,351.803
2001-12-25,351.803
2001-12-26,352.104
2001-12-27,357.64
2001-12-28,355.86
2001-12-31,359.331
2002-01-01,359.331
2002-01-02,367.744
2002-01-03,369.65
2002-01-04,370.146
2002-01-07,374.035
2002-01-08,376.511
2002-01-09,378.867
2002-01-10,379.461
2002-01-11,380.289
2002-01-14,376.201
2002-01-15,374.404
2002-01-16,366.543
2002-01-17,365.355
2002-01-18,364.177
2002-01-21,361.401
2002-01-22,361.943
2002-01-23,362.006
2002-01-24,363.127
2002-01-25,357.074
2002-01-28,356.217
2002-01-29,353.873
2002-01-30,350.574
2002-01-31,351.534
2002-02-01,353.367
2002-02-04,354.404
2002-02-05,352.212
2002-02-06,350.622
2002-02-07,350.635
2002-02-08,351.447
2002-02-11,354.688
2002-02-12,356.874
2002-02-13,358.478
2002-02-14,356.266
2002-02-15,355.89
2002-02-18,354.584
2002-02-19,355.642
2002-02-20,352.332
2002-02-21,351.686
2002-02-22,347.648
2002-02-25,346.057
2002-02-26,346.679
2002-02-27,348.267
2002-02-28,345.394
2002-03-01,347.387
2002-03-04,354.657
2002-03-05,352.772
2002-03-06,347.029
2002-03-07,353.41
2002-03-08,353.312
2002-03-11,353.442
2002-03-12,348.565
2002-03-13,347.137
2002-03-14,348.275
2002-03-15,348.679
2002-03-18,350.745
2002-03-19,352.902
2002-03-20,352.284
2002-03-21,352.955
2002-03-22,350.653
2002-03-25,348.296
2002-03-26,349.027
2002-03-27,347.576
2002-03-28,350.36
2002-03-29,350.36
2002-04-01,353.232
2002-04-02,353.508
2002-04-03,353.392
2002-04-04,353.389
2002-04-05,352.863
2002-04-08,346.374
2002-04-09,345.715
2002-04-10,340.16
2002-04-11,341.52
2002-04-12,339.53
2002-04-15,339.678
2002-04-16,348.787
2002-04-17,351.613
2002-04-18,350.049
2002-04-19,347.598
2002-04-22,344.534
2002-04-23,340.595
2002-04-24,339.543
2002-04-25,338.56
2002-04-26,339.3
2002-04-29,338.664
2002-04-30,339.85
2002-05-01,341.774
2002-05-02,337.658
2002-05-03,335.313
2002-05-06,337.331
2002-05-07,333.988
2002-05-08,337.725
2002-05-09,339.204
2002-05-10,337.793
2002-05-13,336.226
2002-05-14,335.5
2002-05-15,335.9
2002-05-16,334.222
2002-05-17,339.826
2002-05-20,338.902
2002-05-21,334.834
2002-05-22,331.202
2002-05-23,329.547
2002-05-24,332.234
2002-05-27,327.4
2002-05-28,328.901
2002-05-29,324.808
2002-05-30,322.827
2002-05-31,325.795
2002-06-03,324.766
2002-06-04,320.071
2002-06-05,317.433
2002-06-06,321.207
2002-06-07,317.733
2002-06-10,319.505
2002-06-11,318.866
2002-06-12,315.792
2002-06-13,313.175
2002-06-14,304.947
2002-06-17,305.538
2002-06-18,306.337
2002-06-19,306.998
2002-06-20,305.053
2002-06-21,303.723
2002-06-24,301.822
2002-06-25,299.305
2002-06-26,299.582
2002-06-27,301.607
2002-06-28,308.91
2002-07-01,307.862
2002-07-02,303.118
2002-07-03,296.401
2002-07-04,296.907
2002-07-05,299.941
2002-07-08,303.167
2002-07-09,303.033
2002-07-10,295.567
2002-07-11,291.15
2002-07-12,292.321
2002-07-15,290.659
2002-07-16,291.87
2002-07-17,294.318
2002-07-18,295.288
2002-07-19,291.918
2002-07-22,280.275
2002-07-23,270.974
2002-07-24,260.632
2002-07-25,260.994
2002-07-26,263.217
2002-07-29,263.06
2002-07-30,270.429
2002-07-31,272.592
2002-08-01,271.866
2002-08-02,268.634
2002-08-05,261.644
2002-08-06,256.691
2002-08-07,257.256
2002-08-08,258.593
2002-08-09,260.78
2002-08-12,259.144
2002-08-13,258.419
2002-08-14,261.377
2002-08-15,264.831
2002-08-16,265.151
2002-08-19,269.321
2002-08-20,269.392
2002-08-21,272.211
2002-08-22,272.27
2002-08-23,273.256
2002-08-26,271.236
2002-08-27,269.932
2002-08-28,264.872
2002-08-29,260.461
2002-08-30,262.303
2002-09-02,261.751
2002-09-03,257.935
2002-09-04,256.613
2002-09-05,254.32
2002-09-06,254.684
2002-09-09,248.996
2002-09-10,248.844
2002-09-11,251.318
2002-09-12,249.722
2002-09-13,246.011
2002-09-16,242.367
2002-09-17,240.827
2002-09-18,235.827
2002-09-19,232.99
2002-09-20,229.125
2002-09-23,224.95
2002-09-24,215.72
2002-09-25,216.653
2002-09-26,219.327
2002-09-27,221.033
2002-09-30,218.973
2002-10-01,218.863
2002-10-02,219.055
2002-10-03,216.657
2002-10-04,213.954
2002-10-07,210.063
2002-10-08,208.303
2002-10-09,206.564
2002-10-10,205.582
2002-10-11,212.056
2002-10-14,213.22
2002-10-15,219.543
2002-10-16,219.008
2002-10-17,222.194
2002-10-18,221.909
2002-10-21,225.503
2002-10-22,225.669
2002-10-23,222.292
2002-10-24,227.724
2002-10-25,226.336
2002-10-28,230.494
2002-10-29,227.072
2002-10-30,227.475
2002-10-31,232.735
2002-11-01,235.347
2002-11-04,240.407
2002-11-05,244.092
2002-11-06,243.13
2002-11-07,243.54
2002-11-08,241.795
2002-11-11,238.526
2002-11-12,240.41
2002-11-13,237.794
2002-11-14,238.498
2002-11-15,242.807
2002-11-18,241.537
2002-11-19,244.107
2002-11-20,239.036
2002-11-21,242.32
2002-11-22,244.101
2002-11-25,242.907
2002-11-26,237.887
2002-11-27,239.667
2002-11-28,247.333
2002-11-29,251.341
2002-12-02,257.492
2002-12-03,253.626
2002-12-04,251.458
2002-12-05,252.381
2002-12-06,253.364
2002-12-09,250.228
2002-12-10,250.342
2002-12-11,250.357
2002-12-12,250.33
2002-12-13,248.681
2002-12-16,250.417
2002-12-17,250.025
2002-12-18,246.526
2002-12-19,247.819
2002-12-20,247.385
2002-12-23,249.418
2002-12-24,251.188
2002-12-25,251.188
2002-12-26,251.822
2002-12-27,252.313
2002-12-30,250.221
2002-12-31,255.304
2003-01-01,255.304
2003-01-02,257.147
2003-01-03,259.91
2003-01-06,263.318
2003-01-07,261.548
2003-01-08,259.957
2003-01-09,263.244
2003-01-10,262.057
2003-01-13,263.64
2003-01-14,264.051
2003-01-15,262.488
2003-01-16,263.216
2003-01-17,264.233
2003-01-20,264.207
2003-01-21,262.332
2003-01-22,257.643
2003-01-23,257.215
2003-01-24,257.7
2003-01-27,252.865
2003-01-28,250.631
2003-01-29,246.326
2003-01-30,248.135
2003-01-31,249.822
2003-02-03,249.982
2003-02-04,251.078
2003-02-05,246.454
2003-02-06,246.032
2003-02-07,242.587
2003-02-10,238.36
2003-02-11,236.292
2003-02-12,234.676
2003-02-13,235.467
2003-02-14,235.925
2003-02-17,234.942
2003-02-18,233.563
2003-02-19,234.09
2003-02-20,237.086
2003-02-21,235.514
2003-02-24,232.379
2003-02-25,228.749
2003-02-26,226.284
2003-02-27,225.399
2003-02-28,229.33
2003-03-03,230.096
2003-03-04,227.361
2003-03-05,226.869
2003-03-06,224.656
2003-03-07,223.371
2003-03-10,218.925
2003-03-11,218.034
2003-03-12,215.482
2003-03-13,218.353
2003-03-14,222.006
2003-03-17,220.137
2003-03-18,225.179
2003-03-19,228.701
2003-03-20,232.251
2003-03-21,234.232
2003-03-24,232.162
2003-03-25,232.404
2003-03-26,232.585
2003-03-27,232.97
2003-03-28,234.323
2003-03-31,234.617
2003-04-01,234.905
2003-04-02,235.372
2003-04-03,235.637
2003-04-04,234.67
2003-04-07,240.668
2003-04-08,237.59
2003-04-09,239.227
2003-04-10,240.931
2003-04-11,243.077
2003-04-14,244.57
2003-04-15,247.274
2003-04-16,249.265
2003-04-17,250.244
2003-04-18,250.244
2003-04-21,249.166
2003-04-22,253.783
2003-04-23,260.219
2003-04-24,259.965
2003-04-25,260.894
2003-04-28,261.062
2003-04-29,261.699
2003-04-30,264.17
2003-05-01,266.597
2003-05-02,265.083
2003-05-05,269.294
2003-05-06,274.9
2003-05-07,276.422
2003-05-08,276.543
2003-05-09,277.317
2003-05-12,280.659
2003-05-13,279.754
2003-05-14,279.471
2003-05-15,279.191
2003-05-16,281.677
2003-05-19,281.518
2003-05-20,279.652
2003-05-21,277.201
2003-05-22,282.185
2003-05-23,283.186
2003-05-26,286.477
2003-05-27,288.408
2003-05-28,289.521
2003-05-29,293.672
2003-05-30,291.201
2003-06-02,292.703
2003-06-03,293.024
2003-06-04,297.823
2003-06-05,305.336
2003-06-06,309.479
2003-06-09,309.213
2003-06-10,307.322
2003-06-11,316.935
2003-06-12,319.807
2003-06-13,315.718
2003-06-16,323.622
2003-06-17,321.302
2003-06-18,318.591
2003-06-19,318.215
2003-06-20,316.889
2003-06-23,309.027
2003-06-24,303.629
2003-06-25,308.36
2003-06-26,303.02
2003-06-27,306.466
2003-06-30,307.864
2003-07-01,308.366
2003-07-02,312.581
2003-07-03,315.807
2003-07-04,314.196
2003-07-07,320.296
2003-07-08,317.68
2003-07-09,316.44
2003-07-10,312.952
2003-07-11,313.823
2003-07-14,317.131
2003-07-15,316.956
2003-07-16,313.767
2003-07-17,311.38
2003-07-18,314.141
2003-07-21,315.287
2003-07-22,317.718
2003-07-23,320.669
2003-07-24,324.922
2003-07-25,326.256
2003-07-28,321.906
2003-07-29,319.126
2003-07-30,318.074
2003-07-31,314.495
2003-08-01,316.619
2003-08-04,318.404
2003-08-05,321.842
2003-08-06,316.839
2003-08-07,319.109
2003-08-08,319.002
2003-08-11,319.734
2003-08-12,319.411
2003-08-13,322.102
2003-08-14,327.24
2003-08-15,330.47
2003-08-18,329.264
2003-08-19,335.203
2003-08-20,336.681
2003-08-21,338.728
2003-08-22,339.269
2003-08-25,335.127
2003-08-26,335.087
2003-08-27,336.84
2003-08-28,335.852
2003-08-29,340.318
2003-09-01,340.794
2003-09-02,335.471
2003-09-03,338.289
2003-09-04,342.267
2003-09-05,346.934
2003-09-08,348.1
2003-09-09,344.11
2003-09-10,341.026
2003-09-11,340.382
2003-09-12,346.71
2003-09-15,351.054
2003-09-16,347.134
2003-09-17,351.16
2003-09-18,353.602
2003-09-19,353.881
2003-09-22,355.434
2003-09-23,354.695
2003-09-24,355.831
2003-09-25,354.074
2003-09-26,347.398
2003-09-29,349.667
2003-09-30,349.396
2003-10-01,350.232
2003-10-02,351.382
2003-10-03,356.671
2003-10-06,352.483
2003-10-07,354.264
2003-10-08,356.267
2003-10-09,358.411
2003-10-10,360.38
2003-10-13,359.55
2003-10-14,364.758
2003-10-15,369.145
2003-10-16,368.79
2003-10-17,379.617
2003-10-20,379.17
2003-10-21,382.44
2003-10-22,379.715
2003-10-23,372.977
2003-10-24,377.102
2003-10-27,376.82
2003-10-28,376.833
2003-10-29,378.394
2003-10-30,380.065
2003-10-31,380.564
2003-11-03,382.746
2003-11-04,382.551
2003-11-05,379.028
2003-11-06,384.603
2003-11-07,384.265
2003-11-10,383.838
2003-11-11,380.994
2003-11-12,385.199
2003-11-13,395.321
2003-11-14,397.245
2003-11-17,386.253
2003-11-18,390.339
2003-11-19,392.509
2003-11-20,391.533
2003-11-21,393.929
2003-11-24,392.787
2003-11-25,396.899
2003-11-26,398.782
2003-11-27,400.182
2003-11-28,404.354
2003-12-01,406.768
2003-12-02,410.156
2003-12-03,412.623
2003-12-04,409.777
2003-12-05,408.125
2003-12-08,407.288
2003-12-09,406.414
2003-12-10,403.328
2003-12-11,398.206
2003-12-12,413.188
2003-12-15,418.874
2003-12-16,415.238
2003-12-17,415.148
2003-12-18,412.292
2003-12-19,411.207
2003-12-22,410.955
2003-12-23,410.714
2003-12-24,409.983
2003-12-25,409.983
2003-12-26,409.818
2003-12-29,418.357
2003-12-30,424.817
2003-12-31,428.392
2004-01-01,428.392
2004-01-02,435.841
2004-01-05,440.219
2004-01-06,441.875
2004-01-07,441.434
2004-01-08,450.012
2004-01-09,453.364
2004-01-12,450.837
2004-01-13,453.936
2004-01-14,452.799
2004-01-15,450.728
2004-01-16,457.897
2004-01-19,467.544
2004-01-20,475.277
2004-01-21,472.78
2004-01-22,472.818
2004-01-23,473.064
2004-01-26,467.939
2004-01-27,473.783
2004-01-28,481.137
2004-01-29,469.355
2004-01-30,473.66
2004-02-02,477.503
2004-02-03,478.977
2004-02-04,469.539
2004-02-05,472.126
2004-02-06,481.334
2004-02-09,485.671
2004-02-10,485.948
2004-02-11,490.067
2004-02-12,495.408
2004-02-13,494.602
2004-02-16,499.455
2004-02-17,508.444
2004-02-18,512.257
2004-02-19,508.368
2004-02-20,494.279
2004-02-23,489.507
2004-02-24,488.285
2004-02-25,486.993
2004-02-26,484.117
2004-02-27,491.058
2004-03-01,495.648
2004-03-02,493.197
2004-03-03,484.293
2004-03-04,487.231
2004-03-05,495.445
2004-03-08,493.226
2004-03-09,488.085
2004-03-10,474.303
2004-03-11,455.953
2004-03-12,463.405
2004-03-15,448.695
2004-03-16,454.933
2004-03-17,458.273
2004-03-18,455.636
2004-03-19,451.769
2004-03-22,436.353
2004-03-23,440.757
2004-03-24,434.756
2004-03-25,449.211
2004-03-26,446.812
2004-03-29,454.935
2004-03-30,452.492
2004-03-31,456.668
2004-04-01,468.144
2004-04-02,473.438
2004-04-05,471.037
2004-04-06,467.981
2004-04-07,474.26
2004-04-08,474.557
2004-04-09,474.557
2004-04-12,473.224
2004-04-13,470.675
2004-04-14,465.372
2004-04-15,466.476
2004-04-16,464.727
2004-04-19,466.18
2004-04-20,468.406
2004-04-21,461.872
2004-04-22,459.254
2004-04-23,466.316
2004-04-26,468.907
2004-04-27,470.576
2004-04-28,460.363
2004-04-29,457.375
2004-04-30,455.514
2004-05-03,453.801
2004-05-04,455.521
2004-05-05,462.85
2004-05-06,446.256
2004-05-07,443.551
2004-05-10,426.371
2004-05-11,427.806
2004-05-12,423.433
2004-05-13,421.09
2004-05-14,419.863
2004-05-17,412.473
2004-05-18,417.567
2004-05-19,431.853
2004-05-20,424.808
2004-05-21,431.206
2004-05-24,433.602
2004-05-25,440.524
2004-05-26,446.842
2004-05-27,456.988
2004-05-28,455.108
2004-05-31,456.952
2004-06-01,452.995
2004-06-02,457.979
2004-06-03,454.99
2004-06-04,456.535
2004-06-07,461.234
2004-06-08,460.365
2004-06-09,452.093
2004-06-10,451.722
2004-06-11,447.131
2004-06-14,443.057
2004-06-15,446.906
2004-06-16,446.103
2004-06-17,446.413
2004-06-18,449.804
2004-06-21,447.434
2004-06-22,446.65
2004-06-23,448.184
2004-06-24,452.577
2004-06-25,454.114
2004-06-28,461.998
2004-06-29,458.106
2004-06-30,461.195
2004-07-01,456.611
2004-07-02,456.634
2004-07-05,454.226
2004-07-06,450.36
2004-07-07,450.235
2004-07-08,449.254
2004-07-09,449.022
2004-07-12,448.337
2004-07-13,444.823
2004-07-14,444.47
2004-07-15,441.15
2004-07-16,444.212
2004-07-19,443.397
2004-07-20,442.951
2004-07-21,444.494
2004-07-22,439.799
2004-07-23,436.469
2004-07-26,432.218
2004-07-27,431.481
2004-07-28,428.218
2004-07-29,435.682
2004-07-30,439.187
2004-08-02,433.529
2004-08-03,435.803
2004-08-04,435.892
2004-08-05,439.472
2004-08-06,436.845
2004-08-09,430.41
2004-08-10,434.767
2004-08-11,424.536
2004-08-12,417.21
2004-08-13,421.744
2004-08-16,425.595
2004-08-17,432.562
2004-08-18,430.812
2004-08-19,438.124
2004-08-20,435.427
2004-08-23,436.117
2004-08-24,435.229
2004-08-25,432.719
2004-08-26,434.872
2004-08-27,432.067
2004-08-30,432.28
2004-08-31,431.896
2004-09-01,435.239
2004-09-02,436.929
2004-09-03,434.713
2004-09-06,438.783
2004-09-07,444.885
2004-09-08,446.862
2004-09-09,443.968
2004-09-10,453.536
2004-09-13,461.927
2004-09-14,465.923
2004-09-15,458.377
2004-09-16,460.432
2004-09-17,463.461
2004-09-20,458.127
2004-09-21,467.743
2004-09-22,464.555
2004-09-23,465.23
2004-09-24,463.732
2004-09-27,460.128
2004-09-28,461.192
2004-09-29,464.445
2004-09-30,470.483
2004-10-01,473.761
2004-10-04,474.208
2004-10-05,476.159
2004-10-06,472.552
2004-10-07,468.586
2004-10-08,471.578
2004-10-11,464.742
2004-10-12,452.679
2004-10-13,458.688
2004-10-14,459.289
2004-10-15,460.533
2004-10-18,456.804
2004-10-19,461.896
2004-10-20,459.303
2004-10-21,463.393
2004-10-22,465.033
2004-10-25,465.466
2004-10-26,463.607
2004-10-27,466.295
2004-10-28,463.932
2004-10-29,469.273
2004-11-01,472.422
2004-11-02,473.777
2004-11-03,475.939
2004-11-04,475.81
2004-11-05,484.814
2004-11-08,489.724
2004-11-09,486.464
2004-11-10,490.069
2004-11-11,496.488
2004-11-12,499.762
2004-11-15,501.277
2004-11-16,504.053
2004-11-17,512.037
2004-11-18,511.694
2004-11-19,518.875
2004-11-22,514.773
2004-11-23,520.19
2004-11-24,521.742
2004-11-25,527.391
2004-11-26,524.775
2004-11-29,527.071
2004-11-30,527.413
2004-12-01,534.39
2004-12-02,536.735
2004-12-03,540.108
2004-12-06,540.558
2004-12-07,541.348
2004-12-08,533.483
2004-12-09,528.222
2004-12-10,529.471
2004-12-13,537.806
2004-12-14,529.557
2004-12-15,530.058
2004-12-16,529.046
2004-12-17,525.62
2004-12-20,531.296
2004-12-21,526.538
2004-12-22,543.42
2004-12-23,542.215
2004-12-24,542.612
2004-12-27,545.797
2004-12-28,544.173
2004-12-29,542.4
2004-12-30,542.283
2004-12-31,542.444
2005-01-03,544.156
2005-01-04,532.822
2005-01-05,525.785
2005-01-06,519.801
2005-01-07,518.096
2005-01-10,523.177
2005-01-11,517.749
2005-01-12,515.956
2005-01-13,521.852
2005-01-14,530.64
2005-01-17,537.335
2005-01-18,531.72
2005-01-19,532.406
2005-01-20,524.523
2005-01-21,533.193
2005-01-24,533.433
2005-01-25,538.568
2005-01-26,536.97
2005-01-27,537.071
2005-01-28,536.405
2005-01-31,543.755
2005-02-01,548.859
2005-02-02,552.68
2005-02-03,547.59
2005-02-04,555.385
2005-02-07,554.663
2005-02-08,552.98
2005-02-09,554.419
2005-02-10,557.836
2005-02-11,565.528
2005-02-14,571.528
2005-02-15,571.806
2005-02-16,569.999
2005-02-17,583.808
2005-02-18,579.692
2005-02-21,579.145
2005-02-22,576.535
2005-02-23,569.809
2005-02-24,574.797
2005-02-25,583.548
2005-02-28,592.939
2005-03-01,588.642
2005-03-02,586.702
2005-03-03,586.76
2005-03-04,591.573
2005-03-07,588.657
2005-03-08,590.892
2005-03-09,588.6
2005-03-10,586.416
2005-03-11,588.657
2005-03-14,582.288
2005-03-15,578.917
2005-03-16,577.828
2005-03-17,573.66
2005-03-18,568.58
2005-03-21,566.198
2005-03-22,564.016
2005-03-23,553.456
2005-03-24,551.901
2005-03-25,551.901
2005-03-28,548.028
2005-03-29,550.01
2005-03-30,552.852
2005-03-31,555.042
2005-04-01,555.617
2005-04-04,547.402
2005-04-05,550.444
2005-04-06,555.494
2005-04-07,564.534
2005-04-08,561.959
2005-04-11,564.117
2005-04-12,557.751
2005-04-13,557.531
2005-04-14,550.152
2005-04-15,544.197
2005-04-18,533.185
2005-04-19,536.384
2005-04-20,538.045
2005-04-21,540.154
2005-04-22,543.779
2005-04-25,535.616
2005-04-26,533.689
2005-04-27,519.559
2005-04-28,510.748
2005-04-29,520.575
2005-05-02,535.41
2005-05-03,533.441
2005-05-04,535.686
2005-05-05,537.625
2005-05-06,531.722
2005-05-09,526.815
2005-05-10,524.264
2005-05-11,526.566
2005-05-12,518.492
2005-05-13,515.162
2005-05-16,506.582
2005-05-17,506.992
2005-05-18,514.973
2005-05-19,516.31
2005-05-20,514.537
2005-05-23,518.619
2005-05-24,520.173
2005-05-25,520.77
2005-05-26,520.372
2005-05-27,521.428
2005-05-30,520.299
2005-05-31,512.21
2005-06-01,516.825
2005-06-02,519.692
2005-06-03,518.961
2005-06-06,516.917
2005-06-07,522.55
2005-06-08,526.4
2005-06-09,523.51
2005-06-10,526.503
2005-06-13,529.12
2005-06-14,529.045
2005-06-15,525.861
2005-06-16,529.155
2005-06-17,537.233
2005-06-20,532.77
2005-06-21,532.309
2005-06-22,534.069
2005-06-23,532.61
2005-06-24,527.952
2005-06-27,526.837
2005-06-28,528.414
2005-06-29,527.133
2005-06-30,529.49
2005-07-01,524.925
2005-07-04,523.721
2005-07-05,520.791
2005-07-06,520.03
2005-07-07,518.271
2005-07-08,522.906
2005-07-11,532.999
2005-07-12,537.676
2005-07-13,536.238
2005-07-14,540.78
2005-07-15,538.979
2005-07-18,544.132
2005-07-19,539.31
2005-07-20,540.904
2005-07-21,544.151
2005-07-22,542.848
2005-07-25,543.343
2005-07-26,541.089
2005-07-27,542.282
2005-07-28,537.322
2005-07-29,541.989
2005-08-01,545.463
2005-08-02,546.448
2005-08-03,557.301
2005-08-04,559.208
2005-08-05,547.971
2005-08-08,544.851
2005-08-09,547.375
2005-08-10,551.899
2005-08-11,555.004
2005-08-12,555.135
2005-08-15,552.027
2005-08-16,546.937
2005-08-17,544.157
2005-08-18,540.491
2005-08-19,538.443
2005-08-22,543.791
2005-08-23,543.149
2005-08-24,546.728
2005-08-25,547.251
2005-08-26,550.594
2005-08-29,551.608
2005-08-30,555.379
2005-08-31,566.252
2005-09-01,571.863
2005-09-02,574.801
2005-09-05,577.811
2005-09-06,579.123
2005-09-07,582.792
2005-09-08,582.683
2005-09-09,590.559
2005-09-12,592.095
2005-09-13,589.423
2005-09-14,583.419
2005-09-15,577.233
2005-09-16,581.157
2005-09-19,579.738
2005-09-20,582.289
2005-09-21,583.518
2005-09-22,577.002
2005-09-23,575.893
2005-09-26,576.078
2005-09-27,578.871
2005-09-28,585.349
2005-09-29,585.228
2005-09-30,596.273
2005-10-03,596.943
2005-10-04,602.062
2005-10-05,599.465
2005-10-06,601.829
2005-10-07,596.933
2005-10-10,603.531
2005-10-11,600.069
2005-10-12,592.346
2005-10-13,574.172
2005-10-14,583.546
2005-10-17,562.549
2005-10-18,551.909
2005-10-19,540.001
2005-10-20,544.242
2005-10-21,540.736
2005-10-24,551.482
2005-10-25,558.505
2005-10-26,558.979
2005-10-27,552.042
2005-10-28,547.459
2005-10-31,550.676
2005-11-01,551.824
2005-11-02,557.138
2005-11-03,558.062
2005-11-04,548.74
2005-11-07,548.149
2005-11-08,549.195
2005-11-09,549.836
