Date,JAPAN LARGE CAP Large Cap
2002-01-11,511.73
2002-01-14,513.207
2002-01-15,504.152
2002-01-16,505.848
2002-01-17,503.48
2002-01-18,511.284
2002-01-21,508.683
2002-01-22,491.114
2002-01-23,485.535
2002-01-24,488.194
2002-01-25,491.743
2002-01-28,502.489
2002-01-29,490.395
2002-01-30,483.45
2002-01-31,486.255
2002-02-01,476.812
2002-02-04,474.187
2002-02-05,462.044
2002-02-06,460.302
2002-02-07,471.76
2002-02-08,471.939
2002-02-11,476.142
2002-02-12,490.529
2002-02-13,494.097
2002-02-14,497.387
2002-02-15,495.138
2002-02-18,494.192
2002-02-19,479.513
2002-02-20,476.498
2002-02-21,491.375
2002-02-22,494.462
2002-02-25,492.837
2002-02-26,488.932
2002-02-27,498.666
2002-02-28,505.126
2002-03-01,516.778
2002-03-04,548.703
2002-03-05,547.471
2002-03-06,552.087
2002-03-07,583.081
2002-03-08,585.992
2002-03-11,595.995
2002-03-12,575.334
2002-03-13,560.203
2002-03-14,569.3
2002-03-15,575.051
2002-03-18,558.568
2002-03-19,570.577
2002-03-20,562.865
2002-03-21,560.542
2002-03-22,545.078
2002-03-25,541.393
2002-03-26,540.839
2002-03-27,547.666
2002-03-28,553.713
2002-03-29,541.3
2002-04-01,534.588
2002-04-02,544.753
2002-04-03,555.357
2002-04-04,561.542
2002-04-05,558.104
2002-04-08,561.34
2002-04-09,552.537
2002-04-10,555.472
2002-04-11,548.612
2002-04-12,538.149
2002-04-15,545.898
2002-04-16,554.383
2002-04-17,562.539
2002-04-18,569.595
2002-04-19,563.92
2002-04-22,574.092
2002-04-23,573.285
2002-04-24,570.931
2002-04-25,577.255
2002-04-26,572.609
2002-04-29,571.56
2002-04-30,569.342
2002-05-01,575.663
2002-05-02,572.515
2002-05-03,576.957
2002-05-06,575.145
2002-05-07,566.592
2002-05-08,567.626
2002-05-09,573.522
2002-05-10,573.123
2002-05-13,567.414
2002-05-14,560.45
2002-05-15,573.803
2002-05-16,582.364
2002-05-17,595.992
2002-05-20,601.728
2002-05-21,607.391
2002-05-22,614.439
2002-05-23,612.422
2002-05-24,614.706
2002-05-27,608.231
2002-05-28,608.714
2002-05-29,607.722
2002-05-30,611.285
2002-05-31,605.406
2002-06-03,614.211
2002-06-04,604.773
2002-06-05,599.323
2002-06-06,597.746
2002-06-07,592.038
2002-06-10,587.383
2002-06-11,586.273
2002-06-12,583.115
2002-06-13,575.24
2002-06-14,566.871
2002-06-17,550.838
2002-06-18,559.771
2002-06-19,546.01
2002-06-20,553.808
2002-06-21,550.076
2002-06-24,556.394
2002-06-25,555.356
2002-06-26,549.041
2002-06-27,553.529
2002-06-28,573.132
2002-07-01,571.212
2002-07-02,571.262
2002-07-03,579.823
2002-07-04,572.289
2002-07-05,577.607
2002-07-08,580.354
2002-07-09,591.322
2002-07-10,583.211
2002-07-11,577.91
2002-07-12,579.873
2002-07-15,572.671
2002-07-16,563.766
2002-07-17,563.573
2002-07-18,574.088
2002-07-19,565.42
2002-07-22,563.361
2002-07-23,559.686
2002-07-24,551.706
2002-07-25,545.361
2002-07-26,521.35
2002-07-29,521.773
2002-07-30,536.971
2002-07-31,531.93
2002-08-01,530.186
2002-08-02,529.384
2002-08-05,530.163
2002-08-06,513.595
2002-08-07,531.66
2002-08-08,529.494
2002-08-09,542.378
2002-08-12,537.089
2002-08-13,533.341
2002-08-14,541.847
2002-08-15,542.593
2002-08-16,542.456
2002-08-19,528.157
2002-08-20,527.416
2002-08-21,531.49
2002-08-22,534.919
2002-08-23,536.979
2002-08-26,546.888
2002-08-27,542.278
2002-08-28,535.412
2002-08-29,527.7
2002-08-30,526.32
2002-09-02,522.075
2002-09-03,510.623
2002-09-04,497.315
2002-09-05,506.69
2002-09-06,500.277
2002-09-09,507.451
2002-09-10,506.259
2002-09-11,506.437
2002-09-12,509.528
2002-09-13,498.747
2002-09-16,494.032
2002-09-17,506.029
2002-09-18,507.645
2002-09-19,518.617
2002-09-20,498.848
2002-09-23,496.773
2002-09-24,490.777
2002-09-25,486.465
2002-09-26,496.476
2002-09-27,507.046
2002-09-30,503.007
2002-10-01,490.259
2002-10-02,483.383
2002-10-03,478.098
2002-10-04,482.882
2002-10-07,462.122
2002-10-08,462.646
2002-10-09,456.126
2002-10-10,451.942
2002-10-11,456.932
2002-10-14,456.638
2002-10-15,470.347
2002-10-16,475.105
2002-10-17,475.022
2002-10-18,478.938
2002-10-21,476.066
2002-10-22,461.131
2002-10-23,467.193
2002-10-24,463.865
2002-10-25,471.443
2002-10-28,472.524
2002-10-29,471.477
2002-10-30,474.365
2002-10-31,470.961
2002-11-01,475.169
2002-11-04,474.316
2002-11-05,486.975
2002-11-06,485.0
2002-11-07,485.886
2002-11-08,481.119
2002-11-11,469.201
2002-11-12,467.573
2002-11-13,465.61
2002-11-14,458.602
2002-11-15,469.383
2002-11-18,458.616
2002-11-19,456.565
2002-11-20,459.434
2002-11-21,468.736
2002-11-22,474.281
2002-11-25,481.661
2002-11-26,479.298
2002-11-27,481.265
2002-11-28,491.711
2002-11-29,491.675
2002-12-02,482.777
2002-12-03,484.46
2002-12-04,473.572
2002-12-05,467.057
2002-12-06,470.674
2002-12-09,469.034
2002-12-10,468.505
2002-12-11,467.02
2002-12-12,467.899
2002-12-13,468.121
2002-12-16,463.277
2002-12-17,467.359
2002-12-18,456.952
2002-12-19,462.008
2002-12-20,461.315
2002-12-23,462.697
2002-12-24,467.88
2002-12-25,466.144
2002-12-26,474.034
2002-12-27,476.654
2002-12-30,478.87
2002-12-31,478.285
2003-01-01,478.285
2003-01-02,473.793
2003-01-03,473.852
2003-01-06,486.196
2003-01-07,478.01
2003-01-08,469.875
2003-01-09,471.278
2003-01-10,470.06
2003-01-13,472.411
2003-01-14,479.518
2003-01-15,485.656
2003-01-16,485.402
2003-01-17,487.474
2003-01-20,481.525
2003-01-21,486.118
2003-01-22,482.019
2003-01-23,492.478
2003-01-24,487.248
2003-01-27,475.919
2003-01-28,472.311
2003-01-29,466.114
2003-01-30,461.923
2003-01-31,456.771
2003-02-03,462.878
2003-02-04,467.825
2003-02-05,468.308
2003-02-06,464.991
2003-02-07,462.92
2003-02-10,461.208
2003-02-11,459.783
2003-02-12,467.868
2003-02-13,467.631
2003-02-14,470.751
2003-02-17,473.377
2003-02-18,473.879
2003-02-19,474.177
2003-02-20,473.525
2003-02-21,467.243
2003-02-24,471.429
2003-02-25,461.833
2003-02-26,462.174
2003-02-27,460.097
2003-02-28,456.501
2003-03-03,461.162
2003-03-04,462.197
2003-03-05,461.898
2003-03-06,456.083
2003-03-07,448.623
2003-03-10,442.85
2003-03-11,432.293
2003-03-12,438.961
2003-03-13,430.826
2003-03-14,437.002
2003-03-17,433.64
2003-03-18,435.459
2003-03-19,436.615
2003-03-20,444.091
2003-03-21,439.357
2003-03-24,455.602
2003-03-25,444.869
2003-03-26,451.935
2003-03-27,453.472
2003-03-28,447.192
2003-03-31,434.558
2003-04-01,436.005
2003-04-02,437.627
2003-04-03,433.762
2003-04-04,431.552
2003-04-07,439.472
2003-04-08,434.96
2003-04-09,430.923
2003-04-10,429.53
2003-04-11,417.35
2003-04-14,413.955
2003-04-15,420.585
2003-04-16,419.402
2003-04-17,422.467
2003-04-18,423.305
2003-04-21,424.212
2003-04-22,419.431
2003-04-23,418.259
2003-04-24,424.682
2003-04-25,414.534
2003-04-28,409.115
2003-04-29,409.677
2003-04-30,428.427
2003-05-01,431.325
2003-05-02,432.441
2003-05-05,433.462
2003-05-06,446.636
2003-05-07,453.761
2003-05-08,447.486
2003-05-09,449.448
2003-05-12,454.033
2003-05-13,454.881
2003-05-14,458.159
2003-05-15,451.541
2003-05-16,449.925
2003-05-19,444.335
2003-05-20,445.107
2003-05-21,439.998
2003-05-22,443.732
2003-05-23,452.283
2003-05-26,452.642
2003-05-27,446.033
2003-05-28,443.955
2003-05-29,452.109
2003-05-30,450.461
2003-06-02,460.414
2003-06-03,460.691
2003-06-04,462.444
2003-06-05,472.267
2003-06-06,473.54
2003-06-09,479.699
2003-06-10,477.694
2003-06-11,480.163
2003-06-12,481.265
2003-06-13,484.457
2003-06-16,477.714
2003-06-17,485.723
2003-06-18,489.363
2003-06-19,490.405
2003-06-20,492.016
2003-06-23,496.692
2003-06-24,483.062
2003-06-25,482.675
2003-06-26,477.659
2003-06-27,485.353
2003-06-30,482.969
2003-07-01,494.428
2003-07-02,513.837
2003-07-03,527.08
2003-07-04,522.37
2003-07-07,534.112
2003-07-08,540.516
2003-07-09,544.792
2003-07-10,538.872
2003-07-11,521.466
2003-07-14,527.758
2003-07-15,529.575
2003-07-16,523.781
2003-07-17,509.48
2003-07-18,510.598
2003-07-21,512.451
2003-07-22,508.023
2003-07-23,514.811
2003-07-24,516.407
2003-07-25,518.925
2003-07-28,521.855
2003-07-29,520.854
2003-07-30,506.381
2003-07-31,505.212
2003-08-01,508.713
2003-08-04,501.399
2003-08-05,499.25
2003-08-06,496.32
2003-08-07,497.467
2003-08-08,497.092
2003-08-11,506.234
2003-08-12,508.491
2003-08-13,515.457
2003-08-14,524.665
2003-08-15,523.607
2003-08-18,528.257
2003-08-19,536.736
2003-08-20,547.997
2003-08-21,555.163
2003-08-22,553.477
2003-08-25,549.239
2003-08-26,550.326
2003-08-27,548.933
2003-08-28,546.187
2003-08-29,554.535
2003-09-01,569.643
2003-09-02,573.342
2003-09-03,577.908
2003-09-04,572.094
2003-09-05,572.03
2003-09-08,572.591
2003-09-09,584.814
2003-09-10,579.215
2003-09-11,566.686
2003-09-12,576.539
2003-09-15,575.95
2003-09-16,594.324
2003-09-17,601.514
2003-09-18,609.954
2003-09-19,610.344
2003-09-22,600.955
2003-09-23,603.408
2003-09-24,602.75
2003-09-25,589.621
2003-09-26,589.682
2003-09-29,587.117
2003-09-30,586.779
2003-10-01,600.653
2003-10-02,614.962
2003-10-03,621.49
2003-10-06,621.734
2003-10-07,634.247
2003-10-08,619.061
2003-10-09,624.07
2003-10-10,637.974
2003-10-13,635.779
2003-10-14,642.667
2003-10-15,634.379
2003-10-16,643.171
2003-10-17,641.828
2003-10-20,642.755
2003-10-21,641.557
2003-10-22,632.874
2003-10-23,597.918
2003-10-24,603.884
2003-10-27,612.658
2003-10-28,620.502
2003-10-29,629.791
2003-10-30,624.807
2003-10-31,607.94
2003-11-03,600.97
2003-11-04,627.959
2003-11-05,621.693
2003-11-06,603.674
2003-11-07,614.22
2003-11-10,614.875
2003-11-11,596.422
2003-11-12,596.839
2003-11-13,608.511
2003-11-14,600.931
2003-11-17,581.029
2003-11-18,586.896
2003-11-19,567.055
2003-11-20,580.585
2003-11-21,580.757
2003-11-24,578.551
2003-11-25,582.982
2003-11-26,594.341
2003-11-27,597.079
2003-11-28,593.762
2003-12-01,606.741
2003-12-02,611.388
2003-12-03,610.669
2003-12-04,616.348
2003-12-05,614.53
2003-12-08,603.083
2003-12-09,604.122
2003-12-10,588.179
2003-12-11,594.68
2003-12-12,602.636
2003-12-15,618.532
2003-12-16,606.494
2003-12-17,598.604
2003-12-18,598.285
2003-12-19,607.777
2003-12-22,614.819
2003-12-23,615.134
2003-12-24,614.147
2003-12-25,614.362
2003-12-26,617.886
2003-12-29,622.836
2003-12-30,633.793
2003-12-31,632.403
2004-01-01,632.403
2004-01-02,633.29
2004-01-05,648.214
2004-01-06,645.179
2004-01-07,642.164
2004-01-08,644.742
2004-01-09,649.666
2004-01-12,649.3
2004-01-13,645.406
2004-01-14,646.561
2004-01-15,638.108
2004-01-16,644.27
2004-01-19,649.79
2004-01-20,652.05
2004-01-21,651.461
2004-01-22,656.354
2004-01-23,660.781
2004-01-26,653.973
2004-01-27,654.731
2004-01-28,653.439
2004-01-29,647.352
2004-01-30,643.887
2004-02-02,645.634
2004-02-03,641.705
2004-02-04,627.248
2004-02-05,630.608
2004-02-06,632.602
2004-02-09,628.386
2004-02-10,629.411
2004-02-11,629.411
2004-02-12,634.379
2004-02-13,641.132
2004-02-16,642.209
2004-02-17,647.099
2004-02-18,642.114
2004-02-19,641.626
2004-02-20,632.333
2004-02-23,642.425
2004-02-24,630.579
2004-02-25,625.39
2004-02-26,627.731
2004-02-27,643.045
2004-03-01,659.803
2004-03-02,658.611
2004-03-03,657.831
2004-03-04,654.98
2004-03-05,661.282
2004-03-08,654.481
2004-03-09,661.777
2004-03-10,655.891
2004-03-11,650.828
2004-03-12,641.252
2004-03-15,652.707
2004-03-16,659.026
2004-03-17,674.348
2004-03-18,688.885
2004-03-19,681.639
2004-03-22,676.23
2004-03-23,678.527
2004-03-24,688.758
2004-03-25,698.317
2004-03-26,714.134
2004-03-29,716.911
2004-03-30,713.482
2004-03-31,724.716
2004-04-01,722.275
2004-04-02,722.663
2004-04-05,728.319
2004-04-06,730.197
2004-04-07,733.97
2004-04-08,730.909
2004-04-09,719.77
2004-04-12,727.704
2004-04-13,725.298
2004-04-14,714.066
2004-04-15,700.603
2004-04-16,703.369
2004-04-19,695.735
2004-04-20,711.846
2004-04-21,703.526
2004-04-22,701.95
2004-04-23,709.914
2004-04-26,714.51
2004-04-27,703.184
2004-04-28,703.127
2004-04-29,701.624
2004-04-30,686.453
2004-05-03,686.177
2004-05-04,689.581
2004-05-05,697.261
2004-05-06,679.586
2004-05-07,658.854
2004-05-10,617.543
2004-05-11,618.27
2004-05-12,639.551
2004-05-13,617.839
2004-05-14,615.961
2004-05-17,599.807
2004-05-18,610.697
2004-05-19,634.33
2004-05-20,627.777
2004-05-21,646.925
2004-05-24,646.429
2004-05-25,638.452
2004-05-26,648.648
2004-05-27,654.897
2004-05-28,662.692
2004-05-31,661.58
2004-06-01,666.441
2004-06-02,660.508
2004-06-03,645.472
2004-06-04,646.204
2004-06-07,672.853
2004-06-08,676.458
2004-06-09,673.995
2004-06-10,677.823
2004-06-11,671.703
2004-06-14,664.712
2004-06-15,667.164
2004-06-16,677.096
2004-06-17,678.438
2004-06-18,672.299
2004-06-21,683.914
2004-06-22,679.009
2004-06-23,678.251
2004-06-24,696.165
2004-06-25,693.898
2004-06-28,699.561
2004-06-29,696.17
2004-06-30,691.546
2004-07-01,697.293
2004-07-02,685.945
2004-07-05,673.164
2004-07-06,670.148
2004-07-07,669.248
2004-07-08,664.498
2004-07-09,672.607
2004-07-12,681.071
2004-07-13,679.443
2004-07-14,671.784
2004-07-15,671.127
2004-07-16,674.799
2004-07-19,677.386
2004-07-20,669.873
2004-07-21,667.545
2004-07-22,664.832
2004-07-23,654.026
2004-07-26,652.545
2004-07-27,641.693
2004-07-28,645.695
2004-07-29,641.27
2004-07-30,653.754
2004-08-02,655.385
2004-08-03,652.45
2004-08-04,642.31
2004-08-05,641.143
2004-08-06,643.566
2004-08-09,637.671
2004-08-10,636.221
2004-08-11,644.181
2004-08-12,640.369
2004-08-13,630.652
2004-08-16,624.186
2004-08-17,632.176
2004-08-18,637.887
2004-08-19,645.986
2004-08-20,647.124
2004-08-23,648.247
2004-08-24,651.01
2004-08-25,653.692
2004-08-26,658.308
2004-08-27,662.742
2004-08-30,659.948
2004-08-31,656.7
2004-09-01,660.686
2004-09-02,661.92
2004-09-03,648.225
2004-09-06,660.494
2004-09-07,665.866
2004-09-08,666.398
2004-09-09,656.879
2004-09-10,655.851
2004-09-13,658.638
2004-09-14,663.68
2004-09-15,652.574
2004-09-16,651.822
2004-09-17,646.756
2004-09-20,647.992
2004-09-21,646.598
2004-09-22,642.43
2004-09-23,644.205
2004-09-24,634.461
2004-09-27,629.673
2004-09-28,626.327
2004-09-29,627.795
2004-09-30,640.574
2004-10-01,647.534
2004-10-04,657.144
2004-10-05,657.613
2004-10-06,661.736
2004-10-07,657.511
2004-10-08,665.834
2004-10-11,669.034
2004-10-12,657.338
2004-10-13,654.733
2004-10-14,650.336
2004-10-15,650.171
2004-10-18,646.688
2004-10-19,654.623
2004-10-20,647.647
2004-10-21,647.313
2004-10-22,650.359
2004-10-25,646.388
2004-10-26,646.815
2004-10-27,649.6
2004-10-28,661.535
2004-10-29,657.671
2004-11-01,653.789
2004-11-02,662.785
2004-11-03,663.347
2004-11-04,668.074
2004-11-05,676.701
2004-11-08,672.316
2004-11-09,669.002
2004-11-10,661.787
2004-11-11,657.628
2004-11-12,673.407
2004-11-15,685.692
2004-11-16,684.685
2004-11-17,688.535
2004-11-18,685.308
2004-11-19,693.942
2004-11-22,678.915
2004-11-23,676.817
2004-11-24,681.357
2004-11-25,686.107
2004-11-26,683.168
2004-11-29,692.176
2004-11-30,687.027
2004-12-01,679.022
2004-12-02,689.188
2004-12-03,698.065
2004-12-06,691.644
2004-12-07,683.721
2004-12-08,677.005
2004-12-09,668.161
2004-12-10,661.48
2004-12-13,669.563
2004-12-14,673.276
2004-12-15,683.943
2004-12-16,682.508
2004-12-17,688.098
2004-12-20,689.282
2004-12-21,687.999
2004-12-22,694.476
2004-12-23,697.626
2004-12-24,705.586
2004-12-27,708.882
2004-12-28,711.897
2004-12-29,704.479
2004-12-30,719.402
2004-12-31,723.368
2005-01-03,720.521
2005-01-04,712.039
2005-01-05,708.903
2005-01-06,703.126
2005-01-07,701.396
2005-01-10,703.914
2005-01-11,714.273
2005-01-12,717.474
2005-01-13,711.627
2005-01-14,713.237
2005-01-17,717.473
2005-01-18,710.53
2005-01-19,710.056
2005-01-20,698.58
2005-01-21,696.308
2005-01-24,702.696
2005-01-25,692.352
2005-01-26,704.863
2005-01-27,699.421
2005-01-28,697.154
2005-01-31,699.554
2005-02-01,695.863
2005-02-02,698.657
2005-02-03,691.293
2005-02-04,695.741
2005-02-07,695.773
2005-02-08,687.998
2005-02-09,690.272
2005-02-10,695.16
2005-02-11,694.568
2005-02-14,704.014
2005-02-15,707.011
2005-02-16,701.482
2005-02-17,698.405
2005-02-18,700.575
2005-02-21,702.285
2005-02-22,708.525
2005-02-23,695.545
2005-02-24,695.011
2005-02-25,702.265
2005-02-28,713.913
2005-03-01,712.756
2005-03-02,713.397
2005-03-03,714.606
2005-03-04,719.78
2005-03-07,719.234
2005-03-08,721.907
2005-03-09,729.472
2005-03-10,723.815
2005-03-11,726.674
2005-03-14,716.266
2005-03-15,717.98
2005-03-16,723.65
2005-03-17,715.899
2005-03-18,719.029
2005-03-21,717.865
2005-03-22,717.02
2005-03-23,707.638
2005-03-24,699.734
2005-03-25,704.204
2005-03-28,704.775
2005-03-29,690.931
2005-03-30,689.34
2005-03-31,697.564
2005-04-01,697.856
2005-04-04,689.992
2005-04-05,693.881
2005-04-06,697.023
2005-04-07,699.538
2005-04-08,699.731
2005-04-11,698.399
2005-04-12,689.077
2005-04-13,692.865
2005-04-14,683.289
2005-04-15,678.017
2005-04-18,655.599
2005-04-19,665.923
2005-04-20,669.612
2005-04-21,664.297
2005-04-22,672.737
2005-04-25,676.024
2005-04-26,671.623
2005-04-27,672.081
2005-04-28,671.701
2005-04-29,678.488
2005-05-02,677.895
2005-05-03,677.798
2005-05-04,683.424
2005-05-05,682.377
2005-05-06,693.312
2005-05-09,686.603
2005-05-10,685.814
2005-05-11,682.12
2005-05-12,673.288
2005-05-13,668.092
2005-05-16,662.625
2005-05-17,658.274
2005-05-18,656.127
2005-05-19,667.309
2005-05-20,663.558
2005-05-23,671.387
2005-05-24,672.523
2005-05-25,665.638
2005-05-26,663.287
2005-05-27,669.143
2005-05-30,674.789
2005-05-31,674.826
2005-06-01,674.954
2005-06-02,674.273
2005-06-03,678.09
2005-06-06,681.664
2005-06-07,678.667
2005-06-08,682.169
2005-06-09,670.359
2005-06-10,671.199
2005-06-13,664.836
2005-06-14,667.479
2005-06-15,671.36
2005-06-16,673.792
2005-06-17,681.125
2005-06-20,675.736
2005-06-21,681.762
2005-06-22,682.015
2005-06-23,682.787
2005-06-24,678.887
2005-06-27,672.044
2005-06-28,672.785
2005-06-29,674.125
2005-06-30,672.473
2005-07-01,669.647
2005-07-04,672.12
2005-07-05,670.591
2005-07-06,670.075
2005-07-07,667.391
2005-07-08,664.881
2005-07-11,671.439
2005-07-12,677.428
2005-07-13,669.072
2005-07-14,673.087
2005-07-15,673.898
2005-07-18,676.913
2005-07-19,668.352
2005-07-20,666.801
2005-07-21,684.067
2005-07-22,677.766
2005-07-25,673.786
2005-07-26,669.267
2005-07-27,674.22
2005-07-28,674.842
2005-07-29,679.081
2005-08-01,682.291
2005-08-02,686.763
2005-08-03,690.647
2005-08-04,685.378
2005-08-05,673.351
2005-08-08,676.61
2005-08-09,681.673
2005-08-10,703.725
2005-08-11,717.364
2005-08-12,722.103
2005-08-15,723.83
2005-08-16,726.272
2005-08-17,722.513
2005-08-18,718.887
2005-08-19,716.791
2005-08-22,734.595
2005-08-23,734.421
2005-08-24,735.339
2005-08-25,733.222
2005-08-26,738.169
2005-08-29,723.353
2005-08-30,727.627
2005-08-31,728.748
2005-09-01,739.266
2005-09-02,745.185
2005-09-05,753.997
2005-09-06,748.524
2005-09-07,746.273
2005-09-08,740.247
2005-09-09,755.268
2005-09-12,763.973
2005-09-13,760.521
2005-09-14,762.538
2005-09-15,769.452
2005-09-16,763.593
2005-09-19,764.074
2005-09-20,777.258
2005-09-21,783.526
2005-09-22,778.932
2005-09-23,774.556
2005-09-26,790.422
2005-09-27,782.132
2005-09-28,799.228
2005-09-29,819.497
2005-09-30,807.919
2005-10-03,801.469
2005-10-04,808.402
2005-10-05,804.014
2005-10-06,782.881
2005-10-07,781.43
2005-10-10,778.285
2005-10-11,798.23
2005-10-12,796.776
2005-10-13,793.9
2005-10-14,793.974
2005-10-17,785.952
2005-10-18,780.178
2005-10-19,774.156
2005-10-20,775.741
2005-10-21,774.734
2005-10-24,770.724
2005-10-25,784.611
2005-10-26,783.893
2005-10-27,794.825
2005-10-28,786.375
2005-10-31,794.654
2005-11-01,809.916
2005-11-02,810.928
2005-11-03,808.85
2005-11-04,813.951
2005-11-07,818.869
2005-11-08,822.769
2005-11-09,816.417
