Date,NETHERLANDS MID CAP Mid Cap
2022-03-31,2084.516
2022-04-29,1940.509
2022-05-31,1948.737
2022-06-30,1718.292
2022-07-29,1819.796
2022-08-31,1726.996
2022-09-30,1576.636
2022-10-31,1702.85
2022-11-30,1898.701
2022-12-30,1869.872
2023-01-31,2096.379
2023-02-28,2078.345
2023-03-31,2048.353
2023-04-28,2009.25
2023-05-31,2010.497
2023-06-30,2106.884
2023-07-31,2264.196
2023-08-31,2182.131
2023-09-29,2020.135
2023-10-31,1979.429
2023-11-30,2299.169
2023-12-29,2428.519
2024-01-31,2429.908
2024-02-29,2536.258
2024-03-29,2598.188
2024-04-30,2547.425
2024-05-31,2689.661
2024-06-28,2699.236
2024-07-31,2651.967
2024-08-30,2724.66
2024-09-30,2762.849
2024-10-31,2625.45
2024-11-29,2587.93
2024-12-31,2521.774
2025-01-31,2574.167
2025-02-28,2652.596
2025-03-31,2704.724
2025-04-30,2876.842
2025-05-30,3099.927
