Date,SINGAPORE SMALL VALUE Small Cap
2001-08-30,173.795
2001-08-31,174.382
2001-09-03,173.979
2001-09-04,173.869
2001-09-05,173.074
2001-09-06,173.528
2001-09-07,171.608
2001-09-10,171.296
2001-09-11,170.074
2001-09-12,163.364
2001-09-13,163.9
2001-09-14,158.084
2001-09-17,149.367
2001-09-18,149.84
2001-09-19,153.251
2001-09-20,152.376
2001-09-21,146.655
2001-09-24,146.711
2001-09-25,146.208
2001-09-26,158.052
2001-09-27,161.873
2001-09-28,163.916
2001-10-01,163.411
2001-10-02,162.599
2001-10-03,163.314
2001-10-04,165.197
2001-10-05,165.13
2001-10-08,161.203
2001-10-09,166.833
2001-10-10,163.914
2001-10-11,165.838
2001-10-12,165.956
2001-10-15,164.935
2001-10-16,165.535
2001-10-17,168.93
2001-10-18,166.541
2001-10-19,165.455
2001-10-22,164.979
2001-10-23,166.55
2001-10-24,167.167
2001-10-25,167.994
2001-10-26,167.552
2001-10-29,166.474
2001-10-30,166.627
2001-10-31,165.998
2001-11-01,164.007
2001-11-02,163.845
2001-11-05,165.1
2001-11-06,165.515
2001-11-07,165.331
2001-11-08,165.224
2001-11-09,166.224
2001-11-12,166.743
2001-11-13,166.46
2001-11-14,166.46
2001-11-15,170.073
2001-11-16,169.14
2001-11-19,171.708
2001-11-20,172.075
2001-11-21,172.34
2001-11-22,171.272
2001-11-23,171.199
2001-11-26,171.445
2001-11-27,172.131
2001-11-28,172.481
2001-11-29,172.705
2001-11-30,172.99
2001-12-03,172.503
2001-12-04,178.144
2001-12-05,180.484
2001-12-06,180.214
2001-12-07,180.059
2001-12-10,180.117
2001-12-11,178.612
2001-12-12,177.91
2001-12-13,176.623
2001-12-14,176.099
2001-12-17,175.949
2001-12-18,176.258
2001-12-19,178.132
2001-12-20,178.184
2001-12-21,177.003
2001-12-24,176.867
2001-12-25,176.805
2001-12-26,175.794
2001-12-27,177.646
2001-12-28,178.545
2001-12-31,179.364
2002-01-01,179.364
2002-01-02,179.839
2002-01-03,182.964
2002-01-04,186.469
2002-01-07,187.403
2002-01-08,186.821
2002-01-09,185.153
2002-01-10,187.08
2002-01-11,189.38
2002-01-14,191.4
2002-01-15,190.043
2002-01-16,188.099
2002-01-17,188.869
2002-01-18,188.369
2002-01-21,188.286
2002-01-22,187.918
2002-01-23,188.0
2002-01-24,189.021
2002-01-25,195.176
2002-01-28,197.333
2002-01-29,197.83
2002-01-30,195.714
2002-01-31,198.24
2002-02-01,196.53
2002-02-04,195.402
2002-02-05,193.971
2002-02-06,194.289
2002-02-07,192.615
2002-02-08,194.267
2002-02-11,195.241
2002-02-12,195.409
2002-02-13,195.472
2002-02-14,197.715
2002-02-15,198.497
2002-02-18,198.076
2002-02-19,197.055
2002-02-20,196.649
2002-02-21,195.206
2002-02-22,192.505
2002-02-25,191.533
2002-02-26,190.813
2002-02-27,192.315
2002-02-28,193.905
2002-03-01,195.16
2002-03-04,197.885
2002-03-05,197.461
2002-03-06,198.066
2002-03-07,198.803
2002-03-08,199.081
2002-03-11,200.887
2002-03-12,198.565
2002-03-13,199.049
2002-03-14,199.916
2002-03-15,200.445
2002-03-18,202.14
2002-03-19,202.18
2002-03-20,201.208
2002-03-21,200.92
2002-03-22,200.934
2002-03-25,199.699
2002-03-26,197.255
2002-03-27,197.868
2002-03-28,197.403
2002-03-29,197.403
2002-04-01,195.949
2002-04-02,196.073
2002-04-03,195.791
2002-04-04,195.859
2002-04-05,196.328
2002-04-08,194.669
2002-04-09,194.173
2002-04-10,192.411
2002-04-11,194.253
2002-04-12,194.234
2002-04-15,195.385
2002-04-16,197.02
2002-04-17,197.927
2002-04-18,197.801
2002-04-19,196.955
2002-04-22,197.817
2002-04-23,199.264
2002-04-24,198.984
2002-04-25,199.266
2002-04-26,200.994
2002-04-29,198.465
2002-04-30,198.809
2002-05-01,199.09
2002-05-02,200.78
2002-05-03,200.991
2002-05-06,200.602
2002-05-07,200.178
2002-05-08,200.699
2002-05-09,199.836
2002-05-10,200.229
2002-05-13,200.801
2002-05-14,200.571
2002-05-15,201.562
2002-05-16,200.953
2002-05-17,202.859
2002-05-20,203.048
2002-05-21,203.593
2002-05-22,203.611
2002-05-23,201.919
2002-05-24,202.424
2002-05-27,202.438
2002-05-28,201.453
2002-05-29,200.85
2002-05-30,201.424
2002-05-31,203.574
2002-06-03,205.112
2002-06-04,205.153
2002-06-05,204.132
2002-06-06,203.04
2002-06-07,203.46
2002-06-10,202.419
2002-06-11,202.941
2002-06-12,202.755
2002-06-13,203.305
2002-06-14,201.87
2002-06-17,201.02
2002-06-18,200.787
2002-06-19,197.371
2002-06-20,199.654
2002-06-21,198.439
2002-06-24,198.033
2002-06-25,202.427
2002-06-26,199.027
2002-06-27,200.394
2002-06-28,202.226
2002-07-01,201.985
2002-07-02,201.306
2002-07-03,205.182
2002-07-04,204.891
2002-07-05,209.493
2002-07-08,208.986
2002-07-09,211.964
2002-07-10,210.522
2002-07-11,208.221
2002-07-12,208.301
2002-07-15,208.631
2002-07-16,205.706
2002-07-17,205.856
2002-07-18,205.881
2002-07-19,205.207
2002-07-22,202.852
2002-07-23,204.977
2002-07-24,200.093
2002-07-25,199.418
2002-07-26,195.561
2002-07-29,196.147
2002-07-30,198.616
2002-07-31,196.876
2002-08-01,197.508
2002-08-02,198.501
2002-08-05,196.218
2002-08-06,193.291
2002-08-07,196.536
2002-08-08,194.805
2002-08-09,195.119
2002-08-12,194.99
2002-08-13,197.126
2002-08-14,196.787
2002-08-15,196.976
2002-08-16,196.053
2002-08-19,195.448
2002-08-20,196.784
2002-08-21,196.703
2002-08-22,195.656
2002-08-23,194.345
2002-08-26,193.205
2002-08-27,193.857
2002-08-28,193.169
2002-08-29,191.509
2002-08-30,191.618
2002-09-02,187.845
2002-09-03,187.877
2002-09-04,187.243
2002-09-05,186.404
2002-09-06,183.938
2002-09-09,180.981
2002-09-10,182.975
2002-09-11,183.43
2002-09-12,182.566
2002-09-13,180.213
2002-09-16,178.178
2002-09-17,181.319
2002-09-18,179.107
2002-09-19,178.824
2002-09-20,175.426
2002-09-23,172.952
2002-09-24,170.182
2002-09-25,167.264
2002-09-26,168.619
2002-09-27,171.368
2002-09-30,168.912
2002-10-01,169.091
2002-10-02,169.444
2002-10-03,170.567
2002-10-04,172.199
2002-10-07,170.317
2002-10-08,173.037
2002-10-09,173.237
2002-10-10,171.413
2002-10-11,173.02
2002-10-14,171.06
2002-10-15,174.86
2002-10-16,175.441
2002-10-17,179.762
2002-10-18,179.4
2002-10-21,178.093
2002-10-22,178.694
2002-10-23,180.734
2002-10-24,179.79
2002-10-25,181.804
2002-10-28,181.01
2002-10-29,181.515
2002-10-30,181.163
2002-10-31,181.946
2002-11-01,180.439
2002-11-04,180.597
2002-11-05,180.031
2002-11-06,181.58
2002-11-07,179.773
2002-11-08,180.892
2002-11-11,177.771
2002-11-12,178.073
2002-11-13,176.879
2002-11-14,178.186
2002-11-15,179.599
2002-11-18,179.888
2002-11-19,179.334
2002-11-20,179.239
2002-11-21,181.499
2002-11-22,184.01
2002-11-25,185.443
2002-11-26,185.428
2002-11-27,184.743
2002-11-28,184.617
2002-11-29,182.821
2002-12-02,182.865
2002-12-03,180.781
2002-12-04,179.166
2002-12-05,178.331
2002-12-06,179.117
2002-12-09,180.398
2002-12-10,180.74
2002-12-11,179.506
2002-12-12,180.937
2002-12-13,181.852
2002-12-16,181.171
2002-12-17,181.05
2002-12-18,179.784
2002-12-19,180.575
2002-12-20,179.352
2002-12-23,178.942
2002-12-24,178.846
2002-12-25,178.846
2002-12-26,178.468
2002-12-27,179.943
2002-12-30,179.657
2002-12-31,180.746
2003-01-01,180.881
2003-01-02,179.482
2003-01-03,181.369
2003-01-06,181.323
2003-01-07,181.117
2003-01-08,181.67
2003-01-09,183.058
2003-01-10,185.505
2003-01-13,191.174
2003-01-14,190.619
2003-01-15,192.107
2003-01-16,191.506
2003-01-17,191.83
2003-01-20,190.218
2003-01-21,190.999
2003-01-22,192.037
2003-01-23,193.782
2003-01-24,192.802
2003-01-27,187.98
2003-01-28,189.136
2003-01-29,187.086
2003-01-30,186.318
2003-01-31,186.705
2003-02-03,186.435
2003-02-04,190.569
2003-02-05,190.032
2003-02-06,189.642
2003-02-07,190.839
2003-02-10,187.976
2003-02-11,188.486
2003-02-12,187.982
2003-02-13,186.996
2003-02-14,184.85
2003-02-17,187.45
2003-02-18,187.834
2003-02-19,189.72
2003-02-20,190.191
2003-02-21,190.571
2003-02-24,190.898
2003-02-25,190.418
2003-02-26,191.413
2003-02-27,190.645
2003-02-28,191.571
2003-03-03,192.189
2003-03-04,192.189
2003-03-05,191.127
2003-03-06,189.991
2003-03-07,188.591
2003-03-10,187.475
2003-03-11,187.642
2003-03-12,189.683
2003-03-13,188.821
2003-03-14,187.769
2003-03-17,185.631
2003-03-18,188.603
2003-03-19,188.231
2003-03-20,188.745
2003-03-21,189.919
2003-03-24,187.677
2003-03-25,188.878
2003-03-26,189.504
2003-03-27,188.763
2003-03-28,188.975
2003-03-31,186.256
2003-04-01,187.061
2003-04-02,187.461
2003-04-03,187.947
2003-04-04,189.871
2003-04-07,192.631
2003-04-08,191.16
2003-04-09,189.835
2003-04-10,191.145
2003-04-11,190.322
2003-04-14,188.346
2003-04-15,188.978
2003-04-16,190.367
2003-04-17,190.139
2003-04-18,190.139
2003-04-21,188.583
2003-04-22,187.839
2003-04-23,186.149
2003-04-24,183.03
2003-04-25,180.481
2003-04-28,181.792
2003-04-29,186.764
2003-04-30,187.17
2003-05-01,187.867
2003-05-02,189.453
2003-05-05,192.659
2003-05-06,193.655
2003-05-07,194.176
2003-05-08,195.528
2003-05-09,196.987
2003-05-12,199.916
2003-05-13,198.275
2003-05-14,198.824
2003-05-15,200.24
2003-05-16,199.982
2003-05-19,199.122
2003-05-20,201.786
2003-05-21,202.547
2003-05-22,207.768
2003-05-23,213.076
2003-05-26,219.013
2003-05-27,215.591
2003-05-28,216.025
2003-05-29,215.232
2003-05-30,216.894
2003-06-02,221.962
2003-06-03,221.666
2003-06-04,224.496
2003-06-05,227.709
2003-06-06,227.009
2003-06-09,229.885
2003-06-10,231.22
2003-06-11,230.616
2003-06-12,234.75
2003-06-13,233.35
2003-06-16,231.497
2003-06-17,233.568
2003-06-18,233.392
2003-06-19,234.12
2003-06-20,233.188
2003-06-23,229.365
2003-06-24,228.732
2003-06-25,229.71
2003-06-26,226.713
2003-06-27,230.311
2003-06-30,227.741
2003-07-01,231.505
2003-07-02,234.55
2003-07-03,234.84
2003-07-04,234.661
2003-07-07,240.674
2003-07-08,241.719
2003-07-09,245.688
2003-07-10,243.961
2003-07-11,247.957
2003-07-14,252.24
2003-07-15,252.79
2003-07-16,253.924
2003-07-17,249.225
2003-07-18,250.078
2003-07-21,247.455
2003-07-22,244.665
2003-07-23,244.032
2003-07-24,243.948
2003-07-25,247.9
2003-07-28,252.976
2003-07-29,250.919
2003-07-30,251.441
2003-07-31,249.581
2003-08-01,249.206
2003-08-04,246.673
2003-08-05,241.24
2003-08-06,240.915
2003-08-07,246.078
2003-08-08,245.551
2003-08-11,248.413
2003-08-12,248.717
2003-08-13,251.287
2003-08-14,253.863
2003-08-15,256.225
2003-08-18,259.392
2003-08-19,257.399
2003-08-20,255.91
2003-08-21,259.411
2003-08-22,259.572
2003-08-25,254.861
2003-08-26,250.222
2003-08-27,250.594
2003-08-28,250.623
2003-08-29,254.225
2003-09-01,256.682
2003-09-02,255.9
2003-09-03,256.677
2003-09-04,257.036
2003-09-05,258.703
2003-09-08,260.662
2003-09-09,253.306
2003-09-10,255.232
2003-09-11,258.072
2003-09-12,259.296
2003-09-15,258.517
2003-09-16,261.47
2003-09-17,265.91
2003-09-18,269.094
2003-09-19,268.668
2003-09-22,268.933
2003-09-23,268.855
2003-09-24,272.257
2003-09-25,272.241
2003-09-26,271.975
2003-09-29,274.817
2003-09-30,274.176
2003-10-01,273.813
2003-10-02,276.054
2003-10-03,280.052
2003-10-06,288.122
2003-10-07,287.812
2003-10-08,288.584
2003-10-09,290.065
2003-10-10,292.711
2003-10-13,293.902
2003-10-14,288.577
2003-10-15,291.678
2003-10-16,292.289
2003-10-17,292.975
2003-10-20,293.375
2003-10-21,296.662
2003-10-22,296.492
2003-10-23,288.354
2003-10-24,288.644
2003-10-27,286.872
2003-10-28,289.859
2003-10-29,289.113
2003-10-30,286.088
2003-10-31,285.379
2003-11-03,289.284
2003-11-04,291.669
2003-11-05,292.915
2003-11-06,289.888
2003-11-07,292.995
2003-11-10,289.176
2003-11-11,280.958
2003-11-12,283.445
2003-11-13,288.79
2003-11-14,286.612
2003-11-17,279.897
2003-11-18,282.728
2003-11-19,278.895
2003-11-20,274.947
2003-11-21,273.381
2003-11-24,275.078
2003-11-25,275.078
2003-11-26,277.808
2003-11-27,278.114
2003-11-28,283.442
2003-12-01,284.527
2003-12-02,283.104
2003-12-03,286.145
2003-12-04,285.634
2003-12-05,284.676
2003-12-08,290.183
2003-12-09,290.175
2003-12-10,287.968
2003-12-11,289.528
2003-12-12,291.412
2003-12-15,293.138
2003-12-16,290.76
2003-12-17,288.638
2003-12-18,289.628
2003-12-19,289.74
2003-12-22,289.989
2003-12-23,292.044
2003-12-24,292.358
2003-12-25,292.358
2003-12-26,294.198
2003-12-29,297.282
2003-12-30,299.622
2003-12-31,300.687
2004-01-01,300.763
2004-01-02,305.002
2004-01-05,309.559
2004-01-06,307.189
2004-01-07,310.354
2004-01-08,311.211
2004-01-09,313.926
2004-01-12,311.975
2004-01-13,316.023
2004-01-14,316.539
2004-01-15,310.981
2004-01-16,311.433
2004-01-19,309.528
2004-01-20,313.162
2004-01-21,316.173
2004-01-22,317.407
2004-01-23,316.934
2004-01-26,316.85
2004-01-27,315.68
2004-01-28,312.718
2004-01-29,311.206
2004-01-30,313.7
2004-02-02,313.907
2004-02-03,313.107
2004-02-04,314.235
2004-02-05,314.323
2004-02-06,318.728
2004-02-09,321.666
2004-02-10,322.16
2004-02-11,321.788
2004-02-12,322.464
2004-02-13,322.387
2004-02-16,320.618
2004-02-17,322.731
2004-02-18,322.917
2004-02-19,322.321
2004-02-20,322.727
2004-02-23,323.864
2004-02-24,323.242
2004-02-25,322.461
2004-02-26,320.775
2004-02-27,323.184
2004-03-01,323.317
2004-03-02,322.117
2004-03-03,320.451
2004-03-04,320.425
2004-03-05,321.9
2004-03-08,321.019
2004-03-09,321.276
2004-03-10,320.099
2004-03-11,319.495
2004-03-12,318.27
2004-03-15,319.925
2004-03-16,321.657
2004-03-17,321.85
2004-03-18,322.268
2004-03-19,323.37
2004-03-22,322.001
2004-03-23,322.275
2004-03-24,325.305
2004-03-25,323.19
2004-03-26,323.801
2004-03-29,323.988
2004-03-30,325.845
2004-03-31,327.497
2004-04-01,332.143
2004-04-02,330.318
2004-04-05,331.677
2004-04-06,330.956
2004-04-07,333.717
2004-04-08,333.552
2004-04-09,333.552
2004-04-12,333.624
2004-04-13,334.889
2004-04-14,331.041
2004-04-15,329.76
2004-04-16,332.703
2004-04-19,332.149
2004-04-20,331.083
2004-04-21,328.163
2004-04-22,327.851
2004-04-23,328.008
2004-04-26,325.713
2004-04-27,324.094
2004-04-28,321.835
2004-04-29,313.744
2004-04-30,315.952
2004-05-03,314.072
2004-05-04,320.921
2004-05-05,326.874
2004-05-06,328.38
2004-05-07,326.424
2004-05-10,314.301
2004-05-11,315.029
2004-05-12,317.14
2004-05-13,312.767
2004-05-14,311.197
2004-05-17,302.859
2004-05-18,304.731
2004-05-19,311.838
2004-05-20,310.7
2004-05-21,314.26
2004-05-24,316.348
2004-05-25,315.82
2004-05-26,319.279
2004-05-27,323.389
2004-05-28,323.059
2004-05-31,323.588
2004-06-01,322.443
2004-06-02,321.714
2004-06-03,319.006
2004-06-04,320.054
2004-06-07,325.793
2004-06-08,326.031
2004-06-09,328.38
2004-06-10,327.185
2004-06-11,325.869
2004-06-14,323.035
2004-06-15,324.822
2004-06-16,324.919
2004-06-17,322.939
2004-06-18,321.612
2004-06-21,321.199
2004-06-22,321.548
2004-06-23,321.767
2004-06-24,324.979
2004-06-25,325.434
2004-06-28,327.663
2004-06-29,327.969
2004-06-30,327.998
2004-07-01,328.267
2004-07-02,329.876
2004-07-05,330.153
2004-07-06,332.646
2004-07-07,334.611
2004-07-08,332.85
2004-07-09,335.634
2004-07-12,335.726
2004-07-13,332.936
2004-07-14,330.89
2004-07-15,331.072
2004-07-16,331.991
2004-07-19,331.365
2004-07-20,330.601
2004-07-21,329.899
2004-07-22,327.716
2004-07-23,325.789
2004-07-26,326.482
2004-07-27,328.287
2004-07-28,328.175
2004-07-29,329.805
2004-07-30,334.081
2004-08-02,332.858
2004-08-03,335.853
2004-08-04,334.522
2004-08-05,336.041
2004-08-06,337.199
2004-08-09,337.304
2004-08-10,337.286
2004-08-11,334.727
2004-08-12,336.083
2004-08-13,334.582
2004-08-16,332.709
2004-08-17,334.196
2004-08-18,335.261
2004-08-19,338.682
2004-08-20,337.262
2004-08-23,339.934
2004-08-24,340.934
2004-08-25,343.361
2004-08-26,344.138
2004-08-27,343.081
2004-08-30,340.774
2004-08-31,343.55
2004-09-01,349.179
2004-09-02,351.508
2004-09-03,350.485
2004-09-06,350.254
2004-09-07,354.465
2004-09-08,355.103
2004-09-09,354.461
2004-09-10,355.823
2004-09-13,357.981
2004-09-14,360.968
2004-09-15,361.824
2004-09-16,363.096
2004-09-17,362.137
2004-09-20,360.99
2004-09-21,362.441
2004-09-22,361.243
2004-09-23,361.1
2004-09-24,360.812
2004-09-27,360.388
2004-09-28,359.999
2004-09-29,361.382
2004-09-30,363.495
2004-10-01,362.242
2004-10-04,364.354
2004-10-05,365.053
2004-10-06,364.806
2004-10-07,365.726
2004-10-08,366.821
2004-10-11,364.39
2004-10-12,360.858
2004-10-13,361.05
2004-10-14,360.193
2004-10-15,363.655
2004-10-18,363.173
2004-10-19,365.076
2004-10-20,364.37
2004-10-21,366.172
2004-10-22,366.296
2004-10-25,364.96
2004-10-26,365.329
2004-10-27,366.222
2004-10-28,370.103
2004-10-29,366.796
2004-11-01,366.867
2004-11-02,368.639
2004-11-03,370.799
2004-11-04,372.917
2004-11-05,376.277
2004-11-08,376.476
2004-11-09,375.525
2004-11-10,374.443
2004-11-11,374.907
2004-11-12,378.909
2004-11-15,378.853
2004-11-16,376.601
2004-11-17,380.127
2004-11-18,378.3
2004-11-19,380.512
2004-11-22,378.359
2004-11-23,383.561
2004-11-24,384.663
2004-11-25,385.064
2004-11-26,384.624
2004-11-29,387.5
2004-11-30,388.109
2004-12-01,387.194
2004-12-02,390.549
2004-12-03,393.77
2004-12-06,392.081
2004-12-07,387.579
2004-12-08,384.699
2004-12-09,382.268
2004-12-10,383.519
2004-12-13,384.153
2004-12-14,385.047
2004-12-15,389.691
2004-12-16,386.217
2004-12-17,386.574
2004-12-20,389.358
2004-12-21,390.632
2004-12-22,391.71
2004-12-23,393.682
2004-12-24,394.337
2004-12-27,393.192
2004-12-28,394.967
2004-12-29,395.033
2004-12-30,397.295
2004-12-31,399.366
2005-01-03,400.9
2005-01-04,400.502
2005-01-05,405.515
2005-01-06,406.448
2005-01-07,407.851
2005-01-10,408.393
2005-01-11,411.249
2005-01-12,414.238
2005-01-13,419.687
2005-01-14,416.533
2005-01-17,423.232
2005-01-18,423.513
2005-01-19,427.18
2005-01-20,423.66
2005-01-21,423.813
2005-01-24,420.198
2005-01-25,414.829
2005-01-26,418.701
2005-01-27,413.729
2005-01-28,414.876
2005-01-31,420.242
2005-02-01,419.809
2005-02-02,419.971
2005-02-03,417.359
2005-02-04,418.698
2005-02-07,420.343
2005-02-08,419.6
2005-02-09,419.462
2005-02-10,419.161
2005-02-11,419.136
2005-02-14,425.602
2005-02-15,425.956
2005-02-16,428.139
2005-02-17,429.848
2005-02-18,433.901
2005-02-21,434.754
2005-02-22,434.177
2005-02-23,431.334
2005-02-24,430.524
2005-02-25,430.157
2005-02-28,434.081
2005-03-01,431.081
2005-03-02,434.889
2005-03-03,436.278
2005-03-04,436.635
2005-03-07,439.57
2005-03-08,439.874
2005-03-09,446.842
2005-03-10,445.344
2005-03-11,447.777
2005-03-14,446.013
2005-03-15,442.615
2005-03-16,445.065
2005-03-17,444.414
2005-03-18,444.364
2005-03-21,445.169
2005-03-22,442.533
2005-03-23,434.281
2005-03-24,436.96
2005-03-25,436.96
2005-03-28,432.013
2005-03-29,429.277
2005-03-30,425.899
2005-03-31,428.077
2005-04-01,428.666
2005-04-04,429.231
2005-04-05,431.274
2005-04-06,433.178
2005-04-07,435.522
2005-04-08,438.032
2005-04-11,440.388
2005-04-12,442.556
2005-04-13,444.363
2005-04-14,440.537
2005-04-15,435.809
2005-04-18,421.561
2005-04-19,428.52
2005-04-20,428.299
2005-04-21,428.891
2005-04-22,430.337
2005-04-25,429.29
2005-04-26,431.29
2005-04-27,430.657
2005-04-28,431.933
2005-04-29,433.157
2005-05-02,432.243
2005-05-03,431.446
2005-05-04,435.217
2005-05-05,434.108
2005-05-06,436.097
2005-05-09,435.736
2005-05-10,436.536
2005-05-11,437.185
2005-05-12,437.73
2005-05-13,435.047
2005-05-16,432.561
2005-05-17,431.351
2005-05-18,431.068
2005-05-19,434.935
2005-05-20,434.31
2005-05-23,435.1
2005-05-24,439.73
2005-05-25,437.642
2005-05-26,435.472
2005-05-27,436.551
2005-05-30,438.175
2005-05-31,435.636
2005-06-01,434.668
2005-06-02,436.028
2005-06-03,439.846
2005-06-06,444.463
2005-06-07,443.683
2005-06-08,444.463
2005-06-09,443.697
2005-06-10,444.195
2005-06-13,440.962
2005-06-14,438.309
2005-06-15,441.803
2005-06-16,442.488
2005-06-17,443.983
2005-06-20,439.972
2005-06-21,441.037
2005-06-22,442.208
2005-06-23,442.951
2005-06-24,442.107
2005-06-27,439.439
2005-06-28,439.168
2005-06-29,438.477
2005-06-30,439.915
2005-07-01,439.228
2005-07-04,441.181
2005-07-05,441.483
2005-07-06,443.389
2005-07-07,440.309
2005-07-08,439.785
2005-07-11,446.792
2005-07-12,449.247
2005-07-13,454.474
2005-07-14,456.761
2005-07-15,453.436
2005-07-18,453.703
2005-07-19,465.386
2005-07-20,463.441
2005-07-21,473.256
2005-07-22,476.315
2005-07-25,474.245
2005-07-26,471.702
2005-07-27,472.61
2005-07-28,476.994
2005-07-29,479.983
2005-08-01,484.39
2005-08-02,491.301
2005-08-03,488.668
2005-08-04,486.718
2005-08-05,482.739
2005-08-08,485.206
2005-08-09,484.66
2005-08-10,486.267
2005-08-11,481.53
2005-08-12,480.16
2005-08-15,471.861
2005-08-16,477.808
2005-08-17,477.693
2005-08-18,473.742
2005-08-19,473.486
2005-08-22,476.695
2005-08-23,476.235
2005-08-24,473.595
2005-08-25,474.091
2005-08-26,477.149
2005-08-29,470.629
2005-08-30,468.491
2005-08-31,471.487
2005-09-01,475.52
2005-09-02,478.846
2005-09-05,474.82
2005-09-06,475.097
2005-09-07,473.676
2005-09-08,472.16
2005-09-09,475.779
2005-09-12,479.09
2005-09-13,476.896
2005-09-14,477.5
2005-09-15,479.795
2005-09-16,479.316
2005-09-19,477.099
2005-09-20,479.292
2005-09-21,480.969
2005-09-22,479.006
2005-09-23,478.515
2005-09-26,480.996
2005-09-27,478.915
2005-09-28,476.307
2005-09-29,479.259
2005-09-30,481.222
2005-10-03,478.85
2005-10-04,484.722
2005-10-05,486.717
2005-10-06,484.497
2005-10-07,487.452
2005-10-10,491.397
2005-10-11,491.882
2005-10-12,487.109
2005-10-13,485.064
2005-10-14,485.806
2005-10-17,480.923
2005-10-18,477.891
2005-10-19,463.909
2005-10-20,465.751
2005-10-21,469.891
2005-10-24,468.34
2005-10-25,470.614
2005-10-26,470.026
2005-10-27,466.873
2005-10-28,464.589
2005-10-31,467.503
2005-11-01,467.478
2005-11-02,470.464
2005-11-03,469.893
2005-11-04,472.956
2005-11-07,472.783
2005-11-08,473.289
2005-11-09,476.116
