Date,CANADA LARGE VALUE Large Cap
2001-12-31,300.304
2002-01-31,302.375
2002-02-28,298.972
2002-03-29,303.707
2002-04-30,305.437
2002-05-31,313.52
2002-06-28,293.265
2002-07-31,264.577
2002-08-30,273.638
2002-09-30,250.487
2002-10-31,261.39
2002-11-29,281.755
2002-12-31,282.601
2003-01-31,289.128
2003-02-28,302.082
2003-03-31,297.995
2003-04-30,319.963
2003-05-30,343.845
2003-06-30,359.153
2003-07-31,361.046
2003-08-29,376.067
2003-09-30,386.053
2003-10-31,421.614
2003-11-28,426.78
2003-12-31,442.253
2004-01-30,446.042
2004-02-27,451.461
2004-03-31,463.743
2004-04-30,437.375
2004-05-31,440.683
2004-06-30,451.987
2004-07-30,466.399
2004-08-31,467.76
2004-09-30,500.39
2004-10-29,539.752
2004-11-30,553.477
2004-12-31,571.742
2005-01-31,538.851
2005-02-28,568.552
2005-03-31,579.927
2005-04-29,558.73
2005-05-31,563.077
2005-06-30,598.302
2005-07-29,628.499
2005-08-31,653.954
2005-09-30,704.076
2005-10-31,659.635
2005-11-30,701.948
2005-12-30,721.155
2006-01-31,761.239
2006-02-28,773.909
2006-03-31,774.098
2006-04-28,794.399
2006-05-31,782.178
2006-06-30,761.752
2006-07-31,765.47
2006-08-31,810.149
2006-09-29,814.924
2006-10-31,835.514
2006-11-30,849.828
2006-12-29,857.082
2007-01-31,842.88
2007-02-28,845.101
2007-03-30,870.839
2007-04-30,921.045
2007-05-31,1000.0
2007-06-29,985.891
2007-07-31,976.638
2007-08-31,993.368
2007-09-28,1074.84
2007-10-31,1143.534
2007-11-30,1036.705
2007-12-31,1022.533
2008-01-31,965.475
2008-02-29,981.846
2008-03-31,928.518
2008-04-30,974.484
2008-05-30,1019.036
2008-06-30,939.556
2008-07-31,930.105
2008-08-29,913.403
2008-09-30,861.604
2008-10-31,641.041
2008-11-28,584.035
2008-12-31,537.208
2009-01-30,496.56
2009-02-27,461.43
2009-03-31,517.769
2009-04-30,610.114
2009-05-29,728.344
2009-06-30,710.958
2009-07-31,826.718
2009-08-31,829.307
2009-09-30,874.009
2009-10-30,818.449
2009-11-30,873.811
2009-12-31,903.462
2010-01-29,847.963
2010-02-26,900.443
2010-03-31,1008.114
2010-04-30,1004.517
2010-05-31,933.504
2010-06-30,884.793
2010-07-30,954.022
2010-08-31,901.375
2010-09-30,978.702
2010-10-29,1002.775
2010-11-30,1007.132
2010-12-31,1067.046
2011-01-31,1070.37
2011-02-28,1165.065
2011-03-31,1186.024
2011-04-29,1200.485
2011-05-31,1170.036
2011-06-30,1142.178
2011-07-29,1099.465
2011-08-31,1062.726
2011-09-30,943.781
2011-10-31,1019.322
2011-11-30,977.029
2011-12-30,985.349
2012-01-31,1046.569
2012-02-29,1096.331
2012-03-30,1079.089
2012-04-30,1098.074
2012-05-31,961.154
2012-06-29,993.813
2012-07-31,1027.627
2012-08-31,1065.464
2012-09-28,1097.149
2012-10-31,1100.788
2012-11-30,1124.786
2012-12-31,1143.062
2013-01-31,1168.953
2013-02-28,1147.794
2013-03-29,1138.117
2013-04-30,1136.62
2013-05-31,1126.537
2013-06-28,1070.721
2013-07-31,1152.531
2013-08-30,1155.729
2013-09-30,1205.487
2013-10-31,1250.634
2013-11-29,1241.565
2013-12-31,1258.222
2014-01-31,1181.928
2014-02-28,1230.767
2014-03-31,1253.89
2014-04-30,1293.294
2014-05-30,1297.107
2014-06-30,1379.027
2014-07-31,1393.724
2014-08-29,1405.278
2014-09-30,1300.633
2014-10-31,1267.304
2014-11-28,1262.619
2014-12-31,1216.757
2015-01-30,1088.517
2015-02-27,1149.47
2015-03-31,1102.957
2015-04-30,1197.297
2015-05-29,1129.576
2015-06-30,1103.853
2015-07-31,1042.128
2015-08-31,993.764
2015-09-30,963.71
2015-10-30,1033.15
2015-11-30,1017.951
2015-12-31,932.849
2016-01-29,912.673
2016-02-29,939.664
2016-03-31,1055.808
2016-04-29,1142.987
2016-05-31,1093.555
2016-06-30,1076.248
2016-07-29,1097.74
2016-08-31,1119.002
2016-09-30,1121.542
2016-10-31,1137.392
2016-11-30,1198.056
2016-12-30,1242.118
2017-01-31,1295.288
2017-02-28,1283.515
2017-03-31,1269.787
2017-04-28,1226.579
2017-05-31,1215.963
2017-06-30,1279.569
2017-07-31,1346.097
2017-08-31,1343.95
2017-09-29,1403.754
2017-10-31,1420.748
2017-11-30,1432.816
2017-12-29,1484.108
2018-01-31,1503.898
2018-02-28,1383.154
2018-03-30,1381.052
2018-04-30,1409.297
2018-05-31,1436.781
2018-06-29,1443.225
2018-07-31,1474.546
2018-08-31,1466.407
2018-09-28,1470.116
2018-10-31,1366.971
2018-11-30,1377.178
2018-12-31,1259.542
2019-01-31,1430.617
2019-02-28,1470.194
2019-03-29,1439.205
2019-04-30,1501.878
2019-05-31,1420.697
2019-06-28,1506.938
2019-07-31,1497.576
2019-08-30,1463.714
2019-09-30,1541.241
2019-10-31,1551.568
2019-11-29,1577.687
2019-12-31,1621.173
2020-01-31,1574.506
2020-02-28,1451.243
2020-03-31,1081.902
2020-04-30,1144.931
2020-05-29,1164.755
2020-06-30,1188.297
2020-07-31,1222.841
2020-08-31,1322.621
2020-09-30,1226.252
2020-10-30,1208.992
2020-11-30,1438.382
2020-12-31,1479.564
2021-01-29,1495.734
2021-02-26,1606.269
2021-03-31,1734.919
2021-04-30,1823.14
2021-05-31,1933.672
2021-06-30,1910.735
2021-07-30,1869.181
2021-08-31,1869.72
2021-09-30,1877.775
2021-10-29,2026.277
2021-11-30,1909.761
2021-12-31,2045.228
2022-01-31,2176.562
2022-02-28,2209.974
2022-03-31,2295.434
2022-04-29,2186.03
2022-05-31,2281.048
2022-06-30,2029.096
2022-07-29,2100.017
2022-08-31,1996.372
2022-09-30,1817.067
2022-10-31,1936.875
2022-11-30,2042.061
2022-12-30,1947.435
2023-01-31,2145.839
2023-02-28,2043.726
2023-03-31,1995.117
2023-04-28,2059.445
2023-05-31,1927.976
2023-06-30,2047.791
2023-07-31,2132.37
2023-08-31,2033.178
2023-09-29,1997.91
2023-10-31,1888.32
2023-11-30,2060.292
2023-12-29,2240.039
2024-01-31,2188.254
2024-02-29,2185.568
2024-03-29,2300.125
2024-04-30,2220.456
2024-05-31,2327.949
2024-06-28,2252.945
2024-07-31,2393.063
2024-08-30,2527.643
2024-09-30,2638.329
2024-10-31,2571.564
2024-11-29,2719.603
2024-12-31,2591.858
2025-01-31,2641.702
2025-02-28,2648.168
2025-03-31,2600.47
2025-04-30,2717.013
2025-05-30,2872.489
2025-06-30,2965.805
2025-07-31,3000.556
2025-08-29,3174.174
2025-09-30,3317.228
2025-10-31,3298.94
