Date,CANADA GROWTH Standard (Large+Mid Cap)
2002-04-03,575.294
2002-04-04,569.91
2002-04-05,572.482
2002-04-08,571.281
2002-04-09,566.732
2002-04-10,576.358
2002-04-11,568.582
2002-04-12,571.403
2002-04-15,572.563
2002-04-16,581.668
2002-04-17,584.521
2002-04-18,581.86
2002-04-19,588.365
2002-04-22,584.311
2002-04-23,579.17
2002-04-24,579.904
2002-04-25,580.956
2002-04-26,576.541
2002-04-29,570.506
2002-04-30,576.637
2002-05-01,580.396
2002-05-02,581.311
2002-05-03,581.829
2002-05-06,573.973
2002-05-07,570.091
2002-05-08,583.357
2002-05-09,579.939
2002-05-10,580.958
2002-05-13,586.194
2002-05-14,589.842
2002-05-15,589.168
2002-05-16,593.233
2002-05-17,597.259
2002-05-20,597.937
2002-05-21,595.982
2002-05-22,594.4
2002-05-23,602.258
2002-05-24,597.94
2002-05-27,596.998
2002-05-28,597.404
2002-05-29,590.131
2002-05-30,589.134
2002-05-31,593.866
2002-06-03,591.22
2002-06-04,586.142
2002-06-05,578.933
2002-06-06,574.969
2002-06-07,574.512
2002-06-10,569.948
2002-06-11,567.215
2002-06-12,562.32
2002-06-13,555.768
2002-06-14,551.985
2002-06-17,562.773
2002-06-18,561.779
2002-06-19,556.967
2002-06-20,556.488
2002-06-21,552.921
2002-06-24,552.346
2002-06-25,551.566
2002-06-26,541.204
2002-06-27,547.747
2002-06-28,547.554
2002-07-01,548.456
2002-07-02,535.698
2002-07-03,534.896
2002-07-04,534.569
2002-07-05,542.549
2002-07-08,544.126
2002-07-09,541.629
2002-07-10,531.935
2002-07-11,526.975
2002-07-12,522.478
2002-07-15,507.195
2002-07-16,509.478
2002-07-17,506.025
2002-07-18,507.34
2002-07-19,496.182
2002-07-22,478.803
2002-07-23,454.613
2002-07-24,471.2
2002-07-25,464.795
2002-07-26,465.369
2002-07-29,480.612
2002-07-30,484.194
2002-07-31,488.116
2002-08-01,483.146
2002-08-02,482.129
2002-08-05,480.391
2002-08-06,478.348
2002-08-07,479.013
2002-08-08,490.438
2002-08-09,495.682
2002-08-12,487.372
2002-08-13,482.585
2002-08-14,485.545
2002-08-15,485.009
2002-08-16,486.195
2002-08-19,490.289
2002-08-20,488.831
2002-08-21,496.404
2002-08-22,504.432
2002-08-23,491.651
2002-08-26,498.012
2002-08-27,493.974
2002-08-28,486.514
2002-08-29,487.457
2002-08-30,490.108
2002-09-02,491.542
2002-09-03,478.904
2002-09-04,483.245
2002-09-05,480.631
2002-09-06,481.302
2002-09-09,484.095
2002-09-10,482.235
2002-09-11,485.917
2002-09-12,476.8
2002-09-13,474.697
2002-09-16,476.717
2002-09-17,469.282
2002-09-18,459.532
2002-09-19,452.94
2002-09-20,451.803
2002-09-23,438.119
2002-09-24,439.991
2002-09-25,450.929
2002-09-26,449.448
2002-09-27,443.137
2002-09-30,447.66
2002-10-01,449.8
2002-10-02,440.533
2002-10-03,432.301
2002-10-04,426.551
2002-10-07,419.234
2002-10-08,418.777
2002-10-09,410.44
2002-10-10,420.722
2002-10-11,433.491
2002-10-14,434.339
2002-10-15,451.61
2002-10-16,447.853
2002-10-17,458.054
2002-10-18,462.466
2002-10-21,468.86
2002-10-22,464.175
2002-10-23,468.142
2002-10-24,470.43
2002-10-25,475.446
2002-10-28,481.353
2002-10-29,468.626
2002-10-30,471.959
2002-10-31,464.179
2002-11-01,472.492
2002-11-04,483.612
2002-11-05,482.579
2002-11-06,487.41
2002-11-07,481.988
2002-11-08,478.568
2002-11-11,469.408
2002-11-12,472.913
2002-11-13,470.244
2002-11-14,477.793
2002-11-15,483.044
2002-11-18,482.682
2002-11-19,478.446
2002-11-20,483.115
2002-11-21,491.035
2002-11-22,489.856
2002-11-25,495.202
2002-11-26,486.666
2002-11-27,496.486
2002-11-28,499.516
2002-11-29,496.583
2002-12-02,505.386
2002-12-03,504.876
2002-12-04,503.908
2002-12-05,496.397
2002-12-06,498.019
2002-12-09,494.46
2002-12-10,502.811
2002-12-11,502.909
2002-12-12,508.504
2002-12-13,507.435
2002-12-16,509.671
2002-12-17,503.801
2002-12-18,498.365
2002-12-19,496.826
2002-12-20,495.343
2002-12-23,504.267
2002-12-24,502.659
2002-12-25,502.659
2002-12-26,501.51
2002-12-27,496.186
2002-12-30,494.511
2002-12-31,493.714
2003-01-01,493.714
2003-01-02,504.261
2003-01-03,510.27
2003-01-06,515.86
2003-01-07,511.981
2003-01-08,504.89
2003-01-09,508.359
2003-01-10,511.072
2003-01-13,512.688
2003-01-14,513.428
2003-01-15,514.904
2003-01-16,518.517
2003-01-17,514.2
2003-01-20,513.069
2003-01-21,509.892
2003-01-22,513.67
2003-01-23,518.012
2003-01-24,513.601
2003-01-27,505.351
2003-01-28,504.56
2003-01-29,507.339
2003-01-30,505.191
2003-01-31,505.45
2003-02-03,512.006
2003-02-04,512.058
2003-02-05,508.919
2003-02-06,507.029
2003-02-07,507.21
2003-02-10,503.492
2003-02-11,505.572
2003-02-12,504.413
2003-02-13,507.981
2003-02-14,510.161
2003-02-17,515.557
2003-02-18,518.97
2003-02-19,518.313
2003-02-20,522.685
2003-02-21,521.494
2003-02-24,523.168
2003-02-25,523.347
2003-02-26,523.591
2003-02-27,528.892
2003-02-28,530.208
2003-03-03,524.507
2003-03-04,523.209
2003-03-05,523.465
2003-03-06,518.898
2003-03-07,526.59
2003-03-10,519.59
2003-03-11,516.427
2003-03-12,511.316
2003-03-13,510.703
2003-03-14,510.07
2003-03-17,520.322
2003-03-18,521.37
2003-03-19,520.554
2003-03-20,523.513
2003-03-21,523.43
2003-03-24,515.943
2003-03-25,518.983
2003-03-26,518.441
2003-03-27,522.407
2003-03-28,524.524
2003-03-31,522.523
2003-04-01,522.495
2003-04-02,525.079
2003-04-03,524.474
2003-04-04,523.602
2003-04-07,521.152
2003-04-08,525.274
2003-04-09,525.721
2003-04-10,532.135
2003-04-11,534.313
2003-04-14,536.85
2003-04-15,537.271
2003-04-16,536.852
2003-04-17,539.5
2003-04-18,539.5
2003-04-21,541.543
2003-04-22,544.29
2003-04-23,545.696
2003-04-24,538.693
2003-04-25,537.947
2003-04-28,540.936
2003-04-29,541.323
2003-04-30,549.269
2003-05-01,555.753
2003-05-02,556.734
2003-05-05,565.035
2003-05-06,568.445
2003-05-07,568.864
2003-05-08,572.256
2003-05-09,577.483
2003-05-12,584.671
2003-05-13,580.076
2003-05-14,590.251
2003-05-15,594.442
2003-05-16,596.104
2003-05-19,599.259
2003-05-20,606.991
2003-05-21,609.353
2003-05-22,604.429
2003-05-23,598.038
2003-05-26,599.973
2003-05-27,604.069
2003-05-28,597.88
2003-05-29,602.504
2003-05-30,602.677
2003-06-02,611.11
2003-06-03,605.935
2003-06-04,620.343
2003-06-05,632.37
2003-06-06,627.603
2003-06-09,618.746
2003-06-10,622.214
2003-06-11,632.944
2003-06-12,632.473
2003-06-13,625.387
2003-06-16,633.039
2003-06-17,635.694
2003-06-18,635.712
2003-06-19,625.617
2003-06-20,623.514
2003-06-23,616.187
2003-06-24,613.365
2003-06-25,622.504
2003-06-26,619.365
2003-06-27,615.285
2003-06-30,615.376
2003-07-01,619.755
2003-07-02,624.449
2003-07-03,626.755
2003-07-04,625.083
2003-07-07,626.698
2003-07-08,619.276
2003-07-09,616.504
2003-07-10,608.027
2003-07-11,611.081
2003-07-14,617.175
2003-07-15,607.289
2003-07-16,604.998
2003-07-17,600.415
2003-07-18,599.04
2003-07-21,604.068
2003-07-22,606.617
2003-07-23,609.149
2003-07-24,617.706
2003-07-25,623.141
2003-07-28,621.769
2003-07-29,614.887
2003-07-30,606.284
2003-07-31,607.724
2003-08-01,611.314
2003-08-04,607.59
2003-08-05,606.822
2003-08-06,601.436
2003-08-07,611.151
2003-08-08,618.532
2003-08-11,628.557
2003-08-12,631.537
2003-08-13,632.546
2003-08-14,635.1
2003-08-15,634.663
2003-08-18,635.099
2003-08-19,635.848
2003-08-20,638.373
2003-08-21,636.834
2003-08-22,630.895
2003-08-25,633.273
2003-08-26,635.161
2003-08-27,636.994
2003-08-28,641.331
2003-08-29,644.804
2003-09-01,647.441
2003-09-02,649.719
2003-09-03,653.439
2003-09-04,662.966
2003-09-05,666.567
2003-09-08,672.649
2003-09-09,667.464
2003-09-10,665.58
2003-09-11,665.276
2003-09-12,665.255
2003-09-15,662.629
2003-09-16,670.034
2003-09-17,667.668
2003-09-18,662.623
2003-09-19,671.015
2003-09-22,669.648
2003-09-23,673.546
2003-09-24,669.813
2003-09-25,662.875
2003-09-26,649.262
2003-09-29,651.072
2003-09-30,651.037
2003-10-01,659.808
2003-10-02,665.418
2003-10-03,660.542
2003-10-06,665.209
2003-10-07,670.745
2003-10-08,670.143
2003-10-09,668.564
2003-10-10,677.0
2003-10-13,677.896
2003-10-14,684.878
2003-10-15,685.936
2003-10-16,692.816
2003-10-17,686.379
2003-10-20,681.865
2003-10-21,689.736
2003-10-22,690.233
2003-10-23,680.644
2003-10-24,676.382
2003-10-27,678.844
2003-10-28,681.818
2003-10-29,682.72
2003-10-30,681.43
2003-10-31,680.647
2003-11-03,681.576
2003-11-04,679.506
2003-11-05,681.621
2003-11-06,680.614
2003-11-07,686.563
2003-11-10,691.392
2003-11-11,687.069
2003-11-12,695.986
2003-11-13,693.39
2003-11-14,690.319
2003-11-17,687.84
2003-11-18,688.451
2003-11-19,696.073
2003-11-20,696.07
2003-11-21,693.553
2003-11-24,691.78
2003-11-25,693.507
2003-11-26,706.652
2003-11-27,705.152
2003-11-28,707.149
2003-12-01,714.151
2003-12-02,718.777
2003-12-03,718.801
2003-12-04,717.171
2003-12-05,720.125
2003-12-08,722.575
2003-12-09,714.238
2003-12-10,705.888
2003-12-11,705.34
2003-12-12,714.511
2003-12-15,710.024
2003-12-16,710.424
2003-12-17,712.394
2003-12-18,720.0
2003-12-19,712.081
2003-12-22,717.846
2003-12-23,719.931
2003-12-24,726.794
2003-12-25,726.794
2003-12-26,731.583
2003-12-29,741.992
2003-12-30,738.195
2003-12-31,748.293
2004-01-01,748.293
2004-01-02,756.907
2004-01-05,774.517
2004-01-06,776.404
2004-01-07,780.469
2004-01-08,783.862
2004-01-09,787.71
2004-01-12,788.262
2004-01-13,792.89
2004-01-14,778.122
2004-01-15,772.81
2004-01-16,781.866
2004-01-19,789.218
2004-01-20,802.842
2004-01-21,791.912
2004-01-22,782.42
2004-01-23,783.667
2004-01-26,780.613
2004-01-27,782.361
2004-01-28,766.301
2004-01-29,749.345
2004-01-30,764.68
2004-02-02,777.389
2004-02-03,777.278
2004-02-04,763.674
2004-02-05,768.407
2004-02-06,779.181
2004-02-09,786.077
2004-02-10,789.576
2004-02-11,790.979
2004-02-12,792.799
2004-02-13,793.237
2004-02-16,795.323
2004-02-17,799.534
2004-02-18,792.577
2004-02-19,775.058
2004-02-20,763.446
2004-02-23,764.868
2004-02-24,770.257
2004-02-25,772.722
2004-02-26,777.354
2004-02-27,784.712
2004-03-01,797.829
2004-03-02,785.417
2004-03-03,777.585
2004-03-04,778.801
2004-03-05,799.426
2004-03-08,790.564
2004-03-09,784.61
2004-03-10,761.586
2004-03-11,753.587
2004-03-12,755.889
2004-03-15,735.352
2004-03-16,747.837
2004-03-17,748.95
2004-03-18,750.974
2004-03-19,753.889
2004-03-22,743.548
2004-03-23,742.427
2004-03-24,731.841
2004-03-25,746.35
2004-03-26,752.922
2004-03-29,765.297
2004-03-30,777.683
2004-03-31,768.823
2004-04-01,775.878
2004-04-02,785.681
2004-04-05,785.233
2004-04-06,783.17
2004-04-07,779.988
2004-04-08,777.393
2004-04-09,777.393
2004-04-12,782.722
2004-04-13,768.953
2004-04-14,752.87
2004-04-15,752.868
2004-04-16,757.273
2004-04-19,756.777
2004-04-20,742.253
2004-04-21,737.936
2004-04-22,747.74
2004-04-23,746.687
2004-04-26,746.129
2004-04-27,741.165
2004-04-28,695.083
2004-04-29,691.831
2004-04-30,688.254
2004-05-03,690.599
2004-05-04,717.408
2004-05-05,714.131
2004-05-06,710.934
2004-05-07,694.708
2004-05-10,678.422
2004-05-11,688.868
2004-05-12,690.934
2004-05-13,682.913
2004-05-14,687.018
2004-05-17,686.307
2004-05-18,681.135
2004-05-19,692.593
2004-05-20,688.409
2004-05-21,692.001
2004-05-24,694.175
2004-05-25,705.636
2004-05-26,704.394
2004-05-27,715.416
2004-05-28,707.982
2004-05-31,716.029
2004-06-01,715.599
2004-06-02,712.814
2004-06-03,708.371
2004-06-04,714.403
2004-06-07,726.054
2004-06-08,724.365
2004-06-09,710.422
2004-06-10,711.117
2004-06-11,712.125
2004-06-14,703.166
2004-06-15,709.998
2004-06-16,715.454
2004-06-17,724.56
2004-06-18,729.958
2004-06-21,729.352
2004-06-22,737.712
2004-06-23,742.583
2004-06-24,750.087
2004-06-25,744.446
2004-06-28,740.887
2004-06-29,744.847
2004-06-30,752.61
2004-07-01,757.412
2004-07-02,752.496
2004-07-05,750.208
2004-07-06,748.634
2004-07-07,753.672
2004-07-08,748.583
2004-07-09,752.528
2004-07-12,746.948
2004-07-13,746.98
2004-07-14,750.52
2004-07-15,742.707
2004-07-16,744.276
2004-07-19,750.983
2004-07-20,747.966
2004-07-21,742.282
2004-07-22,743.423
2004-07-23,735.767
2004-07-26,726.393
2004-07-27,716.565
2004-07-28,725.804
2004-07-29,738.737
2004-07-30,736.932
2004-08-02,734.996
2004-08-03,743.451
2004-08-04,734.579
2004-08-05,724.424
2004-08-06,722.192
2004-08-09,720.892
2004-08-10,725.812
2004-08-11,709.845
2004-08-12,704.694
2004-08-13,718.444
2004-08-16,727.722
2004-08-17,724.191
2004-08-18,726.89
2004-08-19,742.729
2004-08-20,746.815
2004-08-23,738.697
2004-08-24,735.03
2004-08-25,740.407
2004-08-26,733.862
2004-08-27,737.527
2004-08-30,730.511
2004-08-31,738.866
2004-09-01,748.681
2004-09-02,751.836
2004-09-03,743.11
2004-09-06,745.113
2004-09-07,751.659
2004-09-08,748.117
2004-09-09,755.739
2004-09-10,755.699
2004-09-13,763.279
2004-09-14,765.752
2004-09-15,756.367
2004-09-16,760.89
2004-09-17,759.803
2004-09-20,765.655
2004-09-21,783.099
2004-09-22,779.289
2004-09-23,778.928
2004-09-24,781.526
2004-09-27,775.344
2004-09-28,788.124
2004-09-29,794.381
2004-09-30,800.237
2004-10-01,811.542
2004-10-04,809.878
2004-10-05,817.518
2004-10-06,828.825
2004-10-07,822.286
2004-10-08,824.235
2004-10-11,821.574
2004-10-12,811.346
2004-10-13,798.216
2004-10-14,807.221
2004-10-15,809.172
2004-10-18,808.111
2004-10-19,802.523
2004-10-20,818.566
2004-10-21,826.391
2004-10-22,825.759
2004-10-25,834.66
2004-10-26,841.848
2004-10-27,836.427
2004-10-28,834.363
2004-10-29,844.111
2004-11-01,837.965
2004-11-02,836.015
2004-11-03,846.668
2004-11-04,851.683
2004-11-05,853.824
2004-11-08,854.066
2004-11-09,853.354
2004-11-10,851.147
2004-11-11,850.416
2004-11-12,853.778
2004-11-15,846.418
2004-11-16,855.844
2004-11-17,862.348
2004-11-18,849.437
2004-11-19,855.797
2004-11-22,869.872
2004-11-23,868.467
2004-11-24,878.125
2004-11-25,883.849
2004-11-26,886.728
2004-11-29,884.395
2004-11-30,874.131
2004-12-01,880.84
2004-12-02,873.308
2004-12-03,868.292
2004-12-06,864.153
2004-12-07,848.314
2004-12-08,839.632
2004-12-09,844.709
2004-12-10,837.92
2004-12-13,843.414
2004-12-14,843.46
2004-12-15,853.397
2004-12-16,845.115
2004-12-17,849.092
2004-12-20,855.35
2004-12-21,858.319
2004-12-22,854.525
2004-12-23,856.438
2004-12-24,867.757
2004-12-27,872.947
2004-12-28,872.697
2004-12-29,867.272
2004-12-30,879.026
2004-12-31,882.422
2005-01-03,872.77
2005-01-04,849.262
2005-01-05,835.17
2005-01-06,836.636
2005-01-07,828.847
2005-01-10,839.303
2005-01-11,844.232
2005-01-12,858.884
2005-01-13,855.045
2005-01-14,849.54
2005-01-17,852.284
2005-01-18,854.697
2005-01-19,848.283
2005-01-20,843.211
2005-01-21,848.302
2005-01-24,853.672
2005-01-25,844.84
2005-01-26,856.089
2005-01-27,852.811
2005-01-28,845.394
2005-01-31,855.635
2005-02-01,862.733
2005-02-02,867.364
2005-02-03,864.914
2005-02-04,867.705
2005-02-07,860.681
2005-02-08,867.613
2005-02-09,871.378
2005-02-10,892.733
2005-02-11,903.301
2005-02-14,907.974
2005-02-15,905.653
2005-02-16,907.237
2005-02-17,913.946
2005-02-18,921.978
2005-02-21,920.444
2005-02-22,922.071
2005-02-23,917.991
2005-02-24,912.12
2005-02-25,925.004
2005-02-28,920.395
2005-03-01,915.377
2005-03-02,922.653
2005-03-03,926.648
2005-03-04,945.774
2005-03-07,941.764
2005-03-08,955.665
2005-03-09,948.83
2005-03-10,937.495
2005-03-11,940.545
2005-03-14,939.886
2005-03-15,936.905
2005-03-16,938.197
2005-03-17,951.764
2005-03-18,948.257
2005-03-21,934.412
2005-03-22,936.858
2005-03-23,914.764
2005-03-24,912.493
2005-03-25,912.493
2005-03-28,901.497
2005-03-29,899.989
2005-03-30,905.493
2005-03-31,925.329
2005-04-01,928.306
2005-04-04,921.441
2005-04-05,919.051
2005-04-06,924.201
2005-04-07,921.811
2005-04-08,914.615
2005-04-11,912.126
2005-04-12,903.492
2005-04-13,886.485
2005-04-14,874.332
2005-04-15,862.029
2005-04-18,865.544
2005-04-19,879.824
2005-04-20,877.963
2005-04-21,885.684
2005-04-22,884.412
2005-04-25,888.684
2005-04-26,886.084
2005-04-27,872.124
2005-04-28,860.258
2005-04-29,867.147
2005-05-02,873.349
2005-05-03,868.705
2005-05-04,883.308
2005-05-05,888.266
2005-05-06,892.234
2005-05-09,901.85
2005-05-10,894.641
2005-05-11,881.178
2005-05-12,867.869
2005-05-13,854.234
2005-05-16,852.722
2005-05-17,859.512
2005-05-18,863.081
2005-05-19,869.703
2005-05-20,865.184
2005-05-23,869.968
2005-05-24,877.532
2005-05-25,876.26
2005-05-26,883.105
2005-05-27,893.472
2005-05-30,904.534
2005-05-31,893.562
2005-06-01,908.666
2005-06-02,906.241
2005-06-03,910.155
2005-06-06,909.313
2005-06-07,903.314
2005-06-08,913.511
2005-06-09,912.322
2005-06-10,920.718
2005-06-13,920.785
2005-06-14,919.178
2005-06-15,936.23
2005-06-16,949.464
2005-06-17,950.585
2005-06-20,961.271
2005-06-21,951.906
2005-06-22,962.108
2005-06-23,956.57
2005-06-24,957.247
2005-06-27,961.549
2005-06-28,962.879
2005-06-29,965.729
2005-06-30,952.228
2005-07-01,939.949
2005-07-04,946.096
2005-07-05,960.155
2005-07-06,971.245
2005-07-07,974.538
2005-07-08,989.609
2005-07-11,996.156
2005-07-12,1005.234
2005-07-13,1001.662
2005-07-14,984.363
2005-07-15,980.388
2005-07-18,978.678
2005-07-19,991.249
2005-07-20,994.27
2005-07-21,995.021
2005-07-22,1005.688
2005-07-25,1001.833
2005-07-26,992.254
2005-07-27,1004.245
2005-07-28,1006.232
2005-07-29,1003.001
2005-08-01,1013.751
2005-08-02,1040.349
2005-08-03,1040.153
2005-08-04,1054.407
2005-08-05,1038.147
2005-08-08,1053.127
2005-08-09,1046.789
2005-08-10,1061.312
2005-08-11,1075.587
2005-08-12,1081.502
2005-08-15,1066.919
2005-08-16,1053.705
2005-08-17,1038.508
2005-08-18,1020.472
2005-08-19,1038.106
2005-08-22,1050.178
2005-08-23,1053.878
2005-08-24,1060.979
2005-08-25,1069.691
2005-08-26,1055.649
2005-08-29,1060.754
2005-08-30,1065.577
2005-08-31,1085.073
2005-09-01,1106.56
2005-09-02,1098.089
2005-09-05,1096.75
2005-09-06,1099.775
2005-09-07,1106.078
2005-09-08,1106.9
2005-09-09,1131.735
2005-09-12,1117.512
2005-09-13,1116.539
2005-09-14,1129.879
2005-09-15,1121.323
2005-09-16,1129.437
2005-09-19,1145.831
2005-09-20,1136.132
2005-09-21,1144.685
2005-09-22,1131.067
2005-09-23,1127.3
2005-09-26,1138.905
2005-09-27,1138.629
2005-09-28,1137.168
2005-09-29,1143.747
2005-09-30,1151.926
2005-10-03,1157.475
2005-10-04,1133.546
2005-10-05,1094.07
2005-10-06,1069.799
2005-10-07,1086.842
2005-10-10,1086.842
2005-10-11,1085.597
2005-10-12,1071.465
2005-10-13,1049.566
2005-10-14,1055.352
2005-10-17,1073.662
2005-10-18,1041.487
2005-10-19,1059.35
2005-10-20,1026.378
2005-10-21,1033.315
2005-10-24,1040.89
2005-10-25,1052.745
2005-10-26,1045.06
2005-10-27,1039.219
