Date,SWEDEN SMID CAP SMID (Small+Mid Cap)
2014-02-28,1456.369
2014-03-31,1441.198
2014-04-30,1478.334
2014-05-30,1483.663
2014-06-30,1484.963
2014-07-31,1400.788
2014-08-29,1397.957
2014-09-30,1318.643
2014-10-31,1312.699
2014-11-28,1346.027
2014-12-31,1310.461
2015-01-30,1316.137
2015-02-27,1434.754
2015-03-31,1380.642
2015-04-30,1450.854
2015-05-29,1418.488
2015-06-30,1367.828
2015-07-31,1378.864
2015-08-31,1318.586
2015-09-30,1307.706
2015-10-30,1399.931
2015-11-30,1441.005
2015-12-31,1443.987
2016-01-29,1302.827
2016-02-29,1343.188
2016-03-31,1466.426
2016-04-29,1485.22
2016-05-31,1489.485
2016-06-30,1422.089
2016-07-29,1500.368
2016-08-31,1511.593
2016-09-30,1555.915
2016-10-31,1435.947
2016-11-30,1406.475
2016-12-30,1475.407
2017-01-31,1543.857
2017-02-28,1552.054
2017-03-31,1574.618
2017-04-28,1672.445
2017-05-31,1734.486
2017-06-30,1746.466
2017-07-31,1795.344
2017-08-31,1803.584
2017-09-29,1833.242
2017-10-31,1845.791
2017-11-30,1803.196
2017-12-29,1836.095
2018-01-31,1954.921
2018-02-28,1854.02
2018-03-30,1826.079
2018-04-30,1845.99
2018-05-31,1841.847
2018-06-29,1807.557
2018-07-31,1911.965
2018-08-31,1866.715
2018-09-28,1883.392
2018-10-31,1690.271
2018-11-30,1641.414
2018-12-31,1603.641
2019-01-31,1712.562
2019-02-28,1756.316
2019-03-29,1782.941
2019-04-30,1822.137
2019-05-31,1713.037
2019-06-28,1863.269
2019-07-31,1806.089
2019-08-30,1753.084
2019-09-30,1786.816
2019-10-31,1889.204
2019-11-29,1958.668
2019-12-31,2069.223
2020-01-31,2024.407
2020-02-28,1878.094
2020-03-31,1552.775
2020-04-30,1744.462
2020-05-29,1945.249
2020-06-30,2013.213
2020-07-31,2250.845
2020-08-31,2385.265
2020-09-30,2431.186
2020-10-30,2294.431
2020-11-30,2649.68
2020-12-31,2869.987
2021-01-29,2833.648
2021-02-26,2921.551
2021-03-31,3020.541
2021-04-30,3299.367
2021-05-31,3437.586
2021-06-30,3338.198
2021-07-30,3604.431
2021-08-31,3604.308
2021-09-30,3288.422
2021-10-29,3542.681
2021-11-30,3389.211
2021-12-31,3531.503
2022-01-31,3032.271
2022-02-28,2822.143
2022-03-31,3007.75
2022-04-29,2703.242
2022-05-31,2675.708
2022-06-30,2198.392
2022-07-29,2485.676
2022-08-31,2209.303
2022-09-30,1943.237
2022-10-31,2027.863
2022-11-30,2264.646
2022-12-30,2257.896
2023-01-31,2462.879
2023-02-28,2499.229
2023-03-31,2500.023
2023-04-28,2583.99
2023-05-31,2315.115
2023-06-30,2315.408
2023-07-31,2386.276
2023-08-31,2180.765
2023-09-29,2125.399
2023-10-31,2002.105
2023-11-30,2338.45
2023-12-29,2637.987
2024-01-31,2515.502
2024-02-29,2546.829
2024-03-29,2631.117
2024-04-30,2564.366
2024-05-31,2786.617
2024-06-28,2701.479
2024-07-31,2785.016
2024-08-30,2931.869
2024-09-30,3010.975
2024-10-31,2709.46
2024-11-29,2638.622
2024-12-31,2596.866
2025-01-31,2777.151
2025-02-28,2878.653
2025-03-31,2858.342
2025-04-30,3025.977
2025-05-30,3095.241
2025-06-30,3150.13
2025-07-31,3108.181
2025-08-29,3212.599
2025-09-30,3182.569
2025-10-31,3247.009
2025-11-28,3223.496
2025-12-31,3350.257
