Date,EUROPE MID GROWTH Mid Cap
2019-01-31,1176.942
2019-02-28,1218.934
2019-03-29,1224.004
2019-04-30,1278.232
2019-05-31,1213.881
2019-06-28,1301.194
2019-07-31,1282.433
2019-08-30,1260.318
2019-09-30,1273.49
2019-10-31,1320.564
2019-11-29,1364.845
2019-12-31,1418.281
2020-01-31,1409.81
2020-02-28,1302.615
2020-03-31,1109.107
2020-04-30,1211.16
2020-05-29,1314.741
2020-06-30,1345.647
2020-07-31,1441.502
2020-08-31,1523.752
2020-09-30,1504.226
2020-10-30,1445.049
2020-11-30,1615.383
2020-12-31,1717.095
2021-01-29,1696.584
2021-02-26,1687.266
2021-03-31,1715.077
2021-04-30,1841.159
2021-05-31,1919.888
2021-06-30,1919.85
2021-07-30,1998.551
2021-08-31,2025.437
2021-09-30,1885.978
2021-10-29,1967.483
2021-11-30,1879.81
2021-12-31,1964.052
2022-01-31,1718.332
2022-02-28,1663.823
2022-03-31,1666.742
2022-04-29,1531.571
2022-05-31,1496.24
2022-06-30,1336.882
2022-07-29,1443.129
2022-08-31,1314.676
2022-09-30,1167.094
2022-10-31,1247.875
2022-11-30,1381.665
2022-12-30,1382.128
2023-01-31,1520.341
2023-02-28,1499.41
2023-03-31,1550.783
2023-04-28,1602.86
2023-05-31,1508.63
2023-06-30,1542.803
2023-07-31,1610.232
2023-08-31,1534.885
2023-09-29,1425.119
2023-10-31,1342.726
2023-11-30,1521.258
2023-12-29,1631.248
2024-01-31,1594.368
2024-02-29,1643.421
2024-03-29,1691.025
2024-04-30,1625.756
2024-05-31,1710.795
2024-06-28,1660.111
2024-07-31,1694.282
2024-08-30,1758.538
2024-09-30,1782.613
2024-10-31,1661.244
2024-11-29,1671.59
2024-12-31,1642.196
2025-01-31,1746.145
2025-02-28,1769.79
2025-03-31,1766.595
2025-04-30,1887.459
2025-05-30,2034.797
2025-06-30,2087.031
2025-07-31,2061.776
2025-08-29,2113.255
2025-09-30,2135.69
