Date,EUROPE MID GROWTH Mid Cap
2002-04-26,379.888
2002-04-29,378.869
2002-04-30,378.643
2002-05-01,380.65
2002-05-02,379.72
2002-05-03,379.66
2002-05-06,380.957
2002-05-07,376.575
2002-05-08,381.284
2002-05-09,380.619
2002-05-10,379.094
2002-05-13,379.653
2002-05-14,379.809
2002-05-15,383.41
2002-05-16,383.155
2002-05-17,385.865
2002-05-20,385.164
2002-05-21,383.925
2002-05-22,382.809
2002-05-23,380.043
2002-05-24,379.999
2002-05-27,378.81
2002-05-28,380.776
2002-05-29,380.528
2002-05-30,379.156
2002-05-31,381.27
2002-06-03,379.46
2002-06-04,375.763
2002-06-05,372.103
2002-06-06,373.38
2002-06-07,368.893
2002-06-10,370.266
2002-06-11,372.816
2002-06-12,366.938
2002-06-13,361.267
2002-06-14,353.753
2002-06-17,360.966
2002-06-18,361.855
2002-06-19,359.004
2002-06-20,352.68
2002-06-21,353.426
2002-06-24,348.091
2002-06-25,351.909
2002-06-26,353.874
2002-06-27,353.917
2002-06-28,363.662
2002-07-01,364.418
2002-07-02,355.402
2002-07-03,342.05
2002-07-04,345.073
2002-07-05,355.146
2002-07-08,357.743
2002-07-09,355.674
2002-07-10,345.736
2002-07-11,335.27
2002-07-12,336.645
2002-07-15,329.366
2002-07-16,328.986
2002-07-17,336.945
2002-07-18,342.714
2002-07-19,333.943
2002-07-22,318.43
2002-07-23,309.568
2002-07-24,300.321
2002-07-25,310.289
2002-07-26,308.893
2002-07-29,320.31
2002-07-30,322.667
2002-07-31,321.384
2002-08-01,312.082
2002-08-02,309.807
2002-08-05,299.803
2002-08-06,301.011
2002-08-07,301.329
2002-08-08,307.288
2002-08-09,311.581
2002-08-12,309.045
2002-08-13,311.427
2002-08-14,310.07
2002-08-15,315.962
2002-08-16,320.62
2002-08-19,327.648
2002-08-20,324.914
2002-08-21,329.824
2002-08-22,335.456
2002-08-23,332.913
2002-08-26,330.496
2002-08-27,337.087
2002-08-28,327.581
2002-08-29,323.878
2002-08-30,324.215
2002-09-02,320.292
2002-09-03,315.313
2002-09-04,315.754
2002-09-05,311.668
2002-09-06,317.132
2002-09-09,312.486
2002-09-10,317.39
2002-09-11,322.322
2002-09-12,316.176
2002-09-13,311.912
2002-09-16,307.959
2002-09-17,304.929
2002-09-18,298.726
2002-09-19,293.864
2002-09-20,295.636
2002-09-23,286.664
2002-09-24,280.727
2002-09-25,283.734
2002-09-26,292.285
2002-09-27,293.302
2002-09-30,286.034
2002-10-01,285.849
2002-10-02,291.039
2002-10-03,288.709
2002-10-04,284.011
2002-10-07,279.352
2002-10-08,275.5
2002-10-09,274.481
2002-10-10,276.256
2002-10-11,288.123
2002-10-14,286.415
2002-10-15,301.279
2002-10-16,296.941
2002-10-17,305.486
2002-10-18,304.341
2002-10-21,305.165
2002-10-22,305.725
2002-10-23,298.525
2002-10-24,304.923
2002-10-25,304.7
2002-10-28,310.796
2002-10-29,300.949
2002-10-30,305.993
2002-10-31,311.023
2002-11-01,310.666
2002-11-04,322.303
2002-11-05,323.336
2002-11-06,321.577
2002-11-07,319.355
2002-11-08,317.07
2002-11-11,312.521
2002-11-12,316.172
2002-11-13,314.189
2002-11-14,317.513
2002-11-15,318.181
2002-11-18,321.546
2002-11-19,320.779
2002-11-20,317.129
2002-11-21,326.772
2002-11-22,329.278
2002-11-25,325.668
2002-11-26,320.801
2002-11-27,324.821
2002-11-28,330.589
2002-11-29,331.373
2002-12-02,329.598
2002-12-03,322.842
2002-12-04,321.23
2002-12-05,319.432
2002-12-06,318.406
2002-12-09,312.262
2002-12-10,312.576
2002-12-11,316.276
2002-12-12,315.967
2002-12-13,312.839
2002-12-16,316.587
2002-12-17,314.367
2002-12-18,308.85
2002-12-19,307.883
2002-12-20,310.523
2002-12-23,308.448
2002-12-24,309.278
2002-12-25,309.278
2002-12-26,309.756
2002-12-27,305.187
2002-12-30,309.048
2002-12-31,311.663
2003-01-01,311.663
2003-01-02,314.998
2003-01-03,317.629
2003-01-06,319.692
2003-01-07,316.543
2003-01-08,310.573
2003-01-09,313.222
2003-01-10,316.023
2003-01-13,315.396
2003-01-14,317.87
2003-01-15,312.111
2003-01-16,313.169
2003-01-17,310.335
2003-01-20,308.953
2003-01-21,305.186
2003-01-22,301.712
2003-01-23,301.404
2003-01-24,301.304
2003-01-27,292.437
2003-01-28,292.663
2003-01-29,291.131
2003-01-30,296.357
2003-01-31,294.735
2003-02-03,300.424
2003-02-04,294.599
2003-02-05,294.881
2003-02-06,290.576
2003-02-07,288.2
2003-02-10,284.291
2003-02-11,286.444
2003-02-12,281.033
2003-02-13,281.23
2003-02-14,281.298
2003-02-17,284.569
2003-02-18,285.622
2003-02-19,282.427
2003-02-20,282.317
2003-02-21,282.444
2003-02-24,278.289
2003-02-25,269.785
2003-02-26,268.23
2003-02-27,268.145
2003-02-28,275.468
2003-03-03,279.018
2003-03-04,273.352
2003-03-05,271.196
2003-03-06,269.565
2003-03-07,266.573
2003-03-10,261.214
2003-03-11,260.768
2003-03-12,253.604
2003-03-13,261.406
2003-03-14,270.237
2003-03-17,275.378
2003-03-18,277.552
2003-03-19,280.68
2003-03-20,278.707
2003-03-21,285.102
2003-03-24,277.435
2003-03-25,281.59
2003-03-26,281.981
2003-03-27,279.673
2003-03-28,280.363
2003-03-31,275.489
2003-04-01,277.913
2003-04-02,285.49
2003-04-03,286.701
2003-04-04,287.951
2003-04-07,295.591
2003-04-08,292.358
2003-04-09,291.95
2003-04-10,290.776
2003-04-11,290.944
2003-04-14,292.699
2003-04-15,298.335
2003-04-16,299.16
2003-04-17,301.225
2003-04-18,301.225
2003-04-21,299.324
2003-04-22,303.458
2003-04-23,308.894
2003-04-24,307.938
2003-04-25,305.951
2003-04-28,309.139
2003-04-29,309.674
2003-04-30,313.551
2003-05-01,315.383
2003-05-02,315.288
2003-05-05,319.855
2003-05-06,326.352
2003-05-07,324.951
2003-05-08,320.015
2003-05-09,321.442
2003-05-12,322.315
2003-05-13,323.14
2003-05-14,323.87
2003-05-15,327.089
2003-05-16,332.63
2003-05-19,325.977
2003-05-20,325.585
2003-05-21,323.55
2003-05-22,328.864
2003-05-23,330.006
2003-05-26,330.988
2003-05-27,331.989
2003-05-28,335.582
2003-05-29,338.406
2003-05-30,338.788
2003-06-02,341.843
2003-06-03,336.856
2003-06-04,339.981
2003-06-05,344.214
2003-06-06,350.023
2003-06-09,346.981
2003-06-10,345.86
2003-06-11,352.475
2003-06-12,353.313
2003-06-13,351.525
2003-06-16,358.156
2003-06-17,360.753
2003-06-18,355.825
2003-06-19,350.838
2003-06-20,350.513
2003-06-23,343.408
2003-06-24,340.268
2003-06-25,343.919
2003-06-26,340.59
2003-06-27,341.801
2003-06-30,340.102
2003-07-01,338.726
2003-07-02,342.474
2003-07-03,343.191
2003-07-04,341.919
2003-07-07,345.101
2003-07-08,345.492
2003-07-09,343.352
2003-07-10,340.679
2003-07-11,342.679
2003-07-14,346.674
2003-07-15,343.632
2003-07-16,341.278
2003-07-17,337.381
2003-07-18,340.077
2003-07-21,340.609
2003-07-22,342.23
2003-07-23,345.604
2003-07-24,350.938
2003-07-25,351.648
2003-07-28,352.457
2003-07-29,352.493
2003-07-30,350.413
2003-07-31,349.695
2003-08-01,348.884
2003-08-04,349.026
2003-08-05,350.213
2003-08-06,346.849
2003-08-07,345.61
2003-08-08,345.951
2003-08-11,346.536
2003-08-12,348.255
2003-08-13,350.609
2003-08-14,352.311
2003-08-15,352.281
2003-08-18,352.084
2003-08-19,351.174
2003-08-20,352.173
2003-08-21,352.288
2003-08-22,351.653
2003-08-25,350.443
2003-08-26,345.971
2003-08-27,348.715
2003-08-28,350.525
2003-08-29,351.882
2003-09-01,355.321
2003-09-02,353.824
2003-09-03,359.829
2003-09-04,360.294
2003-09-05,363.54
2003-09-08,367.11
2003-09-09,365.1
2003-09-10,360.571
2003-09-11,360.897
2003-09-12,362.743
2003-09-15,364.315
2003-09-16,363.74
2003-09-17,366.924
2003-09-18,370.764
2003-09-19,372.362
2003-09-22,369.984
2003-09-23,369.823
2003-09-24,369.654
2003-09-25,367.43
2003-09-26,363.477
2003-09-29,363.008
2003-09-30,360.498
2003-10-01,367.169
2003-10-02,369.23
2003-10-03,375.673
2003-10-06,376.556
2003-10-07,376.972
2003-10-08,379.727
2003-10-09,382.627
2003-10-10,386.872
2003-10-13,387.237
2003-10-14,386.737
2003-10-15,390.828
2003-10-16,392.084
2003-10-17,389.395
2003-10-20,389.994
2003-10-21,391.401
2003-10-22,389.081
2003-10-23,385.651
2003-10-24,386.704
2003-10-27,387.917
2003-10-28,389.409
2003-10-29,392.215
2003-10-30,395.233
2003-10-31,392.574
2003-11-03,392.807
2003-11-04,392.617
2003-11-05,388.02
2003-11-06,387.733
2003-11-07,392.509
2003-11-10,390.978
2003-11-11,388.732
2003-11-12,393.666
2003-11-13,397.368
2003-11-14,399.696
2003-11-17,393.887
2003-11-18,397.566
2003-11-19,397.157
2003-11-20,395.921
2003-11-21,397.49
2003-11-24,398.916
2003-11-25,401.22
2003-11-26,404.33
2003-11-27,405.372
2003-11-28,407.086
2003-12-01,410.648
2003-12-02,413.803
2003-12-03,416.623
2003-12-04,413.923
2003-12-05,413.875
2003-12-08,414.364
2003-12-09,415.283
2003-12-10,412.298
2003-12-11,411.295
2003-12-12,414.926
2003-12-15,416.221
2003-12-16,414.017
2003-12-17,415.356
2003-12-18,417.784
2003-12-19,417.308
2003-12-22,417.448
2003-12-23,419.788
2003-12-24,422.175
2003-12-25,422.175
2003-12-26,422.122
2003-12-29,424.685
2003-12-30,428.074
2003-12-31,430.941
2004-01-01,430.941
2004-01-02,434.969
2004-01-05,439.853
2004-01-06,441.878
2004-01-07,439.477
2004-01-08,446.497
2004-01-09,451.049
2004-01-12,449.02
2004-01-13,451.302
2004-01-14,453.856
2004-01-15,453.341
2004-01-16,451.582
2004-01-19,451.481
2004-01-20,455.582
2004-01-21,459.451
2004-01-22,461.293
2004-01-23,460.499
2004-01-26,455.394
2004-01-27,459.64
2004-01-28,460.702
2004-01-29,449.837
2004-01-30,451.476
2004-02-02,453.674
2004-02-03,455.71
2004-02-04,452.511
2004-02-05,456.684
2004-02-06,463.954
2004-02-09,467.122
2004-02-10,467.005
2004-02-11,468.001
2004-02-12,474.42
2004-02-13,473.307
2004-02-16,474.515
2004-02-17,481.499
2004-02-18,481.38
2004-02-19,479.919
2004-02-20,472.429
2004-02-23,472.57
2004-02-24,471.74
2004-02-25,468.865
2004-02-26,464.597
2004-02-27,464.108
2004-03-01,469.883
2004-03-02,468.171
2004-03-03,461.11
2004-03-04,464.509
2004-03-05,473.452
2004-03-08,471.754
2004-03-09,467.467
2004-03-10,456.808
2004-03-11,446.163
2004-03-12,446.306
2004-03-15,437.103
2004-03-16,444.477
2004-03-17,445.962
2004-03-18,447.421
2004-03-19,448.19
2004-03-22,440.279
2004-03-23,439.581
2004-03-24,436.413
2004-03-25,441.955
2004-03-26,439.784
2004-03-29,448.005
2004-03-30,447.997
2004-03-31,453.315
2004-04-01,461.336
2004-04-02,460.828
2004-04-05,458.641
2004-04-06,457.655
2004-04-07,462.487
2004-04-08,462.411
2004-04-09,462.411
2004-04-12,461.443
2004-04-13,457.834
2004-04-14,451.096
2004-04-15,451.437
2004-04-16,456.725
2004-04-19,457.901
2004-04-20,457.009
2004-04-21,449.985
2004-04-22,452.321
2004-04-23,454.355
2004-04-26,457.836
2004-04-27,458.286
2004-04-28,450.249
2004-04-29,449.926
2004-04-30,447.243
2004-05-03,448.954
2004-05-04,454.474
2004-05-05,457.252
2004-05-06,447.762
2004-05-07,441.914
2004-05-10,426.698
2004-05-11,430.957
2004-05-12,430.165
2004-05-13,432.557
2004-05-14,429.559
2004-05-17,427.941
2004-05-18,431.888
2004-05-19,442.568
2004-05-20,435.062
2004-05-21,439.285
2004-05-24,440.445
2004-05-25,441.88
2004-05-26,446.404
2004-05-27,456.825
2004-05-28,456.238
2004-05-31,456.458
2004-06-01,452.658
2004-06-02,456.347
2004-06-03,456.699
2004-06-04,460.15
2004-06-07,465.065
2004-06-08,463.95
2004-06-09,458.338
2004-06-10,457.902
2004-06-11,453.21
2004-06-14,449.778
2004-06-15,452.971
2004-06-16,454.305
2004-06-17,456.369
2004-06-18,459.797
2004-06-21,459.006
2004-06-22,455.364
2004-06-23,456.666
2004-06-24,461.346
2004-06-25,460.777
2004-06-28,467.088
2004-06-29,463.37
2004-06-30,463.948
2004-07-01,462.211
2004-07-02,464.572
2004-07-05,462.623
2004-07-06,459.21
2004-07-07,461.784
2004-07-08,462.71
2004-07-09,461.962
2004-07-12,460.982
2004-07-13,458.957
2004-07-14,460.158
2004-07-15,455.581
2004-07-16,460.32
2004-07-19,457.025
2004-07-20,456.218
2004-07-21,454.667
2004-07-22,448.18
2004-07-23,442.896
2004-07-26,440.708
2004-07-27,439.09
2004-07-28,438.878
2004-07-29,443.276
2004-07-30,442.534
2004-08-02,441.321
2004-08-03,443.341
2004-08-04,438.813
2004-08-05,438.482
2004-08-06,436.183
2004-08-09,431.463
2004-08-10,436.597
2004-08-11,431.567
2004-08-12,429.99
2004-08-13,433.249
2004-08-16,437.133
2004-08-17,438.519
2004-08-18,437.916
2004-08-19,440.926
2004-08-20,437.668
2004-08-23,438.631
2004-08-24,435.757
2004-08-25,436.548
2004-08-26,440.048
2004-08-27,440.734
2004-08-30,440.105
2004-08-31,440.902
2004-09-01,443.659
2004-09-02,443.781
2004-09-03,443.448
2004-09-06,446.962
2004-09-07,447.189
2004-09-08,449.361
2004-09-09,447.187
2004-09-10,454.2
2004-09-13,456.625
2004-09-14,457.459
2004-09-15,451.486
2004-09-16,453.372
2004-09-17,457.074
2004-09-20,454.515
2004-09-21,460.27
2004-09-22,457.734
2004-09-23,455.639
2004-09-24,456.253
2004-09-27,453.267
2004-09-28,455.049
2004-09-29,456.973
2004-09-30,458.153
2004-10-01,463.415
2004-10-04,464.523
2004-10-05,465.508
2004-10-06,464.683
2004-10-07,464.898
2004-10-08,468.174
2004-10-11,466.503
2004-10-12,459.379
2004-10-13,460.006
2004-10-14,460.546
2004-10-15,463.29
2004-10-18,463.055
2004-10-19,466.904
2004-10-20,466.749
2004-10-21,470.844
2004-10-22,472.678
2004-10-25,470.224
2004-10-26,472.513
2004-10-27,476.418
2004-10-28,477.522
2004-10-29,476.002
2004-11-01,480.487
2004-11-02,483.628
2004-11-03,487.858
2004-11-04,489.405
2004-11-05,493.83
2004-11-08,495.357
2004-11-09,493.91
2004-11-10,497.192
2004-11-11,500.964
2004-11-12,504.887
2004-11-15,504.705
2004-11-16,502.932
2004-11-17,508.908
2004-11-18,507.463
2004-11-19,508.579
2004-11-22,504.546
2004-11-23,506.762
2004-11-24,511.107
2004-11-25,517.664
2004-11-26,518.142
2004-11-29,519.626
2004-11-30,518.009
2004-12-01,522.375
2004-12-02,523.226
2004-12-03,526.759
2004-12-06,526.568
2004-12-07,528.241
2004-12-08,521.329
2004-12-09,517.866
2004-12-10,517.692
2004-12-13,524.187
2004-12-14,524.218
2004-12-15,529.247
2004-12-16,526.318
2004-12-17,523.752
2004-12-20,530.841
2004-12-21,528.975
2004-12-22,530.61
2004-12-23,535.534
2004-12-24,537.569
2004-12-27,540.514
2004-12-28,540.281
2004-12-29,539.103
2004-12-30,541.721
2004-12-31,541.008
2005-01-03,539.356
2005-01-04,534.937
2005-01-05,530.184
2005-01-06,527.678
2005-01-07,526.42
2005-01-10,528.591
2005-01-11,527.377
2005-01-12,530.089
2005-01-13,528.795
2005-01-14,526.621
2005-01-17,528.895
2005-01-18,527.821
2005-01-19,530.603
2005-01-20,526.256
2005-01-21,527.152
2005-01-24,527.492
2005-01-25,527.111
2005-01-26,532.883
2005-01-27,532.607
2005-01-28,531.242
2005-01-31,535.496
2005-02-01,538.117
2005-02-02,540.995
2005-02-03,538.125
2005-02-04,542.973
2005-02-07,541.484
2005-02-08,540.077
2005-02-09,539.685
2005-02-10,542.679
2005-02-11,545.564
2005-02-14,551.933
2005-02-15,554.141
2005-02-16,551.894
2005-02-17,557.091
2005-02-18,557.61
2005-02-21,555.328
2005-02-22,557.606
2005-02-23,555.34
2005-02-24,556.385
2005-02-25,562.105
2005-02-28,562.145
2005-03-01,562.189
2005-03-02,556.743
2005-03-03,556.284
2005-03-04,564.495
2005-03-07,561.188
2005-03-08,565.09
2005-03-09,564.024
2005-03-10,562.425
2005-03-11,565.95
2005-03-14,561.217
2005-03-15,562.467
2005-03-16,561.575
2005-03-17,558.201
2005-03-18,556.093
2005-03-21,550.409
2005-03-22,551.846
2005-03-23,542.828
2005-03-24,543.839
2005-03-25,543.839
2005-03-28,540.972
2005-03-29,541.871
2005-03-30,543.37
2005-03-31,545.718
2005-04-01,547.988
2005-04-04,540.853
2005-04-05,547.497
2005-04-06,550.337
2005-04-07,553.913
2005-04-08,553.853
2005-04-11,557.822
2005-04-12,553.597
2005-04-13,557.377
2005-04-14,551.992
2005-04-15,547.596
2005-04-18,541.647
2005-04-19,546.292
2005-04-20,546.516
2005-04-21,548.326
2005-04-22,551.275
2005-04-25,547.731
2005-04-26,543.184
2005-04-27,535.913
2005-04-28,530.948
2005-04-29,531.366
2005-05-02,531.016
2005-05-03,534.997
2005-05-04,539.77
2005-05-05,542.234
2005-05-06,539.139
2005-05-09,536.779
2005-05-10,536.425
2005-05-11,533.889
2005-05-12,533.424
2005-05-13,531.945
2005-05-16,529.577
2005-05-17,529.857
2005-05-18,535.288
2005-05-19,537.6
2005-05-20,535.525
2005-05-23,538.651
2005-05-24,537.96
2005-05-25,539.121
2005-05-26,541.943
2005-05-27,540.7
2005-05-30,540.248
2005-05-31,535.845
2005-06-01,538.515
2005-06-02,540.247
2005-06-03,540.663
2005-06-06,540.049
2005-06-07,545.463
2005-06-08,547.517
2005-06-09,542.592
2005-06-10,543.377
2005-06-13,541.358
2005-06-14,540.572
2005-06-15,541.983
2005-06-16,545.55
2005-06-17,552.816
2005-06-20,547.826
2005-06-21,549.288
2005-06-22,549.838
2005-06-23,547.891
2005-06-24,544.817
2005-06-27,542.701
2005-06-28,543.464
2005-06-29,544.526
2005-06-30,545.498
2005-07-01,543.163
2005-07-04,540.411
2005-07-05,539.463
2005-07-06,544.078
2005-07-07,535.208
2005-07-08,541.517
2005-07-11,551.416
2005-07-12,555.868
2005-07-13,553.552
2005-07-14,554.929
2005-07-15,551.2
2005-07-18,551.565
2005-07-19,551.131
2005-07-20,551.976
2005-07-21,560.675
2005-07-22,562.131
2005-07-25,560.938
2005-07-26,558.233
2005-07-27,560.719
2005-07-28,565.085
2005-07-29,567.907
2005-08-01,572.694
2005-08-02,575.565
2005-08-03,580.919
2005-08-04,581.453
2005-08-05,578.242
2005-08-08,582.466
2005-08-09,583.615
2005-08-10,590.075
2005-08-11,590.191
2005-08-12,588.177
2005-08-15,585.572
2005-08-16,582.923
2005-08-17,580.415
2005-08-18,574.373
2005-08-19,576.807
2005-08-22,582.399
2005-08-23,579.464
2005-08-24,579.744
2005-08-25,578.392
2005-08-26,578.018
2005-08-29,575.894
2005-08-30,571.405
2005-08-31,580.643
2005-09-01,594.215
2005-09-02,598.665
2005-09-05,599.679
2005-09-06,599.841
2005-09-07,601.218
2005-09-08,600.3
2005-09-09,603.076
2005-09-12,598.043
2005-09-13,592.93
2005-09-14,596.144
2005-09-15,591.163
2005-09-16,594.079
2005-09-19,591.847
2005-09-20,594.099
2005-09-21,590.828
2005-09-22,583.319
2005-09-23,582.215
2005-09-26,584.794
2005-09-27,581.838
2005-09-28,587.09
2005-09-29,586.699
2005-09-30,591.219
2005-10-03,588.366
2005-10-04,592.386
2005-10-05,588.604
2005-10-06,588.591
2005-10-07,584.455
2005-10-10,583.216
2005-10-11,581.719
2005-10-12,578.64
2005-10-13,566.113
2005-10-14,574.174
2005-10-17,571.526
2005-10-18,564.74
2005-10-19,555.643
2005-10-20,559.01
2005-10-21,557.85
2005-10-24,563.284
2005-10-25,567.915
2005-10-26,567.635
2005-10-27,563.045
2005-10-28,561.791
2005-10-31,568.303
2005-11-01,570.5
2005-11-02,577.874
2005-11-03,584.353
2005-11-04,573.752
2005-11-07,575.09
2005-11-08,574.052
2005-11-09,574.047
