Date,ACWI MID VALUE Mid Cap
2011-03-31,976.281
2011-04-29,1014.047
2011-05-31,995.175
2011-06-30,972.742
2011-07-29,948.639
2011-08-31,879.082
2011-09-30,790.856
2011-10-31,866.13
2011-11-30,834.468
2011-12-30,835.535
2012-01-31,894.24
2012-02-29,939.421
2012-03-30,942.513
2012-04-30,922.858
2012-05-31,833.778
2012-06-29,875.611
2012-07-31,884.389
2012-08-31,905.744
2012-09-28,936.882
2012-10-31,939.042
2012-11-30,955.123
2012-12-31,997.48
2013-01-31,1048.569
2013-02-28,1053.732
2013-03-29,1079.196
2013-04-30,1124.949
2013-05-31,1111.694
2013-06-28,1080.313
2013-07-31,1136.308
2013-08-30,1109.033
2013-09-30,1175.509
2013-10-31,1222.571
2013-11-29,1225.206
2013-12-31,1248.571
2014-01-31,1210.713
2014-02-28,1271.768
2014-03-31,1286.094
2014-04-30,1298.812
2014-05-30,1322.873
2014-06-30,1355.278
2014-07-31,1327.26
2014-08-29,1354.643
2014-09-30,1293.876
2014-10-31,1305.814
2014-11-28,1324.578
2014-12-31,1313.466
2015-01-30,1308.824
2015-02-27,1371.951
2015-03-31,1352.976
2015-04-30,1391.381
2015-05-29,1390.985
2015-06-30,1344.727
2015-07-31,1337.894
2015-08-31,1254.006
2015-09-30,1214.342
2015-10-30,1294.963
2015-11-30,1277.296
2015-12-31,1242.902
2016-01-29,1164.424
2016-02-29,1171.494
2016-03-31,1280.037
2016-04-29,1320.473
2016-05-31,1303.473
2016-06-30,1286.43
2016-07-29,1355.767
2016-08-31,1362.42
2016-09-30,1380.176
2016-10-31,1356.327
2016-11-30,1391.191
2016-12-30,1422.581
2017-01-31,1464.133
2017-02-28,1500.157
2017-03-31,1510.411
2017-04-28,1532.169
2017-05-31,1555.004
2017-06-30,1573.383
2017-07-31,1617.825
2017-08-31,1610.697
2017-09-29,1641.637
2017-10-31,1661.59
2017-11-30,1697.283
2017-12-29,1734.514
2018-01-31,1801.997
2018-02-28,1720.989
2018-03-30,1707.742
2018-04-30,1736.12
2018-05-31,1714.587
2018-06-29,1694.912
2018-07-31,1732.291
2018-08-31,1726.342
2018-09-28,1723.551
2018-10-31,1605.871
2018-11-30,1630.808
2018-12-31,1511.221
2019-01-31,1654.184
2019-02-28,1688.326
2019-03-29,1687.216
2019-04-30,1733.438
2019-05-31,1624.043
2019-06-28,1717.822
2019-07-31,1716.939
2019-08-30,1653.061
2019-09-30,1728.56
2019-10-31,1767.394
2019-11-29,1793.198
2019-12-31,1853.452
2020-01-31,1796.705
2020-02-28,1618.629
2020-03-31,1249.36
2020-04-30,1388.645
2020-05-29,1435.599
2020-06-30,1471.236
2020-07-31,1525.868
2020-08-31,1599.598
2020-09-30,1560.229
2020-10-30,1542.386
2020-11-30,1783.163
2020-12-31,1872.356
2021-01-29,1875.795
2021-02-26,1980.119
2021-03-31,2067.351
2021-04-30,2153.761
2021-05-31,2207.435
2021-06-30,2170.563
2021-07-30,2175.154
2021-08-31,2231.329
2021-09-30,2159.381
2021-10-29,2231.797
2021-11-30,2149.128
2021-12-31,2269.519
2022-01-31,2193.364
2022-02-28,2185.278
2022-03-31,2211.076
2022-04-29,2090.227
2022-05-31,2110.803
2022-06-30,1888.652
2022-07-29,2004.378
2022-08-31,1956.535
2022-09-30,1752.242
2022-10-31,1879.748
2022-11-30,2025.847
2022-12-30,1976.271
2023-01-31,2131.475
2023-02-28,2071.077
2023-03-31,2014.282
2023-04-28,2040.184
2023-05-31,1945.729
2023-06-30,2070.262
2023-07-31,2175.103
2023-08-31,2097.433
2023-09-29,2020.074
2023-10-31,1928.188
2023-11-30,2103.106
2023-12-29,2247.624
2024-01-31,2211.871
2024-02-29,2269.735
2024-03-29,2375.182
2024-04-30,2300.368
2024-05-31,2376.17
2024-06-28,2328.274
2024-07-31,2450.99
2024-08-30,2515.823
2024-09-30,2577.69
2024-10-31,2503.88
2024-11-29,2609.858
2024-12-31,2466.349
2025-01-31,2549.04
2025-02-28,2532.707
2025-03-31,2485.815
2025-04-30,2487.369
2025-05-30,2599.072
2025-06-30,2685.113
2025-07-31,2716.007
2025-08-29,2809.385
2025-09-30,2840.584
