Date,UNITED KINGDOM IMI VALUE IMI (Large+Mid+Small Cap)
2003-06-30,424.868
2003-07-31,432.905
2003-08-29,433.599
2003-09-30,445.262
2003-10-31,477.481
2003-11-28,491.051
2003-12-31,531.263
2004-01-30,532.126
2004-02-27,560.379
2004-03-31,551.826
2004-04-30,543.548
2004-05-31,560.127
2004-06-30,564.578
2004-07-30,563.526
2004-08-31,567.49
2004-09-30,589.781
2004-10-29,604.069
2004-11-30,644.477
2004-12-31,669.973
2005-01-31,671.346
2005-02-28,700.154
2005-03-31,678.488
2005-04-29,664.029
2005-05-31,658.677
2005-06-30,672.585
2005-07-29,678.244
2005-08-31,693.166
2005-09-30,694.972
2005-10-31,676.421
2005-11-30,678.876
2005-12-30,698.249
2006-01-31,735.659
2006-02-28,739.014
2006-03-31,757.519
2006-04-28,795.685
2006-05-31,784.162
2006-06-30,791.535
2006-07-31,811.71
2006-08-31,834.066
2006-09-29,841.899
2006-10-31,890.62
2006-11-30,915.328
2006-12-29,937.275
2007-01-31,930.821
2007-02-28,915.894
2007-03-30,940.26
2007-04-30,983.563
2007-05-31,1000.0
2007-06-29,1012.566
2007-07-31,983.777
2007-08-31,970.585
2007-09-28,978.739
2007-10-31,1044.476
2007-11-30,957.976
2007-12-31,932.339
2008-01-31,841.069
2008-02-29,834.502
2008-03-31,823.819
2008-04-30,875.763
2008-05-30,855.851
2008-06-30,784.701
2008-07-31,754.521
2008-08-29,739.11
2008-09-30,637.109
2008-10-31,517.613
2008-11-28,496.888
2008-12-31,473.829
2009-01-30,422.915
2009-02-27,383.257
2009-03-31,399.327
2009-04-30,475.309
2009-05-29,535.737
2009-06-30,526.693
2009-07-31,578.327
2009-08-31,633.861
2009-09-30,644.176
2009-10-30,644.704
2009-11-30,653.161
2009-12-31,662.899
2010-01-29,634.001
2010-02-26,621.866
2010-03-31,649.808
2010-04-30,653.16
2010-05-31,573.334
2010-06-30,550.601
2010-07-30,620.923
2010-08-31,608.252
2010-09-30,659.002
2010-10-29,687.594
2010-11-30,650.997
2010-12-31,699.835
2011-01-31,729.535
2011-02-28,763.631
2011-03-31,737.009
2011-04-29,794.249
2011-05-31,782.835
2011-06-30,758.811
2011-07-29,764.377
2011-08-31,700.417
2011-09-30,652.561
2011-10-31,734.556
2011-11-30,717.72
2011-12-30,718.481
2012-01-31,748.356
2012-02-29,786.072
2012-03-30,776.314
2012-04-30,783.48
2012-05-31,694.002
2012-06-29,751.435
2012-07-31,757.682
2012-08-31,792.954
2012-09-28,818.849
2012-10-31,832.303
2012-11-30,841.57
2012-12-31,868.534
2013-01-31,903.247
2013-02-28,868.63
2013-03-29,875.513
2013-04-30,909.814
2013-05-31,912.15
2013-06-28,864.179
2013-07-31,925.133
2013-08-30,924.692
2013-09-30,976.595
2013-10-31,1007.746
2013-11-29,1022.187
2013-12-31,1049.153
2014-01-31,1018.095
2014-02-28,1090.325
2014-03-31,1049.315
2014-04-30,1097.944
2014-05-30,1095.177
2014-06-30,1096.883
2014-07-31,1096.715
2014-08-29,1092.361
2014-09-30,1030.552
2014-10-31,1009.838
2014-11-28,1005.906
2014-12-31,984.581
2015-01-30,964.059
2015-02-27,1025.686
2015-03-31,969.194
2015-04-30,1037.639
2015-05-29,1040.5
2015-06-30,999.517
2015-07-31,1005.026
2015-08-31,930.299
2015-09-30,872.311
2015-10-30,927.995
2015-11-30,900.954
2015-12-31,863.302
2016-01-29,805.856
2016-02-29,800.777
2016-03-31,839.739
2016-04-29,883.198
2016-05-31,871.655
2016-06-30,836.327
2016-07-29,858.159
2016-08-31,866.287
2016-09-30,877.156
2016-10-31,847.159
2016-11-30,856.79
2016-12-30,899.178
2017-01-31,904.923
2017-02-28,912.039
2017-03-31,924.259
2017-04-28,947.294
2017-05-31,983.729
2017-06-30,967.781
2017-07-31,1002.349
2017-08-31,992.214
2017-09-29,1040.604
2017-10-31,1044.655
2017-11-30,1050.323
2017-12-29,1100.23
2018-01-31,1137.709
2018-02-28,1070.258
2018-03-30,1060.826
2018-04-30,1127.774
2018-05-31,1112.753
2018-06-29,1099.509
2018-07-31,1102.849
2018-08-31,1047.012
2018-09-28,1065.708
2018-10-31,998.515
2018-11-30,967.928
2018-12-31,926.321
2019-01-31,1001.001
2019-02-28,1034.518
2019-03-29,1040.666
2019-04-30,1060.277
2019-05-31,980.149
2019-06-28,1027.851
2019-07-31,999.322
2019-08-30,934.691
2019-09-30,990.293
2019-10-31,1023.979
2019-11-29,1047.561
2019-12-31,1113.328
2020-01-31,1057.823
2020-02-28,922.782
2020-03-31,742.314
2020-04-30,766.459
2020-05-29,759.127
2020-06-30,777.784
2020-07-31,773.737
2020-08-31,807.096
2020-09-30,750.788
2020-10-30,723.513
2020-11-30,878.182
2020-12-31,935.862
2021-01-29,929.269
2021-02-26,977.941
2021-03-31,1011.36
2021-04-30,1049.103
2021-05-31,1086.311
2021-06-30,1045.769
2021-07-30,1056.542
2021-08-31,1072.048
2021-09-30,1036.039
2021-10-29,1077.029
2021-11-30,1016.578
2021-12-31,1092.91
2022-01-31,1133.709
2022-02-28,1139.411
2022-03-31,1146.347
2022-04-29,1097.762
2022-05-31,1132.786
2022-06-30,1024.086
2022-07-29,1046.348
2022-08-31,993.368
2022-09-30,898.57
2022-10-31,959.269
2022-11-30,1064.787
2022-12-30,1065.16
2023-01-31,1152.799
2023-02-28,1153.948
2023-03-31,1113.372
2023-04-28,1172.96
2023-05-31,1081.161
2023-06-30,1120.671
2023-07-31,1169.107
2023-08-31,1124.721
2023-09-29,1128.997
2023-10-31,1077.114
2023-11-30,1158.225
2023-12-29,1209.053
2024-01-31,1179.451
2024-02-29,1161.075
2024-03-29,1230.751
2024-04-30,1270.679
2024-05-31,1323.741
2024-06-28,1296.382
2024-07-31,1369.052
2024-08-30,1387.331
2024-09-30,1408.428
2024-10-31,1336.742
2024-11-29,1359.855
2024-12-31,1328.914
2025-01-31,1392.94
2025-02-28,1435.57
2025-03-31,1454.076
2025-04-30,1481.124
2025-05-30,1559.708
2025-06-30,1599.159
2025-07-31,1611.975
2025-08-29,1677.565
2025-09-30,1715.02
2025-10-31,1749.731
2025-11-28,1791.513
2025-12-31,1866.551
