Date,UNITED KINGDOM IMI VALUE IMI (Large+Mid+Small Cap)
2003-07-29,433.35
2003-07-30,432.154
2003-07-31,432.905
2003-08-01,427.597
2003-08-04,428.282
2003-08-05,430.49
2003-08-06,426.528
2003-08-07,430.946
2003-08-08,433.288
2003-08-11,434.784
2003-08-12,435.434
2003-08-13,438.809
2003-08-14,443.398
2003-08-15,443.179
2003-08-18,445.554
2003-08-19,441.952
2003-08-20,442.078
2003-08-21,440.896
2003-08-22,438.609
2003-08-25,438.98
2003-08-26,432.194
2003-08-27,435.374
2003-08-28,436.052
2003-08-29,433.599
2003-09-01,434.973
2003-09-02,436.252
2003-09-03,441.431
2003-09-04,442.415
2003-09-05,443.121
2003-09-08,447.639
2003-09-09,445.368
2003-09-10,443.207
2003-09-11,443.253
2003-09-12,446.275
2003-09-15,448.101
2003-09-16,447.685
2003-09-17,450.965
2003-09-18,456.319
2003-09-19,454.717
2003-09-22,456.66
2003-09-23,456.191
2003-09-24,459.92
2003-09-25,458.252
2003-09-26,451.46
2003-09-29,450.296
2003-09-30,445.262
2003-10-01,455.89
2003-10-02,460.1
2003-10-03,465.97
2003-10-06,467.724
2003-10-07,467.854
2003-10-08,465.762
2003-10-09,471.397
2003-10-10,472.411
2003-10-13,477.869
2003-10-14,474.722
2003-10-15,479.119
2003-10-16,479.39
2003-10-17,476.507
2003-10-20,478.646
2003-10-21,479.689
2003-10-22,475.643
2003-10-23,469.228
2003-10-24,470.645
2003-10-27,470.359
2003-10-28,474.251
2003-10-29,476.201
2003-10-30,478.435
2003-10-31,477.481
2003-11-03,479.275
2003-11-04,477.529
2003-11-05,475.73
2003-11-06,474.664
2003-11-07,480.048
2003-11-10,477.468
2003-11-11,475.136
2003-11-12,480.812
2003-11-13,482.662
2003-11-14,483.758
2003-11-17,478.184
2003-11-18,483.516
2003-11-19,481.188
2003-11-20,480.02
2003-11-21,481.405
2003-11-24,486.778
2003-11-25,488.414
2003-11-26,490.547
2003-11-27,490.786
2003-11-28,491.051
2003-12-01,498.076
2003-12-02,496.61
2003-12-03,498.675
2003-12-04,495.315
2003-12-05,495.201
2003-12-08,497.068
2003-12-09,503.261
2003-12-10,500.041
2003-12-11,498.232
2003-12-12,501.759
2003-12-15,502.671
2003-12-16,500.975
2003-12-17,507.196
2003-12-18,513.637
2003-12-19,516.716
2003-12-22,518.007
2003-12-23,519.933
2003-12-24,522.486
2003-12-25,522.486
2003-12-26,523.06
2003-12-29,523.407
2003-12-30,527.965
2003-12-31,531.263
2004-01-01,531.267
2004-01-02,534.315
2004-01-05,539.837
2004-01-06,544.025
2004-01-07,539.988
2004-01-08,545.064
2004-01-09,545.109
2004-01-12,545.193
2004-01-13,543.359
2004-01-14,542.623
2004-01-15,540.084
2004-01-16,537.233
2004-01-19,536.413
2004-01-20,543.098
2004-01-21,549.396
2004-01-22,548.603
2004-01-23,543.578
2004-01-26,536.8
2004-01-27,536.718
2004-01-28,543.857
2004-01-29,532.74
2004-01-30,532.126
2004-02-02,531.17
2004-02-03,537.001
2004-02-04,534.383
2004-02-05,535.527
2004-02-06,541.885
2004-02-09,549.902
2004-02-10,548.144
2004-02-11,550.173
2004-02-12,555.023
2004-02-13,557.518
2004-02-16,559.482
2004-02-17,567.828
2004-02-18,567.858
2004-02-19,571.468
2004-02-20,565.812
2004-02-23,566.039
2004-02-24,568.109
2004-02-25,569.157
2004-02-26,563.0
2004-02-27,560.379
2004-03-01,569.126
2004-03-02,562.646
2004-03-03,555.767
2004-03-04,559.752
2004-03-05,564.876
2004-03-08,565.231
2004-03-09,561.89
2004-03-10,552.244
2004-03-11,539.603
2004-03-12,540.423
2004-03-15,535.739
2004-03-16,544.13
2004-03-17,547.642
2004-03-18,547.17
2004-03-19,550.138
2004-03-22,543.311
2004-03-23,543.227
2004-03-24,539.965
2004-03-25,540.554
2004-03-26,537.115
2004-03-29,545.739
2004-03-30,549.921
2004-03-31,551.826
2004-04-01,560.099
2004-04-02,558.676
2004-04-05,556.845
2004-04-06,561.043
2004-04-07,561.863
2004-04-08,562.587
2004-04-09,562.587
2004-04-12,562.587
2004-04-13,560.299
2004-04-14,547.778
2004-04-15,546.861
2004-04-16,554.74
2004-04-19,557.689
2004-04-20,556.966
2004-04-21,547.188
2004-04-22,548.947
2004-04-23,549.974
2004-04-26,556.18
2004-04-27,557.932
2004-04-28,550.29
2004-04-29,548.375
2004-04-30,543.548
2004-05-03,543.947
2004-05-04,555.626
2004-05-05,554.98
2004-05-06,552.14
2004-05-07,546.886
2004-05-10,530.951
2004-05-11,532.303
2004-05-12,534.208
2004-05-13,536.067
2004-05-14,534.249
2004-05-17,530.656
2004-05-18,531.518
2004-05-19,542.692
2004-05-20,535.394
2004-05-21,541.843
2004-05-24,542.697
2004-05-25,550.174
2004-05-26,554.415
2004-05-27,562.049
2004-05-28,560.127
2004-05-31,560.127
2004-06-01,560.648
2004-06-02,565.13
2004-06-03,565.686
2004-06-04,566.643
2004-06-07,571.079
2004-06-08,572.063
2004-06-09,567.04
2004-06-10,569.119
2004-06-11,564.56
2004-06-14,559.135
2004-06-15,562.133
2004-06-16,568.962
2004-06-17,570.874
2004-06-18,573.692
2004-06-21,570.85
2004-06-22,564.212
2004-06-23,566.518
2004-06-24,569.263
2004-06-25,567.755
2004-06-28,574.164
2004-06-29,567.207
2004-06-30,564.578
2004-07-01,560.799
2004-07-02,561.613
2004-07-05,561.953
2004-07-06,561.871
2004-07-07,564.331
2004-07-08,568.038
2004-07-09,569.887
2004-07-12,569.073
2004-07-13,566.324
2004-07-14,566.408
2004-07-15,561.378
2004-07-16,569.024
2004-07-19,567.167
2004-07-20,564.015
2004-07-21,563.441
2004-07-22,557.703
2004-07-23,556.813
2004-07-26,554.762
2004-07-27,553.425
2004-07-28,557.745
2004-07-29,563.468
2004-07-30,563.526
2004-08-02,567.52
2004-08-03,568.147
2004-08-04,565.98
2004-08-05,566.579
2004-08-06,565.513
2004-08-09,562.045
2004-08-10,566.92
2004-08-11,559.64
2004-08-12,559.882
2004-08-13,561.968
2004-08-16,566.577
2004-08-17,562.936
2004-08-18,562.241
2004-08-19,565.26
2004-08-20,563.627
2004-08-23,564.861
2004-08-24,559.935
2004-08-25,561.993
2004-08-26,564.363
2004-08-27,568.98
2004-08-30,568.821
2004-08-31,567.49
2004-09-01,572.315
2004-09-02,573.658
2004-09-03,572.681
2004-09-06,574.931
2004-09-07,573.559
2004-09-08,576.326
2004-09-09,575.402
2004-09-10,582.051
2004-09-13,582.074
2004-09-14,581.968
2004-09-15,575.111
2004-09-16,580.642
2004-09-17,585.359
2004-09-20,583.211
2004-09-21,589.812
2004-09-22,587.41
2004-09-23,585.481
2004-09-24,589.622
2004-09-27,586.832
2004-09-28,590.766
2004-09-29,588.741
2004-09-30,589.781
2004-10-01,596.251
2004-10-04,595.89
2004-10-05,599.699
2004-10-06,600.086
2004-10-07,601.409
2004-10-08,604.305
2004-10-11,604.354
2004-10-12,596.113
2004-10-13,593.97
2004-10-14,597.878
2004-10-15,599.464
2004-10-18,598.016
2004-10-19,600.743
2004-10-20,599.282
2004-10-21,602.318
2004-10-22,602.481
2004-10-25,600.675
2004-10-26,602.102
2004-10-27,606.807
2004-10-28,607.012
2004-10-29,604.069
2004-11-01,610.548
2004-11-02,615.017
2004-11-03,621.149
2004-11-04,621.224
2004-11-05,624.832
2004-11-08,625.925
2004-11-09,624.878
2004-11-10,624.073
2004-11-11,627.668
2004-11-12,632.009
2004-11-15,633.01
2004-11-16,628.895
2004-11-17,632.454
2004-11-18,631.605
2004-11-19,631.944
2004-11-22,628.178
2004-11-23,634.047
2004-11-24,634.809
2004-11-25,641.876
2004-11-26,642.563
2004-11-29,643.119
2004-11-30,644.477
2004-12-01,654.193
2004-12-02,653.839
2004-12-03,658.827
2004-12-06,657.807
2004-12-07,658.767
2004-12-08,651.046
2004-12-09,646.214
2004-12-10,647.959
2004-12-13,655.658
2004-12-14,656.627
2004-12-15,666.765
2004-12-16,662.552
2004-12-17,660.236
2004-12-20,670.065
2004-12-21,662.096
2004-12-22,663.515
2004-12-23,667.23
2004-12-24,671.274
2004-12-27,673.887
2004-12-28,672.232
2004-12-29,670.207
2004-12-30,671.984
2004-12-31,669.973
2005-01-03,664.131
2005-01-04,663.42
2005-01-05,659.737
2005-01-06,657.543
2005-01-07,658.444
2005-01-10,660.213
2005-01-11,657.609
2005-01-12,660.915
2005-01-13,659.89
2005-01-14,657.65
2005-01-17,656.551
2005-01-18,657.316
2005-01-19,661.066
2005-01-20,657.046
2005-01-21,656.513
2005-01-24,660.446
2005-01-25,662.182
2005-01-26,668.883
2005-01-27,670.781
2005-01-28,666.156
2005-01-31,671.346
2005-02-01,677.033
2005-02-02,679.601
2005-02-03,675.953
2005-02-04,683.832
2005-02-07,681.199
2005-02-08,680.413
2005-02-09,679.47
2005-02-10,686.863
2005-02-11,690.484
2005-02-14,697.104
2005-02-15,698.559
2005-02-16,695.449
2005-02-17,700.32
2005-02-18,701.722
2005-02-21,700.585
2005-02-22,700.141
2005-02-23,694.884
2005-02-24,693.383
2005-02-25,701.644
2005-02-28,700.154
2005-03-01,701.031
2005-03-02,696.503
2005-03-03,697.228
2005-03-04,708.282
2005-03-07,701.778
2005-03-08,706.209
2005-03-09,701.669
2005-03-10,696.229
2005-03-11,700.417
2005-03-14,695.247
2005-03-15,699.966
2005-03-16,697.662
2005-03-17,692.839
2005-03-18,691.86
2005-03-21,686.314
2005-03-22,687.452
2005-03-23,672.903
2005-03-24,673.595
2005-03-25,673.595
2005-03-28,672.064
2005-03-29,676.794
2005-03-30,675.934
2005-03-31,678.488
2005-04-01,681.505
2005-04-04,673.523
2005-04-05,679.898
2005-04-06,681.208
2005-04-07,685.372
2005-04-08,685.16
2005-04-11,688.097
2005-04-12,683.105
2005-04-13,686.843
2005-04-14,678.88
2005-04-15,674.593
2005-04-18,667.887
2005-04-19,676.407
2005-04-20,672.709
2005-04-21,670.116
2005-04-22,675.997
2005-04-25,677.788
2005-04-26,672.26
2005-04-27,664.641
2005-04-28,662.486
2005-04-29,664.029
2005-05-02,658.17
2005-05-03,664.286
2005-05-04,670.297
2005-05-05,676.325
2005-05-06,673.978
2005-05-09,669.644
2005-05-10,667.412
2005-05-11,662.456
2005-05-12,661.405
2005-05-13,657.288
2005-05-16,648.811
2005-05-17,652.653
2005-05-18,658.246
2005-05-19,662.475
2005-05-20,657.703
2005-05-23,662.425
2005-05-24,663.786
2005-05-25,665.393
2005-05-26,662.856
2005-05-27,661.991
2005-05-30,662.154
2005-05-31,658.677
2005-06-01,662.367
2005-06-02,662.833
2005-06-03,661.843
2005-06-06,660.2
2005-06-07,670.063
2005-06-08,671.315
2005-06-09,664.296
2005-06-10,665.696
2005-06-13,664.348
2005-06-14,667.213
2005-06-15,669.346
2005-06-16,672.177
2005-06-17,677.138
2005-06-20,675.208
2005-06-21,676.902
2005-06-22,680.429
2005-06-23,683.301
2005-06-24,679.88
2005-06-27,676.191
2005-06-28,677.726
2005-06-29,676.438
2005-06-30,672.585
2005-07-01,670.438
2005-07-04,667.432
2005-07-05,664.359
2005-07-06,671.006
2005-07-07,655.622
2005-07-08,662.299
2005-07-11,672.798
2005-07-12,678.386
2005-07-13,675.322
2005-07-14,680.073
2005-07-15,673.97
2005-07-18,669.329
2005-07-19,661.353
2005-07-20,660.348
2005-07-21,667.842
2005-07-22,668.683
2005-07-25,670.36
2005-07-26,671.807
2005-07-27,673.74
2005-07-28,676.304
2005-07-29,678.244
2005-08-01,684.066
2005-08-02,687.583
2005-08-03,690.052
2005-08-04,685.459
2005-08-05,684.88
2005-08-08,691.056
2005-08-09,690.138
2005-08-10,699.089
2005-08-11,699.365
2005-08-12,701.1
2005-08-15,699.198
2005-08-16,698.241
2005-08-17,696.708
2005-08-18,688.557
2005-08-19,692.637
2005-08-22,697.684
2005-08-23,695.314
2005-08-24,692.766
2005-08-25,690.97
2005-08-26,690.972
2005-08-29,688.737
2005-08-30,683.776
2005-08-31,693.166
2005-09-01,707.601
2005-09-02,711.241
2005-09-05,715.593
2005-09-06,717.366
2005-09-07,716.539
2005-09-08,714.043
2005-09-09,715.19
2005-09-12,709.515
2005-09-13,705.899
2005-09-14,709.196
2005-09-15,703.915
2005-09-16,705.71
2005-09-19,706.728
2005-09-20,705.559
2005-09-21,701.607
2005-09-22,694.405
2005-09-23,692.724
2005-09-26,694.803
2005-09-27,690.553
2005-09-28,694.13
2005-09-29,691.433
2005-09-30,694.972
2005-10-03,692.097
2005-10-04,695.301
2005-10-05,688.775
2005-10-06,686.097
2005-10-07,679.286
2005-10-10,676.83
2005-10-11,676.174
2005-10-12,672.419
2005-10-13,661.987
2005-10-14,669.182
2005-10-17,663.805
2005-10-18,660.011
2005-10-19,652.442
2005-10-20,655.995
2005-10-21,655.379
2005-10-24,660.671
2005-10-25,665.428
2005-10-26,666.76
2005-10-27,663.714
2005-10-28,663.544
2005-10-31,676.421
2005-11-01,676.206
2005-11-02,685.512
2005-11-03,694.435
2005-11-04,682.684
