Date,EUROPE IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-18,425.921
2001-10-19,419.101
2001-10-22,423.232
2001-10-23,430.688
2001-10-24,433.679
2001-10-25,427.92
2001-10-26,435.12
2001-10-29,432.042
2001-10-30,423.253
2001-10-31,426.545
2001-11-01,432.084
2001-11-02,432.826
2001-11-05,440.35
2001-11-06,441.261
2001-11-07,445.794
2001-11-08,450.457
2001-11-09,445.967
2001-11-12,437.385
2001-11-13,445.663
2001-11-14,448.451
2001-11-15,450.979
2001-11-16,455.294
2001-11-19,456.88
2001-11-20,450.847
2001-11-21,446.383
2001-11-22,452.244
2001-11-23,448.857
2001-11-26,451.525
2001-11-27,447.054
2001-11-28,443.494
2001-11-29,442.543
2001-11-30,447.979
2001-12-03,443.581
2001-12-04,450.967
2001-12-05,462.962
2001-12-06,465.407
2001-12-07,461.893
2001-12-10,453.627
2001-12-11,454.751
2001-12-12,453.42
2001-12-13,446.307
2001-12-14,443.973
2001-12-17,454.374
2001-12-18,453.341
2001-12-19,447.792
2001-12-20,445.029
2001-12-21,446.271
2001-12-24,442.639
2001-12-25,442.631
2001-12-26,443.427
2001-12-27,452.575
2001-12-28,453.253
2001-12-31,457.273
2002-01-01,457.268
2002-01-02,459.313
2002-01-03,466.472
2002-01-04,464.356
2002-01-07,459.585
2002-01-08,454.839
2002-01-09,454.504
2002-01-10,451.115
2002-01-11,452.728
2002-01-14,444.809
2002-01-15,446.984
2002-01-16,437.928
2002-01-17,441.286
2002-01-18,441.297
2002-01-21,437.828
2002-01-22,438.453
2002-01-23,440.471
2002-01-24,443.816
2002-01-25,434.623
2002-01-28,435.034
2002-01-29,430.291
2002-01-30,424.859
2002-01-31,429.786
2002-02-01,430.381
2002-02-04,427.771
2002-02-05,421.912
2002-02-06,417.156
2002-02-07,421.548
2002-02-08,422.212
2002-02-11,428.33
2002-02-12,426.389
2002-02-13,427.517
2002-02-14,429.891
2002-02-15,427.863
2002-02-18,423.895
2002-02-19,417.923
2002-02-20,414.979
2002-02-21,417.675
2002-02-22,415.423
2002-02-25,418.284
2002-02-26,419.882
2002-02-27,425.623
2002-02-28,425.704
2002-03-01,428.965
2002-03-04,438.895
2002-03-05,437.242
2002-03-06,441.3
2002-03-07,446.953
2002-03-08,448.146
2002-03-11,444.703
2002-03-12,438.434
2002-03-13,439.459
2002-03-14,443.793
2002-03-15,447.056
2002-03-18,449.491
2002-03-19,450.535
2002-03-20,446.895
2002-03-21,445.414
2002-03-22,446.126
2002-03-25,442.22
2002-03-26,442.776
2002-03-27,441.255
2002-03-28,445.158
2002-03-29,445.154
2002-04-01,449.237
2002-04-02,447.03
2002-04-03,445.203
2002-04-04,441.766
2002-04-05,441.36
2002-04-08,432.64
2002-04-09,434.102
2002-04-10,437.937
2002-04-11,432.212
2002-04-12,432.038
2002-04-15,435.255
2002-04-16,443.173
2002-04-17,446.618
2002-04-18,442.685
2002-04-19,441.921
2002-04-22,437.101
2002-04-23,436.529
2002-04-24,435.845
2002-04-25,435.766
2002-04-26,434.132
2002-04-29,433.773
2002-04-30,434.053
2002-05-01,436.093
2002-05-02,432.523
2002-05-03,430.951
2002-05-06,432.01
2002-05-07,426.02
2002-05-08,434.361
2002-05-09,433.251
2002-05-10,429.319
2002-05-13,431.426
2002-05-14,432.895
2002-05-15,438.017
2002-05-16,437.367
2002-05-17,440.658
2002-05-20,438.977
2002-05-21,436.116
2002-05-22,433.178
2002-05-23,430.24
2002-05-24,429.983
2002-05-27,428.828
2002-05-28,429.997
2002-05-29,429.666
2002-05-30,425.774
2002-05-31,426.87
2002-06-03,424.588
2002-06-04,418.595
2002-06-05,414.016
2002-06-06,414.938
2002-06-07,409.584
2002-06-10,411.446
2002-06-11,414.291
2002-06-12,406.216
2002-06-13,401.195
2002-06-14,393.383
2002-06-17,404.909
2002-06-18,404.279
2002-06-19,400.939
2002-06-20,395.883
2002-06-21,396.487
2002-06-24,389.256
2002-06-25,395.728
2002-06-26,395.474
2002-06-27,399.392
2002-06-28,413.05
2002-07-01,413.268
2002-07-02,400.386
2002-07-03,387.196
2002-07-04,395.234
2002-07-05,408.749
2002-07-08,412.514
2002-07-09,410.399
2002-07-10,395.328
2002-07-11,382.205
2002-07-12,385.092
2002-07-15,373.238
2002-07-16,373.741
2002-07-17,384.105
2002-07-18,388.721
2002-07-19,372.818
2002-07-22,354.841
2002-07-23,343.235
2002-07-24,339.726
2002-07-25,354.347
2002-07-26,355.077
2002-07-29,370.114
2002-07-30,371.227
2002-07-31,368.806
2002-08-01,356.77
2002-08-02,357.273
2002-08-05,346.063
2002-08-06,351.875
2002-08-07,349.703
2002-08-08,362.295
2002-08-09,367.999
2002-08-12,362.243
2002-08-13,365.547
2002-08-14,360.622
2002-08-15,367.917
2002-08-16,371.419
2002-08-19,378.882
2002-08-20,371.948
2002-08-21,377.32
2002-08-22,380.58
2002-08-23,376.349
2002-08-26,373.094
2002-08-27,381.112
2002-08-28,368.232
2002-08-29,364.138
2002-08-30,365.671
2002-09-02,360.114
2002-09-03,351.585
2002-09-04,353.593
2002-09-05,352.007
2002-09-06,359.763
2002-09-09,353.748
2002-09-10,358.742
2002-09-11,365.766
2002-09-12,354.533
2002-09-13,349.198
2002-09-16,344.881
2002-09-17,341.282
2002-09-18,333.993
2002-09-19,329.253
2002-09-20,331.046
2002-09-23,320.493
2002-09-24,315.599
2002-09-25,320.572
2002-09-26,333.156
2002-09-27,332.782
2002-09-30,323.507
2002-10-01,325.728
2002-10-02,336.016
2002-10-03,333.804
2002-10-04,325.597
2002-10-07,320.877
2002-10-08,314.931
2002-10-09,315.066
2002-10-10,321.001
2002-10-11,335.489
2002-10-14,333.497
2002-10-15,350.258
2002-10-16,343.461
2002-10-17,351.563
2002-10-18,349.251
2002-10-21,350.28
2002-10-22,350.481
2002-10-23,340.347
2002-10-24,348.104
2002-10-25,348.671
2002-10-28,354.247
2002-10-29,342.266
2002-10-30,349.517
2002-10-31,355.9
2002-11-01,353.359
2002-11-04,364.75
2002-11-05,367.161
2002-11-06,363.258
2002-11-07,360.508
2002-11-08,357.712
2002-11-11,354.422
2002-11-12,360.655
2002-11-13,358.007
2002-11-14,364.198
2002-11-15,366.62
2002-11-18,370.017
2002-11-19,368.848
2002-11-20,366.105
2002-11-21,375.827
2002-11-22,375.736
2002-11-25,371.325
2002-11-26,365.174
2002-11-27,370.969
2002-11-28,374.593
2002-11-29,372.56
2002-12-02,372.938
2002-12-03,365.163
2002-12-04,365.772
2002-12-05,361.974
2002-12-06,362.968
2002-12-09,356.173
2002-12-10,357.675
2002-12-11,360.463
2002-12-12,358.269
2002-12-13,356.309
2002-12-16,363.368
2002-12-17,361.786
2002-12-18,354.796
2002-12-19,353.94
2002-12-20,357.119
2002-12-23,357.148
2002-12-24,358.61
2002-12-25,358.604
2002-12-26,359.135
2002-12-27,351.188
2002-12-30,356.23
2002-12-31,360.174
2003-01-01,360.169
2003-01-02,364.91
2003-01-03,369.724
2003-01-06,372.492
2003-01-07,368.772
2003-01-08,362.752
2003-01-09,367.456
2003-01-10,369.371
2003-01-13,369.464
2003-01-14,373.013
2003-01-15,366.979
2003-01-16,365.38
2003-01-17,360.615
2003-01-20,356.696
2003-01-21,354.385
2003-01-22,349.207
2003-01-23,348.348
2003-01-24,346.874
2003-01-27,335.726
2003-01-28,335.503
2003-01-29,338.82
2003-01-30,343.402
2003-01-31,342.747
2003-02-03,347.617
2003-02-04,341.13
2003-02-05,344.737
2003-02-06,337.929
2003-02-07,334.542
2003-02-10,330.853
2003-02-11,336.605
2003-02-12,330.932
2003-02-13,331.431
2003-02-14,335.62
2003-02-17,339.787
2003-02-18,341.034
2003-02-19,334.91
2003-02-20,335.861
2003-02-21,338.212
2003-02-24,333.935
2003-02-25,324.717
2003-02-26,324.676
2003-02-27,324.52
2003-02-28,331.246
2003-03-03,335.41
2003-03-04,329.035
2003-03-05,327.726
2003-03-06,325.962
2003-03-07,321.733
2003-03-10,314.75
2003-03-11,314.346
2003-03-12,306.175
2003-03-13,317.464
2003-03-14,326.861
2003-03-17,334.091
2003-03-18,333.776
2003-03-19,337.908
2003-03-20,337.9
2003-03-21,346.186
2003-03-24,335.407
2003-03-25,339.948
2003-03-26,339.481
2003-03-27,335.951
2003-03-28,335.785
2003-03-31,329.565
2003-04-01,333.139
2003-04-02,340.948
2003-04-03,342.362
2003-04-04,345.502
2003-04-07,353.832
2003-04-08,350.742
2003-04-09,352.186
2003-04-10,349.17
2003-04-11,349.894
2003-04-14,354.023
2003-04-15,359.975
2003-04-16,358.726
2003-04-17,363.386
2003-04-18,363.377
2003-04-21,360.887
2003-04-22,366.328
2003-04-23,370.432
2003-04-24,368.312
2003-04-25,365.704
2003-04-28,372.007
2003-04-29,370.287
2003-04-30,375.693
2003-05-01,378.604
2003-05-02,378.18
2003-05-05,382.838
2003-05-06,389.504
2003-05-07,385.445
2003-05-08,380.189
2003-05-09,383.976
2003-05-12,385.819
2003-05-13,386.137
2003-05-14,386.162
2003-05-15,389.251
2003-05-16,393.999
2003-05-19,386.077
2003-05-20,386.269
2003-05-21,384.269
2003-05-22,389.104
2003-05-23,389.676
2003-05-26,390.229
2003-05-27,392.875
2003-05-28,396.98
2003-05-29,400.296
2003-05-30,397.38
2003-06-02,404.073
2003-06-03,401.222
2003-06-04,403.509
2003-06-05,406.615
2003-06-06,411.35
2003-06-09,409.07
2003-06-10,407.581
2003-06-11,415.52
2003-06-12,415.842
2003-06-13,413.19
2003-06-16,421.464
2003-06-17,424.889
2003-06-18,423.036
2003-06-19,417.303
2003-06-20,417.525
2003-06-23,407.304
2003-06-24,405.067
2003-06-25,408.061
2003-06-26,403.422
2003-06-27,403.115
2003-06-30,400.678
2003-07-01,396.923
2003-07-02,401.571
2003-07-03,404.25
2003-07-04,402.033
2003-07-07,404.74
2003-07-08,402.3
2003-07-09,401.079
2003-07-10,399.201
2003-07-11,401.31
2003-07-14,406.08
2003-07-15,400.846
2003-07-16,398.286
2003-07-17,392.318
2003-07-18,393.687
2003-07-21,393.722
2003-07-22,396.658
2003-07-23,401.281
2003-07-24,408.448
2003-07-25,407.509
2003-07-28,410.002
2003-07-29,409.143
2003-07-30,407.151
2003-07-31,405.295
2003-08-01,401.779
2003-08-04,402.085
2003-08-05,404.47
2003-08-06,400.463
2003-08-07,401.442
2003-08-08,402.556
2003-08-11,403.161
2003-08-12,404.51
2003-08-13,406.234
2003-08-14,408.956
2003-08-15,409.489
2003-08-18,409.123
2003-08-19,407.792
2003-08-20,407.912
2003-08-21,406.263
2003-08-22,404.549
2003-08-25,402.804
2003-08-26,399.643
2003-08-27,402.968
2003-08-28,405.138
2003-08-29,405.474
2003-09-01,410.155
2003-09-02,407.049
2003-09-03,413.051
2003-09-04,415.09
2003-09-05,418.792
2003-09-08,423.061
2003-09-09,421.537
2003-09-10,418.991
2003-09-11,419.448
2003-09-12,420.986
2003-09-15,422.511
2003-09-16,422.782
2003-09-17,426.535
2003-09-18,430.744
2003-09-19,430.657
2003-09-22,427.446
2003-09-23,426.935
2003-09-24,426.039
2003-09-25,424.44
2003-09-26,420.899
2003-09-29,421.281
2003-09-30,418.511
2003-10-01,425.268
2003-10-02,427.236
2003-10-03,434.958
2003-10-06,434.465
2003-10-07,434.925
2003-10-08,436.294
2003-10-09,440.916
2003-10-10,441.904
2003-10-13,444.105
2003-10-14,443.359
2003-10-15,444.831
2003-10-16,445.784
2003-10-17,443.158
2003-10-20,444.052
2003-10-21,445.819
2003-10-22,442.744
2003-10-23,440.086
2003-10-24,441.266
2003-10-27,443.229
2003-10-28,443.571
2003-10-29,445.294
2003-10-30,448.04
2003-10-31,444.822
2003-11-03,445.486
2003-11-04,444.266
2003-11-05,440.992
2003-11-06,441.273
2003-11-07,446.827
2003-11-10,444.018
2003-11-11,443.199
2003-11-12,449.415
2003-11-13,454.108
2003-11-14,459.069
2003-11-17,452.259
2003-11-18,455.808
2003-11-19,453.858
2003-11-20,452.995
2003-11-21,454.525
2003-11-24,456.58
2003-11-25,457.331
2003-11-26,460.808
2003-11-27,462.12
2003-11-28,463.667
2003-12-01,469.324
2003-12-02,472.095
2003-12-03,474.688
2003-12-04,472.098
2003-12-05,471.325
2003-12-08,471.908
2003-12-09,473.946
2003-12-10,471.382
2003-12-11,470.525
2003-12-12,473.827
2003-12-15,475.793
2003-12-16,474.651
2003-12-17,476.534
2003-12-18,480.401
2003-12-19,479.333
2003-12-22,479.298
2003-12-23,482.208
2003-12-24,484.726
2003-12-25,484.729
2003-12-26,484.663
2003-12-29,487.09
2003-12-30,490.714
2003-12-31,494.768
2004-01-01,494.772
2004-01-02,499.073
2004-01-05,505.368
2004-01-06,508.397
2004-01-07,505.139
2004-01-08,513.701
2004-01-09,517.914
2004-01-12,514.901
2004-01-13,515.454
2004-01-14,516.456
2004-01-15,511.798
2004-01-16,509.352
2004-01-19,509.925
2004-01-20,515.833
2004-01-21,519.633
2004-01-22,524.007
2004-01-23,522.337
2004-01-26,516.743
2004-01-27,519.848
2004-01-28,520.265
2004-01-29,507.999
2004-01-30,508.414
2004-02-02,510.318
2004-02-03,514.226
2004-02-04,511.411
2004-02-05,515.009
2004-02-06,522.855
2004-02-09,527.25
2004-02-10,528.948
2004-02-11,528.385
2004-02-12,534.691
2004-02-13,532.732
2004-02-16,533.094
2004-02-17,539.747
2004-02-18,540.288
2004-02-19,540.026
2004-02-20,532.083
2004-02-23,531.878
2004-02-24,531.56
2004-02-25,529.288
2004-02-26,524.411
2004-02-27,524.335
2004-03-01,530.735
2004-03-02,527.668
2004-03-03,518.663
2004-03-04,523.173
2004-03-05,532.071
2004-03-08,530.95
2004-03-09,527.761
2004-03-10,518.208
2004-03-11,505.865
2004-03-12,505.337
2004-03-15,497.086
2004-03-16,503.976
2004-03-17,505.341
2004-03-18,505.551
2004-03-19,506.643
2004-03-22,498.037
2004-03-23,496.377
2004-03-24,491.776
2004-03-25,496.732
2004-03-26,494.329
2004-03-29,501.534
2004-03-30,502.199
2004-03-31,506.069
2004-04-01,515.217
2004-04-02,514.035
2004-04-05,510.708
2004-04-06,508.107
2004-04-07,513.235
2004-04-08,512.884
2004-04-09,512.884
2004-04-12,512.002
2004-04-13,507.77
2004-04-14,501.245
2004-04-15,501.752
2004-04-16,508.32
2004-04-19,510.359
2004-04-20,508.128
2004-04-21,501.97
2004-04-22,504.439
2004-04-23,504.456
2004-04-26,507.843
2004-04-27,509.249
2004-04-28,499.095
2004-04-29,500.319
2004-04-30,497.89
2004-05-03,499.47
2004-05-04,506.964
2004-05-05,511.718
2004-05-06,502.895
2004-05-07,497.016
2004-05-10,481.888
2004-05-11,484.491
2004-05-12,483.765
2004-05-13,485.616
2004-05-14,483.064
2004-05-17,482.217
2004-05-18,485.454
2004-05-19,496.419
2004-05-20,488.926
2004-05-21,491.361
2004-05-24,492.194
2004-05-25,493.868
2004-05-26,497.372
2004-05-27,507.504
2004-05-28,503.817
2004-05-31,504.659
2004-06-01,501.337
2004-06-02,505.382
2004-06-03,505.751
2004-06-04,509.14
2004-06-07,515.191
2004-06-08,514.931
2004-06-09,508.963
2004-06-10,508.631
2004-06-11,504.9
2004-06-14,500.791
2004-06-15,504.007
2004-06-16,505.808
2004-06-17,507.619
2004-06-18,511.6
2004-06-21,510.459
2004-06-22,505.632
2004-06-23,507.198
2004-06-24,512.486
2004-06-25,511.127
2004-06-28,516.018
2004-06-29,510.621
2004-06-30,509.384
2004-07-01,507.929
2004-07-02,511.182
2004-07-05,509.079
2004-07-06,506.415
2004-07-07,509.737
2004-07-08,512.322
2004-07-09,510.14
2004-07-12,509.072
2004-07-13,506.174
2004-07-14,508.733
2004-07-15,502.677
2004-07-16,506.354
2004-07-19,502.389
2004-07-20,501.936
2004-07-21,500.611
2004-07-22,495.403
2004-07-23,490.345
2004-07-26,486.686
2004-07-27,486.93
2004-07-28,486.509
2004-07-29,492.848
2004-07-30,492.248
2004-08-02,491.09
2004-08-03,493.239
2004-08-04,489.27
2004-08-05,489.466
2004-08-06,486.772
2004-08-09,481.921
2004-08-10,486.795
2004-08-11,480.193
2004-08-12,479.719
2004-08-13,483.684
2004-08-16,487.665
2004-08-17,488.674
2004-08-18,486.914
2004-08-19,491.239
2004-08-20,487.91
2004-08-23,489.994
2004-08-24,485.865
2004-08-25,486.241
2004-08-26,490.237
2004-08-27,491.242
2004-08-30,490.74
2004-08-31,490.319
2004-09-01,493.861
2004-09-02,494.47
2004-09-03,493.61
2004-09-06,497.016
2004-09-07,496.277
2004-09-08,498.473
2004-09-09,497.024
2004-09-10,504.296
2004-09-13,506.522
2004-09-14,506.209
2004-09-15,499.522
2004-09-16,501.201
2004-09-17,504.581
2004-09-20,501.583
2004-09-21,508.004
2004-09-22,505.51
2004-09-23,504.786
2004-09-24,504.341
2004-09-27,502.24
2004-09-28,505.33
2004-09-29,507.857
2004-09-30,508.819
2004-10-01,515.633
2004-10-04,515.309
2004-10-05,516.207
2004-10-06,514.744
2004-10-07,512.935
2004-10-08,516.429
2004-10-11,513.712
2004-10-12,507.217
2004-10-13,507.834
2004-10-14,508.632
2004-10-15,512.425
2004-10-18,512.556
2004-10-19,518.899
2004-10-20,517.599
2004-10-21,521.337
2004-10-22,521.087
2004-10-25,518.48
2004-10-26,520.1
2004-10-27,526.19
2004-10-28,527.757
2004-10-29,526.065
2004-11-01,531.179
2004-11-02,534.731
2004-11-03,541.485
2004-11-04,542.836
2004-11-05,547.739
2004-11-08,548.4
2004-11-09,546.253
2004-11-10,547.721
2004-11-11,551.779
2004-11-12,555.994
2004-11-15,555.875
2004-11-16,554.769
2004-11-17,561.675
2004-11-18,560.301
2004-11-19,557.355
2004-11-22,553.433
2004-11-23,556.097
2004-11-24,559.218
2004-11-25,565.977
2004-11-26,565.712
2004-11-29,566.76
2004-11-30,563.896
2004-12-01,570.641
2004-12-02,572.902
2004-12-03,575.985
2004-12-06,575.323
2004-12-07,577.68
2004-12-08,569.577
2004-12-09,565.06
2004-12-10,564.775
2004-12-13,572.161
2004-12-14,571.489
2004-12-15,576.899
2004-12-16,573.514
2004-12-17,567.629
2004-12-20,576.496
2004-12-21,573.458
2004-12-22,576.676
2004-12-23,581.519
2004-12-24,583.662
2004-12-27,586.589
2004-12-28,586.488
2004-12-29,586.152
2004-12-30,588.304
2004-12-31,587.327
2005-01-03,585.375
2005-01-04,579.871
2005-01-05,575.263
2005-01-06,572.659
2005-01-07,571.127
2005-01-10,572.785
2005-01-11,571.103
2005-01-12,572.535
2005-01-13,571.052
2005-01-14,568.747
2005-01-17,571.121
2005-01-18,568.528
2005-01-19,570.403
2005-01-20,564.236
2005-01-21,565.317
2005-01-24,566.695
2005-01-25,565.875
2005-01-26,572.025
2005-01-27,573.569
2005-01-28,570.995
2005-01-31,575.238
2005-02-01,577.383
2005-02-02,580.031
2005-02-03,576.949
2005-02-04,581.054
2005-02-07,579.231
2005-02-08,577.36
2005-02-09,578.563
2005-02-10,581.656
2005-02-11,585.025
2005-02-14,590.468
2005-02-15,592.55
2005-02-16,589.813
2005-02-17,593.052
2005-02-18,593.841
2005-02-21,594.951
2005-02-22,597.923
2005-02-23,593.9
2005-02-24,594.054
2005-02-25,599.75
2005-02-28,601.38
2005-03-01,602.471
2005-03-02,599.384
2005-03-03,599.932
2005-03-04,608.253
2005-03-07,605.435
2005-03-08,608.795
2005-03-09,606.312
2005-03-10,604.88
2005-03-11,608.287
2005-03-14,602.459
2005-03-15,604.551
2005-03-16,603.565
2005-03-17,601.85
2005-03-18,598.227
2005-03-21,592.195
2005-03-22,594.204
2005-03-23,584.32
2005-03-24,585.455
2005-03-25,585.455
2005-03-28,582.465
2005-03-29,583.96
2005-03-30,585.925
2005-03-31,587.57
2005-04-01,588.796
2005-04-04,579.7
2005-04-05,585.629
2005-04-06,588.991
2005-04-07,592.799
2005-04-08,592.69
2005-04-11,597.033
2005-04-12,591.769
2005-04-13,595.653
2005-04-14,591.366
2005-04-15,589.508
2005-04-18,584.152
2005-04-19,589.757
2005-04-20,589.359
2005-04-21,591.522
2005-04-22,594.358
2005-04-25,591.23
2005-04-26,587.823
2005-04-27,581.212
2005-04-28,579.335
2005-04-29,579.998
2005-05-02,578.693
2005-05-03,583.618
2005-05-04,590.341
2005-05-05,591.669
2005-05-06,590.2
2005-05-09,587.835
2005-05-10,586.412
2005-05-11,583.324
2005-05-12,582.57
2005-05-13,580.442
2005-05-16,578.011
2005-05-17,579.015
2005-05-18,584.359
2005-05-19,585.411
2005-05-20,583.596
2005-05-23,587.981
2005-05-24,587.523
2005-05-25,587.337
2005-05-26,588.894
2005-05-27,589.4
2005-05-30,588.823
2005-05-31,583.557
2005-06-01,587.504
2005-06-02,588.437
2005-06-03,587.717
2005-06-06,586.686
2005-06-07,592.741
2005-06-08,594.452
2005-06-09,588.209
2005-06-10,588.043
2005-06-13,586.255
2005-06-14,586.767
2005-06-15,587.275
2005-06-16,588.68
2005-06-17,596.661
2005-06-20,593.139
2005-06-21,596.07
2005-06-22,595.929
2005-06-23,593.652
2005-06-24,590.564
2005-06-27,588.531
2005-06-28,589.256
2005-06-29,590.194
2005-06-30,589.725
2005-07-01,587.415
2005-07-04,586.095
2005-07-05,585.292
2005-07-06,589.972
2005-07-07,581.045
2005-07-08,588.501
2005-07-11,598.059
2005-07-12,601.915
2005-07-13,599.704
2005-07-14,602.527
2005-07-15,598.426
2005-07-18,598.22
2005-07-19,597.426
2005-07-20,597.443
2005-07-21,602.03
2005-07-22,602.792
2005-07-25,603.293
2005-07-26,600.476
2005-07-27,603.188
2005-07-28,609.597
2005-07-29,613.369
2005-08-01,616.89
2005-08-02,621.881
2005-08-03,628.183
2005-08-04,627.481
2005-08-05,623.467
2005-08-08,629.598
2005-08-09,632.177
2005-08-10,638.384
2005-08-11,639.583
2005-08-12,637.928
2005-08-15,634.169
2005-08-16,630.624
2005-08-17,628.17
2005-08-18,620.383
2005-08-19,624.362
2005-08-22,628.875
2005-08-23,623.812
2005-08-24,623.18
2005-08-25,621.438
2005-08-26,619.867
2005-08-29,618.346
2005-08-30,614.975
2005-08-31,625.169
2005-09-01,639.584
2005-09-02,643.774
2005-09-05,644.137
2005-09-06,646.946
2005-09-07,647.904
2005-09-08,645.318
2005-09-09,649.017
2005-09-12,643.559
2005-09-13,638.787
2005-09-14,642.499
2005-09-15,638.44
2005-09-16,642.323
2005-09-19,641.765
2005-09-20,643.164
2005-09-21,640.448
2005-09-22,634.135
2005-09-23,632.531
2005-09-26,637.556
2005-09-27,634.128
2005-09-28,638.917
2005-09-29,637.668
2005-09-30,642.788
2005-10-03,640.096
2005-10-04,642.532
2005-10-05,636.924
2005-10-06,637.349
2005-10-07,633.859
2005-10-10,632.317
2005-10-11,631.373
2005-10-12,628.639
2005-10-13,616.695
2005-10-14,623.771
2005-10-17,622.057
2005-10-18,615.946
2005-10-19,608.444
2005-10-20,610.926
2005-10-21,609.303
2005-10-24,615.071
2005-10-25,619.112
2005-10-26,620.637
2005-10-27,615.454
2005-10-28,614.12
2005-10-31,621.651
2005-11-01,623.163
2005-11-02,628.921
2005-11-03,635.366
2005-11-04,625.082
2005-11-07,626.381
