Date,EUROPE IMI GROWTH IMI (Large+Mid+Small Cap)
2010-09-01,774.487
2010-09-02,774.821
2010-09-03,782.338
2010-09-06,784.062
2010-09-07,772.654
2010-09-08,782.299
2010-09-09,790.372
2010-09-10,788.252
2010-09-13,800.99
2010-09-14,807.858
2010-09-15,809.096
2010-09-16,806.348
2010-09-17,804.031
2010-09-20,816.348
2010-09-21,815.666
2010-09-22,822.737
2010-09-23,819.115
2010-09-24,836.276
2010-09-27,833.53
2010-09-28,836.865
2010-09-29,836.37
2010-09-30,834.356
2010-10-01,837.181
2010-10-04,830.174
2010-10-05,848.655
2010-10-06,856.157
2010-10-07,856.483
2010-10-08,856.846
2010-10-11,857.999
2010-10-12,854.234
2010-10-13,872.48
2010-10-14,878.605
2010-10-15,874.47
2010-10-18,872.432
2010-10-19,855.46
2010-10-20,870.395
2010-10-21,878.541
2010-10-22,870.285
2010-10-25,878.725
2010-10-26,869.101
2010-10-27,856.816
2010-10-28,866.514
2010-10-29,866.882
2010-11-01,869.292
2010-11-02,880.541
2010-11-03,878.356
2010-11-04,906.886
2010-11-05,901.873
2010-11-08,893.684
2010-11-09,898.927
2010-11-10,880.36
2010-11-11,880.43
2010-11-12,877.259
2010-11-15,877.383
2010-11-16,854.678
2010-11-17,858.343
2010-11-18,875.241
2010-11-19,873.133
2010-11-22,867.3
2010-11-23,845.441
2010-11-24,853.517
2010-11-25,858.219
2010-11-26,846.344
2010-11-29,826.114
2010-11-30,821.925
2010-12-01,839.371
2010-12-02,860.816
2010-12-03,873.092
2010-12-06,869.961
2010-12-07,881.738
2010-12-08,873.448
2010-12-09,870.236
2010-12-10,875.682
2010-12-13,889.546
2010-12-14,890.223
2010-12-15,882.837
2010-12-16,878.13
2010-12-17,873.823
2010-12-20,876.614
2010-12-21,887.041
2010-12-22,887.5
2010-12-23,886.387
2010-12-24,888.89
2010-12-27,884.493
2010-12-28,885.465
2010-12-29,888.425
2010-12-30,887.257
2010-12-31,892.234
2011-01-03,893.824
2011-01-04,897.234
2011-01-05,884.436
2011-01-06,879.914
2011-01-07,877.21
2011-01-10,867.991
2011-01-11,880.06
2011-01-12,895.375
2011-01-13,901.768
2011-01-14,901.009
2011-01-17,897.922
2011-01-18,911.543
2011-01-19,903.022
2011-01-20,881.05
2011-01-21,895.077
2011-01-24,902.137
2011-01-25,897.734
2011-01-26,910.239
2011-01-27,911.255
2011-01-28,896.14
2011-01-31,900.604
2011-02-01,917.111
2011-02-02,921.147
2011-02-03,912.941
2011-02-04,910.301
2011-02-07,919.538
2011-02-08,926.837
2011-02-09,925.68
2011-02-10,917.57
2011-02-11,921.542
2011-02-14,921.423
2011-02-15,922.603
2011-02-16,922.629
2011-02-17,926.956
2011-02-18,929.008
2011-02-21,921.016
2011-02-22,918.512
2011-02-23,911.498
2011-02-24,907.906
2011-02-25,918.682
2011-02-28,929.654
2011-03-01,927.098
2011-03-02,925.28
2011-03-03,933.982
2011-03-04,931.057
2011-03-07,929.203
2011-03-08,924.795
2011-03-09,925.827
2011-03-10,905.309
2011-03-11,899.845
2011-03-14,899.721
2011-03-15,878.945
2011-03-16,865.282
2011-03-17,885.941
2011-03-18,896.914
2011-03-21,914.144
2011-03-22,912.841
2011-03-23,913.049
2011-03-24,927.319
2011-03-25,924.733
2011-03-28,923.373
2011-03-29,924.024
2011-03-30,934.994
2011-03-31,933.524
2011-04-01,943.424
2011-04-04,952.042
2011-04-05,953.12
2011-04-06,962.498
2011-04-07,953.829
2011-04-08,965.966
2011-04-11,964.743
2011-04-12,950.156
2011-04-13,958.776
2011-04-14,955.167
2011-04-15,956.854
2011-04-18,930.987
2011-04-19,945.187
2011-04-20,974.154
2011-04-21,985.724
2011-04-22,985.724
2011-04-25,983.278
2011-04-26,990.739
2011-04-27,992.402
2011-04-28,1005.392
2011-04-29,1010.871
2011-05-02,1015.921
2011-05-03,1007.252
2011-05-04,995.602
2011-05-05,976.48
2011-05-06,984.628
2011-05-09,969.271
2011-05-10,983.217
2011-05-11,982.001
2011-05-12,969.355
2011-05-13,967.286
2011-05-16,970.23
2011-05-17,955.188
2011-05-18,963.578
2011-05-19,969.235
2011-05-20,963.553
2011-05-23,940.019
2011-05-24,948.624
2011-05-25,952.371
2011-05-26,954.57
2011-05-27,972.951
2011-05-30,973.928
2011-05-31,987.393
2011-06-01,984.661
2011-06-02,973.294
2011-06-03,976.151
2011-06-06,975.616
2011-06-07,978.508
2011-06-08,961.978
2011-06-09,966.494
2011-06-10,944.405
2011-06-13,947.923
2011-06-14,959.454
2011-06-15,939.006
2011-06-16,923.901
2011-06-17,932.836
2011-06-20,929.547
2011-06-21,945.515
2011-06-22,943.235
2011-06-23,914.119
2011-06-24,917.508
2011-06-27,925.841
2011-06-28,935.047
2011-06-29,952.162
2011-06-30,967.667
2011-07-01,972.897
2011-07-04,979.285
2011-07-05,978.907
2011-07-06,968.306
2011-07-07,977.933
2011-07-08,966.294
2011-07-11,939.597
2011-07-12,933.007
2011-07-13,951.985
2011-07-14,943.784
2011-07-15,940.392
2011-07-18,918.959
2011-07-19,935.117
2011-07-20,944.057
2011-07-21,959.957
2011-07-22,966.044
2011-07-25,966.442
2011-07-26,971.664
2011-07-27,956.418
2011-07-28,948.95
2011-07-29,945.878
2011-08-01,929.183
2011-08-02,911.398
2011-08-03,898.023
2011-08-04,856.917
2011-08-05,843.579
2011-08-08,804.598
2011-08-09,824.478
2011-08-10,799.085
2011-08-11,822.808
2011-08-12,847.866
2011-08-15,861.361
2011-08-16,858.255
2011-08-17,863.514
2011-08-18,814.407
2011-08-19,809.057
2011-08-22,811.125
2011-08-23,817.933
2011-08-24,828.773
2011-08-25,817.131
2011-08-26,815.097
2011-08-29,832.395
2011-08-30,838.301
2011-08-31,862.723
2011-09-01,859.965
2011-09-02,840.571
2011-09-05,802.224
2011-09-06,794.575
2011-09-07,818.918
2011-09-08,822.234
2011-09-09,789.288
2011-09-12,767.492
2011-09-13,773.93
2011-09-14,784.269
2011-09-15,805.476
2011-09-16,807.16
2011-09-19,780.248
2011-09-20,800.373
2011-09-21,786.849
2011-09-22,736.938
2011-09-23,741.503
2011-09-26,748.589
2011-09-27,788.518
2011-09-28,776.664
2011-09-29,780.171
2011-09-30,757.048
2011-10-03,740.787
2011-10-04,719.619
2011-10-05,740.134
2011-10-06,765.572
2011-10-07,776.596
2011-10-10,798.03
2011-10-11,795.303
2011-10-12,816.667
2011-10-13,804.846
2011-10-14,821.616
2011-10-17,808.463
2011-10-18,802.408
2011-10-19,811.037
2011-10-20,794.932
2011-10-21,826.218
2011-10-24,837.611
2011-10-25,834.25
2011-10-26,832.21
2011-10-27,876.359
2011-10-28,881.196
2011-10-31,848.387
2011-11-01,809.362
2011-11-02,824.257
2011-11-03,836.786
2011-11-04,832.778
2011-11-07,827.409
2011-11-08,838.714
2011-11-09,812.766
2011-11-10,807.054
2011-11-11,833.201
2011-11-14,818.916
2011-11-15,809.969
2011-11-16,808.954
2011-11-17,796.974
2011-11-18,790.081
2011-11-21,761.687
2011-11-22,761.931
2011-11-23,744.939
2011-11-24,744.125
2011-11-25,745.09
2011-11-28,774.938
2011-11-29,780.565
2011-11-30,815.706
2011-12-01,810.718
2011-12-02,813.226
2011-12-05,820.268
2011-12-06,812.792
2011-12-07,813.559
2011-12-08,798.29
2011-12-09,806.878
2011-12-12,786.849
2011-12-13,784.483
2011-12-14,761.412
2011-12-15,769.899
2011-12-16,770.329
2011-12-19,769.817
2011-12-20,789.262
2011-12-21,781.778
2011-12-22,788.967
2011-12-23,794.098
2011-12-26,794.098
2011-12-27,796.42
2011-12-28,786.795
2011-12-29,790.881
2011-12-30,801.424
2012-01-02,808.306
2012-01-03,826.885
2012-01-04,815.323
2012-01-05,804.935
2012-01-06,800.739
2012-01-09,801.847
2012-01-10,815.924
2012-01-11,806.6
2012-01-12,811.347
2012-01-13,802.708
2012-01-16,808.957
2012-01-17,818.304
2012-01-18,826.068
2012-01-19,836.983
2012-01-20,836.446
2012-01-23,846.826
2012-01-24,839.798
2012-01-25,837.605
2012-01-26,859.168
2012-01-27,850.034
2012-01-30,841.211
2012-01-31,844.878
2012-02-01,867.54
2012-02-02,867.752
2012-02-03,879.673
2012-02-06,875.898
2012-02-07,882.884
2012-02-08,880.471
2012-02-09,886.444
2012-02-10,874.876
2012-02-13,882.695
2012-02-14,875.884
2012-02-15,878.971
2012-02-16,877.979
2012-02-17,888.579
2012-02-20,903.009
2012-02-21,897.659
2012-02-22,891.477
2012-02-23,896.831
2012-02-24,907.509
2012-02-27,901.721
2012-02-28,905.945
2012-02-29,904.281
2012-03-01,909.094
2012-03-02,900.39
2012-03-05,897.094
2012-03-06,866.609
2012-03-07,874.45
2012-03-08,900.471
2012-03-09,895.63
2012-03-12,895.479
2012-03-13,907.525
2012-03-14,901.809
2012-03-15,907.898
2012-03-16,920.24
2012-03-19,922.682
2012-03-20,909.741
2012-03-21,908.594
2012-03-22,898.365
2012-03-23,904.41
2012-03-26,918.932
2012-03-27,915.744
2012-03-28,904.779
2012-03-29,895.117
2012-03-30,907.734
2012-04-02,922.899
2012-04-03,918.226
2012-04-04,884.459
2012-04-05,883.006
2012-04-06,883.006
2012-04-09,883.553
2012-04-10,864.033
2012-04-11,872.732
2012-04-12,890.319
2012-04-13,873.462
2012-04-16,877.016
2012-04-17,896.746
2012-04-18,894.176
2012-04-19,895.262
2012-04-20,903.21
2012-04-23,878.234
2012-04-24,890.028
2012-04-25,897.994
2012-04-26,904.096
2012-04-27,911.199
2012-04-30,906.013
2012-05-01,909.608
2012-05-02,904.723
2012-05-03,906.941
2012-05-04,887.391
2012-05-07,886.965
2012-05-08,866.28
2012-05-09,861.64
2012-05-10,866.051
2012-05-11,870.019
2012-05-14,849.696
2012-05-15,842.153
2012-05-16,835.977
2012-05-17,825.859
2012-05-18,814.963
2012-05-21,823.431
2012-05-22,837.039
2012-05-23,809.043
2012-05-24,815.995
2012-05-25,813.476
2012-05-28,817.636
2012-05-29,826.341
2012-05-30,804.522
2012-05-31,798.965
2012-06-01,779.817
2012-06-04,780.534
2012-06-05,780.979
2012-06-06,800.864
2012-06-07,816.27
2012-06-08,806.406
2012-06-11,810.871
2012-06-12,812.431
2012-06-13,816.331
2012-06-14,813.418
2012-06-15,819.86
2012-06-18,821.717
2012-06-19,838.653
2012-06-20,843.542
2012-06-21,833.664
2012-06-22,820.649
2012-06-25,807.361
2012-06-26,807.085
2012-06-27,815.339
2012-06-28,809.521
2012-06-29,845.566
2012-07-02,851.249
2012-07-03,862.64
2012-07-04,857.545
2012-07-05,850.02
2012-07-06,839.427
2012-07-09,834.622
2012-07-10,839.662
2012-07-11,835.682
2012-07-12,822.636
2012-07-13,838.799
2012-07-16,840.561
2012-07-17,837.552
2012-07-18,850.898
2012-07-19,862.382
2012-07-20,849.984
2012-07-23,825.584
2012-07-24,823.179
2012-07-25,823.524
2012-07-26,853.867
2012-07-27,866.247
2012-07-30,868.177
2012-07-31,864.896
2012-08-01,867.749
2012-08-02,851.26
2012-08-03,878.463
2012-08-06,885.809
2012-08-07,888.106
2012-08-08,886.586
2012-08-09,888.141
2012-08-10,887.036
2012-08-13,885.13
2012-08-14,888.618
2012-08-15,885.833
2012-08-16,891.048
2012-08-17,889.64
2012-08-20,889.592
2012-08-21,901.758
2012-08-22,889.438
2012-08-23,893.926
2012-08-24,891.102
2012-08-27,894.117
2012-08-28,891.201
2012-08-29,888.647
2012-08-30,881.252
2012-08-31,890.578
2012-09-03,897.725
2012-09-04,885.355
2012-09-05,890.0
2012-09-06,909.038
2012-09-07,918.33
2012-09-10,913.98
2012-09-11,917.481
2012-09-12,918.414
2012-09-13,919.739
2012-09-14,946.57
2012-09-17,943.727
2012-09-18,938.338
2012-09-19,941.84
2012-09-20,935.027
2012-09-21,939.904
2012-09-24,931.961
2012-09-25,939.067
2012-09-26,917.9
2012-09-27,921.428
2012-09-28,914.431
2012-10-01,929.895
2012-10-02,930.382
2012-10-03,925.966
2012-10-04,934.789
2012-10-05,946.556
2012-10-08,932.043
2012-10-09,923.157
2012-10-10,917.986
2012-10-11,926.662
2012-10-12,924.828
2012-10-15,926.954
2012-10-16,941.016
2012-10-17,948.962
2012-10-18,946.844
2012-10-19,938.077
2012-10-22,936.767
2012-10-23,914.283
2012-10-24,920.435
2012-10-25,925.127
2012-10-26,924.243
2012-10-29,920.72
2012-10-30,930.369
2012-10-31,922.299
2012-11-01,930.854
2012-11-02,929.264
2012-11-05,921.833
2012-11-06,926.707
2012-11-07,913.976
2012-11-08,910.396
2012-11-09,910.216
2012-11-12,907.409
2012-11-13,910.671
2012-11-14,904.126
2012-11-15,897.899
2012-11-16,885.922
2012-11-19,910.631
2012-11-20,914.359
2012-11-21,916.542
2012-11-22,927.488
2012-11-23,937.371
2012-11-26,935.102
2012-11-27,936.987
2012-11-28,936.856
2012-11-29,950.428
2012-11-30,950.677
2012-12-03,957.308
2012-12-04,957.937
2012-12-05,957.241
2012-12-06,958.517
2012-12-07,956.433
2012-12-10,959.544
2012-12-11,965.336
2012-12-12,966.587
2012-12-13,964.851
2012-12-14,966.287
2012-12-17,968.6
2012-12-18,976.437
2012-12-19,982.982
2012-12-20,982.096
2012-12-21,973.603
2012-12-24,973.455
2012-12-25,973.455
2012-12-26,974.804
2012-12-27,975.211
2012-12-28,970.712
2012-12-31,971.191
2013-01-01,971.191
2013-01-02,991.27
2013-01-03,986.577
2013-01-04,985.261
2013-01-07,983.583
2013-01-08,979.426
2013-01-09,982.181
2013-01-10,990.131
2013-01-11,998.482
2013-01-14,995.898
2013-01-15,997.207
2013-01-16,996.137
2013-01-17,1004.684
2013-01-18,999.662
2013-01-21,1003.025
2013-01-22,1002.716
2013-01-23,1006.967
2013-01-24,1014.565
2013-01-25,1025.853
2013-01-28,1021.791
2013-01-29,1025.171
2013-01-30,1025.911
2013-01-31,1022.73
2013-02-01,1039.374
2013-02-04,1019.277
2013-02-05,1021.533
2013-02-06,1020.502
2013-02-07,1008.43
2013-02-08,1018.445
2013-02-11,1009.586
2013-02-12,1019.888
2013-02-13,1024.587
2013-02-14,1018.471
2013-02-15,1019.61
2013-02-18,1016.662
2013-02-19,1029.687
2013-02-20,1031.979
2013-02-21,1008.97
2013-02-22,1016.051
2013-02-25,1016.561
2013-02-26,999.655
2013-02-27,1008.667
2013-02-28,1016.582
2013-03-01,1007.962
2013-03-04,1010.157
2013-03-05,1028.04
2013-03-06,1022.579
2013-03-07,1029.858
2013-03-08,1025.126
2013-03-11,1028.722
2013-03-12,1030.406
2013-03-13,1027.381
2013-03-14,1039.11
2013-03-15,1044.741
2013-03-18,1035.666
2013-03-19,1027.277
2013-03-20,1033.442
2013-03-21,1023.194
2013-03-22,1027.53
2013-03-25,1020.533
2013-03-26,1021.484
2013-03-27,1013.074
2013-03-28,1024.715
2013-03-29,1024.715
2013-04-01,1025.842
2013-04-02,1035.604
2013-04-03,1031.495
2013-04-04,1018.438
2013-04-05,1012.722
2013-04-08,1016.956
2013-04-09,1016.379
2013-04-10,1034.063
2013-04-11,1044.439
2013-04-12,1034.544
2013-04-15,1027.703
2013-04-16,1022.599
2013-04-17,1001.355
2013-04-18,1006.526
2013-04-19,1011.497
2013-04-22,1006.607
2013-04-23,1028.792
2013-04-24,1032.871
2013-04-25,1041.775
2013-04-26,1041.536
2013-04-29,1052.153
2013-04-30,1056.677
2013-05-01,1058.593
2013-05-02,1053.337
2013-05-03,1066.474
2013-05-06,1062.783
2013-05-07,1064.628
2013-05-08,1080.885
2013-05-09,1076.849
2013-05-10,1070.898
2013-05-13,1071.832
2013-05-14,1076.572
2013-05-15,1075.018
2013-05-16,1080.095
2013-05-17,1073.178
2013-05-20,1079.587
2013-05-21,1083.291
2013-05-22,1085.114
2013-05-23,1064.805
2013-05-24,1066.823
2013-05-27,1069.255
2013-05-28,1074.398
2013-05-29,1062.972
2013-05-30,1073.564
2013-05-31,1057.045
2013-06-03,1053.684
2013-06-04,1060.47
2013-06-05,1047.869
2013-06-06,1045.817
2013-06-07,1060.375
2013-06-10,1059.238
2013-06-11,1053.21
2013-06-12,1058.732
2013-06-13,1053.732
2013-06-14,1058.65
2013-06-17,1065.782
2013-06-18,1067.424
2013-06-19,1069.727
2013-06-20,1021.126
2013-06-21,1007.457
2013-06-24,985.851
2013-06-25,999.688
2013-06-26,1011.77
2013-06-27,1020.18
2013-06-28,1014.618
2013-07-01,1029.562
2013-07-02,1025.64
2013-07-03,1016.956
2013-07-04,1034.423
2013-07-05,1016.731
2013-07-08,1031.302
2013-07-09,1032.626
2013-07-10,1040.353
2013-07-11,1061.059
2013-07-12,1061.564
2013-07-15,1064.256
2013-07-16,1062.528
2013-07-17,1064.319
2013-07-18,1070.483
2013-07-19,1073.919
2013-07-22,1078.13
2013-07-23,1073.799
2013-07-24,1079.629
2013-07-25,1074.458
2013-07-26,1073.795
2013-07-29,1075.145
2013-07-30,1077.588
2013-07-31,1081.492
2013-08-01,1091.073
2013-08-02,1100.028
2013-08-05,1100.778
2013-08-06,1106.069
2013-08-07,1103.342
2013-08-08,1110.384
2013-08-09,1111.989
2013-08-12,1107.943
2013-08-13,1108.7
2013-08-14,1115.384
2013-08-15,1101.203
2013-08-16,1109.58
2013-08-19,1108.885
2013-08-20,1107.97
2013-08-21,1099.412
2013-08-22,1105.962
2013-08-23,1113.931
2013-08-26,1111.681
2013-08-27,1095.138
2013-08-28,1082.397
2013-08-29,1080.334
2013-08-30,1068.806
2013-09-02,1088.076
2013-09-03,1081.019
2013-09-04,1084.976
2013-09-05,1083.295
2013-09-06,1090.777
2013-09-09,1096.834
2013-09-10,1111.255
2013-09-11,1116.746
2013-09-12,1116.056
2013-09-13,1115.502
2013-09-16,1130.895
2013-09-17,1125.804
2013-09-18,1130.813
2013-09-19,1155.913
2013-09-20,1150.71
2013-09-23,1143.733
2013-09-24,1143.983
2013-09-25,1143.202
2013-09-26,1141.078
2013-09-27,1143.693
2013-09-30,1139.1
2013-10-01,1143.788
2013-10-02,1138.172
2013-10-03,1136.662
2013-10-04,1132.035
2013-10-07,1126.611
2013-10-08,1119.511
2013-10-09,1103.316
2013-10-10,1120.265
2013-10-11,1129.608
2013-10-14,1132.3
2013-10-15,1132.436
2013-10-16,1131.497
2013-10-17,1149.798
2013-10-18,1164.165
2013-10-21,1168.384
2013-10-22,1183.343
2013-10-23,1179.817
2013-10-24,1184.689
2013-10-25,1183.375
2013-10-28,1182.83
2013-10-29,1181.54
2013-10-30,1181.541
2013-10-31,1172.096
2013-11-01,1158.758
2013-11-04,1163.707
2013-11-05,1159.92
2013-11-06,1169.39
2013-11-07,1158.546
2013-11-08,1153.973
2013-11-11,1162.254
2013-11-12,1157.772
2013-11-13,1148.576
2013-11-14,1163.659
2013-11-15,1166.497
2013-11-18,1175.651
2013-11-19,1169.611
2013-11-20,1166.362
2013-11-21,1162.263
2013-11-22,1168.691
2013-11-25,1174.074
2013-11-26,1171.671
2013-11-27,1180.167
2013-11-28,1186.301
2013-11-29,1188.1
2013-12-02,1179.84
2013-12-03,1164.851
2013-12-04,1156.151
2013-12-05,1156.97
2013-12-06,1166.058
2013-12-09,1171.627
2013-12-10,1168.36
2013-12-11,1165.084
2013-12-12,1148.41
2013-12-13,1145.685
2013-12-16,1160.828
2013-12-17,1150.484
2013-12-18,1163.232
2013-12-19,1174.373
2013-12-20,1180.136
2013-12-23,1191.035
2013-12-24,1190.492
2013-12-25,1190.492
2013-12-26,1193.084
2013-12-27,1213.388
2013-12-30,1215.24
2013-12-31,1216.307
2014-01-01,1216.307
2014-01-02,1198.683
2014-01-03,1203.163
2014-01-06,1203.118
2014-01-07,1205.952
2014-01-08,1207.321
2014-01-09,1200.604
2014-01-10,1215.208
2014-01-13,1216.71
2014-01-14,1220.295
2014-01-15,1221.031
2014-01-16,1219.931
2014-01-17,1220.782
2014-01-20,1221.509
2014-01-21,1223.225
2014-01-22,1226.629
2014-01-23,1222.3
2014-01-24,1192.878
2014-01-27,1180.086
2014-01-28,1187.467
2014-01-29,1179.68
2014-01-30,1173.092
2014-01-31,1165.907
2014-02-03,1155.053
2014-02-04,1152.357
2014-02-05,1155.717
2014-02-06,1178.858
2014-02-07,1188.053
2014-02-10,1192.444
2014-02-11,1209.743
2014-02-12,1209.254
2014-02-13,1214.019
2014-02-14,1223.1
2014-02-17,1229.371
2014-02-18,1232.532
2014-02-19,1234.714
2014-02-20,1229.352
2014-02-21,1235.752
2014-02-24,1243.626
2014-02-25,1246.403
2014-02-26,1238.509
2014-02-27,1238.41
2014-02-28,1254.166
2014-03-03,1221.333
2014-03-04,1244.158
2014-03-05,1243.292
2014-03-06,1255.077
2014-03-07,1243.737
2014-03-10,1238.842
2014-03-11,1237.838
2014-03-12,1227.719
2014-03-13,1217.101
2014-03-14,1209.121
2014-03-17,1221.627
2014-03-18,1228.242
2014-03-19,1227.871
2014-03-20,1217.005
2014-03-21,1217.21
2014-03-24,1204.928
2014-03-25,1219.616
2014-03-26,1228.59
2014-03-27,1227.843
2014-03-28,1237.192
2014-03-31,1242.354
2014-04-01,1250.091
2014-04-02,1250.437
2014-04-03,1247.245
2014-04-04,1251.312
2014-04-07,1240.119
2014-04-08,1239.971
2014-04-09,1247.641
2014-04-10,1247.471
2014-04-11,1229.886
2014-04-14,1227.674
2014-04-15,1217.769
2014-04-16,1231.704
2014-04-17,1239.765
2014-04-18,1239.765
2014-04-21,1237.295
2014-04-22,1252.789
2014-04-23,1249.652
2014-04-24,1251.707
2014-04-25,1244.596
2014-04-28,1246.288
2014-04-29,1255.159
2014-04-30,1261.318
2014-05-01,1264.876
2014-05-02,1262.546
2014-05-05,1260.842
2014-05-06,1263.545
2014-05-07,1261.657
2014-05-08,1268.557
2014-05-09,1256.353
2014-05-12,1266.75
2014-05-13,1267.264
2014-05-14,1267.219
2014-05-15,1256.417
2014-05-16,1257.053
2014-05-19,1259.077
2014-05-20,1257.958
2014-05-21,1262.604
2014-05-22,1266.239
2014-05-23,1264.489
2014-05-26,1273.268
2014-05-27,1274.581
2014-05-28,1272.702
2014-05-29,1276.047
2014-05-30,1279.714
2014-06-02,1278.873
2014-06-03,1273.898
2014-06-04,1276.78
2014-06-05,1280.039
2014-06-06,1287.966
2014-06-09,1287.563
2014-06-10,1289.998
2014-06-11,1281.368
2014-06-12,1283.782
2014-06-13,1276.32
2014-06-16,1274.932
2014-06-17,1276.983
2014-06-18,1276.489
2014-06-19,1288.885
2014-06-20,1285.711
2014-06-23,1279.206
2014-06-24,1276.338
2014-06-25,1267.247
2014-06-26,1264.667
2014-06-27,1270.52
2014-06-30,1276.052
2014-07-01,1285.241
2014-07-02,1286.049
2014-07-03,1295.376
2014-07-04,1289.602
2014-07-07,1279.092
2014-07-08,1262.782
2014-07-09,1264.345
2014-07-10,1248.419
2014-07-11,1249.453
2014-07-14,1262.782
2014-07-15,1251.749
2014-07-16,1262.957
2014-07-17,1252.835
2014-07-18,1250.983
2014-07-21,1245.375
2014-07-22,1255.901
2014-07-23,1256.666
2014-07-24,1261.199
2014-07-25,1247.59
2014-07-28,1244.919
2014-07-29,1244.648
2014-07-30,1236.753
2014-07-31,1218.766
2014-08-01,1209.452
2014-08-04,1202.908
2014-08-05,1204.953
2014-08-06,1194.632
2014-08-07,1187.974
2014-08-08,1185.952
2014-08-11,1201.288
2014-08-12,1197.042
2014-08-13,1203.566
2014-08-14,1208.133
2014-08-15,1203.584
2014-08-18,1217.173
2014-08-19,1221.921
2014-08-20,1218.608
2014-08-21,1224.874
2014-08-22,1218.02
2014-08-25,1227.623
2014-08-26,1236.253
2014-08-27,1237.691
2014-08-28,1227.495
2014-08-29,1230.067
2014-09-01,1229.318
2014-09-02,1228.519
2014-09-03,1236.37
2014-09-04,1234.326
2014-09-05,1227.989
2014-09-08,1222.503
2014-09-09,1216.578
2014-09-10,1214.805
2014-09-11,1217.181
2014-09-12,1217.683
2014-09-15,1217.916
2014-09-16,1213.367
2014-09-17,1218.672
2014-09-18,1227.828
2014-09-19,1221.753
2014-09-22,1213.96
2014-09-23,1200.861
2014-09-24,1201.913
2014-09-25,1188.511
2014-09-26,1185.607
2014-09-29,1182.397
2014-09-30,1183.689
2014-10-01,1170.729
2014-10-02,1150.335
2014-10-03,1148.572
2014-10-06,1156.435
2014-10-07,1142.431
2014-10-08,1136.607
2014-10-09,1136.458
2014-10-10,1111.18
2014-10-13,1112.188
2014-10-14,1113.342
2014-10-15,1088.08
2014-10-16,1087.662
2014-10-17,1116.928
2014-10-20,1113.166
2014-10-21,1130.708
2014-10-22,1133.846
2014-10-23,1138.847
2014-10-24,1136.836
2014-10-27,1135.759
2014-10-28,1149.158
2014-10-29,1155.082
2014-10-30,1151.204
2014-10-31,1162.565
2014-11-03,1151.662
2014-11-04,1149.601
2014-11-05,1159.572
2014-11-06,1159.845
2014-11-07,1150.956
2014-11-10,1162.731
2014-11-11,1165.365
2014-11-12,1158.012
2014-11-13,1162.702
2014-11-14,1161.304
2014-11-17,1163.918
2014-11-18,1177.225
2014-11-19,1177.874
2014-11-20,1178.655
2014-11-21,1187.741
2014-11-24,1192.162
2014-11-25,1199.392
2014-11-26,1202.909
2014-11-27,1206.046
2014-11-28,1205.421
2014-12-01,1202.589
2014-12-02,1198.008
2014-12-03,1196.192
2014-12-04,1195.651
2014-12-05,1202.587
2014-12-08,1195.774
2014-12-09,1183.05
2014-12-10,1179.034
2014-12-11,1175.78
2014-12-12,1156.019
2014-12-15,1129.245
2014-12-16,1153.038
2014-12-17,1142.482
2014-12-18,1165.681
2014-12-19,1167.042
2014-12-22,1173.204
2014-12-23,1170.074
2014-12-24,1170.717
2014-12-25,1170.717
2014-12-26,1169.433
2014-12-29,1171.562
2014-12-30,1161.194
2014-12-31,1160.106
2015-01-01,1160.106
2015-01-02,1149.69
2015-01-05,1124.124
2015-01-06,1114.218
2015-01-07,1106.998
2015-01-08,1135.806
2015-01-09,1129.451
2015-01-12,1136.339
2015-01-13,1147.924
2015-01-14,1134.395
2015-01-15,1143.347
2015-01-16,1144.86
2015-01-19,1161.21
2015-01-20,1162.806
2015-01-21,1168.538
2015-01-22,1166.045
2015-01-23,1172.017
2015-01-26,1179.567
2015-01-27,1183.078
2015-01-28,1180.12
2015-01-29,1179.796
2015-01-30,1169.825
2015-02-02,1173.191
2015-02-03,1187.496
2015-02-04,1195.497
2015-02-05,1197.727
2015-02-06,1190.735
2015-02-09,1182.153
2015-02-10,1190.672
2015-02-11,1186.971
2015-02-12,1202.144
2015-02-13,1209.034
2015-02-16,1208.764
2015-02-17,1210.678
2015-02-18,1217.005
2015-02-19,1226.255
2015-02-20,1227.217
2015-02-23,1237.85
2015-02-24,1240.471
2015-02-25,1241.056
2015-02-26,1241.292
2015-02-27,1246.638
2015-03-02,1242.266
2015-03-03,1230.4
2015-03-04,1227.137
2015-03-05,1235.573
2015-03-06,1220.776
2015-03-09,1215.3
2015-03-10,1191.124
2015-03-11,1194.112
2015-03-12,1199.614
2015-03-13,1196.685
2015-03-16,1214.394
2015-03-17,1206.124
2015-03-18,1213.707
2015-03-19,1219.478
2015-03-20,1245.905
2015-03-23,1251.618
2015-03-24,1252.96
2015-03-25,1245.421
2015-03-26,1226.513
2015-03-27,1229.632
2015-03-30,1237.117
2015-03-31,1220.24
2015-04-01,1224.883
2015-04-02,1238.566
2015-04-03,1238.566
2015-04-06,1252.99
2015-04-07,1255.299
2015-04-08,1251.692
2015-04-09,1253.653
2015-04-10,1261.414
2015-04-13,1256.4
2015-04-14,1264.354
2015-04-15,1260.214
2015-04-16,1263.644
2015-04-17,1250.09
2015-04-20,1257.297
2015-04-21,1267.731
2015-04-22,1265.048
2015-04-23,1267.607
2015-04-24,1278.29
2015-04-27,1292.903
2015-04-28,1282.321
