Date,SWEDEN SMALL VALUE Small Cap
2004-05-31,283.419
2004-06-30,289.0
2004-07-30,286.527
2004-08-31,292.647
2004-09-30,315.845
2004-10-29,325.816
2004-11-30,368.339
2004-12-31,385.151
2005-01-31,376.21
2005-02-28,413.928
2005-03-31,403.565
2005-04-29,388.372
2005-05-31,393.189
2005-06-30,391.976
2005-07-29,416.028
2005-08-31,416.821
2005-09-30,433.662
2005-10-31,416.091
2005-11-30,441.715
2005-12-30,491.224
2006-01-31,573.201
2006-02-28,582.212
2006-03-31,654.119
2006-04-28,713.237
2006-05-31,661.05
2006-06-30,661.014
2006-07-31,659.335
2006-08-31,668.956
2006-09-29,701.964
2006-10-31,746.011
2006-11-30,792.83
2006-12-29,865.06
2007-01-31,884.594
2007-02-28,865.562
2007-03-30,929.282
2007-04-30,1003.2
2007-05-31,1000.0
2007-06-29,948.714
2007-07-31,947.01
2007-08-31,908.379
2007-09-28,934.469
2007-10-31,969.139
2007-11-30,909.118
2007-12-31,871.68
2008-01-31,794.397
2008-02-29,859.829
2008-03-31,889.072
2008-04-30,854.255
2008-05-30,860.0
2008-06-30,727.345
2008-07-31,705.945
2008-08-29,703.698
2008-09-30,540.969
2008-10-31,383.287
2008-11-28,318.956
2008-12-31,363.195
2009-01-30,334.928
2009-02-27,307.864
2009-03-31,342.266
2009-04-30,452.909
2009-05-29,500.693
2009-06-30,472.017
2009-07-31,558.437
2009-08-31,618.538
2009-09-30,662.539
2009-10-30,696.838
2009-11-30,720.489
2009-12-31,737.472
2010-01-29,730.612
2010-02-26,741.405
2010-03-31,800.899
2010-04-30,785.553
2010-05-31,673.959
2010-06-30,664.735
2010-07-30,768.72
2010-08-31,732.671
2010-09-30,928.768
2010-10-29,954.992
2010-11-30,905.407
2010-12-31,1062.502
2011-01-31,1090.635
2011-02-28,1079.909
2011-03-31,1136.545
2011-04-29,1201.875
2011-05-31,1161.752
2011-06-30,1083.888
2011-07-29,1033.743
2011-08-31,947.546
2011-09-30,799.049
2011-10-31,936.778
2011-11-30,878.575
2011-12-30,906.533
2012-01-31,983.818
2012-02-29,1055.523
2012-03-30,1020.962
2012-04-30,1017.625
2012-05-31,892.323
2012-06-29,922.476
2012-07-31,966.249
2012-08-31,955.131
2012-09-28,1013.683
2012-10-31,990.755
2012-11-30,1008.921
2012-12-31,1064.55
2013-01-31,1155.137
2013-02-28,1231.98
2013-03-29,1201.013
2013-04-30,1239.625
2013-05-31,1239.324
2013-06-28,1165.974
2013-07-31,1288.432
2013-08-30,1271.895
2013-09-30,1387.561
2013-10-31,1428.288
2013-11-29,1452.413
2013-12-31,1509.198
2014-01-31,1487.671
2014-02-28,1613.333
2014-03-31,1610.872
2014-04-30,1677.08
2014-05-30,1718.077
2014-06-30,1693.857
2014-07-31,1584.308
2014-08-29,1547.13
2014-09-30,1449.407
2014-10-31,1416.992
2014-11-28,1459.631
2014-12-31,1445.349
2015-01-30,1459.881
2015-02-27,1606.203
2015-03-31,1537.649
2015-04-30,1598.159
2015-05-29,1525.077
2015-06-30,1473.892
2015-07-31,1510.135
2015-08-31,1475.835
2015-09-30,1461.111
2015-10-30,1561.625
2015-11-30,1607.152
2015-12-31,1621.555
2016-01-29,1508.541
2016-02-29,1611.382
2016-03-31,1770.424
2016-04-29,1770.054
2016-05-31,1766.914
2016-06-30,1703.796
2016-07-29,1844.595
2016-08-31,1869.178
2016-09-30,1907.101
2016-10-31,1798.903
2016-11-30,1762.165
2016-12-30,1852.169
2017-01-31,1911.146
2017-02-28,1903.255
2017-03-31,1921.576
2017-04-28,2063.027
2017-05-31,2166.105
2017-06-30,2182.885
2017-07-31,2262.906
2017-08-31,2271.985
2017-09-29,2311.125
2017-10-31,2299.184
2017-11-30,2303.966
2017-12-29,2380.298
2018-01-31,2460.82
2018-02-28,2352.163
2018-03-30,2327.725
2018-04-30,2346.19
2018-05-31,2288.155
2018-06-29,2212.257
2018-07-31,2325.028
2018-08-31,2334.728
2018-09-28,2364.425
2018-10-31,2168.296
2018-11-30,2133.104
2018-12-31,2078.373
2019-01-31,2233.859
2019-02-28,2242.588
2019-03-29,2239.723
2019-04-30,2286.155
2019-05-31,2199.396
2019-06-28,2375.295
2019-07-31,2309.991
2019-08-30,2267.766
2019-09-30,2298.936
2019-10-31,2444.227
2019-11-29,2526.28
2019-12-31,2725.87
2020-01-31,2641.209
2020-02-28,2462.112
2020-03-31,1879.011
2020-04-30,2059.134
2020-05-29,2227.355
2020-06-30,2335.552
2020-07-31,2637.878
2020-08-31,2759.791
2020-09-30,2858.212
2020-10-30,2656.262
2020-11-30,3103.784
2020-12-31,3311.44
2021-01-29,3247.773
2021-02-26,3299.746
2021-03-31,3375.035
2021-04-30,3749.82
2021-05-31,3894.101
2021-06-30,3710.041
2021-07-30,3979.987
2021-08-31,4062.032
2021-09-30,3610.469
2021-10-29,3967.516
2021-11-30,3914.145
2021-12-31,4069.856
2022-01-31,3628.438
2022-02-28,3333.197
2022-03-31,3536.261
2022-04-29,3139.436
2022-05-31,3082.181
2022-06-30,2413.005
2022-07-29,2782.536
2022-08-31,2524.991
2022-09-30,2158.378
2022-10-31,2349.785
2022-11-30,2613.023
2022-12-30,2582.76
2023-01-31,2852.284
2023-02-28,2837.052
2023-03-31,2705.79
2023-04-28,2775.46
2023-05-31,2399.013
2023-06-30,2494.842
2023-07-31,2655.164
2023-08-31,2468.261
2023-09-29,2401.607
2023-10-31,2275.338
2023-11-30,2736.024
2023-12-29,3099.685
2024-01-31,2914.802
2024-02-29,2857.078
2024-03-29,3005.572
2024-04-30,2824.935
2024-05-31,3079.077
2024-06-28,2929.678
2024-07-31,3061.197
2024-08-30,3189.659
2024-09-30,3330.133
2024-10-31,2997.351
2024-11-29,2893.906
2024-12-31,2782.841
2025-01-31,2952.783
2025-02-28,3091.25
2025-03-31,3074.024
2025-04-30,3270.253
2025-05-30,3368.523
2025-06-30,3464.891
2025-07-31,3336.836
2025-08-29,3430.179
2025-09-30,3434.084
2025-10-31,3491.745
2025-11-28,3538.497
2025-12-31,3629.141
2026-01-30,3647.086
